Time,hard_rock_stadium
2022-08-07,14.0
2022-08-08,7.0
2022-08-09,6.0
2022-08-10,6.0
2022-08-11,6.0
2022-08-12,19.0
2022-08-13,25.0
2022-08-14,10.0
2022-08-15,5.0
2022-08-16,4.0
2022-08-17,4.0
2022-08-18,4.0
2022-08-19,5.0
2022-08-20,13.0
2022-08-21,8.0
2022-08-22,4.0
2022-08-23,6.0
2022-08-24,5.0
2022-08-25,6.0
2022-08-26,8.0
2022-08-27,11.0
2022-08-28,8.0
2022-08-29,6.166666666666666
2022-08-30,16.833333333333332
2022-08-31,9.0
2022-09-01,5.166666666666666
2022-09-02,4.833333333333333
2022-09-03,11.833333333333332
2022-09-04,14.833333333333332
2022-09-05,5.0
2022-09-06,4.0
2022-09-07,4.833333333333333
2022-09-08,4.166666666666666
2022-09-09,5.166666666666666
2022-09-10,10.0
2022-09-11,19.833333333333332
2022-09-12,9.166666666666666
2022-09-13,4.833333333333333
2022-09-14,5.0
2022-09-15,5.166666666666666
2022-09-16,6.833333333333333
2022-09-17,21.166666666666664
2022-09-18,12.833333333333332
2022-09-19,6.0
2022-09-20,7.166666666666666
2022-09-21,6.166666666666666
2022-09-22,9.0
2022-09-23,20.666666666666664
2022-09-24,28.666666666666664
2022-09-25,20.166666666666664
2022-09-26,5.0
2022-09-27,3.1666666666666665
2022-09-28,2.6666666666666665
2022-09-29,2.333333333333333
2022-09-30,2.333333333333333
2022-10-01,2.6666666666666665
2022-10-02,3.0
2022-10-03,2.333333333333333
2022-10-04,2.0
2022-10-05,1.6666666666666665
2022-10-06,2.6666666666666665
2022-10-07,2.6666666666666665
2022-10-08,7.666666666666666
2022-10-09,3.333333333333333
2022-10-10,2.333333333333333
2022-10-11,2.333333333333333
2022-10-12,2.333333333333333
2022-10-13,2.333333333333333
2022-10-14,3.6666666666666665
2022-10-15,5.666666666666666
2022-10-16,12.666666666666666
2022-10-17,3.6666666666666665
2022-10-18,3.0
2022-10-19,3.0
2022-10-20,3.0
2022-10-21,3.333333333333333
2022-10-22,9.666666666666666
2022-10-23,15.0
2022-10-24,16.333333333333332
2022-10-25,2.6666666666666665
2022-10-26,1.6666666666666665
2022-10-27,1.6666666666666665
2022-10-28,1.6666666666666665
2022-10-29,2.0
2022-10-30,2.333333333333333
2022-10-31,2.333333333333333
2022-11-01,2.6666666666666665
2022-11-02,3.0
2022-11-03,3.0
2022-11-04,3.333333333333333
2022-11-05,12.666666666666666
2022-11-06,6.0
2022-11-07,3.0
2022-11-08,2.0
2022-11-09,1.6666666666666665
2022-11-10,1.6666666666666665
2022-11-11,3.333333333333333
2022-11-12,5.0
2022-11-13,13.666666666666666
2022-11-14,1.6666666666666665
2022-11-15,2.6666666666666665
2022-11-16,2.0
2022-11-17,1.3333333333333333
2022-11-18,2.333333333333333
2022-11-19,1.6666666666666665
2022-11-20,3.0
2022-11-21,1.0
2022-11-22,2.333333333333333
2022-11-23,2.0
2022-11-24,2.0
2022-11-25,3.333333333333333
2022-11-26,5.666666666666666
2022-11-27,13.333333333333332
2022-11-28,2.6666666666666665
2022-11-29,2.0
2022-11-30,2.6666666666666665
2022-12-01,2.6666666666666665
2022-12-02,1.3333333333333333
2022-12-03,3.0
2022-12-04,9.666666666666666
2022-12-05,5.0
2022-12-06,3.6666666666666665
2022-12-07,2.6666666666666665
2022-12-08,3.333333333333333
2022-12-09,2.6666666666666665
2022-12-10,2.333333333333333
2022-12-11,1.6666666666666665
2022-12-12,2.6666666666666665
2022-12-13,2.6666666666666665
2022-12-14,2.6666666666666665
2022-12-15,2.6666666666666665
2022-12-16,2.0
2022-12-17,3.0
2022-12-18,4.0
2022-12-19,3.0
2022-12-20,3.333333333333333
2022-12-21,3.6666666666666665
2022-12-22,4.0
2022-12-23,3.6666666666666665
2022-12-24,4.666666666666666
2022-12-25,29.0
2022-12-26,4.666666666666666
2022-12-27,4.0
2022-12-28,4.666666666666666
2022-12-29,5.0
2022-12-30,16.333333333333332
2022-12-31,33.33333333333333
2023-01-01,3.0
2023-01-02,2.333333333333333
2023-01-03,2.0
2023-01-04,2.6666666666666665
2023-01-05,2.333333333333333
2023-01-06,2.333333333333333
2023-01-07,4.333333333333333
2023-01-08,12.333333333333332
2023-01-09,2.0
2023-01-10,1.3333333333333333
2023-01-11,1.6666666666666665
2023-01-12,1.0
2023-01-13,1.0
2023-01-14,1.6666666666666665
2023-01-15,1.6666666666666665
2023-01-16,1.6666666666666665
2023-01-17,1.0
2023-01-18,1.0
2023-01-19,1.6666666666666665
2023-01-20,0.6666666666666666
2023-01-21,1.0
2023-01-22,1.3333333333333333
2023-01-23,1.6666666666666665
2023-01-24,1.6666666666666665
2023-01-25,1.3333333333333333
2023-01-26,1.6666666666666665
2023-01-27,1.0
2023-01-28,1.6666666666666665
2023-01-29,1.6666666666666665
2023-01-30,1.3333333333333333
2023-01-31,1.0
2023-02-01,2.6666666666666665
2023-02-02,2.0
2023-02-03,2.6666666666666665
2023-02-04,2.0
2023-02-05,1.3333333333333333
2023-02-06,1.3333333333333333
2023-02-07,1.6666666666666665
2023-02-08,1.6666666666666665
2023-02-09,1.3333333333333333
2023-02-10,2.0
2023-02-11,1.3333333333333333
2023-02-12,2.6666666666666665
2023-02-13,3.333333333333333
2023-02-14,3.0
2023-02-15,2.0
2023-02-16,3.0
2023-02-17,2.333333333333333
2023-02-18,3.0
2023-02-19,2.6666666666666665
2023-02-20,2.0
2023-02-21,2.0
2023-02-22,0.6666666666666666
2023-02-23,1.3333333333333333
2023-02-24,2.0
2023-02-25,2.0
2023-02-26,1.0
2023-02-27,2.0
2023-02-28,1.3333333333333333
2023-03-01,1.3333333333333333
2023-03-02,1.6666666666666665
2023-03-03,1.6666666666666665
2023-03-04,1.3333333333333333
2023-03-05,1.6666666666666665
2023-03-06,1.3333333333333333
2023-03-07,2.0
2023-03-08,2.0
2023-03-09,2.333333333333333
2023-03-10,2.333333333333333
2023-03-11,3.333333333333333
2023-03-12,4.0
2023-03-13,3.0
2023-03-14,2.0
2023-03-15,1.6666666666666665
2023-03-16,2.0
2023-03-17,2.0
2023-03-18,2.333333333333333
2023-03-19,2.333333333333333
2023-03-20,3.0
2023-03-21,2.6666666666666665
2023-03-22,3.333333333333333
2023-03-23,4.666666666666666
2023-03-24,3.6666666666666665
2023-03-25,5.0
2023-03-26,4.333333333333333
2023-03-27,3.6666666666666665
2023-03-28,4.666666666666666
2023-03-29,3.333333333333333
2023-03-30,3.333333333333333
2023-03-31,4.333333333333333
2023-04-01,4.333333333333333
2023-04-02,3.0
2023-04-03,1.6666666666666665
2023-04-04,1.6666666666666665
2023-04-05,1.6666666666666665
2023-04-06,1.6666666666666665
2023-04-07,1.0
2023-04-08,2.0
2023-04-09,1.6666666666666665
2023-04-10,1.3333333333333333
2023-04-11,1.3333333333333333
2023-04-12,2.6666666666666665
2023-04-13,3.0
2023-04-14,3.0
2023-04-15,2.6666666666666665
2023-04-16,2.333333333333333
2023-04-17,1.6666666666666665
2023-04-18,1.6666666666666665
2023-04-19,2.0
2023-04-20,1.6666666666666665
2023-04-21,1.6666666666666665
2023-04-22,1.3333333333333333
2023-04-23,1.3333333333333333
2023-04-24,2.0
2023-04-25,1.0
2023-04-26,1.2742616033755274
2023-04-27,2.548523206751055
2023-04-28,3.0189873417721516
2023-04-29,2.548523206751055
2023-04-30,3.0189873417721516
2023-05-01,1.9113924050632911
2023-05-02,2.381856540084388
2023-05-03,7.949367088607595
2023-05-04,5.567510548523206
2023-05-05,8.419831223628691
2023-05-06,9.223628691983121
2023-05-07,12.242616033755272
2023-05-08,2.381856540084388
2023-05-09,1.9113924050632911
2023-05-10,2.381856540084388
2023-05-11,1.7447257383966241
2023-05-12,4.763713080168776
2023-05-13,2.548523206751055
2023-05-14,2.381856540084388
2023-05-15,1.9113924050632911
2023-05-16,1.7447257383966241
2023-05-17,1.1075949367088607
2023-05-18,1.9113924050632911
2023-05-19,1.7447257383966241
2023-05-20,1.7447257383966241
2023-05-21,1.9113924050632911
2023-05-22,1.9113924050632911
2023-05-23,1.7447257383966241
2023-05-24,1.9113924050632911
2023-05-25,1.2742616033755274
2023-05-26,1.822784810126582
2023-05-27,1.822784810126582
2023-05-28,1.822784810126582
2023-05-29,1.2151898734177213
2023-05-30,1.2151898734177213
2023-05-31,1.2151898734177213
2023-06-01,1.2151898734177213
2023-06-02,1.822784810126582
2023-06-03,1.822784810126582
2023-06-04,1.822784810126582
2023-06-05,1.2151898734177213
2023-06-06,2.4303797468354427
2023-06-07,2.4303797468354427
2023-06-08,4.860759493670885
2023-06-09,2.4303797468354427
2023-06-10,1.822784810126582
2023-06-11,1.822784810126582
2023-06-12,2.4303797468354427
2023-06-13,1.822784810126582
2023-06-14,2.4303797468354427
2023-06-15,1.2151898734177213
2023-06-16,1.822784810126582
2023-06-17,1.822784810126582
2023-06-18,1.822784810126582
2023-06-19,1.822784810126582
2023-06-20,1.822784810126582
2023-06-21,1.2151898734177213
2023-06-22,1.2151898734177213
2023-06-23,1.822784810126582
2023-06-24,2.4303797468354427
2023-06-25,1.822784810126582
2023-06-26,1.822784810126582
2023-06-27,1.822784810126582
2023-06-28,1.822784810126582
2023-06-29,1.2151898734177213
2023-06-30,1.822784810126582
2023-07-01,1.2151898734177213
2023-07-02,1.822784810126582
2023-07-03,2.4303797468354427
2023-07-04,1.822784810126582
2023-07-05,1.822784810126582
2023-07-06,1.822784810126582
2023-07-07,1.2151898734177213
2023-07-08,1.822784810126582
2023-07-09,1.822784810126582
2023-07-10,1.822784810126582
2023-07-11,2.4303797468354427
2023-07-12,3.037974683544303
2023-07-13,2.4303797468354427
2023-07-14,1.822784810126582
2023-07-15,1.822784810126582
2023-07-16,2.4303797468354427
2023-07-17,2.4303797468354427
2023-07-18,2.4303797468354427
2023-07-19,2.4303797468354427
2023-07-20,4.253164556962025
2023-07-21,7.291139240506328
2023-07-22,7.8987341772151884
2023-07-23,5.468354430379746
2023-07-24,3.645569620253164
2023-07-25,2.4303797468354427
2023-07-26,2.4303797468354427
2023-07-27,1.822784810126582
2023-07-28,2.4303797468354427
2023-07-29,1.822784810126582
2023-07-30,2.4303797468354427
2023-07-31,3.037974683544303
2023-08-01,2.4303797468354427
2023-08-02,2.4303797468354427
2023-08-03,25.51898734177215
2023-08-04,15.797468354430377
2023-08-05,12.151898734177212
2023-08-06,8.50632911392405
2023-08-07,7.291139240506328
2023-08-08,13.974683544303796
2023-08-09,60.759493670886066
2023-08-10,15.797468354430377
2023-08-11,15.189873417721516
2023-08-12,11.544303797468352
2023-08-13,7.8987341772151884
2023-08-14,5.468354430379746
2023-08-15,4.860759493670885
2023-08-16,6.075949367088606
2023-08-17,8.50632911392405
2023-08-18,21.265822784810123
2023-08-19,12.151898734177212
2023-08-20,5.468354430379746
2023-08-21,4.860759493670885
2023-08-22,5.468354430379746
2023-08-23,4.860759493670885
2023-08-24,7.291139240506328
2023-08-25,14.582278481012656
2023-08-26,18.22784810126582
2023-08-27,7.291139240506328
2023-08-28,4.253164556962025
2023-08-29,3.645569620253164
2023-08-30,4.253164556962025
2023-08-31,3.645569620253164
2023-09-01,10.329113924050631
2023-09-02,3.645569620253164
2023-09-03,7.291139240506328
2023-09-04,3.037974683544303
2023-09-05,3.037974683544303
2023-09-06,3.645569620253164
2023-09-07,3.037974683544303
2023-09-08,3.645569620253164
2023-09-09,13.974683544303796
2023-09-10,4.860759493670885
2023-09-11,3.037974683544303
2023-09-12,1.822784810126582
2023-09-13,2.4303797468354427
2023-09-14,5.468354430379746
2023-09-15,3.037974683544303
2023-09-16,3.037974683544303
2023-09-17,3.645569620253164
2023-09-18,2.4303797468354427
2023-09-19,3.037974683544303
2023-09-20,2.4303797468354427
2023-09-21,3.645569620253164
2023-09-22,3.037974683544303
2023-09-23,5.468354430379746
2023-09-24,17.62025316455696
2023-09-25,5.468354430379746
2023-09-26,3.645569620253164
2023-09-27,3.645569620253164
2023-09-28,2.4303797468354427
2023-09-29,3.037974683544303
2023-09-30,3.037974683544303
2023-10-01,3.645569620253164
2023-10-02,3.037974683544303
2023-10-03,3.037974683544303
2023-10-04,4.253164556962025
2023-10-05,4.253164556962025
2023-10-06,4.860759493670885
2023-10-07,10.329113924050631
2023-10-08,19.44303797468354
2023-10-09,3.037974683544303
2023-10-10,2.4303797468354427
2023-10-11,3.037974683544303
2023-10-12,2.4303797468354427
2023-10-13,2.4303797468354427
2023-10-14,4.253164556962025
2023-10-15,13.974683544303796
2023-10-16,3.037974683544303
2023-10-17,3.037974683544303
2023-10-18,2.4303797468354427
2023-10-19,3.037974683544303
2023-10-20,3.645569620253164
2023-10-21,7.8987341772151884
2023-10-22,6.683544303797468
2023-10-23,3.037974683544303
2023-10-24,2.4303797468354427
2023-10-25,3.037974683544303
2023-10-26,3.037974683544303
2023-10-27,3.645569620253164
2023-10-28,8.50632911392405
2023-10-29,13.974683544303796
2023-10-30,2.4303797468354427
2023-10-31,1.822784810126582
2023-11-01,2.4303797468354427
2023-11-02,2.4303797468354427
2023-11-03,2.4303797468354427
2023-11-04,1.822784810126582
2023-11-05,3.037974683544303
2023-11-06,1.2151898734177213
2023-11-07,1.822784810126582
2023-11-08,1.822784810126582
2023-11-09,1.822784810126582
2023-11-10,3.037974683544303
2023-11-11,3.037974683544303
2023-11-12,4.253164556962025
2023-11-13,2.4303797468354427
2023-11-14,3.645569620253164
2023-11-15,3.037974683544303
2023-11-16,3.037974683544303
2023-11-17,4.860759493670885
2023-11-18,11.544303797468352
2023-11-19,15.797468354430377
2023-11-20,4.253164556962025
2023-11-21,4.253164556962025
2023-11-22,3.037974683544303
2023-11-23,2.4303797468354427
2023-11-24,3.645569620253164
2023-11-25,3.037974683544303
2023-11-26,2.4303797468354427
2023-11-27,2.4303797468354427
2023-11-28,1.822784810126582
2023-11-29,2.4303797468354427
2023-11-30,2.4303797468354427
2023-12-01,2.4303797468354427
2023-12-02,2.4303797468354427
2023-12-03,7.291139240506328
2023-12-04,6.075949367088606
2023-12-05,4.860759493670885
2023-12-06,4.253164556962025
2023-12-07,3.645569620253164
2023-12-08,11.544303797468352
2023-12-09,7.291139240506328
2023-12-10,6.683544303797468
2023-12-11,13.367088607594935
2023-12-12,11.544303797468352
2023-12-13,4.860759493670885
2023-12-14,5.468354430379746
2023-12-15,4.253164556962025
2023-12-16,6.683544303797468
2023-12-17,18.22784810126582
2023-12-18,4.253164556962025
2023-12-19,4.253164556962025
2023-12-20,3.645569620253164
2023-12-21,4.253164556962025
2023-12-22,4.860759493670885
2023-12-23,5.468354430379746
2023-12-24,25.822784810126578
2023-12-25,8.20253164556962
2023-12-26,5.468354430379746
2023-12-27,4.556962025316455
2023-12-28,4.860759493670885
2023-12-29,7.291139240506328
2023-12-30,37.36708860759493
2023-12-31,8.20253164556962
2024-01-01,4.860759493670885
2024-01-02,4.860759493670885
2024-01-03,3.037974683544303
2024-01-04,3.037974683544303
2024-01-05,4.860759493670885
2024-01-06,7.291139240506328
2024-01-07,17.31645569620253
2024-01-08,17.62025316455696
2024-01-09,4.556962025316455
2024-01-10,2.4303797468354427
2024-01-11,2.734177215189873
2024-01-12,2.4303797468354427
2024-01-13,2.4303797468354427
2024-01-14,3.037974683544303
2024-01-15,2.4303797468354427
2024-01-16,2.1265822784810124
2024-01-17,2.734177215189873
2024-01-18,2.1265822784810124
2024-01-19,2.1265822784810124
2024-01-20,2.4303797468354427
2024-01-21,2.4303797468354427
2024-01-22,2.4303797468354427
2024-01-23,2.4303797468354427
2024-01-24,2.4303797468354427
2024-01-25,2.4303797468354427
2024-01-26,2.4303797468354427
2024-01-27,2.4303797468354427
2024-01-28,2.4303797468354427
2024-01-29,2.4303797468354427
2024-01-30,2.4303797468354427
2024-01-31,2.4303797468354427
2024-02-01,2.4303797468354427
2024-02-02,2.4303797468354427
2024-02-03,0.0
2024-02-04,2.4303797468354427
2024-02-05,4.860759493670885
2024-02-06,2.4303797468354427
2024-02-07,2.4303797468354427
2024-02-08,2.4303797468354427
2024-02-09,2.4303797468354427
2024-02-10,2.4303797468354427
2024-02-11,2.4303797468354427
2024-02-12,4.860759493670885
2024-02-13,2.4303797468354427
2024-02-14,2.4303797468354427
2024-02-15,2.4303797468354427
2024-02-16,2.4303797468354427
2024-02-17,2.4303797468354427
2024-02-18,2.4303797468354427
2024-02-19,2.4303797468354427
2024-02-20,2.4303797468354427
2024-02-21,2.4303797468354427
2024-02-22,4.860759493670885
2024-02-23,2.4303797468354427
2024-02-24,4.860759493670885
2024-02-25,2.4303797468354427
2024-02-26,2.4303797468354427
2024-02-27,2.4303797468354427
2024-02-28,2.4303797468354427
2024-02-29,2.4303797468354427
2024-03-01,2.4303797468354427
2024-03-02,2.4303797468354427
2024-03-03,2.4303797468354427
2024-03-04,2.4303797468354427
2024-03-05,2.4303797468354427
2024-03-06,2.4303797468354427
2024-03-07,2.4303797468354427
2024-03-08,2.4303797468354427
2024-03-09,2.4303797468354427
2024-03-10,2.4303797468354427
2024-03-11,2.4303797468354427
2024-03-12,2.4303797468354427
2024-03-13,2.4303797468354427
2024-03-14,2.4303797468354427
2024-03-15,2.4303797468354427
2024-03-16,2.4303797468354427
2024-03-17,2.4303797468354427
2024-03-18,2.4303797468354427
2024-03-19,2.4303797468354427
2024-03-20,4.860759493670885
2024-03-21,4.860759493670885
2024-03-22,4.860759493670885
2024-03-23,4.860759493670885
2024-03-24,4.860759493670885
2024-03-25,4.860759493670885
2024-03-26,4.860759493670885
2024-03-27,4.860759493670885
2024-03-28,4.860759493670885
2024-03-29,2.4303797468354427
2024-03-30,4.860759493670885
2024-03-31,4.860759493670885
2024-04-01,2.4303797468354427
2024-04-02,2.4303797468354427
2024-04-03,2.4303797468354427
2024-04-04,2.4303797468354427
2024-04-05,2.4303797468354427
2024-04-06,2.4303797468354427
2024-04-07,2.4303797468354427
2024-04-08,2.4303797468354427
2024-04-09,2.4303797468354427
2024-04-10,2.4303797468354427
2024-04-11,2.4303797468354427
2024-04-12,2.4303797468354427
2024-04-13,2.4303797468354427
2024-04-14,2.4303797468354427
2024-04-15,2.4303797468354427
2024-04-16,2.4303797468354427
2024-04-17,2.4303797468354427
2024-04-18,0.0
2024-04-19,2.4303797468354427
2024-04-20,2.4303797468354427
2024-04-21,2.4303797468354427
2024-04-22,2.4303797468354427
2024-04-23,2.4303797468354427
2024-04-24,2.4303797468354427
2024-04-25,2.4303797468354427
2024-04-26,2.4303797468354427
2024-04-27,2.4303797468354427
2024-04-28,2.4303797468354427
2024-04-29,2.4303797468354427
2024-04-30,2.4303797468354427
2024-05-01,2.4303797468354427
2024-05-02,4.860759493670885
2024-05-03,7.291139240506328
2024-05-04,7.291139240506328
2024-05-05,9.72151898734177
2024-05-06,2.4303797468354427
2024-05-07,2.4303797468354427
2024-05-08,2.4303797468354427
2024-05-09,2.4303797468354427
2024-05-10,2.4303797468354427
2024-05-11,2.4303797468354427
2024-05-12,2.4303797468354427
2024-05-13,2.4303797468354427
2024-05-14,2.4303797468354427
2024-05-15,2.4303797468354427
2024-05-16,4.860759493670885
2024-05-17,2.4303797468354427
2024-05-18,2.4303797468354427
2024-05-19,2.4303797468354427
2024-05-20,2.4303797468354427
2024-05-21,2.4303797468354427
2024-05-22,2.4303797468354427
2024-05-23,2.4303797468354427
2024-05-24,2.4303797468354427
2024-05-25,2.4303797468354427
2024-05-26,2.4303797468354427
2024-05-27,2.4303797468354427
2024-05-28,2.4303797468354427
2024-05-29,2.4303797468354427
2024-05-30,2.4303797468354427
2024-05-31,2.4303797468354427
2024-06-01,2.4303797468354427
2024-06-02,4.860759493670885
2024-06-03,2.4303797468354427
2024-06-04,2.4303797468354427
2024-06-05,2.4303797468354427
2024-06-06,2.4303797468354427
2024-06-07,2.4303797468354427
2024-06-08,2.4303797468354427
2024-06-09,2.4303797468354427
2024-06-10,2.4303797468354427
2024-06-11,2.4303797468354427
2024-06-12,2.4303797468354427
2024-06-13,2.4303797468354427
2024-06-14,2.4303797468354427
2024-06-15,4.860759493670885
2024-06-16,2.4303797468354427
2024-06-17,2.4303797468354427
2024-06-18,2.4303797468354427
2024-06-19,4.860759493670885
2024-06-20,4.860759493670885
2024-06-21,7.291139240506328
2024-06-22,7.291139240506328
2024-06-23,14.582278481012656
2024-06-24,14.582278481012656
2024-06-25,7.291139240506328
2024-06-26,7.291139240506328
2024-06-27,7.291139240506328
2024-06-28,7.291139240506328
2024-06-29,21.873417721518983
2024-06-30,14.582278481012656
2024-07-01,4.860759493670885
2024-07-02,4.860759493670885
2024-07-03,4.860759493670885
2024-07-04,4.860759493670885
2024-07-05,4.860759493670885
2024-07-06,9.72151898734177
2024-07-07,9.72151898734177
2024-07-08,4.860759493670885
2024-07-09,7.291139240506328
2024-07-10,12.151898734177212
2024-07-11,24.303797468354425
2024-07-12,14.582278481012656
2024-07-13,17.0126582278481
2024-07-14,63.18987341772151
2024-07-15,243.03797468354426
2024-07-16,26.73417721518987
2024-07-17,9.72151898734177
2024-07-18,4.860759493670885
2024-07-19,4.860759493670885
2024-07-20,4.860759493670885
2024-07-21,4.860759493670885
2024-07-22,2.4303797468354427
2024-07-23,4.860759493670885
2024-07-24,2.4303797468354427
2024-07-25,2.4303797468354427
2024-07-26,2.4303797468354427
2024-07-27,2.4303797468354427
2024-07-28,2.4303797468354427
2024-07-29,2.4303797468354427
2024-07-30,2.4303797468354427
2024-07-31,2.4303797468354427
2024-08-01,2.4303797468354427
2024-08-02,2.4303797468354427
2024-08-03,4.860759493670885
2024-08-04,2.4303797468354427
2024-08-05,2.4303797468354427
2024-08-06,2.4303797468354427
2024-08-07,2.4303797468354427
2024-08-08,4.860759493670885
2024-08-09,9.72151898734177
2024-08-10,4.860759493670885
2024-08-11,2.4303797468354427
2024-08-12,4.860759493670885
2024-08-13,4.860759493670885
2024-08-14,4.860759493670885
2024-08-15,4.860759493670885
2024-08-16,4.860759493670885
2024-08-17,12.151898734177212
2024-08-18,5.468354430379746
2024-08-19,4.556962025316455
2024-08-20,3.037974683544303
2024-08-21,4.253164556962025
2024-08-22,4.253164556962025
2024-08-23,4.556962025316455
2024-08-24,3.037974683544303
2024-08-25,4.556962025316455
2024-08-26,3.037974683544303
2024-08-27,3.037974683544303
2024-08-28,3.037974683544303
2024-08-29,3.037974683544303
2024-08-30,2.4303797468354427
2024-08-31,4.860759493670885
2024-09-01,7.594936708860758
2024-09-02,4.860759493670885
2024-09-03,4.860759493670885
2024-09-04,4.556962025316455
2024-09-05,4.860759493670885
2024-09-06,4.860759493670885
2024-09-07,12.151898734177212
2024-09-08,17.31645569620253
2024-09-09,5.468354430379746
2024-09-10,6.987341772151898
2024-09-11,5.468354430379746
2024-09-12,17.62025316455696
2024-09-13,17.92405063291139
2024-09-14,11.848101265822782
2024-09-15,4.860759493670885
2024-09-16,4.556962025316455
2024-09-17,4.253164556962025
2024-09-18,4.253164556962025
2024-09-19,3.645569620253164
2024-09-20,3.037974683544303
2024-09-21,4.253164556962025
2024-09-22,4.253164556962025
