Time,contribute
2022-06-03,36.0
2022-06-04,21.0
2022-06-05,24.0
2022-06-06,41.0
2022-06-07,42.0
2022-06-08,41.0
2022-06-09,34.0
2022-06-10,32.0
2022-06-11,19.0
2022-06-12,23.0
2022-06-13,40.0
2022-06-14,34.0
2022-06-15,34.0
2022-06-16,33.0
2022-06-17,28.0
2022-06-18,20.0
2022-06-19,20.0
2022-06-20,30.0
2022-06-21,31.0
2022-06-22,33.0
2022-06-23,32.0
2022-06-24,28.0
2022-06-25,20.0
2022-06-26,23.0
2022-06-27,32.0
2022-06-28,33.0
2022-06-29,32.0
2022-06-30,30.0
2022-07-01,25.0
2022-07-02,20.0
2022-07-03,20.0
2022-07-04,19.0
2022-07-05,26.0
2022-07-06,31.0
2022-07-07,29.0
2022-07-08,26.0
2022-07-09,19.0
2022-07-10,22.0
2022-07-11,30.0
2022-07-12,28.0
2022-07-13,28.0
2022-07-14,29.0
2022-07-15,27.0
2022-07-16,21.0
2022-07-17,19.0
2022-07-18,30.0
2022-07-19,30.0
2022-07-20,27.0
2022-07-21,27.0
2022-07-22,26.0
2022-07-23,20.0
2022-07-24,19.0
2022-07-25,27.0
2022-07-26,26.0
2022-07-27,29.0
2022-07-28,30.0
2022-07-29,27.0
2022-07-30,19.0
2022-07-31,19.0
2022-08-01,27.0
2022-08-02,30.0
2022-08-03,28.0
2022-08-04,26.0
2022-08-05,26.0
2022-08-06,20.0
2022-08-07,19.0
2022-08-08,28.0
2022-08-09,26.0
2022-08-10,29.0
2022-08-11,29.0
2022-08-12,27.0
2022-08-13,19.0
2022-08-14,20.0
2022-08-15,30.0
2022-08-16,36.0
2022-08-17,34.0
2022-08-18,37.0
2022-08-19,35.0
2022-08-20,20.0
2022-08-21,21.0
2022-08-22,41.0
2022-08-23,45.0
2022-08-24,48.0
2022-08-25,52.0
2022-08-26,48.0
2022-08-27,25.0
2022-08-28,28.0
2022-08-29,51.861111111111114
2022-08-30,57.0
2022-08-31,60.083333333333336
2022-09-01,60.083333333333336
2022-09-02,47.75
2022-09-03,23.11111111111111
2022-09-04,26.694444444444443
2022-09-05,31.333333333333336
2022-09-06,59.05555555555556
2022-09-07,61.111111111111114
2022-09-08,65.22222222222223
2022-09-09,60.083333333333336
2022-09-10,28.75
2022-09-11,36.97222222222222
2022-09-12,72.41666666666666
2022-09-13,71.88888888888889
2022-09-14,71.88888888888889
2022-09-15,74.97222222222223
2022-09-16,65.22222222222223
2022-09-17,30.805555555555557
2022-09-18,33.888888888888886
2022-09-19,74.47222222222223
2022-09-20,72.91666666666666
2022-09-21,77.02777777777777
2022-09-22,72.91666666666666
2022-09-23,66.25
2022-09-24,28.25
2022-09-25,32.861111111111114
2022-09-26,68.80555555555556
2022-09-27,68.61111111111111
2022-09-28,68.61111111111111
2022-09-29,72.83333333333333
2022-09-30,64.38888888888889
2022-10-01,28.5
2022-10-02,35.88888888888889
2022-10-03,76.0
2022-10-04,72.83333333333333
2022-10-05,71.77777777777779
2022-10-06,80.22222222222223
2022-10-07,65.44444444444444
2022-10-08,29.555555555555557
2022-10-09,32.72222222222222
2022-10-10,66.5
2022-10-11,72.83333333333333
2022-10-12,67.55555555555556
2022-10-13,74.94444444444444
2022-10-14,63.333333333333336
2022-10-15,32.72222222222222
2022-10-16,35.88888888888889
2022-10-17,78.11111111111111
2022-10-18,81.27777777777779
2022-10-19,84.44444444444444
2022-10-20,78.11111111111111
2022-10-21,69.66666666666667
2022-10-22,31.666666666666668
2022-10-23,35.88888888888889
2022-10-24,78.11111111111111
2022-10-25,79.16666666666667
2022-10-26,83.38888888888889
2022-10-27,80.22222222222223
2022-10-28,72.83333333333333
2022-10-29,30.61111111111111
2022-10-30,35.88888888888889
2022-10-31,81.27777777777779
2022-11-01,78.11111111111111
2022-11-02,86.55555555555556
2022-11-03,87.61111111111111
2022-11-04,73.88888888888889
2022-11-05,31.666666666666668
2022-11-06,33.77777777777778
2022-11-07,81.27777777777779
2022-11-08,67.55555555555556
2022-11-09,71.77777777777779
2022-11-10,77.05555555555556
2022-11-11,53.833333333333336
2022-11-12,31.666666666666668
2022-11-13,39.05555555555556
2022-11-14,84.44444444444444
2022-11-15,85.5
2022-11-16,86.55555555555556
2022-11-17,87.61111111111111
2022-11-18,78.11111111111111
2022-11-19,29.555555555555557
2022-11-20,32.72222222222222
2022-11-21,57.0
2022-11-22,52.77777777777778
2022-11-23,32.72222222222222
2022-11-24,19.0
2022-11-25,19.0
2022-11-26,22.166666666666668
2022-11-27,30.61111111111111
2022-11-28,76.0
2022-11-29,82.33333333333333
2022-11-30,81.27777777777779
2022-12-01,91.83333333333333
2022-12-02,81.27777777777779
2022-12-03,32.72222222222222
2022-12-04,34.833333333333336
2022-12-05,88.66666666666667
2022-12-06,86.55555555555556
2022-12-07,91.83333333333333
2022-12-08,88.66666666666667
2022-12-09,80.22222222222223
2022-12-10,33.77777777777778
2022-12-11,34.833333333333336
2022-12-12,88.66666666666667
2022-12-13,87.61111111111111
2022-12-14,83.38888888888889
2022-12-15,82.33333333333333
2022-12-16,63.333333333333336
2022-12-17,25.333333333333336
2022-12-18,24.27777777777778
2022-12-19,52.77777777777778
2022-12-20,48.55555555555556
2022-12-21,43.27777777777778
2022-12-22,33.77777777777778
2022-12-23,25.333333333333336
2022-12-24,17.944444444444446
2022-12-25,11.61111111111111
2022-12-26,16.88888888888889
2022-12-27,27.444444444444446
2022-12-28,32.72222222222222
2022-12-29,34.833333333333336
2022-12-30,33.77777777777778
2022-12-31,24.27777777777778
2023-01-01,17.944444444444446
2023-01-02,26.38888888888889
2023-01-03,45.38888888888889
2023-01-04,54.88888888888889
2023-01-05,60.16666666666667
2023-01-06,60.16666666666667
2023-01-07,26.38888888888889
2023-01-08,24.27777777777778
2023-01-09,63.333333333333336
2023-01-10,70.72222222222223
2023-01-11,73.88888888888889
2023-01-12,78.11111111111111
2023-01-13,68.61111111111111
2023-01-14,31.666666666666668
2023-01-15,25.333333333333336
2023-01-16,36.94444444444444
2023-01-17,79.16666666666667
2023-01-18,81.27777777777779
2023-01-19,80.22222222222223
2023-01-20,78.11111111111111
2023-01-21,33.77777777777778
2023-01-22,38.0
2023-01-23,80.22222222222223
2023-01-24,84.44444444444444
2023-01-25,81.27777777777779
2023-01-26,88.66666666666667
2023-01-27,80.22222222222223
2023-01-28,32.72222222222222
2023-01-29,38.0
2023-01-30,87.61111111111111
2023-01-31,83.38888888888889
2023-02-01,86.55555555555556
2023-02-02,87.61111111111111
2023-02-03,82.33333333333333
2023-02-04,36.94444444444444
2023-02-05,42.22222222222222
2023-02-06,95.0
2023-02-07,97.11111111111111
2023-02-08,97.11111111111111
2023-02-09,91.83333333333333
2023-02-10,86.55555555555556
2023-02-11,36.94444444444444
2023-02-12,39.05555555555556
2023-02-13,83.38888888888889
2023-02-14,89.72222222222223
2023-02-15,90.77777777777779
2023-02-16,92.88888888888889
2023-02-17,81.27777777777779
2023-02-18,32.72222222222222
2023-02-19,39.05555555555556
2023-02-20,60.16666666666667
2023-02-21,82.33333333333333
2023-02-22,85.5
2023-02-23,87.61111111111111
2023-02-24,86.55555555555556
2023-02-25,41.166666666666664
2023-02-26,39.05555555555556
2023-02-27,101.33333333333334
2023-02-28,91.83333333333333
2023-03-01,92.88888888888889
2023-03-02,90.77777777777779
2023-03-03,83.38888888888889
2023-03-04,38.0
2023-03-05,41.166666666666664
2023-03-06,90.77777777777779
2023-03-07,89.72222222222223
2023-03-08,93.94444444444444
2023-03-09,90.77777777777779
2023-03-10,72.83333333333333
2023-03-11,33.77777777777778
2023-03-12,34.833333333333336
2023-03-13,74.94444444444444
2023-03-14,70.72222222222223
2023-03-15,70.72222222222223
2023-03-16,67.55555555555556
2023-03-17,61.22222222222222
2023-03-18,32.72222222222222
2023-03-19,36.94444444444444
2023-03-20,81.27777777777779
2023-03-21,88.66666666666667
2023-03-22,82.33333333333333
2023-03-23,85.5
2023-03-24,73.88888888888889
2023-03-25,32.72222222222222
2023-03-26,36.94444444444444
2023-03-27,88.66666666666667
2023-03-28,87.61111111111111
2023-03-29,84.44444444444444
2023-03-30,90.77777777777779
2023-03-31,77.05555555555556
2023-04-01,36.94444444444444
2023-04-02,44.333333333333336
2023-04-03,86.55555555555556
2023-04-04,83.38888888888889
2023-04-05,81.27777777777779
2023-04-06,73.88888888888889
2023-04-07,49.611111111111114
2023-04-08,34.833333333333336
2023-04-09,38.0
2023-04-10,83.38888888888889
2023-04-11,86.55555555555556
2023-04-12,86.55555555555556
2023-04-13,90.77777777777779
2023-04-14,85.5
2023-04-15,39.05555555555556
2023-04-16,53.833333333333336
2023-04-17,105.55555555555556
2023-04-18,103.44444444444444
2023-04-19,91.83333333333333
2023-04-20,84.44444444444444
2023-04-21,71.77777777777779
2023-04-22,33.77777777777778
2023-04-23,38.0
2023-04-24,89.72222222222223
2023-04-25,82.33333333333333
2023-04-26,83.04738562091504
2023-04-27,80.84313725490196
2023-04-28,71.4983660130719
2023-04-29,32.442810457516345
2023-04-30,37.95343137254902
2023-05-01,85.25163398692811
2023-05-02,84.72385620915034
2023-05-03,78.11111111111111
2023-05-04,78.11111111111111
2023-05-05,65.45996732026144
2023-05-06,27.506535947712422
2023-05-07,33.0171568627451
2023-05-08,80.31535947712419
2023-05-09,75.90686274509804
2023-05-10,74.8047385620915
2023-05-11,72.60049019607843
2023-05-12,63.25571895424837
2023-05-13,26.404411764705884
2023-05-14,23.098039215686278
2023-05-15,68.76633986928105
2023-05-16,66.56209150326798
2023-05-17,67.66421568627452
2023-05-18,66.56209150326798
2023-05-19,53.910947712418306
2023-05-20,24.200163398692812
2023-05-21,24.200163398692812
2023-05-22,59.42156862745098
2023-05-23,61.0514705882353
2023-05-24,52.80882352941177
2023-05-25,55.13725490196079
2023-05-26,42.50163398692811
2023-05-27,24.122549019607845
2023-05-28,20.676470588235297
2023-05-29,27.568627450980394
2023-05-30,44.79901960784314
2023-05-31,45.94771241830066
2023-06-01,42.50163398692811
2023-06-02,39.05555555555556
2023-06-03,20.676470588235297
2023-06-04,22.97385620915033
2023-06-05,42.50163398692811
2023-06-06,41.352941176470594
2023-06-07,45.94771241830066
2023-06-08,36.75816993464053
2023-06-09,34.4607843137255
2023-06-10,21.825163398692812
2023-06-11,24.122549019607845
2023-06-12,36.75816993464053
2023-06-13,35.60947712418301
2023-06-14,36.75816993464053
2023-06-15,36.75816993464053
2023-06-16,32.16339869281046
2023-06-17,24.122549019607845
2023-06-18,21.825163398692812
2023-06-19,29.866013071895427
2023-06-20,34.4607843137255
2023-06-21,37.906862745098046
2023-06-22,32.16339869281046
2023-06-23,27.568627450980394
2023-06-24,21.825163398692812
2023-06-25,22.97385620915033
2023-06-26,34.4607843137255
2023-06-27,34.4607843137255
2023-06-28,34.4607843137255
2023-06-29,34.4607843137255
2023-06-30,28.717320261437912
2023-07-01,20.676470588235297
2023-07-02,22.97385620915033
2023-07-03,27.568627450980394
2023-07-04,20.676470588235297
2023-07-05,29.866013071895427
2023-07-06,32.16339869281046
2023-07-07,29.866013071895427
2023-07-08,22.97385620915033
2023-07-09,27.568627450980394
2023-07-10,33.31209150326798
2023-07-11,33.31209150326798
2023-07-12,36.75816993464053
2023-07-13,33.31209150326798
2023-07-14,29.866013071895427
2023-07-15,24.122549019607845
2023-07-16,27.568627450980394
2023-07-17,35.60947712418301
2023-07-18,36.75816993464053
2023-07-19,33.31209150326798
2023-07-20,33.31209150326798
2023-07-21,29.866013071895427
2023-07-22,22.97385620915033
2023-07-23,25.271241830065364
2023-07-24,32.16339869281046
2023-07-25,32.16339869281046
2023-07-26,31.014705882352946
2023-07-27,29.866013071895427
2023-07-28,29.866013071895427
2023-07-29,22.97385620915033
2023-07-30,21.825163398692812
2023-07-31,31.014705882352946
2023-08-01,45.94771241830066
2023-08-02,31.014705882352946
2023-08-03,31.014705882352946
2023-08-04,29.866013071895427
2023-08-05,19.52777777777778
2023-08-06,20.676470588235297
2023-08-07,31.014705882352946
2023-08-08,32.16339869281046
2023-08-09,33.31209150326798
2023-08-10,35.60947712418301
2023-08-11,32.16339869281046
2023-08-12,18.379084967320264
2023-08-13,22.97385620915033
2023-08-14,33.31209150326798
2023-08-15,43.650326797385624
2023-08-16,41.352941176470594
2023-08-17,44.79901960784314
2023-08-18,39.05555555555556
2023-08-19,20.676470588235297
2023-08-20,22.97385620915033
2023-08-21,50.54248366013073
2023-08-22,51.69117647058824
2023-08-23,52.83986928104576
2023-08-24,57.434640522875824
2023-08-25,52.83986928104576
2023-08-26,24.122549019607845
2023-08-27,27.568627450980394
2023-08-28,64.32679738562092
2023-08-29,63.17810457516341
2023-08-30,66.62418300653596
2023-08-31,72.36764705882354
2023-09-01,59.732026143790854
2023-09-02,25.271241830065364
2023-09-03,27.568627450980394
2023-09-04,35.60947712418301
2023-09-05,67.77287581699348
2023-09-06,74.66503267973857
2023-09-07,78.11111111111111
2023-09-08,72.36764705882354
2023-09-09,33.31209150326798
2023-09-10,37.906862745098046
2023-09-11,85.00326797385623
2023-09-12,82.70588235294119
2023-09-13,86.15196078431373
2023-09-14,85.00326797385623
2023-09-15,83.8545751633987
2023-09-16,35.60947712418301
2023-09-17,39.05555555555556
2023-09-18,90.7467320261438
2023-09-19,94.19281045751634
2023-09-20,87.30065359477125
2023-09-21,93.04411764705884
2023-09-22,81.55718954248367
2023-09-23,32.16339869281046
2023-09-24,39.05555555555556
2023-09-25,82.70588235294119
2023-09-26,88.44934640522877
2023-09-27,91.89542483660132
2023-09-28,90.7467320261438
2023-09-29,79.25980392156863
2023-09-30,35.60947712418301
2023-10-01,40.204248366013076
2023-10-02,94.19281045751634
2023-10-03,94.19281045751634
2023-10-04,98.78758169934642
2023-10-05,91.89542483660132
2023-10-06,73.51633986928105
2023-10-07,33.31209150326798
2023-10-08,36.75816993464053
2023-10-09,76.96241830065361
2023-10-10,91.89542483660132
2023-10-11,86.15196078431373
2023-10-12,87.30065359477125
2023-10-13,73.51633986928105
2023-10-14,32.16339869281046
2023-10-15,43.650326797385624
2023-10-16,91.89542483660132
2023-10-17,95.34150326797386
2023-10-18,91.89542483660132
2023-10-19,93.04411764705884
2023-10-20,81.55718954248367
2023-10-21,32.16339869281046
2023-10-22,41.352941176470594
2023-10-23,95.34150326797386
2023-10-24,97.6388888888889
2023-10-25,98.78758169934642
2023-10-26,91.89542483660132
2023-10-27,81.55718954248367
2023-10-28,32.16339869281046
2023-10-29,39.05555555555556
2023-10-30,102.23366013071896
2023-10-31,96.49019607843138
2023-11-01,97.6388888888889
2023-11-02,102.23366013071896
2023-11-03,86.15196078431373
2023-11-04,37.906862745098046
2023-11-05,41.352941176470594
2023-11-06,104.531045751634
2023-11-07,96.49019607843138
2023-11-08,105.67973856209152
2023-11-09,98.78758169934642
2023-11-10,72.36764705882354
2023-11-11,35.60947712418301
2023-11-12,40.204248366013076
2023-11-13,111.4232026143791
2023-11-14,114.86928104575165
2023-11-15,109.12581699346407
2023-11-16,111.4232026143791
2023-11-17,93.04411764705884
2023-11-18,35.60947712418301
2023-11-19,36.75816993464053
2023-11-20,73.51633986928105
2023-11-21,64.32679738562092
2023-11-22,40.204248366013076
2023-11-23,21.825163398692812
2023-11-24,24.122549019607845
2023-11-25,26.41993464052288
2023-11-26,35.60947712418301
2023-11-27,91.89542483660132
2023-11-28,102.23366013071896
2023-11-29,104.531045751634
2023-11-30,104.531045751634
2023-12-01,98.78758169934642
2023-12-02,40.204248366013076
2023-12-03,40.204248366013076
2023-12-04,104.531045751634
2023-12-05,106.82843137254903
2023-12-06,107.97712418300655
2023-12-07,109.12581699346407
2023-12-08,114.86928104575165
2023-12-09,42.50163398692811
2023-12-10,40.204248366013076
2023-12-11,99.93627450980394
2023-12-12,104.531045751634
2023-12-13,101.08496732026146
2023-12-14,107.97712418300655
2023-12-15,91.89542483660132
2023-12-16,35.60947712418301
2023-12-17,32.16339869281046
2023-12-18,76.96241830065361
2023-12-19,74.66503267973857
2023-12-20,71.21895424836602
2023-12-21,57.434640522875824
2023-12-22,35.52742763772176
2023-12-23,22.645658263305325
2023-12-24,18.379084967320264
2023-12-25,18.95343137254902
2023-12-26,33.065943043884225
2023-12-27,37.9889122315593
2023-12-28,39.21965452847806
2023-12-29,41.6811391223156
2023-12-30,30.030112044817933
2023-12-31,25.76353874883287
2024-01-01,31.2608543417367
2024-01-02,55.13725490196079
2024-01-03,64.32679738562092
2024-01-04,68.59337068160599
2024-01-05,64.32679738562092
2024-01-06,32.491596638655466
2024-01-07,34.296685340802995
2024-01-08,75.9778244631186
2024-01-09,78.43930905695612
2024-01-10,93.70051353874885
2024-01-11,93.12616713352008
2024-01-12,89.43394024276378
2024-01-13,35.52742763772176
2024-01-14,33.065943043884225
2024-01-15,43.48622782446313
2024-01-16,77.78291316526611
2024-01-17,91.89542483660132
2024-01-18,101.08496732026146
2024-01-19,89.43394024276378
2024-01-20,40.69654528478058
2024-01-21,40.69654528478058
2024-01-22,102.39775910364148
2024-01-23,101.08496732026146
2024-01-24,114.21288515406164
2024-01-25,106.33613445378153
2024-01-26,108.96171802054157
2024-01-27,43.322128851540626
2024-01-28,52.51167133520076
2024-01-29,112.90009337068163
2024-01-30,122.08963585434175
2024-01-31,112.90009337068163
2024-02-01,116.83846872082168
2024-02-02,111.58730158730161
2024-02-03,47.26050420168068
2024-02-04,57.76283846872083
2024-02-05,116.83846872082168
2024-02-06,114.21288515406164
2024-02-07,114.21288515406164
2024-02-08,118.1512605042017
2024-02-09,110.27450980392159
2024-02-10,47.26050420168068
2024-02-11,47.26050420168068
2024-02-12,105.02334267040152
2024-02-13,118.1512605042017
2024-02-14,110.27450980392159
2024-02-15,116.83846872082168
2024-02-16,97.14659197012139
2024-02-17,45.94771241830066
2024-02-18,45.94771241830066
2024-02-19,73.51633986928105
2024-02-20,110.27450980392159
2024-02-21,112.90009337068163
2024-02-22,115.52567693744166
2024-02-23,114.21288515406164
2024-02-24,51.19887955182074
2024-02-25,55.137254901960794
2024-02-26,126.02801120448181
2024-02-27,122.08963585434175
2024-02-28,120.77684407096174
2024-02-29,119.46405228758172
2024-03-01,115.52567693744166
2024-03-02,51.19887955182074
2024-03-03,56.450046685340816
2024-03-04,120.77684407096174
2024-03-05,119.46405228758172
2024-03-06,112.90009337068163
2024-03-07,120.77684407096174
2024-03-08,106.33613445378153
2024-03-09,44.63492063492064
2024-03-10,44.63492063492064
2024-03-11,101.08496732026146
2024-03-12,97.14659197012139
2024-03-13,98.45938375350141
2024-03-14,94.52100840336136
2024-03-15,87.95704948646127
2024-03-16,39.38375350140057
2024-03-17,47.26050420168068
2024-03-18,105.02334267040152
2024-03-19,108.96171802054157
2024-03-20,108.96171802054157
2024-03-21,111.58730158730161
2024-03-22,97.14659197012139
2024-03-23,47.26050420168068
2024-03-24,47.26050420168068
2024-03-25,101.08496732026146
2024-03-26,103.7105508870215
2024-03-27,106.33613445378153
2024-03-28,91.89542483660132
2024-03-29,61.701213818860886
2024-03-30,40.69654528478058
2024-03-31,44.63492063492064
2024-04-01,91.89542483660132
2024-04-02,97.14659197012139
2024-04-03,105.02334267040152
2024-04-04,107.64892623716155
2024-04-05,93.20821661998134
2024-04-06,47.26050420168068
2024-04-07,56.450046685340816
2024-04-08,101.08496732026146
2024-04-09,112.90009337068163
2024-04-10,119.46405228758172
2024-04-11,122.08963585434175
2024-04-12,122.08963585434175
2024-04-13,59.07563025210085
2024-04-14,66.95238095238096
2024-04-15,131.27917833800188
2024-04-16,105.02334267040152
2024-04-17,110.27450980392159
2024-04-18,103.7105508870215
2024-04-19,97.14659197012139
2024-04-20,38.07096171802055
2024-04-21,44.63492063492064
2024-04-22,114.21288515406164
2024-04-23,103.7105508870215
2024-04-24,102.39775910364148
2024-04-25,99.77217553688143
2024-04-26,87.95704948646127
2024-04-27,35.44537815126051
2024-04-28,42.009337068160605
2024-04-29,108.96171802054157
2024-04-30,99.77217553688143
2024-05-01,106.33613445378153
2024-05-02,98.45938375350141
2024-05-03,86.64425770308125
2024-05-04,35.44537815126051
2024-05-05,36.75816993464053
2024-05-06,95.83380018674139
2024-05-07,95.83380018674139
2024-05-08,93.20821661998134
2024-05-09,94.52100840336136
2024-05-10,76.1419234360411
2024-05-11,31.507002801120453
2024-05-12,28.881419234360415
2024-05-13,85.33146591970123
2024-05-14,86.64425770308125
2024-05-15,87.95704948646127
2024-05-16,84.01867413632121
2024-05-17,73.51633986928105
2024-05-18,32.81979458450047
2024-05-19,32.81979458450047
2024-05-20,74.82913165266108
2024-05-21,72.20354808590103
2024-05-22,70.89075630252103
2024-05-23,60.38842203548087
2024-05-24,51.19887955182074
2024-05-25,23.63025210084034
2024-05-26,24.94304388422036
2024-05-27,27.568627450980397
2024-05-28,57.76283846872083
2024-05-29,59.07563025210085
2024-05-30,59.07563025210085
2024-05-31,53.82446311858077
2024-06-01,28.881419234360415
2024-06-02,31.507002801120453
2024-06-03,48.573295985060696
2024-06-04,51.19887955182074
2024-06-05,53.82446311858077
2024-06-06,49.88608776844072
2024-06-07,40.69654528478058
2024-06-08,24.94304388422036
2024-06-09,28.881419234360415
2024-06-10,51.19887955182074
2024-06-11,48.573295985060696
2024-06-12,43.322128851540626
2024-06-13,43.322128851540626
2024-06-14,38.07096171802055
2024-06-15,24.94304388422036
2024-06-16,26.25583566760038
2024-06-17,40.69654528478058
2024-06-18,39.38375350140057
2024-06-19,36.75816993464053
2024-06-20,39.38375350140057
2024-06-21,34.13258636788049
2024-06-22,26.25583566760038
2024-06-23,24.94304388422036
2024-06-24,40.69654528478058
2024-06-25,42.009337068160605
2024-06-26,39.38375350140057
2024-06-27,39.38375350140057
2024-06-28,36.75816993464053
2024-06-29,26.25583566760038
2024-06-30,26.25583566760038
2024-07-01,36.75816993464053
2024-07-02,38.07096171802055
2024-07-03,35.44537815126051
2024-07-04,27.568627450980397
2024-07-05,28.881419234360415
2024-07-06,24.94304388422036
2024-07-07,30.194211017740436
2024-07-08,38.07096171802055
2024-07-09,38.07096171802055
2024-07-10,42.009337068160605
2024-07-11,38.07096171802055
2024-07-12,36.75816993464053
2024-07-13,26.25583566760038
2024-07-14,27.568627450980397
2024-07-15,40.69654528478058
2024-07-16,39.38375350140057
2024-07-17,35.44537815126051
2024-07-18,38.07096171802055
2024-07-19,31.507002801120453
2024-07-20,27.568627450980397
2024-07-21,30.194211017740436
2024-07-22,47.26050420168068
2024-07-23,42.009337068160605
2024-07-24,38.07096171802055
2024-07-25,42.009337068160605
2024-07-26,38.07096171802055
2024-07-27,28.881419234360415
2024-07-28,28.881419234360415
2024-07-29,38.07096171802055
2024-07-30,35.44537815126051
2024-07-31,38.07096171802055
2024-08-01,35.44537815126051
2024-08-02,30.194211017740436
2024-08-03,24.94304388422036
2024-08-04,27.568627450980397
2024-08-05,34.13258636788049
2024-08-06,35.44537815126051
2024-08-07,39.38375350140057
2024-08-08,34.13258636788049
2024-08-09,34.13258636788049
2024-08-10,23.63025210084034
2024-08-11,24.94304388422036
2024-08-12,38.07096171802055
2024-08-13,47.26050420168068
2024-08-14,42.009337068160605
2024-08-15,47.26050420168068
2024-08-16,49.88608776844072
2024-08-17,26.25583566760038
2024-08-18,24.831316923932697
2024-08-19,52.62339829548842
2024-08-20,57.72094085861296
2024-08-21,62.818483421737504
2024-08-22,67.25963009317204
2024-08-23,65.77924786936052
2024-08-24,29.92885948705724
2024-08-25,32.88962393468026
2024-08-26,75.3179371039196
2024-08-27,77.45471521942112
2024-08-28,81.07187555873415
2024-08-29,85.51302223016867
2024-08-30,74.4939507717981
2024-08-31,34.370006158491776
2024-09-01,33.54601982637027
2024-09-02,40.94793094542783
2024-09-03,78.11111111111113
2024-09-04,91.26696068498323
2024-09-05,94.22772513260625
2024-09-06,85.51302223016867
2024-09-07,32.88962393468026
2024-09-08,40.12394461330632
2024-09-09,97.84488547191928
2024-09-10,97.18848958022927
2024-09-11,93.57132924091624
2024-09-12,98.66887180404078
2024-09-13,95.70810735641777
2024-09-14,37.98716649780481
2024-09-15,42.42831316923933
2024-09-16,98.87835985458015
2024-09-17,108.76619584003816
2024-09-18,105.47025051155217
2024-09-19,105.47025051155217
2024-09-20,92.28646919760814
2024-09-21,41.199316606075065
2024-09-22,42.847289270318065
2024-09-23,113.71011383276718
2024-09-24,108.76619584003816
2024-09-25,105.47025051155217
2024-09-26,105.47025051155217
2024-09-27,87.34255120487914
2024-09-28,39.55134394183206
