Time,savings
2023-08-12,4.861111111111112
2023-08-13,4.861111111111112
2023-08-14,6.805555555555556
2023-08-15,6.805555555555556
2023-08-16,6.805555555555556
2023-08-17,6.805555555555556
2023-08-18,7.777777777777779
2023-08-19,5.833333333333334
2023-08-20,4.861111111111112
2023-08-21,7.777777777777779
2023-08-22,7.777777777777779
2023-08-23,7.777777777777779
2023-08-24,6.805555555555556
2023-08-25,6.805555555555556
2023-08-26,4.861111111111112
2023-08-27,5.833333333333334
2023-08-28,7.777777777777779
2023-08-29,7.777777777777779
2023-08-30,7.777777777777779
2023-08-31,7.777777777777779
2023-09-01,7.777777777777779
2023-09-02,6.805555555555556
2023-09-03,4.861111111111112
2023-09-04,5.833333333333334
2023-09-05,8.75
2023-09-06,7.777777777777779
2023-09-07,7.777777777777779
2023-09-08,7.777777777777779
2023-09-09,5.833333333333334
2023-09-10,5.833333333333334
2023-09-11,8.75
2023-09-12,7.777777777777779
2023-09-13,7.777777777777779
2023-09-14,7.777777777777779
2023-09-15,7.777777777777779
2023-09-16,6.805555555555556
2023-09-17,5.833333333333334
2023-09-18,8.75
2023-09-19,8.75
2023-09-20,8.75
2023-09-21,9.722222222222223
2023-09-22,9.722222222222223
2023-09-23,8.75
2023-09-24,7.777777777777779
2023-09-25,10.694444444444446
2023-09-26,9.722222222222223
2023-09-27,8.75
2023-09-28,8.75
2023-09-29,8.75
2023-09-30,7.777777777777779
2023-10-01,8.75
2023-10-02,11.666666666666668
2023-10-03,10.694444444444446
2023-10-04,9.722222222222223
2023-10-05,10.694444444444446
2023-10-06,9.722222222222223
2023-10-07,7.777777777777779
2023-10-08,8.75
2023-10-09,10.694444444444446
2023-10-10,10.694444444444446
2023-10-11,9.722222222222223
2023-10-12,9.722222222222223
2023-10-13,8.75
2023-10-14,7.777777777777779
2023-10-15,8.75
2023-10-16,11.666666666666668
2023-10-17,11.666666666666668
2023-10-18,10.694444444444446
2023-10-19,10.694444444444446
2023-10-20,10.694444444444446
2023-10-21,9.722222222222223
2023-10-22,10.694444444444446
2023-10-23,13.611111111111112
2023-10-24,12.63888888888889
2023-10-25,12.63888888888889
2023-10-26,12.63888888888889
2023-10-27,13.611111111111112
2023-10-28,14.583333333333336
2023-10-29,24.305555555555557
2023-10-30,23.333333333333336
2023-10-31,18.472222222222225
2023-11-01,21.388888888888893
2023-11-02,24.305555555555557
2023-11-03,27.222222222222225
2023-11-04,44.72222222222223
2023-11-05,97.22222222222223
2023-11-06,25.27777777777778
2023-11-07,12.63888888888889
2023-11-08,10.694444444444446
2023-11-09,9.722222222222223
2023-11-10,8.75
2023-11-11,6.805555555555556
2023-11-12,4.861111111111112
2023-11-13,7.777777777777779
2023-11-14,7.777777777777779
2023-11-15,7.777777777777779
2023-11-16,7.777777777777779
2023-11-17,6.805555555555556
2023-11-18,4.861111111111112
2023-11-19,3.8888888888888893
2023-11-20,5.833333333333334
2023-11-21,5.833333333333334
2023-11-22,5.833333333333334
2023-11-23,3.8888888888888893
2023-11-24,4.861111111111112
2023-11-25,4.861111111111112
2023-11-26,4.861111111111112
2023-11-27,6.805555555555556
2023-11-28,6.805555555555556
2023-11-29,6.805555555555556
2023-11-30,6.805555555555556
2023-12-01,7.777777777777779
2023-12-02,5.833333333333334
2023-12-03,4.861111111111112
2023-12-04,6.805555555555556
2023-12-05,6.805555555555556
2023-12-06,6.805555555555556
2023-12-07,6.805555555555556
2023-12-08,7.777777777777779
2023-12-09,5.833333333333334
2023-12-10,3.8888888888888893
2023-12-11,5.833333333333334
2023-12-12,6.805555555555556
2023-12-13,6.805555555555556
2023-12-14,6.805555555555556
2023-12-15,6.805555555555556
2023-12-16,4.861111111111112
2023-12-17,4.861111111111112
2023-12-18,5.833333333333334
2023-12-19,6.805555555555556
2023-12-20,5.833333333333334
2023-12-21,6.805555555555556
2023-12-22,5.833333333333334
2023-12-23,5.347222222222223
2023-12-24,3.8888888888888893
2023-12-25,3.8888888888888893
2023-12-26,6.319444444444445
2023-12-27,7.291666666666668
2023-12-28,7.777777777777779
2023-12-29,7.777777777777779
2023-12-30,5.833333333333334
2023-12-31,4.861111111111112
2024-01-01,5.833333333333334
2024-01-02,9.23611111111111
2024-01-03,9.23611111111111
2024-01-04,8.75
2024-01-05,8.75
2024-01-06,6.805555555555556
2024-01-07,4.861111111111112
2024-01-08,7.777777777777779
2024-01-09,6.805555555555556
2024-01-10,7.777777777777779
2024-01-11,7.777777777777779
2024-01-12,7.777777777777779
2024-01-13,6.319444444444445
2024-01-14,4.861111111111112
2024-01-15,5.833333333333334
2024-01-16,7.291666666666668
2024-01-17,7.777777777777779
2024-01-18,7.291666666666668
2024-01-19,6.805555555555556
2024-01-20,5.833333333333334
2024-01-21,5.833333333333334
2024-01-22,7.777777777777779
2024-01-23,6.805555555555556
2024-01-24,7.777777777777779
2024-01-25,7.777777777777779
2024-01-26,7.777777777777779
2024-01-27,6.805555555555556
2024-01-28,4.861111111111112
2024-01-29,8.75
2024-01-30,8.75
2024-01-31,9.722222222222223
2024-02-01,8.75
2024-02-02,8.75
2024-02-03,9.722222222222223
2024-02-04,5.833333333333334
2024-02-05,8.75
2024-02-06,8.75
2024-02-07,8.75
2024-02-08,7.777777777777779
2024-02-09,7.777777777777779
2024-02-10,6.805555555555556
2024-02-11,5.833333333333334
2024-02-12,6.805555555555556
2024-02-13,8.75
2024-02-14,7.777777777777779
2024-02-15,8.75
2024-02-16,8.75
2024-02-17,7.777777777777779
2024-02-18,7.777777777777779
2024-02-19,8.75
2024-02-20,11.666666666666668
2024-02-21,10.694444444444446
2024-02-22,9.722222222222223
2024-02-23,9.722222222222223
2024-02-24,10.694444444444446
2024-02-25,9.722222222222223
2024-02-26,12.63888888888889
2024-02-27,12.63888888888889
2024-02-28,10.694444444444446
2024-02-29,13.611111111111112
2024-03-01,14.583333333333336
2024-03-02,13.611111111111112
2024-03-03,16.52777777777778
2024-03-04,21.388888888888893
2024-03-05,19.444444444444446
2024-03-06,18.472222222222225
2024-03-07,19.444444444444446
2024-03-08,20.416666666666668
2024-03-09,37.91666666666667
2024-03-10,97.22222222222223
2024-03-11,25.27777777777778
2024-03-12,11.666666666666668
2024-03-13,9.722222222222223
2024-03-14,7.777777777777779
2024-03-15,7.777777777777779
2024-03-16,6.805555555555556
2024-03-17,4.861111111111112
2024-03-18,7.777777777777779
2024-03-19,7.777777777777779
2024-03-20,7.777777777777779
2024-03-21,6.805555555555556
2024-03-22,6.805555555555556
2024-03-23,5.833333333333334
2024-03-24,4.861111111111112
2024-03-25,6.805555555555556
2024-03-26,6.805555555555556
2024-03-27,6.805555555555556
2024-03-28,6.805555555555556
2024-03-29,6.805555555555556
2024-03-30,5.833333333333334
2024-03-31,5.833333333333334
2024-04-01,6.805555555555556
2024-04-02,7.777777777777779
2024-04-03,9.722222222222223
2024-04-04,8.75
2024-04-05,6.805555555555556
2024-04-06,5.833333333333334
2024-04-07,4.861111111111112
2024-04-08,5.833333333333334
2024-04-09,6.805555555555556
2024-04-10,6.805555555555556
2024-04-11,6.805555555555556
2024-04-12,6.805555555555556
2024-04-13,5.833333333333334
2024-04-14,4.861111111111112
2024-04-15,7.777777777777779
2024-04-16,6.805555555555556
2024-04-17,5.833333333333334
2024-04-18,5.833333333333334
2024-04-19,5.833333333333334
2024-04-20,4.861111111111112
2024-04-21,3.8888888888888893
2024-04-22,5.833333333333334
2024-04-23,5.833333333333334
2024-04-24,5.833333333333334
2024-04-25,6.805555555555556
2024-04-26,5.833333333333334
2024-04-27,4.861111111111112
2024-04-28,3.8888888888888893
2024-04-29,5.833333333333334
2024-04-30,7.777777777777779
2024-05-01,6.805555555555556
2024-05-02,8.75
2024-05-03,6.805555555555556
2024-05-04,4.861111111111112
2024-05-05,3.8888888888888893
2024-05-06,5.833333333333334
2024-05-07,5.833333333333334
2024-05-08,5.833333333333334
2024-05-09,5.833333333333334
2024-05-10,4.861111111111112
2024-05-11,4.861111111111112
2024-05-12,3.8888888888888893
2024-05-13,5.833333333333334
2024-05-14,5.833333333333334
2024-05-15,5.833333333333334
2024-05-16,5.833333333333334
2024-05-17,4.861111111111112
2024-05-18,3.8888888888888893
2024-05-19,3.8888888888888893
2024-05-20,5.833333333333334
2024-05-21,5.833333333333334
2024-05-22,5.833333333333334
2024-05-23,4.861111111111112
2024-05-24,4.861111111111112
2024-05-25,4.861111111111112
2024-05-26,3.8888888888888893
2024-05-27,3.8888888888888893
2024-05-28,5.833333333333334
2024-05-29,5.833333333333334
2024-05-30,5.833333333333334
2024-05-31,7.777777777777779
2024-06-01,5.833333333333334
2024-06-02,4.861111111111112
2024-06-03,6.805555555555556
2024-06-04,5.833333333333334
2024-06-05,5.833333333333334
2024-06-06,5.833333333333334
2024-06-07,5.833333333333334
2024-06-08,4.861111111111112
2024-06-09,3.8888888888888893
2024-06-10,5.833333333333334
2024-06-11,7.777777777777779
2024-06-12,5.833333333333334
2024-06-13,4.861111111111112
2024-06-14,5.833333333333334
2024-06-15,4.861111111111112
2024-06-16,3.8888888888888893
2024-06-17,5.833333333333334
2024-06-18,5.833333333333334
2024-06-19,4.861111111111112
2024-06-20,4.861111111111112
2024-06-21,4.861111111111112
2024-06-22,4.861111111111112
2024-06-23,3.8888888888888893
2024-06-24,5.833333333333334
2024-06-25,5.833333333333334
2024-06-26,5.833333333333334
2024-06-27,4.861111111111112
2024-06-28,4.861111111111112
2024-06-29,4.861111111111112
2024-06-30,5.833333333333334
2024-07-01,6.805555555555556
2024-07-02,8.75
2024-07-03,5.833333333333334
2024-07-04,3.8888888888888893
2024-07-05,4.861111111111112
2024-07-06,4.861111111111112
2024-07-07,3.8888888888888893
2024-07-08,4.861111111111112
2024-07-09,5.833333333333334
2024-07-10,5.833333333333334
2024-07-11,5.833333333333334
2024-07-12,5.833333333333334
2024-07-13,4.861111111111112
2024-07-14,3.8888888888888893
2024-07-15,4.861111111111112
2024-07-16,4.861111111111112
2024-07-17,5.833333333333334
2024-07-18,5.833333333333334
2024-07-19,5.833333333333334
2024-07-20,4.861111111111112
2024-07-21,4.861111111111112
2024-07-22,4.861111111111112
2024-07-23,5.833333333333334
2024-07-24,5.833333333333334
2024-07-25,5.833333333333334
2024-07-26,4.861111111111112
2024-07-27,4.861111111111112
2024-07-28,3.8888888888888893
2024-07-29,5.833333333333334
2024-07-30,5.833333333333334
2024-07-31,7.777777777777779
2024-08-01,5.833333333333334
2024-08-02,7.777777777777779
2024-08-03,4.861111111111112
2024-08-04,3.8888888888888893
2024-08-05,5.833333333333334
2024-08-06,5.833333333333334
2024-08-07,5.833333333333334
2024-08-08,4.861111111111112
2024-08-09,4.861111111111112
2024-08-10,4.861111111111112
2024-08-11,4.861111111111112
2024-08-12,5.833333333333334
2024-08-13,5.833333333333334
2024-08-14,5.833333333333334
2024-08-15,5.833333333333334
2024-08-16,5.833333333333334
2024-08-17,4.861111111111112
2024-08-18,4.375
2024-08-19,5.833333333333334
2024-08-20,5.833333333333334
2024-08-21,5.833333333333334
2024-08-22,5.833333333333334
2024-08-23,6.319444444444445
2024-08-24,5.833333333333334
2024-08-25,4.861111111111112
2024-08-26,6.805555555555556
2024-08-27,6.805555555555556
2024-08-28,6.805555555555556
2024-08-29,5.833333333333334
2024-08-30,6.805555555555556
2024-08-31,7.291666666666668
2024-09-01,5.347222222222223
2024-09-02,8.26388888888889
2024-09-03,7.291666666666668
2024-09-04,7.291666666666668
2024-09-05,7.291666666666668
2024-09-06,6.805555555555556
2024-09-07,7.291666666666668
2024-09-08,5.347222222222223
2024-09-09,7.777777777777779
2024-09-10,7.291666666666668
2024-09-11,6.805555555555556
2024-09-12,7.291666666666668
2024-09-13,7.291666666666668
2024-09-14,5.833333333333334
2024-09-15,4.861111111111112
2024-09-16,7.777777777777779
2024-09-17,7.777777777777779
2024-09-18,7.777777777777779
2024-09-19,7.777777777777779
2024-09-20,8.75
2024-09-21,7.777777777777779
2024-09-22,8.75
2024-09-23,10.694444444444446
2024-09-24,7.777777777777779
2024-09-25,7.777777777777779
2024-09-26,7.777777777777779
2024-09-27,6.805555555555556
2024-09-28,5.833333333333334
2024-09-29,6.805555555555556
2024-09-30,8.75
2024-10-01,9.722222222222223
2024-10-02,7.777777777777779
2024-10-03,8.75
2024-10-04,9.722222222222223
2024-10-05,7.777777777777779
2024-10-06,8.75
2024-10-07,10.694444444444446
2024-10-08,9.722222222222223
2024-10-09,8.75
2024-10-10,7.777777777777779
2024-10-11,7.777777777777779
2024-10-12,7.777777777777779
2024-10-13,8.75
2024-10-14,12.63888888888889
2024-10-15,10.694444444444446
2024-10-16,9.722222222222223
2024-10-17,8.75
2024-10-18,8.75
2024-10-19,7.777777777777779
2024-10-20,9.722222222222223
2024-10-21,12.63888888888889
2024-10-22,10.694444444444446
2024-10-23,10.694444444444446
2024-10-24,11.666666666666668
2024-10-25,11.666666666666668
2024-10-26,14.583333333333336
2024-10-27,28.194444444444446
2024-10-28,24.305555555555557
2024-10-29,16.52777777777778
2024-10-30,15.555555555555557
2024-10-31,14.583333333333336
2024-11-01,23.333333333333336
2024-11-02,38.88888888888889
2024-11-03,97.22222222222223
2024-11-04,22.361111111111114
2024-11-05,9.722222222222223
2024-11-06,5.833333333333334
2024-11-07,6.805555555555556
2024-11-08,7.777777777777779
2024-11-09,5.833333333333334
2024-11-10,4.861111111111112
2024-11-11,5.833333333333334
2024-11-12,6.805555555555556
2024-11-13,6.805555555555556
2024-11-14,5.833333333333334
2024-11-15,5.833333333333334
2024-11-16,4.861111111111112
2024-11-17,3.8888888888888893
2024-11-18,5.833333333333334
2024-11-19,5.833333333333334
2024-11-20,5.833333333333334
2024-11-21,5.833333333333334
2024-11-22,5.833333333333334
2024-11-23,4.861111111111112
2024-11-24,3.8888888888888893
2024-11-25,4.861111111111112
2024-11-26,4.861111111111112
2024-11-27,4.861111111111112
2024-11-28,3.8888888888888893
2024-11-29,4.861111111111112
2024-11-30,4.861111111111112
2024-12-01,4.861111111111112
2024-12-02,5.833333333333334
2024-12-03,5.833333333333334
2024-12-04,6.805555555555556
2024-12-05,6.805555555555556
