Time,race
2022-08-12,29.0
2022-08-13,40.0
2022-08-14,60.0
2022-08-15,33.0
2022-08-16,31.0
2022-08-17,33.0
2022-08-18,28.0
2022-08-19,32.0
2022-08-20,43.0
2022-08-21,61.0
2022-08-22,32.0
2022-08-23,30.0
2022-08-24,34.0
2022-08-25,30.0
2022-08-26,33.0
2022-08-27,62.0
2022-08-28,100.0
2022-08-29,37.0
2022-08-30,30.833333333333336
2022-08-31,31.333333333333336
2022-09-01,31.333333333333336
2022-09-02,31.333333333333336
2022-09-03,39.5
2022-09-04,58.5
2022-09-05,49.833333333333336
2022-09-06,30.833333333333336
2022-09-07,30.333333333333336
2022-09-08,26.666666666666668
2022-09-09,31.333333333333336
2022-09-10,38.5
2022-09-11,50.833333333333336
2022-09-12,32.833333333333336
2022-09-13,30.333333333333336
2022-09-14,31.833333333333336
2022-09-15,30.833333333333336
2022-09-16,32.333333333333336
2022-09-17,45.16666666666667
2022-09-18,55.5
2022-09-19,31.833333333333336
2022-09-20,31.333333333333336
2022-09-21,31.333333333333336
2022-09-22,32.333333333333336
2022-09-23,32.333333333333336
2022-09-24,39.0
2022-09-25,51.333333333333336
2022-09-26,38.0
2022-09-27,31.66666666666667
2022-09-28,31.66666666666667
2022-09-29,31.66666666666667
2022-09-30,31.66666666666667
2022-10-01,44.333333333333336
2022-10-02,57.00000000000001
2022-10-03,31.66666666666667
2022-10-04,31.66666666666667
2022-10-05,31.66666666666667
2022-10-06,38.0
2022-10-07,31.66666666666667
2022-10-08,38.0
2022-10-09,50.66666666666667
2022-10-10,31.66666666666667
2022-10-11,31.66666666666667
2022-10-12,31.66666666666667
2022-10-13,31.66666666666667
2022-10-14,31.66666666666667
2022-10-15,38.0
2022-10-16,50.66666666666667
2022-10-17,31.66666666666667
2022-10-18,31.66666666666667
2022-10-19,31.66666666666667
2022-10-20,31.66666666666667
2022-10-21,31.66666666666667
2022-10-22,38.0
2022-10-23,57.00000000000001
2022-10-24,38.0
2022-10-25,38.0
2022-10-26,38.0
2022-10-27,38.0
2022-10-28,38.0
2022-10-29,38.0
2022-10-30,57.00000000000001
2022-10-31,44.333333333333336
2022-11-01,38.0
2022-11-02,38.0
2022-11-03,38.0
2022-11-04,44.333333333333336
2022-11-05,50.66666666666667
2022-11-06,63.33333333333334
2022-11-07,50.66666666666667
2022-11-08,88.66666666666667
2022-11-09,633.3333333333334
2022-11-10,221.66666666666669
2022-11-11,145.66666666666669
2022-11-12,183.66666666666669
2022-11-13,164.66666666666669
2022-11-14,114.00000000000001
2022-11-15,82.33333333333334
2022-11-16,44.333333333333336
2022-11-17,44.333333333333336
2022-11-18,38.0
2022-11-19,38.0
2022-11-20,38.0
2022-11-21,31.66666666666667
2022-11-22,25.333333333333336
2022-11-23,25.333333333333336
2022-11-24,31.66666666666667
2022-11-25,25.333333333333336
2022-11-26,25.333333333333336
2022-11-27,31.66666666666667
2022-11-28,25.333333333333336
2022-11-29,25.333333333333336
2022-11-30,25.333333333333336
2022-12-01,31.66666666666667
2022-12-02,25.333333333333336
2022-12-03,31.66666666666667
2022-12-04,31.66666666666667
2022-12-05,31.66666666666667
2022-12-06,38.0
2022-12-07,107.66666666666667
2022-12-08,44.333333333333336
2022-12-09,31.66666666666667
2022-12-10,25.333333333333336
2022-12-11,31.66666666666667
2022-12-12,25.333333333333336
2022-12-13,25.333333333333336
2022-12-14,25.333333333333336
2022-12-15,25.333333333333336
2022-12-16,25.333333333333336
2022-12-17,25.333333333333336
2022-12-18,25.333333333333336
2022-12-19,19.0
2022-12-20,25.333333333333336
2022-12-21,25.333333333333336
2022-12-22,19.0
2022-12-23,19.0
2022-12-24,19.0
2022-12-25,25.333333333333336
2022-12-26,25.333333333333336
2022-12-27,25.333333333333336
2022-12-28,25.333333333333336
2022-12-29,25.333333333333336
2022-12-30,25.333333333333336
2022-12-31,25.333333333333336
2023-01-01,25.333333333333336
2023-01-02,25.333333333333336
2023-01-03,25.333333333333336
2023-01-04,25.333333333333336
2023-01-05,25.333333333333336
2023-01-06,31.66666666666667
2023-01-07,38.0
2023-01-08,31.66666666666667
2023-01-09,31.66666666666667
2023-01-10,25.333333333333336
2023-01-11,25.333333333333336
2023-01-12,25.333333333333336
2023-01-13,25.333333333333336
2023-01-14,31.66666666666667
2023-01-15,25.333333333333336
2023-01-16,25.333333333333336
2023-01-17,25.333333333333336
2023-01-18,25.333333333333336
2023-01-19,25.333333333333336
2023-01-20,25.333333333333336
2023-01-21,31.66666666666667
2023-01-22,31.66666666666667
2023-01-23,25.333333333333336
2023-01-24,25.333333333333336
2023-01-25,25.333333333333336
2023-01-26,25.333333333333336
2023-01-27,25.333333333333336
2023-01-28,38.0
2023-01-29,31.66666666666667
2023-01-30,25.333333333333336
2023-01-31,25.333333333333336
2023-02-01,25.333333333333336
2023-02-02,25.333333333333336
2023-02-03,31.66666666666667
2023-02-04,31.66666666666667
2023-02-05,44.333333333333336
2023-02-06,38.0
2023-02-07,25.333333333333336
2023-02-08,25.333333333333336
2023-02-09,25.333333333333336
2023-02-10,25.333333333333336
2023-02-11,31.66666666666667
2023-02-12,31.66666666666667
2023-02-13,25.333333333333336
2023-02-14,25.333333333333336
2023-02-15,25.333333333333336
2023-02-16,31.66666666666667
2023-02-17,31.66666666666667
2023-02-18,44.333333333333336
2023-02-19,57.00000000000001
2023-02-20,38.0
2023-02-21,31.66666666666667
2023-02-22,31.66666666666667
2023-02-23,31.66666666666667
2023-02-24,31.66666666666667
2023-02-25,38.0
2023-02-26,63.33333333333334
2023-02-27,44.333333333333336
2023-02-28,31.66666666666667
2023-03-01,31.66666666666667
2023-03-02,31.66666666666667
2023-03-03,31.66666666666667
2023-03-04,38.0
2023-03-05,57.00000000000001
2023-03-06,38.0
2023-03-07,31.66666666666667
2023-03-08,25.333333333333336
2023-03-09,31.66666666666667
2023-03-10,31.66666666666667
2023-03-11,38.0
2023-03-12,50.66666666666667
2023-03-13,31.66666666666667
2023-03-14,25.333333333333336
2023-03-15,31.66666666666667
2023-03-16,25.333333333333336
2023-03-17,31.66666666666667
2023-03-18,38.0
2023-03-19,57.00000000000001
2023-03-20,31.66666666666667
2023-03-21,31.66666666666667
2023-03-22,31.66666666666667
2023-03-23,31.66666666666667
2023-03-24,31.66666666666667
2023-03-25,38.0
2023-03-26,50.66666666666667
2023-03-27,31.66666666666667
2023-03-28,31.66666666666667
2023-03-29,31.66666666666667
2023-03-30,31.66666666666667
2023-03-31,31.66666666666667
2023-04-01,38.0
2023-04-02,57.00000000000001
2023-04-03,31.66666666666667
2023-04-04,31.66666666666667
2023-04-05,44.333333333333336
2023-04-06,31.66666666666667
2023-04-07,31.66666666666667
2023-04-08,44.333333333333336
2023-04-09,50.66666666666667
2023-04-10,44.333333333333336
2023-04-11,31.66666666666667
2023-04-12,31.66666666666667
2023-04-13,25.333333333333336
2023-04-14,31.66666666666667
2023-04-15,50.66666666666667
2023-04-16,57.00000000000001
2023-04-17,31.66666666666667
2023-04-18,31.66666666666667
2023-04-19,31.66666666666667
2023-04-20,31.66666666666667
2023-04-21,31.66666666666667
2023-04-22,44.333333333333336
2023-04-23,57.00000000000001
2023-04-24,38.0
2023-04-25,31.66666666666667
2023-04-26,30.309523809523814
2023-04-27,30.761904761904766
2023-04-28,31.21428571428572
2023-04-29,42.97619047619048
2023-04-30,52.02380952380953
2023-05-01,43.88095238095238
2023-05-02,36.642857142857146
2023-05-03,32.11904761904762
2023-05-04,31.21428571428572
2023-05-05,38.90476190476191
2023-05-06,89.57142857142858
2023-05-07,70.57142857142858
2023-05-08,38.0
2023-05-09,30.761904761904766
2023-05-10,30.761904761904766
2023-05-11,31.21428571428572
2023-05-12,31.66666666666667
2023-05-13,38.90476190476191
2023-05-14,50.66666666666667
2023-05-15,36.642857142857146
2023-05-16,32.11904761904762
2023-05-17,33.02380952380953
2023-05-18,31.66666666666667
2023-05-19,32.57142857142858
2023-05-20,57.00000000000001
2023-05-21,61.52380952380953
2023-05-22,42.97619047619048
2023-05-23,30.309523809523814
2023-05-24,26.23809523809524
2023-05-25,27.142857142857146
2023-05-26,28.952380952380956
2023-05-27,42.52380952380953
2023-05-28,69.66666666666667
2023-05-29,64.23809523809524
2023-05-30,38.90476190476191
2023-05-31,28.04761904761905
2023-06-01,26.23809523809524
2023-06-02,30.761904761904766
2023-06-03,39.80952380952382
2023-06-04,58.80952380952382
2023-06-05,37.0952380952381
2023-06-06,27.142857142857146
2023-06-07,28.952380952380956
2023-06-08,27.142857142857146
2023-06-09,29.85714285714286
2023-06-10,57.00000000000001
2023-06-11,56.0952380952381
2023-06-12,31.66666666666667
2023-06-13,27.142857142857146
2023-06-14,25.333333333333336
2023-06-15,26.23809523809524
2023-06-16,29.85714285714286
2023-06-17,38.00000000000001
2023-06-18,49.761904761904766
2023-06-19,30.761904761904766
2023-06-20,26.23809523809524
2023-06-21,26.23809523809524
2023-06-22,25.333333333333336
2023-06-23,28.952380952380956
2023-06-24,38.90476190476191
2023-06-25,53.38095238095239
2023-06-26,35.28571428571429
2023-06-27,28.04761904761905
2023-06-28,28.04761904761905
2023-06-29,31.66666666666667
2023-06-30,35.28571428571429
2023-07-01,52.47619047619048
2023-07-02,76.00000000000001
2023-07-03,45.23809523809524
2023-07-04,35.28571428571429
2023-07-05,27.142857142857146
2023-07-06,27.142857142857146
2023-07-07,28.04761904761905
2023-07-08,37.0952380952381
2023-07-09,54.28571428571429
2023-07-10,38.00000000000001
2023-07-11,27.142857142857146
2023-07-12,27.142857142857146
2023-07-13,27.142857142857146
2023-07-14,30.761904761904766
2023-07-15,37.0952380952381
2023-07-16,52.47619047619048
2023-07-17,43.42857142857143
2023-07-18,28.952380952380956
2023-07-19,27.142857142857146
2023-07-20,27.142857142857146
2023-07-21,29.85714285714286
2023-07-22,39.80952380952382
2023-07-23,57.90476190476191
2023-07-24,34.38095238095239
2023-07-25,27.142857142857146
2023-07-26,25.333333333333336
2023-07-27,25.333333333333336
2023-07-28,28.04761904761905
2023-07-29,41.61904761904763
2023-07-30,56.0952380952381
2023-07-31,29.85714285714286
2023-08-01,26.23809523809524
2023-08-02,26.23809523809524
2023-08-03,27.142857142857146
2023-08-04,30.761904761904766
2023-08-05,39.80952380952382
2023-08-06,60.61904761904763
2023-08-07,43.42857142857143
2023-08-08,28.952380952380956
2023-08-09,28.04761904761905
2023-08-10,27.142857142857146
2023-08-11,29.85714285714286
2023-08-12,40.71428571428572
2023-08-13,48.85714285714286
2023-08-14,28.952380952380956
2023-08-15,27.142857142857146
2023-08-16,27.142857142857146
2023-08-17,26.23809523809524
2023-08-18,28.04761904761905
2023-08-19,36.1904761904762
2023-08-20,50.66666666666667
2023-08-21,29.85714285714286
2023-08-22,27.142857142857146
2023-08-23,28.04761904761905
2023-08-24,27.142857142857146
2023-08-25,30.761904761904766
2023-08-26,47.04761904761905
2023-08-27,61.52380952380953
2023-08-28,29.85714285714286
2023-08-29,27.142857142857146
2023-08-30,27.142857142857146
2023-08-31,26.23809523809524
2023-09-01,29.85714285714286
2023-09-02,37.0952380952381
2023-09-03,53.38095238095239
2023-09-04,44.333333333333336
2023-09-05,28.04761904761905
2023-09-06,28.952380952380956
2023-09-07,26.23809523809524
2023-09-08,27.142857142857146
2023-09-09,36.1904761904762
2023-09-10,44.333333333333336
2023-09-11,29.85714285714286
2023-09-12,27.142857142857146
2023-09-13,28.04761904761905
2023-09-14,28.04761904761905
2023-09-15,31.66666666666667
2023-09-16,41.61904761904763
2023-09-17,49.761904761904766
2023-09-18,30.761904761904766
2023-09-19,28.04761904761905
2023-09-20,26.23809523809524
2023-09-21,27.142857142857146
2023-09-22,28.952380952380956
2023-09-23,36.1904761904762
2023-09-24,47.04761904761905
2023-09-25,31.66666666666667
2023-09-26,27.142857142857146
2023-09-27,28.952380952380956
2023-09-28,34.38095238095239
2023-09-29,33.47619047619048
2023-09-30,38.90476190476191
2023-10-01,49.761904761904766
2023-10-02,30.761904761904766
2023-10-03,27.142857142857146
2023-10-04,27.142857142857146
2023-10-05,30.761904761904766
2023-10-06,29.85714285714286
2023-10-07,38.00000000000001
2023-10-08,46.142857142857146
2023-10-09,28.952380952380956
2023-10-10,28.952380952380956
2023-10-11,27.142857142857146
2023-10-12,28.952380952380956
2023-10-13,28.952380952380956
2023-10-14,34.38095238095239
2023-10-15,47.952380952380956
2023-10-16,30.761904761904766
2023-10-17,25.333333333333336
2023-10-18,27.142857142857146
2023-10-19,28.952380952380956
2023-10-20,29.85714285714286
2023-10-21,37.0952380952381
2023-10-22,50.66666666666667
2023-10-23,32.57142857142858
2023-10-24,28.04761904761905
2023-10-25,28.04761904761905
2023-10-26,28.04761904761905
2023-10-27,26.23809523809524
2023-10-28,34.38095238095239
2023-10-29,45.23809523809524
2023-10-30,28.952380952380956
2023-10-31,26.23809523809524
2023-11-01,25.333333333333336
2023-11-02,28.04761904761905
2023-11-03,28.04761904761905
2023-11-04,40.71428571428572
2023-11-05,53.38095238095239
2023-11-06,33.47619047619048
2023-11-07,38.90476190476191
2023-11-08,69.66666666666667
2023-11-09,32.57142857142858
2023-11-10,28.952380952380956
2023-11-11,31.66666666666667
2023-11-12,31.66666666666667
2023-11-13,29.85714285714286
2023-11-14,28.04761904761905
2023-11-15,28.04761904761905
2023-11-16,33.47619047619048
2023-11-17,32.57142857142858
2023-11-18,38.90476190476191
2023-11-19,48.85714285714286
2023-11-20,30.761904761904766
2023-11-21,26.23809523809524
2023-11-22,26.23809523809524
2023-11-23,32.57142857142858
2023-11-24,27.142857142857146
2023-11-25,27.142857142857146
2023-11-26,31.66666666666667
2023-11-27,26.23809523809524
2023-11-28,25.333333333333336
2023-11-29,25.333333333333336
2023-11-30,28.04761904761905
2023-12-01,26.23809523809524
2023-12-02,27.142857142857146
2023-12-03,25.333333333333336
2023-12-04,26.23809523809524
2023-12-05,26.23809523809524
2023-12-06,26.23809523809524
2023-12-07,29.85714285714286
2023-12-08,28.952380952380956
2023-12-09,27.142857142857146
2023-12-10,29.85714285714286
2023-12-11,26.23809523809524
2023-12-12,24.42857142857143
2023-12-13,25.333333333333336
2023-12-14,33.47619047619048
2023-12-15,28.952380952380956
2023-12-16,28.04761904761905
2023-12-17,27.142857142857146
2023-12-18,26.23809523809524
2023-12-19,24.42857142857143
2023-12-20,23.523809523809526
2023-12-21,25.333333333333336
2023-12-22,23.93506493506494
2023-12-23,23.482683982683987
2023-12-24,23.93506493506494
2023-12-25,24.551948051948056
2023-12-26,27.142857142857146
2023-12-27,25.621212121212125
2023-12-28,24.551948051948056
2023-12-29,25.00432900432901
2023-12-30,26.073593073593077
2023-12-31,27.142857142857146
2024-01-01,27.142857142857146
2024-01-02,25.00432900432901
2024-01-03,24.551948051948056
2024-01-04,25.621212121212125
2024-01-05,29.73376623376624
2024-01-06,35.98484848484849
2024-01-07,30.803030303030308
2024-01-08,25.00432900432901
2024-01-09,25.00432900432901
2024-01-10,25.00432900432901
2024-01-11,27.142857142857146
2024-01-12,27.142857142857146
2024-01-13,29.73376623376624
2024-01-14,29.281385281385287
2024-01-15,25.621212121212125
2024-01-16,26.073593073593077
2024-01-17,28.212121212121218
2024-01-18,26.073593073593077
2024-01-19,27.142857142857146
2024-01-20,30.84415584415585
2024-01-21,30.84415584415585
2024-01-22,28.376623376623385
2024-01-23,27.14285714285715
2024-01-24,28.376623376623385
2024-01-25,27.14285714285715
2024-01-26,27.14285714285715
2024-01-27,32.07792207792208
2024-01-28,32.07792207792208
2024-01-29,27.14285714285715
2024-01-30,27.14285714285715
2024-01-31,24.67532467532468
2024-02-01,28.376623376623385
2024-02-02,27.14285714285715
2024-02-03,34.545454545454554
2024-02-04,35.779220779220786
2024-02-05,28.376623376623385
2024-02-06,27.14285714285715
2024-02-07,27.14285714285715
2024-02-08,27.14285714285715
2024-02-09,28.376623376623385
2024-02-10,33.31168831168832
2024-02-11,29.610389610389618
2024-02-12,27.14285714285715
2024-02-13,29.610389610389618
2024-02-14,29.610389610389618
2024-02-15,32.07792207792208
2024-02-16,32.07792207792208
2024-02-17,46.8831168831169
2024-02-18,41.948051948051955
2024-02-19,49.35064935064936
2024-02-20,41.948051948051955
2024-02-21,30.84415584415585
2024-02-22,28.376623376623385
2024-02-23,30.84415584415585
2024-02-24,40.71428571428572
2024-02-25,57.987012987013
2024-02-26,39.48051948051949
2024-02-27,30.84415584415585
2024-02-28,29.610389610389618
2024-02-29,30.84415584415585
2024-03-01,33.31168831168832
2024-03-02,49.35064935064936
2024-03-03,51.81818181818183
2024-03-04,37.012987012987026
2024-03-05,34.545454545454554
2024-03-06,49.35064935064936
2024-03-07,33.31168831168832
2024-03-08,32.07792207792208
2024-03-09,44.415584415584426
2024-03-10,49.35064935064936
2024-03-11,30.84415584415585
2024-03-12,28.376623376623385
2024-03-13,29.610389610389618
2024-03-14,32.07792207792208
2024-03-15,30.84415584415585
2024-03-16,38.24675324675326
2024-03-17,53.05194805194807
2024-03-18,33.31168831168832
2024-03-19,30.84415584415585
2024-03-20,32.07792207792208
2024-03-21,30.84415584415585
2024-03-22,30.84415584415585
2024-03-23,39.48051948051949
2024-03-24,53.05194805194807
2024-03-25,32.07792207792208
2024-03-26,27.14285714285715
2024-03-27,29.610389610389618
2024-03-28,29.610389610389618
2024-03-29,28.376623376623385
2024-03-30,37.012987012987026
2024-03-31,44.415584415584426
2024-04-01,35.779220779220786
2024-04-02,28.376623376623385
2024-04-03,29.610389610389618
2024-04-04,29.610389610389618
2024-04-05,30.84415584415585
2024-04-06,38.24675324675326
2024-04-07,50.584415584415595
2024-04-08,30.84415584415585
2024-04-09,29.610389610389618
2024-04-10,29.610389610389618
2024-04-11,30.84415584415585
2024-04-12,30.84415584415585
2024-04-13,39.48051948051949
2024-04-14,49.35064935064936
2024-04-15,34.545454545454554
2024-04-16,29.610389610389618
2024-04-17,28.376623376623385
2024-04-18,30.84415584415585
2024-04-19,35.779220779220786
2024-04-20,51.81818181818183
2024-04-21,62.92207792207794
2024-04-22,38.24675324675326
2024-04-23,33.31168831168832
2024-04-24,29.610389610389618
2024-04-25,32.07792207792208
2024-04-26,30.84415584415585
2024-04-27,37.012987012987026
2024-04-28,55.51948051948053
2024-04-29,33.31168831168832
2024-04-30,30.84415584415585
2024-05-01,30.84415584415585
2024-05-02,33.31168831168832
2024-05-03,41.948051948051955
2024-05-04,88.83116883116885
2024-05-05,69.09090909090911
2024-05-06,44.415584415584426
2024-05-07,30.84415584415585
2024-05-08,29.610389610389618
2024-05-09,33.31168831168832
2024-05-10,32.07792207792208
2024-05-11,37.012987012987026
2024-05-12,45.64935064935066
2024-05-13,32.07792207792208
2024-05-14,29.610389610389618
2024-05-15,33.31168831168832
2024-05-16,37.012987012987026
2024-05-17,35.779220779220786
2024-05-18,60.45454545454547
2024-05-19,61.6883116883117
2024-05-20,43.181818181818194
2024-05-21,29.610389610389618
2024-05-22,30.84415584415585
2024-05-23,28.376623376623385
2024-05-24,29.610389610389618
2024-05-25,39.48051948051949
2024-05-26,69.09090909090911
2024-05-27,55.51948051948053
2024-05-28,30.84415584415585
2024-05-29,25.909090909090914
2024-05-30,28.376623376623385
2024-05-31,28.376623376623385
2024-06-01,39.48051948051949
2024-06-02,53.05194805194807
2024-06-03,30.84415584415585
2024-06-04,27.14285714285715
2024-06-05,27.14285714285715
2024-06-06,28.376623376623385
2024-06-07,29.610389610389618
2024-06-08,56.75324675324677
2024-06-09,56.75324675324677
2024-06-10,34.545454545454554
2024-06-11,28.376623376623385
2024-06-12,28.376623376623385
2024-06-13,27.14285714285715
2024-06-14,28.376623376623385
2024-06-15,34.545454545454554
2024-06-16,46.8831168831169
2024-06-17,33.31168831168832
2024-06-18,25.909090909090914
2024-06-19,27.14285714285715
2024-06-20,25.909090909090914
2024-06-21,30.84415584415585
2024-06-22,38.24675324675326
2024-06-23,56.75324675324677
2024-06-24,32.07792207792208
2024-06-25,28.376623376623385
2024-06-26,27.14285714285715
2024-06-27,27.14285714285715
2024-06-28,30.84415584415585
2024-06-29,38.24675324675326
2024-06-30,55.51948051948053
2024-07-01,37.012987012987026
2024-07-02,28.376623376623385
2024-07-03,30.84415584415585
2024-07-04,38.24675324675326
2024-07-05,33.31168831168832
2024-07-06,39.48051948051949
2024-07-07,54.2857142857143
2024-07-08,35.779220779220786
2024-07-09,27.14285714285715
2024-07-10,27.14285714285715
2024-07-11,29.610389610389618
2024-07-12,29.610389610389618
2024-07-13,38.24675324675326
2024-07-14,45.64935064935066
2024-07-15,29.610389610389618
2024-07-16,28.376623376623385
2024-07-17,28.376623376623385
2024-07-18,34.545454545454554
2024-07-19,44.415584415584426
2024-07-20,46.8831168831169
2024-07-21,123.3766233766234
2024-07-22,49.35064935064936
2024-07-23,35.779220779220786
2024-07-24,33.31168831168832
2024-07-25,38.24675324675326
2024-07-26,35.779220779220786
2024-07-27,41.948051948051955
2024-07-28,44.415584415584426
2024-07-29,33.31168831168832
2024-07-30,30.84415584415585
2024-07-31,33.31168831168832
2024-08-01,39.48051948051949
2024-08-02,37.012987012987026
2024-08-03,54.2857142857143
2024-08-04,55.51948051948053
2024-08-05,39.48051948051949
2024-08-06,35.779220779220786
2024-08-07,41.948051948051955
2024-08-08,35.779220779220786
2024-08-09,35.779220779220786
2024-08-10,45.64935064935066
2024-08-11,50.584415584415595
2024-08-12,37.012987012987026
2024-08-13,28.376623376623385
2024-08-14,30.84415584415585
2024-08-15,29.610389610389618
2024-08-16,32.07792207792208
2024-08-17,39.48051948051949
2024-08-18,57.987012987013
2024-08-19,41.948051948051955
2024-08-20,29.610389610389618
2024-08-21,30.227272727272734
2024-08-22,29.610389610389618
2024-08-23,32.6948051948052
2024-08-24,45.03246753246754
2024-08-25,54.2857142857143
2024-08-26,29.610389610389618
2024-08-27,27.75974025974027
2024-08-28,29.610389610389618
2024-08-29,29.610389610389618
2024-08-30,29.610389610389618
2024-08-31,34.545454545454554
2024-09-01,49.96753246753248
2024-09-02,42.56493506493507
2024-09-03,27.14285714285715
2024-09-04,29.610389610389618
2024-09-05,28.9935064935065
2024-09-06,29.610389610389618
2024-09-07,32.6948051948052
2024-09-08,44.415584415584426
2024-09-09,32.07792207792208
2024-09-10,27.75974025974027
2024-09-11,30.227272727272734
2024-09-12,29.610389610389618
2024-09-13,30.227272727272734
2024-09-14,37.62987012987014
2024-09-15,46.8831168831169
2024-09-16,29.610389610389618
2024-09-17,27.14285714285715
2024-09-18,29.610389610389618
2024-09-19,32.07792207792208
2024-09-20,37.012987012987026
2024-09-21,44.415584415584426
2024-09-22,46.8831168831169
2024-09-23,29.610389610389618
2024-09-24,29.610389610389618
2024-09-25,29.610389610389618
2024-09-26,27.14285714285715
2024-09-27,29.610389610389618
2024-09-28,34.545454545454554
2024-09-29,41.948051948051955
2024-09-30,29.610389610389618
2024-10-01,27.14285714285715
2024-10-02,27.14285714285715
2024-10-03,27.14285714285715
