Time,reparation
2023-01-24,53.260869565217384
2023-01-25,61.782608695652165
2023-01-26,46.8695652173913
2023-01-27,66.04347826086956
2023-01-28,40.47826086956521
2023-01-29,34.086956521739125
2023-01-30,44.7391304347826
2023-01-31,55.39130434782608
2023-02-01,40.47826086956521
2023-02-02,48.99999999999999
2023-02-03,53.260869565217384
2023-02-04,31.95652173913043
2023-02-05,25.565217391304344
2023-02-06,53.260869565217384
2023-02-07,63.91304347826086
2023-02-08,57.521739130434774
2023-02-09,59.65217391304347
2023-02-10,57.521739130434774
2023-02-11,0.0
2023-02-12,31.95652173913043
2023-02-13,29.826086956521735
2023-02-14,48.99999999999999
2023-02-15,44.7391304347826
2023-02-16,53.260869565217384
2023-02-17,46.8695652173913
2023-02-18,29.826086956521735
2023-02-19,36.21739130434782
2023-02-20,36.21739130434782
2023-02-21,38.347826086956516
2023-02-22,70.30434782608694
2023-02-23,36.21739130434782
2023-02-24,48.99999999999999
2023-02-25,42.60869565217391
2023-02-26,34.086956521739125
2023-02-27,53.260869565217384
2023-02-28,57.521739130434774
2023-03-01,61.782608695652165
2023-03-02,61.782608695652165
2023-03-03,46.8695652173913
2023-03-04,51.13043478260869
2023-03-05,48.99999999999999
2023-03-06,68.17391304347825
2023-03-07,57.521739130434774
2023-03-08,63.91304347826086
2023-03-09,53.260869565217384
2023-03-10,48.99999999999999
2023-03-11,40.47826086956521
2023-03-12,44.7391304347826
2023-03-13,68.17391304347825
2023-03-14,59.65217391304347
2023-03-15,144.86956521739128
2023-03-16,129.9565217391304
2023-03-17,66.04347826086956
2023-03-18,55.39130434782608
2023-03-19,59.65217391304347
2023-03-20,66.04347826086956
2023-03-21,80.95652173913042
2023-03-22,70.30434782608694
2023-03-23,78.82608695652172
2023-03-24,57.521739130434774
2023-03-25,46.8695652173913
2023-03-26,46.8695652173913
2023-03-27,55.39130434782608
2023-03-28,61.782608695652165
2023-03-29,85.21739130434781
2023-03-30,83.08695652173913
2023-03-31,61.782608695652165
2023-04-01,40.47826086956521
2023-04-02,44.7391304347826
2023-04-03,55.39130434782608
2023-04-04,57.521739130434774
2023-04-05,51.13043478260869
2023-04-06,59.65217391304347
2023-04-07,42.60869565217391
2023-04-08,36.21739130434782
2023-04-09,29.826086956521735
2023-04-10,51.13043478260869
2023-04-11,44.7391304347826
2023-04-12,93.7391304347826
2023-04-13,85.21739130434781
2023-04-14,68.17391304347825
2023-04-15,34.086956521739125
2023-04-16,104.39130434782606
2023-04-17,68.17391304347825
2023-04-18,46.8695652173913
2023-04-19,59.65217391304347
2023-04-20,57.521739130434774
2023-04-21,59.65217391304347
2023-04-22,38.347826086956516
2023-04-23,42.60869565217391
2023-04-24,61.782608695652165
2023-04-25,51.13043478260869
2023-04-26,53.260869565217384
2023-04-27,36.21739130434782
2023-04-28,36.21739130434782
2023-04-29,31.95652173913043
2023-04-30,31.95652173913043
2023-05-01,57.521739130434774
2023-05-02,66.04347826086956
2023-05-03,72.43478260869564
2023-05-04,59.65217391304347
2023-05-05,48.99999999999999
2023-05-06,53.260869565217384
2023-05-07,187.4782608695652
2023-05-08,176.82608695652172
2023-05-09,213.04347826086953
2023-05-10,187.4782608695652
2023-05-11,106.52173913043477
2023-05-12,78.82608695652172
2023-05-13,63.91304347826086
2023-05-14,36.21739130434782
2023-05-15,57.521739130434774
2023-05-16,48.99999999999999
2023-05-17,42.60869565217391
2023-05-18,83.08695652173913
2023-05-19,59.65217391304347
2023-05-20,46.8695652173913
2023-05-21,38.347826086956516
2023-05-22,46.8695652173913
2023-05-23,40.47826086956521
2023-05-24,42.60869565217391
2023-05-25,46.8695652173913
2023-05-26,36.21739130434782
2023-05-27,29.826086956521735
2023-05-28,38.347826086956516
2023-05-29,68.17391304347825
2023-05-30,40.47826086956521
2023-05-31,44.7391304347826
2023-06-01,44.7391304347826
2023-06-02,40.47826086956521
2023-06-03,27.69565217391304
2023-06-04,36.21739130434782
2023-06-05,42.60869565217391
2023-06-06,31.95652173913043
2023-06-07,51.13043478260869
2023-06-08,44.7391304347826
2023-06-09,46.8695652173913
2023-06-10,38.347826086956516
2023-06-11,19.173913043478258
2023-06-12,40.47826086956521
2023-06-13,57.521739130434774
2023-06-14,38.347826086956516
2023-06-15,31.95652173913043
2023-06-16,70.30434782608694
2023-06-17,40.47826086956521
2023-06-18,44.7391304347826
2023-06-19,83.08695652173913
2023-06-20,48.99999999999999
2023-06-21,42.60869565217391
2023-06-22,48.99999999999999
2023-06-23,42.60869565217391
2023-06-24,23.43478260869565
2023-06-25,19.173913043478258
2023-06-26,25.565217391304344
2023-06-27,42.60869565217391
2023-06-28,38.347826086956516
2023-06-29,44.7391304347826
2023-06-30,68.17391304347825
2023-07-01,51.13043478260869
2023-07-02,51.13043478260869
2023-07-03,48.99999999999999
2023-07-04,38.347826086956516
2023-07-05,40.47826086956521
2023-07-06,44.7391304347826
2023-07-07,38.347826086956516
2023-07-08,38.347826086956516
2023-07-09,36.21739130434782
2023-07-10,42.60869565217391
2023-07-11,38.347826086956516
2023-07-12,38.347826086956516
2023-07-13,42.60869565217391
2023-07-14,31.95652173913043
2023-07-15,29.826086956521735
2023-07-16,31.95652173913043
2023-07-17,46.8695652173913
2023-07-18,0.0
2023-07-19,40.47826086956521
2023-07-20,29.826086956521735
2023-07-21,25.565217391304344
2023-07-22,29.826086956521735
2023-07-23,34.086956521739125
2023-07-24,46.8695652173913
2023-07-25,27.69565217391304
2023-07-26,36.21739130434782
2023-07-27,42.60869565217391
2023-07-28,29.826086956521735
2023-07-29,31.95652173913043
2023-07-30,27.69565217391304
2023-07-31,51.13043478260869
2023-08-01,29.826086956521735
2023-08-02,23.43478260869565
2023-08-03,34.086956521739125
2023-08-04,38.347826086956516
2023-08-05,29.826086956521735
2023-08-06,25.565217391304344
2023-08-07,23.43478260869565
2023-08-08,17.043478260869563
2023-08-09,19.173913043478258
2023-08-10,23.43478260869565
2023-08-11,40.47826086956521
2023-08-12,29.826086956521735
2023-08-13,27.69565217391304
2023-08-14,25.565217391304344
2023-08-15,21.304347826086953
2023-08-16,38.347826086956516
2023-08-17,27.69565217391304
2023-08-18,40.47826086956521
2023-08-19,36.21739130434782
2023-08-20,19.173913043478258
2023-08-21,44.7391304347826
2023-08-22,48.99999999999999
2023-08-23,34.086956521739125
2023-08-24,34.086956521739125
2023-08-25,31.95652173913043
2023-08-26,46.8695652173913
2023-08-27,38.347826086956516
2023-08-28,40.47826086956521
2023-08-29,36.21739130434782
2023-08-30,29.826086956521735
2023-08-31,44.7391304347826
2023-09-01,40.47826086956521
2023-09-02,38.347826086956516
2023-09-03,23.43478260869565
2023-09-04,46.8695652173913
2023-09-05,36.21739130434782
2023-09-06,48.99999999999999
2023-09-07,55.39130434782608
2023-09-08,48.99999999999999
2023-09-09,34.086956521739125
2023-09-10,34.086956521739125
2023-09-11,44.7391304347826
2023-09-12,48.99999999999999
2023-09-13,46.8695652173913
2023-09-14,40.47826086956521
2023-09-15,46.8695652173913
2023-09-16,27.69565217391304
2023-09-17,0.0
2023-09-18,38.347826086956516
2023-09-19,38.347826086956516
2023-09-20,53.260869565217384
2023-09-21,40.47826086956521
2023-09-22,44.7391304347826
2023-09-23,25.565217391304344
2023-09-24,27.69565217391304
2023-09-25,51.13043478260869
2023-09-26,42.60869565217391
2023-09-27,44.7391304347826
2023-09-28,55.39130434782608
2023-09-29,38.347826086956516
2023-09-30,29.826086956521735
2023-10-01,42.60869565217391
2023-10-02,38.347826086956516
2023-10-03,40.47826086956521
2023-10-04,46.8695652173913
2023-10-05,27.69565217391304
2023-10-06,51.13043478260869
2023-10-07,29.826086956521735
2023-10-08,31.95652173913043
2023-10-09,34.086956521739125
2023-10-10,36.21739130434782
2023-10-11,31.95652173913043
2023-10-12,31.95652173913043
2023-10-13,42.60869565217391
2023-10-14,25.565217391304344
2023-10-15,29.826086956521735
2023-10-16,36.21739130434782
2023-10-17,44.7391304347826
2023-10-18,29.826086956521735
2023-10-19,42.60869565217391
2023-10-20,40.47826086956521
2023-10-21,27.69565217391304
2023-10-22,31.95652173913043
2023-10-23,40.47826086956521
2023-10-24,38.347826086956516
2023-10-25,44.7391304347826
2023-10-26,36.21739130434782
2023-10-27,40.47826086956521
2023-10-28,42.60869565217391
2023-10-29,31.95652173913043
2023-10-30,46.8695652173913
2023-10-31,48.99999999999999
2023-11-01,40.47826086956521
2023-11-02,27.69565217391304
2023-11-03,40.47826086956521
2023-11-04,34.086956521739125
2023-11-05,29.826086956521735
2023-11-06,34.086956521739125
2023-11-07,31.95652173913043
2023-11-08,48.99999999999999
2023-11-09,46.8695652173913
2023-11-10,40.47826086956521
2023-11-11,23.43478260869565
2023-11-12,36.21739130434782
2023-11-13,51.13043478260869
2023-11-14,46.8695652173913
2023-11-15,42.60869565217391
2023-11-16,48.99999999999999
2023-11-17,31.95652173913043
2023-11-18,23.43478260869565
2023-11-19,29.826086956521735
2023-11-20,44.7391304347826
2023-11-21,27.69565217391304
2023-11-22,29.826086956521735
2023-11-23,17.043478260869563
2023-11-24,21.304347826086953
2023-11-25,21.304347826086953
2023-11-26,27.69565217391304
2023-11-27,48.99999999999999
2023-11-28,44.7391304347826
2023-11-29,53.260869565217384
2023-11-30,40.47826086956521
2023-12-01,31.95652173913043
2023-12-02,21.304347826086953
2023-12-03,31.95652173913043
2023-12-04,44.7391304347826
2023-12-05,51.13043478260869
2023-12-06,34.086956521739125
2023-12-07,29.826086956521735
2023-12-08,46.8695652173913
2023-12-09,29.826086956521735
2023-12-10,23.43478260869565
2023-12-11,42.60869565217391
2023-12-12,46.8695652173913
2023-12-13,46.8695652173913
2023-12-14,57.521739130434774
2023-12-15,27.69565217391304
2023-12-16,27.69565217391304
2023-12-17,38.347826086956516
2023-12-18,51.13043478260869
2023-12-19,44.7391304347826
2023-12-20,53.260869565217384
2023-12-21,36.21739130434782
2023-12-22,19.701635420821695
2023-12-23,27.33406461906661
2023-12-24,50.85191463901076
2023-12-25,29.24217191862784
2023-12-26,28.17695452732349
2023-12-27,33.90127642600717
2023-12-28,15.04253091344236
2023-12-29,28.17695452732349
2023-12-30,18.858745512564816
2023-12-31,47.035700039888305
2024-01-01,48.943807339449535
2024-01-02,31.993169126445945
2024-01-03,0.0
2024-01-04,37.71749102512963
2024-01-05,42.37659553250897
2024-01-06,31.150279218189066
2024-01-07,19.701635420821695
2024-01-08,37.71749102512963
2024-01-09,52.760021938571995
2024-01-10,53.602911846828874
2024-01-11,46.192810131631425
2024-01-12,48.943807339449535
2024-01-13,31.993169126445945
2024-01-14,28.17695452732349
2024-01-15,53.602911846828874
2024-01-16,50.85191463901076
2024-01-17,60.17012365376944
2024-01-18,45.127592740327074
2024-01-19,36.65227363382529
2024-01-20,37.08715596330275
2024-01-21,30.344036697247702
2024-01-22,53.94495412844036
2024-01-23,47.20183486238531
2024-01-24,52.2591743119266
2024-01-25,43.83027522935779
2024-01-26,59.00229357798164
2024-01-27,33.715596330275226
2024-01-28,30.344036697247702
2024-01-29,48.88761467889908
2024-01-30,38.77293577981651
2024-01-31,55.630733944954116
2024-02-01,50.573394495412835
2024-02-02,62.37385321100916
2024-02-03,57.31651376146788
2024-02-04,45.51605504587155
2024-02-05,59.00229357798164
2024-02-06,57.31651376146788
2024-02-07,43.83027522935779
2024-02-08,52.2591743119266
2024-02-09,42.14449541284403
2024-02-10,25.286697247706417
2024-02-11,38.77293577981651
2024-02-12,48.88761467889908
2024-02-13,55.630733944954116
2024-02-14,47.20183486238531
2024-02-15,65.7454128440367
2024-02-16,32.02981651376146
2024-02-17,48.88761467889908
2024-02-18,168.57798165137612
2024-02-19,91.0321100917431
2024-02-20,70.80275229357797
2024-02-21,59.00229357798164
2024-02-22,53.94495412844036
2024-02-23,50.573394495412835
2024-02-24,26.97247706422018
2024-02-25,43.83027522935779
2024-02-26,59.00229357798164
2024-02-27,67.43119266055045
2024-02-28,59.00229357798164
2024-02-29,42.14449541284403
2024-03-01,59.00229357798164
2024-03-02,37.08715596330275
2024-03-03,30.344036697247702
2024-03-04,48.88761467889908
2024-03-05,47.20183486238531
2024-03-06,53.94495412844036
2024-03-07,62.37385321100916
2024-03-08,40.458715596330265
2024-03-09,0.0
2024-03-10,35.401376146788984
2024-03-11,62.37385321100916
2024-03-12,33.715596330275226
2024-03-13,48.88761467889908
2024-03-14,40.458715596330265
2024-03-15,43.83027522935779
2024-03-16,50.573394495412835
2024-03-17,26.97247706422018
2024-03-18,55.630733944954116
2024-03-19,42.14449541284403
2024-03-20,43.83027522935779
2024-03-21,42.14449541284403
2024-03-22,47.20183486238531
2024-03-23,40.458715596330265
2024-03-24,33.715596330275226
2024-03-25,38.77293577981651
2024-03-26,42.14449541284403
2024-03-27,30.344036697247702
2024-03-28,42.14449541284403
2024-03-29,40.458715596330265
2024-03-30,23.600917431192656
2024-03-31,30.344036697247702
2024-04-01,35.401376146788984
2024-04-02,26.97247706422018
2024-04-03,40.458715596330265
2024-04-04,38.77293577981651
2024-04-05,38.77293577981651
2024-04-06,45.51605504587155
2024-04-07,30.344036697247702
2024-04-08,42.14449541284403
2024-04-09,45.51605504587155
2024-04-10,47.20183486238531
2024-04-11,40.458715596330265
2024-04-12,47.20183486238531
2024-04-13,40.458715596330265
2024-04-14,32.02981651376146
2024-04-15,65.7454128440367
2024-04-16,43.83027522935779
2024-04-17,43.83027522935779
2024-04-18,26.97247706422018
2024-04-19,33.715596330275226
2024-04-20,21.915137614678894
2024-04-21,0.0
2024-04-22,59.00229357798164
2024-04-23,47.20183486238531
2024-04-24,35.401376146788984
2024-04-25,38.77293577981651
2024-04-26,33.715596330275226
2024-04-27,50.573394495412835
2024-04-28,21.915137614678894
2024-04-29,64.05963302752292
2024-04-30,50.573394495412835
2024-05-01,38.77293577981651
2024-05-02,43.83027522935779
2024-05-03,30.344036697247702
2024-05-04,42.14449541284403
2024-05-05,38.77293577981651
2024-05-06,40.458715596330265
2024-05-07,33.715596330275226
2024-05-08,28.65825688073394
2024-05-09,48.88761467889908
2024-05-10,48.88761467889908
2024-05-11,30.344036697247702
2024-05-12,40.458715596330265
2024-05-13,38.77293577981651
2024-05-14,33.715596330275226
2024-05-15,25.286697247706417
2024-05-16,33.715596330275226
2024-05-17,28.65825688073394
2024-05-18,25.286697247706417
2024-05-19,32.02981651376146
2024-05-20,52.2591743119266
2024-05-21,37.08715596330275
2024-05-22,35.401376146788984
2024-05-23,25.286697247706417
2024-05-24,21.915137614678894
2024-05-25,30.344036697247702
2024-05-26,30.344036697247702
2024-05-27,35.401376146788984
2024-05-28,35.401376146788984
2024-05-29,37.08715596330275
2024-05-30,30.344036697247702
2024-05-31,26.97247706422018
2024-06-01,38.77293577981651
2024-06-02,30.344036697247702
2024-06-03,33.715596330275226
2024-06-04,30.344036697247702
2024-06-05,42.14449541284403
2024-06-06,16.857798165137613
2024-06-07,43.83027522935779
2024-06-08,23.600917431192656
2024-06-09,30.344036697247702
2024-06-10,37.08715596330275
2024-06-11,28.65825688073394
2024-06-12,30.344036697247702
2024-06-13,25.286697247706417
2024-06-14,40.458715596330265
2024-06-15,26.97247706422018
2024-06-16,38.77293577981651
2024-06-17,55.630733944954116
2024-06-18,30.344036697247702
2024-06-19,57.31651376146788
2024-06-20,26.97247706422018
2024-06-21,28.65825688073394
2024-06-22,20.229357798165132
2024-06-23,20.229357798165132
2024-06-24,23.600917431192656
2024-06-25,40.458715596330265
2024-06-26,48.88761467889908
2024-06-27,18.543577981651374
2024-06-28,0.0
2024-06-29,21.915137614678894
2024-06-30,33.715596330275226
2024-07-01,42.14449541284403
2024-07-02,32.02981651376146
2024-07-03,35.401376146788984
2024-07-04,35.401376146788984
2024-07-05,25.286697247706417
2024-07-06,25.286697247706417
2024-07-07,33.715596330275226
2024-07-08,38.77293577981651
2024-07-09,28.65825688073394
2024-07-10,0.0
2024-07-11,28.65825688073394
2024-07-12,37.08715596330275
2024-07-13,20.229357798165132
2024-07-14,21.915137614678894
2024-07-15,21.915137614678894
2024-07-16,0.0
2024-07-17,26.97247706422018
2024-07-18,37.08715596330275
2024-07-19,42.14449541284403
2024-07-20,26.97247706422018
2024-07-21,37.08715596330275
2024-07-22,50.573394495412835
2024-07-23,42.14449541284403
2024-07-24,28.65825688073394
2024-07-25,15.172018348623851
2024-07-26,16.857798165137613
2024-07-27,25.286697247706417
2024-07-28,45.51605504587155
2024-07-29,35.401376146788984
2024-07-30,23.600917431192656
2024-07-31,33.715596330275226
2024-08-01,43.83027522935779
2024-08-02,38.77293577981651
2024-08-03,28.65825688073394
2024-08-04,28.65825688073394
2024-08-05,33.715596330275226
2024-08-06,18.543577981651374
2024-08-07,25.286697247706417
2024-08-08,38.77293577981651
2024-08-09,30.344036697247702
2024-08-10,37.08715596330275
2024-08-11,48.88761467889908
2024-08-12,40.458715596330265
2024-08-13,37.08715596330275
2024-08-14,30.344036697247702
2024-08-15,20.229357798165132
2024-08-16,45.51605504587155
2024-08-17,26.97247706422018
2024-08-18,27.178059968673075
2024-08-19,49.58659655403893
2024-08-20,41.81556276571939
2024-08-21,40.97267285746251
2024-08-22,39.101868426941145
2024-08-23,17.474546878496305
2024-08-24,31.43362609084806
2024-08-25,8.428899082568806
2024-08-26,50.655627657193996
2024-08-27,43.87139181024837
2024-08-28,45.88610427388677
2024-08-29,38.731819198925926
2024-08-30,41.63053815171179
2024-08-31,30.26180353546654
2024-09-01,42.14449541284403
2024-09-02,55.384034459610646
2024-09-03,52.48531550682478
2024-09-04,67.82180017901095
2024-09-05,58.323869993287076
2024-09-06,35.50416759901543
2024-09-07,38.444003132691876
2024-09-08,27.692017229805323
2024-09-09,53.18429738196464
2024-09-10,40.97267285746251
2024-09-11,53.36932199597224
2024-09-12,34.43513649586036
2024-09-13,72.44741552920115
2024-09-14,37.88892929066905
2024-09-15,39.71861714029984
2024-09-16,41.11658089057954
2024-09-17,45.228238979637496
2024-09-18,70.92610203624972
2024-09-19,64.75861490266277
2024-09-20,44.20032445737301
2024-09-21,30.837435667934656
2024-09-22,37.00492280152159
2024-09-23,56.53529872454687
2024-09-24,40.08866636831505
2024-09-25,51.39572611322443
