Time,subsidy
2022-11-26,30.10752688172043
2022-11-27,39.784946236559136
2022-11-28,70.96774193548387
2022-11-29,75.26881720430107
2022-11-30,83.87096774193547
2022-12-01,95.69892473118279
2022-12-02,80.64516129032258
2022-12-03,36.55913978494623
2022-12-04,37.634408602150536
2022-12-05,80.64516129032258
2022-12-06,87.09677419354838
2022-12-07,79.56989247311827
2022-12-08,82.79569892473118
2022-12-09,73.11827956989247
2022-12-10,40.86021505376344
2022-12-11,36.55913978494623
2022-12-12,80.64516129032258
2022-12-13,83.87096774193547
2022-12-14,84.94623655913978
2022-12-15,97.84946236559139
2022-12-16,66.66666666666666
2022-12-17,41.93548387096774
2022-12-18,29.032258064516128
2022-12-19,53.76344086021505
2022-12-20,66.66666666666666
2022-12-21,51.61290322580645
2022-12-22,41.93548387096774
2022-12-23,32.25806451612903
2022-12-24,16.129032258064516
2022-12-25,25.806451612903224
2022-12-26,25.806451612903224
2022-12-27,50.537634408602145
2022-12-28,53.76344086021505
2022-12-29,47.31182795698925
2022-12-30,43.01075268817204
2022-12-31,30.10752688172043
2023-01-01,25.806451612903224
2023-01-02,44.086021505376344
2023-01-03,66.66666666666666
2023-01-04,60.21505376344086
2023-01-05,63.44086021505376
2023-01-06,67.74193548387096
2023-01-07,32.25806451612903
2023-01-08,34.40860215053763
2023-01-09,72.04301075268816
2023-01-10,68.81720430107526
2023-01-11,66.66666666666666
2023-01-12,73.11827956989247
2023-01-13,67.74193548387096
2023-01-14,38.70967741935483
2023-01-15,38.70967741935483
2023-01-16,47.31182795698925
2023-01-17,75.26881720430107
2023-01-18,84.94623655913978
2023-01-19,70.96774193548387
2023-01-20,61.29032258064516
2023-01-21,34.40860215053763
2023-01-22,35.483870967741936
2023-01-23,76.34408602150538
2023-01-24,78.49462365591397
2023-01-25,70.96774193548387
2023-01-26,75.26881720430107
2023-01-27,62.36559139784946
2023-01-28,50.537634408602145
2023-01-29,37.634408602150536
2023-01-30,76.34408602150538
2023-01-31,89.24731182795698
2023-02-01,73.11827956989247
2023-02-02,92.47311827956989
2023-02-03,73.11827956989247
2023-02-04,34.40860215053763
2023-02-05,33.33333333333333
2023-02-06,70.96774193548387
2023-02-07,66.66666666666666
2023-02-08,77.41935483870967
2023-02-09,80.64516129032258
2023-02-10,78.49462365591397
2023-02-11,44.086021505376344
2023-02-12,39.784946236559136
2023-02-13,69.89247311827957
2023-02-14,70.96774193548387
2023-02-15,83.87096774193547
2023-02-16,77.41935483870967
2023-02-17,69.89247311827957
2023-02-18,33.33333333333333
2023-02-19,44.086021505376344
2023-02-20,64.51612903225806
2023-02-21,79.56989247311827
2023-02-22,75.26881720430107
2023-02-23,72.04301075268816
2023-02-24,65.59139784946237
2023-02-25,40.86021505376344
2023-02-26,30.10752688172043
2023-02-27,81.72043010752688
2023-02-28,78.49462365591397
2023-03-01,73.11827956989247
2023-03-02,76.34408602150538
2023-03-03,69.89247311827957
2023-03-04,37.634408602150536
2023-03-05,37.634408602150536
2023-03-06,66.66666666666666
2023-03-07,74.19354838709677
2023-03-08,77.41935483870967
2023-03-09,73.11827956989247
2023-03-10,66.66666666666666
2023-03-11,35.483870967741936
2023-03-12,36.55913978494623
2023-03-13,64.51612903225806
2023-03-14,72.04301075268816
2023-03-15,77.41935483870967
2023-03-16,68.81720430107526
2023-03-17,47.31182795698925
2023-03-18,33.33333333333333
2023-03-19,30.10752688172043
2023-03-20,75.26881720430107
2023-03-21,72.04301075268816
2023-03-22,72.04301075268816
2023-03-23,77.41935483870967
2023-03-24,60.21505376344086
2023-03-25,31.18279569892473
2023-03-26,46.236559139784944
2023-03-27,78.49462365591397
2023-03-28,70.96774193548387
2023-03-29,76.34408602150538
2023-03-30,70.96774193548387
2023-03-31,73.11827956989247
2023-04-01,35.483870967741936
2023-04-02,35.483870967741936
2023-04-03,73.11827956989247
2023-04-04,78.49462365591397
2023-04-05,78.49462365591397
2023-04-06,70.96774193548387
2023-04-07,54.83870967741935
2023-04-08,33.33333333333333
2023-04-09,29.032258064516128
2023-04-10,74.19354838709677
2023-04-11,80.64516129032258
2023-04-12,72.04301075268816
2023-04-13,68.81720430107526
2023-04-14,70.96774193548387
2023-04-15,30.10752688172043
2023-04-16,47.31182795698925
2023-04-17,79.56989247311827
2023-04-18,84.94623655913978
2023-04-19,89.24731182795698
2023-04-20,94.6236559139785
2023-04-21,91.39784946236558
2023-04-22,48.387096774193544
2023-04-23,43.01075268817204
2023-04-24,87.09677419354838
2023-04-25,87.09677419354838
2023-04-26,80.64516129032256
2023-04-27,77.00119474313021
2023-04-28,77.53882915173236
2023-04-29,33.09438470728793
2023-04-30,35.12544802867383
2023-05-01,85.78255675029868
2023-05-02,83.21385902031062
2023-05-03,81.18279569892472
2023-05-04,74.97013142174433
2023-05-05,75.50776583034647
2023-05-06,42.41338112305854
2023-05-07,29.450418160095577
2023-05-08,74.97013142174433
2023-05-09,71.32616487455196
2023-05-10,83.75149342891277
2023-05-11,87.39545997610513
2023-05-12,80.10752688172042
2023-05-13,29.988052568697725
2023-05-14,21.20669056152927
2023-05-15,100.77658303464754
2023-05-16,104.4205495818399
2023-05-17,89.42652329749103
2023-05-18,92.53285543608123
2023-05-19,95.63918757467144
2023-05-20,29.988052568697725
2023-05-21,27.419354838709673
2023-05-22,93.07048984468338
2023-05-23,92.53285543608123
2023-05-24,107.52688172043008
2023-05-25,110.5137395459976
2023-05-26,89.60573476702507
2023-05-27,35.84229390681003
2023-05-28,20.90800477897252
2023-05-29,56.750298685782546
2023-05-30,137.39545997610512
2023-05-31,122.4611708482676
2023-06-01,119.4743130227001
2023-06-02,95.57945041816008
2023-06-03,38.82915173237753
2023-06-04,35.84229390681003
2023-06-05,95.57945041816008
2023-06-06,116.48745519713259
2023-06-07,125.4480286738351
2023-06-08,122.4611708482676
2023-06-09,83.63201911589007
2023-06-10,32.85543608124253
2023-06-11,23.89486260454002
2023-06-12,95.57945041816008
2023-06-13,101.55316606929509
2023-06-14,125.4480286738351
2023-06-15,119.4743130227001
2023-06-16,110.5137395459976
2023-06-17,38.82915173237753
2023-06-18,32.85543608124253
2023-06-19,80.64516129032256
2023-06-20,122.4611708482676
2023-06-21,125.4480286738351
2023-06-22,110.5137395459976
2023-06-23,113.50059737156509
2023-06-24,41.81600955794504
2023-06-25,38.82915173237753
2023-06-26,104.54002389486259
2023-06-27,128.4348864994026
2023-06-28,116.48745519713259
2023-06-29,128.4348864994026
2023-06-30,122.4611708482676
2023-07-01,38.82915173237753
2023-07-02,41.81600955794504
2023-07-03,83.63201911589007
2023-07-04,41.81600955794504
2023-07-05,131.42174432497012
2023-07-06,194.14575866188767
2023-07-07,119.4743130227001
2023-07-08,38.82915173237753
2023-07-09,41.81600955794504
2023-07-10,122.4611708482676
2023-07-11,167.26403823178015
2023-07-12,146.35603345280762
2023-07-13,128.4348864994026
2023-07-14,128.4348864994026
2023-07-15,47.78972520908004
2023-07-16,41.81600955794504
2023-07-17,134.4086021505376
2023-07-18,161.29032258064512
2023-07-19,179.21146953405014
2023-07-20,155.31660692951013
2023-07-21,173.23775388291514
2023-07-22,35.84229390681003
2023-07-23,44.802867383512535
2023-07-24,149.34289127837513
2023-07-25,161.29032258064512
2023-07-26,182.19832735961765
2023-07-27,158.30346475507764
2023-07-28,158.30346475507764
2023-07-29,44.802867383512535
2023-07-30,44.802867383512535
2023-07-31,143.3691756272401
2023-08-01,176.22461170848266
2023-08-02,152.32974910394262
2023-08-03,137.39545997610512
2023-08-04,116.48745519713259
2023-08-05,44.802867383512535
2023-08-06,47.78972520908004
2023-08-07,98.56630824372758
2023-08-08,116.48745519713259
2023-08-09,125.4480286738351
2023-08-10,116.48745519713259
2023-08-11,107.52688172043008
2023-08-12,32.85543608124253
2023-08-13,35.84229390681003
2023-08-14,83.63201911589007
2023-08-15,95.57945041816008
2023-08-16,89.60573476702507
2023-08-17,104.54002389486259
2023-08-18,89.60573476702507
2023-08-19,35.84229390681003
2023-08-20,38.82915173237753
2023-08-21,92.59259259259258
2023-08-22,98.56630824372758
2023-08-23,104.54002389486259
2023-08-24,86.61887694145757
2023-08-25,89.60573476702507
2023-08-26,50.776583034647544
2023-08-27,35.84229390681003
2023-08-28,92.59259259259258
2023-08-29,83.63201911589007
2023-08-30,101.55316606929509
2023-08-31,86.61887694145757
2023-09-01,83.63201911589007
2023-09-02,41.81600955794504
2023-09-03,50.776583034647544
2023-09-04,38.82915173237753
2023-09-05,101.55316606929509
2023-09-06,104.54002389486259
2023-09-07,95.57945041816008
2023-09-08,92.59259259259258
2023-09-09,35.84229390681003
2023-09-10,35.84229390681003
2023-09-11,92.59259259259258
2023-09-12,104.54002389486259
2023-09-13,101.55316606929509
2023-09-14,107.52688172043008
2023-09-15,98.56630824372758
2023-09-16,50.776583034647544
2023-09-17,35.84229390681003
2023-09-18,107.52688172043008
2023-09-19,125.4480286738351
2023-09-20,131.42174432497012
2023-09-21,140.38231780167263
2023-09-22,113.50059737156509
2023-09-23,56.750298685782546
2023-09-24,53.76344086021504
2023-09-25,143.3691756272401
2023-09-26,137.39545997610512
2023-09-27,140.38231780167263
2023-09-28,152.32974910394262
2023-09-29,155.31660692951013
2023-09-30,44.802867383512535
2023-10-01,47.78972520908004
2023-10-02,140.38231780167263
2023-10-03,173.23775388291514
2023-10-04,140.38231780167263
2023-10-05,152.32974910394262
2023-10-06,158.30346475507764
2023-10-07,59.73715651135005
2023-10-08,53.76344086021504
2023-10-09,143.3691756272401
2023-10-10,155.31660692951013
2023-10-11,134.4086021505376
2023-10-12,149.34289127837513
2023-10-13,125.4480286738351
2023-10-14,53.76344086021504
2023-10-15,47.78972520908004
2023-10-16,143.3691756272401
2023-10-17,149.34289127837513
2023-10-18,152.32974910394262
2023-10-19,146.35603345280762
2023-10-20,140.38231780167263
2023-10-21,47.78972520908004
2023-10-22,56.750298685782546
2023-10-23,158.30346475507764
2023-10-24,158.30346475507764
2023-10-25,161.29032258064512
2023-10-26,182.19832735961765
2023-10-27,137.39545997610512
2023-10-28,59.73715651135005
2023-10-29,44.802867383512535
2023-10-30,149.34289127837513
2023-10-31,155.31660692951013
2023-11-01,173.23775388291514
2023-11-02,173.23775388291514
2023-11-03,146.35603345280762
2023-11-04,83.63201911589007
2023-11-05,59.73715651135005
2023-11-06,191.15890083632016
2023-11-07,227.00119474313018
2023-11-08,200.11947431302266
2023-11-09,221.0274790919952
2023-11-10,209.08004778972517
2023-11-11,110.5137395459976
2023-11-12,65.71087216248506
2023-11-13,197.13261648745515
2023-11-14,244.9223416965352
2023-11-15,244.9223416965352
2023-11-16,224.01433691756267
2023-11-17,203.10633213859018
2023-11-18,110.5137395459976
2023-11-19,53.76344086021504
2023-11-20,170.25089605734763
2023-11-21,188.17204301075265
2023-11-22,173.23775388291514
2023-11-23,53.76344086021504
2023-11-24,104.54002389486259
2023-11-25,89.60573476702507
2023-11-26,47.78972520908004
2023-11-27,173.23775388291514
2023-11-28,244.9223416965352
2023-11-29,253.8829151732377
2023-11-30,241.9354838709677
2023-12-01,253.8829151732377
2023-12-02,128.4348864994026
2023-12-03,65.71087216248506
2023-12-04,206.09318996415766
2023-12-05,224.01433691756267
2023-12-06,241.9354838709677
2023-12-07,241.9354838709677
2023-12-08,241.9354838709677
2023-12-09,137.39545997610512
2023-12-10,62.72401433691755
2023-12-11,209.08004778972517
2023-12-12,298.68578255675027
2023-12-13,295.69892473118273
2023-12-14,274.79091995221023
2023-12-15,247.9091995221027
2023-12-16,119.4743130227001
2023-12-17,65.71087216248506
2023-12-18,215.05376344086017
2023-12-19,241.9354838709677
2023-12-20,235.9617682198327
2023-12-21,229.9880525686977
2023-12-22,152.23784578623287
2023-12-23,73.89026743865452
2023-12-24,35.704438930245374
2023-12-25,32.23508868670159
2023-12-26,95.211837147321
2023-12-27,131.9042367429464
2023-12-28,128.4348864994026
2023-12-29,124.96553625585881
2023-12-30,62.97674846061942
2023-12-31,45.12452899549673
2024-01-01,51.07526881720429
2024-01-02,165.127286095028
2024-01-03,191.411634960022
2024-01-04,179.5101553166069
2024-01-05,197.36237478172959
2024-01-06,71.40887786049075
2024-01-07,57.026008638911854
2024-01-08,158.1885856079404
2024-01-09,176.0408050730631
2024-01-10,191.411634960022
2024-01-11,178.52219465122687
2024-01-12,173.55941549489933
2024-01-13,89.26109732561343
2024-01-14,57.026008638911854
2024-01-15,154.71923536439664
2024-01-16,178.52219465122687
2024-01-17,176.0408050730631
2024-01-18,179.5101553166069
2024-01-19,188.93024538185824
2024-01-20,67.18132524584136
2024-01-21,61.253561253561244
2024-01-22,150.17002113776306
2024-01-23,158.0737064608032
2024-01-24,187.7125264222038
2024-01-25,171.90515577612348
2024-01-26,154.12186379928312
2024-01-27,53.34987593052108
2024-01-28,61.253561253561244
2024-01-29,140.29041448396285
2024-01-30,158.0737064608032
2024-01-31,156.09778513004318
2024-02-01,169.92923444536345
2024-02-02,158.0737064608032
2024-02-03,63.22948258432128
2024-02-04,53.34987593052108
2024-02-05,160.04962779156324
2024-02-06,175.85699843764357
2024-02-07,162.0255491223233
2024-02-08,152.1459424685231
2024-02-09,140.29041448396285
2024-02-10,57.30171859204116
2024-02-11,51.37395459976104
2024-02-12,124.48304383788252
2024-02-13,152.1459424685231
2024-02-14,146.21817847624297
2024-02-15,150.17002113776306
2024-02-16,126.45896516864256
2024-02-17,55.325797261281124
2024-02-18,57.30171859204116
2024-02-19,132.3867291609227
2024-02-20,150.17002113776306
2024-02-21,150.17002113776306
2024-02-22,148.194099807003
2024-02-23,124.48304383788252
2024-02-24,57.30171859204116
2024-02-25,49.398033269001004
2024-02-26,132.3867291609227
2024-02-27,140.29041448396285
2024-02-28,138.31449315320282
2024-02-29,140.29041448396285
2024-03-01,128.4348864994026
2024-03-02,53.34987593052108
2024-03-03,41.49434794596084
2024-03-04,112.62751585332228
2024-03-05,128.4348864994026
2024-03-06,140.29041448396285
2024-03-07,124.48304383788252
2024-03-08,108.6756731918022
2024-03-09,55.325797261281124
2024-03-10,39.5184266152008
2024-03-11,120.53120117636244
2024-03-12,116.57935851484237
2024-03-13,126.45896516864256
2024-03-14,128.4348864994026
2024-03-15,106.69975186104216
2024-03-16,49.398033269001004
2024-03-17,47.42211193824096
2024-03-18,148.194099807003
2024-03-19,132.3867291609227
2024-03-20,136.33857182244276
2024-03-21,140.29041448396285
2024-03-22,90.89238121496184
2024-03-23,51.37395459976104
2024-03-24,63.22948258432128
2024-03-25,108.6756731918022
2024-03-26,114.60343718408232
2024-03-27,120.53120117636244
2024-03-28,112.62751585332228
2024-03-29,73.10908923812148
2024-03-30,39.5184266152008
2024-03-31,31.61474129216064
2024-04-01,116.57935851484237
2024-04-02,124.48304383788252
2024-04-03,140.29041448396285
2024-04-04,110.65159452256225
2024-04-05,122.50712250712249
2024-04-06,51.37395459976104
2024-04-07,49.398033269001004
2024-04-08,112.62751585332228
2024-04-09,126.45896516864256
2024-04-10,138.31449315320282
2024-04-11,126.45896516864256
2024-04-12,108.6756731918022
2024-04-13,43.470269276720884
2024-04-14,55.325797261281124
2024-04-15,102.74790919952208
2024-04-16,126.45896516864256
2024-04-17,118.5552798456024
2024-04-18,108.6756731918022
2024-04-19,92.86830254572189
2024-04-20,41.49434794596084
2024-04-21,49.398033269001004
2024-04-22,96.82014520724196
2024-04-23,98.79606653800201
2024-04-24,118.5552798456024
2024-04-25,100.77198786876204
2024-04-26,86.94053855344177
2024-04-27,27.662898630640562
2024-04-28,51.37395459976104
2024-04-29,110.65159452256225
2024-04-30,112.62751585332228
2024-05-01,112.62751585332228
2024-05-02,108.6756731918022
2024-05-03,94.84422387648192
2024-05-04,45.44619060748092
2024-05-05,43.470269276720884
2024-05-06,82.98869589192168
2024-05-07,106.69975186104216
2024-05-08,98.79606653800201
2024-05-09,100.77198786876204
2024-05-10,67.18132524584136
2024-05-11,45.44619060748092
2024-05-12,37.542505284440765
2024-05-13,92.86830254572189
2024-05-14,92.86830254572189
2024-05-15,108.6756731918022
2024-05-16,110.65159452256225
2024-05-17,84.96461722268172
2024-05-18,45.44619060748092
2024-05-19,29.6388199614006
2024-05-20,98.79606653800201
2024-05-21,90.89238121496184
2024-05-22,81.01277456116165
2024-05-23,82.98869589192168
2024-05-24,65.20540391508132
2024-05-25,31.61474129216064
2024-05-26,31.61474129216064
2024-05-27,27.662898630640562
2024-05-28,92.86830254572189
2024-05-29,100.77198786876204
2024-05-30,96.82014520724196
2024-05-31,92.86830254572189
2024-06-01,39.5184266152008
2024-06-02,27.662898630640562
2024-06-03,88.9164598842018
2024-06-04,86.94053855344177
2024-06-05,98.79606653800201
2024-06-06,90.89238121496184
2024-06-07,94.84422387648192
2024-06-08,31.61474129216064
2024-06-09,37.542505284440765
2024-06-10,108.6756731918022
2024-06-11,90.89238121496184
2024-06-12,92.86830254572189
2024-06-13,102.74790919952208
2024-06-14,82.98869589192168
2024-06-15,31.61474129216064
2024-06-16,35.56658395368072
2024-06-17,112.62751585332228
2024-06-18,102.74790919952208
2024-06-19,88.9164598842018
2024-06-20,102.74790919952208
2024-06-21,84.96461722268172
2024-06-22,43.470269276720884
2024-06-23,47.42211193824096
2024-06-24,82.98869589192168
2024-06-25,94.84422387648192
2024-06-26,100.77198786876204
2024-06-27,98.79606653800201
2024-06-28,81.01277456116165
2024-06-29,35.56658395368072
2024-06-30,43.470269276720884
2024-07-01,96.82014520724196
2024-07-02,102.74790919952208
2024-07-03,81.01277456116165
2024-07-04,33.59066262292068
2024-07-05,55.325797261281124
2024-07-06,33.59066262292068
2024-07-07,39.5184266152008
2024-07-08,98.79606653800201
2024-07-09,92.86830254572189
2024-07-10,98.79606653800201
2024-07-11,94.84422387648192
2024-07-12,81.01277456116165
2024-07-13,43.470269276720884
2024-07-14,35.56658395368072
2024-07-15,84.96461722268172
2024-07-16,98.79606653800201
2024-07-17,98.79606653800201
2024-07-18,102.74790919952208
2024-07-19,79.0368532304016
2024-07-20,37.542505284440765
2024-07-21,39.5184266152008
2024-07-22,67.18132524584136
2024-07-23,82.98869589192168
2024-07-24,81.01277456116165
2024-07-25,71.13316790736144
2024-07-26,67.18132524584136
2024-07-27,31.61474129216064
2024-07-28,43.470269276720884
2024-07-29,79.0368532304016
2024-07-30,82.98869589192168
2024-07-31,82.98869589192168
2024-08-01,90.89238121496184
2024-08-02,77.06093189964156
2024-08-03,37.542505284440765
2024-08-04,37.542505284440765
2024-08-05,73.10908923812148
2024-08-06,75.08501056888153
2024-08-07,81.01277456116165
2024-08-08,73.10908923812148
2024-08-09,55.325797261281124
2024-08-10,33.59066262292068
2024-08-11,37.542505284440765
2024-08-12,79.0368532304016
2024-08-13,73.10908923812148
2024-08-14,84.96461722268172
2024-08-15,86.94053855344177
2024-08-16,112.62751585332228
2024-08-17,63.22948258432128
2024-08-18,41.49434794596084
2024-08-19,81.25976472750665
2024-08-20,82.98869589192168
2024-08-21,93.11529271206689
2024-08-22,81.25976472750665
2024-08-23,81.25976472750665
2024-08-24,41.49434794596084
2024-08-25,41.49434794596084
2024-08-26,65.94637441411633
2024-08-27,83.7296663909567
2024-08-28,88.9164598842018
2024-08-29,87.18752871978677
2024-08-30,62.735502251631274
2024-08-31,32.10872162485065
2024-09-01,27.909888796985566
2024-09-02,44.952210274790914
2024-09-03,96.57315504089695
2024-09-04,90.64539104861683
2024-09-05,87.18752871978677
2024-09-06,71.13316790736144
2024-09-07,33.83765278926569
2024-09-08,39.76541678154581
2024-09-09,86.44655822075175
2024-09-10,86.44655822075175
2024-09-11,81.25976472750665
2024-09-12,94.84422387648192
2024-09-13,82.98869589192168
2024-09-14,39.76541678154581
2024-09-15,47.42211193824096
2024-09-16,108.18169285911219
2024-09-17,91.88034188034186
2024-09-18,102.25392886683207
2024-09-19,99.29004687069201
2024-09-20,90.39840088227183
2024-09-21,50.38599393438102
2024-09-22,56.31375792666114
2024-09-23,94.84422387648192
