Time,bankrupt
2023-01-09,41.25
2023-01-10,38.75
2023-01-11,40.0
2023-01-12,50.0
2023-01-13,36.25
2023-01-14,33.75
2023-01-15,33.75
2023-01-16,38.75
2023-01-17,41.25
2023-01-18,45.0
2023-01-19,52.5
2023-01-20,45.0
2023-01-21,37.5
2023-01-22,31.25
2023-01-23,40.0
2023-01-24,42.5
2023-01-25,40.0
2023-01-26,40.0
2023-01-27,42.5
2023-01-28,35.0
2023-01-29,31.25
2023-01-30,41.25
2023-01-31,41.25
2023-02-01,46.25
2023-02-02,43.75
2023-02-03,45.0
2023-02-04,37.5
2023-02-05,32.5
2023-02-06,36.25
2023-02-07,42.5
2023-02-08,45.0
2023-02-09,40.0
2023-02-10,37.5
2023-02-11,36.25
2023-02-12,31.25
2023-02-13,38.75
2023-02-14,35.0
2023-02-15,46.25
2023-02-16,43.75
2023-02-17,41.25
2023-02-18,36.25
2023-02-19,32.5
2023-02-20,35.0
2023-02-21,43.75
2023-02-22,45.0
2023-02-23,43.75
2023-02-24,42.5
2023-02-25,40.0
2023-02-26,37.5
2023-02-27,46.25
2023-02-28,41.25
2023-03-01,50.0
2023-03-02,43.75
2023-03-03,40.0
2023-03-04,47.5
2023-03-05,35.0
2023-03-06,43.75
2023-03-07,43.75
2023-03-08,43.75
2023-03-09,48.75
2023-03-10,83.75
2023-03-11,106.25
2023-03-12,91.25
2023-03-13,125.0
2023-03-14,97.5
2023-03-15,85.0
2023-03-16,65.0
2023-03-17,66.25
2023-03-18,58.75
2023-03-19,57.5
2023-03-20,67.5
2023-03-21,62.5
2023-03-22,53.75
2023-03-23,51.25
2023-03-24,50.0
2023-03-25,41.25
2023-03-26,36.25
2023-03-27,43.75
2023-03-28,45.0
2023-03-29,46.25
2023-03-30,43.75
2023-03-31,41.25
2023-04-01,40.0
2023-04-02,33.75
2023-04-03,41.25
2023-04-04,43.75
2023-04-05,42.5
2023-04-06,43.75
2023-04-07,41.25
2023-04-08,28.75
2023-04-09,31.25
2023-04-10,43.75
2023-04-11,38.75
2023-04-12,47.5
2023-04-13,40.0
2023-04-14,40.0
2023-04-15,30.0
2023-04-16,30.0
2023-04-17,52.5
2023-04-18,47.5
2023-04-19,46.25
2023-04-20,46.25
2023-04-21,38.75
2023-04-22,35.0
2023-04-23,56.25
2023-04-24,76.25
2023-04-25,61.25
2023-04-26,58.75
2023-04-27,46.35174418604652
2023-04-28,47.65988372093024
2023-04-29,34.92005813953489
2023-04-30,39.81104651162791
2023-05-01,51.24273255813954
2023-05-02,68.53197674418605
2023-05-03,61.70784883720931
2023-05-04,57.441860465116285
2023-05-05,52.2093023255814
2023-05-06,39.81104651162791
2023-05-07,34.92005813953489
2023-05-08,48.96802325581396
2023-05-09,47.65988372093024
2023-05-10,50.27616279069768
2023-05-11,47.31831395348837
2023-05-12,44.702034883720934
2023-05-13,36.56976744186046
2023-05-14,36.22819767441861
2023-05-15,50.90116279069768
2023-05-16,46.010174418604656
2023-05-17,45.043604651162795
2023-05-18,38.84447674418605
2023-05-19,38.84447674418605
2023-05-20,29.0625
2023-05-21,33.95348837209303
2023-05-22,33.95348837209303
2023-05-23,40.152616279069775
2023-05-24,57.100290697674424
2023-05-25,56.70058139534885
2023-05-26,46.453488372093034
2023-05-27,40.98837209302326
2023-05-28,36.889534883720934
2023-05-29,38.25581395348838
2023-05-30,42.3546511627907
2023-05-31,50.55232558139536
2023-06-01,41.67151162790698
2023-06-02,42.3546511627907
2023-06-03,34.15697674418605
2023-06-04,31.424418604651166
2023-06-05,32.10755813953489
2023-06-06,41.67151162790698
2023-06-07,36.889534883720934
2023-06-08,38.25581395348838
2023-06-09,36.20639534883721
2023-06-10,38.9389534883721
2023-06-11,28.691860465116285
2023-06-12,34.840116279069775
2023-06-13,49.869186046511636
2023-06-14,45.77034883720931
2023-06-15,44.40406976744187
2023-06-16,43.720930232558146
2023-06-17,33.47383720930233
2023-06-18,37.572674418604656
2023-06-19,38.25581395348838
2023-06-20,38.9389534883721
2023-06-21,36.20639534883721
2023-06-22,38.25581395348838
2023-06-23,36.889534883720934
2023-06-24,33.47383720930233
2023-06-25,31.424418604651166
2023-06-26,36.889534883720934
2023-06-27,47.13662790697675
2023-06-28,45.08720930232559
2023-06-29,41.67151162790698
2023-06-30,45.08720930232559
2023-07-01,33.47383720930233
2023-07-02,28.008720930232563
2023-07-03,31.424418604651166
2023-07-04,34.840116279069775
2023-07-05,38.9389534883721
2023-07-06,38.25581395348838
2023-07-07,45.77034883720931
2023-07-08,33.47383720930233
2023-07-09,36.889534883720934
2023-07-10,36.889534883720934
2023-07-11,39.62209302325582
2023-07-12,40.305232558139544
2023-07-13,45.08720930232559
2023-07-14,46.453488372093034
2023-07-15,34.840116279069775
2023-07-16,39.62209302325582
2023-07-17,43.037790697674424
2023-07-18,37.572674418604656
2023-07-19,45.08720930232559
2023-07-20,38.9389534883721
2023-07-21,43.037790697674424
2023-07-22,38.25581395348838
2023-07-23,37.572674418604656
2023-07-24,50.55232558139536
2023-07-25,43.720930232558146
2023-07-26,45.77034883720931
2023-07-27,43.037790697674424
2023-07-28,53.28488372093024
2023-07-29,36.20639534883721
2023-07-30,44.40406976744187
2023-07-31,58.75000000000001
2023-08-01,50.55232558139536
2023-08-02,53.96802325581396
2023-08-03,46.453488372093034
2023-08-04,47.81976744186047
2023-08-05,34.840116279069775
2023-08-06,37.572674418604656
2023-08-07,42.3546511627907
2023-08-08,49.186046511627914
2023-08-09,61.482558139534895
2023-08-10,52.60174418604652
2023-08-11,56.01744186046513
2023-08-12,46.453488372093034
2023-08-13,38.9389534883721
2023-08-14,40.98837209302326
2023-08-15,44.40406976744187
2023-08-16,47.13662790697675
2023-08-17,53.28488372093024
2023-08-18,48.50290697674419
2023-08-19,42.3546511627907
2023-08-20,32.79069767441861
2023-08-21,44.40406976744187
2023-08-22,42.3546511627907
2023-08-23,49.186046511627914
2023-08-24,44.40406976744187
2023-08-25,40.305232558139544
2023-08-26,40.305232558139544
2023-08-27,36.889534883720934
2023-08-28,37.572674418604656
2023-08-29,44.40406976744187
2023-08-30,42.3546511627907
2023-08-31,40.305232558139544
2023-09-01,40.98837209302326
2023-09-02,31.424418604651166
2023-09-03,32.79069767441861
2023-09-04,38.25581395348838
2023-09-05,50.55232558139536
2023-09-06,52.60174418604652
2023-09-07,53.28488372093024
2023-09-08,58.75000000000001
2023-09-09,44.40406976744187
2023-09-10,40.98837209302326
2023-09-11,47.81976744186047
2023-09-12,43.037790697674424
2023-09-13,47.81976744186047
2023-09-14,52.60174418604652
2023-09-15,42.3546511627907
2023-09-16,33.47383720930233
2023-09-17,34.15697674418605
2023-09-18,42.3546511627907
2023-09-19,51.23546511627908
2023-09-20,47.13662790697675
2023-09-21,44.40406976744187
2023-09-22,43.720930232558146
2023-09-23,33.47383720930233
2023-09-24,40.98837209302326
2023-09-25,43.037790697674424
2023-09-26,43.037790697674424
2023-09-27,48.50290697674419
2023-09-28,44.40406976744187
2023-09-29,39.62209302325582
2023-09-30,38.25581395348838
2023-10-01,29.375000000000004
2023-10-02,45.77034883720931
2023-10-03,43.037790697674424
2023-10-04,44.40406976744187
2023-10-05,42.3546511627907
2023-10-06,44.40406976744187
2023-10-07,38.25581395348838
2023-10-08,38.25581395348838
2023-10-09,32.79069767441861
2023-10-10,40.98837209302326
2023-10-11,45.77034883720931
2023-10-12,45.08720930232559
2023-10-13,38.9389534883721
2023-10-14,32.79069767441861
2023-10-15,26.64244186046512
2023-10-16,45.77034883720931
2023-10-17,48.50290697674419
2023-10-18,47.13662790697675
2023-10-19,45.08720930232559
2023-10-20,51.23546511627908
2023-10-21,40.305232558139544
2023-10-22,34.15697674418605
2023-10-23,49.186046511627914
2023-10-24,45.08720930232559
2023-10-25,42.3546511627907
2023-10-26,45.08720930232559
2023-10-27,34.15697674418605
2023-10-28,30.058139534883725
2023-10-29,31.424418604651166
2023-10-30,40.98837209302326
2023-10-31,49.186046511627914
2023-11-01,49.869186046511636
2023-11-02,43.720930232558146
2023-11-03,42.3546511627907
2023-11-04,33.47383720930233
2023-11-05,34.15697674418605
2023-11-06,47.81976744186047
2023-11-07,59.43313953488373
2023-11-08,48.50290697674419
2023-11-09,51.23546511627908
2023-11-10,41.67151162790698
2023-11-11,38.9389534883721
2023-11-12,38.25581395348838
2023-11-13,46.453488372093034
2023-11-14,48.50290697674419
2023-11-15,43.720930232558146
2023-11-16,45.77034883720931
2023-11-17,46.453488372093034
2023-11-18,40.98837209302326
2023-11-19,36.20639534883721
2023-11-20,42.3546511627907
2023-11-21,42.3546511627907
2023-11-22,35.5232558139535
2023-11-23,36.889534883720934
2023-11-24,30.058139534883725
2023-11-25,34.15697674418605
2023-11-26,34.840116279069775
2023-11-27,53.96802325581396
2023-11-28,45.08720930232559
2023-11-29,47.13662790697675
2023-11-30,45.77034883720931
2023-12-01,46.453488372093034
2023-12-02,38.9389534883721
2023-12-03,32.79069767441861
2023-12-04,46.453488372093034
2023-12-05,41.67151162790698
2023-12-06,49.869186046511636
2023-12-07,46.453488372093034
2023-12-08,47.13662790697675
2023-12-09,44.40406976744187
2023-12-10,41.67151162790698
2023-12-11,46.453488372093034
2023-12-12,52.60174418604652
2023-12-13,48.50290697674419
2023-12-14,44.40406976744187
2023-12-15,39.62209302325582
2023-12-16,43.037790697674424
2023-12-17,37.572674418604656
2023-12-18,41.67151162790698
2023-12-19,38.25581395348838
2023-12-20,51.918604651162795
2023-12-21,49.869186046511636
2023-12-22,45.99806201550389
2023-12-23,33.47383720930233
2023-12-24,38.255813953488385
2023-12-25,38.255813953488385
2023-12-26,38.255813953488385
2023-12-27,34.2139050387597
2023-12-28,37.85731589147288
2023-12-29,40.47601744186048
2023-12-30,35.29554263565892
2023-12-31,43.77785852713179
2024-01-01,36.035610465116285
2024-01-02,36.77567829457365
2024-01-03,45.599563953488385
2024-01-04,41.21608527131784
2024-01-05,40.07751937984497
2024-01-06,42.297722868217065
2024-01-07,37.51574612403101
2024-01-08,43.037790697674424
2024-01-09,51.1216085271318
2024-01-10,47.079699612403104
2024-01-11,39.337451550387605
2024-01-12,46.339631782945744
2024-01-13,38.255813953488385
2024-01-14,40.47601744186048
2024-01-15,43.77785852713179
2024-01-16,43.77785852713179
2024-01-17,54.42344961240311
2024-01-18,58.4653585271318
2024-01-19,52.60174418604652
2024-01-20,52.601744186046524
2024-01-21,37.458817829457374
2024-01-22,51.80474806201552
2024-01-23,51.00775193798451
2024-01-24,54.19573643410854
2024-01-25,53.398740310077535
2024-01-26,45.42877906976745
2024-01-27,44.63178294573645
2024-01-28,38.255813953488385
2024-01-29,47.022771317829466
2024-01-30,54.19573643410854
2024-01-31,45.42877906976745
2024-02-01,49.41375968992249
2024-02-02,47.81976744186048
2024-02-03,38.255813953488385
2024-02-04,39.05281007751939
2024-02-05,51.00775193798451
2024-02-06,53.398740310077535
2024-02-07,46.22577519379846
2024-02-08,54.19573643410854
2024-02-09,48.61676356589148
2024-02-10,39.8498062015504
2024-02-11,40.646802325581405
2024-02-12,47.022771317829466
2024-02-13,51.80474806201552
2024-02-14,53.398740310077535
2024-02-15,51.80474806201552
2024-02-16,51.80474806201552
2024-02-17,43.834786821705436
2024-02-18,50.2107558139535
2024-02-19,42.24079457364342
2024-02-20,51.80474806201552
2024-02-21,43.03779069767443
2024-02-22,51.80474806201552
2024-02-23,51.80474806201552
2024-02-24,44.63178294573645
2024-02-25,41.443798449612416
2024-02-26,50.2107558139535
2024-02-27,50.2107558139535
2024-02-28,43.834786821705436
2024-02-29,49.41375968992249
2024-03-01,45.42877906976745
2024-03-02,41.443798449612416
2024-03-03,39.05281007751939
2024-03-04,51.00775193798451
2024-03-05,52.601744186046524
2024-03-06,45.42877906976745
2024-03-07,43.834786821705436
2024-03-08,46.22577519379846
2024-03-09,40.646802325581405
2024-03-10,39.8498062015504
2024-03-11,43.834786821705436
2024-03-12,47.81976744186048
2024-03-13,48.61676356589148
2024-03-14,49.41375968992249
2024-03-15,43.834786821705436
2024-03-16,35.06782945736435
2024-03-17,31.879844961240316
2024-03-18,45.42877906976745
2024-03-19,62.96269379844963
2024-03-20,58.977713178294586
2024-03-21,47.022771317829466
2024-03-22,52.601744186046524
2024-03-23,35.06782945736435
2024-03-24,44.63178294573645
2024-03-25,37.458817829457374
2024-03-26,47.022771317829466
2024-03-27,47.81976744186048
2024-03-28,50.2107558139535
2024-03-29,43.03779069767443
2024-03-30,39.8498062015504
2024-03-31,43.03779069767443
2024-04-01,55.789728682170555
2024-04-02,51.00775193798451
2024-04-03,54.19573643410854
2024-04-04,47.81976744186048
2024-04-05,42.24079457364342
2024-04-06,39.8498062015504
2024-04-07,32.67684108527133
2024-04-08,39.05281007751939
2024-04-09,46.22577519379846
2024-04-10,42.24079457364342
2024-04-11,50.2107558139535
2024-04-12,44.63178294573645
2024-04-13,31.08284883720931
2024-04-14,40.646802325581405
2024-04-15,44.63178294573645
2024-04-16,55.789728682170555
2024-04-17,51.80474806201552
2024-04-18,54.19573643410854
2024-04-19,48.61676356589148
2024-04-20,48.61676356589148
2024-04-21,43.834786821705436
2024-04-22,54.99273255813955
2024-04-23,60.5717054263566
2024-04-24,61.36870155038761
2024-04-25,61.36870155038761
2024-04-26,45.42877906976745
2024-04-27,42.24079457364342
2024-04-28,46.22577519379846
2024-04-29,52.601744186046524
2024-04-30,46.22577519379846
2024-05-01,51.80474806201552
2024-05-02,51.80474806201552
2024-05-03,47.022771317829466
2024-05-04,51.80474806201552
2024-05-05,45.42877906976745
2024-05-06,51.00775193798451
2024-05-07,51.00775193798451
2024-05-08,48.61676356589148
2024-05-09,47.022771317829466
2024-05-10,49.41375968992249
2024-05-11,39.05281007751939
2024-05-12,37.458817829457374
2024-05-13,52.601744186046524
2024-05-14,57.38372093023257
2024-05-15,55.789728682170555
2024-05-16,57.38372093023257
2024-05-17,56.586724806201566
2024-05-18,41.443798449612416
2024-05-19,46.22577519379846
2024-05-20,68.54166666666669
2024-05-21,79.6996124031008
2024-05-22,66.94767441860466
2024-05-23,65.35368217054265
2024-05-24,54.19573643410854
2024-05-25,48.61676356589148
2024-05-26,49.41375968992249
2024-05-27,43.03779069767443
2024-05-28,51.00775193798451
2024-05-29,51.00775193798451
2024-05-30,44.63178294573645
2024-05-31,51.00775193798451
2024-06-01,43.834786821705436
2024-06-02,43.03779069767443
2024-06-03,44.63178294573645
2024-06-04,45.42877906976745
2024-06-05,48.61676356589148
2024-06-06,49.41375968992249
2024-06-07,43.03779069767443
2024-06-08,39.8498062015504
2024-06-09,33.47383720930233
2024-06-10,50.2107558139535
2024-06-11,46.22577519379846
2024-06-12,43.834786821705436
2024-06-13,46.22577519379846
2024-06-14,51.00775193798451
2024-06-15,33.47383720930233
2024-06-16,35.86482558139536
2024-06-17,47.81976744186048
2024-06-18,53.398740310077535
2024-06-19,43.834786821705436
2024-06-20,48.61676356589148
2024-06-21,42.24079457364342
2024-06-22,47.022771317829466
2024-06-23,35.86482558139536
2024-06-24,43.03779069767443
2024-06-25,51.00775193798451
2024-06-26,47.81976744186048
2024-06-27,51.00775193798451
2024-06-28,43.03779069767443
2024-06-29,36.66182170542636
2024-06-30,31.08284883720931
2024-07-01,41.443798449612416
2024-07-02,43.03779069767443
2024-07-03,41.443798449612416
2024-07-04,34.27083333333334
2024-07-05,39.05281007751939
2024-07-06,43.834786821705436
2024-07-07,36.66182170542636
2024-07-08,57.38372093023257
2024-07-09,53.398740310077535
2024-07-10,52.601744186046524
2024-07-11,47.022771317829466
2024-07-12,47.81976744186048
2024-07-13,33.47383720930233
2024-07-14,34.27083333333334
2024-07-15,42.24079457364342
2024-07-16,40.646802325581405
2024-07-17,40.646802325581405
2024-07-18,45.42877906976745
2024-07-19,51.80474806201552
2024-07-20,41.443798449612416
2024-07-21,38.255813953488385
2024-07-22,50.2107558139535
2024-07-23,49.41375968992249
2024-07-24,50.2107558139535
2024-07-25,52.601744186046524
2024-07-26,47.022771317829466
2024-07-27,40.646802325581405
2024-07-28,41.443798449612416
2024-07-29,54.19573643410854
2024-07-30,51.00775193798451
2024-07-31,59.7747093023256
2024-08-01,50.2107558139535
2024-08-02,49.41375968992249
2024-08-03,33.47383720930233
2024-08-04,37.458817829457374
2024-08-05,47.022771317829466
2024-08-06,51.80474806201552
2024-08-07,52.601744186046524
2024-08-08,44.63178294573645
2024-08-09,39.05281007751939
2024-08-10,44.63178294573645
2024-08-11,30.2858527131783
2024-08-12,46.22577519379846
2024-08-13,51.80474806201552
2024-08-14,53.398740310077535
2024-08-15,47.022771317829466
2024-08-16,46.22577519379846
2024-08-17,39.8498062015504
2024-08-18,37.55844234496125
2024-08-19,52.80099321705428
2024-08-20,47.22202034883722
2024-08-21,46.126150678294586
2024-08-22,48.716388081395365
2024-08-23,44.63178294573645
2024-08-24,34.56970687984497
2024-08-25,30.88359980620156
2024-08-26,45.72765261627908
2024-08-27,47.22202034883722
2024-08-28,44.63178294573645
2024-08-29,53.19949127906978
2024-08-30,45.72765261627908
2024-08-31,41.64304748062017
2024-09-01,36.46257267441861
2024-09-02,34.96820494186048
2024-09-03,44.63178294573645
2024-09-04,50.2107558139535
2024-09-05,48.716388081395365
2024-09-06,48.716388081395365
2024-09-07,40.14867974806202
2024-09-08,33.47383720930233
2024-09-09,46.126150678294586
2024-09-10,54.69385901162792
2024-09-11,57.284096414728694
2024-09-12,54.69385901162792
2024-09-13,49.11488614341087
2024-09-14,40.14867974806202
2024-09-15,40.14867974806202
2024-09-16,51.60549903100777
2024-09-17,47.42126937984497
2024-09-18,54.39498546511629
2024-09-19,53.00024224806203
2024-09-20,53.00024224806203
2024-09-21,41.84229651162792
2024-09-22,40.44755329457365
2024-09-23,50.210755813953504
2024-09-24,55.78972868217056
2024-09-25,57.184471899224825
2024-09-26,53.00024224806203
2024-09-27,51.60549903100777
2024-09-28,37.65806686046513
2024-09-29,34.8685804263566
2024-09-30,44.63178294573645
2024-10-01,47.42126937984497
2024-10-02,44.63178294573645
2024-10-03,92.05305232558142
2024-10-04,61.36870155038761
2024-10-05,44.63178294573645
2024-10-06,40.44755329457365
2024-10-07,54.39498546511629
2024-10-08,54.39498546511629
2024-10-09,51.60549903100777
2024-10-10,53.00024224806203
2024-10-11,47.42126937984497
2024-10-12,46.02652616279071
2024-10-13,44.63178294573645
2024-10-14,53.00024224806203
2024-10-15,57.184471899224825
2024-10-16,51.60549903100777
2024-10-17,55.78972868217056
2024-10-18,53.00024224806203
2024-10-19,50.210755813953504
2024-10-20,47.42126937984497
2024-10-21,55.78972868217056
2024-10-22,57.184471899224825
2024-10-23,58.57921511627909
2024-10-24,57.184471899224825
2024-10-25,53.00024224806203
2024-10-26,39.05281007751939
2024-10-27,44.63178294573645
2024-10-28,48.81601259689924
2024-10-29,50.210755813953504
2024-10-30,58.57921511627909
2024-10-31,51.60549903100777
2024-11-01,48.81601259689924
2024-11-02,50.210755813953504
2024-11-03,40.44755329457365
2024-11-04,55.78972868217056
2024-11-05,55.78972868217056
2024-11-06,53.00024224806203
2024-11-07,59.97395833333335
2024-11-08,62.763444767441875
2024-11-09,41.84229651162792
2024-11-10,46.02652616279071
2024-11-11,65.55293120155041
2024-11-12,68.34241763565893
2024-11-13,85.0793362403101
2024-11-14,73.92139050387598
2024-11-15,61.36870155038761
2024-11-16,65.55293120155041
2024-11-17,53.00024224806203
2024-11-18,82.28984980620157
2024-11-19,79.50036337209305
2024-11-20,61.36870155038761
2024-11-21,54.39498546511629
2024-11-22,68.34241763565893
2024-11-23,47.42126937984497
2024-11-24,48.81601259689924
2024-11-25,59.97395833333335
