Time,unemployed
2023-01-08,41.0
2023-01-09,67.0
2023-01-10,83.0
2023-01-11,81.0
2023-01-12,73.0
2023-01-13,75.0
2023-01-14,54.0
2023-01-15,45.0
2023-01-16,53.0
2023-01-17,67.0
2023-01-18,80.0
2023-01-19,78.0
2023-01-20,74.0
2023-01-21,55.0
2023-01-22,50.0
2023-01-23,81.0
2023-01-24,74.0
2023-01-25,85.0
2023-01-26,89.0
2023-01-27,79.0
2023-01-28,51.0
2023-01-29,51.0
2023-01-30,79.0
2023-01-31,86.0
2023-02-01,94.0
2023-02-02,77.0
2023-02-03,86.0
2023-02-04,57.0
2023-02-05,48.0
2023-02-06,89.0
2023-02-07,88.0
2023-02-08,80.0
2023-02-09,92.0
2023-02-10,85.0
2023-02-11,62.0
2023-02-12,49.0
2023-02-13,79.0
2023-02-14,84.0
2023-02-15,83.0
2023-02-16,85.0
2023-02-17,79.0
2023-02-18,48.0
2023-02-19,52.0
2023-02-20,73.0
2023-02-21,79.0
2023-02-22,81.0
2023-02-23,84.0
2023-02-24,90.0
2023-02-25,50.0
2023-02-26,57.0
2023-02-27,93.0
2023-02-28,83.0
2023-03-01,89.0
2023-03-02,95.0
2023-03-03,88.0
2023-03-04,56.0
2023-03-05,61.0
2023-03-06,100.0
2023-03-07,91.0
2023-03-08,88.0
2023-03-09,91.0
2023-03-10,78.0
2023-03-11,47.0
2023-03-12,59.0
2023-03-13,85.0
2023-03-14,77.0
2023-03-15,69.0
2023-03-16,71.0
2023-03-17,64.0
2023-03-18,36.0
2023-03-19,61.0
2023-03-20,83.0
2023-03-21,83.0
2023-03-22,91.0
2023-03-23,91.0
2023-03-24,75.0
2023-03-25,53.0
2023-03-26,60.0
2023-03-27,94.0
2023-03-28,91.0
2023-03-29,89.0
2023-03-30,83.0
2023-03-31,88.0
2023-04-01,49.0
2023-04-02,58.0
2023-04-03,93.0
2023-04-04,88.0
2023-04-05,76.0
2023-04-06,72.0
2023-04-07,66.0
2023-04-08,57.0
2023-04-09,42.0
2023-04-10,81.0
2023-04-11,86.0
2023-04-12,82.0
2023-04-13,86.0
2023-04-14,84.0
2023-04-15,57.0
2023-04-16,54.0
2023-04-17,89.0
2023-04-18,88.0
2023-04-19,85.0
2023-04-20,84.0
2023-04-21,67.0
2023-04-22,54.0
2023-04-23,50.0
2023-04-24,79.0
2023-04-25,81.0
2023-04-26,85.36363636363636
2023-04-27,86.88636363636363
2023-04-28,70.02272727272728
2023-04-29,51.11363636363636
2023-04-30,51.11363636363636
2023-05-01,99.1590909090909
2023-05-02,89.45454545454545
2023-05-03,86.38636363636363
2023-05-04,84.8409090909091
2023-05-05,64.9090909090909
2023-05-06,34.75
2023-05-07,43.95454545454545
2023-05-08,79.72727272727272
2023-05-09,80.25
2023-05-10,73.0909090909091
2023-05-11,67.97727272727272
2023-05-12,58.77272727272727
2023-05-13,51.11363636363636
2023-05-14,44.97727272727273
2023-05-15,62.86363636363636
2023-05-16,71.04545454545455
2023-05-17,72.06818181818181
2023-05-18,69.0
2023-05-19,57.25
2023-05-20,46.0
2023-05-21,39.86363636363636
2023-05-22,69.0
2023-05-23,71.04545454545455
2023-05-24,61.84090909090909
2023-05-25,66.9090909090909
2023-05-26,53.31818181818181
2023-05-27,34.5
2023-05-28,42.86363636363636
2023-05-29,50.18181818181818
2023-05-30,51.22727272727273
2023-05-31,56.45454545454545
2023-06-01,63.77272727272727
2023-06-02,61.68181818181818
2023-06-03,51.22727272727273
2023-06-04,48.090909090909086
2023-06-05,59.590909090909086
2023-06-06,56.45454545454545
2023-06-07,71.0909090909091
2023-06-08,66.9090909090909
2023-06-09,46.0
2023-06-10,47.04545454545455
2023-06-11,41.81818181818181
2023-06-12,53.31818181818181
2023-06-13,54.36363636363636
2023-06-14,63.77272727272727
2023-06-15,61.68181818181818
2023-06-16,54.36363636363636
2023-06-17,35.54545454545455
2023-06-18,43.90909090909091
2023-06-19,55.40909090909091
2023-06-20,57.5
2023-06-21,58.54545454545455
2023-06-22,57.5
2023-06-23,61.68181818181818
2023-06-24,54.36363636363636
2023-06-25,42.86363636363636
2023-06-26,63.77272727272727
2023-06-27,67.95454545454545
2023-06-28,57.5
2023-06-29,58.54545454545455
2023-06-30,62.72727272727273
2023-07-01,53.31818181818181
2023-07-02,54.36363636363636
2023-07-03,58.54545454545455
2023-07-04,40.77272727272727
2023-07-05,51.22727272727273
2023-07-06,61.68181818181818
2023-07-07,66.9090909090909
2023-07-08,52.27272727272727
2023-07-09,44.95454545454545
2023-07-10,61.68181818181818
2023-07-11,60.63636363636363
2023-07-12,67.95454545454545
2023-07-13,69.0
2023-07-14,66.9090909090909
2023-07-15,42.86363636363636
2023-07-16,46.0
2023-07-17,61.68181818181818
2023-07-18,64.81818181818181
2023-07-19,61.68181818181818
2023-07-20,56.45454545454545
2023-07-21,60.63636363636363
2023-07-22,47.04545454545455
2023-07-23,53.31818181818181
2023-07-24,73.18181818181817
2023-07-25,58.54545454545455
2023-07-26,76.31818181818181
2023-07-27,71.0909090909091
2023-07-28,55.40909090909091
2023-07-29,44.95454545454545
2023-07-30,46.0
2023-07-31,61.68181818181818
2023-08-01,56.45454545454545
2023-08-02,62.72727272727273
2023-08-03,66.9090909090909
2023-08-04,61.68181818181818
2023-08-05,55.40909090909091
2023-08-06,44.95454545454545
2023-08-07,64.81818181818181
2023-08-08,54.36363636363636
2023-08-09,59.590909090909086
2023-08-10,54.36363636363636
2023-08-11,60.63636363636363
2023-08-12,54.36363636363636
2023-08-13,40.77272727272727
2023-08-14,56.45454545454545
2023-08-15,71.0909090909091
2023-08-16,59.590909090909086
2023-08-17,56.45454545454545
2023-08-18,53.31818181818181
2023-08-19,36.590909090909086
2023-08-20,41.81818181818181
2023-08-21,62.72727272727273
2023-08-22,71.0909090909091
2023-08-23,76.31818181818181
2023-08-24,62.72727272727273
2023-08-25,56.45454545454545
2023-08-26,49.13636363636363
2023-08-27,44.95454545454545
2023-08-28,70.04545454545455
2023-08-29,77.36363636363636
2023-08-30,70.04545454545455
2023-08-31,77.36363636363636
2023-09-01,59.590909090909086
2023-09-02,52.27272727272727
2023-09-03,43.90909090909091
2023-09-04,53.31818181818181
2023-09-05,74.22727272727272
2023-09-06,66.9090909090909
2023-09-07,69.0
2023-09-08,59.590909090909086
2023-09-09,47.04545454545455
2023-09-10,47.04545454545455
2023-09-11,70.04545454545455
2023-09-12,76.31818181818181
2023-09-13,77.36363636363636
2023-09-14,77.36363636363636
2023-09-15,70.04545454545455
2023-09-16,50.18181818181818
2023-09-17,59.590909090909086
2023-09-18,80.5
2023-09-19,83.63636363636363
2023-09-20,78.4090909090909
2023-09-21,90.95454545454545
2023-09-22,65.86363636363636
2023-09-23,54.36363636363636
2023-09-24,49.13636363636363
2023-09-25,81.54545454545455
2023-09-26,83.63636363636363
2023-09-27,84.68181818181817
2023-09-28,87.81818181818181
2023-09-29,74.22727272727272
2023-09-30,55.40909090909091
2023-10-01,66.9090909090909
2023-10-02,78.4090909090909
2023-10-03,95.13636363636363
2023-10-04,84.68181818181817
2023-10-05,85.72727272727272
2023-10-06,75.27272727272727
2023-10-07,53.31818181818181
2023-10-08,50.18181818181818
2023-10-09,89.9090909090909
2023-10-10,83.63636363636363
2023-10-11,82.5909090909091
2023-10-12,95.13636363636363
2023-10-13,67.95454545454545
2023-10-14,53.31818181818181
2023-10-15,59.590909090909086
2023-10-16,89.9090909090909
2023-10-17,89.9090909090909
2023-10-18,80.5
2023-10-19,88.86363636363636
2023-10-20,77.36363636363636
2023-10-21,53.31818181818181
2023-10-22,49.13636363636363
2023-10-23,97.22727272727272
2023-10-24,89.9090909090909
2023-10-25,86.77272727272727
2023-10-26,88.86363636363636
2023-10-27,76.31818181818181
2023-10-28,44.95454545454545
2023-10-29,52.27272727272727
2023-10-30,92.0
2023-10-31,93.04545454545455
2023-11-01,94.0909090909091
2023-11-02,85.72727272727272
2023-11-03,81.54545454545455
2023-11-04,52.27272727272727
2023-11-05,56.45454545454545
2023-11-06,94.0909090909091
2023-11-07,80.5
2023-11-08,98.27272727272727
2023-11-09,80.5
2023-11-10,74.22727272727272
2023-11-11,58.54545454545455
2023-11-12,61.68181818181818
2023-11-13,104.54545454545455
2023-11-14,100.36363636363636
2023-11-15,96.18181818181817
2023-11-16,86.77272727272727
2023-11-17,77.36363636363636
2023-11-18,57.5
2023-11-19,56.45454545454545
2023-11-20,74.22727272727272
2023-11-21,72.13636363636364
2023-11-22,58.54545454545455
2023-11-23,39.72727272727273
2023-11-24,38.68181818181818
2023-11-25,40.77272727272727
2023-11-26,52.27272727272727
2023-11-27,86.77272727272727
2023-11-28,96.18181818181817
2023-11-29,79.45454545454545
2023-11-30,86.77272727272727
2023-12-01,89.9090909090909
2023-12-02,48.090909090909086
2023-12-03,63.77272727272727
2023-12-04,94.0909090909091
2023-12-05,96.18181818181817
2023-12-06,96.18181818181817
2023-12-07,97.22727272727272
2023-12-08,89.9090909090909
2023-12-09,50.18181818181818
2023-12-10,48.090909090909086
2023-12-11,89.9090909090909
2023-12-12,87.81818181818181
2023-12-13,89.9090909090909
2023-12-14,99.31818181818181
2023-12-15,81.54545454545455
2023-12-16,43.90909090909091
2023-12-17,40.77272727272727
2023-12-18,66.9090909090909
2023-12-19,69.0
2023-12-20,70.04545454545455
2023-12-21,58.54545454545455
2023-12-22,55.50413223140495
2023-12-23,45.857438016528924
2023-12-24,32.88429752066116
2023-12-25,27.18181818181818
2023-12-26,51.5599173553719
2023-12-27,56.02685950413223
2023-12-28,56.02685950413223
2023-12-29,41.29545454545455
2023-12-30,50.4194214876033
2023-12-31,50.4194214876033
2024-01-01,49.80165289256198
2024-01-02,67.95454545454545
2024-01-03,71.89876033057851
2024-01-04,72.51652892561984
2024-01-05,63.392561983471076
2024-01-06,55.50413223140495
2024-01-07,48.138429752066116
2024-01-08,71.37603305785123
2024-01-09,83.2086776859504
2024-01-10,93.99586776859505
2024-01-11,96.27685950413223
2024-01-12,65.67355371900825
2024-01-13,57.78512396694215
2024-01-14,45.857438016528924
2024-01-15,70.23553719008265
2024-01-16,88.9111570247934
2024-01-17,79.26446280991735
2024-01-18,93.47314049586777
2024-01-19,86.6301652892562
2024-01-20,59.30578512396694
2024-01-21,65.48347107438016
2024-01-22,92.66528925619835
2024-01-23,100.07851239669421
2024-01-24,102.5495867768595
2024-01-25,91.4297520661157
2024-01-26,93.90082644628099
2024-01-27,64.24793388429752
2024-01-28,61.77685950413223
2024-01-29,97.60743801652893
2024-01-30,101.31404958677686
2024-01-31,100.07851239669421
2024-02-01,106.25619834710744
2024-02-02,98.84297520661157
2024-02-03,81.54545454545455
2024-02-04,77.83884297520662
2024-02-05,97.60743801652893
2024-02-06,88.95867768595042
2024-02-07,98.84297520661157
2024-02-08,96.37190082644628
2024-02-09,95.13636363636364
2024-02-10,64.24793388429752
2024-02-11,60.54132231404959
2024-02-12,103.78512396694215
2024-02-13,101.31404958677686
2024-02-14,96.37190082644628
2024-02-15,95.13636363636364
2024-02-16,84.01652892561984
2024-02-17,56.83471074380165
2024-02-18,60.54132231404959
2024-02-19,91.4297520661157
2024-02-20,96.37190082644628
2024-02-21,101.31404958677686
2024-02-22,98.84297520661157
2024-02-23,93.90082644628099
2024-02-24,64.24793388429752
2024-02-25,72.89669421487604
2024-02-26,123.55371900826447
2024-02-27,105.02066115702479
2024-02-28,98.84297520661157
2024-02-29,101.31404958677686
2024-03-01,97.60743801652893
2024-03-02,61.77685950413223
2024-03-03,70.42561983471074
2024-03-04,103.78512396694215
2024-03-05,109.96280991735537
2024-03-06,97.60743801652893
2024-03-07,92.66528925619835
2024-03-08,97.60743801652893
2024-03-09,60.54132231404959
2024-03-10,49.421487603305785
2024-03-11,105.02066115702479
2024-03-12,95.13636363636364
2024-03-13,91.4297520661157
2024-03-14,91.4297520661157
2024-03-15,74.13223140495867
2024-03-16,63.01239669421488
2024-03-17,76.60330578512396
2024-03-18,112.43388429752066
2024-03-19,90.19421487603306
2024-03-20,101.31404958677686
2024-03-21,84.01652892561984
2024-03-22,90.19421487603306
2024-03-23,53.12809917355372
2024-03-24,61.77685950413223
2024-03-25,98.84297520661157
2024-03-26,97.60743801652893
2024-03-27,86.48760330578513
2024-03-28,87.72314049586777
2024-03-29,77.83884297520662
2024-03-30,54.36363636363636
2024-03-31,56.83471074380165
2024-04-01,96.37190082644628
2024-04-02,95.13636363636364
2024-04-03,107.49173553719008
2024-04-04,85.25206611570248
2024-04-05,76.60330578512396
2024-04-06,65.48347107438016
2024-04-07,53.12809917355372
2024-04-08,77.83884297520662
2024-04-09,100.07851239669421
2024-04-10,91.4297520661157
2024-04-11,106.25619834710744
2024-04-12,96.37190082644628
2024-04-13,66.71900826446281
2024-04-14,85.25206611570248
2024-04-15,116.14049586776859
2024-04-16,103.78512396694215
2024-04-17,93.90082644628099
2024-04-18,80.3099173553719
2024-04-19,82.78099173553719
2024-04-20,59.30578512396694
2024-04-21,63.01239669421488
2024-04-22,87.72314049586777
2024-04-23,98.84297520661157
2024-04-24,90.19421487603306
2024-04-25,77.83884297520662
2024-04-26,79.07438016528926
2024-04-27,46.950413223140494
2024-04-28,58.070247933884296
2024-04-29,84.01652892561984
2024-04-30,91.4297520661157
2024-05-01,91.4297520661157
2024-05-02,87.72314049586777
2024-05-03,76.60330578512396
2024-05-04,56.83471074380165
2024-05-05,50.65702479338843
2024-05-06,91.4297520661157
2024-05-07,88.95867768595042
2024-05-08,77.83884297520662
2024-05-09,86.48760330578513
2024-05-10,76.60330578512396
2024-05-11,58.070247933884296
2024-05-12,45.71487603305785
2024-05-13,80.3099173553719
2024-05-14,77.83884297520662
2024-05-15,74.13223140495867
2024-05-16,65.48347107438016
2024-05-17,64.24793388429752
2024-05-18,51.892561983471076
2024-05-19,49.421487603305785
2024-05-20,76.60330578512396
2024-05-21,76.60330578512396
2024-05-22,67.95454545454545
2024-05-23,76.60330578512396
2024-05-24,59.30578512396694
2024-05-25,40.77272727272727
2024-05-26,54.36363636363636
2024-05-27,46.950413223140494
2024-05-28,72.89669421487604
2024-05-29,61.77685950413223
2024-05-30,72.89669421487604
2024-05-31,69.19008264462809
2024-06-01,59.30578512396694
2024-06-02,55.599173553719005
2024-06-03,67.95454545454545
2024-06-04,69.19008264462809
2024-06-05,77.83884297520662
2024-06-06,69.19008264462809
2024-06-07,74.13223140495867
2024-06-08,45.71487603305785
2024-06-09,59.30578512396694
2024-06-10,79.07438016528926
2024-06-11,64.24793388429752
2024-06-12,66.71900826446281
2024-06-13,74.13223140495867
2024-06-14,63.01239669421488
2024-06-15,50.65702479338843
2024-06-16,43.243801652892564
2024-06-17,64.24793388429752
2024-06-18,74.13223140495867
2024-06-19,54.36363636363636
2024-06-20,66.71900826446281
2024-06-21,65.48347107438016
2024-06-22,50.65702479338843
2024-06-23,49.421487603305785
2024-06-24,74.13223140495867
2024-06-25,69.19008264462809
2024-06-26,64.24793388429752
2024-06-27,70.42561983471074
2024-06-28,66.71900826446281
2024-06-29,66.71900826446281
2024-06-30,45.71487603305785
2024-07-01,70.42561983471074
2024-07-02,60.54132231404959
2024-07-03,61.77685950413223
2024-07-04,53.12809917355372
2024-07-05,43.243801652892564
2024-07-06,37.06611570247934
2024-07-07,43.243801652892564
2024-07-08,69.19008264462809
2024-07-09,81.54545454545455
2024-07-10,72.89669421487604
2024-07-11,61.77685950413223
2024-07-12,65.48347107438016
2024-07-13,51.892561983471076
2024-07-14,40.77272727272727
2024-07-15,60.54132231404959
2024-07-16,71.66115702479338
2024-07-17,63.01239669421488
2024-07-18,70.42561983471074
2024-07-19,72.89669421487604
2024-07-20,51.892561983471076
2024-07-21,45.71487603305785
2024-07-22,64.24793388429752
2024-07-23,69.19008264462809
2024-07-24,63.01239669421488
2024-07-25,65.48347107438016
2024-07-26,64.24793388429752
2024-07-27,33.35950413223141
2024-07-28,55.599173553719005
2024-07-29,54.36363636363636
2024-07-30,59.30578512396694
2024-07-31,72.89669421487604
2024-08-01,63.01239669421488
2024-08-02,55.599173553719005
2024-08-03,53.12809917355372
2024-08-04,48.18595041322314
2024-08-05,64.24793388429752
2024-08-06,71.66115702479338
2024-08-07,74.13223140495867
2024-08-08,59.30578512396694
2024-08-09,63.01239669421488
2024-08-10,49.421487603305785
2024-08-11,46.950413223140494
2024-08-12,60.54132231404959
2024-08-13,67.95454545454545
2024-08-14,59.30578512396694
2024-08-15,65.48347107438016
2024-08-16,53.12809917355372
2024-08-17,46.950413223140494
2024-08-18,54.171216637312014
2024-08-19,59.275403061915725
2024-08-20,61.82749627421758
2024-08-21,66.27340468771169
2024-08-22,73.92968432461726
2024-08-23,63.10354288036851
2024-08-24,47.17321501151605
2024-08-25,75.2057309307682
2024-08-26,81.58596396152282
2024-08-27,70.75982251727407
2024-08-28,80.3099173553719
2024-08-29,68.20772930497222
2024-08-30,71.3775911123154
2024-08-31,49.0670302127083
2024-09-01,40.79298198076141
2024-09-02,45.89716840536512
2024-09-03,64.37958948651945
2024-09-04,73.31191572957593
2024-09-05,73.92968432461726
2024-09-06,62.44526486925891
2024-09-07,51.00135482996884
2024-09-08,55.44726324346294
2024-09-09,77.75782414307005
2024-09-10,85.41410377997562
2024-09-11,85.41410377997562
2024-09-12,79.03387074922097
2024-09-13,84.13805717382468
2024-09-14,54.171216637312014
2024-09-15,63.721311475409834
2024-09-16,80.3099173553719
2024-09-17,98.74170166644086
2024-09-18,76.36024928871426
2024-09-19,78.99336133315269
2024-09-20,81.62647337759111
2024-09-21,64.51124508874136
2024-09-22,52.66224088876846
2024-09-23,78.99336133315269
2024-09-24,85.57614144424875
2024-09-25,73.72713724427584
2024-09-26,80.3099173553719
2024-09-27,76.36024928871426
2024-09-28,57.928464977645305
2024-09-29,63.194689066522145
2024-09-30,81.62647337759111
2024-10-01,89.52580951090637
2024-10-02,89.52580951090637
2024-10-03,101.37481371087928
2024-10-04,80.3099173553719
2024-10-05,59.245020999864515
2024-10-06,56.61190895542609
2024-10-07,92.1589215553448
2024-10-08,75.04369326649505
2024-10-09,81.62647337759111
2024-10-10,68.460913155399
2024-10-11,82.94302939981031
2024-10-12,63.194689066522145
2024-10-13,56.61190895542609
2024-10-14,89.52580951090637
2024-10-15,90.84236553312559
2024-10-16,77.67680531093347
2024-10-17,92.1589215553448
2024-10-18,84.25958542202953
2024-10-19,48.71257282211082
2024-10-20,53.97879691098767
2024-10-21,89.52580951090637
2024-10-22,93.475477577564
2024-10-23,94.79203359978322
2024-10-24,90.84236553312559
2024-10-25,82.94302939981031
2024-10-26,55.29535293320688
2024-10-27,68.460913155399
2024-10-28,98.74170166644086
2024-10-29,89.52580951090637
2024-10-30,94.79203359978322
2024-10-31,78.99336133315269
2024-11-01,78.99336133315269
2024-11-02,61.878133044302935
2024-11-03,71.09402519983742
2024-11-04,97.42514564422164
2024-11-05,85.57614144424875
2024-11-06,68.460913155399
2024-11-07,111.90726188863297
2024-11-08,82.94302939981031
2024-11-09,75.04369326649505
2024-11-10,46.0794607776724
2024-11-11,86.89269746646795
2024-11-12,93.475477577564
2024-11-13,89.52580951090637
2024-11-14,92.1589215553448
2024-11-15,86.89269746646795
2024-11-16,60.561577022083725
2024-11-17,67.14435713317978
2024-11-18,107.95759382197534
2024-11-19,94.79203359978322
2024-11-20,94.79203359978322
2024-11-21,102.6913697330985
2024-11-22,88.20925348868717
2024-11-23,60.561577022083725
2024-11-24,57.928464977645305
2024-11-25,90.84236553312559
2024-11-26,75.04369326649505
2024-11-27,57.928464977645305
2024-11-28,43.446348733233975
2024-11-29,43.446348733233975
2024-11-30,52.66224088876846
2024-12-01,61.878133044302935
