Time,the_boys
2024-12-31,17.760362350933075
2025-01-01,18.35237442929751
2025-01-02,17.168350272568638
2025-01-03,21.01642878193747
2025-01-04,20.720422742755254
2025-01-05,22.79246501703078
2025-01-06,18.056368390115292
2025-01-07,20.424416703573037
2025-01-08,18.35237442929751
2025-01-09,19.240392546844163
2025-01-10,17.760362350933075
2025-01-11,19.8324046252086
2025-01-12,22.20045293866634
2025-01-13,17.464356311750855
2025-01-14,17.760362350933075
2025-01-15,18.64838046847973
2025-01-16,18.64838046847973
2025-01-17,22.79246501703078
2025-01-18,24.27249521294187
2025-01-19,22.79246501703078
2025-01-20,22.79246501703078
2025-01-21,24.864507291306303
2025-01-22,23.97648917375965
2025-01-23,23.088471056212995
2025-01-24,23.384477095395216
2025-01-25,23.088471056212995
2025-01-26,23.384477095395216
2025-01-27,20.720422742755254
2025-01-28,20.720422742755254
2025-01-29,19.536398586026383
2025-01-30,20.720422742755254
2025-01-31,19.536398586026383
2025-02-01,21.312434821119687
2025-02-02,23.088471056212995
2025-02-03,20.128410664390817
2025-02-04,20.424416703573037
2025-02-05,19.536398586026383
2025-02-06,19.240392546844163
2025-02-07,21.608440860301908
2025-02-08,20.128410664390817
2025-02-09,22.79246501703078
2025-02-10,17.760362350933075
2025-02-11,20.128410664390817
2025-02-12,20.128410664390817
2025-02-13,18.944386507661946
2025-02-14,21.904446899484125
2025-02-15,23.384477095395216
2025-02-16,23.97648917375965
2025-02-17,22.49645897784856
2025-02-18,19.8324046252086
2025-02-19,21.312434821119687
2025-02-20,20.720422742755254
2025-02-21,19.536398586026383
2025-02-22,21.312434821119687
2025-02-23,25.45651936967074
2025-02-24,19.8324046252086
2025-02-25,20.424416703573037
2025-02-26,22.49645897784856
2025-02-27,25.160513330488524
2025-02-28,23.088471056212995
2025-03-01,23.384477095395216
2025-03-02,23.680483134577432
2025-03-03,21.312434821119687
2025-03-04,21.01642878193747
2025-03-05,20.128410664390817
2025-03-06,22.20045293866634
2025-03-07,21.312434821119687
2025-03-08,22.20045293866634
2025-03-09,22.79246501703078
2025-03-10,20.128410664390817
2025-03-11,20.128410664390817
2025-03-12,20.128410664390817
2025-03-13,22.20045293866634
2025-03-14,19.8324046252086
2025-03-15,22.79246501703078
2025-03-16,24.568501252124086
2025-03-17,19.536398586026383
2025-03-18,23.384477095395216
2025-03-19,21.312434821119687
2025-03-20,20.424416703573037
2025-03-21,19.240392546844163
2025-03-22,20.424416703573037
2025-03-23,22.20045293866634
2025-03-24,19.536398586026383
2025-03-25,18.64838046847973
2025-03-26,20.720422742755254
2025-03-27,17.760362350933075
2025-03-28,18.64838046847973
2025-03-29,21.904446899484125
2025-03-30,21.608440860301908
2025-03-31,19.240392546844163
2025-04-01,17.464356311750855
2025-04-02,18.35237442929751
2025-04-03,20.424416703573037
2025-04-04,20.128410664390817
2025-04-05,19.8324046252086
2025-04-06,24.568501252124086
2025-04-07,19.8324046252086
2025-04-08,17.760362350933075
2025-04-09,19.536398586026383
2025-04-10,19.240392546844163
2025-04-11,20.424416703573037
2025-04-12,21.904446899484125
2025-04-13,21.01642878193747
2025-04-14,20.424416703573037
2025-04-15,18.755555068873292
2025-04-16,18.755555068873292
2025-04-17,18.9035580884644
2025-04-18,18.122714571311306
2025-04-19,20.317242103179474
2025-04-20,20.169239083588366
2025-04-21,19.536398586026383
2025-04-22,19.05156110805551
2025-04-23,18.9035580884644
2025-04-24,20.317242103179474
2025-04-25,18.9035580884644
2025-04-26,19.536398586026383
2025-04-27,21.43492007871233
2025-04-28,24.895128605704464
2025-04-29,19.536398586026383
2025-04-30,17.637877093340435
2025-05-01,19.536398586026383
2025-05-02,18.9035580884644
2025-05-03,19.68440160561749
2025-05-04,21.58292309830344
2025-05-05,18.755555068873292
2025-05-06,17.489874073749323
2025-05-07,19.536398586026383
2025-05-08,18.270717590902414
2025-05-09,18.9035580884644
2025-05-10,19.536398586026383
2025-05-11,22.067760576274317
2025-05-12,19.536398586026383
2025-05-13,18.9035580884644
2025-05-14,18.270717590902414
2025-05-15,18.86272966926685
2025-05-16,18.189060752507324
2025-05-17,20.210067502785915
2025-05-18,23.578412086583565
2025-05-19,20.210067502785915
2025-05-20,18.86272966926685
2025-05-21,18.189060752507324
2025-05-22,18.189060752507324
2025-05-23,18.189060752507324
2025-05-24,18.189060752507324
2025-05-25,20.883736419545443
2025-05-26,19.536398586026383
2025-05-27,18.86272966926685
2025-05-28,18.189060752507324
2025-05-29,19.536398586026383
2025-05-30,17.515391835747792
2025-05-31,19.536398586026383
2025-06-01,22.904743169824034
2025-06-02,18.86272966926685
2025-06-03,18.86272966926685
2025-06-04,18.189060752507324
2025-06-05,17.515391835747792
2025-06-06,18.189060752507324
2025-06-07,20.210067502785915
2025-06-08,20.210067502785915
2025-06-09,20.883736419545443
2025-06-10,18.189060752507324
2025-06-11,30.988770170938402
2025-06-12,30.31510125417887
2025-06-13,22.904743169824034
2025-06-14,26.273087753621688
2025-06-15,24.925749920102625
2025-06-16,28.96776342065981
2025-06-17,20.883736419545443
2025-06-18,19.536398586026383
2025-06-19,18.86272966926685
2025-06-20,18.189060752507324
2025-06-21,20.210067502785915
2025-06-22,21.557405336304974
2025-06-23,18.86272966926685
2025-06-24,19.536398586026383
2025-06-25,21.557405336304974
2025-06-26,20.883736419545443
2025-06-27,20.210067502785915
2025-06-28,22.231074253064506
2025-06-29,21.557405336304974
2025-06-30,18.189060752507324
2025-07-01,17.515391835747792
2025-07-02,18.86272966926685
2025-07-03,22.231074253064506
2025-07-04,23.578412086583565
2025-07-05,28.29409450390028
2025-07-06,26.273087753621688
2025-07-07,20.883736419545443
2025-07-08,27.620425587140748
2025-07-09,22.904743169824034
2025-07-10,20.883736419545443
2025-07-11,22.904743169824034
2025-07-12,24.252081003343097
2025-07-13,30.988770170938402
2025-07-14,23.578412086583565
2025-07-15,20.883736419545443
2025-07-16,22.231074253064506
2025-07-17,25.599418836862156
2025-07-18,22.904743169824034
2025-07-19,26.273087753621688
2025-07-20,29.64143233741934
2025-07-21,23.578412086583565
2025-07-22,22.231074253064506
2025-07-23,21.557405336304974
2025-07-24,21.557405336304974
2025-07-25,24.925749920102625
2025-07-26,24.925749920102625
2025-07-27,25.599418836862156
2025-07-28,21.557405336304974
2025-07-29,24.252081003343097
2025-07-30,22.231074253064506
2025-07-31,22.904743169824034
2025-08-01,23.578412086583565
2025-08-02,24.252081003343097
2025-08-03,25.599418836862156
2025-08-04,22.231074253064506
2025-08-05,22.231074253064506
2025-08-06,22.904743169824034
2025-08-07,21.557405336304974
2025-08-08,23.578412086583565
2025-08-09,24.925749920102625
2025-08-10,25.599418836862156
2025-08-11,20.883736419545443
2025-08-12,19.536398586026383
2025-08-13,20.883736419545443
2025-08-14,22.904743169824034
2025-08-15,21.557405336304974
2025-08-16,24.252081003343097
2025-08-17,29.64143233741934
2025-08-18,21.557405336304974
2025-08-19,21.557405336304974
2025-08-20,20.883736419545443
2025-08-21,24.252081003343097
2025-08-22,24.252081003343097
2025-08-23,24.925749920102625
2025-08-24,30.31510125417887
2025-08-25,24.252081003343097
2025-08-26,21.557405336304974
2025-08-27,25.599418836862156
2025-08-28,56.58818900780056
2025-08-29,60.63020250835774
2025-08-30,64.67221600891492
2025-08-31,67.36689167595304
2025-09-01,67.36689167595304
2025-09-02,49.177830923445725
2025-09-03,39.7464660888123
2025-09-04,37.05179042177417
2025-09-05,34.35711475473605
2025-09-06,37.05179042177417
2025-09-07,35.030783671495584
2025-09-08,30.988770170938402
2025-09-09,26.94675667038122
2025-09-10,23.578412086583565
2025-09-11,22.231074253064506
2025-09-12,23.578412086583565
2025-09-13,26.273087753621688
2025-09-14,26.273087753621688
2025-09-15,25.599418836862156
2025-09-16,23.578412086583565
2025-09-17,26.94675667038122
2025-09-18,26.94675667038122
2025-09-19,24.252081003343097
2025-09-20,28.96776342065981
2025-09-21,27.620425587140748
2025-09-22,25.599418836862156
2025-09-23,24.925749920102625
2025-09-24,24.252081003343097
2025-09-25,24.925749920102625
2025-09-26,24.252081003343097
2025-09-27,25.599418836862156
2025-09-28,25.599418836862156
2025-09-29,23.578412086583565
2025-09-30,22.231074253064506
2025-10-01,22.231074253064506
2025-10-02,23.578412086583565
2025-10-03,22.904743169824034
2025-10-04,26.94675667038122
2025-10-05,24.925749920102625
2025-10-06,20.883736419545443
2025-10-07,22.231074253064506
2025-10-08,24.252081003343097
2025-10-09,24.925749920102625
2025-10-10,22.904743169824034
2025-10-11,24.925749920102625
2025-10-12,25.599418836862156
2025-10-13,24.252081003343097
2025-10-14,23.578412086583565
2025-10-15,21.557405336304974
2025-10-16,23.578412086583565
2025-10-17,22.231074253064506
2025-10-18,25.599418836862156
2025-10-19,24.925749920102625
2025-10-20,22.904743169824034
2025-10-21,22.231074253064506
2025-10-22,26.273087753621688
2025-10-23,28.29409450390028
2025-10-24,25.599418836862156
2025-10-25,23.578412086583565
2025-10-26,24.925749920102625
2025-10-27,23.578412086583565
2025-10-28,22.904743169824034
2025-10-29,23.578412086583565
2025-10-30,22.231074253064506
2025-10-31,21.557405336304974
2025-11-01,24.925749920102625
2025-11-02,23.578412086583565
2025-11-03,22.231074253064506
2025-11-04,22.231074253064506
2025-11-05,21.557405336304974
2025-11-06,20.210067502785915
2025-11-07,21.557405336304974
2025-11-08,22.904743169824034
2025-11-09,22.231074253064506
2025-11-10,21.557405336304974
2025-11-11,22.231074253064506
2025-11-12,20.883736419545443
2025-11-13,21.557405336304974
2025-11-14,21.557405336304974
2025-11-15,20.883736419545443
2025-11-16,22.904743169824034
2025-11-17,21.557405336304974
2025-11-18,22.231074253064506
2025-11-19,24.252081003343097
2025-11-20,22.904743169824034
2025-11-21,22.231074253064506
2025-11-22,23.578412086583565
2025-11-23,22.904743169824034
2025-11-24,21.557405336304974
2025-11-25,20.883736419545443
2025-11-26,21.557405336304974
2025-11-27,22.904743169824034
2025-11-28,21.557405336304974
2025-11-29,22.231074253064506
2025-11-30,24.925749920102625
2025-12-01,20.883736419545443
2025-12-02,22.904743169824034
2025-12-03,21.557405336304974
2025-12-04,22.904743169824034
2025-12-05,21.557405336304974
2025-12-06,26.94675667038122
2025-12-07,37.7254593385337
2025-12-08,27.620425587140748
2025-12-09,27.620425587140748
2025-12-10,26.273087753621688
2025-12-11,26.94675667038122
2025-12-12,23.802968392170076
2025-12-13,25.038028072895884
2025-12-14,26.94675667038122
2025-12-15,23.46613393379031
2025-12-16,21.89423979468474
2025-12-17,23.129299475410544
2025-12-18,23.129299475410544
2025-12-19,21.89423979468474
2025-12-20,23.46613393379031
2025-12-21,21.557405336304974
2025-12-22,23.129299475410544
2025-12-23,21.89423979468474
2025-12-24,21.89423979468474
2025-12-25,23.129299475410544
2025-12-26,23.129299475410544
2025-12-27,25.038028072895884
2025-12-28,23.802968392170076
2025-12-29,25.038028072895884
2025-12-30,25.038028072895884
2025-12-31,25.038028072895884
2026-01-01,26.94675667038122
2026-01-02,26.609922212001454
2026-01-03,28.855485267866555
2026-01-04,23.802968392170076
2026-01-05,21.557405336304974
2026-01-06,25.038028072895884
2026-01-07,23.129299475410544
2026-01-08,25.374862531275646
2026-01-09,23.129299475410544
2026-01-10,26.94675667038122
2026-01-11,25.15030622568914
2026-01-12,21.557405336304974
2026-01-13,23.353855780997055
2026-01-14,23.353855780997055
2026-01-15,25.15030622568914
2026-01-16,21.557405336304974
2026-01-17,23.353855780997055
2026-01-18,23.353855780997055
2026-01-19,23.353855780997055
2026-01-20,21.557405336304974
2026-01-21,25.15030622568914
2026-01-22,23.353855780997055
2026-01-23,23.353855780997055
2026-01-24,25.15030622568914
2026-01-25,25.15030622568914
2026-01-26,23.353855780997055
2026-01-27,23.353855780997055
2026-01-28,23.353855780997055
2026-01-29,25.15030622568914
2026-01-30,25.15030622568914
2026-01-31,23.353855780997055
2026-02-01,26.94675667038122
2026-02-02,23.353855780997055
2026-02-03,25.15030622568914
2026-02-04,26.94675667038122
2026-02-05,28.7432071150733
2026-02-06,25.15030622568914
2026-02-07,30.53965755976538
2026-02-08,34.13255844914954
2026-02-09,26.94675667038122
2026-02-10,25.15030622568914
2026-02-11,23.353855780997055
2026-02-12,21.557405336304974
2026-02-13,25.15030622568914
2026-02-14,26.94675667038122
2026-02-15,30.53965755976538
2026-02-16,26.94675667038122
2026-02-17,25.15030622568914
2026-02-18,25.15030622568914
2026-02-19,25.15030622568914
2026-02-20,25.15030622568914
2026-02-21,28.7432071150733
2026-02-22,28.7432071150733
2026-02-23,26.94675667038122
2026-02-24,25.15030622568914
2026-02-25,25.15030622568914
2026-02-26,25.15030622568914
2026-02-27,28.7432071150733
2026-02-28,23.353855780997055
2026-03-01,25.15030622568914
2026-03-02,25.15030622568914
2026-03-03,23.353855780997055
2026-03-04,23.353855780997055
2026-03-05,32.336108004457465
2026-03-06,35.929008893841626
2026-03-07,34.13255844914954
2026-03-08,28.7432071150733
2026-03-09,26.94675667038122
2026-03-10,28.7432071150733
2026-03-11,25.15030622568914
2026-03-12,25.15030622568914
2026-03-13,25.15030622568914
2026-03-14,30.53965755976538
2026-03-15,26.94675667038122
2026-03-16,23.353855780997055
2026-03-17,26.94675667038122
2026-03-18,28.7432071150733
2026-03-19,30.53965755976538
2026-03-20,28.7432071150733
2026-03-21,30.53965755976538
2026-03-22,30.53965755976538
2026-03-23,26.94675667038122
2026-03-24,25.15030622568914
2026-03-25,26.94675667038122
2026-03-26,26.94675667038122
2026-03-27,26.94675667038122
2026-03-28,28.7432071150733
2026-03-29,32.336108004457465
2026-03-30,30.53965755976538
2026-03-31,32.336108004457465
2026-04-01,34.13255844914954
2026-04-02,32.336108004457465
2026-04-03,34.13255844914954
2026-04-04,41.31836022791787
2026-04-05,39.52190978322579
2026-04-06,50.30061245137828
2026-04-07,55.689963785454516
2026-04-08,104.19412579214071
2026-04-09,104.19412579214071
2026-04-10,82.63672045583574
2026-04-11,84.43317090052781
2026-04-12,84.43317090052781
2026-04-13,73.65446823237534
2026-04-14,71.85801778768325
2026-04-15,93.41542312398822
2026-04-16,82.63672045583574
2026-04-17,71.85801778768325
2026-04-18,66.468666453607
2026-04-19,66.468666453607
2026-04-20,57.4864142301466
2026-04-21,59.282864674838684
2026-04-22,79.04381956645157
2026-04-23,75.4509186770674
2026-04-24,59.282864674838684
2026-04-25,59.282864674838684
2026-04-26,61.07931511953076
2026-04-27,59.282864674838684
2026-04-28,55.689963785454516
2026-04-29,79.04381956645157
2026-04-30,75.4509186770674
2026-05-01,62.875765564222846
2026-05-02,59.282864674838684
2026-05-03,61.07931511953076
2026-05-04,57.4864142301466
2026-05-05,61.07931511953076
2026-05-06,100.60122490275656
2026-05-07,102.39767534744863
2026-05-08,75.4509186770674
2026-05-09,68.26511689829908
2026-05-10,70.06156734299117
2026-05-11,62.875765564222846
2026-05-12,68.26511689829908
2026-05-13,109.58347712621696
2026-05-14,104.19412579214071
2026-05-15,79.04381956645157
2026-05-16,73.65446823237534
2026-05-17,79.04381956645157
2026-05-18,71.85801778768325
2026-05-19,82.63672045583574
2026-05-20,179.64504446920813
2026-05-21,141.91958513067442
2026-05-22,102.39767534744863
2026-05-23,100.60122490275656
2026-05-24,82.63672045583574
2026-05-25,80.84027001114366
2026-05-26,68.26511689829908
2026-05-27,59.282864674838684
2026-05-28,57.4864142301466
2026-05-29,52.097062896070355
2026-05-30,57.4864142301466
2026-05-31,57.4864142301466
