Time,ftx
2024-12-20,4.761904761904761
2024-12-21,6.285714285714285
2024-12-22,3.999999999999999
2024-12-23,4.761904761904761
2024-12-24,3.999999999999999
2024-12-25,3.809523809523809
2024-12-26,5.333333333333332
2024-12-27,4.952380952380952
2024-12-28,3.999999999999999
2024-12-29,6.4761904761904745
2024-12-30,4.57142857142857
2024-12-31,4.952380952380952
2025-01-01,4.19047619047619
2025-01-02,4.57142857142857
2025-01-03,5.1428571428571415
2025-01-04,5.333333333333332
2025-01-05,3.809523809523809
2025-01-06,4.19047619047619
2025-01-07,4.761904761904761
2025-01-08,6.4761904761904745
2025-01-09,5.523809523809523
2025-01-10,6.095238095238094
2025-01-11,4.57142857142857
2025-01-12,6.666666666666665
2025-01-13,4.57142857142857
2025-01-14,4.761904761904761
2025-01-15,4.19047619047619
2025-01-16,4.761904761904761
2025-01-17,3.809523809523809
2025-01-18,4.19047619047619
2025-01-19,4.952380952380952
2025-01-20,3.2380952380952372
2025-01-21,3.809523809523809
2025-01-22,4.761904761904761
2025-01-23,5.333333333333332
2025-01-24,5.904761904761903
2025-01-25,2.666666666666666
2025-01-26,3.809523809523809
2025-01-27,3.809523809523809
2025-01-28,3.999999999999999
2025-01-29,3.999999999999999
2025-01-30,4.57142857142857
2025-01-31,4.3809523809523805
2025-02-01,3.999999999999999
2025-02-02,3.428571428571428
2025-02-03,4.761904761904761
2025-02-04,5.523809523809523
2025-02-05,5.523809523809523
2025-02-06,5.523809523809523
2025-02-07,3.428571428571428
2025-02-08,3.999999999999999
2025-02-09,5.1428571428571415
2025-02-10,6.666666666666665
2025-02-11,6.095238095238094
2025-02-12,5.7142857142857135
2025-02-13,4.3809523809523805
2025-02-14,3.619047619047618
2025-02-15,3.428571428571428
2025-02-16,4.19047619047619
2025-02-17,6.666666666666665
2025-02-18,9.14285714285714
2025-02-19,7.8095238095238075
2025-02-20,6.095238095238094
2025-02-21,5.523809523809523
2025-02-22,5.7142857142857135
2025-02-23,3.999999999999999
2025-02-24,5.1428571428571415
2025-02-25,5.7142857142857135
2025-02-26,5.333333333333332
2025-02-27,4.761904761904761
2025-02-28,3.2380952380952372
2025-03-01,2.666666666666666
2025-03-02,2.8571428571428568
2025-03-03,3.428571428571428
2025-03-04,3.428571428571428
2025-03-05,3.809523809523809
2025-03-06,5.904761904761903
2025-03-07,5.1428571428571415
2025-03-08,4.19047619047619
2025-03-09,4.19047619047619
2025-03-10,3.619047619047618
2025-03-11,3.809523809523809
2025-03-12,3.2380952380952372
2025-03-13,4.19047619047619
2025-03-14,3.999999999999999
2025-03-15,3.2380952380952372
2025-03-16,2.8571428571428568
2025-03-17,3.619047619047618
2025-03-18,3.619047619047618
2025-03-19,3.999999999999999
2025-03-20,3.428571428571428
2025-03-21,3.619047619047618
2025-03-22,3.2380952380952372
2025-03-23,3.2380952380952372
2025-03-24,3.619047619047618
2025-03-25,3.428571428571428
2025-03-26,3.619047619047618
2025-03-27,3.428571428571428
2025-03-28,3.619047619047618
2025-03-29,2.285714285714285
2025-03-30,3.999999999999999
2025-03-31,3.619047619047618
2025-04-01,3.047619047619047
2025-04-02,3.428571428571428
2025-04-03,3.047619047619047
2025-04-04,3.2380952380952372
2025-04-05,3.999999999999999
2025-04-06,3.428571428571428
2025-04-07,3.809523809523809
2025-04-08,3.809523809523809
2025-04-09,3.999999999999999
2025-04-10,2.666666666666666
2025-04-11,2.8571428571428568
2025-04-12,2.666666666666666
2025-04-13,2.666666666666666
2025-04-14,3.2380952380952372
2025-04-15,3.9748221127531465
2025-04-16,2.6819923371647505
2025-04-17,2.633825944170771
2025-04-18,3.591680350301039
2025-04-19,2.7301587301587293
2025-04-20,3.496442255062944
2025-04-21,2.873563218390804
2025-04-22,3.4001094690749856
2025-04-23,3.9748221127531465
2025-04-24,2.4422550629447177
2025-04-25,2.538587848932676
2025-04-26,2.250684181718664
2025-04-27,2.490421455938697
2025-04-28,3.0169677066228786
2025-04-29,3.6398467432950183
2025-04-30,3.6398467432950183
2025-05-01,3.3048713738368907
2025-05-02,2.538587848932676
2025-05-03,2.873563218390804
2025-05-04,4.549534756431307
2025-05-05,2.9217296113847833
2025-05-06,3.256704980842911
2025-05-07,3.208538587848932
2025-05-08,4.1663929939792
2025-05-09,3.448275862068965
2025-05-10,3.0169677066228786
2025-05-11,4.214559386973179
2025-05-12,3.4001094690749856
2025-05-13,3.591680350301039
2025-05-14,2.4422550629447177
2025-05-15,2.9863163656267098
2025-05-16,3.756978653530377
2025-05-17,2.504652435686918
2025-05-18,2.793650793650793
2025-05-19,2.215654077723043
2025-05-20,4.045977011494252
2025-05-21,4.045977011494252
2025-05-22,3.949644225506294
2025-05-23,3.275314723590585
2025-05-24,3.3716475095785436
2025-05-25,3.756978653530377
2025-05-26,1.8303229337712092
2025-05-27,3.3716475095785436
2025-05-28,3.3716475095785436
2025-05-29,4.431308155446086
2025-05-30,5.009304871373836
2025-05-31,3.853311439518335
2025-06-01,3.178981937602627
2025-06-02,3.949644225506294
2025-06-03,2.8899835796387516
2025-06-04,4.045977011494252
2025-06-05,2.9863163656267098
2025-06-06,3.178981937602627
2025-06-07,2.697318007662835
2025-06-08,2.9863163656267098
2025-06-09,3.3716475095785436
2025-06-10,3.275314723590585
2025-06-11,2.8899835796387516
2025-06-12,4.045977011494252
2025-06-13,4.527640941434044
2025-06-14,5.105637657361794
2025-06-15,4.431308155446086
2025-06-16,3.0826491516146683
2025-06-17,3.178981937602627
2025-06-18,2.8899835796387516
2025-06-19,2.4083196496989596
2025-06-20,3.0826491516146683
2025-06-21,2.3119868637110015
2025-06-22,2.4083196496989596
2025-06-23,2.6009852216748763
2025-06-24,3.275314723590585
2025-06-25,4.816639299397919
2025-06-26,3.275314723590585
2025-06-27,5.009304871373836
2025-06-28,3.756978653530377
2025-06-29,2.504652435686918
2025-06-30,3.467980295566502
2025-07-01,3.949644225506294
2025-07-02,3.756978653530377
2025-07-03,3.467980295566502
2025-07-04,3.0826491516146683
2025-07-05,2.4083196496989596
2025-07-06,3.3716475095785436
2025-07-07,3.0826491516146683
2025-07-08,5.876299945265462
2025-07-09,6.165298303229337
2025-07-10,5.779967159277503
2025-07-11,5.9726327312534195
2025-07-12,4.142309797482211
2025-07-13,3.853311439518335
2025-07-14,4.816639299397919
2025-07-15,3.467980295566502
2025-07-16,4.142309797482211
2025-07-17,4.912972085385878
2025-07-18,3.0826491516146683
2025-07-19,3.853311439518335
2025-07-20,4.623973727422003
2025-07-21,4.623973727422003
2025-07-22,5.009304871373836
2025-07-23,4.045977011494252
2025-07-24,3.949644225506294
2025-07-25,6.165298303229337
2025-07-26,3.178981937602627
2025-07-27,4.142309797482211
2025-07-28,4.720306513409961
2025-07-29,3.5643130815544604
2025-07-30,6.357963875205254
2025-07-31,3.756978653530377
2025-08-01,4.720306513409961
2025-08-02,3.467980295566502
2025-08-03,2.504652435686918
2025-08-04,3.275314723590585
2025-08-05,4.045977011494252
2025-08-06,3.756978653530377
2025-08-07,2.9863163656267098
2025-08-08,2.793650793650793
2025-08-09,3.3716475095785436
2025-08-10,2.9863163656267098
2025-08-11,3.467980295566502
2025-08-12,3.275314723590585
2025-08-13,3.5643130815544604
2025-08-14,4.334975369458127
2025-08-15,2.697318007662835
2025-08-16,1.733990147783251
2025-08-17,2.793650793650793
2025-08-18,4.238642583470169
2025-08-19,3.0826491516146683
2025-08-20,3.5643130815544604
2025-08-21,3.3716475095785436
2025-08-22,2.1193212917350843
2025-08-23,1.9266557197591676
2025-08-24,3.275314723590585
2025-08-25,2.6009852216748763
2025-08-26,3.178981937602627
2025-08-27,4.045977011494252
2025-08-28,2.6009852216748763
2025-08-29,2.793650793650793
2025-08-30,2.022988505747126
2025-08-31,1.9266557197591676
2025-09-01,1.9266557197591676
2025-09-02,2.6009852216748763
2025-09-03,3.5643130815544604
2025-09-04,2.8899835796387516
2025-09-05,2.4083196496989596
2025-09-06,3.5643130815544604
2025-09-07,3.5643130815544604
2025-09-08,3.178981937602627
2025-09-09,2.793650793650793
2025-09-10,2.9863163656267098
2025-09-11,2.4083196496989596
2025-09-12,2.1193212917350843
2025-09-13,2.8899835796387516
2025-09-14,2.697318007662835
2025-09-15,2.697318007662835
2025-09-16,4.334975369458127
2025-09-17,2.9863163656267098
2025-09-18,4.142309797482211
2025-09-19,3.3716475095785436
2025-09-20,3.949644225506294
2025-09-21,3.6606458675424185
2025-09-22,3.756978653530377
2025-09-23,4.045977011494252
2025-09-24,4.623973727422003
2025-09-25,3.6606458675424185
2025-09-26,2.9863163656267098
2025-09-27,3.853311439518335
2025-09-28,4.527640941434044
2025-09-29,3.467980295566502
2025-09-30,4.431308155446086
2025-10-01,2.9863163656267098
2025-10-02,3.6606458675424185
2025-10-03,3.3716475095785436
2025-10-04,2.3119868637110015
2025-10-05,4.527640941434044
2025-10-06,3.275314723590585
2025-10-07,3.467980295566502
2025-10-08,3.467980295566502
2025-10-09,3.0826491516146683
2025-10-10,3.467980295566502
2025-10-11,3.949644225506294
2025-10-12,3.0826491516146683
2025-10-13,2.793650793650793
2025-10-14,3.467980295566502
2025-10-15,3.6606458675424185
2025-10-16,3.467980295566502
2025-10-17,3.467980295566502
2025-10-18,2.697318007662835
2025-10-19,3.756978653530377
2025-10-20,3.275314723590585
2025-10-21,3.949644225506294
2025-10-22,2.9863163656267098
2025-10-23,3.756978653530377
2025-10-24,3.0826491516146683
2025-10-25,2.793650793650793
2025-10-26,2.9863163656267098
2025-10-27,3.0826491516146683
2025-10-28,2.6009852216748763
2025-10-29,2.6009852216748763
2025-10-30,9.633278598795838
2025-10-31,6.261631089217295
2025-11-01,3.949644225506294
2025-11-02,3.178981937602627
2025-11-03,4.816639299397919
2025-11-04,4.527640941434044
2025-11-05,4.045977011494252
2025-11-06,3.6606458675424185
2025-11-07,4.334975369458127
2025-11-08,3.853311439518335
2025-11-09,3.853311439518335
2025-11-10,3.853311439518335
2025-11-11,3.6606458675424185
2025-11-12,3.853311439518335
2025-11-13,3.853311439518335
2025-11-14,4.623973727422003
2025-11-15,2.793650793650793
2025-11-16,3.6606458675424185
2025-11-17,5.009304871373836
2025-11-18,4.238642583470169
2025-11-19,4.142309797482211
2025-11-20,4.720306513409961
2025-11-21,3.853311439518335
2025-11-22,3.949644225506294
2025-11-23,3.3716475095785436
2025-11-24,3.5643130815544604
2025-11-25,4.527640941434044
2025-11-26,3.949644225506294
2025-11-27,3.6606458675424185
2025-11-28,4.720306513409961
2025-11-29,4.045977011494252
2025-11-30,4.623973727422003
2025-12-01,4.334975369458127
2025-12-02,3.756978653530377
2025-12-03,4.142309797482211
2025-12-04,5.201970443349753
2025-12-05,3.0826491516146683
2025-12-06,2.8899835796387516
2025-12-07,3.756978653530377
2025-12-08,3.949644225506294
2025-12-09,3.853311439518335
2025-12-10,3.756978653530377
2025-12-11,2.954205436964057
2025-12-12,3.307425652253238
2025-12-13,4.559751870096697
2025-12-14,3.756978653530377
2025-12-15,3.307425652253238
2025-12-16,3.355592045247217
2025-12-17,3.756978653530377
2025-12-18,4.8567779602262355
2025-12-19,4.158365261813538
2025-12-20,3.9576719576719572
2025-12-21,3.403758438241196
2025-12-22,3.604451742382776
2025-12-23,3.2030651340996164
2025-12-24,3.508118956394818
2025-12-25,2.303959131545338
2025-12-26,3.355592045247217
2025-12-27,2.753512132822477
2025-12-28,4.005838350665936
2025-12-29,3.756978653530377
2025-12-30,3.355592045247217
2025-12-31,2.5528188286808975
2026-01-01,3.1067323481116578
2026-01-02,3.9576719576719572
2026-01-03,3.756978653530377
2026-01-04,4.005838350665936
2026-01-05,4.158365261813538
2026-01-06,5.009304871373836
2026-01-07,4.559751870096697
2026-01-08,3.307425652253238
2026-01-09,3.355592045247217
2026-01-10,2.7133734719941613
2026-01-11,2.504652435686918
2026-01-12,3.756978653530377
2026-01-13,2.504652435686918
2026-01-14,3.9656996898376202
2026-01-15,2.9220945083014045
2026-01-16,2.295931399379675
2026-01-17,4.174420726144864
2026-01-18,3.339536580915891
2026-01-19,2.7133734719941613
2026-01-20,3.1308155446086476
2026-01-21,3.339536580915891
2026-01-22,3.548257617223134
2026-01-23,4.174420726144864
2026-01-24,3.339536580915891
2026-01-25,3.339536580915891
2026-01-26,2.504652435686918
2026-01-27,3.1308155446086476
2026-01-28,3.756978653530377
2026-01-29,3.9656996898376202
2026-01-30,4.174420726144864
2026-01-31,4.383141762452107
2026-02-01,5.009304871373836
2026-02-02,2.9220945083014045
2026-02-03,5.009304871373836
2026-02-04,5.2180259076810795
2026-02-05,5.2180259076810795
2026-02-06,4.800583835066593
2026-02-07,3.756978653530377
2026-02-08,4.59186279875935
2026-02-09,4.383141762452107
2026-02-10,4.59186279875935
2026-02-11,5.635467980295566
2026-02-12,5.009304871373836
2026-02-13,5.426746943988323
2026-02-14,3.548257617223134
2026-02-15,3.548257617223134
2026-02-16,4.383141762452107
2026-02-17,3.9656996898376202
2026-02-18,4.800583835066593
2026-02-19,2.7133734719941613
2026-02-20,6.887794198139025
2026-02-21,8.975004561211456
2026-02-22,12.105820105820104
2026-02-23,20.872103630724318
2026-02-24,7.722678343367997
2026-02-25,4.174420726144864
2026-02-26,4.174420726144864
2026-02-27,3.548257617223134
2026-02-28,3.548257617223134
2026-03-01,3.756978653530377
2026-03-02,4.59186279875935
2026-03-03,4.59186279875935
2026-03-04,5.2180259076810795
2026-03-05,3.548257617223134
2026-03-06,3.1308155446086476
2026-03-07,2.504652435686918
2026-03-08,3.339536580915891
2026-03-09,4.383141762452107
2026-03-10,4.59186279875935
2026-03-11,3.9656996898376202
2026-03-12,3.9656996898376202
2026-03-13,3.756978653530377
2026-03-14,2.9220945083014045
2026-03-15,4.174420726144864
2026-03-16,3.756978653530377
2026-03-17,5.009304871373836
2026-03-18,5.844189016602809
2026-03-19,5.009304871373836
2026-03-20,5.2180259076810795
2026-03-21,5.2180259076810795
2026-03-22,4.59186279875935
2026-03-23,4.174420726144864
2026-03-24,4.174420726144864
2026-03-25,5.844189016602809
2026-03-26,3.339536580915891
2026-03-27,3.548257617223134
2026-03-28,4.174420726144864
2026-03-29,4.383141762452107
2026-03-30,3.756978653530377
2026-03-31,3.339536580915891
2026-04-01,4.59186279875935
2026-04-02,2.9220945083014045
2026-04-03,3.548257617223134
2026-04-04,4.59186279875935
2026-04-05,3.548257617223134
2026-04-06,4.59186279875935
2026-04-07,4.59186279875935
2026-04-08,5.2180259076810795
2026-04-09,3.548257617223134
2026-04-10,3.9656996898376202
2026-04-11,3.9656996898376202
2026-04-12,3.1308155446086476
2026-04-13,3.548257617223134
2026-04-14,6.052910052910052
2026-04-15,6.261631089217295
2026-04-16,3.339536580915891
2026-04-17,5.844189016602809
2026-04-18,3.756978653530377
2026-04-19,3.339536580915891
2026-04-20,3.9656996898376202
2026-04-21,3.756978653530377
2026-04-22,6.679073161831782
2026-04-23,5.635467980295566
2026-04-24,5.009304871373836
2026-04-25,4.800583835066593
2026-04-26,3.756978653530377
2026-04-27,5.2180259076810795
2026-04-28,2.295931399379675
2026-04-29,3.9656996898376202
2026-04-30,3.756978653530377
2026-05-01,3.548257617223134
2026-05-02,2.9220945083014045
2026-05-03,3.339536580915891
2026-05-04,3.339536580915891
2026-05-05,3.756978653530377
2026-05-06,3.756978653530377
2026-05-07,3.9656996898376202
2026-05-08,3.339536580915891
2026-05-09,3.756978653530377
2026-05-10,9.601167670133187
2026-05-11,6.887794198139025
2026-05-12,6.470352125524538
2026-05-13,4.800583835066593
2026-05-14,3.9656996898376202
2026-05-15,4.800583835066593
2026-05-16,5.426746943988323
2026-05-17,4.59186279875935
2026-05-18,5.2180259076810795
2026-05-19,5.635467980295566
2026-05-20,5.426746943988323
2026-05-21,5.426746943988323
2026-05-22,6.887794198139025
2026-05-23,5.2180259076810795
2026-05-24,5.009304871373836
2026-05-25,4.383141762452107
2026-05-26,4.800583835066593
2026-05-27,3.9656996898376202
2026-05-28,6.261631089217295
2026-05-29,5.009304871373836
2026-05-30,4.59186279875935
2026-05-31,5.426746943988323
