Time,braves
2024-09-21,45.25065198493191
2024-09-22,35.88844812598048
2024-09-23,17.16404040807762
2024-09-24,20.2847750277281
2024-09-25,48.37138660458239
2024-09-26,20.2847750277281
2024-09-27,23.405509647378576
2024-09-28,49.93175391440763
2024-09-29,95.18240589933954
2024-09-30,156.03673098252384
2024-10-01,56.173223153708584
2024-10-02,71.77689625196096
2024-10-03,73.3372635617862
2024-10-04,12.482938478601907
2024-10-05,9.36220385895143
2024-10-06,7.801836549126192
2024-10-07,4.681101929475715
2024-10-08,4.681101929475715
2024-10-09,4.681101929475715
2024-10-10,4.681101929475715
2024-10-11,4.681101929475715
2024-10-12,9.36220385895143
2024-10-13,4.681101929475715
2024-10-14,4.681101929475715
2024-10-15,4.681101929475715
2024-10-16,3.120734619650477
2024-10-17,3.120734619650477
2024-10-18,4.681101929475715
2024-10-19,4.681101929475715
2024-10-20,4.681101929475715
2024-10-21,4.681101929475715
2024-10-22,3.120734619650477
2024-10-23,3.120734619650477
2024-10-24,3.120734619650477
2024-10-25,3.120734619650477
2024-10-26,6.241469239300954
2024-10-27,4.681101929475715
2024-10-28,3.120734619650477
2024-10-29,4.681101929475715
2024-10-30,4.681101929475715
2024-10-31,7.801836549126192
2024-11-01,4.681101929475715
2024-11-02,4.681101929475715
2024-11-03,4.681101929475715
2024-11-04,4.681101929475715
2024-11-05,4.681101929475715
2024-11-06,3.120734619650477
2024-11-07,3.120734619650477
2024-11-08,3.120734619650477
2024-11-09,3.120734619650477
2024-11-10,3.120734619650477
2024-11-11,3.120734619650477
2024-11-12,4.681101929475715
2024-11-13,4.681101929475715
2024-11-14,3.120734619650477
2024-11-15,3.120734619650477
2024-11-16,3.120734619650477
2024-11-17,3.120734619650477
2024-11-18,3.120734619650477
2024-11-19,4.681101929475715
2024-11-20,4.681101929475715
2024-11-21,3.120734619650477
2024-11-22,3.120734619650477
2024-11-23,4.681101929475715
2024-11-24,4.681101929475715
2024-11-25,3.120734619650477
2024-11-26,3.120734619650477
2024-11-27,4.681101929475715
2024-11-28,4.681101929475715
2024-11-29,4.681101929475715
2024-11-30,4.681101929475715
2024-12-01,4.681101929475715
2024-12-02,3.120734619650477
2024-12-03,3.120734619650477
2024-12-04,3.120734619650477
2024-12-05,3.120734619650477
2024-12-06,4.681101929475715
2024-12-07,4.681101929475715
2024-12-08,4.681101929475715
2024-12-09,4.681101929475715
2024-12-10,6.241469239300954
2024-12-11,6.241469239300954
2024-12-12,4.681101929475715
2024-12-13,4.681101929475715
2024-12-14,4.681101929475715
2024-12-15,4.681101929475715
2024-12-16,4.681101929475715
2024-12-17,4.681101929475715
2024-12-18,4.681101929475715
2024-12-19,4.681101929475715
2024-12-20,4.681101929475715
2024-12-21,4.681101929475715
2024-12-22,4.681101929475715
2024-12-23,4.681101929475715
2024-12-24,4.681101929475715
2024-12-25,4.681101929475715
2024-12-26,4.681101929475715
2024-12-27,4.681101929475715
2024-12-28,4.681101929475715
2024-12-29,4.681101929475715
2024-12-30,4.681101929475715
2024-12-31,4.681101929475715
2025-01-01,4.681101929475715
2025-01-02,4.681101929475715
2025-01-03,4.681101929475715
2025-01-04,4.681101929475715
2025-01-05,4.681101929475715
2025-01-06,4.681101929475715
2025-01-07,4.681101929475715
2025-01-08,4.681101929475715
2025-01-09,4.681101929475715
2025-01-10,3.120734619650477
2025-01-11,4.681101929475715
2025-01-12,4.681101929475715
2025-01-13,4.681101929475715
2025-01-14,4.681101929475715
2025-01-15,4.681101929475715
2025-01-16,4.681101929475715
2025-01-17,4.681101929475715
2025-01-18,4.681101929475715
2025-01-19,6.241469239300954
2025-01-20,4.681101929475715
2025-01-21,4.681101929475715
2025-01-22,4.681101929475715
2025-01-23,4.681101929475715
2025-01-24,6.241469239300954
2025-01-25,4.681101929475715
2025-01-26,4.681101929475715
2025-01-27,4.681101929475715
2025-01-28,4.681101929475715
2025-01-29,4.681101929475715
2025-01-30,4.681101929475715
2025-01-31,4.681101929475715
2025-02-01,4.681101929475715
2025-02-02,4.681101929475715
2025-02-03,4.681101929475715
2025-02-04,4.681101929475715
2025-02-05,4.681101929475715
2025-02-06,4.681101929475715
2025-02-07,4.681101929475715
2025-02-08,4.681101929475715
2025-02-09,4.681101929475715
2025-02-10,4.681101929475715
2025-02-11,4.681101929475715
2025-02-12,6.241469239300954
2025-02-13,4.681101929475715
2025-02-14,4.681101929475715
2025-02-15,4.681101929475715
2025-02-16,6.241469239300954
2025-02-17,6.241469239300954
2025-02-18,6.241469239300954
2025-02-19,4.681101929475715
2025-02-20,4.681101929475715
2025-02-21,6.241469239300954
2025-02-22,9.36220385895143
2025-02-23,9.36220385895143
2025-02-24,6.241469239300954
2025-02-25,7.801836549126192
2025-02-26,7.801836549126192
2025-02-27,7.801836549126192
2025-02-28,7.801836549126192
2025-03-01,7.801836549126192
2025-03-02,9.36220385895143
2025-03-03,7.801836549126192
2025-03-04,7.801836549126192
2025-03-05,6.241469239300954
2025-03-06,6.241469239300954
2025-03-07,7.801836549126192
2025-03-08,7.801836549126192
2025-03-09,9.36220385895143
2025-03-10,7.801836549126192
2025-03-11,6.241469239300954
2025-03-12,7.801836549126192
2025-03-13,7.801836549126192
2025-03-14,6.241469239300954
2025-03-15,7.801836549126192
2025-03-16,9.36220385895143
2025-03-17,7.801836549126192
2025-03-18,9.36220385895143
2025-03-19,7.801836549126192
2025-03-20,9.36220385895143
2025-03-21,9.36220385895143
2025-03-22,9.36220385895143
2025-03-23,12.482938478601907
2025-03-24,10.922571168776669
2025-03-25,10.922571168776669
2025-03-26,10.922571168776669
2025-03-27,42.129917365281436
2025-03-28,20.2847750277281
2025-03-29,39.00918274563096
2025-03-30,37.44881543580572
2025-03-31,29.64697888667953
2025-04-01,39.00918274563096
2025-04-02,35.88844812598048
2025-04-03,46.81101929475715
2025-04-04,24.965876957203815
2025-04-05,42.129917365281436
2025-04-06,39.00918274563096
2025-04-07,15.603673098252385
2025-04-08,17.16404040807762
2025-04-09,32.767713506330004
2025-04-10,34.32808081615524
2025-04-11,49.93175391440763
2025-04-12,31.20734619650477
2025-04-13,26.526244267029053
2025-04-14,17.16404040807762
2025-04-15,21.870309552227937
2025-04-16,31.081510123131764
2025-04-17,14.194309076474749
2025-04-18,19.95760123695829
2025-04-19,35.68711040858368
2025-04-20,46.811019294757145
2025-04-21,18.422401141807654
2025-04-22,29.923818248100133
2025-04-23,37.59981872385332
2025-04-24,14.194309076474749
2025-04-25,12.65910898132411
2025-04-26,28.011109932830486
2025-04-27,40.29271069403559
2025-04-28,16.88720104665701
2025-04-29,24.563201522410203
2025-04-30,31.081510123131764
2025-05-01,13.81680085635574
2025-05-02,18.79990936192666
2025-05-03,45.27581919960652
2025-05-04,65.2334204365648
2025-05-05,31.459018343250776
2025-05-06,23.405509647378572
2025-05-07,26.853418057798862
2025-05-08,24.563201522410203
2025-05-09,31.459018343250776
2025-05-10,32.994218438401404
2025-05-11,31.081510123131764
2025-05-12,15.352000951506376
2025-05-13,20.3351094570773
2025-05-14,23.405509647378572
2025-05-15,31.71069048999678
2025-05-16,17.365378125474425
2025-05-17,32.465706930234795
2025-05-18,46.05600285451913
2025-05-19,15.10032880476037
2025-05-20,16.610361685236406
2025-05-21,20.3854438864265
2025-05-22,18.120394565712445
2025-05-23,30.95567404975876
2025-05-24,43.79095353380507
2025-05-25,36.995805571662906
2025-05-26,18.87541100595046
2025-05-27,17.365378125474425
2025-05-28,22.650493207140556
2025-05-29,37.75082201190092
2025-05-30,33.22072337047281
2025-05-31,41.52590421309102
2025-06-01,28.690624729044703
2025-06-02,12.835279484046314
2025-06-03,18.120394565712445
2025-06-04,27.180591848568668
2025-06-05,41.52590421309102
2025-06-06,16.610361685236406
2025-06-07,39.26085489237696
2025-06-08,29.445641169282723
2025-06-09,17.365378125474425
2025-06-10,21.895476766902537
2025-06-11,27.935608288806684
2025-06-12,13.590295924284334
2025-06-13,16.610361685236406
2025-06-14,36.995805571662906
2025-06-15,31.71069048999678
2025-06-16,13.590295924284334
2025-06-17,17.365378125474425
2025-06-18,31.71069048999678
2025-06-19,28.690624729044703
2025-06-20,30.20065760952074
2025-06-21,30.20065760952074
2025-06-22,24.160526087616592
2025-06-23,15.10032880476037
2025-06-24,24.915542527854612
2025-06-25,26.425575408330648
2025-06-26,27.180591848568668
2025-06-27,26.425575408330648
2025-06-28,50.58610149594724
2025-06-29,44.54596997404309
2025-06-30,14.345312364522352
2025-07-01,15.10032880476037
2025-07-02,24.160526087616592
2025-07-03,28.690624729044703
2025-07-04,27.180591848568668
2025-07-05,41.52590421309102
2025-07-06,40.01587133261498
2025-07-07,13.590295924284334
2025-07-08,12.080263043808296
2025-07-09,21.895476766902537
2025-07-10,21.140460326664517
2025-07-11,24.160526087616592
2025-07-12,37.75082201190092
2025-07-13,35.48577269118687
2025-07-14,19.63042744618848
2025-07-15,15.10032880476037
2025-07-16,13.590295924284334
2025-07-17,10.570230163332258
2025-07-18,18.120394565712445
2025-07-19,38.505838452138946
2025-07-20,54.361183697137335
2025-07-21,18.120394565712445
2025-07-22,26.425575408330648
2025-07-23,30.95567404975876
2025-07-24,13.590295924284334
2025-07-25,14.345312364522352
2025-07-26,23.405509647378572
2025-07-27,30.95567404975876
2025-07-28,16.610361685236406
2025-07-29,21.140460326664517
2025-07-30,27.180591848568668
2025-07-31,24.160526087616592
2025-08-01,37.75082201190092
2025-08-02,29.445641169282723
2025-08-03,75.50164402380184
2025-08-04,17.365378125474425
2025-08-05,18.87541100595046
2025-08-06,19.63042744618848
2025-08-07,19.63042744618848
2025-08-08,18.87541100595046
2025-08-09,29.445641169282723
2025-08-10,27.935608288806684
2025-08-11,10.570230163332258
2025-08-12,12.835279484046314
2025-08-13,19.63042744618848
2025-08-14,24.160526087616592
2025-08-15,19.63042744618848
2025-08-16,21.140460326664517
2025-08-17,28.690624729044703
2025-08-18,15.10032880476037
2025-08-19,19.63042744618848
2025-08-20,20.3854438864265
2025-08-21,16.610361685236406
2025-08-22,18.120394565712445
2025-08-23,27.180591848568668
2025-08-24,33.975739810710834
2025-08-25,14.345312364522352
2025-08-26,16.610361685236406
2025-08-27,21.140460326664517
2025-08-28,15.85534524499839
2025-08-29,24.915542527854612
2025-08-30,24.160526087616592
2025-08-31,24.915542527854612
2025-09-01,34.73075625094885
2025-09-02,14.345312364522352
2025-09-03,18.120394565712445
2025-09-04,15.85534524499839
2025-09-05,12.080263043808296
2025-09-06,19.63042744618848
2025-09-07,30.95567404975876
2025-09-08,13.590295924284334
2025-09-09,15.85534524499839
2025-09-10,15.10032880476037
2025-09-11,13.590295924284334
2025-09-12,10.570230163332258
2025-09-13,18.120394565712445
2025-09-14,22.650493207140556
2025-09-15,10.570230163332258
2025-09-16,20.3854438864265
2025-09-17,19.63042744618848
2025-09-18,8.305180842618203
2025-09-19,12.835279484046314
2025-09-20,24.915542527854612
2025-09-21,17.365378125474425
2025-09-22,13.590295924284334
2025-09-23,18.87541100595046
2025-09-24,22.650493207140556
2025-09-25,8.305180842618203
2025-09-26,10.570230163332258
2025-09-27,17.365378125474425
2025-09-28,20.3854438864265
2025-09-29,7.550164402380185
2025-09-30,5.285115081666129
2025-10-01,8.305180842618203
2025-10-02,6.040131521904148
2025-10-03,5.285115081666129
2025-10-04,5.285115081666129
2025-10-05,5.285115081666129
2025-10-06,4.530098641428111
2025-10-07,4.530098641428111
2025-10-08,4.530098641428111
2025-10-09,4.530098641428111
2025-10-10,3.7750822011900924
2025-10-11,5.285115081666129
2025-10-12,4.530098641428111
2025-10-13,3.7750822011900924
2025-10-14,4.530098641428111
2025-10-15,3.7750822011900924
2025-10-16,3.7750822011900924
2025-10-17,3.7750822011900924
2025-10-18,4.530098641428111
2025-10-19,3.7750822011900924
2025-10-20,3.7750822011900924
2025-10-21,3.7750822011900924
2025-10-22,3.020065760952074
2025-10-23,3.7750822011900924
2025-10-24,3.7750822011900924
2025-10-25,4.530098641428111
2025-10-26,3.7750822011900924
2025-10-27,3.020065760952074
2025-10-28,4.530098641428111
2025-10-29,3.7750822011900924
2025-10-30,3.7750822011900924
2025-10-31,3.020065760952074
2025-11-01,4.530098641428111
2025-11-02,6.795147962142167
2025-11-03,6.040131521904148
2025-11-04,5.285115081666129
2025-11-05,4.530098641428111
2025-11-06,4.530098641428111
2025-11-07,4.530098641428111
2025-11-08,4.530098641428111
2025-11-09,3.7750822011900924
2025-11-10,3.7750822011900924
2025-11-11,4.530098641428111
2025-11-12,3.7750822011900924
2025-11-13,3.7750822011900924
2025-11-14,3.7750822011900924
2025-11-15,3.7750822011900924
2025-11-16,3.7750822011900924
2025-11-17,3.020065760952074
2025-11-18,3.020065760952074
2025-11-19,3.7750822011900924
2025-11-20,5.285115081666129
2025-11-21,3.7750822011900924
2025-11-22,3.7750822011900924
2025-11-23,3.7750822011900924
2025-11-24,3.7750822011900924
2025-11-25,3.7750822011900924
2025-11-26,3.7750822011900924
2025-11-27,3.7750822011900924
2025-11-28,3.7750822011900924
2025-11-29,3.7750822011900924
2025-11-30,3.7750822011900924
2025-12-01,3.020065760952074
2025-12-02,3.7750822011900924
2025-12-03,3.7750822011900924
2025-12-04,3.7750822011900924
2025-12-05,3.7750822011900924
2025-12-06,3.7750822011900924
2025-12-07,3.7750822011900924
2025-12-08,3.7750822011900924
2025-12-09,4.530098641428111
2025-12-10,4.530098641428111
2025-12-11,6.700770907112415
2025-12-12,5.473869191725634
2025-12-13,4.624475696457864
2025-12-14,4.624475696457864
2025-12-15,4.624475696457864
2025-12-16,5.473869191725634
2025-12-17,4.624475696457864
2025-12-18,4.246967476338854
2025-12-19,3.7750822011900924
2025-12-20,3.7750822011900924
2025-12-21,3.7750822011900924
2025-12-22,3.7750822011900924
2025-12-23,3.7750822011900924
2025-12-24,3.7750822011900924
2025-12-25,4.246967476338854
2025-12-26,3.7750822011900924
2025-12-27,3.7750822011900924
2025-12-28,3.7750822011900924
2025-12-29,3.3975739810710834
2025-12-30,3.7750822011900924
2025-12-31,3.7750822011900924
2026-01-01,3.7750822011900924
2026-01-02,3.7750822011900924
2026-01-03,3.7750822011900924
2026-01-04,3.7750822011900924
2026-01-05,3.7750822011900924
2026-01-06,3.7750822011900924
2026-01-07,3.7750822011900924
2026-01-08,3.7750822011900924
2026-01-09,3.7750822011900924
2026-01-10,4.718852751487616
2026-01-11,4.718852751487616
2026-01-12,3.775082201190093
2026-01-13,4.718852751487616
2026-01-14,3.775082201190093
2026-01-15,3.775082201190093
2026-01-16,4.718852751487616
2026-01-17,4.718852751487616
2026-01-18,4.718852751487616
2026-01-19,4.718852751487616
2026-01-20,3.775082201190093
2026-01-21,4.718852751487616
2026-01-22,3.775082201190093
2026-01-23,3.775082201190093
2026-01-24,4.718852751487616
2026-01-25,3.775082201190093
2026-01-26,3.775082201190093
2026-01-27,3.775082201190093
2026-01-28,3.775082201190093
2026-01-29,4.718852751487616
2026-01-30,4.718852751487616
2026-01-31,4.718852751487616
2026-02-01,4.718852751487616
2026-02-02,4.718852751487616
2026-02-03,4.718852751487616
2026-02-04,5.662623301785139
2026-02-05,4.718852751487616
2026-02-06,4.718852751487616
2026-02-07,5.662623301785139
2026-02-08,4.718852751487616
2026-02-09,5.662623301785139
2026-02-10,6.606393852082663
2026-02-11,5.662623301785139
2026-02-12,4.718852751487616
2026-02-13,5.662623301785139
2026-02-14,5.662623301785139
2026-02-15,5.662623301785139
2026-02-16,5.662623301785139
2026-02-17,5.662623301785139
2026-02-18,4.718852751487616
2026-02-19,4.718852751487616
2026-02-20,5.662623301785139
2026-02-21,8.493934952677709
2026-02-22,11.325246603570278
2026-02-23,7.550164402380186
2026-02-24,11.325246603570278
2026-02-25,8.493934952677709
2026-02-26,8.493934952677709
2026-02-27,9.437705502975232
2026-02-28,8.493934952677709
2026-03-01,9.437705502975232
2026-03-02,7.550164402380186
2026-03-03,8.493934952677709
2026-03-04,9.437705502975232
2026-03-05,8.493934952677709
2026-03-06,7.550164402380186
2026-03-07,9.437705502975232
2026-03-08,9.437705502975232
2026-03-09,7.550164402380186
2026-03-10,7.550164402380186
2026-03-11,7.550164402380186
2026-03-12,7.550164402380186
2026-03-13,7.550164402380186
2026-03-14,8.493934952677709
2026-03-15,8.493934952677709
2026-03-16,8.493934952677709
2026-03-17,8.493934952677709
2026-03-18,8.493934952677709
2026-03-19,7.550164402380186
2026-03-20,8.493934952677709
2026-03-21,10.381476053272756
2026-03-22,12.269017153867802
2026-03-23,11.325246603570278
2026-03-24,13.212787704165326
2026-03-25,13.212787704165326
2026-03-26,18.875411005950465
2026-03-27,39.63836311249597
2026-03-28,60.401315219041486
2026-03-29,71.72656182261177
2026-03-30,24.538034307735604
2026-03-31,35.863280911305885
2026-04-01,43.41344531368607
2026-04-02,18.875411005950465
2026-04-03,39.63836311249597
2026-04-04,49.07606861547121
2026-04-05,50.96360971606625
2026-04-06,16.044099355057895
2026-04-07,29.25688705922322
2026-04-08,52.8511508166613
2026-04-09,18.875411005950465
2026-04-10,20.762952106545512
2026-04-11,45.30098641428111
2026-04-12,43.41344531368607
2026-04-13,37.75082201190093
2026-04-14,30.200657609520743
2026-04-15,31.144428159818265
2026-04-16,26.42557540833065
2026-04-17,24.538034307735604
2026-04-18,40.582133662793495
2026-04-19,50.96360971606625
2026-04-20,45.30098641428111
2026-04-21,33.975739810710834
2026-04-22,33.03196926041331
2026-04-23,52.8511508166613
2026-04-24,26.42557540833065
2026-04-25,60.401315219041486
2026-04-26,82.10803787588452
2026-04-27,16.987869905355417
2026-04-28,20.762952106545512
2026-04-29,41.525904213091025
2026-04-30,66.06393852082662
2026-05-01,20.762952106545512
2026-05-02,47.188527514876164
2026-05-03,67.00770907112415
2026-05-04,18.875411005950465
2026-05-05,40.582133662793495
2026-05-06,53.794921366958825
2026-05-07,16.987869905355417
2026-05-08,16.987869905355417
2026-05-09,60.401315219041486
2026-05-10,94.37705502975233
2026-05-11,20.762952106545512
2026-05-12,29.25688705922322
2026-05-13,45.30098641428111
2026-05-14,50.01983916576873
2026-05-15,55.68246246755387
2026-05-16,54.73869191725635
2026-05-17,67.00770907112415
2026-05-18,25.481804858033126
2026-05-19,49.07606861547121
2026-05-20,28.313116508925695
2026-05-21,40.582133662793495
2026-05-22,40.582133662793495
2026-05-23,69.83902072201671
2026-05-24,50.01983916576873
2026-05-25,27.369345958628173
2026-05-26,24.538034307735604
2026-05-27,39.63836311249597
2026-05-28,49.07606861547121
2026-05-29,33.975739810710834
2026-05-30,46.244756964578634
2026-05-31,61.34508576933901
