Time,dow_jones
2022-04-30,12.0
2022-05-01,6.0
2022-05-02,55.0
2022-05-03,47.0
2022-05-04,54.0
2022-05-05,72.0
2022-05-06,79.0
2022-05-07,12.0
2022-05-08,5.0
2022-05-09,69.0
2022-05-10,70.0
2022-05-11,65.0
2022-05-12,72.0
2022-05-13,64.0
2022-05-14,12.0
2022-05-15,5.0
2022-05-16,58.0
2022-05-17,58.0
2022-05-18,75.0
2022-05-19,85.0
2022-05-20,80.0
2022-05-21,14.0
2022-05-22,6.0
2022-05-23,66.0
2022-05-24,70.0
2022-05-25,61.0
2022-05-26,61.0
2022-05-27,62.0
2022-05-28,11.0
2022-05-29,5.0
2022-05-30,8.0
2022-05-31,58.0
2022-06-01,56.0
2022-06-02,55.0
2022-06-03,59.0
2022-06-04,10.0
2022-06-05,5.0
2022-06-06,50.0
2022-06-07,54.0
2022-06-08,52.0
2022-06-09,53.0
2022-06-10,71.0
2022-06-11,13.0
2022-06-12,5.0
2022-06-13,90.0
2022-06-14,91.0
2022-06-15,92.0
2022-06-16,96.0
2022-06-17,84.0
2022-06-18,14.0
2022-06-19,7.0
2022-06-20,40.0
2022-06-21,71.0
2022-06-22,69.0
2022-06-23,63.0
2022-06-24,67.0
2022-06-25,13.0
2022-06-26,6.0
2022-06-27,65.0
2022-06-28,62.0
2022-06-29,64.0
2022-06-30,66.0
2022-07-01,63.0
2022-07-02,11.0
2022-07-03,5.0
2022-07-04,7.0
2022-07-05,64.0
2022-07-06,60.0
2022-07-07,57.0
2022-07-08,61.0
2022-07-09,10.0
2022-07-10,5.0
2022-07-11,52.0
2022-07-12,55.0
2022-07-13,61.0
2022-07-14,63.0
2022-07-15,58.0
2022-07-16,11.0
2022-07-17,5.0
2022-07-18,57.0
2022-07-19,60.0
2022-07-20,64.0
2022-07-21,59.0
2022-07-22,56.0
2022-07-23,10.0
2022-07-24,5.0
2022-07-25,54.0
2022-07-26,58.0
2022-07-27,63.0
2022-07-28,67.0
2022-07-29,63.0
2022-07-30,10.0
2022-07-31,5.0
2022-08-01,53.0
2022-08-02,57.0
2022-08-03,57.0
2022-08-04,55.0
2022-08-05,56.0
2022-08-06,10.0
2022-08-07,5.0
2022-08-08,52.0
2022-08-09,53.0
2022-08-10,61.0
2022-08-11,58.0
2022-08-12,57.0
2022-08-13,10.0
2022-08-14,5.0
2022-08-15,54.0
2022-08-16,62.0
2022-08-17,57.0
2022-08-18,55.0
2022-08-19,51.0
2022-08-20,9.0
2022-08-21,4.0
2022-08-22,51.0
2022-08-23,57.0
2022-08-24,52.0
2022-08-25,51.0
2022-08-26,61.0
2022-08-27,12.0
2022-08-28,5.0
2022-08-29,52.077448747152616
2022-08-30,57.06101529450049
2022-08-31,54.819232020826554
2022-09-01,52.99137650504393
2022-09-02,52.99137650504393
2022-09-03,9.967133094695736
2022-09-04,4.069638789456557
2022-09-05,8.139277578913115
2022-09-06,48.00780995769606
2022-09-07,52.077448747152616
2022-09-08,49.835665473478684
2022-09-09,47.09388219980475
2022-09-10,8.139277578913115
2022-09-11,4.069638789456557
2022-09-12,46.67995444191344
2022-09-13,72.9256426944354
2022-09-14,76.08135372600066
2022-09-15,62.95850959973967
2022-09-16,62.95850959973967
2022-09-17,10.881060852587048
2022-09-18,4.983566547347868
2022-09-19,57.06101529450049
2022-09-20,61.13065408395704
2022-09-21,69.76993166287016
2022-09-22,67.02814838919622
2022-09-23,82.89277578913115
2022-09-24,12.708916368369671
2022-09-25,5.89749430523918
2022-09-26,67.02814838919622
2022-09-27,70.18385942076148
2022-09-28,67.88415229417507
2022-09-29,68.7120078099577
2022-09-30,68.7120078099577
2022-10-01,12.417832736739342
2022-10-02,5.7949886104783594
2022-10-03,63.74487471526196
2022-10-04,71.19557435730556
2022-10-05,69.53986332574031
2022-10-06,66.22844126260983
2022-10-07,68.7120078099577
2022-10-08,10.762121705174097
2022-10-09,4.967133094695737
2022-10-10,58.777741620566225
2022-10-11,62.917019199479334
2022-10-12,60.433452652131464
2022-10-13,75.33485193621868
2022-10-14,67.05629677839245
2022-10-15,10.762121705174097
2022-10-16,4.967133094695737
2022-10-17,60.433452652131464
2022-10-18,66.22844126260983
2022-10-19,63.74487471526196
2022-10-20,58.777741620566225
2022-10-21,61.26130816791409
2022-10-22,10.762121705174097
2022-10-23,4.967133094695737
2022-10-24,56.294175073218355
2022-10-25,61.26130816791409
2022-10-26,60.433452652131464
2022-10-27,67.05629677839245
2022-10-28,63.74487471526196
2022-10-29,11.589977220956719
2022-10-30,4.967133094695737
2022-10-31,59.60559713634885
2022-11-01,57.9498861047836
2022-11-02,65.4005857468272
2022-11-03,62.08916368369671
2022-11-04,61.26130816791409
2022-11-05,10.762121705174097
2022-11-06,4.139277578913115
2022-11-07,50.49918646273999
2022-11-08,58.777741620566225
2022-11-09,58.777741620566225
2022-11-10,68.7120078099577
2022-11-11,69.53986332574031
2022-11-12,13.245688252521965
2022-11-13,4.967133094695737
2022-11-14,53.810608525870485
2022-11-15,58.777741620566225
2022-11-16,57.9498861047836
2022-11-17,55.46631955743573
2022-11-18,58.777741620566225
2022-11-19,11.589977220956719
2022-11-20,4.139277578913115
2022-11-21,47.1877643996095
2022-11-22,53.810608525870485
2022-11-23,53.810608525870485
2022-11-24,11.589977220956719
2022-11-25,36.4256426944354
2022-11-26,9.10641067360885
2022-11-27,4.139277578913115
2022-11-28,43.87634233647901
2022-11-29,48.01561991539212
2022-11-30,48.843475431174745
2022-12-01,57.12203058900098
2022-12-02,49.67133094695737
2022-12-03,10.762121705174097
2022-12-04,4.139277578913115
2022-12-05,44.704197852261636
2022-12-06,48.01561991539212
2022-12-07,48.01561991539212
2022-12-08,49.67133094695737
2022-12-09,47.1877643996095
2022-12-10,9.934266189391474
2022-12-11,4.139277578913115
2022-12-12,43.87634233647901
2022-12-13,56.294175073218355
2022-12-14,57.12203058900098
2022-12-15,61.26130816791409
2022-12-16,58.777741620566225
2022-12-17,10.762121705174097
2022-12-18,4.139277578913115
2022-12-19,47.1877643996095
2022-12-20,51.327041978522615
2022-12-21,54.63846404165311
2022-12-22,52.98275301008786
2022-12-23,50.49918646273999
2022-12-24,11.589977220956719
2022-12-25,4.139277578913115
2022-12-26,21.524243410348195
2022-12-27,48.843475431174745
2022-12-28,50.49918646273999
2022-12-29,50.49918646273999
2022-12-30,47.1877643996095
2022-12-31,10.762121705174097
2023-01-01,4.139277578913115
2023-01-02,17.38496583143508
2023-01-03,41.39277578913114
2023-01-04,49.67133094695737
2023-01-05,43.87634233647901
2023-01-06,48.01561991539212
2023-01-07,10.762121705174097
2023-01-08,4.139277578913115
2023-01-09,44.704197852261636
2023-01-10,48.843475431174745
2023-01-11,48.01561991539212
2023-01-12,48.843475431174745
2023-01-13,47.1877643996095
2023-01-14,9.934266189391474
2023-01-15,4.139277578913115
2023-01-16,16.55711031565246
2023-01-17,44.704197852261636
2023-01-18,48.843475431174745
2023-01-19,54.63846404165311
2023-01-20,48.01561991539212
2023-01-21,9.934266189391474
2023-01-22,4.139277578913115
2023-01-23,42.220631304913766
2023-01-24,48.843475431174745
2023-01-25,48.01561991539212
2023-01-26,46.359908883826876
2023-01-27,48.01561991539212
2023-01-28,9.10641067360885
2023-01-29,4.139277578913115
2023-01-30,43.04848682069639
2023-01-31,50.49918646273999
2023-02-01,53.810608525870485
2023-02-02,55.46631955743573
2023-02-03,52.98275301008786
2023-02-04,9.934266189391474
2023-02-05,4.139277578913115
2023-02-06,42.220631304913766
2023-02-07,48.843475431174745
2023-02-08,46.359908883826876
2023-02-09,44.704197852261636
2023-02-10,44.704197852261636
2023-02-11,9.10641067360885
2023-02-12,3.3114220631304914
2023-02-13,38.08135372600065
2023-02-14,48.843475431174745
2023-02-15,49.67133094695737
2023-02-16,47.1877643996095
2023-02-17,48.01561991539212
2023-02-18,9.10641067360885
2023-02-19,3.3114220631304914
2023-02-20,20.69638789456557
2023-02-21,49.67133094695737
2023-02-22,50.49918646273999
2023-02-23,46.359908883826876
2023-02-24,49.67133094695737
2023-02-25,9.934266189391474
2023-02-26,3.3114220631304914
2023-02-27,43.04848682069639
2023-02-28,43.04848682069639
2023-03-01,44.704197852261636
2023-03-02,43.04848682069639
2023-03-03,42.220631304913766
2023-03-04,9.10641067360885
2023-03-05,3.3114220631304914
2023-03-06,42.220631304913766
2023-03-07,46.359908883826876
2023-03-08,47.1877643996095
2023-03-09,47.1877643996095
2023-03-10,57.12203058900098
2023-03-11,11.589977220956719
2023-03-12,5.7949886104783594
2023-03-13,72.8512853888708
2023-03-14,58.777741620566225
2023-03-15,74.50699642043605
2023-03-16,63.74487471526196
2023-03-17,55.46631955743573
2023-03-18,9.934266189391474
2023-03-19,4.967133094695737
2023-03-20,52.15489749430524
2023-03-21,54.63846404165311
2023-03-22,62.08916368369671
2023-03-23,60.433452652131464
2023-03-24,52.98275301008786
2023-03-25,9.10641067360885
2023-03-26,4.139277578913115
2023-03-27,44.704197852261636
2023-03-28,47.1877643996095
2023-03-29,46.359908883826876
2023-03-30,48.843475431174745
2023-03-31,47.1877643996095
2023-04-01,9.10641067360885
2023-04-02,4.139277578913115
2023-04-03,45.53205336804426
2023-04-04,47.1877643996095
2023-04-05,48.843475431174745
2023-04-06,47.1877643996095
2023-04-07,32.286365115522294
2023-04-08,6.622844126260983
2023-04-09,3.3114220631304914
2023-04-10,43.87634233647901
2023-04-11,46.359908883826876
2023-04-12,48.843475431174745
2023-04-13,46.359908883826876
2023-04-14,47.1877643996095
2023-04-15,9.10641067360885
2023-04-16,3.3114220631304914
2023-04-17,40.56492027334852
2023-04-18,46.359908883826876
2023-04-19,44.704197852261636
2023-04-20,46.359908883826876
2023-04-21,43.04848682069639
2023-04-22,8.27855515782623
2023-04-23,3.3114220631304914
2023-04-24,41.39277578913114
2023-04-25,43.87634233647901
2023-04-26,43.1248159601065
2023-04-27,42.86139434364604
2023-04-28,44.742936325270534
2023-04-29,8.354023442280589
2023-04-30,4.177011721140294
2023-05-01,41.50669559494248
2023-05-02,46.624478306895014
2023-05-03,48.656526429950354
2023-05-04,45.683707316082774
2023-05-05,44.47951470881006
2023-05-06,8.354023442280589
2023-05-07,3.499662346788516
2023-05-08,43.1248159601065
2023-05-09,43.80216533445828
2023-05-10,42.86139434364604
2023-05-11,42.18404496929426
2023-05-12,39.88857522977845
2023-05-13,7.4132524514683436
2023-05-14,3.2362407303280487
2023-05-15,41.24327397848201
2023-05-16,42.18404496929426
2023-05-17,42.86139434364604
2023-05-18,42.86139434364604
2023-05-19,44.06558695091875
2023-05-20,8.090601825820123
2023-05-21,3.499662346788516
2023-05-22,41.24327397848201
2023-05-23,43.80216533445828
2023-05-24,44.06558695091875
2023-05-25,44.742936325270534
2023-05-26,39.51324246907008
2023-05-27,7.902648493814016
2023-05-28,3.161059397525606
2023-05-29,6.322118795051212
2023-05-30,43.201145099516616
2023-05-31,43.727988332437555
2023-06-01,44.25483156535849
2023-06-02,52.68432329209344
2023-06-03,8.956334959655884
2023-06-04,4.214745863367475
2023-06-05,42.674301866595684
2023-06-06,45.83536126412129
2023-06-07,42.14745863367475
2023-06-08,44.781674798279425
2023-06-09,41.62061540075381
2023-06-10,8.42949172673495
2023-06-11,3.6879026304465405
2023-06-12,40.56692893491195
2023-06-13,45.30851803120036
2023-06-14,48.46957742872596
2023-06-15,48.46957742872596
2023-06-16,45.83536126412129
2023-06-17,8.42949172673495
2023-06-18,3.6879026304465405
2023-06-19,23.181102248521114
2023-06-20,43.201145099516616
2023-06-21,44.25483156535849
2023-06-22,40.56692893491195
2023-06-23,39.51324246907008
2023-06-24,6.848962027972147
2023-06-25,3.6879026304465405
2023-06-26,38.98639923614915
2023-06-27,41.09377216783288
2023-06-28,40.56692893491195
2023-06-29,41.09377216783288
2023-06-30,41.62061540075381
2023-07-01,7.375805260893081
2023-07-02,3.6879026304465405
2023-07-03,33.7179669069398
2023-07-04,8.956334959655884
2023-07-05,40.04008570199101
2023-07-06,43.201145099516616
2023-07-07,42.14745863367475
2023-07-08,7.375805260893081
2023-07-09,3.6879026304465405
2023-07-10,38.45955600322821
2023-07-11,40.04008570199101
2023-07-12,44.781674798279425
2023-07-13,44.25483156535849
2023-07-14,46.88904772996316
2023-07-15,7.902648493814016
2023-07-16,3.6879026304465405
2023-07-17,41.62061540075381
2023-07-18,45.30851803120036
2023-07-19,47.41589096288409
2023-07-20,47.94273419580503
2023-07-21,46.36220449704223
2023-07-22,7.375805260893081
2023-07-23,3.6879026304465405
2023-07-24,43.727988332437555
2023-07-25,47.41589096288409
2023-07-26,48.996420661646894
2023-07-27,48.996420661646894
2023-07-28,47.41589096288409
2023-07-29,7.902648493814016
2023-07-30,3.6879026304465405
2023-07-31,41.62061540075381
2023-08-01,43.201145099516616
2023-08-02,44.781674798279425
2023-08-03,45.83536126412129
2023-08-04,44.25483156535849
2023-08-05,7.902648493814016
2023-08-06,3.6879026304465405
2023-08-07,42.674301866595684
2023-08-08,46.88904772996316
2023-08-09,45.30851803120036
2023-08-10,47.41589096288409
2023-08-11,44.25483156535849
2023-08-12,7.375805260893081
2023-08-13,3.161059397525606
2023-08-14,38.98639923614915
2023-08-15,40.56692893491195
2023-08-16,42.14745863367475
2023-08-17,40.56692893491195
2023-08-18,41.62061540075381
2023-08-19,7.375805260893081
2023-08-20,3.161059397525606
2023-08-21,38.98639923614915
2023-08-22,39.51324246907008
2023-08-23,40.04008570199101
2023-08-24,38.98639923614915
2023-08-25,39.51324246907008
2023-08-26,6.848962027972147
2023-08-27,3.161059397525606
2023-08-28,35.825339838623535
2023-08-29,40.56692893491195
2023-08-30,40.04008570199101
2023-08-31,41.09377216783288
2023-09-01,38.98639923614915
2023-09-02,6.848962027972147
2023-09-03,3.161059397525606
2023-09-04,5.268432329209344
2023-09-05,33.7179669069398
2023-09-06,36.352183071544474
2023-09-07,37.405869537386344
2023-09-08,34.77165337278167
2023-09-09,5.7952755621302785
2023-09-10,3.161059397525606
2023-09-11,32.137437208177
2023-09-12,33.7179669069398
2023-09-13,33.7179669069398
2023-09-14,34.24481013986073
2023-09-15,34.77165337278167
2023-09-16,6.848962027972147
2023-09-17,3.161059397525606
2023-09-18,31.610593975256062
2023-09-19,33.7179669069398
2023-09-20,36.352183071544474
2023-09-21,36.352183071544474
2023-09-22,36.352183071544474
2023-09-23,6.322118795051212
2023-09-24,3.161059397525606
2023-09-25,33.7179669069398
2023-09-26,37.405869537386344
2023-09-27,37.405869537386344
2023-09-28,37.405869537386344
2023-09-29,34.77165337278167
2023-09-30,6.848962027972147
2023-10-01,3.161059397525606
2023-10-02,35.2984966057026
2023-10-03,42.14745863367475
2023-10-04,44.25483156535849
2023-10-05,40.04008570199101
2023-10-06,41.09377216783288
2023-10-07,7.375805260893081
2023-10-08,3.6879026304465405
2023-10-09,35.2984966057026
2023-10-10,39.51324246907008
2023-10-11,38.45955600322821
2023-10-12,38.98639923614915
2023-10-13,36.879026304465405
2023-10-14,6.848962027972147
2023-10-15,3.161059397525606
2023-10-16,35.2984966057026
2023-10-17,38.45955600322821
2023-10-18,35.2984966057026
2023-10-19,37.932712770307276
2023-10-20,36.352183071544474
2023-10-21,6.848962027972147
2023-10-22,3.6879026304465405
2023-10-23,35.825339838623535
2023-10-24,38.45955600322821
2023-10-25,36.352183071544474
2023-10-26,36.879026304465405
2023-10-27,35.825339838623535
2023-10-28,6.848962027972147
2023-10-29,3.161059397525606
2023-10-30,37.932712770307276
2023-10-31,40.56692893491195
2023-11-01,43.201145099516616
2023-11-02,41.09377216783288
2023-11-03,43.201145099516616
2023-11-04,7.375805260893081
2023-11-05,3.6879026304465405
2023-11-06,37.932712770307276
2023-11-07,40.04008570199101
2023-11-08,38.98639923614915
2023-11-09,36.879026304465405
2023-11-10,34.77165337278167
2023-11-11,7.902648493814016
2023-11-12,3.6879026304465405
2023-11-13,35.2984966057026
2023-11-14,43.727988332437555
2023-11-15,46.36220449704223
2023-11-16,41.62061540075381
2023-11-17,41.09377216783288
2023-11-18,7.375805260893081
2023-11-19,3.161059397525606
2023-11-20,37.405869537386344
2023-11-21,40.56692893491195
2023-11-22,38.98639923614915
2023-11-23,8.956334959655884
2023-11-24,27.395848111888586
2023-11-25,7.375805260893081
2023-11-26,3.161059397525606
2023-11-27,32.137437208177
2023-11-28,37.932712770307276
2023-11-29,40.04008570199101
2023-11-30,41.09377216783288
2023-12-01,43.727988332437555
2023-12-02,8.956334959655884
2023-12-03,3.6879026304465405
2023-12-04,36.352183071544474
2023-12-05,40.04008570199101
2023-12-06,37.932712770307276
2023-12-07,35.825339838623535
2023-12-08,40.04008570199101
2023-12-09,7.902648493814016
2023-12-10,3.161059397525606
2023-12-11,34.77165337278167
2023-12-12,40.56692893491195
2023-12-13,47.41589096288409
2023-12-14,50.5769503604097
2023-12-15,45.83536126412129
2023-12-16,10.010021425497753
2023-12-17,3.6879026304465405
2023-12-18,39.51324246907008
2023-12-19,45.30851803120036
2023-12-20,49.52326389456783
2023-12-21,51.103793593330636
2023-12-22,47.51092548512398
2023-12-23,10.13898679197439
2023-12-24,3.710851707668912
2023-12-25,3.710851707668912
2023-12-26,38.10208540772146
2023-12-27,44.79364210848741
2023-12-28,42.33978034831131
2023-12-29,44.79364210848741
2023-12-30,9.145418460942047
2023-12-31,3.710851707668912
2024-01-01,4.967841655161724
2024-01-02,39.35907535521427
2024-01-03,41.082790400818496
2024-01-04,40.08922206978615
2024-01-05,42.076358731850846
2024-01-06,8.41527174637017
2024-01-07,2.980704993097034
2024-01-08,38.36550702418193
2024-01-09,38.6289286406424
2024-01-10,37.37193869314959
2024-01-11,40.08922206978615
2024-01-12,37.10851707668912
2024-01-13,7.421703415337824
2024-01-14,2.980704993097034
2024-01-15,13.849838499643301
2024-01-16,32.9309402709088
2024-01-17,35.648223647545365
2024-01-18,34.654655316513015
2024-01-19,40.08922206978615
2024-01-20,8.678693362830636
2024-01-21,2.8003505886684623
2024-01-22,37.33800784891283
2024-01-23,41.07180863380411
2024-01-24,40.138358437581296
2024-01-25,39.204908241358474
2024-01-26,30.803856475353086
2024-01-27,6.534151373559745
2024-01-28,2.8003505886684623
2024-01-29,25.20315529801616
2024-01-30,30.803856475353086
2024-01-31,28.936956082907443
2024-02-01,30.803856475353086
2024-02-02,31.737306671575908
2024-02-03,6.534151373559745
2024-02-04,2.8003505886684623
2024-02-05,27.070055690461803
2024-02-06,28.00350588668462
2024-02-07,28.00350588668462
2024-02-08,28.00350588668462
2024-02-09,27.070055690461803
2024-02-10,5.600701177336925
2024-02-11,2.8003505886684623
2024-02-12,23.33625490557052
2024-02-13,34.537657260244366
2024-02-14,34.537657260244366
2024-02-15,31.737306671575908
2024-02-16,30.803856475353086
2024-02-17,6.534151373559745
2024-02-18,2.8003505886684623
2024-02-19,12.134852550896671
2024-02-20,28.00350588668462
2024-02-21,28.00350588668462
2024-02-22,30.803856475353086
2024-02-23,31.737306671575908
2024-02-24,6.534151373559745
2024-02-25,2.8003505886684623
2024-02-26,27.070055690461803
2024-02-27,27.070055690461803
2024-02-28,26.13660549423898
2024-02-29,27.070055690461803
2024-03-01,28.00350588668462
2024-03-02,5.600701177336925
2024-03-03,2.8003505886684623
2024-03-04,25.20315529801616
2024-03-05,28.00350588668462
2024-03-06,30.803856475353086
2024-03-07,28.00350588668462
2024-03-08,28.936956082907443
2024-03-09,5.600701177336925
2024-03-10,2.8003505886684623
2024-03-11,25.20315529801616
2024-03-12,28.00350588668462
2024-03-13,28.00350588668462
2024-03-14,27.070055690461803
2024-03-15,24.269705101793342
2024-03-16,4.667250981114104
2024-03-17,2.8003505886684623
2024-03-18,25.20315529801616
2024-03-19,28.00350588668462
2024-03-20,29.870406279130265
2024-03-21,34.537657260244366
2024-03-22,28.936956082907443
2024-03-23,5.600701177336925
2024-03-24,2.8003505886684623
2024-03-25,24.269705101793342
2024-03-26,27.070055690461803
2024-03-27,28.936956082907443
2024-03-28,29.870406279130265
2024-03-29,17.735553728233594
2024-03-30,4.667250981114104
2024-03-31,2.8003505886684623
2024-04-01,26.13660549423898
2024-04-02,28.936956082907443
2024-04-03,28.00350588668462
2024-04-04,28.936956082907443
2024-04-05,31.737306671575908
2024-04-06,5.600701177336925
2024-04-07,2.8003505886684623
2024-04-08,23.33625490557052
2024-04-09,27.070055690461803
2024-04-10,31.737306671575908
2024-04-11,29.870406279130265
2024-04-12,30.803856475353086
2024-04-13,5.600701177336925
2024-04-14,2.8003505886684623
2024-04-15,30.803856475353086
2024-04-16,30.803856475353086
2024-04-17,29.870406279130265
2024-04-18,28.936956082907443
2024-04-19,28.936956082907443
2024-04-20,5.600701177336925
2024-04-21,2.8003505886684623
2024-04-22,27.070055690461803
2024-04-23,30.803856475353086
2024-04-24,28.936956082907443
2024-04-25,30.803856475353086
2024-04-26,28.00350588668462
2024-04-27,5.600701177336925
2024-04-28,2.8003505886684623
2024-04-29,26.13660549423898
2024-04-30,28.936956082907443
2024-05-01,28.936956082907443
2024-05-02,27.070055690461803
2024-05-03,29.870406279130265
2024-05-04,5.600701177336925
2024-05-05,2.8003505886684623
2024-05-06,27.070055690461803
2024-05-07,28.00350588668462
2024-05-08,27.070055690461803
2024-05-09,27.070055690461803
2024-05-10,26.13660549423898
2024-05-11,5.600701177336925
2024-05-12,2.8003505886684623
2024-05-13,25.20315529801616
2024-05-14,28.00350588668462
2024-05-15,28.936956082907443
2024-05-16,35.47110745646719
2024-05-17,32.67075686779873
2024-05-18,6.534151373559745
2024-05-19,3.733800784891283
2024-05-20,27.070055690461803
2024-05-21,28.00350588668462
2024-05-22,26.13660549423898
2024-05-23,28.936956082907443
2024-05-24,27.070055690461803
2024-05-25,5.600701177336925
2024-05-26,2.8003505886684623
2024-05-27,3.733800784891283
2024-05-28,24.269705101793342
2024-05-29,27.070055690461803
2024-05-30,28.936956082907443
2024-05-31,30.803856475353086
2024-06-01,6.534151373559745
2024-06-02,2.8003505886684623
2024-06-03,26.13660549423898
2024-06-04,28.00350588668462
2024-06-05,28.936956082907443
2024-06-06,28.936956082907443
2024-06-07,27.070055690461803
2024-06-08,5.600701177336925
2024-06-09,2.8003505886684623
2024-06-10,26.13660549423898
2024-06-11,28.936956082907443
2024-06-12,31.737306671575908
2024-06-13,29.870406279130265
2024-06-14,26.13660549423898
2024-06-15,4.667250981114104
2024-06-16,2.8003505886684623
2024-06-17,27.070055690461803
2024-06-18,25.20315529801616
2024-06-19,17.735553728233594
2024-06-20,26.13660549423898
2024-06-21,26.13660549423898
2024-06-22,5.600701177336925
2024-06-23,2.8003505886684623
2024-06-24,24.269705101793342
2024-06-25,26.13660549423898
2024-06-26,24.269705101793342
2024-06-27,24.269705101793342
2024-06-28,24.269705101793342
2024-06-29,4.667250981114104
2024-06-30,2.8003505886684623
2024-07-01,23.33625490557052
2024-07-02,23.33625490557052
2024-07-03,21.469354513124877
2024-07-04,5.600701177336925
2024-07-05,22.4028047093477
2024-07-06,4.667250981114104
2024-07-07,2.8003505886684623
2024-07-08,22.4028047093477
2024-07-09,26.13660549423898
2024-07-10,27.070055690461803
2024-07-11,29.870406279130265
2024-07-12,29.870406279130265
2024-07-13,6.534151373559745
2024-07-14,2.8003505886684623
2024-07-15,28.00350588668462
2024-07-16,34.537657260244366
2024-07-17,35.47110745646719
2024-07-18,33.60420706402155
2024-07-19,30.803856475353086
2024-07-20,5.600701177336925
2024-07-21,3.733800784891283
2024-07-22,29.870406279130265
2024-07-23,28.936956082907443
2024-07-24,29.870406279130265
2024-07-25,33.60420706402155
2024-07-26,32.67075686779873
2024-07-27,5.600701177336925
2024-07-28,2.8003505886684623
2024-07-29,28.00350588668462
2024-07-30,28.00350588668462
2024-07-31,29.870406279130265
2024-08-01,31.737306671575908
2024-08-02,42.938709026249754
2024-08-03,8.401051766005388
2024-08-04,3.733800784891283
2024-08-05,93.34501962228208
2024-08-06,74.67601569782566
2024-08-07,52.27321098847796
2024-08-08,45.73905961491822
2024-08-09,40.138358437581296
2024-08-10,7.467601569782566
2024-08-11,4.667250981114104
2024-08-12,34.537657260244366
2024-08-13,33.60420706402155
2024-08-14,36.40455765269001
2024-08-15,38.27145804513565
2024-08-16,32.67075686779873
2024-08-17,6.534151373559745
2024-08-18,3.908822696683062
2024-08-19,32.20403176968732
2024-08-20,32.67075686779873
2024-08-21,34.15844311802885
2024-08-22,32.20403176968732
2024-08-23,34.62516821614025
2024-08-24,6.329959143136003
2024-08-25,4.375547794794473
2024-08-26,32.20403176968732
2024-08-27,32.67075686779873
2024-08-28,28.761934171115666
2024-08-29,30.7163455194572
2024-08-30,30.24962042134579
2024-08-31,5.863234045024593
2024-09-01,2.4211364464529415
2024-09-02,4.375547794794473
2024-09-03,30.7163455194572
2024-09-04,34.62516821614025
2024-09-05,28.761934171115666
2024-09-06,30.7163455194572
2024-09-07,5.863234045024593
2024-09-08,3.4420975985716518
2024-09-09,28.761934171115666
2024-09-10,30.24962042134579
2024-09-11,31.18307061756861
2024-09-12,30.7163455194572
2024-09-13,30.7163455194572
2024-09-14,5.863234045024593
2024-09-15,2.4211364464529415
2024-09-16,28.295209073004255
2024-09-17,30.62883456356131
2024-09-18,40.83844608474841
