Time,priceline
2024-09-23,42.28956546667315
2024-09-24,44.45826113163075
2024-09-25,45.54260896410955
2024-09-26,41.205217634194355
2024-09-27,41.205217634194355
2024-09-28,46.084782880348946
2024-09-29,40.663043717954956
2024-09-30,39.03652196923675
2024-10-01,45.00043504787015
2024-10-02,45.54260896410955
2024-10-03,47.169130712827744
2024-10-04,48.25347854530654
2024-10-05,42.83173938291255
2024-10-06,41.747391550433754
2024-10-07,48.79565246154594
2024-10-08,48.25347854530654
2024-10-09,45.00043504787015
2024-10-10,44.45826113163075
2024-10-11,45.54260896410955
2024-10-12,45.00043504787015
2024-10-13,40.663043717954956
2024-10-14,39.03652196923675
2024-10-15,41.205217634194355
2024-10-16,37.952174136757954
2024-10-17,39.03652196923675
2024-10-18,42.28956546667315
2024-10-19,41.205217634194355
2024-10-20,36.867826304279156
2024-10-21,37.952174136757954
2024-10-22,40.12086980171555
2024-10-23,40.663043717954956
2024-10-24,38.49434805299735
2024-10-25,38.49434805299735
2024-10-26,36.32565238803976
2024-10-27,34.15695672308216
2024-10-28,35.78347847180036
2024-10-29,37.410000220518555
2024-10-30,36.32565238803976
2024-10-31,35.78347847180036
2024-11-01,39.57869588547615
2024-11-02,40.12086980171555
2024-11-03,36.32565238803976
2024-11-04,37.952174136757954
2024-11-05,34.69913063932156
2024-11-06,27.65086972820937
2024-11-07,38.49434805299735
2024-11-08,40.12086980171555
2024-11-09,37.410000220518555
2024-11-10,35.78347847180036
2024-11-11,37.952174136757954
2024-11-12,38.49434805299735
2024-11-13,38.49434805299735
2024-11-14,35.78347847180036
2024-11-15,37.952174136757954
2024-11-16,34.15695672308216
2024-11-17,37.410000220518555
2024-11-18,36.32565238803976
2024-11-19,38.49434805299735
2024-11-20,40.12086980171555
2024-11-21,38.49434805299735
2024-11-22,36.32565238803976
2024-11-23,36.32565238803976
2024-11-24,36.32565238803976
2024-11-25,35.24130455556096
2024-11-26,37.410000220518555
2024-11-27,36.867826304279156
2024-11-28,34.69913063932156
2024-11-29,41.205217634194355
2024-11-30,39.03652196923675
2024-12-01,36.32565238803976
2024-12-02,41.205217634194355
2024-12-03,48.25347854530654
2024-12-04,37.410000220518555
2024-12-05,35.24130455556096
2024-12-06,36.867826304279156
2024-12-07,36.867826304279156
2024-12-08,30.903913225645763
2024-12-09,35.24130455556096
2024-12-10,36.867826304279156
2024-12-11,36.32565238803976
2024-12-12,36.32565238803976
2024-12-13,35.24130455556096
2024-12-14,34.15695672308216
2024-12-15,31.988261058124564
2024-12-16,33.61478280684276
2024-12-17,35.78347847180036
2024-12-18,36.32565238803976
2024-12-19,37.952174136757954
2024-12-20,38.49434805299735
2024-12-21,32.53043497436396
2024-12-22,31.988261058124564
2024-12-23,37.410000220518555
2024-12-24,33.07260889060336
2024-12-25,33.61478280684276
2024-12-26,43.37391329915195
2024-12-27,46.084782880348946
2024-12-28,42.83173938291255
2024-12-29,38.49434805299735
2024-12-30,41.205217634194355
2024-12-31,40.663043717954956
2025-01-01,34.15695672308216
2025-01-02,41.205217634194355
2025-01-03,42.83173938291255
2025-01-04,41.205217634194355
2025-01-05,41.747391550433754
2025-01-06,36.32565238803976
2025-01-07,38.49434805299735
2025-01-08,38.49434805299735
2025-01-09,39.57869588547615
2025-01-10,37.952174136757954
2025-01-11,40.12086980171555
2025-01-12,38.49434805299735
2025-01-13,37.952174136757954
2025-01-14,39.03652196923675
2025-01-15,41.205217634194355
2025-01-16,39.03652196923675
2025-01-17,39.57869588547615
2025-01-18,38.49434805299735
2025-01-19,37.410000220518555
2025-01-20,36.32565238803976
2025-01-21,34.69913063932156
2025-01-22,38.49434805299735
2025-01-23,36.867826304279156
2025-01-24,36.32565238803976
2025-01-25,37.410000220518555
2025-01-26,37.952174136757954
2025-01-27,34.15695672308216
2025-01-28,35.24130455556096
2025-01-29,36.867826304279156
2025-01-30,35.24130455556096
2025-01-31,34.15695672308216
2025-02-01,37.410000220518555
2025-02-02,36.867826304279156
2025-02-03,33.61478280684276
2025-02-04,37.952174136757954
2025-02-05,37.952174136757954
2025-02-06,36.867826304279156
2025-02-07,37.952174136757954
2025-02-08,37.410000220518555
2025-02-09,35.78347847180036
2025-02-10,33.61478280684276
2025-02-11,39.03652196923675
2025-02-12,37.410000220518555
2025-02-13,40.12086980171555
2025-02-14,40.663043717954956
2025-02-15,41.747391550433754
2025-02-16,39.57869588547615
2025-02-17,39.57869588547615
2025-02-18,37.952174136757954
2025-02-19,36.32565238803976
2025-02-20,37.952174136757954
2025-02-21,37.952174136757954
2025-02-22,38.49434805299735
2025-02-23,37.952174136757954
2025-02-24,38.49434805299735
2025-02-25,39.57869588547615
2025-02-26,39.57869588547615
2025-02-27,40.12086980171555
2025-02-28,41.205217634194355
2025-03-01,41.205217634194355
2025-03-02,39.03652196923675
2025-03-03,36.867826304279156
2025-03-04,39.57869588547615
2025-03-05,40.12086980171555
2025-03-06,44.45826113163075
2025-03-07,42.28956546667315
2025-03-08,41.747391550433754
2025-03-09,41.747391550433754
2025-03-10,40.663043717954956
2025-03-11,38.49434805299735
2025-03-12,44.45826113163075
2025-03-13,40.663043717954956
2025-03-14,41.747391550433754
2025-03-15,41.205217634194355
2025-03-16,42.28956546667315
2025-03-17,39.57869588547615
2025-03-18,40.663043717954956
2025-03-19,40.663043717954956
2025-03-20,41.205217634194355
2025-03-21,41.205217634194355
2025-03-22,39.57869588547615
2025-03-23,40.663043717954956
2025-03-24,37.952174136757954
2025-03-25,38.49434805299735
2025-03-26,39.57869588547615
2025-03-27,41.205217634194355
2025-03-28,40.663043717954956
2025-03-29,39.57869588547615
2025-03-30,40.663043717954956
2025-03-31,39.57869588547615
2025-04-01,39.57869588547615
2025-04-02,36.867826304279156
2025-04-03,37.410000220518555
2025-04-04,37.952174136757954
2025-04-05,39.57869588547615
2025-04-06,39.03652196923675
2025-04-07,36.32565238803976
2025-04-08,39.57869588547615
2025-04-09,37.952174136757954
2025-04-10,37.952174136757954
2025-04-11,41.747391550433754
2025-04-12,39.03652196923675
2025-04-13,37.410000220518555
2025-04-14,36.32565238803976
2025-04-15,40.077495888416394
2025-04-16,36.911200217578305
2025-04-17,38.49434805299735
2025-04-18,39.54977994327672
2025-04-19,31.905127724301188
2025-04-20,33.744904546740216
2025-04-21,36.911200217578305
2025-04-22,36.911200217578305
2025-04-23,37.96663210785767
2025-04-24,38.49434805299735
2025-04-25,37.43891616271799
2025-04-26,39.8064089302967
2025-04-27,33.488275559720236
2025-04-28,37.43891616271799
2025-04-29,37.43891616271799
2025-04-30,39.02206399813703
2025-05-01,41.66064372383545
2025-05-02,37.43891616271799
2025-05-03,40.60521183355608
2025-05-04,37.96663210785767
2025-05-05,39.02206399813703
2025-05-06,39.02206399813703
2025-05-07,40.077495888416394
2025-05-08,39.8064089302967
2025-05-09,40.077495888416394
2025-05-10,39.02206399813703
2025-05-11,33.488275559720236
2025-05-12,39.02206399813703
2025-05-13,40.60521183355608
2025-05-14,40.33412487543637
2025-05-15,41.573895897237136
2025-05-16,41.573895897237136
2025-05-17,41.06063792319717
2025-05-18,42.60041184531707
2025-05-19,41.573895897237136
2025-05-20,45.166701715516886
2025-05-21,42.60041184531707
2025-05-22,43.11366981935703
2025-05-23,45.166701715516886
2025-05-24,42.0871538712771
2025-05-25,38.494348052997346
2025-05-26,39.52086400107728
2025-05-27,42.60041184531707
2025-05-28,42.0871538712771
2025-05-29,43.11366981935703
2025-05-30,44.14018576743696
2025-05-31,42.60041184531707
2025-06-01,37.46783210491742
2025-06-02,43.11366981935703
2025-06-03,50.8125394299565
2025-06-04,47.219733611676745
2025-06-05,44.14018576743696
2025-06-06,46.19321766359682
2025-06-07,39.00760602703731
2025-06-08,42.0871538712771
2025-06-09,40.547379949157204
2025-06-10,45.166701715516886
2025-06-11,40.034121975117245
2025-06-12,45.67995968955685
2025-06-13,44.14018576743696
2025-06-14,36.954574130877454
2025-06-15,37.981090078957386
2025-06-16,41.06063792319717
2025-06-17,43.626927793396995
2025-06-18,46.19321766359682
2025-06-19,43.11366981935703
2025-06-20,44.14018576743696
2025-06-21,40.034121975117245
2025-06-22,38.494348052997346
2025-06-23,40.034121975117245
2025-06-24,43.626927793396995
2025-06-25,43.626927793396995
2025-06-26,46.19321766359682
2025-06-27,46.706475637636785
2025-06-28,41.573895897237136
2025-06-29,40.034121975117245
2025-06-30,42.60041184531707
2025-07-01,48.75950753379664
2025-07-02,44.14018576743696
2025-07-03,51.32579740399647
2025-07-04,46.19321766359682
2025-07-05,40.034121975117245
2025-07-06,43.626927793396995
2025-07-07,43.626927793396995
2025-07-08,49.78602348187657
2025-07-09,44.65344374147693
2025-07-10,46.706475637636785
2025-07-11,43.11366981935703
2025-07-12,43.626927793396995
2025-07-13,43.11366981935703
2025-07-14,46.19321766359682
2025-07-15,51.32579740399647
2025-07-16,47.73299158571671
2025-07-17,46.19321766359682
2025-07-18,46.19321766359682
2025-07-19,41.573895897237136
2025-07-20,41.06063792319717
2025-07-21,44.14018576743696
2025-07-22,43.626927793396995
2025-07-23,43.11366981935703
2025-07-24,45.166701715516886
2025-07-25,48.75950753379664
2025-07-26,42.0871538712771
2025-07-27,40.547379949157204
2025-07-28,44.65344374147693
2025-07-29,44.14018576743696
2025-07-30,41.06063792319717
2025-07-31,42.60041184531707
2025-08-01,43.11366981935703
2025-08-02,41.06063792319717
2025-08-03,40.034121975117245
2025-08-04,38.494348052997346
2025-08-05,41.573895897237136
2025-08-06,44.65344374147693
2025-08-07,42.60041184531707
2025-08-08,41.573895897237136
2025-08-09,40.034121975117245
2025-08-10,40.547379949157204
2025-08-11,41.573895897237136
2025-08-12,40.034121975117245
2025-08-13,42.0871538712771
2025-08-14,43.11366981935703
2025-08-15,41.573895897237136
2025-08-16,38.494348052997346
2025-08-17,33.361768312597704
2025-08-18,37.981090078957386
2025-08-19,38.494348052997346
2025-08-20,38.494348052997346
2025-08-21,37.46783210491742
2025-08-22,38.494348052997346
2025-08-23,36.954574130877454
2025-08-24,36.954574130877454
2025-08-25,39.52086400107728
2025-08-26,37.981090078957386
2025-08-27,37.46783210491742
2025-08-28,37.46783210491742
2025-08-29,39.52086400107728
2025-08-30,36.954574130877454
2025-08-31,36.954574130877454
2025-09-01,33.361768312597704
2025-09-02,35.92805818279753
2025-09-03,34.901542234717596
2025-09-04,36.44131615683749
2025-09-05,36.954574130877454
2025-09-06,34.901542234717596
2025-09-07,30.282220468357913
2025-09-08,35.92805818279753
2025-09-09,36.44131615683749
2025-09-10,31.82199439047781
2025-09-11,33.361768312597704
2025-09-12,33.87502628663767
2025-09-13,31.82199439047781
2025-09-14,30.282220468357913
2025-09-15,35.41480020875756
2025-09-16,36.954574130877454
2025-09-17,35.92805818279753
2025-09-18,35.41480020875756
2025-09-19,37.46783210491742
2025-09-20,35.41480020875756
2025-09-21,30.282220468357913
2025-09-22,33.361768312597704
2025-09-23,35.41480020875756
2025-09-24,35.41480020875756
2025-09-25,34.901542234717596
2025-09-26,35.92805818279753
2025-09-27,33.87502628663767
2025-09-28,29.255704520277984
2025-09-29,32.33525236451777
2025-09-30,35.92805818279753
2025-10-01,34.38828426067763
2025-10-02,37.46783210491742
2025-10-03,37.981090078957386
2025-10-04,36.44131615683749
2025-10-05,31.308736416437842
2025-10-06,35.92805818279753
2025-10-07,35.92805818279753
2025-10-08,36.954574130877454
2025-10-09,36.954574130877454
2025-10-10,36.44131615683749
2025-10-11,32.84851033855774
2025-10-12,31.82199439047781
2025-10-13,34.38828426067763
2025-10-14,34.901542234717596
2025-10-15,35.41480020875756
2025-10-16,36.954574130877454
2025-10-17,35.41480020875756
2025-10-18,32.84851033855774
2025-10-19,27.202672624118126
2025-10-20,34.38828426067763
2025-10-21,33.361768312597704
2025-10-22,32.84851033855774
2025-10-23,36.954574130877454
2025-10-24,32.84851033855774
2025-10-25,32.33525236451777
2025-10-26,29.76896249431795
2025-10-27,32.33525236451777
2025-10-28,31.82199439047781
2025-10-29,32.84851033855774
2025-10-30,32.33525236451777
2025-10-31,28.74244654623802
2025-11-01,31.308736416437842
2025-11-02,30.79547844239788
2025-11-03,35.41480020875756
2025-11-04,34.901542234717596
2025-11-05,33.361768312597704
2025-11-06,34.901542234717596
2025-11-07,32.84851033855774
2025-11-08,33.361768312597704
2025-11-09,29.76896249431795
2025-11-10,30.79547844239788
2025-11-11,32.33525236451777
2025-11-12,27.715930598158092
2025-11-13,31.308736416437842
2025-11-14,33.87502628663767
2025-11-15,30.79547844239788
2025-11-16,30.79547844239788
2025-11-17,29.76896249431795
2025-11-18,31.82199439047781
2025-11-19,31.308736416437842
2025-11-20,31.82199439047781
2025-11-21,35.92805818279753
2025-11-22,31.308736416437842
2025-11-23,31.308736416437842
2025-11-24,32.33525236451777
2025-11-25,35.41480020875756
2025-11-26,30.79547844239788
2025-11-27,28.229188572198055
2025-11-28,29.255704520277984
2025-11-29,31.82199439047781
2025-11-30,32.84851033855774
2025-12-01,36.954574130877454
2025-12-02,41.06063792319717
2025-12-03,33.361768312597704
2025-12-04,32.84851033855774
2025-12-05,32.33525236451777
2025-12-06,29.76896249431795
2025-12-07,31.82199439047781
2025-12-08,32.33525236451777
2025-12-09,32.84851033855774
2025-12-10,30.79547844239788
2025-12-11,28.779699141128017
2025-12-12,31.78474179558781
2025-12-13,28.779699141128017
2025-12-14,29.036328128148
2025-12-15,30.78306091076788
2025-12-16,30.282220468357913
2025-12-17,34.789784450047605
2025-12-18,31.283901353177843
2025-12-19,29.28053958353798
2025-12-20,30.78306091076788
2025-12-21,30.282220468357913
2025-12-22,30.78306091076788
2025-12-23,29.781380025947946
2025-12-24,28.27885869871805
2025-12-25,27.27717781389812
2025-12-26,37.293986662097424
2025-12-27,36.03567679025752
2025-12-28,36.793146219687465
2025-12-29,38.03903855989738
2025-12-30,36.53651723266748
2025-12-31,36.2923057772775
2026-01-01,31.283901353177843
2026-01-02,34.53315546302762
2026-01-03,34.789784450047605
2026-01-04,33.030634135797726
2026-01-05,32.78642268040774
2026-01-06,36.03567679025752
2026-01-07,36.2923057772775
2026-01-08,33.53147457820769
2026-01-09,34.53315546302762
2026-01-10,33.701180843817674
2026-01-11,35.166449576157575
2026-01-12,34.18960375459764
2026-01-13,36.14329539771751
2026-01-14,35.65487248693754
2026-01-15,32.72433502225774
2026-01-16,35.65487248693754
2026-01-17,33.701180843817674
2026-01-18,34.67802666537761
2026-01-19,33.701180843817674
2026-01-20,31.74748920069781
2026-01-21,33.21275793303771
2026-01-22,35.166449576157575
2026-01-23,31.259066289917843
2026-01-24,31.74748920069781
2026-01-25,29.793797557577946
2026-01-26,33.21275793303771
2026-01-27,33.21275793303771
2026-01-28,33.21275793303771
2026-01-29,32.235912111477774
2026-01-30,33.21275793303771
2026-01-31,30.770643379137876
2026-02-01,33.701180843817674
2026-02-02,31.74748920069781
2026-02-03,34.18960375459764
2026-02-04,33.21275793303771
2026-02-05,33.21275793303771
2026-02-06,33.701180843817674
2026-02-07,33.21275793303771
2026-02-08,28.816951736018012
2026-02-09,30.28222046835791
2026-02-10,35.166449576157575
2026-02-11,38.09698704083737
2026-02-12,38.585409951617336
2026-02-13,38.09698704083737
2026-02-14,39.0738328623973
2026-02-15,38.585409951617336
2026-02-16,37.6085641300574
2026-02-17,34.67802666537761
2026-02-18,37.6085641300574
2026-02-19,36.631718308497476
2026-02-20,38.585409951617336
2026-02-21,42.004370327077105
2026-02-22,39.56225577317727
2026-02-23,48.84229107799663
2026-02-24,42.004370327077105
2026-02-25,42.49279323785707
2026-02-26,42.004370327077105
2026-02-27,38.09698704083737
2026-02-28,37.6085641300574
2026-03-01,35.166449576157575
2026-03-02,36.631718308497476
2026-03-03,43.469639059417
2026-03-04,40.539101594737204
2026-03-05,40.05067868395724
2026-03-06,42.004370327077105
2026-03-07,42.98121614863703
2026-03-08,41.51594741629714
2026-03-09,41.02752450551717
2026-03-10,42.49279323785707
2026-03-11,43.469639059417
2026-03-12,41.02752450551717
2026-03-13,45.423330702536866
2026-03-14,40.539101594737204
2026-03-15,39.56225577317727
2026-03-16,39.56225577317727
2026-03-17,39.56225577317727
2026-03-18,39.56225577317727
2026-03-19,39.56225577317727
2026-03-20,35.65487248693754
2026-03-21,39.0738328623973
2026-03-22,36.631718308497476
2026-03-23,34.18960375459764
2026-03-24,36.14329539771751
2026-03-25,36.631718308497476
2026-03-26,33.701180843817674
2026-03-27,33.701180843817674
2026-03-28,34.18960375459764
2026-03-29,32.235912111477774
2026-03-30,34.18960375459764
2026-03-31,35.65487248693754
2026-04-01,33.701180843817674
2026-04-02,36.14329539771751
2026-04-03,37.120141219277436
2026-04-04,30.770643379137876
2026-04-05,29.30537464679798
2026-04-06,35.166449576157575
2026-04-07,36.14329539771751
2026-04-08,35.65487248693754
2026-04-09,35.65487248693754
2026-04-10,35.65487248693754
2026-04-11,35.166449576157575
2026-04-12,30.770643379137876
2026-04-13,33.21275793303771
2026-04-14,34.67802666537761
2026-04-15,34.67802666537761
2026-04-16,36.631718308497476
2026-04-17,35.166449576157575
2026-04-18,30.770643379137876
2026-04-19,35.166449576157575
2026-04-20,34.18960375459764
2026-04-21,36.14329539771751
2026-04-22,34.18960375459764
2026-04-23,35.65487248693754
2026-04-24,32.235912111477774
2026-04-25,29.793797557577946
2026-04-26,31.74748920069781
2026-04-27,34.18960375459764
2026-04-28,35.65487248693754
2026-04-29,35.65487248693754
2026-04-30,36.14329539771751
2026-05-01,35.166449576157575
2026-05-02,41.51594741629714
2026-05-03,37.120141219277436
2026-05-04,36.14329539771751
2026-05-05,34.67802666537761
2026-05-06,37.120141219277436
2026-05-07,36.14329539771751
2026-05-08,34.67802666537761
2026-05-09,31.74748920069781
2026-05-10,28.816951736018012
2026-05-11,34.18960375459764
2026-05-12,37.6085641300574
2026-05-13,36.14329539771751
2026-05-14,38.585409951617336
2026-05-15,36.631718308497476
2026-05-16,38.09698704083737
2026-05-17,36.631718308497476
2026-05-18,39.0738328623973
2026-05-19,42.004370327077105
2026-05-20,39.56225577317727
2026-05-21,44.9349077917569
2026-05-22,43.469639059417
2026-05-23,41.51594741629714
2026-05-24,39.0738328623973
2026-05-25,39.56225577317727
2026-05-26,37.6085641300574
2026-05-27,37.6085641300574
2026-05-28,38.09698704083737
2026-05-29,39.56225577317727
2026-05-30,36.631718308497476
2026-05-31,35.65487248693754
