Time,dollar_general
2022-04-17,100.0
2022-04-18,37.0
2022-04-19,29.0
2022-04-20,28.0
2022-04-21,30.0
2022-04-22,33.0
2022-04-23,45.0
2022-04-24,46.0
2022-04-25,32.0
2022-04-26,30.0
2022-04-27,28.0
2022-04-28,31.0
2022-04-29,30.0
2022-04-30,44.0
2022-05-01,48.0
2022-05-02,35.0
2022-05-03,30.0
2022-05-04,31.0
2022-05-05,31.0
2022-05-06,31.0
2022-05-07,48.0
2022-05-08,54.0
2022-05-09,35.0
2022-05-10,35.0
2022-05-11,32.0
2022-05-12,32.0
2022-05-13,33.0
2022-05-14,53.0
2022-05-15,51.0
2022-05-16,35.0
2022-05-17,34.0
2022-05-18,33.0
2022-05-19,33.0
2022-05-20,40.0
2022-05-21,52.0
2022-05-22,51.0
2022-05-23,37.0
2022-05-24,37.0
2022-05-25,35.0
2022-05-26,38.0
2022-05-27,35.0
2022-05-28,54.0
2022-05-29,61.0
2022-05-30,63.0
2022-05-31,42.0
2022-06-01,38.0
2022-06-02,36.0
2022-06-03,39.0
2022-06-04,54.0
2022-06-05,55.0
2022-06-06,38.0
2022-06-07,39.0
2022-06-08,39.0
2022-06-09,37.0
2022-06-10,45.0
2022-06-11,61.0
2022-06-12,55.0
2022-06-13,41.0
2022-06-14,40.0
2022-06-15,40.0
2022-06-16,38.0
2022-06-17,42.0
2022-06-18,61.0
2022-06-19,61.0
2022-06-20,46.0
2022-06-21,39.0
2022-06-22,39.0
2022-06-23,39.0
2022-06-24,41.0
2022-06-25,56.0
2022-06-26,57.0
2022-06-27,43.0
2022-06-28,38.0
2022-06-29,39.0
2022-06-30,39.0
2022-07-01,47.0
2022-07-02,61.0
2022-07-03,65.0
2022-07-04,81.0
2022-07-05,43.0
2022-07-06,38.0
2022-07-07,38.0
2022-07-08,40.0
2022-07-09,56.0
2022-07-10,55.0
2022-07-11,48.0
2022-07-12,41.0
2022-07-13,39.0
2022-07-14,38.0
2022-07-15,38.0
2022-07-16,55.0
2022-07-17,53.0
2022-07-18,42.0
2022-07-19,39.0
2022-07-20,36.0
2022-07-21,37.0
2022-07-22,41.0
2022-07-23,53.0
2022-07-24,55.0
2022-07-25,43.0
2022-07-26,37.0
2022-07-27,37.0
2022-07-28,37.0
2022-07-29,40.0
2022-07-30,51.0
2022-07-31,53.0
2022-08-01,40.0
2022-08-02,37.0
2022-08-03,36.0
2022-08-04,36.0
2022-08-05,38.0
2022-08-06,53.0
2022-08-07,54.0
2022-08-08,40.0
2022-08-09,40.0
2022-08-10,36.0
2022-08-11,36.0
2022-08-12,38.0
2022-08-13,52.0
2022-08-14,54.0
2022-08-15,43.0
2022-08-16,39.0
2022-08-17,36.0
2022-08-18,36.0
2022-08-19,39.0
2022-08-20,52.0
2022-08-21,53.0
2022-08-22,37.0
2022-08-23,35.0
2022-08-24,33.0
2022-08-25,32.0
2022-08-26,36.0
2022-08-27,49.0
2022-08-28,52.0
2022-08-29,35.6
2022-08-30,34.6
2022-08-31,33.0
2022-09-01,33.0
2022-09-02,37.7
2022-09-03,52.900000000000006
2022-09-04,54.5
2022-09-05,57.1
2022-09-06,32.5
2022-09-07,30.900000000000002
2022-09-08,30.400000000000002
2022-09-09,35.1
2022-09-10,48.2
2022-09-11,44.0
2022-09-12,33.0
2022-09-13,30.900000000000002
2022-09-14,30.400000000000002
2022-09-15,30.900000000000002
2022-09-16,31.400000000000002
2022-09-17,48.2
2022-09-18,46.6
2022-09-19,33.0
2022-09-20,28.8
2022-09-21,30.400000000000002
2022-09-22,30.400000000000002
2022-09-23,31.400000000000002
2022-09-24,48.2
2022-09-25,46.6
2022-09-26,33.5
2022-09-27,30.900000000000002
2022-09-28,33.0
2022-09-29,33.0
2022-09-30,35.2
2022-10-01,41.800000000000004
2022-10-02,44.0
2022-10-03,30.800000000000004
2022-10-04,30.800000000000004
2022-10-05,28.6
2022-10-06,30.800000000000004
2022-10-07,33.0
2022-10-08,46.2
2022-10-09,46.2
2022-10-10,33.0
2022-10-11,30.800000000000004
2022-10-12,30.800000000000004
2022-10-13,30.800000000000004
2022-10-14,30.800000000000004
2022-10-15,44.0
2022-10-16,44.0
2022-10-17,30.800000000000004
2022-10-18,30.800000000000004
2022-10-19,28.6
2022-10-20,30.800000000000004
2022-10-21,30.800000000000004
2022-10-22,41.800000000000004
2022-10-23,44.0
2022-10-24,30.800000000000004
2022-10-25,33.0
2022-10-26,33.0
2022-10-27,35.2
2022-10-28,35.2
2022-10-29,48.400000000000006
2022-10-30,50.6
2022-10-31,37.400000000000006
2022-11-01,28.6
2022-11-02,30.800000000000004
2022-11-03,30.800000000000004
2022-11-04,33.0
2022-11-05,44.0
2022-11-06,46.2
2022-11-07,30.800000000000004
2022-11-08,28.6
2022-11-09,26.400000000000002
2022-11-10,30.800000000000004
2022-11-11,30.800000000000004
2022-11-12,41.800000000000004
2022-11-13,44.0
2022-11-14,30.800000000000004
2022-11-15,30.800000000000004
2022-11-16,30.800000000000004
2022-11-17,28.6
2022-11-18,28.6
2022-11-19,44.0
2022-11-20,46.2
2022-11-21,33.0
2022-11-22,33.0
2022-11-23,48.400000000000006
2022-11-24,204.60000000000002
2022-11-25,63.800000000000004
2022-11-26,46.2
2022-11-27,48.400000000000006
2022-11-28,33.0
2022-11-29,26.400000000000002
2022-11-30,28.6
2022-12-01,33.0
2022-12-02,30.800000000000004
2022-12-03,41.800000000000004
2022-12-04,46.2
2022-12-05,35.2
2022-12-06,30.800000000000004
2022-12-07,28.6
2022-12-08,35.2
2022-12-09,30.800000000000004
2022-12-10,44.0
2022-12-11,46.2
2022-12-12,37.400000000000006
2022-12-13,33.0
2022-12-14,30.800000000000004
2022-12-15,35.2
2022-12-16,37.400000000000006
2022-12-17,48.400000000000006
2022-12-18,48.400000000000006
2022-12-19,37.400000000000006
2022-12-20,39.6
2022-12-21,37.400000000000006
2022-12-22,44.0
2022-12-23,55.00000000000001
2022-12-24,134.20000000000002
2022-12-25,220.00000000000003
2022-12-26,48.400000000000006
2022-12-27,35.2
2022-12-28,33.0
2022-12-29,35.2
2022-12-30,30.800000000000004
2022-12-31,52.800000000000004
2023-01-01,66.0
2023-01-02,39.6
2023-01-03,26.400000000000002
2023-01-04,26.400000000000002
2023-01-05,24.200000000000003
2023-01-06,28.6
2023-01-07,39.6
2023-01-08,39.6
2023-01-09,26.400000000000002
2023-01-10,26.400000000000002
2023-01-11,26.400000000000002
2023-01-12,24.200000000000003
2023-01-13,26.400000000000002
2023-01-14,41.800000000000004
2023-01-15,37.400000000000006
2023-01-16,35.2
2023-01-17,26.400000000000002
2023-01-18,26.400000000000002
2023-01-19,26.400000000000002
2023-01-20,26.400000000000002
2023-01-21,35.2
2023-01-22,37.400000000000006
2023-01-23,28.6
2023-01-24,28.6
2023-01-25,28.6
2023-01-26,28.6
2023-01-27,28.6
2023-01-28,37.400000000000006
2023-01-29,37.400000000000006
2023-01-30,26.400000000000002
2023-01-31,28.6
2023-02-01,28.6
2023-02-02,28.6
2023-02-03,28.6
2023-02-04,37.400000000000006
2023-02-05,39.6
2023-02-06,28.6
2023-02-07,26.400000000000002
2023-02-08,26.400000000000002
2023-02-09,28.6
2023-02-10,28.6
2023-02-11,39.6
2023-02-12,41.800000000000004
2023-02-13,30.800000000000004
2023-02-14,39.6
2023-02-15,26.400000000000002
2023-02-16,26.400000000000002
2023-02-17,28.6
2023-02-18,35.2
2023-02-19,41.800000000000004
2023-02-20,30.800000000000004
2023-02-21,26.400000000000002
2023-02-22,26.400000000000002
2023-02-23,26.400000000000002
2023-02-24,28.6
2023-02-25,37.400000000000006
2023-02-26,39.6
2023-02-27,28.6
2023-02-28,26.400000000000002
2023-03-01,24.200000000000003
2023-03-02,26.400000000000002
2023-03-03,30.800000000000004
2023-03-04,39.6
2023-03-05,44.0
2023-03-06,28.6
2023-03-07,26.400000000000002
2023-03-08,26.400000000000002
2023-03-09,26.400000000000002
2023-03-10,26.400000000000002
2023-03-11,35.2
2023-03-12,37.400000000000006
2023-03-13,30.800000000000004
2023-03-14,26.400000000000002
2023-03-15,26.400000000000002
2023-03-16,28.6
2023-03-17,28.6
2023-03-18,35.2
2023-03-19,39.6
2023-03-20,28.6
2023-03-21,26.400000000000002
2023-03-22,24.200000000000003
2023-03-23,26.400000000000002
2023-03-24,28.6
2023-03-25,37.400000000000006
2023-03-26,41.800000000000004
2023-03-27,28.6
2023-03-28,28.6
2023-03-29,26.400000000000002
2023-03-30,26.400000000000002
2023-03-31,28.6
2023-04-01,39.6
2023-04-02,46.2
2023-04-03,30.800000000000004
2023-04-04,28.6
2023-04-05,30.800000000000004
2023-04-06,30.800000000000004
2023-04-07,35.2
2023-04-08,52.800000000000004
2023-04-09,90.2
2023-04-10,33.0
2023-04-11,30.800000000000004
2023-04-12,26.400000000000002
2023-04-13,26.400000000000002
2023-04-14,28.6
2023-04-15,44.0
2023-04-16,41.800000000000004
2023-04-17,28.6
2023-04-18,26.400000000000002
2023-04-19,26.400000000000002
2023-04-20,26.400000000000002
2023-04-21,28.6
2023-04-22,39.6
2023-04-23,41.800000000000004
2023-04-24,28.6
2023-04-25,28.6
2023-04-26,26.400000000000002
2023-04-27,26.400000000000002
2023-04-28,26.400000000000002
2023-04-29,39.6
2023-04-30,44.0
2023-05-01,30.800000000000004
2023-05-02,26.400000000000002
2023-05-03,26.400000000000002
2023-05-04,28.6
2023-05-05,28.6
2023-05-06,41.800000000000004
2023-05-07,46.2
2023-05-08,33.0
2023-05-09,28.6
2023-05-10,28.6
2023-05-11,30.800000000000004
2023-05-12,38.5
2023-05-13,50.6
2023-05-14,52.800000000000004
2023-05-15,33.0
2023-05-16,30.800000000000004
2023-05-17,30.800000000000004
2023-05-18,30.800000000000004
2023-05-19,30.800000000000004
2023-05-20,46.2
2023-05-21,49.5
2023-05-22,35.2
2023-05-23,31.900000000000002
2023-05-24,33.0
2023-05-25,33.0
2023-05-26,35.2
2023-05-27,52.800000000000004
2023-05-28,52.800000000000004
2023-05-29,61.60000000000001
2023-05-30,35.2
2023-05-31,35.2
2023-06-01,35.2
2023-06-02,39.6
2023-06-03,50.6
2023-06-04,50.6
2023-06-05,37.400000000000006
2023-06-06,33.0
2023-06-07,35.2
2023-06-08,35.2
2023-06-09,37.400000000000006
2023-06-10,50.6
2023-06-11,50.6
2023-06-12,37.400000000000006
2023-06-13,33.0
2023-06-14,33.0
2023-06-15,35.2
2023-06-16,35.2
2023-06-17,52.800000000000004
2023-06-18,55.00000000000001
2023-06-19,39.6
2023-06-20,35.2
2023-06-21,33.0
2023-06-22,33.0
2023-06-23,35.2
2023-06-24,50.6
2023-06-25,52.800000000000004
2023-06-26,37.400000000000006
2023-06-27,35.2
2023-06-28,35.2
2023-06-29,37.400000000000006
2023-06-30,37.400000000000006
2023-07-01,52.800000000000004
2023-07-02,55.00000000000001
2023-07-03,48.400000000000006
2023-07-04,74.80000000000001
2023-07-05,37.400000000000006
2023-07-06,37.400000000000006
2023-07-07,37.400000000000006
2023-07-08,52.800000000000004
2023-07-09,48.400000000000006
2023-07-10,35.2
2023-07-11,35.2
2023-07-12,33.0
2023-07-13,33.0
2023-07-14,35.2
2023-07-15,46.2
2023-07-16,48.400000000000006
2023-07-17,37.400000000000006
2023-07-18,33.0
2023-07-19,33.0
2023-07-20,30.800000000000004
2023-07-21,33.0
2023-07-22,46.2
2023-07-23,50.6
2023-07-24,37.400000000000006
2023-07-25,33.0
2023-07-26,30.800000000000004
2023-07-27,33.0
2023-07-28,35.2
2023-07-29,50.6
2023-07-30,50.6
2023-07-31,35.2
2023-08-01,33.0
2023-08-02,35.2
2023-08-03,33.0
2023-08-04,37.400000000000006
2023-08-05,50.6
2023-08-06,48.400000000000006
2023-08-07,37.400000000000006
2023-08-08,30.800000000000004
2023-08-09,35.2
2023-08-10,30.800000000000004
2023-08-11,33.0
2023-08-12,46.2
2023-08-13,48.400000000000006
2023-08-14,35.2
2023-08-15,33.0
2023-08-16,33.0
2023-08-17,33.0
2023-08-18,33.0
2023-08-19,50.6
2023-08-20,48.400000000000006
2023-08-21,35.2
2023-08-22,33.0
2023-08-23,28.6
2023-08-24,33.0
2023-08-25,35.2
2023-08-26,57.2
2023-08-27,66.0
2023-08-28,44.0
2023-08-29,39.6
2023-08-30,35.2
2023-08-31,35.2
2023-09-01,39.6
2023-09-02,63.800000000000004
2023-09-03,55.00000000000001
2023-09-04,55.00000000000001
2023-09-05,37.400000000000006
2023-09-06,30.800000000000004
2023-09-07,30.800000000000004
2023-09-08,30.800000000000004
2023-09-09,50.6
2023-09-10,44.0
2023-09-11,33.0
2023-09-12,28.6
2023-09-13,28.6
2023-09-14,26.400000000000002
2023-09-15,30.800000000000004
2023-09-16,48.400000000000006
2023-09-17,44.0
2023-09-18,28.6
2023-09-19,28.6
2023-09-20,33.0
2023-09-21,28.6
2023-09-22,30.800000000000004
2023-09-23,46.2
2023-09-24,46.2
2023-09-25,30.800000000000004
2023-09-26,28.6
2023-09-27,30.800000000000004
2023-09-28,28.6
2023-09-29,35.2
2023-09-30,52.800000000000004
2023-10-01,50.6
2023-10-02,30.800000000000004
2023-10-03,30.800000000000004
2023-10-04,28.6
2023-10-05,28.6
2023-10-06,30.800000000000004
2023-10-07,44.0
2023-10-08,46.2
2023-10-09,30.800000000000004
2023-10-10,30.800000000000004
2023-10-11,28.6
2023-10-12,30.800000000000004
2023-10-13,37.400000000000006
2023-10-14,44.0
2023-10-15,44.0
2023-10-16,28.6
2023-10-17,28.6
2023-10-18,28.6
2023-10-19,28.6
2023-10-20,30.800000000000004
2023-10-21,44.0
2023-10-22,44.0
2023-10-23,30.800000000000004
2023-10-24,28.6
2023-10-25,28.6
2023-10-26,30.800000000000004
2023-10-27,30.800000000000004
2023-10-28,44.0
2023-10-29,41.800000000000004
2023-10-30,33.0
2023-10-31,35.2
2023-11-01,28.6
2023-11-02,30.800000000000004
2023-11-03,28.6
2023-11-04,41.800000000000004
2023-11-05,41.800000000000004
2023-11-06,28.6
2023-11-07,30.800000000000004
2023-11-08,26.400000000000002
2023-11-09,28.6
2023-11-10,30.800000000000004
2023-11-11,44.0
2023-11-12,41.800000000000004
2023-11-13,30.800000000000004
2023-11-14,26.400000000000002
2023-11-15,28.6
2023-11-16,26.400000000000002
2023-11-17,28.6
2023-11-18,44.0
2023-11-19,46.2
2023-11-20,39.6
2023-11-21,48.400000000000006
2023-11-22,52.800000000000004
2023-11-23,217.8
2023-11-24,59.400000000000006
2023-11-25,50.6
2023-11-26,48.400000000000006
2023-11-27,35.2
2023-11-28,30.800000000000004
2023-11-29,30.800000000000004
2023-11-30,30.800000000000004
2023-12-01,30.800000000000004
2023-12-02,46.2
2023-12-03,46.2
2023-12-04,33.0
2023-12-05,37.400000000000006
2023-12-06,30.800000000000004
2023-12-07,26.400000000000002
2023-12-08,35.2
2023-12-09,46.2
2023-12-10,48.400000000000006
2023-12-11,37.400000000000006
2023-12-12,33.0
2023-12-13,33.0
2023-12-14,33.0
2023-12-15,35.2
2023-12-16,46.2
2023-12-17,44.0
2023-12-18,37.400000000000006
2023-12-19,35.2
2023-12-20,39.6
2023-12-21,39.6
2023-12-22,46.2
2023-12-23,63.800000000000004
2023-12-24,156.20000000000002
2023-12-25,220.00000000000003
2023-12-26,44.0
2023-12-27,33.0
2023-12-28,30.800000000000004
2023-12-29,33.0
2023-12-30,37.400000000000006
2023-12-31,57.2
2024-01-01,74.80000000000001
2024-01-02,33.0
2024-01-03,28.6
2024-01-04,30.800000000000004
2024-01-05,33.0
2024-01-06,41.800000000000004
2024-01-07,35.2
2024-01-08,26.400000000000002
2024-01-09,28.6
2024-01-10,26.400000000000002
2024-01-11,26.400000000000002
2024-01-12,28.6
2024-01-13,37.400000000000006
2024-01-14,39.6
2024-01-15,35.2
2024-01-16,30.800000000000004
2024-01-17,28.6
2024-01-18,28.6
2024-01-19,28.6
2024-01-20,37.400000000000006
2024-01-21,33.0
2024-01-22,26.400000000000002
2024-01-23,28.6
2024-01-24,26.400000000000002
2024-01-25,24.200000000000003
2024-01-26,26.400000000000002
2024-01-27,35.2
2024-01-28,35.2
2024-01-29,28.6
2024-01-30,26.400000000000002
2024-01-31,26.400000000000002
2024-02-01,26.400000000000002
2024-02-02,28.6
2024-02-03,37.400000000000006
2024-02-04,37.400000000000006
2024-02-05,26.400000000000002
2024-02-06,26.400000000000002
2024-02-07,24.200000000000003
2024-02-08,26.400000000000002
2024-02-09,26.400000000000002
2024-02-10,39.6
2024-02-11,39.6
2024-02-12,26.400000000000002
2024-02-13,30.800000000000004
2024-02-14,37.400000000000006
2024-02-15,26.400000000000002
2024-02-16,26.400000000000002
2024-02-17,41.800000000000004
2024-02-18,37.400000000000006
2024-02-19,30.800000000000004
2024-02-20,26.400000000000002
2024-02-21,24.200000000000003
2024-02-22,26.400000000000002
2024-02-23,26.400000000000002
2024-02-24,39.6
2024-02-25,35.2
2024-02-26,28.6
2024-02-27,28.6
2024-02-28,26.400000000000002
2024-02-29,26.400000000000002
2024-03-01,30.800000000000004
2024-03-02,41.800000000000004
2024-03-03,39.6
2024-03-04,28.6
2024-03-05,26.400000000000002
2024-03-06,24.200000000000003
2024-03-07,24.200000000000003
2024-03-08,28.6
2024-03-09,39.6
2024-03-10,39.6
2024-03-11,28.6
2024-03-12,26.400000000000002
2024-03-13,41.800000000000004
2024-03-14,50.6
2024-03-15,30.800000000000004
2024-03-16,39.6
2024-03-17,37.400000000000006
2024-03-18,28.6
2024-03-19,26.400000000000002
2024-03-20,28.6
2024-03-21,24.200000000000003
2024-03-22,28.6
2024-03-23,35.2
2024-03-24,37.400000000000006
2024-03-25,28.6
2024-03-26,26.400000000000002
2024-03-27,24.200000000000003
2024-03-28,30.800000000000004
2024-03-29,30.800000000000004
2024-03-30,50.6
2024-03-31,90.2
2024-04-01,37.400000000000006
2024-04-02,26.400000000000002
2024-04-03,26.400000000000002
2024-04-04,26.400000000000002
2024-04-05,30.800000000000004
2024-04-06,37.400000000000006
2024-04-07,37.400000000000006
2024-04-08,35.2
2024-04-09,24.200000000000003
2024-04-10,26.400000000000002
2024-04-11,26.400000000000002
2024-04-12,28.6
2024-04-13,37.400000000000006
2024-04-14,37.400000000000006
2024-04-15,28.6
2024-04-16,26.400000000000002
2024-04-17,26.400000000000002
2024-04-18,28.6
2024-04-19,28.6
2024-04-20,39.6
2024-04-21,37.400000000000006
2024-04-22,28.6
2024-04-23,26.400000000000002
2024-04-24,26.400000000000002
2024-04-25,24.200000000000003
2024-04-26,26.400000000000002
2024-04-27,37.400000000000006
2024-04-28,37.400000000000006
2024-04-29,28.6
2024-04-30,26.400000000000002
2024-05-01,26.400000000000002
2024-05-02,28.6
2024-05-03,33.0
2024-05-04,37.400000000000006
2024-05-05,39.6
2024-05-06,30.800000000000004
2024-05-07,24.200000000000003
2024-05-08,26.400000000000002
2024-05-09,26.400000000000002
2024-05-10,30.800000000000004
2024-05-11,44.0
2024-05-12,48.400000000000006
2024-05-13,28.6
2024-05-14,28.6
2024-05-15,26.400000000000002
2024-05-16,24.200000000000003
2024-05-17,28.6
2024-05-18,44.0
2024-05-19,46.2
2024-05-20,30.800000000000004
2024-05-21,33.0
2024-05-22,28.6
2024-05-23,33.0
2024-05-24,39.6
2024-05-25,55.00000000000001
2024-05-26,48.400000000000006
2024-05-27,55.00000000000001
2024-05-28,30.800000000000004
2024-05-29,30.800000000000004
2024-05-30,30.800000000000004
2024-05-31,30.800000000000004
2024-06-01,46.2
2024-06-02,46.2
2024-06-03,30.800000000000004
2024-06-04,30.800000000000004
2024-06-05,30.800000000000004
2024-06-06,28.6
2024-06-07,33.0
2024-06-08,46.2
2024-06-09,41.800000000000004
2024-06-10,33.0
2024-06-11,30.800000000000004
2024-06-12,30.800000000000004
2024-06-13,30.800000000000004
2024-06-14,35.2
2024-06-15,46.2
2024-06-16,50.6
2024-06-17,35.2
2024-06-18,30.800000000000004
2024-06-19,33.0
2024-06-20,28.6
2024-06-21,35.2
2024-06-22,44.0
2024-06-23,46.2
2024-06-24,35.2
2024-06-25,30.800000000000004
2024-06-26,30.800000000000004
2024-06-27,30.800000000000004
2024-06-28,33.0
2024-06-29,41.800000000000004
2024-06-30,44.0
2024-07-01,37.400000000000006
2024-07-02,33.0
2024-07-03,39.6
2024-07-04,72.60000000000001
2024-07-05,41.800000000000004
2024-07-06,46.2
2024-07-07,44.0
2024-07-08,35.2
2024-07-09,30.800000000000004
2024-07-10,30.800000000000004
2024-07-11,30.800000000000004
2024-07-12,33.0
2024-07-13,46.2
2024-07-14,39.6
2024-07-15,33.0
2024-07-16,30.800000000000004
2024-07-17,28.6
2024-07-18,33.0
2024-07-19,33.0
2024-07-20,44.0
2024-07-21,44.0
2024-07-22,37.400000000000006
2024-07-23,30.800000000000004
2024-07-24,28.6
2024-07-25,30.800000000000004
2024-07-26,30.800000000000004
2024-07-27,41.800000000000004
2024-07-28,41.800000000000004
2024-07-29,37.400000000000006
2024-07-30,30.800000000000004
2024-07-31,30.800000000000004
2024-08-01,33.0
2024-08-02,37.400000000000006
2024-08-03,48.400000000000006
2024-08-04,44.0
2024-08-05,33.0
2024-08-06,28.6
2024-08-07,30.800000000000004
2024-08-08,30.800000000000004
2024-08-09,30.800000000000004
2024-08-10,41.800000000000004
2024-08-11,46.2
2024-08-12,33.0
2024-08-13,33.0
2024-08-14,33.0
2024-08-15,28.6
2024-08-16,30.800000000000004
2024-08-17,41.800000000000004
2024-08-18,41.255140186915895
2024-08-19,29.939385847797066
2024-08-20,28.839385847797065
2024-08-21,27.870093457943927
2024-08-22,27.870093457943927
2024-08-23,28.839385847797065
2024-08-24,39.18584779706275
2024-08-25,44.293724966622165
2024-08-26,30.908678237650204
2024-08-27,27.870093457943927
2024-08-28,27.870093457943927
2024-08-29,32.97797062750334
2024-08-30,35.04726301735648
2024-08-31,49.53230974632844
2024-09-01,48.43230974632844
2024-09-02,50.501602136181575
2024-09-03,28.839385847797065
2024-09-04,28.839385847797065
2024-09-05,26.77009345794393
2024-09-06,28.839385847797065
2024-09-07,39.18584779706275
2024-09-08,37.11655540720962
2024-09-09,28.839385847797065
2024-09-10,26.77009345794393
2024-09-11,27.870093457943927
2024-09-12,28.839385847797065
2024-09-13,28.839385847797065
2024-09-14,42.22443257676903
2024-09-15,37.11655540720962
2024-09-16,27.870093457943927
2024-09-17,27.140186915887853
2024-09-18,27.140186915887853
2024-09-19,25.201602136181577
2024-09-20,27.140186915887853
2024-09-21,36.83311081441923
2024-09-22,36.83311081441923
2024-09-23,25.201602136181577
2024-09-24,25.201602136181577
2024-09-25,25.201602136181577
2024-09-26,25.201602136181577
2024-09-27,27.140186915887853
2024-09-28,36.83311081441923
2024-09-29,36.83311081441923
2024-09-30,27.140186915887853
2024-10-01,27.140186915887853
2024-10-02,27.140186915887853
2024-10-03,25.201602136181577
2024-10-04,31.017356475300403
2024-10-05,38.771695594125504
2024-10-06,36.83311081441923
2024-10-07,27.140186915887853
2024-10-08,29.078771695594128
2024-10-09,29.078771695594128
2024-10-10,27.140186915887853
2024-10-11,27.140186915887853
2024-10-12,40.71028037383178
2024-10-13,36.83311081441923
2024-10-14,34.89452603471295
2024-10-15,27.140186915887853
2024-10-16,25.201602136181577
2024-10-17,25.201602136181577
2024-10-18,27.140186915887853
2024-10-19,36.83311081441923
2024-10-20,34.89452603471295
2024-10-21,27.140186915887853
2024-10-22,25.201602136181577
2024-10-23,25.201602136181577
2024-10-24,25.201602136181577
2024-10-25,29.078771695594128
2024-10-26,36.83311081441923
2024-10-27,34.89452603471295
2024-10-28,27.140186915887853
2024-10-29,25.201602136181577
2024-10-30,27.140186915887853
2024-10-31,31.017356475300403
2024-11-01,27.140186915887853
2024-11-02,32.95594125500668
2024-11-03,32.95594125500668
2024-11-04,25.201602136181577
2024-11-05,23.263017356475302
2024-11-06,17.447263017356477
2024-11-07,25.201602136181577
2024-11-08,27.140186915887853
2024-11-09,34.89452603471295
2024-11-10,32.95594125500668
2024-11-11,29.078771695594128
2024-11-12,27.140186915887853
2024-11-13,23.263017356475302
2024-11-14,25.201602136181577
2024-11-15,25.201602136181577
2024-11-16,32.95594125500668
2024-11-17,34.89452603471295
2024-11-18,27.140186915887853
2024-11-19,25.201602136181577
2024-11-20,25.201602136181577
2024-11-21,27.140186915887853
2024-11-22,27.140186915887853
2024-11-23,34.89452603471295
2024-11-24,34.89452603471295
2024-11-25,29.078771695594128
2024-11-26,29.078771695594128
2024-11-27,38.771695594125504
2024-11-28,186.10413885180242
2024-11-29,52.34178905206943
2024-11-30,32.95594125500668
2024-12-01,36.83311081441923
2024-12-02,29.078771695594128
2024-12-03,27.140186915887853
2024-12-04,27.140186915887853
2024-12-05,27.140186915887853
2024-12-06,27.140186915887853
2024-12-07,44.58744993324433
2024-12-08,40.71028037383178
2024-12-09,29.078771695594128
2024-12-10,27.140186915887853
2024-12-11,25.201602136181577
2024-12-12,27.140186915887853
2024-12-13,29.078771695594128
2024-12-14,32.95594125500668
2024-12-15,32.95594125500668
2024-12-16,29.078771695594128
2024-12-17,27.140186915887853
2024-12-18,29.078771695594128
2024-12-19,32.95594125500668
2024-12-20,31.017356475300403
2024-12-21,34.89452603471295
2024-12-22,36.83311081441923
2024-12-23,38.771695594125504
2024-12-24,122.13084112149534
2024-12-25,193.85847797062752
2024-12-26,34.89452603471295
2024-12-27,29.078771695594128
2024-12-28,34.89452603471295
2024-12-29,31.017356475300403
