Time,btc
2022-07-10,21.0
2022-07-11,25.0
2022-07-12,26.0
2022-07-13,27.0
2022-07-14,27.0
2022-07-15,23.0
2022-07-16,19.0
2022-07-17,20.0
2022-07-18,25.0
2022-07-19,28.0
2022-07-20,31.0
2022-07-21,28.0
2022-07-22,22.0
2022-07-23,17.0
2022-07-24,16.0
2022-07-25,24.0
2022-07-26,23.0
2022-07-27,22.0
2022-07-28,24.0
2022-07-29,21.0
2022-07-30,18.0
2022-07-31,17.0
2022-08-01,21.0
2022-08-02,20.0
2022-08-03,19.0
2022-08-04,20.0
2022-08-05,18.0
2022-08-06,14.0
2022-08-07,14.0
2022-08-08,19.0
2022-08-09,19.0
2022-08-10,19.0
2022-08-11,20.0
2022-08-12,18.0
2022-08-13,15.0
2022-08-14,16.0
2022-08-15,17.0
2022-08-16,16.0
2022-08-17,17.0
2022-08-18,15.0
2022-08-19,22.0
2022-08-20,17.0
2022-08-21,16.0
2022-08-22,18.0
2022-08-23,16.0
2022-08-24,15.0
2022-08-25,14.0
2022-08-26,18.0
2022-08-27,18.0
2022-08-28,18.0
2022-08-29,21.026315789473685
2022-08-30,17.94736842105263
2022-08-31,16.921052631578945
2022-09-01,17.184210526315788
2022-09-02,14.868421052631579
2022-09-03,13.078947368421051
2022-09-04,13.842105263157894
2022-09-05,14.868421052631579
2022-09-06,21.789473684210527
2022-09-07,22.05263157894737
2022-09-08,16.157894736842103
2022-09-09,18.973684210526315
2022-09-10,14.105263157894736
2022-09-11,13.342105263157894
2022-09-12,17.94736842105263
2022-09-13,22.05263157894737
2022-09-14,18.973684210526315
2022-09-15,18.710526315789473
2022-09-16,17.184210526315788
2022-09-17,14.105263157894736
2022-09-18,14.105263157894736
2022-09-19,24.86842105263158
2022-09-20,19.236842105263158
2022-09-21,20.0
2022-09-22,20.0
2022-09-23,18.973684210526315
2022-09-24,14.868421052631579
2022-09-25,14.105263157894736
2022-09-26,17.94736842105263
2022-09-27,19.236842105263158
2022-09-28,17.894736842105264
2022-09-29,16.842105263157894
2022-09-30,15.26315789473684
2022-10-01,13.157894736842104
2022-10-02,12.631578947368421
2022-10-03,15.26315789473684
2022-10-04,15.789473684210526
2022-10-05,14.210526315789473
2022-10-06,13.68421052631579
2022-10-07,14.210526315789473
2022-10-08,10.526315789473683
2022-10-09,11.052631578947368
2022-10-10,14.210526315789473
2022-10-11,15.789473684210526
2022-10-12,14.210526315789473
2022-10-13,17.36842105263158
2022-10-14,14.210526315789473
2022-10-15,11.578947368421051
2022-10-16,11.052631578947368
2022-10-17,14.210526315789473
2022-10-18,13.157894736842104
2022-10-19,12.631578947368421
2022-10-20,13.157894736842104
2022-10-21,12.631578947368421
2022-10-22,10.526315789473683
2022-10-23,10.526315789473683
2022-10-24,12.631578947368421
2022-10-25,14.210526315789473
2022-10-26,16.842105263157894
2022-10-27,14.736842105263158
2022-10-28,13.157894736842104
2022-10-29,12.631578947368421
2022-10-30,10.526315789473683
2022-10-31,13.68421052631579
2022-11-01,12.105263157894736
2022-11-02,12.631578947368421
2022-11-03,12.631578947368421
2022-11-04,13.157894736842104
2022-11-05,13.68421052631579
2022-11-06,10.526315789473683
2022-11-07,13.157894736842104
2022-11-08,30.0
2022-11-09,46.84210526315789
2022-11-10,52.63157894736842
2022-11-11,40.0
2022-11-12,33.68421052631579
2022-11-13,30.52631578947368
2022-11-14,39.473684210526315
2022-11-15,28.421052631578945
2022-11-16,28.421052631578945
2022-11-17,27.36842105263158
2022-11-18,23.157894736842103
2022-11-19,17.894736842105264
2022-11-20,17.894736842105264
2022-11-21,28.94736842105263
2022-11-22,27.89473684210526
2022-11-23,22.105263157894736
2022-11-24,15.789473684210526
2022-11-25,18.94736842105263
2022-11-26,14.736842105263158
2022-11-27,14.210526315789473
2022-11-28,22.105263157894736
2022-11-29,18.421052631578945
2022-11-30,18.421052631578945
2022-12-01,17.36842105263158
2022-12-02,14.736842105263158
2022-12-03,13.157894736842104
2022-12-04,13.68421052631579
2022-12-05,16.842105263157894
2022-12-06,15.789473684210526
2022-12-07,15.789473684210526
2022-12-08,14.210526315789473
2022-12-09,13.157894736842104
2022-12-10,12.105263157894736
2022-12-11,12.105263157894736
2022-12-12,14.736842105263158
2022-12-13,20.52631578947368
2022-12-14,18.421052631578945
2022-12-15,16.842105263157894
2022-12-16,17.36842105263158
2022-12-17,15.789473684210526
2022-12-18,12.105263157894736
2022-12-19,16.31578947368421
2022-12-20,14.736842105263158
2022-12-21,13.68421052631579
2022-12-22,13.68421052631579
2022-12-23,12.105263157894736
2022-12-24,11.052631578947368
2022-12-25,11.052631578947368
2022-12-26,13.157894736842104
2022-12-27,14.736842105263158
2022-12-28,15.26315789473684
2022-12-29,13.68421052631579
2022-12-30,12.631578947368421
2022-12-31,10.526315789473683
2023-01-01,10.0
2023-01-02,13.68421052631579
2023-01-03,12.631578947368421
2023-01-04,13.68421052631579
2023-01-05,12.631578947368421
2023-01-06,12.631578947368421
2023-01-07,10.526315789473683
2023-01-08,10.0
2023-01-09,15.26315789473684
2023-01-10,14.210526315789473
2023-01-11,14.210526315789473
2023-01-12,22.63157894736842
2023-01-13,21.052631578947366
2023-01-14,30.0
2023-01-15,19.473684210526315
2023-01-16,23.684210526315788
2023-01-17,23.157894736842103
2023-01-18,23.157894736842103
2023-01-19,19.473684210526315
2023-01-20,20.52631578947368
2023-01-21,21.57894736842105
2023-01-22,18.94736842105263
2023-01-23,20.52631578947368
2023-01-24,18.94736842105263
2023-01-25,18.421052631578945
2023-01-26,18.421052631578945
2023-01-27,16.842105263157894
2023-01-28,14.210526315789473
2023-01-29,17.894736842105264
2023-01-30,18.421052631578945
2023-01-31,17.36842105263158
2023-02-01,18.94736842105263
2023-02-02,21.052631578947366
2023-02-03,17.36842105263158
2023-02-04,14.736842105263158
2023-02-05,14.210526315789473
2023-02-06,16.31578947368421
2023-02-07,16.31578947368421
2023-02-08,14.210526315789473
2023-02-09,17.36842105263158
2023-02-10,16.31578947368421
2023-02-11,13.157894736842104
2023-02-12,12.631578947368421
2023-02-13,15.26315789473684
2023-02-14,15.789473684210526
2023-02-15,18.94736842105263
2023-02-16,24.736842105263158
2023-02-17,18.421052631578945
2023-02-18,14.736842105263158
2023-02-19,14.736842105263158
2023-02-20,17.894736842105264
2023-02-21,18.421052631578945
2023-02-22,15.26315789473684
2023-02-23,14.736842105263158
2023-02-24,14.736842105263158
2023-02-25,13.157894736842104
2023-02-26,13.157894736842104
2023-02-27,14.210526315789473
2023-02-28,12.105263157894736
2023-03-01,13.157894736842104
2023-03-02,13.157894736842104
2023-03-03,16.842105263157894
2023-03-04,13.157894736842104
2023-03-05,12.105263157894736
2023-03-06,13.68421052631579
2023-03-07,12.631578947368421
2023-03-08,13.68421052631579
2023-03-09,18.421052631578945
2023-03-10,23.157894736842103
2023-03-11,20.52631578947368
2023-03-12,19.473684210526315
2023-03-13,34.73684210526316
2023-03-14,33.1578947368421
2023-03-15,25.263157894736842
2023-03-16,21.052631578947366
2023-03-17,27.36842105263158
2023-03-18,25.789473684210524
2023-03-19,30.52631578947368
2023-03-20,32.63157894736842
2023-03-21,29.473684210526315
2023-03-22,30.52631578947368
2023-03-23,28.94736842105263
2023-03-24,23.157894736842103
2023-03-25,18.94736842105263
2023-03-26,18.421052631578945
2023-03-27,23.157894736842103
2023-03-28,19.473684210526315
2023-03-29,23.684210526315788
2023-03-30,22.105263157894736
2023-03-31,20.0
2023-04-01,17.894736842105264
2023-04-02,17.36842105263158
2023-04-03,19.473684210526315
2023-04-04,18.94736842105263
2023-04-05,18.94736842105263
2023-04-06,17.36842105263158
2023-04-07,16.31578947368421
2023-04-08,14.736842105263158
2023-04-09,14.210526315789473
2023-04-10,22.63157894736842
2023-04-11,32.63157894736842
2023-04-12,26.31578947368421
2023-04-13,23.684210526315788
2023-04-14,24.210526315789473
2023-04-15,17.36842105263158
2023-04-16,16.31578947368421
2023-04-17,20.52631578947368
2023-04-18,21.052631578947366
2023-04-19,19.473684210526315
2023-04-20,18.421052631578945
2023-04-21,17.894736842105264
2023-04-22,16.31578947368421
2023-04-23,15.789473684210526
2023-04-24,16.842105263157894
2023-04-25,17.36842105263158
2023-04-26,22.8604118993135
2023-04-27,18.54691075514874
2023-04-28,15.675057208237988
2023-04-29,13.844393592677346
2023-04-30,14.107551487414188
2023-05-01,18.54691075514874
2023-05-02,17.894736842105264
2023-05-03,17.894736842105264
2023-05-04,16.327231121281464
2023-05-05,15.675057208237988
2023-05-06,15.022883295194507
2023-05-07,14.759725400457667
2023-05-08,21.02974828375286
2023-05-09,16.97940503432494
2023-05-10,17.242562929061783
2023-05-11,16.97940503432494
2023-05-12,16.590389016018307
2023-05-13,13.192219679633867
2023-05-14,13.45537757437071
2023-05-15,15.411899313501145
2023-05-16,14.759725400457667
2023-05-17,14.107551487414188
2023-05-18,15.675057208237988
2023-05-19,14.107551487414188
2023-05-20,11.62471395881007
2023-05-21,11.62471395881007
2023-05-22,14.107551487414188
2023-05-23,14.107551487414188
2023-05-24,14.759725400457667
2023-05-25,13.45537757437071
2023-05-26,12.448512585812358
2023-05-27,11.670480549199086
2023-05-28,14.004576659038902
2023-05-29,15.560640732265448
2023-05-30,15.560640732265448
2023-05-31,13.22654462242563
2023-06-01,14.004576659038902
2023-06-02,14.004576659038902
2023-06-03,11.670480549199086
2023-06-04,11.670480549199086
2023-06-05,17.894736842105264
2023-06-06,21.006864988558355
2023-06-07,17.894736842105264
2023-06-08,14.782608695652176
2023-06-09,14.782608695652176
2023-06-10,18.672768878718536
2023-06-11,14.004576659038902
2023-06-12,15.560640732265448
2023-06-13,14.004576659038902
2023-06-14,15.560640732265448
2023-06-15,17.11670480549199
2023-06-16,15.560640732265448
2023-06-17,13.22654462242563
2023-06-18,13.22654462242563
2023-06-19,14.004576659038902
2023-06-20,19.450800915331808
2023-06-21,30.343249427917623
2023-06-22,24.118993135011443
2023-06-23,24.118993135011443
2023-06-24,19.450800915331808
2023-06-25,17.11670480549199
2023-06-26,19.450800915331808
2023-06-27,20.22883295194508
2023-06-28,17.11670480549199
2023-06-29,17.11670480549199
2023-06-30,20.22883295194508
2023-07-01,14.004576659038902
2023-07-02,14.004576659038902
2023-07-03,18.672768878718536
2023-07-04,16.33867276887872
2023-07-05,17.894736842105264
2023-07-06,18.672768878718536
2023-07-07,17.894736842105264
2023-07-08,13.22654462242563
2023-07-09,14.004576659038902
2023-07-10,17.11670480549199
2023-07-11,16.33867276887872
2023-07-12,16.33867276887872
2023-07-13,22.5629290617849
2023-07-14,22.5629290617849
2023-07-15,15.560640732265448
2023-07-16,14.782608695652176
2023-07-17,17.894736842105264
2023-07-18,17.11670480549199
2023-07-19,17.894736842105264
2023-07-20,15.560640732265448
2023-07-21,14.004576659038902
2023-07-22,11.670480549199086
2023-07-23,12.448512585812358
2023-07-24,16.33867276887872
2023-07-25,16.33867276887872
2023-07-26,14.004576659038902
2023-07-27,14.782608695652176
2023-07-28,14.004576659038902
2023-07-29,12.448512585812358
2023-07-30,12.448512585812358
2023-07-31,13.22654462242563
2023-08-01,14.782608695652176
2023-08-02,15.560640732265448
2023-08-03,14.004576659038902
2023-08-04,13.22654462242563
2023-08-05,11.670480549199086
2023-08-06,12.448512585812358
2023-08-07,14.004576659038902
2023-08-08,14.782608695652176
2023-08-09,15.560640732265448
2023-08-10,13.22654462242563
2023-08-11,13.22654462242563
2023-08-12,9.336384439359268
2023-08-13,10.892448512585814
2023-08-14,13.22654462242563
2023-08-15,14.004576659038902
2023-08-16,14.004576659038902
2023-08-17,22.5629290617849
2023-08-18,29.56521739130435
2023-08-19,17.11670480549199
2023-08-20,15.560640732265448
2023-08-21,17.894736842105264
2023-08-22,16.33867276887872
2023-08-23,16.33867276887872
2023-08-24,15.560640732265448
2023-08-25,14.004576659038902
2023-08-26,11.670480549199086
2023-08-27,10.892448512585814
2023-08-28,14.004576659038902
2023-08-29,21.784897025171627
2023-08-30,18.672768878718536
2023-08-31,14.004576659038902
2023-09-01,15.560640732265448
2023-09-02,10.892448512585814
2023-09-03,11.670480549199086
2023-09-04,10.892448512585814
2023-09-05,13.22654462242563
2023-09-06,13.22654462242563
2023-09-07,13.22654462242563
2023-09-08,12.448512585812358
2023-09-09,10.11441647597254
2023-09-10,10.11441647597254
2023-09-11,14.004576659038902
2023-09-12,14.782608695652176
2023-09-13,13.22654462242563
2023-09-14,13.22654462242563
2023-09-15,12.448512585812358
2023-09-16,10.892448512585814
2023-09-17,10.11441647597254
2023-09-18,14.004576659038902
2023-09-19,14.782608695652176
2023-09-20,13.22654462242563
2023-09-21,13.22654462242563
2023-09-22,12.448512585812358
2023-09-23,10.11441647597254
2023-09-24,10.11441647597254
2023-09-25,13.22654462242563
2023-09-26,12.448512585812358
2023-09-27,12.448512585812358
2023-09-28,14.004576659038902
2023-09-29,12.448512585812358
2023-09-30,10.892448512585814
2023-10-01,11.670480549199086
2023-10-02,17.894736842105264
2023-10-03,14.004576659038902
2023-10-04,13.22654462242563
2023-10-05,13.22654462242563
2023-10-06,12.448512585812358
2023-10-07,13.22654462242563
2023-10-08,10.892448512585814
2023-10-09,14.004576659038902
2023-10-10,12.448512585812358
2023-10-11,13.22654462242563
2023-10-12,13.22654462242563
2023-10-13,14.004576659038902
2023-10-14,10.892448512585814
2023-10-15,10.892448512585814
2023-10-16,21.006864988558355
2023-10-17,17.11670480549199
2023-10-18,14.782608695652176
2023-10-19,14.782608695652176
2023-10-20,20.22883295194508
2023-10-21,16.33867276887872
2023-10-22,16.33867276887872
2023-10-23,32.67734553775744
2023-10-24,50.57208237986271
2023-10-25,34.23340961098398
2023-10-26,28.009153318077804
2023-10-27,22.5629290617849
2023-10-28,18.672768878718536
2023-10-29,17.894736842105264
2023-10-30,21.784897025171627
2023-10-31,20.22883295194508
2023-11-01,19.450800915331808
2023-11-02,24.118993135011443
2023-11-03,21.006864988558355
2023-11-04,16.33867276887872
2023-11-05,17.11670480549199
2023-11-06,21.784897025171627
2023-11-07,21.784897025171627
2023-11-08,20.22883295194508
2023-11-09,34.23340961098398
2023-11-10,28.787185354691076
2023-11-11,20.22883295194508
2023-11-12,17.11670480549199
2023-11-13,21.006864988558355
2023-11-14,22.5629290617849
2023-11-15,24.897025171624716
2023-11-16,24.897025171624716
2023-11-17,21.006864988558355
2023-11-18,15.560640732265448
2023-11-19,16.33867276887872
2023-11-20,22.5629290617849
2023-11-21,21.784897025171627
2023-11-22,22.5629290617849
2023-11-23,18.672768878718536
2023-11-24,21.784897025171627
2023-11-25,18.672768878718536
2023-11-26,17.11670480549199
2023-11-27,19.450800915331808
2023-11-28,21.006864988558355
2023-11-29,20.22883295194508
2023-11-30,17.894736842105264
2023-12-01,21.784897025171627
2023-12-02,22.5629290617849
2023-12-03,25.675057208237988
2023-12-04,45.90389016018307
2023-12-05,45.1258581235698
2023-12-06,40.45766590389016
2023-12-07,35.01144164759726
2023-12-08,30.343249427917623
2023-12-09,27.23112128146453
2023-12-10,23.34096109839817
2023-12-11,34.23340961098398
2023-12-12,26.45308924485126
2023-12-13,26.45308924485126
2023-12-14,28.009153318077804
2023-12-15,23.34096109839817
2023-12-16,20.22883295194508
2023-12-17,18.672768878718536
2023-12-18,23.34096109839817
2023-12-19,25.675057208237988
2023-12-20,27.23112128146453
2023-12-21,27.23112128146453
2023-12-22,26.598970251716246
2023-12-23,21.201372997711672
2023-12-24,19.888443935926773
2023-12-25,19.35354691075515
2023-12-26,24.36212814645309
2023-12-27,25.675057208237988
2023-12-28,23.43821510297483
2023-12-29,23.43821510297483
2023-12-30,19.35354691075515
2023-12-31,18.429633867276888
2024-01-01,20.27745995423341
2024-01-02,40.94393592677346
2024-01-03,37.78318077803204
2024-01-04,32.920480549199084
2024-01-05,31.072654462242564
2024-01-06,22.51430205949657
2024-01-07,21.590389016018307
2024-01-08,39.631006864988564
2024-01-09,48.18935926773456
2024-01-10,71.62757437070938
2024-01-11,77.94908466819223
2024-01-12,42.79176201372998
2024-01-13,33.84439359267735
2024-01-14,25.675057208237988
2024-01-15,27.911899313501145
2024-01-16,28.835812356979407
2024-01-17,26.598970251716246
2024-01-18,26.987986270022883
2024-01-19,27.911899313501145
2024-01-20,20.27745995423341
2024-01-21,16.046910755148744
2024-01-22,26.744851258581235
2024-01-23,28.884439359267738
2024-01-24,25.675057208237988
2024-01-25,20.326086956521742
2024-01-26,22.465675057208237
2024-01-27,19.25629290617849
2024-01-28,17.11670480549199
2024-01-29,22.465675057208237
2024-01-30,21.39588100686499
2024-01-31,20.326086956521742
2024-02-01,18.18649885583524
2024-02-02,18.18649885583524
2024-02-03,14.977116704805493
2024-02-04,14.977116704805493
2024-02-05,18.18649885583524
2024-02-06,18.18649885583524
2024-02-07,19.25629290617849
2024-02-08,23.53546910755149
2024-02-09,31.024027459954233
2024-02-10,24.60526315789474
2024-02-11,25.675057208237988
2024-02-12,38.51258581235698
2024-02-13,35.30320366132723
2024-02-14,38.51258581235698
2024-02-15,39.58237986270023
2024-02-16,32.09382151029749
2024-02-17,25.675057208237988
2024-02-18,24.60526315789474
2024-02-19,28.884439359267738
2024-02-20,29.954233409610985
2024-02-21,26.744851258581235
2024-02-22,26.744851258581235
2024-02-23,22.465675057208237
2024-02-24,20.326086956521742
2024-02-25,21.39588100686499
2024-02-26,35.30320366132723
2024-02-27,53.48970251716247
2024-02-28,94.14187643020595
2024-02-29,74.88558352402747
2024-03-01,51.350114416475975
2024-03-02,40.652173913043484
2024-03-03,39.58237986270023
2024-03-04,92.00228832951946
2024-03-05,106.97940503432494
2024-03-06,70.60640732265446
2024-03-07,51.350114416475975
2024-03-08,57.768878718535476
2024-03-09,49.21052631578948
2024-03-10,46.00114416475973
2024-03-11,75.95537757437071
2024-03-12,60.97826086956522
2024-03-13,57.768878718535476
2024-03-14,51.350114416475975
2024-03-15,55.62929061784897
2024-03-16,40.652173913043484
2024-03-17,42.79176201372998
2024-03-18,42.79176201372998
2024-03-19,51.350114416475975
2024-03-20,49.21052631578948
2024-03-21,39.58237986270023
2024-03-22,37.442791762013734
2024-03-23,29.954233409610985
2024-03-24,29.954233409610985
2024-03-25,42.79176201372998
2024-03-26,40.652173913043484
2024-03-27,38.51258581235698
2024-03-28,37.442791762013734
2024-03-29,34.23340961098398
2024-03-30,28.884439359267738
2024-03-31,29.954233409610985
2024-04-01,36.37299771167048
2024-04-02,40.652173913043484
2024-04-03,33.163615560640736
2024-04-04,33.163615560640736
2024-04-05,31.024027459954233
2024-04-06,23.53546910755149
2024-04-07,27.814645308924486
2024-04-08,35.30320366132723
2024-04-09,35.30320366132723
2024-04-10,34.23340961098398
2024-04-11,32.09382151029749
2024-04-12,35.30320366132723
2024-04-13,42.79176201372998
2024-04-14,52.41990846681922
2024-04-15,41.72196796338673
2024-04-16,41.72196796338673
2024-04-17,41.72196796338673
2024-04-18,37.442791762013734
2024-04-19,56.69908466819222
2024-04-20,49.21052631578948
2024-04-21,33.163615560640736
2024-04-22,36.37299771167048
2024-04-23,33.163615560640736
2024-04-24,27.814645308924486
2024-04-25,29.954233409610985
2024-04-26,23.53546910755149
2024-04-27,22.465675057208237
2024-04-28,22.465675057208237
2024-04-29,27.814645308924486
2024-04-30,41.72196796338673
2024-05-01,39.58237986270023
2024-05-02,32.09382151029749
2024-05-03,29.954233409610985
2024-05-04,24.60526315789474
2024-05-05,22.465675057208237
2024-05-06,28.884439359267738
2024-05-07,24.60526315789474
2024-05-08,22.465675057208237
2024-05-09,22.465675057208237
2024-05-10,24.60526315789474
2024-05-11,19.25629290617849
2024-05-12,18.18649885583524
2024-05-13,25.675057208237988
2024-05-14,24.60526315789474
2024-05-15,27.814645308924486
2024-05-16,27.814645308924486
2024-05-17,26.744851258581235
2024-05-18,21.39588100686499
2024-05-19,20.326086956521742
2024-05-20,33.163615560640736
2024-05-21,40.652173913043484
2024-05-22,33.163615560640736
2024-05-23,29.954233409610985
2024-05-24,26.744851258581235
2024-05-25,19.25629290617849
2024-05-26,21.39588100686499
2024-05-27,22.465675057208237
2024-05-28,26.744851258581235
2024-05-29,23.53546910755149
2024-05-30,23.53546910755149
2024-05-31,22.465675057208237
2024-06-01,18.18649885583524
2024-06-02,17.11670480549199
2024-06-03,24.60526315789474
2024-06-04,27.814645308924486
2024-06-05,32.09382151029749
2024-06-06,31.024027459954233
2024-06-07,28.884439359267738
2024-06-08,20.326086956521742
2024-06-09,20.326086956521742
2024-06-10,25.675057208237988
2024-06-11,27.814645308924486
2024-06-12,27.814645308924486
2024-06-13,25.675057208237988
2024-06-14,23.53546910755149
2024-06-15,18.18649885583524
2024-06-16,18.18649885583524
2024-06-17,24.60526315789474
2024-06-18,25.675057208237988
2024-06-19,21.39588100686499
2024-06-20,21.39588100686499
2024-06-21,22.465675057208237
2024-06-22,16.046910755148744
2024-06-23,18.18649885583524
2024-06-24,34.23340961098398
2024-06-25,27.814645308924486
2024-06-26,22.465675057208237
2024-06-27,22.465675057208237
2024-06-28,22.465675057208237
2024-06-29,16.046910755148744
2024-06-30,17.11670480549199
2024-07-01,23.53546910755149
2024-07-02,21.39588100686499
2024-07-03,23.53546910755149
2024-07-04,29.954233409610985
2024-07-05,42.79176201372998
2024-07-06,25.675057208237988
2024-07-07,24.60526315789474
2024-07-08,31.024027459954233
2024-07-09,25.675057208237988
2024-07-10,25.675057208237988
2024-07-11,25.675057208237988
2024-07-12,21.39588100686499
2024-07-13,18.18649885583524
2024-07-14,22.465675057208237
2024-07-15,34.23340961098398
2024-07-16,32.09382151029749
2024-07-17,29.954233409610985
2024-07-18,24.60526315789474
2024-07-19,27.814645308924486
2024-07-20,23.53546910755149
2024-07-21,25.675057208237988
2024-07-22,32.09382151029749
2024-07-23,26.744851258581235
2024-07-24,25.675057208237988
2024-07-25,27.814645308924486
2024-07-26,27.814645308924486
2024-07-27,34.23340961098398
2024-07-28,28.884439359267738
2024-07-29,35.30320366132723
2024-07-30,28.884439359267738
2024-07-31,25.675057208237988
2024-08-01,26.744851258581235
2024-08-02,27.814645308924486
2024-08-03,24.60526315789474
2024-08-04,29.954233409610985
2024-08-05,92.00228832951946
2024-08-06,39.58237986270023
2024-08-07,34.23340961098398
2024-08-08,33.163615560640736
2024-08-09,31.024027459954233
2024-08-10,21.39588100686499
2024-08-11,22.465675057208237
2024-08-12,27.814645308924486
2024-08-13,25.675057208237988
2024-08-14,26.744851258581235
2024-08-15,25.675057208237988
2024-08-16,24.60526315789474
2024-08-17,18.18649885583524
2024-08-18,19.370913697286696
2024-08-19,23.45905524681268
2024-08-20,25.827884929715594
2024-08-21,23.45905524681268
2024-08-22,22.27464040536123
2024-08-23,25.178367113435762
2024-08-24,25.827884929715594
2024-08-25,21.739743380189605
2024-08-26,24.643470088264138
2024-08-27,25.827884929715594
2024-08-28,26.362781954887218
2024-08-29,22.27464040536123
2024-08-30,21.739743380189605
2024-08-31,15.817669172932332
2024-09-01,17.002084014383783
2024-09-02,19.370913697286696
2024-09-03,22.924158221641058
2024-09-04,24.643470088264138
2024-09-05,21.090225563909776
2024-09-06,25.827884929715594
2024-09-07,18.18649885583524
2024-09-08,18.18649885583524
2024-09-09,23.45905524681268
2024-09-10,21.090225563909776
2024-09-11,21.739743380189605
2024-09-12,21.090225563909776
2024-09-13,21.739743380189605
2024-09-14,18.18649885583524
2024-09-15,16.46718698921216
2024-09-16,19.90581072245832
2024-09-17,23.382641386073878
2024-09-18,24.68167701863354
2024-09-19,31.17685518143184
2024-09-20,25.980712651193198
2024-09-21,19.485534488394897
2024-09-22,16.887463223275578
2024-09-23,24.68167701863354
2024-09-24,22.08360575351422
