Time,johnny_depp_amber_heard
2023-12-23,27.943925233644862
2023-12-24,36.18380062305296
2023-12-25,27.514018691588788
2023-12-26,21.781931464174455
2023-12-27,26.869158878504678
2023-12-28,31.956386292834893
2023-12-29,31.311526479750782
2023-12-30,37.47352024922119
2023-12-31,22.42679127725857
2024-01-01,27.943925233644862
2024-01-02,42.13084112149534
2024-01-03,32.81619937694704
2024-01-04,32.81619937694704
2024-01-05,35.96884735202492
2024-01-06,27.514018691588788
2024-01-07,27.943925233644862
2024-01-08,22.856697819314647
2024-01-09,17.769470404984425
2024-01-10,18.414330218068535
2024-01-11,17.769470404984425
2024-01-12,18.629283489096576
2024-01-13,27.728971962616825
2024-01-14,17.769470404984425
2024-01-15,27.29906542056075
2024-01-16,13.542056074766357
2024-01-17,14.401869158878506
2024-01-18,9.314641744548288
2024-01-19,14.186915887850468
2024-01-20,19.05919003115265
2024-01-21,24.93457943925234
2024-01-22,17.626168224299068
2024-01-23,15.046728971962619
2024-01-24,20.63551401869159
2024-01-25,23.644859813084114
2024-01-26,21.065420560747665
2024-01-27,21.065420560747665
2024-01-28,36.11214953271028
2024-01-29,16.766355140186917
2024-01-30,17.19626168224299
2024-01-31,22.785046728971967
2024-02-01,15.906542056074768
2024-02-02,16.766355140186917
2024-02-03,26.654205607476637
2024-02-04,13.327102803738319
2024-02-05,15.476635514018692
2024-02-06,14.18691588785047
2024-02-07,17.626168224299068
2024-02-08,15.476635514018692
2024-02-09,15.476635514018692
2024-02-10,19.77570093457944
2024-02-11,17.626168224299068
2024-02-12,14.616822429906543
2024-02-13,11.177570093457945
2024-02-14,17.626168224299068
2024-02-15,18.05607476635514
2024-02-16,17.19626168224299
2024-02-17,15.476635514018692
2024-02-18,27.084112149532714
2024-02-19,18.915887850467293
2024-02-20,12.46728971962617
2024-02-21,18.05607476635514
2024-02-22,16.766355140186917
2024-02-23,10.747663551401871
2024-02-24,11.60747663551402
2024-02-25,18.05607476635514
2024-02-26,13.327102803738319
2024-02-27,12.897196261682245
2024-02-28,16.336448598130843
2024-02-29,15.476635514018692
2024-03-01,20.63551401869159
2024-03-02,22.785046728971967
2024-03-03,34.39252336448598
2024-03-04,20.205607476635517
2024-03-05,17.19626168224299
2024-03-06,12.46728971962617
2024-03-07,19.77570093457944
2024-03-08,20.205607476635517
2024-03-09,21.065420560747665
2024-03-10,20.63551401869159
2024-03-11,16.336448598130843
2024-03-12,14.616822429906543
2024-03-13,13.757009345794394
2024-03-14,14.18691588785047
2024-03-15,22.35514018691589
2024-03-16,24.93457943925234
2024-03-17,19.77570093457944
2024-03-18,14.18691588785047
2024-03-19,15.906542056074768
2024-03-20,20.205607476635517
2024-03-21,19.77570093457944
2024-03-22,17.626168224299068
2024-03-23,16.336448598130843
2024-03-24,20.205607476635517
2024-03-25,12.46728971962617
2024-03-26,15.476635514018692
2024-03-27,14.18691588785047
2024-03-28,11.177570093457945
2024-03-29,16.336448598130843
2024-03-30,18.05607476635514
2024-03-31,18.05607476635514
2024-04-01,19.345794392523366
2024-04-02,17.626168224299068
2024-04-03,17.19626168224299
2024-04-04,17.626168224299068
2024-04-05,11.60747663551402
2024-04-06,19.345794392523366
2024-04-07,20.205607476635517
2024-04-08,10.747663551401871
2024-04-09,15.046728971962619
2024-04-10,0.0
2024-04-11,22.785046728971967
2024-04-12,11.60747663551402
2024-04-13,19.345794392523366
2024-04-14,18.915887850467293
2024-04-15,24.504672897196265
2024-04-16,20.63551401869159
2024-04-17,10.317757009345796
2024-04-18,15.476635514018692
2024-04-19,22.35514018691589
2024-04-20,19.77570093457944
2024-04-21,18.05607476635514
2024-04-22,15.476635514018692
2024-04-23,21.495327102803742
2024-04-24,22.785046728971967
2024-04-25,20.63551401869159
2024-04-26,22.35514018691589
2024-04-27,17.19626168224299
2024-04-28,23.644859813084114
2024-04-29,13.327102803738319
2024-04-30,15.906542056074768
2024-05-01,19.77570093457944
2024-05-02,19.77570093457944
2024-05-03,24.504672897196265
2024-05-04,18.915887850467293
2024-05-05,20.63551401869159
2024-05-06,23.644859813084114
2024-05-07,14.616822429906543
2024-05-08,21.925233644859816
2024-05-09,11.177570093457945
2024-05-10,13.757009345794394
2024-05-11,10.317757009345796
2024-05-12,16.336448598130843
2024-05-13,13.757009345794394
2024-05-14,14.18691588785047
2024-05-15,13.327102803738319
2024-05-16,10.747663551401871
2024-05-17,14.616822429906543
2024-05-18,16.336448598130843
2024-05-19,18.485981308411215
2024-05-20,12.897196261682245
2024-05-21,14.616822429906543
2024-05-22,11.60747663551402
2024-05-23,26.224299065420563
2024-05-24,12.46728971962617
2024-05-25,26.224299065420563
2024-05-26,16.336448598130843
2024-05-27,17.626168224299068
2024-05-28,12.897196261682245
2024-05-29,11.60747663551402
2024-05-30,14.18691588785047
2024-05-31,10.317757009345796
2024-06-01,22.35514018691589
2024-06-02,25.79439252336449
2024-06-03,12.897196261682245
2024-06-04,0.0
2024-06-05,9.88785046728972
2024-06-06,15.046728971962619
2024-06-07,14.616822429906543
2024-06-08,14.616822429906543
2024-06-09,27.514018691588788
2024-06-10,16.766355140186917
2024-06-11,0.0
2024-06-12,12.46728971962617
2024-06-13,14.616822429906543
2024-06-14,11.177570093457945
2024-06-15,14.616822429906543
2024-06-16,18.915887850467293
2024-06-17,13.327102803738319
2024-06-18,14.18691588785047
2024-06-19,0.0
2024-06-20,9.02803738317757
2024-06-21,10.317757009345796
2024-06-22,15.906542056074768
2024-06-23,13.327102803738319
2024-06-24,15.046728971962619
2024-06-25,14.616822429906543
2024-06-26,13.757009345794394
2024-06-27,15.046728971962619
2024-06-28,10.747663551401871
2024-06-29,27.943925233644862
2024-06-30,0.0
2024-07-01,18.485981308411215
2024-07-02,22.35514018691589
2024-07-03,24.504672897196265
2024-07-04,15.476635514018692
2024-07-05,17.626168224299068
2024-07-06,21.065420560747665
2024-07-07,21.065420560747665
2024-07-08,16.336448598130843
2024-07-09,18.05607476635514
2024-07-10,10.317757009345796
2024-07-11,16.766355140186917
2024-07-12,23.21495327102804
2024-07-13,21.495327102803742
2024-07-14,15.476635514018692
2024-07-15,19.77570093457944
2024-07-16,13.327102803738319
2024-07-17,10.317757009345796
2024-07-18,9.02803738317757
2024-07-19,12.46728971962617
2024-07-20,15.046728971962619
2024-07-21,0.0
2024-07-22,12.037383177570096
2024-07-23,9.88785046728972
2024-07-24,0.0
2024-07-25,11.177570093457945
2024-07-26,12.037383177570096
2024-07-27,15.476635514018692
2024-07-28,17.626168224299068
2024-07-29,12.46728971962617
2024-07-30,12.037383177570096
2024-07-31,10.747663551401871
2024-08-01,9.88785046728972
2024-08-02,12.46728971962617
2024-08-03,13.757009345794394
2024-08-04,14.616822429906543
2024-08-05,9.02803738317757
2024-08-06,0.0
2024-08-07,12.46728971962617
2024-08-08,10.317757009345796
2024-08-09,10.317757009345796
2024-08-10,11.60747663551402
2024-08-11,13.327102803738319
2024-08-12,13.757009345794394
2024-08-13,0.0
2024-08-14,12.037383177570096
2024-08-15,10.747663551401871
2024-08-16,14.616822429906543
2024-08-17,0.0
2024-08-18,12.006675567423233
2024-08-19,16.351802403204275
2024-08-20,9.519359145527371
2024-08-21,12.620827770360481
2024-08-22,0.0
2024-08-23,0.0
2024-08-24,11.592122830440587
2024-08-25,18.010013351134848
2024-08-26,8.690253671562083
2024-08-27,20.497329773030707
2024-08-28,9.519359145527371
2024-08-29,11.177570093457945
2024-08-30,19.038718291054742
2024-08-31,21.940587449933247
2024-09-01,26.28571428571429
2024-09-02,16.766355140186917
2024-09-03,10.348464619492658
2024-09-04,11.177570093457945
2024-09-05,17.380507343124165
2024-09-06,13.250333778371163
2024-09-07,19.66822429906542
2024-09-08,23.59879839786382
2024-09-09,0.0
2024-09-10,13.449933244325768
2024-09-11,11.592122830440587
2024-09-12,22.35514018691589
2024-09-13,8.490654205607477
2024-09-14,17.595460614152202
2024-09-15,16.351802403204275
2024-09-16,18.839118825100137
2024-09-17,10.778371161548732
2024-09-18,13.971962616822431
2024-09-19,0.0
2024-09-20,16.367156208277706
2024-09-21,13.971962616822431
2024-09-22,16.766355140186917
2024-09-23,14.371161548731642
2024-09-24,17.963951935914555
2024-09-25,16.766355140186917
2024-09-26,13.971962616822431
2024-09-27,11.177570093457945
2024-09-28,20.359145527369826
2024-09-29,13.173564753004007
2024-09-30,11.975967957276369
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,16.766355140186917
2024-10-04,10.778371161548732
2024-10-05,0.0
2024-10-06,15.169559412550067
2024-10-07,13.173564753004007
2024-10-08,9.580774365821096
2024-10-09,13.971962616822431
2024-10-10,15.56875834445928
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,11.576769025367156
2024-10-14,13.173564753004007
2024-10-15,15.56875834445928
2024-10-16,13.173564753004007
2024-10-17,10.778371161548732
2024-10-18,16.766355140186917
2024-10-19,13.572763684913218
2024-10-20,15.967957276368491
2024-10-21,11.576769025367156
2024-10-22,12.37516688918558
2024-10-23,13.572763684913218
2024-10-24,9.979973297730307
2024-10-25,0.0
2024-10-26,13.971962616822431
2024-10-27,25.149532710280376
2024-10-28,0.0
2024-10-29,8.383177570093459
2024-10-30,12.37516688918558
2024-10-31,13.173564753004007
2024-11-01,12.37516688918558
2024-11-02,13.971962616822431
2024-11-03,11.177570093457945
2024-11-04,14.371161548731642
2024-11-05,10.778371161548732
2024-11-06,0.0
2024-11-07,9.181575433911883
2024-11-08,10.37917222963952
2024-11-09,0.0
2024-11-10,11.576769025367156
2024-11-11,14.770360480640855
2024-11-12,14.371161548731642
2024-11-13,11.576769025367156
2024-11-14,26.746328437917224
2024-11-15,18.762349799732977
2024-11-16,0.0
2024-11-17,12.774365821094793
2024-11-18,13.572763684913218
2024-11-19,15.169559412550067
2024-11-20,11.975967957276369
2024-11-21,11.576769025367156
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,19.161548731642192
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,12.37516688918558
2024-11-30,0.0
2024-12-01,9.580774365821096
2024-12-02,13.971962616822431
