Time,peloton
2024-12-30,16.474690054680313
2024-12-31,16.474690054680313
2025-01-01,19.256131232743222
2025-01-02,20.75383032862325
2025-01-03,20.111959287531807
2025-01-04,20.325916301228954
2025-01-05,21.39570136971469
2025-01-06,18.400303177954633
2025-01-07,17.97238915056034
2025-01-08,16.902604082074603
2025-01-09,13.693248876617401
2025-01-10,14.763033945103135
2025-01-11,16.260733040983165
2025-01-12,16.902604082074603
2025-01-13,15.832819013588871
2025-01-14,14.976990958800283
2025-01-15,14.976990958800283
2025-01-16,13.907205890314549
2025-01-17,13.265334849223107
2025-01-18,16.260733040983165
2025-01-19,14.335119917708843
2025-01-20,14.763033945103135
2025-01-21,14.121162904011696
2025-01-22,13.693248876617401
2025-01-23,13.05137783552596
2025-01-24,12.40950679443452
2025-01-25,14.549076931405988
2025-01-26,15.618861999891724
2025-01-27,13.693248876617401
2025-01-28,13.479291862920254
2025-01-29,12.623463808131667
2025-01-30,12.40950679443452
2025-01-31,11.553678739645932
2025-02-01,12.837420821828815
2025-02-02,14.121162904011696
2025-02-03,12.40950679443452
2025-02-04,12.837420821828815
2025-02-05,12.40950679443452
2025-02-06,13.907205890314549
2025-02-07,11.981592767040226
2025-02-08,12.623463808131667
2025-02-09,12.837420821828815
2025-02-10,10.483893671160198
2025-02-11,12.195549780737373
2025-02-12,12.623463808131667
2025-02-13,11.767635753343079
2025-02-14,10.055979643765903
2025-02-15,13.479291862920254
2025-02-16,14.335119917708843
2025-02-17,14.335119917708843
2025-02-18,13.907205890314549
2025-02-19,12.623463808131667
2025-02-20,11.981592767040226
2025-02-21,11.339721725948786
2025-02-22,13.265334849223107
2025-02-23,13.907205890314549
2025-02-24,12.837420821828815
2025-02-25,13.479291862920254
2025-02-26,11.339721725948786
2025-02-27,10.911807698554492
2025-02-28,9.842022630068758
2025-03-01,11.553678739645932
2025-03-02,12.195549780737373
2025-03-03,11.981592767040226
2025-03-04,11.12576471225164
2025-03-05,10.055979643765903
2025-03-06,11.339721725948786
2025-03-07,10.697850684857345
2025-03-08,11.339721725948786
2025-03-09,10.911807698554492
2025-03-10,10.911807698554492
2025-03-11,10.911807698554492
2025-03-12,9.842022630068758
2025-03-13,9.628065616371611
2025-03-14,8.772237561583022
2025-03-15,10.697850684857345
2025-03-16,11.767635753343079
2025-03-17,11.553678739645932
2025-03-18,11.981592767040226
2025-03-19,10.483893671160198
2025-03-20,8.98619457528017
2025-03-21,9.628065616371611
2025-03-22,10.483893671160198
2025-03-23,11.553678739645932
2025-03-24,11.339721725948786
2025-03-25,10.26993665746305
2025-03-26,9.414108602674464
2025-03-27,9.200151588977317
2025-03-28,8.772237561583022
2025-03-29,9.200151588977317
2025-03-30,11.12576471225164
2025-03-31,10.697850684857345
2025-04-01,9.842022630068758
2025-04-02,10.483893671160198
2025-04-03,9.842022630068758
2025-04-04,8.772237561583022
2025-04-05,10.483893671160198
2025-04-06,11.553678739645932
2025-04-07,11.339721725948786
2025-04-08,9.842022630068758
2025-04-09,10.911807698554492
2025-04-10,9.200151588977317
2025-04-11,9.200151588977317
2025-04-12,10.483893671160198
2025-04-13,10.26993665746305
2025-04-14,10.055979643765903
2025-04-15,9.872587917739779
2025-04-16,9.032042506786702
2025-04-17,9.139021013635276
2025-04-18,9.872587917739779
2025-04-19,9.383543315003443
2025-04-20,9.628065616371611
2025-04-21,9.628065616371611
2025-04-22,10.468611027324688
2025-04-23,9.872587917739779
2025-04-24,9.628065616371611
2025-04-25,8.298475602682199
2025-04-26,9.521087109523037
2025-04-27,9.872587917739779
2025-04-28,11.553678739645932
2025-04-29,11.905179547862673
2025-04-30,10.468611027324688
2025-05-01,11.064634136909596
2025-05-02,9.872587917739779
2025-05-03,8.787520205418534
2025-05-04,10.468611027324688
2025-05-05,9.628065616371611
2025-05-06,9.628065616371611
2025-05-07,9.139021013635276
2025-05-08,9.139021013635276
2025-05-09,9.27656480815487
2025-05-10,10.468611027324688
2025-05-11,10.957655630061023
2025-05-12,10.468611027324688
2025-05-13,11.309156438277766
2025-05-14,9.032042506786702
2025-05-15,9.352978027332423
2025-05-16,7.977540082136478
2025-05-17,10.178240794449989
2025-05-18,9.628065616371611
2025-05-19,9.077890438293233
2025-05-20,9.628065616371611
2025-05-21,9.903153205410801
2025-05-22,9.628065616371611
2025-05-23,9.628065616371611
2025-05-24,9.903153205410801
2025-05-25,9.903153205410801
2025-05-26,11.003503561567555
2025-05-27,11.278591150606745
2025-05-28,9.628065616371611
2025-05-29,9.628065616371611
2025-05-30,8.527715260214856
2025-05-31,9.628065616371611
2025-06-01,10.453328383489177
2025-06-02,10.453328383489177
2025-06-03,10.728415972528367
2025-06-04,10.178240794449989
2025-06-05,9.077890438293233
2025-06-06,9.903153205410801
2025-06-07,9.352978027332423
2025-06-08,10.453328383489177
2025-06-09,9.628065616371611
2025-06-10,9.352978027332423
2025-06-11,9.077890438293233
2025-06-12,10.178240794449989
2025-06-13,9.077890438293233
2025-06-14,9.077890438293233
2025-06-15,8.802802849254045
2025-06-16,9.903153205410801
2025-06-17,11.278591150606745
2025-06-18,9.352978027332423
2025-06-19,9.077890438293233
2025-06-20,8.527715260214856
2025-06-21,9.077890438293233
2025-06-22,9.352978027332423
2025-06-23,11.553678739645934
2025-06-24,11.278591150606745
2025-06-25,10.178240794449989
2025-06-26,9.628065616371611
2025-06-27,9.077890438293233
2025-06-28,11.828766328685122
2025-06-29,10.453328383489177
2025-06-30,10.178240794449989
2025-07-01,11.278591150606745
2025-07-02,9.628065616371611
2025-07-03,9.352978027332423
2025-07-04,9.628065616371611
2025-07-05,10.728415972528367
2025-07-06,12.3789415067635
2025-07-07,11.828766328685122
2025-07-08,12.103853917724312
2025-07-09,11.828766328685122
2025-07-10,9.903153205410801
2025-07-11,9.628065616371611
2025-07-12,9.628065616371611
2025-07-13,10.453328383489177
2025-07-14,11.003503561567555
2025-07-15,10.178240794449989
2025-07-16,9.903153205410801
2025-07-17,10.178240794449989
2025-07-18,10.178240794449989
2025-07-19,11.003503561567555
2025-07-20,11.278591150606745
2025-07-21,10.178240794449989
2025-07-22,10.178240794449989
2025-07-23,9.352978027332423
2025-07-24,9.628065616371611
2025-07-25,8.802802849254045
2025-07-26,11.003503561567555
2025-07-27,11.828766328685122
2025-07-28,12.103853917724312
2025-07-29,12.103853917724312
2025-07-30,12.103853917724312
2025-07-31,11.553678739645934
2025-08-01,9.628065616371611
2025-08-02,11.553678739645934
2025-08-03,9.903153205410801
2025-08-04,9.903153205410801
2025-08-05,10.453328383489177
2025-08-06,9.903153205410801
2025-08-07,12.103853917724312
2025-08-08,9.352978027332423
2025-08-09,10.178240794449989
2025-08-10,10.453328383489177
2025-08-11,10.178240794449989
2025-08-12,10.178240794449989
2025-08-13,10.728415972528367
2025-08-14,9.903153205410801
2025-08-15,10.453328383489177
2025-08-16,10.178240794449989
2025-08-17,10.178240794449989
2025-08-18,9.903153205410801
2025-08-19,9.903153205410801
2025-08-20,9.352978027332423
2025-08-21,8.527715260214856
2025-08-22,8.802802849254045
2025-08-23,9.903153205410801
2025-08-24,10.728415972528367
2025-08-25,9.628065616371611
2025-08-26,10.178240794449989
2025-08-27,9.628065616371611
2025-08-28,9.628065616371611
2025-08-29,8.252627671175667
2025-08-30,9.077890438293233
2025-08-31,9.903153205410801
2025-09-01,11.278591150606745
2025-09-02,9.352978027332423
2025-09-03,9.352978027332423
2025-09-04,8.527715260214856
2025-09-05,8.252627671175667
2025-09-06,9.352978027332423
2025-09-07,9.628065616371611
2025-09-08,9.628065616371611
2025-09-09,9.077890438293233
2025-09-10,8.527715260214856
2025-09-11,7.702452493097289
2025-09-12,7.702452493097289
2025-09-13,8.802802849254045
2025-09-14,7.977540082136478
2025-09-15,9.077890438293233
2025-09-16,9.077890438293233
2025-09-17,7.977540082136478
2025-09-18,7.977540082136478
2025-09-19,7.152277315018911
2025-09-20,8.802802849254045
2025-09-21,8.527715260214856
2025-09-22,9.077890438293233
2025-09-23,8.527715260214856
2025-09-24,8.802802849254045
2025-09-25,8.802802849254045
2025-09-26,8.252627671175667
2025-09-27,9.352978027332423
2025-09-28,10.178240794449989
2025-09-29,9.628065616371611
2025-09-30,11.828766328685122
2025-10-01,27.50875890391889
2025-10-02,15.955080164272957
2025-10-03,12.65402909580269
2025-10-04,11.278591150606745
2025-10-05,11.278591150606745
2025-10-06,12.3789415067635
2025-10-07,12.3789415067635
2025-10-08,11.553678739645934
2025-10-09,14.579642219077012
2025-10-10,9.903153205410801
2025-10-11,9.628065616371611
2025-10-12,11.003503561567555
2025-10-13,12.103853917724312
2025-10-14,11.553678739645934
2025-10-15,10.178240794449989
2025-10-16,9.903153205410801
2025-10-17,9.352978027332423
2025-10-18,9.903153205410801
2025-10-19,10.178240794449989
2025-10-20,18.705956054664846
2025-10-21,9.628065616371611
2025-10-22,10.728415972528367
2025-10-23,10.178240794449989
2025-10-24,9.352978027332423
2025-10-25,10.453328383489177
2025-10-26,11.553678739645934
2025-10-27,12.103853917724312
2025-10-28,11.553678739645934
2025-10-29,11.003503561567555
2025-10-30,11.003503561567555
2025-10-31,8.802802849254045
2025-11-01,11.278591150606745
2025-11-02,13.204204273881068
2025-11-03,12.929116684841878
2025-11-04,12.103853917724312
2025-11-05,12.3789415067635
2025-11-06,14.8547298081162
2025-11-07,14.579642219077012
2025-11-08,20.631569177939166
2025-11-09,14.029467040998634
2025-11-10,13.204204273881068
2025-11-11,12.929116684841878
2025-11-12,13.204204273881068
2025-11-13,13.204204273881068
2025-11-14,11.003503561567555
2025-11-15,11.003503561567555
2025-11-16,14.304554630037822
2025-11-17,12.929116684841878
2025-11-18,13.204204273881068
2025-11-19,14.304554630037822
2025-11-20,20.08139399986079
2025-11-21,12.65402909580269
2025-11-22,15.955080164272957
2025-11-23,11.828766328685122
2025-11-24,12.65402909580269
2025-11-25,15.679992575233767
2025-11-26,13.479291862920256
2025-11-27,14.304554630037822
2025-11-28,15.679992575233767
2025-11-29,16.505255342351333
2025-11-30,15.955080164272957
2025-12-01,16.230167753312145
2025-12-02,14.8547298081162
2025-12-03,11.553678739645934
2025-12-04,12.65402909580269
2025-12-05,11.553678739645934
2025-12-06,11.828766328685122
2025-12-07,13.204204273881068
2025-12-08,12.65402909580269
2025-12-09,12.103853917724312
2025-12-10,10.728415972528367
2025-12-11,11.075720096915058
2025-12-12,10.411750997448106
2025-12-13,11.877232990901604
2025-12-14,12.41157492022597
2025-12-15,10.808549132252875
2025-12-16,11.213263891434654
2025-12-17,10.274207202928512
2025-12-18,10.144580032785923
2025-12-19,9.075896174137192
2025-12-20,10.946092926772469
2025-12-21,10.808549132252875
2025-12-22,11.342891061577241
2025-12-23,10.678921962110287
2025-12-24,9.87740906812374
2025-12-25,9.343067138799377
2025-12-26,14.014600708199064
2025-12-27,14.81611360218561
2025-12-28,15.212911736990382
2025-12-29,14.678569807666015
2025-12-30,15.350455531509976
2025-12-31,14.678569807666015
2026-01-01,16.419139390158705
2026-01-02,17.884621383612206
2026-01-03,19.220476206923117
2026-01-04,19.487647171585298
2026-01-05,17.61745041895002
2026-01-06,16.15196842549652
2026-01-07,15.083284566847793
2026-01-08,13.213087814212518
2026-01-09,13.213087814212518
2026-01-10,15.814514757395724
2026-01-11,15.814514757395724
2026-01-12,14.77749739625502
2026-01-13,13.481225694829142
2026-01-14,12.184953993403262
2026-01-15,11.925699653118087
2026-01-16,11.666445312832911
2026-01-17,13.999734375399493
2026-01-18,14.77749739625502
2026-01-19,14.77749739625502
2026-01-20,12.703462673973615
2026-01-21,12.184953993403262
2026-01-22,11.666445312832911
2026-01-23,10.110919271121857
2026-01-24,12.703462673973615
2026-01-25,13.740480035114317
2026-01-26,12.444208333688438
2026-01-27,12.703462673973615
2026-01-28,11.407190972547735
2026-01-29,10.888682291977384
2026-01-30,11.407190972547735
2026-01-31,13.221971354543966
2026-02-01,14.25898871568467
2026-02-02,12.184953993403262
2026-02-03,11.407190972547735
2026-02-04,11.666445312832911
2026-02-05,12.703462673973615
2026-02-06,11.14793663226256
2026-02-07,13.221971354543966
2026-02-08,13.740480035114317
2026-02-09,11.666445312832911
2026-02-10,9.33315625026633
2026-02-11,9.85166493083668
2026-02-12,11.925699653118087
2026-02-13,12.184953993403262
2026-02-14,10.370173611407033
2026-02-15,12.444208333688438
2026-02-16,13.481225694829142
2026-02-17,10.888682291977384
2026-02-18,10.370173611407033
2026-02-19,11.666445312832911
2026-02-20,11.666445312832911
2026-02-21,15.814514757395724
2026-02-22,25.92543402851758
2026-02-23,12.703462673973615
2026-02-24,12.444208333688438
2026-02-25,18.925566840817833
2026-02-26,13.999734375399493
2026-02-27,11.14793663226256
2026-02-28,12.96271701425879
2026-03-01,14.518243055969844
2026-03-02,12.96271701425879
2026-03-03,12.184953993403262
2026-03-04,11.14793663226256
2026-03-05,9.85166493083668
2026-03-06,8.814647569695977
2026-03-07,10.370173611407033
2026-03-08,10.888682291977384
2026-03-09,10.110919271121857
2026-03-10,9.85166493083668
2026-03-11,9.073901909981153
2026-03-12,9.33315625026633
2026-03-13,9.073901909981153
2026-03-14,10.110919271121857
2026-03-15,10.888682291977384
2026-03-16,11.666445312832911
2026-03-17,9.85166493083668
2026-03-18,9.073901909981153
2026-03-19,10.110919271121857
2026-03-20,9.073901909981153
2026-03-21,10.370173611407033
2026-03-22,11.407190972547735
2026-03-23,9.592410590551504
2026-03-24,9.85166493083668
2026-03-25,8.814647569695977
2026-03-26,8.03688454884045
2026-03-27,8.296138889125626
2026-03-28,9.592410590551504
2026-03-29,10.370173611407033
2026-03-30,9.85166493083668
2026-03-31,10.629427951692207
2026-04-01,10.110919271121857
2026-04-02,10.629427951692207
2026-04-03,9.33315625026633
2026-04-04,10.370173611407033
2026-04-05,9.33315625026633
2026-04-06,12.184953993403262
2026-04-07,10.888682291977384
2026-04-08,10.629427951692207
2026-04-09,9.592410590551504
2026-04-10,9.592410590551504
2026-04-11,10.629427951692207
2026-04-12,12.184953993403262
2026-04-13,12.444208333688438
2026-04-14,13.999734375399493
2026-04-15,13.221971354543966
2026-04-16,12.703462673973615
2026-04-17,11.666445312832911
2026-04-18,12.96271701425879
2026-04-19,12.96271701425879
2026-04-20,11.407190972547735
2026-04-21,12.444208333688438
2026-04-22,12.444208333688438
2026-04-23,11.14793663226256
2026-04-24,9.85166493083668
2026-04-25,10.888682291977384
2026-04-26,12.703462673973615
2026-04-27,11.407190972547735
2026-04-28,11.666445312832911
2026-04-29,10.888682291977384
2026-04-30,9.592410590551504
2026-05-01,9.592410590551504
2026-05-02,10.370173611407033
2026-05-03,10.370173611407033
2026-05-04,10.888682291977384
2026-05-05,11.666445312832911
2026-05-06,10.370173611407033
2026-05-07,11.407190972547735
2026-05-08,9.592410590551504
2026-05-09,10.629427951692207
2026-05-10,10.629427951692207
2026-05-11,10.888682291977384
2026-05-12,11.666445312832911
2026-05-13,11.14793663226256
2026-05-14,12.444208333688438
2026-05-15,11.666445312832911
2026-05-16,11.407190972547735
2026-05-17,12.703462673973615
2026-05-18,11.666445312832911
2026-05-19,11.14793663226256
2026-05-20,11.14793663226256
2026-05-21,10.888682291977384
2026-05-22,10.629427951692207
2026-05-23,11.666445312832911
2026-05-24,11.925699653118087
2026-05-25,12.444208333688438
2026-05-26,11.666445312832911
2026-05-27,11.666445312832911
2026-05-28,11.407190972547735
2026-05-29,10.370173611407033
2026-05-30,11.14793663226256
2026-05-31,12.96271701425879
