Time,gamestop
2024-09-23,26.469326133938083
2024-09-24,26.469326133938083
2024-09-25,28.123659017309212
2024-09-26,36.395323434164865
2024-09-27,36.395323434164865
2024-09-28,41.35832208427826
2024-09-29,38.04965631753599
2024-09-30,24.814993250566953
2024-10-01,24.814993250566953
2024-10-02,26.469326133938083
2024-10-03,28.123659017309212
2024-10-04,31.432324784051474
2024-10-05,36.395323434164865
2024-10-06,34.74099055079373
2024-10-07,28.123659017309212
2024-10-08,29.77799190068034
2024-10-09,28.123659017309212
2024-10-10,34.74099055079373
2024-10-11,43.01265496764938
2024-10-12,41.35832208427826
2024-10-13,38.04965631753599
2024-10-14,29.77799190068034
2024-10-15,28.123659017309212
2024-10-16,28.123659017309212
2024-10-17,31.432324784051474
2024-10-18,33.0866576674226
2024-10-19,38.04965631753599
2024-10-20,34.74099055079373
2024-10-21,26.469326133938083
2024-10-22,24.814993250566953
2024-10-23,26.469326133938083
2024-10-24,29.77799190068034
2024-10-25,38.04965631753599
2024-10-26,38.04965631753599
2024-10-27,36.395323434164865
2024-10-28,26.469326133938083
2024-10-29,26.469326133938083
2024-10-30,26.469326133938083
2024-10-31,24.814993250566953
2024-11-01,31.432324784051474
2024-11-02,39.703989200907124
2024-11-03,38.04965631753599
2024-11-04,26.469326133938083
2024-11-05,24.814993250566953
2024-11-06,19.851994600453562
2024-11-07,29.77799190068034
2024-11-08,38.04965631753599
2024-11-09,43.01265496764938
2024-11-10,41.35832208427826
2024-11-11,36.395323434164865
2024-11-12,34.74099055079373
2024-11-13,31.432324784051474
2024-11-14,33.0866576674226
2024-11-15,33.0866576674226
2024-11-16,38.04965631753599
2024-11-17,44.666987851020515
2024-11-18,38.04965631753599
2024-11-19,33.0866576674226
2024-11-20,34.74099055079373
2024-11-21,38.04965631753599
2024-11-22,43.01265496764938
2024-11-23,49.62998650113391
2024-11-24,49.62998650113391
2024-11-25,43.01265496764938
2024-11-26,43.01265496764938
2024-11-27,52.938652267876165
2024-11-28,54.5929851512473
2024-11-29,119.11196760272136
2024-11-30,62.86464956810295
2024-12-01,56.247318034618424
2024-12-02,44.666987851020515
2024-12-03,36.395323434164865
2024-12-04,33.0866576674226
2024-12-05,36.395323434164865
2024-12-06,39.703989200907124
2024-12-07,46.32132073439165
2024-12-08,44.666987851020515
2024-12-09,33.0866576674226
2024-12-10,34.74099055079373
2024-12-11,36.395323434164865
2024-12-12,36.395323434164865
2024-12-13,43.01265496764938
2024-12-14,56.247318034618424
2024-12-15,59.55598380136068
2024-12-16,39.703989200907124
2024-12-17,43.01265496764938
2024-12-18,44.666987851020515
2024-12-19,47.975653617762774
2024-12-20,56.247318034618424
2024-12-21,59.55598380136068
2024-12-22,66.1733153348452
2024-12-23,64.51898245147407
2024-12-24,82.71664416855651
2024-12-25,59.55598380136068
2024-12-26,74.44497975170086
2024-12-27,69.48198110158746
2024-12-28,56.247318034618424
2024-12-29,56.247318034618424
2024-12-30,43.01265496764938
2024-12-31,46.32132073439165
2025-01-01,46.32132073439165
2025-01-02,39.703989200907124
2025-01-03,38.04965631753599
2025-01-04,44.666987851020515
2025-01-05,39.703989200907124
2025-01-06,31.432324784051474
2025-01-07,29.77799190068034
2025-01-08,28.123659017309212
2025-01-09,33.0866576674226
2025-01-10,34.74099055079373
2025-01-11,39.703989200907124
2025-01-12,39.703989200907124
2025-01-13,28.123659017309212
2025-01-14,28.123659017309212
2025-01-15,29.77799190068034
2025-01-16,36.395323434164865
2025-01-17,62.86464956810295
2025-01-18,44.666987851020515
2025-01-19,38.04965631753599
2025-01-20,41.35832208427826
2025-01-21,31.432324784051474
2025-01-22,29.77799190068034
2025-01-23,36.395323434164865
2025-01-24,43.01265496764938
2025-01-25,47.975653617762774
2025-01-26,41.35832208427826
2025-01-27,29.77799190068034
2025-01-28,29.77799190068034
2025-01-29,26.469326133938083
2025-01-30,26.469326133938083
2025-01-31,29.77799190068034
2025-02-01,38.04965631753599
2025-02-02,36.395323434164865
2025-02-03,26.469326133938083
2025-02-04,24.814993250566953
2025-02-05,24.814993250566953
2025-02-06,28.123659017309212
2025-02-07,49.62998650113391
2025-02-08,38.04965631753599
2025-02-09,33.0866576674226
2025-02-10,23.160660367195824
2025-02-11,24.814993250566953
2025-02-12,24.814993250566953
2025-02-13,29.77799190068034
2025-02-14,39.703989200907124
2025-02-15,38.04965631753599
2025-02-16,36.395323434164865
2025-02-17,28.123659017309212
2025-02-18,24.814993250566953
2025-02-19,26.469326133938083
2025-02-20,28.123659017309212
2025-02-21,38.04965631753599
2025-02-22,41.35832208427826
2025-02-23,38.04965631753599
2025-02-24,28.123659017309212
2025-02-25,26.469326133938083
2025-02-26,26.469326133938083
2025-02-27,33.0866576674226
2025-02-28,33.0866576674226
2025-03-01,39.703989200907124
2025-03-02,38.04965631753599
2025-03-03,26.469326133938083
2025-03-04,24.814993250566953
2025-03-05,24.814993250566953
2025-03-06,26.469326133938083
2025-03-07,34.74099055079373
2025-03-08,36.395323434164865
2025-03-09,36.395323434164865
2025-03-10,24.814993250566953
2025-03-11,24.814993250566953
2025-03-12,23.160660367195824
2025-03-13,26.469326133938083
2025-03-14,31.432324784051474
2025-03-15,44.666987851020515
2025-03-16,38.04965631753599
2025-03-17,24.814993250566953
2025-03-18,26.469326133938083
2025-03-19,26.469326133938083
2025-03-20,29.77799190068034
2025-03-21,29.77799190068034
2025-03-22,36.395323434164865
2025-03-23,34.74099055079373
2025-03-24,26.469326133938083
2025-03-25,31.432324784051474
2025-03-26,33.0866576674226
2025-03-27,33.0866576674226
2025-03-28,49.62998650113391
2025-03-29,39.703989200907124
2025-03-30,38.04965631753599
2025-03-31,26.469326133938083
2025-04-01,26.469326133938083
2025-04-02,38.04965631753599
2025-04-03,36.395323434164865
2025-04-04,38.04965631753599
2025-04-05,43.01265496764938
2025-04-06,38.04965631753599
2025-04-07,28.123659017309212
2025-04-08,26.469326133938083
2025-04-09,28.123659017309212
2025-04-10,26.469326133938083
2025-04-11,31.432324784051474
2025-04-12,36.395323434164865
2025-04-13,31.432324784051474
2025-04-14,24.814993250566953
2025-04-15,26.469326133938083
2025-04-16,26.469326133938083
2025-04-17,24.814993250566953
2025-04-18,34.74099055079373
2025-04-19,39.703989200907124
2025-04-20,39.703989200907124
2025-04-21,31.432324784051474
2025-04-22,31.432324784051474
2025-04-23,38.04965631753599
2025-04-24,165.43328833711303
2025-04-25,47.975653617762774
2025-04-26,39.703989200907124
2025-04-27,38.04965631753599
2025-04-28,26.469326133938083
2025-04-29,24.814993250566953
2025-04-30,24.814993250566953
2025-05-01,26.469326133938083
2025-05-02,29.77799190068034
2025-05-03,36.395323434164865
2025-05-04,36.395323434164865
2025-05-05,23.160660367195824
2025-05-06,24.814993250566953
2025-05-07,24.814993250566953
2025-05-08,28.123659017309212
2025-05-09,33.0866576674226
2025-05-10,57.901650917989556
2025-05-11,36.395323434164865
2025-05-12,26.469326133938083
2025-05-13,24.814993250566953
2025-05-14,26.469326133938083
2025-05-15,31.432324784051474
2025-05-16,39.703989200907124
2025-05-17,36.395323434164865
2025-05-18,34.74099055079373
2025-05-19,26.469326133938083
2025-05-20,26.469326133938083
2025-05-21,24.814993250566953
2025-05-22,28.123659017309212
2025-05-23,33.0866576674226
2025-05-24,41.35832208427826
2025-05-25,36.395323434164865
2025-05-26,36.395323434164865
2025-05-27,31.432324784051474
2025-05-28,38.04965631753599
2025-05-29,38.04965631753599
2025-05-30,49.62998650113391
2025-05-31,43.01265496764938
2025-06-01,39.703989200907124
2025-06-02,34.74099055079373
2025-06-03,39.703989200907124
2025-06-04,64.51898245147407
2025-06-05,99.25997300226781
2025-06-06,67.82764821821634
2025-06-07,56.247318034618424
2025-06-08,49.62998650113391
2025-06-09,43.01265496764938
2025-06-10,39.703989200907124
2025-06-11,41.35832208427826
2025-06-12,47.975653617762774
2025-06-13,57.901650917989556
2025-06-14,47.975653617762774
2025-06-15,44.666987851020515
2025-06-16,38.04965631753599
2025-06-17,39.703989200907124
2025-06-18,36.395323434164865
2025-06-19,36.395323434164865
2025-06-20,38.04965631753599
2025-06-21,46.32132073439165
2025-06-22,38.04965631753599
2025-06-23,31.432324784051474
2025-06-24,29.77799190068034
2025-06-25,28.123659017309212
2025-06-26,34.74099055079373
2025-06-27,46.32132073439165
2025-06-28,39.703989200907124
2025-06-29,36.395323434164865
2025-06-30,29.77799190068034
2025-07-01,29.77799190068034
2025-07-02,31.432324784051474
2025-07-03,33.0866576674226
2025-07-04,39.703989200907124
2025-07-05,44.666987851020515
2025-07-06,39.703989200907124
2025-07-07,33.0866576674226
2025-07-08,31.432324784051474
2025-07-09,31.432324784051474
2025-07-10,36.395323434164865
2025-07-11,38.04965631753599
2025-07-12,41.35832208427826
2025-07-13,38.04965631753599
2025-07-14,31.432324784051474
2025-07-15,34.74099055079373
2025-07-16,34.74099055079373
2025-07-17,41.35832208427826
2025-07-18,47.975653617762774
2025-07-19,38.04965631753599
2025-07-20,38.04965631753599
2025-07-21,31.432324784051474
2025-07-22,28.123659017309212
2025-07-23,29.77799190068034
2025-07-24,28.123659017309212
2025-07-25,33.0866576674226
2025-07-26,43.01265496764938
2025-07-27,34.74099055079373
2025-07-28,28.123659017309212
2025-07-29,28.123659017309212
2025-07-30,26.469326133938083
2025-07-31,29.77799190068034
2025-08-01,38.04965631753599
2025-08-02,34.74099055079373
2025-08-03,34.74099055079373
2025-08-04,28.123659017309212
2025-08-05,26.469326133938083
2025-08-06,24.814993250566953
2025-08-07,28.123659017309212
2025-08-08,31.432324784051474
2025-08-09,41.35832208427826
2025-08-10,34.74099055079373
2025-08-11,26.469326133938083
2025-08-12,24.814993250566953
2025-08-13,24.814993250566953
2025-08-14,28.123659017309212
2025-08-15,28.123659017309212
2025-08-16,34.74099055079373
2025-08-17,34.74099055079373
2025-08-18,23.160660367195824
2025-08-19,24.814993250566953
2025-08-20,24.814993250566953
2025-08-21,28.123659017309212
2025-08-22,34.74099055079373
2025-08-23,31.432324784051474
2025-08-24,33.0866576674226
2025-08-25,24.814993250566953
2025-08-26,23.160660367195824
2025-08-27,24.814993250566953
2025-08-28,28.123659017309212
2025-08-29,31.432324784051474
2025-08-30,43.01265496764938
2025-08-31,34.74099055079373
2025-09-01,33.0866576674226
2025-09-02,24.814993250566953
2025-09-03,24.814993250566953
2025-09-04,23.160660367195824
2025-09-05,31.432324784051474
2025-09-06,33.0866576674226
2025-09-07,29.77799190068034
2025-09-08,23.160660367195824
2025-09-09,24.814993250566953
2025-09-10,24.814993250566953
2025-09-11,23.160660367195824
2025-09-12,29.77799190068034
2025-09-13,39.703989200907124
2025-09-14,29.77799190068034
2025-09-15,21.50632748382469
2025-09-16,23.160660367195824
2025-09-17,23.160660367195824
2025-09-18,21.50632748382469
2025-09-19,28.123659017309212
2025-09-20,39.703989200907124
2025-09-21,29.77799190068034
2025-09-22,24.814993250566953
2025-09-23,26.469326133938083
2025-09-24,26.469326133938083
2025-09-25,38.04965631753599
2025-09-26,71.13631398495859
2025-09-27,43.01265496764938
2025-09-28,36.395323434164865
2025-09-29,28.123659017309212
2025-09-30,26.469326133938083
2025-10-01,26.469326133938083
2025-10-02,34.74099055079373
2025-10-03,34.74099055079373
2025-10-04,51.28431938450503
2025-10-05,39.703989200907124
2025-10-06,28.123659017309212
2025-10-07,28.123659017309212
2025-10-08,28.123659017309212
2025-10-09,31.432324784051474
2025-10-10,36.395323434164865
2025-10-11,39.703989200907124
2025-10-12,34.74099055079373
2025-10-13,28.123659017309212
2025-10-14,28.123659017309212
2025-10-15,33.0866576674226
2025-10-16,43.01265496764938
2025-10-17,34.74099055079373
2025-10-18,43.01265496764938
2025-10-19,36.395323434164865
2025-10-20,28.123659017309212
2025-10-21,26.469326133938083
2025-10-22,28.123659017309212
2025-10-23,26.469326133938083
2025-10-24,29.77799190068034
2025-10-25,33.0866576674226
2025-10-26,29.77799190068034
2025-10-27,29.77799190068034
2025-10-28,24.814993250566953
2025-10-29,24.814993250566953
2025-10-30,24.814993250566953
2025-10-31,28.123659017309212
2025-11-01,41.35832208427826
2025-11-02,33.0866576674226
2025-11-03,24.814993250566953
2025-11-04,23.160660367195824
2025-11-05,24.814993250566953
2025-11-06,28.123659017309212
2025-11-07,33.0866576674226
2025-11-08,36.395323434164865
2025-11-09,34.74099055079373
2025-11-10,28.123659017309212
2025-11-11,29.77799190068034
2025-11-12,26.469326133938083
2025-11-13,31.432324784051474
2025-11-14,47.975653617762774
2025-11-15,39.703989200907124
2025-11-16,36.395323434164865
2025-11-17,41.35832208427826
2025-11-18,44.666987851020515
2025-11-19,39.703989200907124
2025-11-20,41.35832208427826
2025-11-21,47.975653617762774
2025-11-22,47.975653617762774
2025-11-23,46.32132073439165
2025-11-24,39.703989200907124
2025-11-25,39.703989200907124
2025-11-26,46.32132073439165
2025-11-27,49.62998650113391
2025-11-28,119.11196760272136
2025-11-29,66.1733153348452
2025-11-30,51.28431938450503
2025-12-01,44.666987851020515
2025-12-02,39.703989200907124
2025-12-03,36.395323434164865
2025-12-04,38.04965631753599
2025-12-05,41.35832208427826
2025-12-06,56.247318034618424
2025-12-07,49.62998650113391
2025-12-08,38.04965631753599
2025-12-09,38.04965631753599
2025-12-10,34.74099055079373
2025-12-11,37.50749375872823
2025-12-12,42.62937388377924
2025-12-13,49.71001222194196
2025-12-14,44.96532935403299
2025-12-15,39.843449228981974
2025-12-16,39.843449228981974
2025-12-17,39.46625197183993
2025-12-18,44.96532935403299
2025-12-19,49.71001222194196
2025-12-20,61.535333428013644
2025-12-21,56.41345330296263
2025-12-22,51.291573177911616
2025-12-23,54.45469508985093
2025-12-24,75.76938203174055
2025-12-25,53.250331391023316
2025-12-26,61.1581361708716
2025-12-27,54.077497832708886
2025-12-28,49.71001222194196
2025-12-29,43.38376839806333
2025-12-30,39.46625197183993
2025-12-31,41.04781292780959
2026-01-01,44.588132096890945
2026-01-02,41.42501018495163
2026-01-03,44.96532935403299
2026-01-04,43.00657114092129
2026-01-05,31.55844719199165
2026-01-06,31.181249934849603
2026-01-07,31.181249934849603
2026-01-08,29.599688978879946
2026-01-09,32.76281089081926
2026-01-10,38.474120228488644
2026-01-11,39.982909257056825
2026-01-12,27.15820251422728
2026-01-13,25.649413485659096
2026-01-14,25.649413485659096
2026-01-15,26.40380799994319
2026-01-16,30.175780571363646
2026-01-17,35.45654217135228
2026-01-18,33.9477531427841
2026-01-19,30.175780571363646
2026-01-20,24.895018971375006
2026-01-21,33.9477531427841
2026-01-22,27.15820251422728
2026-01-23,30.175780571363646
2026-01-24,34.70214765706819
2026-01-25,27.91259702851137
2026-01-26,26.40380799994319
2026-01-27,26.40380799994319
2026-01-28,25.649413485659096
2026-01-29,26.40380799994319
2026-01-30,40.73730377134092
2026-01-31,38.474120228488644
2026-02-01,35.45654217135228
2026-02-02,26.40380799994319
2026-02-03,30.930175085647736
2026-02-04,38.474120228488644
2026-02-05,33.19335862850001
2026-02-06,41.49169828562501
2026-02-07,39.22851474277274
2026-02-08,31.684569599931827
2026-02-09,21.12304639995455
2026-02-10,24.895018971375006
2026-02-11,25.649413485659096
2026-02-12,26.40380799994319
2026-02-13,30.175780571363646
2026-02-14,36.21093668563637
2026-02-15,36.21093668563637
2026-02-16,29.421386057079552
2026-02-17,24.140624457090915
2026-02-18,24.140624457090915
2026-02-19,26.40380799994319
2026-02-20,33.9477531427841
2026-02-21,39.22851474277274
2026-02-22,36.21093668563637
2026-02-23,25.649413485659096
2026-02-24,26.40380799994319
2026-02-25,26.40380799994319
2026-02-26,30.930175085647736
2026-02-27,40.73730377134092
2026-02-28,40.73730377134092
2026-03-01,39.22851474277274
2026-03-02,28.66699154279546
2026-03-03,28.66699154279546
2026-03-04,27.91259702851137
2026-03-05,30.930175085647736
2026-03-06,33.19335862850001
2026-03-07,43.000487314193194
2026-03-08,39.982909257056825
2026-03-09,29.421386057079552
2026-03-10,27.15820251422728
2026-03-11,28.66699154279546
2026-03-12,28.66699154279546
2026-03-13,33.9477531427841
2026-03-14,42.2460927999091
2026-03-15,36.96533119992046
2026-03-16,30.175780571363646
2026-03-17,31.684569599931827
2026-03-18,30.930175085647736
2026-03-19,30.930175085647736
2026-03-20,35.45654217135228
2026-03-21,37.71972571420456
2026-03-22,37.71972571420456
2026-03-23,27.15820251422728
2026-03-24,27.91259702851137
2026-03-25,26.40380799994319
2026-03-26,27.91259702851137
2026-03-27,49.035643428465924
2026-03-28,44.509276342761375
2026-03-29,43.000487314193194
2026-03-30,32.43896411421592
2026-03-31,27.91259702851137
2026-04-01,32.43896411421592
2026-04-02,31.684569599931827
2026-04-03,35.45654217135228
2026-04-04,40.73730377134092
2026-04-05,39.22851474277274
2026-04-06,30.175780571363646
2026-04-07,27.15820251422728
2026-04-08,26.40380799994319
2026-04-09,26.40380799994319
2026-04-10,29.421386057079552
2026-04-11,36.21093668563637
2026-04-12,34.70214765706819
2026-04-13,25.649413485659096
2026-04-14,26.40380799994319
2026-04-15,29.421386057079552
2026-04-16,33.19335862850001
2026-04-17,33.9477531427841
2026-04-18,38.474120228488644
2026-04-19,37.71972571420456
2026-04-20,28.66699154279546
2026-04-21,31.684569599931827
2026-04-22,30.175780571363646
2026-04-23,29.421386057079552
2026-04-24,33.19335862850001
2026-04-25,37.71972571420456
2026-04-26,37.71972571420456
2026-04-27,27.15820251422728
2026-04-28,27.15820251422728
2026-04-29,25.649413485659096
2026-04-30,30.175780571363646
2026-05-01,36.21093668563637
2026-05-02,46.018065371329556
2026-05-03,45.26367085704547
2026-05-04,56.579588571306836
2026-05-05,46.018065371329556
2026-05-06,39.22851474277274
2026-05-07,33.19335862850001
2026-05-08,33.9477531427841
2026-05-09,36.96533119992046
2026-05-10,36.21093668563637
2026-05-11,28.66699154279546
2026-05-12,31.684569599931827
2026-05-13,29.421386057079552
2026-05-14,31.684569599931827
2026-05-15,30.930175085647736
2026-05-16,38.474120228488644
2026-05-17,42.2460927999091
2026-05-18,33.19335862850001
2026-05-19,30.930175085647736
2026-05-20,32.43896411421592
2026-05-21,34.70214765706819
2026-05-22,48.28124891418183
2026-05-23,43.000487314193194
2026-05-24,45.26367085704547
2026-05-25,38.474120228488644
2026-05-26,29.421386057079552
2026-05-27,31.684569599931827
2026-05-28,32.43896411421592
2026-05-29,35.45654217135228
2026-05-30,38.474120228488644
2026-05-31,38.474120228488644
