Time,nba
2024-12-11,18.199999999999996
2024-12-12,19.599999999999994
2024-12-13,13.999999999999996
2024-12-14,22.399999999999995
2024-12-15,20.999999999999996
2024-12-16,18.199999999999996
2024-12-17,18.199999999999996
2024-12-18,20.999999999999996
2024-12-19,12.599999999999998
2024-12-20,20.999999999999996
2024-12-21,16.799999999999997
2024-12-22,20.999999999999996
2024-12-23,12.599999999999998
2024-12-24,23.799999999999994
2024-12-25,29.399999999999995
2024-12-26,26.599999999999994
2024-12-27,19.599999999999994
2024-12-28,22.399999999999995
2024-12-29,22.399999999999995
2024-12-30,16.799999999999997
2024-12-31,20.999999999999996
2025-01-01,19.599999999999994
2025-01-02,18.199999999999996
2025-01-03,22.399999999999995
2025-01-04,26.599999999999994
2025-01-05,22.399999999999995
2025-01-06,15.399999999999997
2025-01-07,18.199999999999996
2025-01-08,19.599999999999994
2025-01-09,18.199999999999996
2025-01-10,16.799999999999997
2025-01-11,18.199999999999996
2025-01-12,18.199999999999996
2025-01-13,15.399999999999997
2025-01-14,16.799999999999997
2025-01-15,18.199999999999996
2025-01-16,20.999999999999996
2025-01-17,18.199999999999996
2025-01-18,20.999999999999996
2025-01-19,18.199999999999996
2025-01-20,19.599999999999994
2025-01-21,13.999999999999996
2025-01-22,18.199999999999996
2025-01-23,19.599999999999994
2025-01-24,22.399999999999995
2025-01-25,22.399999999999995
2025-01-26,23.799999999999994
2025-01-27,13.999999999999996
2025-01-28,20.999999999999996
2025-01-29,18.199999999999996
2025-01-30,19.599999999999994
2025-01-31,20.999999999999996
2025-02-01,20.999999999999996
2025-02-02,46.19999999999999
2025-02-03,29.399999999999995
2025-02-04,27.999999999999993
2025-02-05,32.199999999999996
2025-02-06,41.99999999999999
2025-02-07,29.399999999999995
2025-02-08,32.199999999999996
2025-02-09,30.799999999999994
2025-02-10,15.399999999999997
2025-02-11,30.799999999999994
2025-02-12,25.199999999999996
2025-02-13,27.999999999999993
2025-02-14,26.599999999999994
2025-02-15,27.999999999999993
2025-02-16,30.799999999999994
2025-02-17,29.399999999999995
2025-02-18,12.599999999999998
2025-02-19,12.599999999999998
2025-02-20,19.599999999999994
2025-02-21,22.399999999999995
2025-02-22,23.799999999999994
2025-02-23,32.199999999999996
2025-02-24,22.399999999999995
2025-02-25,22.399999999999995
2025-02-26,27.999999999999993
2025-02-27,20.999999999999996
2025-02-28,27.999999999999993
2025-03-01,27.999999999999993
2025-03-02,29.399999999999995
2025-03-03,23.799999999999994
2025-03-04,20.999999999999996
2025-03-05,26.599999999999994
2025-03-06,22.399999999999995
2025-03-07,26.599999999999994
2025-03-08,27.999999999999993
2025-03-09,33.599999999999994
2025-03-10,19.599999999999994
2025-03-11,22.399999999999995
2025-03-12,18.199999999999996
2025-03-13,20.999999999999996
2025-03-14,20.999999999999996
2025-03-15,25.199999999999996
2025-03-16,32.199999999999996
2025-03-17,18.199999999999996
2025-03-18,23.799999999999994
2025-03-19,20.999999999999996
2025-03-20,23.799999999999994
2025-03-21,19.599999999999994
2025-03-22,22.399999999999995
2025-03-23,25.199999999999996
2025-03-24,19.599999999999994
2025-03-25,22.399999999999995
2025-03-26,19.599999999999994
2025-03-27,20.999999999999996
2025-03-28,22.399999999999995
2025-03-29,20.999999999999996
2025-03-30,26.599999999999994
2025-03-31,20.999999999999996
2025-04-01,22.399999999999995
2025-04-02,25.199999999999996
2025-04-03,22.399999999999995
2025-04-04,23.799999999999994
2025-04-05,30.799999999999994
2025-04-06,32.199999999999996
2025-04-07,23.799999999999994
2025-04-08,22.399999999999995
2025-04-09,30.799999999999994
2025-04-10,30.799999999999994
2025-04-11,26.599999999999994
2025-04-12,36.39999999999999
2025-04-13,43.39999999999999
2025-04-14,26.599999999999994
2025-04-15,23.799999999999994
2025-04-16,40.599999999999994
2025-04-17,33.599999999999994
2025-04-18,25.199999999999996
2025-04-19,139.99999999999997
2025-04-20,111.99999999999997
2025-04-21,47.59999999999999
2025-04-22,50.39999999999999
2025-04-23,50.39999999999999
2025-04-24,43.39999999999999
2025-04-25,44.79999999999999
2025-04-26,58.79999999999999
2025-04-27,67.19999999999999
2025-04-28,43.39999999999999
2025-04-29,50.39999999999999
2025-04-30,50.39999999999999
2025-05-01,57.399999999999984
2025-05-02,48.999999999999986
2025-05-03,53.19999999999999
2025-05-04,58.79999999999999
2025-05-05,50.39999999999999
2025-05-06,53.19999999999999
2025-05-07,48.999999999999986
2025-05-08,50.39999999999999
2025-05-09,47.59999999999999
2025-05-10,72.79999999999998
2025-05-11,74.19999999999999
2025-05-12,58.79999999999999
2025-05-13,75.59999999999998
2025-05-14,58.79999999999999
2025-05-15,62.999999999999986
2025-05-16,51.79999999999999
2025-05-17,64.39999999999999
2025-05-18,57.399999999999984
2025-05-19,30.799999999999994
2025-05-20,29.399999999999995
2025-05-21,47.59999999999999
2025-05-22,50.39999999999999
2025-05-23,44.79999999999999
2025-05-24,50.39999999999999
2025-05-25,54.59999999999999
2025-05-26,53.19999999999999
2025-05-27,47.59999999999999
2025-05-28,48.999999999999986
2025-05-29,48.999999999999986
2025-05-30,44.79999999999999
2025-05-31,30.799999999999994
2025-06-01,54.59999999999999
2025-06-02,18.199999999999996
2025-06-03,19.599999999999994
2025-06-04,18.199999999999996
2025-06-05,25.199999999999996
2025-06-06,55.999999999999986
2025-06-07,25.199999999999996
2025-06-08,36.39999999999999
2025-06-09,44.79999999999999
2025-06-10,19.599999999999994
2025-06-11,26.599999999999994
2025-06-12,47.59999999999999
2025-06-13,23.799999999999994
2025-06-14,54.59999999999999
2025-06-15,27.999999999999993
2025-06-16,26.599999999999994
2025-06-17,48.999999999999986
2025-06-18,22.399999999999995
2025-06-19,27.999999999999993
2025-06-20,64.39999999999999
2025-06-21,23.799999999999994
2025-06-22,46.19999999999999
2025-06-23,92.39999999999998
2025-06-24,18.199999999999996
2025-06-25,27.999999999999993
2025-06-26,53.19999999999999
2025-06-27,23.799999999999994
2025-06-28,12.599999999999998
2025-06-29,11.199999999999998
2025-06-30,12.599999999999998
2025-07-01,15.399999999999997
2025-07-02,11.199999999999998
2025-07-03,9.799999999999997
2025-07-04,9.799999999999997
2025-07-05,11.199999999999998
2025-07-06,11.199999999999998
2025-07-07,9.799999999999997
2025-07-08,8.399999999999999
2025-07-09,9.799999999999997
2025-07-10,9.799999999999997
2025-07-11,11.199999999999998
2025-07-12,9.799999999999997
2025-07-13,9.799999999999997
2025-07-14,8.399999999999999
2025-07-15,8.399999999999999
2025-07-16,8.399999999999999
2025-07-17,8.399999999999999
2025-07-18,8.399999999999999
2025-07-19,8.399999999999999
2025-07-20,8.399999999999999
2025-07-21,8.399999999999999
2025-07-22,6.999999999999998
2025-07-23,5.599999999999999
2025-07-24,5.599999999999999
2025-07-25,5.599999999999999
2025-07-26,6.999999999999998
2025-07-27,6.999999999999998
2025-07-28,5.599999999999999
2025-07-29,6.999999999999998
2025-07-30,6.999999999999998
2025-07-31,6.999999999999998
2025-08-01,5.599999999999999
2025-08-02,5.599999999999999
2025-08-03,5.599999999999999
2025-08-04,4.199999999999999
2025-08-05,5.599999999999999
2025-08-06,5.599999999999999
2025-08-07,5.599999999999999
2025-08-08,5.599999999999999
2025-08-09,5.599999999999999
2025-08-10,5.599999999999999
2025-08-11,4.199999999999999
2025-08-12,5.599999999999999
2025-08-13,5.599999999999999
2025-08-14,5.599999999999999
2025-08-15,5.599999999999999
2025-08-16,5.599999999999999
2025-08-17,5.599999999999999
2025-08-18,4.199999999999999
2025-08-19,4.199999999999999
2025-08-20,4.199999999999999
2025-08-21,4.199999999999999
2025-08-22,4.199999999999999
2025-08-23,4.199999999999999
2025-08-24,5.599999999999999
2025-08-25,4.199999999999999
2025-08-26,4.199999999999999
2025-08-27,5.599999999999999
2025-08-28,5.599999999999999
2025-08-29,6.999999999999998
2025-08-30,5.599999999999999
2025-08-31,5.599999999999999
2025-09-01,5.599999999999999
2025-09-02,6.999999999999998
2025-09-03,6.999999999999998
2025-09-04,6.999999999999998
2025-09-05,6.999999999999998
2025-09-06,6.999999999999998
2025-09-07,6.999999999999998
2025-09-08,6.999999999999998
2025-09-09,5.599999999999999
2025-09-10,6.999999999999998
2025-09-11,6.999999999999998
2025-09-12,5.599999999999999
2025-09-13,5.599999999999999
2025-09-14,5.599999999999999
2025-09-15,5.599999999999999
2025-09-16,5.599999999999999
2025-09-17,5.599999999999999
2025-09-18,5.599999999999999
2025-09-19,5.599999999999999
2025-09-20,5.599999999999999
2025-09-21,5.599999999999999
2025-09-22,5.599999999999999
2025-09-23,5.599999999999999
2025-09-24,5.599999999999999
2025-09-25,5.599999999999999
2025-09-26,5.599999999999999
2025-09-27,5.599999999999999
2025-09-28,5.599999999999999
2025-09-29,5.599999999999999
2025-09-30,5.599999999999999
2025-10-01,6.999999999999998
2025-10-02,8.399999999999999
2025-10-03,6.999999999999998
2025-10-04,8.399999999999999
2025-10-05,8.399999999999999
2025-10-06,8.399999999999999
2025-10-07,9.799999999999997
2025-10-08,8.399999999999999
2025-10-09,11.199999999999998
2025-10-10,8.399999999999999
2025-10-11,8.399999999999999
2025-10-12,8.399999999999999
2025-10-13,9.799999999999997
2025-10-14,9.799999999999997
2025-10-15,11.199999999999998
2025-10-16,11.199999999999998
2025-10-17,11.199999999999998
2025-10-18,11.199999999999998
2025-10-19,9.799999999999997
2025-10-20,12.599999999999998
2025-10-21,22.399999999999995
2025-10-22,40.599999999999994
2025-10-23,46.19999999999999
2025-10-24,36.39999999999999
2025-10-25,36.39999999999999
2025-10-26,27.999999999999993
2025-10-27,23.799999999999994
2025-10-28,27.999999999999993
2025-10-29,25.199999999999996
2025-10-30,25.199999999999996
2025-10-31,23.799999999999994
2025-11-01,29.399999999999995
2025-11-02,22.399999999999995
2025-11-03,19.599999999999994
2025-11-04,20.999999999999996
2025-11-05,23.799999999999994
2025-11-06,26.599999999999994
2025-11-07,19.599999999999994
2025-11-08,27.999999999999993
2025-11-09,22.399999999999995
2025-11-10,18.199999999999996
2025-11-11,23.799999999999994
2025-11-12,23.799999999999994
2025-11-13,25.199999999999996
2025-11-14,18.199999999999996
2025-11-15,26.599999999999994
2025-11-16,22.399999999999995
2025-11-17,18.199999999999996
2025-11-18,20.999999999999996
2025-11-19,25.199999999999996
2025-11-20,23.799999999999994
2025-11-21,19.599999999999994
2025-11-22,27.999999999999993
2025-11-23,20.999999999999996
2025-11-24,18.199999999999996
2025-11-25,19.599999999999994
2025-11-26,23.799999999999994
2025-11-27,26.599999999999994
2025-11-28,15.399999999999997
2025-11-29,27.999999999999993
2025-11-30,22.399999999999995
2025-12-01,19.599999999999994
2025-12-02,19.599999999999994
2025-12-03,22.399999999999995
2025-12-04,19.599999999999994
2025-12-05,19.599999999999994
2025-12-06,23.799999999999994
2025-12-07,19.599999999999994
2025-12-08,18.199999999999996
2025-12-09,16.799999999999997
2025-12-10,18.199999999999996
2025-12-11,22.527495621716284
2025-12-12,18.00017513134851
2025-12-13,24.036602451838874
2025-12-14,25.545709281961468
2025-12-15,18.00017513134851
2025-12-16,19.5092819614711
2025-12-17,27.754816112084058
2025-12-18,18.00017513134851
2025-12-19,21.018388791593694
2025-12-20,21.018388791593694
2025-12-21,21.018388791593694
2025-12-22,16.491068301225916
2025-12-23,20.31838879159369
2025-12-24,26.245709281961467
2025-12-25,34.49124343257442
2025-12-26,30.773029772329245
2025-12-27,23.227495621716283
2025-12-28,21.018388791593694
2025-12-29,18.00017513134851
2025-12-30,21.018388791593694
2025-12-31,24.036602451838874
2026-01-01,19.5092819614711
2026-01-02,18.00017513134851
2026-01-03,22.527495621716284
2026-01-04,21.018388791593694
2026-01-05,16.491068301225916
2026-01-06,21.018388791593694
2026-01-07,19.5092819614711
2026-01-08,22.527495621716284
2026-01-09,18.8092819614711
2026-01-10,22.654991243432573
2026-01-11,19.418563922942205
2026-01-12,16.182136602451838
2026-01-13,17.800350262697023
2026-01-14,19.418563922942205
2026-01-15,19.418563922942205
2026-01-16,21.036777583187387
2026-01-17,19.418563922942205
2026-01-18,21.036777583187387
2026-01-19,21.036777583187387
2026-01-20,19.418563922942205
2026-01-21,21.036777583187387
2026-01-22,19.418563922942205
2026-01-23,21.036777583187387
2026-01-24,22.654991243432573
2026-01-25,21.036777583187387
2026-01-26,17.800350262697023
2026-01-27,19.418563922942205
2026-01-28,19.418563922942205
2026-01-29,21.036777583187387
2026-01-30,22.654991243432573
2026-01-31,25.89141856392294
2026-02-01,25.89141856392294
2026-02-02,24.273204903677758
2026-02-03,25.89141856392294
2026-02-04,35.600700525394046
2026-02-05,32.364273204903675
2026-02-06,24.273204903677758
2026-02-07,27.509632224168122
2026-02-08,25.89141856392294
2026-02-09,14.563922942206654
2026-02-10,22.654991243432573
2026-02-11,21.036777583187387
2026-02-12,21.036777583187387
2026-02-13,22.654991243432573
2026-02-14,25.89141856392294
2026-02-15,30.746059544658493
2026-02-16,19.418563922942205
2026-02-17,11.327495621716286
2026-02-18,11.327495621716286
2026-02-19,12.94570928196147
2026-02-20,21.036777583187387
2026-02-21,22.654991243432573
2026-02-22,22.654991243432573
2026-02-23,19.418563922942205
2026-02-24,17.800350262697023
2026-02-25,19.418563922942205
2026-02-26,19.418563922942205
2026-02-27,19.418563922942205
2026-02-28,21.036777583187387
2026-03-01,22.654991243432573
2026-03-02,19.418563922942205
2026-03-03,17.800350262697023
2026-03-04,19.418563922942205
2026-03-05,19.418563922942205
2026-03-06,21.036777583187387
2026-03-07,24.273204903677758
2026-03-08,24.273204903677758
2026-03-09,17.800350262697023
2026-03-10,19.418563922942205
2026-03-11,32.364273204903675
2026-03-12,19.418563922942205
2026-03-13,21.036777583187387
2026-03-14,22.654991243432573
2026-03-15,27.509632224168122
2026-03-16,17.800350262697023
2026-03-17,22.654991243432573
2026-03-18,17.800350262697023
2026-03-19,21.036777583187387
2026-03-20,21.036777583187387
2026-03-21,21.036777583187387
2026-03-22,25.89141856392294
2026-03-23,17.800350262697023
2026-03-24,21.036777583187387
2026-03-25,24.273204903677758
2026-03-26,25.89141856392294
2026-03-27,22.654991243432573
2026-03-28,30.746059544658493
2026-03-29,29.127845884413308
2026-03-30,24.273204903677758
2026-03-31,22.654991243432573
2026-04-01,21.036777583187387
2026-04-02,22.654991243432573
2026-04-03,24.273204903677758
2026-04-04,25.89141856392294
2026-04-05,25.89141856392294
2026-04-06,24.273204903677758
2026-04-07,22.654991243432573
2026-04-08,22.654991243432573
2026-04-09,22.654991243432573
2026-04-10,24.273204903677758
2026-04-11,29.127845884413308
2026-04-12,24.273204903677758
2026-04-13,33.98248686514886
2026-04-14,24.273204903677758
2026-04-15,37.21891418563923
2026-04-16,37.21891418563923
2026-04-17,27.509632224168122
2026-04-18,129.4570928196147
2026-04-19,161.82136602451837
2026-04-20,66.34676007005254
2026-04-21,46.92819614711033
2026-04-22,48.546409807355516
2026-04-23,43.69176882661996
2026-04-24,43.69176882661996
2026-04-25,64.72854640980735
2026-04-26,66.34676007005254
2026-04-27,43.69176882661996
2026-04-28,50.1646234676007
2026-04-29,45.309982486865145
2026-04-30,48.546409807355516
2026-05-01,61.492119089316986
2026-05-02,66.34676007005254
2026-05-03,74.43782837127846
2026-05-04,42.073555166374774
2026-05-05,51.78283712784588
2026-05-06,46.92819614711033
2026-05-07,45.309982486865145
2026-05-08,51.78283712784588
2026-05-09,63.11033274956217
2026-05-10,79.29246935201401
2026-05-11,50.1646234676007
2026-05-12,59.8739054290718
2026-05-13,42.073555166374774
2026-05-14,43.69176882661996
2026-05-15,33.98248686514886
2026-05-16,56.63747810858143
2026-05-17,38.83712784588441
2026-05-18,48.546409807355516
2026-05-19,53.40105078809106
2026-05-20,48.546409807355516
2026-05-21,46.92819614711033
2026-05-22,43.69176882661996
2026-05-23,50.1646234676007
2026-05-24,56.63747810858143
2026-05-25,55.019264448336244
2026-05-26,58.255691768826615
2026-05-27,50.1646234676007
2026-05-28,27.509632224168122
2026-05-29,50.1646234676007
2026-05-30,37.21891418563923
2026-05-31,77.67425569176882
