Time,weather_today
2022-11-08,56.30434782608696
2022-11-09,51.47826086956522
2022-11-10,57.913043478260875
2022-11-11,62.73913043478261
2022-11-12,57.913043478260875
2022-11-13,48.26086956521739
2022-11-14,46.65217391304348
2022-11-15,49.869565217391305
2022-11-16,43.434782608695656
2022-11-17,41.82608695652174
2022-11-18,46.65217391304348
2022-11-19,46.65217391304348
2022-11-20,45.04347826086956
2022-11-21,38.608695652173914
2022-11-22,32.173913043478265
2022-11-23,32.173913043478265
2022-11-24,35.391304347826086
2022-11-25,41.82608695652174
2022-11-26,38.608695652173914
2022-11-27,45.04347826086956
2022-11-28,33.78260869565217
2022-11-29,46.65217391304348
2022-11-30,53.08695652173913
2022-12-01,45.04347826086956
2022-12-02,38.608695652173914
2022-12-03,46.65217391304348
2022-12-04,40.21739130434783
2022-12-05,37.0
2022-12-06,41.82608695652174
2022-12-07,38.608695652173914
2022-12-08,35.391304347826086
2022-12-09,37.0
2022-12-10,43.434782608695656
2022-12-11,61.130434782608695
2022-12-12,53.08695652173913
2022-12-13,53.08695652173913
2022-12-14,51.47826086956522
2022-12-15,67.56521739130434
2022-12-16,49.869565217391305
2022-12-17,43.434782608695656
2022-12-18,41.82608695652174
2022-12-19,49.869565217391305
2022-12-20,51.47826086956522
2022-12-21,59.52173913043478
2022-12-22,112.60869565217392
2022-12-23,160.8695652173913
2022-12-24,117.43478260869566
2022-12-25,80.43478260869566
2022-12-26,78.82608695652173
2022-12-27,64.34782608695653
2022-12-28,53.08695652173913
2022-12-29,48.26086956521739
2022-12-30,51.47826086956522
2022-12-31,54.69565217391305
2023-01-01,56.30434782608696
2023-01-02,64.34782608695653
2023-01-03,62.73913043478261
2023-01-04,67.56521739130434
2023-01-05,62.73913043478261
2023-01-06,43.434782608695656
2023-01-07,41.82608695652174
2023-01-08,49.869565217391305
2023-01-09,51.47826086956522
2023-01-10,56.30434782608696
2023-01-11,46.65217391304348
2023-01-12,61.130434782608695
2023-01-13,57.913043478260875
2023-01-14,61.130434782608695
2023-01-15,62.73913043478261
2023-01-16,64.34782608695653
2023-01-17,51.47826086956522
2023-01-18,48.26086956521739
2023-01-19,53.08695652173913
2023-01-20,46.65217391304348
2023-01-21,51.47826086956522
2023-01-22,64.34782608695653
2023-01-23,57.913043478260875
2023-01-24,61.130434782608695
2023-01-25,80.43478260869566
2023-01-26,48.26086956521739
2023-01-27,40.21739130434783
2023-01-28,43.434782608695656
2023-01-29,64.34782608695653
2023-01-30,75.60869565217392
2023-01-31,75.60869565217392
2023-02-01,62.73913043478261
2023-02-02,54.69565217391305
2023-02-03,62.73913043478261
2023-02-04,61.130434782608695
2023-02-05,49.869565217391305
2023-02-06,38.608695652173914
2023-02-07,38.608695652173914
2023-02-08,43.434782608695656
2023-02-09,45.04347826086956
2023-02-10,43.434782608695656
2023-02-11,48.26086956521739
2023-02-12,43.434782608695656
2023-02-13,40.21739130434783
2023-02-14,53.08695652173913
2023-02-15,57.913043478260875
2023-02-16,67.56521739130434
2023-02-17,59.52173913043478
2023-02-18,48.26086956521739
2023-02-19,43.434782608695656
2023-02-20,46.65217391304348
2023-02-21,61.130434782608695
2023-02-22,86.86956521739131
2023-02-23,83.65217391304348
2023-02-24,70.78260869565217
2023-02-25,77.21739130434783
2023-02-26,69.17391304347827
2023-02-27,83.65217391304348
2023-02-28,69.17391304347827
2023-03-01,65.95652173913044
2023-03-02,74.0
2023-03-03,88.47826086956522
2023-03-04,67.56521739130434
2023-03-05,46.65217391304348
2023-03-06,48.26086956521739
2023-03-07,45.04347826086956
2023-03-08,49.869565217391305
2023-03-09,56.30434782608696
2023-03-10,70.78260869565217
2023-03-11,65.95652173913044
2023-03-12,62.73913043478261
2023-03-13,69.17391304347827
2023-03-14,80.43478260869566
2023-03-15,65.95652173913044
2023-03-16,67.56521739130434
2023-03-17,61.130434782608695
2023-03-18,61.130434782608695
2023-03-19,64.34782608695653
2023-03-20,56.30434782608696
2023-03-21,62.73913043478261
2023-03-22,64.34782608695653
2023-03-23,67.56521739130434
2023-03-24,65.95652173913044
2023-03-25,74.0
2023-03-26,64.34782608695653
2023-03-27,67.56521739130434
2023-03-28,61.130434782608695
2023-03-29,62.73913043478261
2023-03-30,65.95652173913044
2023-03-31,94.91304347826087
2023-04-01,104.56521739130434
2023-04-02,67.56521739130434
2023-04-03,65.95652173913044
2023-04-04,111.0
2023-04-05,102.95652173913044
2023-04-06,80.43478260869566
2023-04-07,74.0
2023-04-08,70.78260869565217
2023-04-09,61.130434782608695
2023-04-10,61.130434782608695
2023-04-11,59.52173913043478
2023-04-12,59.52173913043478
2023-04-13,70.78260869565217
2023-04-14,70.78260869565217
2023-04-15,83.65217391304348
2023-04-16,83.65217391304348
2023-04-17,75.60869565217392
2023-04-18,62.73913043478261
2023-04-19,61.130434782608695
2023-04-20,69.17391304347827
2023-04-21,69.17391304347827
2023-04-22,88.47826086956522
2023-04-23,75.60869565217392
2023-04-24,62.73913043478261
2023-04-25,61.130434782608695
2023-04-26,72.49184782608697
2023-04-27,73.93297101449275
2023-04-28,77.45199275362319
2023-04-29,85.29438405797102
2023-04-30,86.73550724637681
2023-05-01,69.60960144927537
2023-05-02,59.05253623188406
2023-05-03,56.807065217391305
2023-05-04,68.97282608695653
2023-05-05,66.09057971014494
2023-05-06,80.33423913043478
2023-05-07,71.05072463768116
2023-05-08,69.60960144927537
2023-05-09,71.05072463768116
2023-05-10,61.130434782608695
2023-05-11,58.24818840579711
2023-05-12,67.53170289855072
2023-05-13,80.97101449275362
2023-05-14,62.57155797101449
2023-05-15,62.57155797101449
2023-05-16,62.57155797101449
2023-05-17,57.611413043478265
2023-05-18,61.130434782608695
2023-05-19,67.53170289855072
2023-05-20,82.41213768115942
2023-05-21,64.64945652173913
2023-05-22,49.76902173913044
2023-05-23,48.96467391304348
2023-05-24,56.17028985507247
2023-05-25,47.6911231884058
2023-05-26,47.1213768115942
2023-05-27,61.130434782608695
2023-05-28,66.22463768115942
2023-05-29,52.21557971014493
2023-05-30,47.1213768115942
2023-05-31,48.39492753623188
2023-06-01,45.84782608695652
2023-06-02,54.76268115942029
2023-06-03,78.96014492753623
2023-06-04,70.04528985507247
2023-06-05,56.03623188405797
2023-06-06,64.95108695652173
2023-06-07,67.4981884057971
2023-06-08,62.403985507246375
2023-06-09,54.76268115942029
2023-06-10,71.31884057971014
2023-06-11,75.13949275362319
2023-06-12,66.22463768115942
2023-06-13,61.130434782608695
2023-06-14,71.31884057971014
2023-06-15,63.677536231884055
2023-06-16,81.5072463768116
2023-06-17,72.59239130434783
2023-06-18,73.8659420289855
2023-06-19,72.59239130434783
2023-06-20,64.95108695652173
2023-06-21,63.677536231884055
2023-06-22,67.4981884057971
2023-06-23,70.04528985507247
2023-06-24,73.8659420289855
2023-06-25,86.60144927536231
2023-06-26,80.2336956521739
2023-06-27,72.59239130434783
2023-06-28,61.130434782608695
2023-06-29,67.4981884057971
2023-06-30,64.95108695652173
2023-07-01,82.78079710144928
2023-07-02,94.2427536231884
2023-07-03,77.68659420289855
2023-07-04,92.96920289855072
2023-07-05,63.677536231884055
2023-07-06,58.583333333333336
2023-07-07,62.403985507246375
2023-07-08,80.2336956521739
2023-07-09,73.8659420289855
2023-07-10,53.48913043478261
2023-07-11,45.84782608695652
2023-07-12,47.1213768115942
2023-07-13,54.76268115942029
2023-07-14,75.13949275362319
2023-07-15,86.60144927536231
2023-07-16,89.14855072463769
2023-07-17,62.403985507246375
2023-07-18,54.76268115942029
2023-07-19,58.583333333333336
2023-07-20,59.856884057971016
2023-07-21,67.4981884057971
2023-07-22,63.677536231884055
2023-07-23,61.130434782608695
2023-07-24,53.48913043478261
2023-07-25,54.76268115942029
2023-07-26,49.66847826086956
2023-07-27,59.856884057971016
2023-07-28,62.403985507246375
2023-07-29,87.875
2023-07-30,50.94202898550725
2023-07-31,42.02717391304348
2023-08-01,38.20652173913044
2023-08-02,36.93297101449275
2023-08-03,47.1213768115942
2023-08-04,48.39492753623188
2023-08-05,52.21557971014493
2023-08-06,66.22463768115942
2023-08-07,92.96920289855072
2023-08-08,61.130434782608695
2023-08-09,48.39492753623188
2023-08-10,66.22463768115942
2023-08-11,50.94202898550725
2023-08-12,73.8659420289855
2023-08-13,62.403985507246375
2023-08-14,67.4981884057971
2023-08-15,67.4981884057971
2023-08-16,53.48913043478261
2023-08-17,61.130434782608695
2023-08-18,61.130434782608695
2023-08-19,67.4981884057971
2023-08-20,84.05434782608695
2023-08-21,73.8659420289855
2023-08-22,49.66847826086956
2023-08-23,49.66847826086956
2023-08-24,71.31884057971014
2023-08-25,67.4981884057971
2023-08-26,66.22463768115942
2023-08-27,62.403985507246375
2023-08-28,66.22463768115942
2023-08-29,75.13949275362319
2023-08-30,78.96014492753623
2023-08-31,50.94202898550725
2023-09-01,50.94202898550725
2023-09-02,54.76268115942029
2023-09-03,47.1213768115942
2023-09-04,47.1213768115942
2023-09-05,42.02717391304348
2023-09-06,48.39492753623188
2023-09-07,50.94202898550725
2023-09-08,64.95108695652173
2023-09-09,85.32789855072464
2023-09-10,80.2336956521739
2023-09-11,67.4981884057971
2023-09-12,58.583333333333336
2023-09-13,64.95108695652173
2023-09-14,53.48913043478261
2023-09-15,58.583333333333336
2023-09-16,68.77173913043478
2023-09-17,61.130434782608695
2023-09-18,52.21557971014493
2023-09-19,40.7536231884058
2023-09-20,43.30072463768116
2023-09-21,45.84782608695652
2023-09-22,54.76268115942029
2023-09-23,77.68659420289855
2023-09-24,63.677536231884055
2023-09-25,57.30978260869565
2023-09-26,52.21557971014493
2023-09-27,53.48913043478261
2023-09-28,44.57427536231884
2023-09-29,63.677536231884055
2023-09-30,62.403985507246375
2023-10-01,49.66847826086956
2023-10-02,42.02717391304348
2023-10-03,39.48007246376812
2023-10-04,47.1213768115942
2023-10-05,54.76268115942029
2023-10-06,59.856884057971016
2023-10-07,72.59239130434783
2023-10-08,57.30978260869565
2023-10-09,47.1213768115942
2023-10-10,44.57427536231884
2023-10-11,50.94202898550725
2023-10-12,57.30978260869565
2023-10-13,48.39492753623188
2023-10-14,64.95108695652173
2023-10-15,52.21557971014493
2023-10-16,45.84782608695652
2023-10-17,40.7536231884058
2023-10-18,36.93297101449275
2023-10-19,42.02717391304348
2023-10-20,56.03623188405797
2023-10-21,49.66847826086956
2023-10-22,47.1213768115942
2023-10-23,47.1213768115942
2023-10-24,42.02717391304348
2023-10-25,47.1213768115942
2023-10-26,49.66847826086956
2023-10-27,50.94202898550725
2023-10-28,56.03623188405797
2023-10-29,66.22463768115942
2023-10-30,67.4981884057971
2023-10-31,59.856884057971016
2023-11-01,59.856884057971016
2023-11-02,49.66847826086956
2023-11-03,40.7536231884058
2023-11-04,48.39492753623188
2023-11-05,47.1213768115942
2023-11-06,47.1213768115942
2023-11-07,43.30072463768116
2023-11-08,42.02717391304348
2023-11-09,53.48913043478261
2023-11-10,50.94202898550725
2023-11-11,48.39492753623188
2023-11-12,40.7536231884058
2023-11-13,45.84782608695652
2023-11-14,38.20652173913044
2023-11-15,52.21557971014493
2023-11-16,59.856884057971016
2023-11-17,52.21557971014493
2023-11-18,59.856884057971016
2023-11-19,48.39492753623188
2023-11-20,48.39492753623188
2023-11-21,54.76268115942029
2023-11-22,47.1213768115942
2023-11-23,42.02717391304348
2023-11-24,45.84782608695652
2023-11-25,48.39492753623188
2023-11-26,66.22463768115942
2023-11-27,48.39492753623188
2023-11-28,49.66847826086956
2023-11-29,52.21557971014493
2023-11-30,54.76268115942029
2023-12-01,57.30978260869565
2023-12-02,54.76268115942029
2023-12-03,59.856884057971016
2023-12-04,43.30072463768116
2023-12-05,39.48007246376812
2023-12-06,45.84782608695652
2023-12-07,42.02717391304348
2023-12-08,38.20652173913044
2023-12-09,62.403985507246375
2023-12-10,81.5072463768116
2023-12-11,53.48913043478261
2023-12-12,35.65942028985507
2023-12-13,34.38586956521739
2023-12-14,36.93297101449275
2023-12-15,35.65942028985507
2023-12-16,47.1213768115942
2023-12-17,63.677536231884055
2023-12-18,62.403985507246375
2023-12-19,43.30072463768116
2023-12-20,40.7536231884058
2023-12-21,38.20652173913044
2023-12-22,42.02717391304348
2023-12-23,43.30072463768116
2023-12-24,44.57427536231884
2023-12-25,45.84782608695652
2023-12-26,45.84782608695652
2023-12-27,42.02717391304348
2023-12-28,43.30072463768116
2023-12-29,44.57427536231884
2023-12-30,44.57427536231884
2023-12-31,43.30072463768116
2024-01-01,40.7536231884058
2024-01-02,36.93297101449275
2024-01-03,40.7536231884058
2024-01-04,39.48007246376812
2024-01-05,43.30072463768116
2024-01-06,76.41304347826087
2024-01-07,70.04528985507247
2024-01-08,68.77173913043478
2024-01-09,120.9873188405797
2024-01-10,75.13949275362319
2024-01-11,59.856884057971016
2024-01-12,95.5163043478261
2024-01-13,99.33695652173913
2024-01-14,120.9873188405797
2024-01-15,127.35507246376811
2024-01-16,117.16666666666667
2024-01-17,86.60144927536231
2024-01-18,70.04528985507247
2024-01-19,85.32789855072464
2024-01-20,76.41304347826087
2024-01-21,77.68659420289855
2024-01-22,71.31884057971014
2024-01-23,58.583333333333336
2024-01-24,52.21557971014493
2024-01-25,44.57427536231884
2024-01-26,34.38586956521739
2024-01-27,34.38586956521739
2024-01-28,40.7536231884058
2024-01-29,33.11231884057971
2024-01-30,29.291666666666668
2024-01-31,30.565217391304348
2024-02-01,33.11231884057971
2024-02-02,36.93297101449275
2024-02-03,34.38586956521739
2024-02-04,44.57427536231884
2024-02-05,42.02717391304348
2024-02-06,34.38586956521739
2024-02-07,31.838768115942027
2024-02-08,29.291666666666668
2024-02-09,31.838768115942027
2024-02-10,34.38586956521739
2024-02-11,33.11231884057971
2024-02-12,36.93297101449275
2024-02-13,43.30072463768116
2024-02-14,29.291666666666668
2024-02-15,30.565217391304348
2024-02-16,38.20652173913044
2024-02-17,44.57427536231884
2024-02-18,36.93297101449275
2024-02-19,38.20652173913044
2024-02-20,30.565217391304348
2024-02-21,29.291666666666668
2024-02-22,30.565217391304348
2024-02-23,30.565217391304348
2024-02-24,34.38586956521739
2024-02-25,29.291666666666668
2024-02-26,34.38586956521739
2024-02-27,44.57427536231884
2024-02-28,45.84782608695652
2024-02-29,43.30072463768116
2024-03-01,36.93297101449275
2024-03-02,45.84782608695652
2024-03-03,44.57427536231884
2024-03-04,38.20652173913044
2024-03-05,34.38586956521739
2024-03-06,39.48007246376812
2024-03-07,38.20652173913044
2024-03-08,34.38586956521739
2024-03-09,40.7536231884058
2024-03-10,40.7536231884058
2024-03-11,35.65942028985507
2024-03-12,35.65942028985507
2024-03-13,39.48007246376812
2024-03-14,61.130434782608695
2024-03-15,47.1213768115942
2024-03-16,40.7536231884058
2024-03-17,38.20652173913044
2024-03-18,38.20652173913044
2024-03-19,33.11231884057971
2024-03-20,33.11231884057971
2024-03-21,36.93297101449275
2024-03-22,42.02717391304348
2024-03-23,48.39492753623188
2024-03-24,47.1213768115942
2024-03-25,40.7536231884058
2024-03-26,39.48007246376812
2024-03-27,38.20652173913044
2024-03-28,35.65942028985507
2024-03-29,33.11231884057971
2024-03-30,42.02717391304348
2024-03-31,42.02717391304348
2024-04-01,42.02717391304348
2024-04-02,61.130434782608695
2024-04-03,52.21557971014493
2024-04-04,43.30072463768116
2024-04-05,44.57427536231884
2024-04-06,38.20652173913044
2024-04-07,34.38586956521739
2024-04-08,39.48007246376812
2024-04-09,39.48007246376812
2024-04-10,45.84782608695652
2024-04-11,45.84782608695652
2024-04-12,43.30072463768116
2024-04-13,40.7536231884058
2024-04-14,42.02717391304348
2024-04-15,38.20652173913044
2024-04-16,40.7536231884058
2024-04-17,42.02717391304348
2024-04-18,39.48007246376812
2024-04-19,39.48007246376812
2024-04-20,47.1213768115942
2024-04-21,45.84782608695652
2024-04-22,36.93297101449275
2024-04-23,36.93297101449275
2024-04-24,36.93297101449275
2024-04-25,34.38586956521739
2024-04-26,43.30072463768116
2024-04-27,53.48913043478261
2024-04-28,47.1213768115942
2024-04-29,39.48007246376812
2024-04-30,38.20652173913044
2024-05-01,35.65942028985507
2024-05-02,38.20652173913044
2024-05-03,42.02717391304348
2024-05-04,53.48913043478261
2024-05-05,45.84782608695652
2024-05-06,47.1213768115942
2024-05-07,45.84782608695652
2024-05-08,49.66847826086956
2024-05-09,58.583333333333336
2024-05-10,44.57427536231884
2024-05-11,43.30072463768116
2024-05-12,42.02717391304348
2024-05-13,43.30072463768116
2024-05-14,42.02717391304348
2024-05-15,44.57427536231884
2024-05-16,42.02717391304348
2024-05-17,47.1213768115942
2024-05-18,48.39492753623188
2024-05-19,39.48007246376812
2024-05-20,39.48007246376812
2024-05-21,36.93297101449275
2024-05-22,38.20652173913044
2024-05-23,45.84782608695652
2024-05-24,45.84782608695652
2024-05-25,45.84782608695652
2024-05-26,56.03623188405797
2024-05-27,59.856884057971016
2024-05-28,44.57427536231884
2024-05-29,43.30072463768116
2024-05-30,38.20652173913044
2024-05-31,38.20652173913044
2024-06-01,43.30072463768116
2024-06-02,39.48007246376812
2024-06-03,35.65942028985507
2024-06-04,34.38586956521739
2024-06-05,44.57427536231884
2024-06-06,39.48007246376812
2024-06-07,36.93297101449275
2024-06-08,36.93297101449275
2024-06-09,38.20652173913044
2024-06-10,34.38586956521739
2024-06-11,31.838768115942027
2024-06-12,33.11231884057971
2024-06-13,38.20652173913044
2024-06-14,39.48007246376812
2024-06-15,36.93297101449275
2024-06-16,38.20652173913044
2024-06-17,35.65942028985507
2024-06-18,36.93297101449275
2024-06-19,38.20652173913044
2024-06-20,34.38586956521739
2024-06-21,36.93297101449275
2024-06-22,45.84782608695652
2024-06-23,52.21557971014493
2024-06-24,34.38586956521739
2024-06-25,35.65942028985507
2024-06-26,38.20652173913044
2024-06-27,39.48007246376812
2024-06-28,31.838768115942027
2024-06-29,44.57427536231884
2024-06-30,50.94202898550725
2024-07-01,33.11231884057971
2024-07-02,30.565217391304348
2024-07-03,34.38586956521739
2024-07-04,53.48913043478261
2024-07-05,48.39492753623188
2024-07-06,50.94202898550725
2024-07-07,42.02717391304348
2024-07-08,44.57427536231884
2024-07-09,39.48007246376812
2024-07-10,43.30072463768116
2024-07-11,36.93297101449275
2024-07-12,36.93297101449275
2024-07-13,42.02717391304348
2024-07-14,40.7536231884058
2024-07-15,36.93297101449275
2024-07-16,40.7536231884058
2024-07-17,40.7536231884058
2024-07-18,40.7536231884058
2024-07-19,29.291666666666668
2024-07-20,39.48007246376812
2024-07-21,36.93297101449275
2024-07-22,35.65942028985507
2024-07-23,36.93297101449275
2024-07-24,39.48007246376812
2024-07-25,31.838768115942027
2024-07-26,29.291666666666668
2024-07-27,31.838768115942027
2024-07-28,34.38586956521739
2024-07-29,36.93297101449275
2024-07-30,33.11231884057971
2024-07-31,34.38586956521739
2024-08-01,33.11231884057971
2024-08-02,38.20652173913044
2024-08-03,45.84782608695652
2024-08-04,47.1213768115942
2024-08-05,42.02717391304348
2024-08-06,47.1213768115942
2024-08-07,40.7536231884058
2024-08-08,43.30072463768116
2024-08-09,45.84782608695652
2024-08-10,33.11231884057971
2024-08-11,31.838768115942027
2024-08-12,29.291666666666668
2024-08-13,25.471014492753625
2024-08-14,24.19746376811594
2024-08-15,29.291666666666668
2024-08-16,30.565217391304348
2024-08-17,44.57427536231884
2024-08-18,43.72524154589372
2024-08-19,34.173611111111114
2024-08-20,28.018115942028984
2024-08-21,31.626509661835748
2024-08-22,26.956823671497585
2024-08-23,27.593599033816425
2024-08-24,30.565217391304348
2024-08-25,30.565217391304348
2024-08-26,32.05102657004831
2024-08-27,33.11231884057971
2024-08-28,33.53683574879227
2024-08-29,36.08393719806763
2024-08-30,36.720712560386474
2024-08-31,39.26781400966183
2024-09-01,41.17814009661836
2024-09-02,32.05102657004831
2024-09-03,29.079408212560388
2024-09-04,29.079408212560388
2024-09-05,32.05102657004831
2024-09-06,38.20652173913044
2024-09-07,42.23943236714976
2024-09-08,37.145229468599034
2024-09-09,32.05102657004831
2024-09-10,31.626509661835748
2024-09-11,30.989734299516908
2024-09-12,37.145229468599034
2024-09-13,30.989734299516908
2024-09-14,34.173611111111114
2024-09-15,30.565217391304348
2024-09-16,33.11231884057971
2024-09-17,32.26328502415459
2024-09-18,31.414251207729468
2024-09-19,28.018115942028984
2024-09-20,29.716183574879228
2024-09-21,34.81038647342995
2024-09-22,34.81038647342995
2024-09-23,35.65942028985507
2024-09-24,38.20652173913044
