Time,signature_bank
2023-04-03,68.0
2023-04-04,68.0
2023-04-05,68.0
2023-04-06,68.0
2023-04-07,68.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,68.0
2023-04-11,68.0
2023-04-12,68.0
2023-04-13,68.0
2023-04-14,68.0
2023-04-15,0.0
2023-04-16,68.0
2023-04-17,68.0
2023-04-18,68.0
2023-04-19,68.0
2023-04-20,68.0
2023-04-21,68.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,68.0
2023-04-25,68.0
2023-04-26,78.40816326530611
2023-04-27,70.77551020408163
2023-04-28,79.10204081632654
2023-04-29,68.0
2023-04-30,60.36734693877551
2023-05-01,137.3877551020408
2023-05-02,83.9591836734694
2023-05-03,79.10204081632654
2023-05-04,83.26530612244898
2023-05-05,75.63265306122449
2023-05-06,11.795918367346939
2023-05-07,13.877551020408163
2023-05-08,70.77551020408163
2023-05-09,74.24489795918367
2023-05-10,64.53061224489795
2023-05-11,61.755102040816325
2023-05-12,59.673469387755105
2023-05-13,14.571428571428571
2023-05-14,11.10204081632653
2023-05-15,61.06122448979592
2023-05-16,70.77551020408163
2023-05-17,68.0
2023-05-18,58.9795918367347
2023-05-19,58.285714285714285
2023-05-20,12.489795918367347
2023-05-21,11.10204081632653
2023-05-22,60.36734693877551
2023-05-23,64.53061224489795
2023-05-24,63.836734693877546
2023-05-25,60.36734693877551
2023-05-26,58.285714285714285
2023-05-27,23.591836734693878
2023-05-28,22.20408163265306
2023-05-29,24.979591836734695
2023-05-30,55.51020408163265
2023-05-31,56.89795918367347
2023-06-01,79.10204081632654
2023-06-02,54.12244897959184
2023-06-03,29.142857142857142
2023-06-04,20.816326530612244
2023-06-05,54.12244897959184
2023-06-06,62.44897959183673
2023-06-07,58.285714285714285
2023-06-08,56.89795918367347
2023-06-09,51.3469387755102
2023-06-10,15.26530612244898
2023-06-11,23.591836734693878
2023-06-12,51.3469387755102
2023-06-13,58.285714285714285
2023-06-14,49.95918367346939
2023-06-15,62.44897959183673
2023-06-16,59.6734693877551
2023-06-17,33.30612244897959
2023-06-18,18.040816326530614
2023-06-19,31.918367346938776
2023-06-20,55.51020408163265
2023-06-21,55.51020408163265
2023-06-22,55.51020408163265
2023-06-23,56.89795918367347
2023-06-24,23.591836734693878
2023-06-25,16.653061224489797
2023-06-26,58.285714285714285
2023-06-27,48.57142857142857
2023-06-28,61.06122448979592
2023-06-29,47.183673469387756
2023-06-30,55.51020408163265
2023-07-01,13.877551020408163
2023-07-02,26.36734693877551
2023-07-03,49.95918367346939
2023-07-04,22.20408163265306
2023-07-05,65.22448979591837
2023-07-06,58.285714285714285
2023-07-07,56.89795918367347
2023-07-08,19.428571428571427
2023-07-09,30.53061224489796
2023-07-10,49.95918367346939
2023-07-11,59.6734693877551
2023-07-12,49.95918367346939
2023-07-13,61.06122448979592
2023-07-14,54.12244897959184
2023-07-15,26.36734693877551
2023-07-16,13.877551020408163
2023-07-17,52.73469387755102
2023-07-18,48.57142857142857
2023-07-19,58.285714285714285
2023-07-20,43.02040816326531
2023-07-21,36.08163265306123
2023-07-22,27.755102040816325
2023-07-23,24.979591836734695
2023-07-24,70.77551020408163
2023-07-25,56.89795918367347
2023-07-26,54.12244897959184
2023-07-27,45.795918367346935
2023-07-28,58.285714285714285
2023-07-29,19.428571428571427
2023-07-30,22.20408163265306
2023-07-31,54.12244897959184
2023-08-01,51.3469387755102
2023-08-02,51.3469387755102
2023-08-03,45.795918367346935
2023-08-04,47.183673469387756
2023-08-05,23.591836734693878
2023-08-06,29.142857142857142
2023-08-07,52.73469387755102
2023-08-08,65.22448979591837
2023-08-09,48.57142857142857
2023-08-10,47.183673469387756
2023-08-11,38.857142857142854
2023-08-12,0.0
2023-08-13,16.653061224489797
2023-08-14,47.183673469387756
2023-08-15,51.3469387755102
2023-08-16,47.183673469387756
2023-08-17,51.3469387755102
2023-08-18,41.63265306122449
2023-08-19,23.591836734693878
2023-08-20,20.816326530612244
2023-08-21,48.57142857142857
2023-08-22,40.244897959183675
2023-08-23,44.40816326530612
2023-08-24,34.69387755102041
2023-08-25,48.57142857142857
2023-08-26,16.653061224489797
2023-08-27,16.653061224489797
2023-08-28,48.57142857142857
2023-08-29,36.08163265306123
2023-08-30,43.02040816326531
2023-08-31,38.857142857142854
2023-09-01,36.08163265306123
2023-09-02,19.428571428571427
2023-09-03,13.877551020408163
2023-09-04,16.653061224489797
2023-09-05,68.0
2023-09-06,48.57142857142857
2023-09-07,43.02040816326531
2023-09-08,45.795918367346935
2023-09-09,26.36734693877551
2023-09-10,29.142857142857142
2023-09-11,44.40816326530612
2023-09-12,49.95918367346939
2023-09-13,44.40816326530612
2023-09-14,40.244897959183675
2023-09-15,56.89795918367347
2023-09-16,22.20408163265306
2023-09-17,12.489795918367347
2023-09-18,45.795918367346935
2023-09-19,43.02040816326531
2023-09-20,33.30612244897959
2023-09-21,47.183673469387756
2023-09-22,45.795918367346935
2023-09-23,24.979591836734695
2023-09-24,18.040816326530614
2023-09-25,34.69387755102041
2023-09-26,55.51020408163265
2023-09-27,43.02040816326531
2023-09-28,41.63265306122449
2023-09-29,58.285714285714285
2023-09-30,20.816326530612244
2023-10-01,13.877551020408163
2023-10-02,36.08163265306123
2023-10-03,45.795918367346935
2023-10-04,48.57142857142857
2023-10-05,56.89795918367347
2023-10-06,43.02040816326531
2023-10-07,18.040816326530614
2023-10-08,11.10204081632653
2023-10-09,38.857142857142854
2023-10-10,40.244897959183675
2023-10-11,45.795918367346935
2023-10-12,45.795918367346935
2023-10-13,33.30612244897959
2023-10-14,24.979591836734695
2023-10-15,15.26530612244898
2023-10-16,33.30612244897959
2023-10-17,40.244897959183675
2023-10-18,38.857142857142854
2023-10-19,34.69387755102041
2023-10-20,37.46938775510204
2023-10-21,22.20408163265306
2023-10-22,18.040816326530614
2023-10-23,37.46938775510204
2023-10-24,43.02040816326531
2023-10-25,44.40816326530612
2023-10-26,33.30612244897959
2023-10-27,44.40816326530612
2023-10-28,15.26530612244898
2023-10-29,22.20408163265306
2023-10-30,45.795918367346935
2023-10-31,52.73469387755102
2023-11-01,54.12244897959184
2023-11-02,41.63265306122449
2023-11-03,48.57142857142857
2023-11-04,20.816326530612244
2023-11-05,12.489795918367347
2023-11-06,43.02040816326531
2023-11-07,51.3469387755102
2023-11-08,52.73469387755102
2023-11-09,43.02040816326531
2023-11-10,54.12244897959184
2023-11-11,16.653061224489797
2023-11-12,16.653061224489797
2023-11-13,36.08163265306123
2023-11-14,44.40816326530612
2023-11-15,41.63265306122449
2023-11-16,58.285714285714285
2023-11-17,47.183673469387756
2023-11-18,19.428571428571427
2023-11-19,30.53061224489796
2023-11-20,61.06122448979592
2023-11-21,41.63265306122449
2023-11-22,40.244897959183675
2023-11-23,16.653061224489797
2023-11-24,20.816326530612244
2023-11-25,15.26530612244898
2023-11-26,16.653061224489797
2023-11-27,31.918367346938776
2023-11-28,45.795918367346935
2023-11-29,41.63265306122449
2023-11-30,47.183673469387756
2023-12-01,40.244897959183675
2023-12-02,15.26530612244898
2023-12-03,20.816326530612244
2023-12-04,48.57142857142857
2023-12-05,45.795918367346935
2023-12-06,49.95918367346939
2023-12-07,43.02040816326531
2023-12-08,52.73469387755102
2023-12-09,20.816326530612244
2023-12-10,16.653061224489797
2023-12-11,38.857142857142854
2023-12-12,44.40816326530612
2023-12-13,41.63265306122449
2023-12-14,43.02040816326531
2023-12-15,40.244897959183675
2023-12-16,22.20408163265306
2023-12-17,13.877551020408163
2023-12-18,54.12244897959184
2023-12-19,34.69387755102041
2023-12-20,43.02040816326531
2023-12-21,44.40816326530612
2023-12-22,36.4468313641246
2023-12-23,22.277121374865736
2023-12-24,13.512352309344791
2023-12-25,13.841031149301827
2023-12-26,38.49194414607948
2023-12-27,46.234156820622985
2023-12-28,52.99033297529538
2023-12-29,30.38453276047261
2023-12-30,22.277121374865736
2023-12-31,26.002148227712137
2024-01-01,21.9484425349087
2024-01-02,36.11815252416756
2024-01-03,52.99033297529538
2024-01-04,51.31041890440387
2024-01-05,41.52309344790548
2024-01-06,14.169709989258862
2024-01-07,16.872180451127818
2024-01-08,38.82062298603652
2024-01-09,37.46938775510204
2024-01-10,50.287862513426425
2024-01-11,45.576799140708914
2024-01-12,41.85177228786252
2024-01-13,24.979591836734695
2024-01-14,15.52094522019334
2024-01-15,19.24597207303974
2024-01-16,40.50053705692804
2024-01-17,50.287862513426425
2024-01-18,34.43823845327604
2024-01-19,44.225563909774436
2024-01-20,19.24597207303974
2024-01-21,24.322234156820624
2024-01-22,47.329752953813106
2024-01-23,48.64446831364125
2024-01-24,42.07089151450054
2024-01-25,37.46938775510204
2024-01-26,33.525241675617615
2024-01-27,29.581095596133192
2024-01-28,14.46186895810956
2024-01-29,46.015037593984964
2024-01-30,44.70032223415682
2024-01-31,61.79162191192267
2024-02-01,65.73576799140709
2024-02-02,39.441460794844254
2024-02-03,17.748657357679914
2024-02-04,23.664876476906553
2024-02-05,47.329752953813106
2024-02-06,51.9312567132116
2024-02-07,65.07841031149302
2024-02-08,50.61654135338346
2024-02-09,46.015037593984964
2024-02-10,26.294307196562837
2024-02-11,14.46186895810956
2024-02-12,42.07089151450054
2024-02-13,32.21052631578947
2024-02-14,51.27389903329753
2024-02-15,43.38560687432868
2024-02-16,31.5531686358754
2024-02-17,21.69280343716434
2024-02-18,18.406015037593985
2024-02-19,32.21052631578947
2024-02-20,49.30182599355532
2024-02-21,43.38560687432868
2024-02-22,32.21052631578947
2024-02-23,29.581095596133192
2024-02-24,11.832438238453276
2024-02-25,21.69280343716434
2024-02-26,46.015037593984964
2024-02-27,32.21052631578947
2024-02-28,36.81203007518797
2024-02-29,38.78410311493018
2024-03-01,47.329752953813106
2024-03-02,23.664876476906553
2024-03-03,24.979591836734695
2024-03-04,50.61654135338346
2024-03-05,49.30182599355532
2024-03-06,57.19011815252417
2024-03-07,34.83995703544576
2024-03-08,38.12674543501611
2024-03-09,29.581095596133192
2024-03-10,23.664876476906553
2024-03-11,46.672395273899035
2024-03-12,42.72824919441461
2024-03-13,34.83995703544576
2024-03-14,37.46938775510204
2024-03-15,37.46938775510204
2024-03-16,24.322234156820624
2024-03-17,16.433941997851772
2024-03-18,42.72824919441461
2024-03-19,33.525241675617615
2024-03-20,34.83995703544576
2024-03-21,38.12674543501611
2024-03-22,43.38560687432868
2024-03-23,15.7765843179377
2024-03-24,15.119226638023632
2024-03-25,42.07089151450054
2024-03-26,29.581095596133192
2024-03-27,42.07089151450054
2024-03-28,25.636949516648766
2024-03-29,23.664876476906553
2024-03-30,20.378088077336198
2024-03-31,19.720730397422127
2024-04-01,34.83995703544576
2024-04-02,44.04296455424275
2024-04-03,37.46938775510204
2024-04-04,38.12674543501611
2024-04-05,37.46938775510204
2024-04-06,25.636949516648766
2024-04-07,16.433941997851772
2024-04-08,28.26638023630505
2024-04-09,35.49731471535983
2024-04-10,48.64446831364125
2024-04-11,45.35767991407089
2024-04-12,40.098818474758325
2024-04-13,28.92373791621912
2024-04-14,22.35016111707841
2024-04-15,31.5531686358754
2024-04-16,32.867883995703544
2024-04-17,38.78410311493018
2024-04-18,38.12674543501611
2024-04-19,34.83995703544576
2024-04-20,19.063372717508056
2024-04-21,11.175080558539205
2024-04-22,30.895810955961334
2024-04-23,38.12674543501611
2024-04-24,29.581095596133192
2024-04-25,37.46938775510204
2024-04-26,30.895810955961334
2024-04-27,14.46186895810956
2024-04-28,21.69280343716434
2024-04-29,41.41353383458647
2024-04-30,45.35767991407089
2024-05-01,45.35767991407089
2024-05-02,43.38560687432868
2024-05-03,33.525241675617615
2024-05-04,19.063372717508056
2024-05-05,20.378088077336198
2024-05-06,40.756176154672396
2024-05-07,26.294307196562837
2024-05-08,40.098818474758325
2024-05-09,37.46938775510204
2024-05-10,32.21052631578947
2024-05-11,22.35016111707841
2024-05-12,21.03544575725027
2024-05-13,34.182599355531686
2024-05-14,35.49731471535983
2024-05-15,36.1546723952739
2024-05-16,34.182599355531686
2024-05-17,31.5531686358754
2024-05-18,29.581095596133192
2024-05-19,18.406015037593985
2024-05-20,34.83995703544576
2024-05-21,32.867883995703544
2024-05-22,40.098818474758325
2024-05-23,32.867883995703544
2024-05-24,30.895810955961334
2024-05-25,11.832438238453276
2024-05-26,19.063372717508056
2024-05-27,0.0
2024-05-28,34.182599355531686
2024-05-29,26.294307196562837
2024-05-30,34.182599355531686
2024-05-31,38.12674543501611
2024-06-01,19.720730397422127
2024-06-02,17.748657357679914
2024-06-03,41.41353383458647
2024-06-04,40.756176154672396
2024-06-05,34.83995703544576
2024-06-06,35.49731471535983
2024-06-07,28.92373791621912
2024-06-08,21.03544575725027
2024-06-09,13.147153598281418
2024-06-10,36.1546723952739
2024-06-11,36.1546723952739
2024-06-12,36.81203007518797
2024-06-13,39.441460794844254
2024-06-14,30.238453276047263
2024-06-15,15.7765843179377
2024-06-16,20.378088077336198
2024-06-17,33.525241675617615
2024-06-18,22.35016111707841
2024-06-19,31.5531686358754
2024-06-20,32.21052631578947
2024-06-21,28.26638023630505
2024-06-22,13.147153598281418
2024-06-23,15.119226638023632
2024-06-24,33.525241675617615
2024-06-25,33.525241675617615
2024-06-26,31.5531686358754
2024-06-27,30.895810955961334
2024-06-28,41.41353383458647
2024-06-29,17.091299677765843
2024-06-30,0.0
2024-07-01,36.81203007518797
2024-07-02,40.098818474758325
2024-07-03,39.441460794844254
2024-07-04,16.433941997851772
2024-07-05,32.21052631578947
2024-07-06,11.832438238453276
2024-07-07,15.119226638023632
2024-07-08,30.895810955961334
2024-07-09,29.581095596133192
2024-07-10,37.46938775510204
2024-07-11,36.1546723952739
2024-07-12,36.81203007518797
2024-07-13,0.0
2024-07-14,13.80451127819549
2024-07-15,30.238453276047263
2024-07-16,32.21052631578947
2024-07-17,35.49731471535983
2024-07-18,36.1546723952739
2024-07-19,24.322234156820624
2024-07-20,21.69280343716434
2024-07-21,14.46186895810956
2024-07-22,38.78410311493018
2024-07-23,34.182599355531686
2024-07-24,33.525241675617615
2024-07-25,39.441460794844254
2024-07-26,26.951664876476908
2024-07-27,0.0
2024-07-28,23.007518796992482
2024-07-29,28.26638023630505
2024-07-30,34.83995703544576
2024-07-31,34.83995703544576
2024-08-01,23.007518796992482
2024-08-02,25.636949516648766
2024-08-03,11.832438238453276
2024-08-04,11.175080558539205
2024-08-05,28.26638023630505
2024-08-06,33.525241675617615
2024-08-07,34.83995703544576
2024-08-08,36.81203007518797
2024-08-09,24.979591836734695
2024-08-10,11.175080558539205
2024-08-11,0.0
2024-08-12,21.03544575725027
2024-08-13,26.294307196562837
2024-08-14,26.951664876476908
2024-08-15,27.60902255639098
2024-08-16,29.581095596133192
2024-08-17,21.03544575725027
2024-08-18,27.623008890006172
2024-08-19,36.1476792284663
2024-08-20,21.476015266128847
2024-08-21,31.455264300569052
2024-08-22,24.979591836734695
2024-08-23,34.9588408711749
2024-08-24,13.217085266357383
2024-08-25,12.356925749023013
2024-08-26,34.36442169252919
2024-08-27,29.672006764631945
2024-08-28,31.72100463925772
2024-08-29,26.1684301940261
2024-08-30,24.713851498046026
2024-08-31,11.762506570377312
2024-09-01,21.14733642617181
2024-09-02,19.09833855154604
2024-09-03,28.217428068651877
2024-09-04,26.1684301940261
2024-09-05,53.19701990538657
2024-09-06,31.72100463925772
2024-09-07,19.692757730191744
2024-09-08,13.811504445003086
2024-09-09,29.672006764631945
2024-09-10,24.979591836734695
2024-09-11,36.1476792284663
2024-09-12,34.9588408711749
2024-09-13,32.04968347921476
2024-09-14,15.594761980940193
2024-09-15,15.86050231962886
2024-09-16,37.60225792444638
2024-09-17,25.51107251411203
2024-09-18,32.42032132001737
2024-09-19,30.294398610508036
2024-09-20,25.51107251411203
2024-09-21,15.412939643942686
2024-09-22,11.692574902301347
2024-09-23,25.51107251411203
2024-09-24,24.979591836734695
2024-09-25,31.357359965262702
2024-09-26,20.727746417716023
2024-09-27,28.69995657837603
2024-09-28,12.22405557967868
2024-09-29,13.28701693443335
2024-09-30,27.636995223621366
2024-10-01,23.91663048198003
2024-10-02,26.5740338688667
2024-10-03,31.357359965262702
2024-10-04,23.91663048198003
2024-10-05,19.133304385584022
2024-10-06,13.28701693443335
2024-10-07,36.672166739036044
2024-10-08,32.9518019973947
2024-10-09,27.10551454624403
2024-10-10,30.82587928788537
2024-10-11,28.69995657837603
2024-10-12,14.88145896656535
2024-10-13,11.161094224924014
2024-10-14,22.85366912722536
2024-10-15,37.203647416413375
2024-10-16,30.294398610508036
2024-10-17,36.672166739036044
2024-10-18,25.51107251411203
2024-10-19,17.53886235345202
2024-10-20,0.0
2024-10-21,27.636995223621366
2024-10-22,39.329570125922714
2024-10-23,19.664785062961357
2024-10-24,24.979591836734695
2024-10-25,25.51107251411203
2024-10-26,20.19626574033869
2024-10-27,0.0
2024-10-28,29.231437255753367
2024-10-29,30.82587928788537
2024-10-30,35.07772470690404
2024-10-31,34.546244029526704
2024-11-01,32.42032132001737
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,27.636995223621366
2024-11-05,34.01476335214937
2024-11-06,21.259227095093358
2024-11-07,28.69995657837603
2024-11-08,33.48328267477204
2024-11-09,11.161094224924014
2024-11-10,16.47590099869735
2024-11-11,25.51107251411203
2024-11-12,28.1684759009987
2024-11-13,41.45549283543205
2024-11-14,30.294398610508036
2024-11-15,34.01476335214937
2024-11-16,14.349978289188016
2024-11-17,15.944420321320019
2024-11-18,35.07772470690404
2024-11-19,35.07772470690404
2024-11-20,40.924012158054715
2024-11-21,28.69995657837603
2024-11-22,34.01476335214937
2024-11-23,21.259227095093358
2024-11-24,22.322188449848028
2024-11-25,39.861050803300046
2024-11-26,35.609205384281374
2024-11-27,29.231437255753367
2024-11-28,15.944420321320019
