Time,celtics
2022-04-27,4.0
2022-04-28,6.0
2022-04-29,3.0
2022-04-30,4.0
2022-05-01,25.0
2022-05-02,6.0
2022-05-03,10.0
2022-05-04,17.0
2022-05-05,5.0
2022-05-06,5.0
2022-05-07,24.0
2022-05-08,9.0
2022-05-09,9.0
2022-05-10,23.0
2022-05-11,12.0
2022-05-12,26.0
2022-05-13,13.0
2022-05-14,40.0
2022-05-15,60.0
2022-05-16,19.0
2022-05-17,13.0
2022-05-18,39.0
2022-05-19,12.0
2022-05-20,36.0
2022-05-21,17.0
2022-05-22,49.0
2022-05-23,14.0
2022-05-24,38.0
2022-05-25,13.0
2022-05-26,42.0
2022-05-27,21.0
2022-05-28,67.0
2022-05-29,29.0
2022-05-30,100.0
2022-05-31,14.0
2022-06-01,11.0
2022-06-02,17.0
2022-06-03,80.0
2022-06-04,18.0
2022-06-05,29.0
2022-06-06,64.0
2022-06-07,13.0
2022-06-08,20.0
2022-06-09,79.0
2022-06-10,22.0
2022-06-11,89.0
2022-06-12,20.0
2022-06-13,22.0
2022-06-14,82.0
2022-06-15,16.0
2022-06-16,24.0
2022-06-17,100.0
2022-06-18,5.0
2022-06-19,4.0
2022-06-20,3.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,3.0
2022-06-24,4.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,2.0
2022-06-30,3.0
2022-07-01,6.0
2022-07-02,4.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,2.0
2022-07-06,2.0
2022-07-07,2.0
2022-07-08,2.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,3.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,2.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,3.0
2022-07-26,3.0
2022-07-27,2.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,1.0
2022-08-30,1.0
2022-08-31,1.0
2022-09-01,1.0
2022-09-02,1.5
2022-09-03,1.0
2022-09-04,1.0
2022-09-05,1.0
2022-09-06,1.5
2022-09-07,1.5
2022-09-08,1.0
2022-09-09,1.0
2022-09-10,1.0
2022-09-11,1.0
2022-09-12,1.0
2022-09-13,1.0
2022-09-14,1.5
2022-09-15,1.0
2022-09-16,1.0
2022-09-17,1.0
2022-09-18,1.0
2022-09-19,1.0
2022-09-20,1.0
2022-09-21,1.0
2022-09-22,11.5
2022-09-23,14.5
2022-09-24,7.0
2022-09-25,5.0
2022-09-26,3.5
2022-09-27,2.5
2022-09-28,3.0
2022-09-29,3.0
2022-09-30,3.0
2022-10-01,3.0
2022-10-02,5.0
2022-10-03,3.0
2022-10-04,3.0
2022-10-05,3.0
2022-10-06,4.0
2022-10-07,3.0
2022-10-08,5.0
2022-10-09,4.0
2022-10-10,3.0
2022-10-11,2.0
2022-10-12,2.0
2022-10-13,3.0
2022-10-14,3.0
2022-10-15,4.0
2022-10-16,2.0
2022-10-17,3.0
2022-10-18,9.0
2022-10-19,23.0
2022-10-20,4.0
2022-10-21,5.0
2022-10-22,14.0
2022-10-23,11.0
2022-10-24,5.0
2022-10-25,11.0
2022-10-26,4.0
2022-10-27,4.0
2022-10-28,5.0
2022-10-29,11.0
2022-10-30,6.0
2022-10-31,5.0
2022-11-01,5.0
2022-11-02,5.0
2022-11-03,10.0
2022-11-04,5.0
2022-11-05,11.0
2022-11-06,8.0
2022-11-07,4.0
2022-11-08,8.0
2022-11-09,4.0
2022-11-10,8.0
2022-11-11,5.0
2022-11-12,11.0
2022-11-13,8.0
2022-11-14,4.0
2022-11-15,9.0
2022-11-16,4.0
2022-11-17,10.0
2022-11-18,5.0
2022-11-19,11.0
2022-11-20,5.0
2022-11-21,4.0
2022-11-22,9.0
2022-11-23,4.0
2022-11-24,11.0
2022-11-25,5.0
2022-11-26,10.0
2022-11-27,6.0
2022-11-28,7.0
2022-11-29,8.0
2022-11-30,4.0
2022-12-01,12.0
2022-12-02,5.0
2022-12-03,12.0
2022-12-04,6.0
2022-12-05,8.0
2022-12-06,8.0
2022-12-07,5.0
2022-12-08,13.0
2022-12-09,5.0
2022-12-10,6.0
2022-12-11,19.0
2022-12-12,4.0
2022-12-13,10.0
2022-12-14,15.0
2022-12-15,4.0
2022-12-16,5.0
2022-12-17,11.0
2022-12-18,8.0
2022-12-19,4.0
2022-12-20,4.0
2022-12-21,5.0
2022-12-22,10.0
2022-12-23,5.0
2022-12-24,9.0
2022-12-25,13.0
2022-12-26,13.0
2022-12-27,5.0
2022-12-28,10.0
2022-12-29,5.0
2022-12-30,10.0
2022-12-31,4.0
2023-01-01,5.0
2023-01-02,12.0
2023-01-03,4.0
2023-01-04,11.0
2023-01-05,5.0
2023-01-06,12.0
2023-01-07,6.0
2023-01-08,7.0
2023-01-09,4.0
2023-01-10,8.0
2023-01-11,5.0
2023-01-12,11.0
2023-01-13,11.0
2023-01-14,5.0
2023-01-15,8.0
2023-01-16,9.0
2023-01-17,4.0
2023-01-18,4.0
2023-01-19,6.0
2023-01-20,19.0
2023-01-21,8.0
2023-01-22,8.0
2023-01-23,5.0
2023-01-24,13.0
2023-01-25,10.0
2023-01-26,5.0
2023-01-27,13.0
2023-01-28,6.0
2023-01-29,25.0
2023-01-30,5.0
2023-01-31,4.0
2023-02-01,5.0
2023-02-02,15.0
2023-02-03,5.0
2023-02-04,12.0
2023-02-05,5.0
2023-02-06,5.0
2023-02-07,9.0
2023-02-08,6.0
2023-02-09,15.0
2023-02-10,6.0
2023-02-11,12.0
2023-02-12,14.0
2023-02-13,5.0
2023-02-14,6.0
2023-02-15,16.0
2023-02-16,9.0
2023-02-17,4.0
2023-02-18,4.0
2023-02-19,3.0
2023-02-20,4.0
2023-02-21,3.0
2023-02-22,3.0
2023-02-23,4.0
2023-02-24,10.0
2023-02-25,6.0
2023-02-26,18.0
2023-02-27,6.0
2023-02-28,12.0
2023-03-01,5.0
2023-03-02,11.0
2023-03-03,5.0
2023-03-04,14.0
2023-03-05,7.0
2023-03-06,16.0
2023-03-07,13.0
2023-03-08,5.0
2023-03-09,8.0
2023-03-10,4.0
2023-03-11,6.0
2023-03-12,11.0
2023-03-13,4.0
2023-03-14,10.0
2023-03-15,5.0
2023-03-16,9.0
2023-03-17,5.0
2023-03-18,11.0
2023-03-19,10.0
2023-03-20,4.0
2023-03-21,5.0
2023-03-22,10.0
2023-03-23,4.0
2023-03-24,5.0
2023-03-25,8.0
2023-03-26,8.0
2023-03-27,6.0
2023-03-28,5.0
2023-03-29,7.0
2023-03-30,6.0
2023-03-31,15.0
2023-04-01,9.0
2023-04-02,5.0
2023-04-03,4.0
2023-04-04,5.0
2023-04-05,13.0
2023-04-06,8.0
2023-04-07,5.0
2023-04-08,8.0
2023-04-09,11.0
2023-04-10,5.0
2023-04-11,4.0
2023-04-12,5.0
2023-04-13,4.0
2023-04-14,4.0
2023-04-15,24.0
2023-04-16,10.0
2023-04-17,5.0
2023-04-18,12.0
2023-04-19,20.0
2023-04-20,6.0
2023-04-21,12.0
2023-04-22,23.0
2023-04-23,18.0
2023-04-24,20.0
2023-04-25,13.0
2023-04-26,31.0
2023-04-27,14.294117647058824
2023-04-28,36.23529411764706
2023-04-29,7.647058823529412
2023-04-30,9.058823529411764
2023-05-01,14.294117647058824
2023-05-02,32.911764705882355
2023-05-03,13.382352941176471
2023-05-04,34.82352941176471
2023-05-05,14.294117647058824
2023-05-06,35.32352941176471
2023-05-07,44.38235294117647
2023-05-08,12.382352941176471
2023-05-09,16.705882352941178
2023-05-10,40.05882352941177
2023-05-11,20.029411764705884
2023-05-12,62.5
2023-05-13,27.676470588235297
2023-05-14,99.23529411764707
2023-05-15,31.0
2023-05-16,12.382352941176471
2023-05-17,21.441176470588236
2023-05-18,66.32352941176471
2023-05-19,20.029411764705884
2023-05-20,80.61764705882354
2023-05-21,33.411764705882355
2023-05-22,70.14705882352942
2023-05-23,29.08823529411765
2023-05-24,82.02941176470588
2023-05-25,25.264705882352942
2023-05-26,93.00000000000001
2023-05-27,43.76470588235294
2023-05-28,182.3529411764706
2023-05-29,72.94117647058825
2023-05-30,173.23529411764707
2023-05-31,9.11764705882353
2023-06-01,5.470588235294118
2023-06-02,5.470588235294118
2023-06-03,3.647058823529412
2023-06-04,3.647058823529412
2023-06-05,3.647058823529412
2023-06-06,1.823529411764706
2023-06-07,1.823529411764706
2023-06-08,3.647058823529412
2023-06-09,1.823529411764706
2023-06-10,3.647058823529412
2023-06-11,1.823529411764706
2023-06-12,1.823529411764706
2023-06-13,3.647058823529412
2023-06-14,1.823529411764706
2023-06-15,1.823529411764706
2023-06-16,1.823529411764706
2023-06-17,1.823529411764706
2023-06-18,1.823529411764706
2023-06-19,1.823529411764706
2023-06-20,1.823529411764706
2023-06-21,5.470588235294118
2023-06-22,14.588235294117649
2023-06-23,12.764705882352942
2023-06-24,3.647058823529412
2023-06-25,3.647058823529412
2023-06-26,3.647058823529412
2023-06-27,3.647058823529412
2023-06-28,1.823529411764706
2023-06-29,1.823529411764706
2023-06-30,3.647058823529412
2023-07-01,5.470588235294118
2023-07-02,3.647058823529412
2023-07-03,3.647058823529412
2023-07-04,3.647058823529412
2023-07-05,3.647058823529412
2023-07-06,5.470588235294118
2023-07-07,3.647058823529412
2023-07-08,3.647058823529412
2023-07-09,3.647058823529412
2023-07-10,3.647058823529412
2023-07-11,3.647058823529412
2023-07-12,1.823529411764706
2023-07-13,3.647058823529412
2023-07-14,1.823529411764706
2023-07-15,1.823529411764706
2023-07-16,1.823529411764706
2023-07-17,1.823529411764706
2023-07-18,1.823529411764706
2023-07-19,1.823529411764706
2023-07-20,1.823529411764706
2023-07-21,1.823529411764706
2023-07-22,1.823529411764706
2023-07-23,1.823529411764706
2023-07-24,1.823529411764706
2023-07-25,3.647058823529412
2023-07-26,1.823529411764706
2023-07-27,1.823529411764706
2023-07-28,1.823529411764706
2023-07-29,1.823529411764706
2023-07-30,1.823529411764706
2023-07-31,1.823529411764706
2023-08-01,1.823529411764706
2023-08-02,1.823529411764706
2023-08-03,1.823529411764706
2023-08-04,1.823529411764706
2023-08-05,1.823529411764706
2023-08-06,1.823529411764706
2023-08-07,1.823529411764706
2023-08-08,1.823529411764706
2023-08-09,1.823529411764706
2023-08-10,1.823529411764706
2023-08-11,1.823529411764706
2023-08-12,1.823529411764706
2023-08-13,1.823529411764706
2023-08-14,1.823529411764706
2023-08-15,1.823529411764706
2023-08-16,1.823529411764706
2023-08-17,1.823529411764706
2023-08-18,1.823529411764706
2023-08-19,1.823529411764706
2023-08-20,1.823529411764706
2023-08-21,1.823529411764706
2023-08-22,1.823529411764706
2023-08-23,1.823529411764706
2023-08-24,1.823529411764706
2023-08-25,1.823529411764706
2023-08-26,1.823529411764706
2023-08-27,1.823529411764706
2023-08-28,1.823529411764706
2023-08-29,1.823529411764706
2023-08-30,1.823529411764706
2023-08-31,1.823529411764706
2023-09-01,1.823529411764706
2023-09-02,1.823529411764706
2023-09-03,1.823529411764706
2023-09-04,1.823529411764706
2023-09-05,1.823529411764706
2023-09-06,1.823529411764706
2023-09-07,1.823529411764706
2023-09-08,1.823529411764706
2023-09-09,1.823529411764706
2023-09-10,1.823529411764706
2023-09-11,1.823529411764706
2023-09-12,1.823529411764706
2023-09-13,1.823529411764706
2023-09-14,1.823529411764706
2023-09-15,1.823529411764706
2023-09-16,1.823529411764706
2023-09-17,1.823529411764706
2023-09-18,1.823529411764706
2023-09-19,1.823529411764706
2023-09-20,1.823529411764706
2023-09-21,1.823529411764706
2023-09-22,1.823529411764706
2023-09-23,1.823529411764706
2023-09-24,1.823529411764706
2023-09-25,1.823529411764706
2023-09-26,1.823529411764706
2023-09-27,1.823529411764706
2023-09-28,3.647058823529412
2023-09-29,1.823529411764706
2023-09-30,1.823529411764706
2023-10-01,9.11764705882353
2023-10-02,5.470588235294118
2023-10-03,3.647058823529412
2023-10-04,3.647058823529412
2023-10-05,3.647058823529412
2023-10-06,3.647058823529412
2023-10-07,3.647058823529412
2023-10-08,5.470588235294118
2023-10-09,5.470588235294118
2023-10-10,3.647058823529412
2023-10-11,3.647058823529412
2023-10-12,3.647058823529412
2023-10-13,3.647058823529412
2023-10-14,3.647058823529412
2023-10-15,3.647058823529412
2023-10-16,1.823529411764706
2023-10-17,3.647058823529412
2023-10-18,5.470588235294118
2023-10-19,3.647058823529412
2023-10-20,3.647058823529412
2023-10-21,3.647058823529412
2023-10-22,3.647058823529412
2023-10-23,3.647058823529412
2023-10-24,3.647058823529412
2023-10-25,10.941176470588236
2023-10-26,18.23529411764706
2023-10-27,7.294117647058824
2023-10-28,16.411764705882355
2023-10-29,5.470588235294118
2023-10-30,7.294117647058824
2023-10-31,10.941176470588236
2023-11-01,7.294117647058824
2023-11-02,14.588235294117649
2023-11-03,5.470588235294118
2023-11-04,7.294117647058824
2023-11-05,14.588235294117649
2023-11-06,5.470588235294118
2023-11-07,14.588235294117649
2023-11-08,5.470588235294118
2023-11-09,12.764705882352942
2023-11-10,5.470588235294118
2023-11-11,14.588235294117649
2023-11-12,10.941176470588236
2023-11-13,5.470588235294118
2023-11-14,10.941176470588236
2023-11-15,5.470588235294118
2023-11-16,12.764705882352942
2023-11-17,5.470588235294118
2023-11-18,12.764705882352942
2023-11-19,5.470588235294118
2023-11-20,10.941176470588236
2023-11-21,10.941176470588236
2023-11-22,5.470588235294118
2023-11-23,16.411764705882355
2023-11-24,12.764705882352942
2023-11-25,5.470588235294118
2023-11-26,7.294117647058824
2023-11-27,7.294117647058824
2023-11-28,5.470588235294118
2023-11-29,10.941176470588236
2023-11-30,3.647058823529412
2023-12-01,7.294117647058824
2023-12-02,14.588235294117649
2023-12-03,3.647058823529412
2023-12-04,5.470588235294118
2023-12-05,14.588235294117649
2023-12-06,3.647058823529412
2023-12-07,3.647058823529412
2023-12-08,5.470588235294118
2023-12-09,10.941176470588236
2023-12-10,3.647058823529412
2023-12-11,3.647058823529412
2023-12-12,3.647058823529412
2023-12-13,9.11764705882353
2023-12-14,5.470588235294118
2023-12-15,10.941176470588236
2023-12-16,9.11764705882353
2023-12-17,9.11764705882353
2023-12-18,5.470588235294118
2023-12-19,5.470588235294118
2023-12-20,18.23529411764706
2023-12-21,12.764705882352942
2023-12-22,5.470588235294118
2023-12-23,10.941176470588236
2023-12-24,7.294117647058824
2023-12-25,15.500000000000002
2023-12-26,12.764705882352942
2023-12-27,5.470588235294118
2023-12-28,6.382352941176471
2023-12-29,35.55882352941177
2023-12-30,12.764705882352942
2023-12-31,7.294117647058824
2024-01-01,9.11764705882353
2024-01-02,5.470588235294118
2024-01-03,12.764705882352942
2024-01-04,3.647058823529412
2024-01-05,5.470588235294118
2024-01-06,12.764705882352942
2024-01-07,10.941176470588236
2024-01-08,5.470588235294118
2024-01-09,10.941176470588236
2024-01-10,5.470588235294118
2024-01-11,14.588235294117649
2024-01-12,16.411764705882355
2024-01-13,7.294117647058824
2024-01-14,10.941176470588236
2024-01-15,5.470588235294118
2024-01-16,7.294117647058824
2024-01-17,5.470588235294118
2024-01-18,9.11764705882353
2024-01-19,5.470588235294118
2024-01-20,14.588235294117649
2024-01-21,5.470588235294118
2024-01-22,9.11764705882353
2024-01-23,10.941176470588236
2024-01-24,3.647058823529412
2024-01-25,5.470588235294118
2024-01-26,10.941176470588236
2024-01-27,7.294117647058824
2024-01-28,10.941176470588236
2024-01-29,3.647058823529412
2024-01-30,10.941176470588236
2024-01-31,10.941176470588236
2024-02-01,5.470588235294118
2024-02-02,16.411764705882355
2024-02-03,3.647058823529412
2024-02-04,7.294117647058824
2024-02-05,7.294117647058824
2024-02-06,3.647058823529412
2024-02-07,5.470588235294118
2024-02-08,10.941176470588236
2024-02-09,5.470588235294118
2024-02-10,10.941176470588236
2024-02-11,12.764705882352942
2024-02-12,3.647058823529412
2024-02-13,5.470588235294118
2024-02-14,10.941176470588236
2024-02-15,9.11764705882353
2024-02-16,3.647058823529412
2024-02-17,3.647058823529412
2024-02-18,3.647058823529412
2024-02-19,3.647058823529412
2024-02-20,3.647058823529412
2024-02-21,3.647058823529412
2024-02-22,3.647058823529412
2024-02-23,9.11764705882353
2024-02-24,7.294117647058824
2024-02-25,14.588235294117649
2024-02-26,3.647058823529412
2024-02-27,5.470588235294118
2024-02-28,9.11764705882353
2024-02-29,3.647058823529412
2024-03-01,5.470588235294118
2024-03-02,12.764705882352942
2024-03-03,23.705882352941178
2024-03-04,12.764705882352942
2024-03-05,5.470588235294118
2024-03-06,12.764705882352942
2024-03-07,5.470588235294118
2024-03-08,14.588235294117649
2024-03-09,5.470588235294118
2024-03-10,14.588235294117649
2024-03-11,5.470588235294118
2024-03-12,10.941176470588236
2024-03-13,9.11764705882353
2024-03-14,7.294117647058824
2024-03-15,10.941176470588236
2024-03-16,5.470588235294118
2024-03-17,9.11764705882353
2024-03-18,9.11764705882353
2024-03-19,7.294117647058824
2024-03-20,7.294117647058824
2024-03-21,10.941176470588236
2024-03-22,5.470588235294118
2024-03-23,9.11764705882353
2024-03-24,9.11764705882353
2024-03-25,5.470588235294118
2024-03-26,9.11764705882353
2024-03-27,3.647058823529412
2024-03-28,5.470588235294118
2024-03-29,10.941176470588236
2024-03-30,9.11764705882353
2024-03-31,5.470588235294118
2024-04-01,5.470588235294118
2024-04-02,9.11764705882353
2024-04-03,5.470588235294118
2024-04-04,9.11764705882353
2024-04-05,5.470588235294118
2024-04-06,7.294117647058824
2024-04-07,7.294117647058824
2024-04-08,5.470588235294118
2024-04-09,5.470588235294118
2024-04-10,10.941176470588236
2024-04-11,7.294117647058824
2024-04-12,10.941176470588236
2024-04-13,7.294117647058824
2024-04-14,9.11764705882353
2024-04-15,3.647058823529412
2024-04-16,3.647058823529412
2024-04-17,3.647058823529412
2024-04-18,5.470588235294118
2024-04-19,3.647058823529412
2024-04-20,7.294117647058824
2024-04-21,31.000000000000004
2024-04-22,7.294117647058824
2024-04-23,7.294117647058824
2024-04-24,14.588235294117649
2024-04-25,29.176470588235297
2024-04-26,7.294117647058824
2024-04-27,20.058823529411768
2024-04-28,18.23529411764706
2024-04-29,14.588235294117649
2024-04-30,23.705882352941178
2024-05-01,14.588235294117649
2024-05-02,25.529411764705884
2024-05-03,9.11764705882353
2024-05-04,7.294117647058824
2024-05-05,10.941176470588236
2024-05-06,7.294117647058824
2024-05-07,16.411764705882355
2024-05-08,23.705882352941178
2024-05-09,16.411764705882355
2024-05-10,29.176470588235297
2024-05-11,16.411764705882355
2024-05-12,38.294117647058826
2024-05-13,16.411764705882355
2024-05-14,27.35294117647059
2024-05-15,18.23529411764706
2024-05-16,29.176470588235297
2024-05-17,7.294117647058824
2024-05-18,7.294117647058824
2024-05-19,10.941176470588236
2024-05-20,12.764705882352942
2024-05-21,18.23529411764706
2024-05-22,65.64705882352942
2024-05-23,18.23529411764706
2024-05-24,51.05882352941177
2024-05-25,23.705882352941178
2024-05-26,71.11764705882354
2024-05-27,32.82352941176471
2024-05-28,69.29411764705883
2024-05-29,9.11764705882353
2024-05-30,5.470588235294118
2024-05-31,16.411764705882355
2024-06-01,10.941176470588236
2024-06-02,10.941176470588236
2024-06-03,9.11764705882353
2024-06-04,10.941176470588236
2024-06-05,10.941176470588236
2024-06-06,29.176470588235297
2024-06-07,113.05882352941178
2024-06-08,23.705882352941178
2024-06-09,41.94117647058824
2024-06-10,107.58823529411765
2024-06-11,21.88235294117647
2024-06-12,32.82352941176471
2024-06-13,118.5294117647059
2024-06-14,40.117647058823536
2024-06-15,144.05882352941177
2024-06-16,31.000000000000004
2024-06-17,40.117647058823536
2024-06-18,182.3529411764706
2024-06-19,16.411764705882355
2024-06-20,10.941176470588236
2024-06-21,16.411764705882355
2024-06-22,7.294117647058824
2024-06-23,5.470588235294118
2024-06-24,3.647058823529412
2024-06-25,3.647058823529412
2024-06-26,3.647058823529412
2024-06-27,7.294117647058824
2024-06-28,3.647058823529412
2024-06-29,3.647058823529412
2024-06-30,3.647058823529412
2024-07-01,7.294117647058824
2024-07-02,5.470588235294118
2024-07-03,3.647058823529412
2024-07-04,3.647058823529412
2024-07-05,1.823529411764706
2024-07-06,1.823529411764706
2024-07-07,1.823529411764706
2024-07-08,1.823529411764706
2024-07-09,1.823529411764706
2024-07-10,1.823529411764706
2024-07-11,1.823529411764706
2024-07-12,1.823529411764706
2024-07-13,1.823529411764706
2024-07-14,1.823529411764706
2024-07-15,1.823529411764706
2024-07-16,3.647058823529412
2024-07-17,1.823529411764706
2024-07-18,1.823529411764706
2024-07-19,1.823529411764706
2024-07-20,1.823529411764706
2024-07-21,1.823529411764706
2024-07-22,1.823529411764706
2024-07-23,1.823529411764706
2024-07-24,1.823529411764706
2024-07-25,1.823529411764706
2024-07-26,1.823529411764706
2024-07-27,1.823529411764706
2024-07-28,1.823529411764706
2024-07-29,1.823529411764706
2024-07-30,1.823529411764706
2024-07-31,1.823529411764706
2024-08-01,1.823529411764706
2024-08-02,1.823529411764706
2024-08-03,1.823529411764706
2024-08-04,1.823529411764706
2024-08-05,1.823529411764706
2024-08-06,1.823529411764706
2024-08-07,1.823529411764706
2024-08-08,1.823529411764706
2024-08-09,1.823529411764706
2024-08-10,1.823529411764706
2024-08-11,1.823529411764706
2024-08-12,1.823529411764706
2024-08-13,1.823529411764706
2024-08-14,1.823529411764706
2024-08-15,1.823529411764706
2024-08-16,1.823529411764706
2024-08-17,1.823529411764706
2024-08-18,1.823529411764706
2024-08-19,1.823529411764706
2024-08-20,1.823529411764706
2024-08-21,1.823529411764706
2024-08-22,1.823529411764706
2024-08-23,1.823529411764706
2024-08-24,1.3676470588235294
2024-08-25,1.823529411764706
2024-08-26,1.823529411764706
2024-08-27,1.823529411764706
2024-08-28,1.3676470588235294
2024-08-29,1.823529411764706
2024-08-30,1.823529411764706
2024-08-31,1.823529411764706
2024-09-01,1.823529411764706
2024-09-02,1.823529411764706
2024-09-03,1.823529411764706
2024-09-04,1.3676470588235294
2024-09-05,1.823529411764706
2024-09-06,1.3676470588235294
2024-09-07,1.823529411764706
2024-09-08,1.823529411764706
2024-09-09,1.3676470588235294
2024-09-10,1.823529411764706
2024-09-11,1.3676470588235294
2024-09-12,1.3676470588235294
2024-09-13,0.4558823529411765
2024-09-14,1.3676470588235294
2024-09-15,1.823529411764706
2024-09-16,1.3676470588235294
2024-09-17,1.823529411764706
2024-09-18,1.823529411764706
2024-09-19,1.823529411764706
2024-09-20,1.823529411764706
2024-09-21,1.823529411764706
2024-09-22,1.823529411764706
2024-09-23,1.823529411764706
2024-09-24,1.823529411764706
2024-09-25,1.823529411764706
2024-09-26,1.823529411764706
2024-09-27,1.823529411764706
2024-09-28,1.823529411764706
2024-09-29,1.823529411764706
2024-09-30,1.823529411764706
2024-10-01,1.823529411764706
2024-10-02,1.823529411764706
2024-10-03,1.823529411764706
2024-10-04,6.382352941176471
2024-10-05,3.647058823529412
2024-10-06,4.558823529411765
2024-10-07,2.735294117647059
2024-10-08,1.823529411764706
2024-10-09,2.735294117647059
2024-10-10,2.735294117647059
2024-10-11,2.735294117647059
2024-10-12,3.647058823529412
2024-10-13,8.205882352941178
2024-10-14,4.558823529411765
2024-10-15,4.558823529411765
2024-10-16,5.470588235294118
2024-10-17,2.735294117647059
2024-10-18,2.735294117647059
2024-10-19,3.647058823529412
2024-10-20,2.735294117647059
2024-10-21,4.558823529411765
2024-10-22,19.147058823529413
2024-10-23,31.911764705882355
2024-10-24,12.764705882352942
2024-10-25,17.323529411764707
2024-10-26,9.11764705882353
2024-10-27,14.588235294117649
2024-10-28,8.205882352941178
2024-10-29,14.588235294117649
2024-10-30,9.11764705882353
2024-10-31,17.323529411764707
2024-11-01,8.205882352941178
2024-11-02,20.97058823529412
2024-11-03,10.029411764705884
2024-11-04,6.382352941176471
2024-11-05,10.941176470588236
2024-11-06,5.470588235294118
2024-11-07,21.88235294117647
2024-11-08,7.294117647058824
2024-11-09,15.500000000000002
2024-11-10,13.676470588235295
2024-11-11,8.205882352941178
2024-11-12,7.294117647058824
2024-11-13,16.411764705882355
2024-11-14,10.941176470588236
2024-11-15,5.470588235294118
2024-11-16,7.294117647058824
2024-11-17,17.323529411764707
2024-11-18,6.382352941176471
2024-11-19,11.852941176470589
2024-11-20,31.000000000000004
2024-11-21,6.382352941176471
2024-11-22,7.294117647058824
2024-11-23,14.588235294117649
2024-11-24,15.500000000000002
2024-11-25,9.11764705882353
