Time,world_cup_2022
2025-01-28,8.110717734148697
2025-01-29,7.772771161892501
2025-01-30,9.800450595429675
2025-01-31,7.772771161892501
2025-02-01,7.096878017380109
2025-02-02,6.4209848728677175
2025-02-03,7.434824589636305
2025-02-04,8.786610878661088
2025-02-05,9.462504023173478
2025-02-06,8.786610878661088
2025-02-07,9.462504023173478
2025-02-08,9.462504023173478
2025-02-09,11.828130028966848
2025-02-10,20.27679433537174
2025-02-11,14.193756034760218
2025-02-12,12.50402317347924
2025-02-13,10.13839716768587
2025-02-14,7.772771161892501
2025-02-15,10.476343739942067
2025-02-16,33.79465722561957
2025-02-17,15.883488896041197
2025-02-18,11.828130028966848
2025-02-19,13.517862890247827
2025-02-20,13.517862890247827
2025-02-21,11.828130028966848
2025-02-22,9.462504023173478
2025-02-23,13.517862890247827
2025-02-24,9.124557450917283
2025-02-25,10.814290312198262
2025-02-26,13.855809462504023
2025-02-27,10.476343739942067
2025-02-28,10.13839716768587
2025-03-01,8.448664306404892
2025-03-02,8.448664306404892
2025-03-03,12.166076601223045
2025-03-04,10.814290312198262
2025-03-05,10.814290312198262
2025-03-06,12.166076601223045
2025-03-07,10.476343739942067
2025-03-08,10.814290312198262
2025-03-09,11.828130028966848
2025-03-10,11.828130028966848
2025-03-11,11.152236884454457
2025-03-12,9.800450595429675
2025-03-13,11.828130028966848
2025-03-14,11.152236884454457
2025-03-15,7.772771161892501
2025-03-16,10.13839716768587
2025-03-17,12.166076601223045
2025-03-18,9.124557450917283
2025-03-19,10.814290312198262
2025-03-20,14.531702607016413
2025-03-21,17.573221757322177
2025-03-22,13.855809462504023
2025-03-23,13.179916317991632
2025-03-24,17.23527518506598
2025-03-25,14.193756034760218
2025-03-26,17.91116832957837
2025-03-27,11.152236884454457
2025-03-28,10.814290312198262
2025-03-29,10.814290312198262
2025-03-30,9.462504023173478
2025-03-31,9.124557450917283
2025-04-01,8.110717734148697
2025-04-02,9.462504023173478
2025-04-03,10.476343739942067
2025-04-04,7.772771161892501
2025-04-05,10.13839716768587
2025-04-06,15.207595751528805
2025-04-07,11.490183456710653
2025-04-08,10.814290312198262
2025-04-09,12.841969745735435
2025-04-10,10.814290312198262
2025-04-11,9.800450595429675
2025-04-12,13.179916317991632
2025-04-13,9.800450595429675
2025-04-14,8.110717734148697
2025-04-15,8.593498551657547
2025-04-16,11.514322497586095
2025-04-17,8.086578693273253
2025-04-18,6.879626649501126
2025-04-19,9.800450595429673
2025-04-20,8.593498551657547
2025-04-21,7.38654650788542
2025-04-22,11.1763759253299
2025-04-23,8.593498551657547
2025-04-24,7.38654650788542
2025-04-25,8.42452526552945
2025-04-26,7.048599935629223
2025-04-27,11.1763759253299
2025-04-28,11.007402639201802
2025-04-29,8.42452526552945
2025-04-30,9.800450595429673
2025-05-01,9.969423881557772
2025-05-02,9.631477309301577
2025-05-03,11.1763759253299
2025-05-04,11.007402639201802
2025-05-05,9.631477309301577
2025-05-06,11.1763759253299
2025-05-07,11.007402639201802
2025-05-08,11.683295783714193
2025-05-09,11.514322497586095
2025-05-10,7.048599935629223
2025-05-11,16.6800772449308
2025-05-12,12.552301255230125
2025-05-13,13.92822658513035
2025-05-14,9.800450595429673
2025-05-15,14.000643707756677
2025-05-16,9.800450595429673
2025-05-17,8.400386224654007
2025-05-18,11.200514966205342
2025-05-19,9.800450595429673
2025-05-20,9.800450595429673
2025-05-21,9.800450595429673
2025-05-22,8.400386224654007
2025-05-23,11.200514966205342
2025-05-24,8.400386224654007
2025-05-25,12.60057933698101
2025-05-26,9.800450595429673
2025-05-27,9.800450595429673
2025-05-28,9.800450595429673
2025-05-29,8.400386224654007
2025-05-30,11.200514966205342
2025-05-31,14.000643707756677
2025-06-01,11.200514966205342
2025-06-02,11.200514966205342
2025-06-03,11.200514966205342
2025-06-04,12.60057933698101
2025-06-05,16.800772449308013
2025-06-06,16.800772449308013
2025-06-07,15.400708078532345
2025-06-08,25.20115867396202
2025-06-09,21.000965561635017
2025-06-10,16.800772449308013
2025-06-11,21.000965561635017
2025-06-12,15.400708078532345
2025-06-13,11.200514966205342
2025-06-14,16.800772449308013
2025-06-15,22.401029932410683
2025-06-16,18.20083682008368
2025-06-17,15.400708078532345
2025-06-18,15.400708078532345
2025-06-19,15.400708078532345
2025-06-20,19.600901190859346
2025-06-21,16.800772449308013
2025-06-22,21.000965561635017
2025-06-23,16.800772449308013
2025-06-24,16.800772449308013
2025-06-25,16.800772449308013
2025-06-26,14.000643707756677
2025-06-27,15.400708078532345
2025-06-28,15.400708078532345
2025-06-29,23.80109430318635
2025-06-30,16.800772449308013
2025-07-01,15.400708078532345
2025-07-02,14.000643707756677
2025-07-03,18.20083682008368
2025-07-04,14.000643707756677
2025-07-05,16.800772449308013
2025-07-06,15.400708078532345
2025-07-07,21.000965561635017
2025-07-08,19.600901190859346
2025-07-09,16.800772449308013
2025-07-10,14.000643707756677
2025-07-11,19.600901190859346
2025-07-12,16.800772449308013
2025-07-13,30.80141615706469
2025-07-14,21.000965561635017
2025-07-15,11.200514966205342
2025-07-16,15.400708078532345
2025-07-17,29.401351786289023
2025-07-18,11.200514966205342
2025-07-19,44.802059864821366
2025-07-20,46.20212423559703
2025-07-21,33.60154489861603
2025-07-22,25.20115867396202
2025-07-23,22.401029932410683
2025-07-24,23.80109430318635
2025-07-25,22.401029932410683
2025-07-26,28.001287415513353
2025-07-27,36.40167364016736
2025-07-28,21.000965561635017
2025-07-29,49.002252977148366
2025-07-30,84.00386224654007
2025-07-31,65.80302542645639
2025-08-01,46.20212423559703
2025-08-02,9.800450595429673
2025-08-03,8.400386224654007
2025-08-04,5.600257483102671
2025-08-05,43.4019954940457
2025-08-06,36.40167364016736
2025-08-07,19.600901190859346
2025-08-08,40.60186675249437
2025-08-09,32.20148052784036
2025-08-10,60.20276794335371
2025-08-11,19.600901190859346
2025-08-12,12.60057933698101
2025-08-13,8.400386224654007
2025-08-14,8.400386224654007
2025-08-15,12.60057933698101
2025-08-16,7.000321853878338
2025-08-17,8.400386224654007
2025-08-18,8.400386224654007
2025-08-19,9.800450595429673
2025-08-20,5.600257483102671
2025-08-21,8.400386224654007
2025-08-22,8.400386224654007
2025-08-23,7.000321853878338
2025-08-24,7.000321853878338
2025-08-25,8.400386224654007
2025-08-26,7.000321853878338
2025-08-27,8.400386224654007
2025-08-28,8.400386224654007
2025-08-29,5.600257483102671
2025-08-30,9.800450595429673
2025-08-31,9.800450595429673
2025-09-01,7.000321853878338
2025-09-02,8.400386224654007
2025-09-03,8.400386224654007
2025-09-04,9.800450595429673
2025-09-05,16.800772449308013
2025-09-06,12.60057933698101
2025-09-07,12.60057933698101
2025-09-08,12.60057933698101
2025-09-09,9.800450595429673
2025-09-10,22.401029932410683
2025-09-11,12.60057933698101
2025-09-12,11.200514966205342
2025-09-13,9.800450595429673
2025-09-14,11.200514966205342
2025-09-15,9.800450595429673
2025-09-16,11.200514966205342
2025-09-17,26.601223044737687
2025-09-18,12.60057933698101
2025-09-19,11.200514966205342
2025-09-20,9.800450595429673
2025-09-21,8.400386224654007
2025-09-22,9.800450595429673
2025-09-23,8.400386224654007
2025-09-24,8.400386224654007
2025-09-25,11.200514966205342
2025-09-26,8.400386224654007
2025-09-27,8.400386224654007
2025-09-28,9.800450595429673
2025-09-29,11.200514966205342
2025-09-30,8.400386224654007
2025-10-01,11.200514966205342
2025-10-02,11.200514966205342
2025-10-03,14.000643707756677
2025-10-04,16.800772449308013
2025-10-05,12.60057933698101
2025-10-06,12.60057933698101
2025-10-07,12.60057933698101
2025-10-08,12.60057933698101
2025-10-09,12.60057933698101
2025-10-10,12.60057933698101
2025-10-11,15.400708078532345
2025-10-12,16.800772449308013
2025-10-13,14.000643707756677
2025-10-14,14.000643707756677
2025-10-15,19.600901190859346
2025-10-16,18.20083682008368
2025-10-17,14.000643707756677
2025-10-18,14.000643707756677
2025-10-19,8.400386224654007
2025-10-20,14.000643707756677
2025-10-21,9.800450595429673
2025-10-22,14.000643707756677
2025-10-23,11.200514966205342
2025-10-24,8.400386224654007
2025-10-25,8.400386224654007
2025-10-26,8.400386224654007
2025-10-27,12.60057933698101
2025-10-28,11.200514966205342
2025-10-29,19.600901190859346
2025-10-30,29.401351786289023
2025-10-31,28.001287415513353
2025-11-01,26.601223044737687
2025-11-02,51.802381718699706
2025-11-03,47.6021886063727
2025-11-04,42.00193112327003
2025-11-05,51.802381718699706
2025-11-06,57.40263920180237
2025-11-07,57.40263920180237
2025-11-08,81.20373350498873
2025-11-09,81.20373350498873
2025-11-10,75.60347602188605
2025-11-11,67.20308979723205
2025-11-12,77.00354039266172
2025-11-13,68.60315416800772
2025-11-14,64.40296105568072
2025-11-15,51.802381718699706
2025-11-16,65.80302542645639
2025-11-17,70.00321853878339
2025-11-18,72.80334728033472
2025-11-19,74.20341165111039
2025-11-20,65.80302542645639
2025-11-21,56.002574831026706
2025-11-22,56.002574831026706
2025-11-23,61.60283231412938
2025-11-24,65.80302542645639
2025-11-25,36.40167364016736
2025-11-26,39.20180238171869
2025-11-27,33.60154489861603
2025-11-28,36.40167364016736
2025-11-29,35.00160926939169
2025-11-30,32.20148052784036
2025-12-01,33.60154489861603
2025-12-02,32.20148052784036
2025-12-03,32.20148052784036
2025-12-04,39.20180238171869
2025-12-05,140.00643707756677
2025-12-06,120.40553588670743
2025-12-07,78.40360476343739
2025-12-08,61.60283231412938
2025-12-09,58.80270357257805
2025-12-10,58.80270357257805
2025-12-11,56.440094946894106
2025-12-12,57.14012713228193
2025-12-13,54.60251046025104
2025-12-14,45.85210814290312
2025-12-15,40.77687479884132
2025-12-16,47.68969262954618
2025-12-17,49.52727711618924
2025-12-18,75.34096395236561
2025-12-19,50.22730930157708
2025-12-20,38.23925812681043
2025-12-21,27.651271322819436
2025-12-22,23.276070164145473
2025-12-23,20.73845349211458
2025-12-24,18.20083682008368
2025-12-25,24.413622465400707
2025-12-26,25.11365465078854
2025-12-27,22.57603797875764
2025-12-28,20.038421306726743
2025-12-29,20.73845349211458
2025-12-30,23.276070164145473
2025-12-31,18.20083682008368
2026-01-01,24.413622465400707
2026-01-02,18.900869005471513
2026-01-03,23.276070164145473
2026-01-04,18.20083682008368
2026-01-05,18.20083682008368
2026-01-06,23.276070164145473
2026-01-07,26.951239137431603
2026-01-08,47.68969262954618
2026-01-09,38.93929031219825
2026-01-10,31.85146443514644
2026-01-11,25.02615062761506
2026-01-12,36.40167364016736
2026-01-13,54.60251046025104
2026-01-14,54.60251046025104
2026-01-15,52.32740585774058
2026-01-16,43.22698744769874
2026-01-17,43.22698744769874
2026-01-18,52.32740585774058
2026-01-19,50.05230125523012
2026-01-20,47.77719665271966
2026-01-21,95.55439330543932
2026-01-22,68.2531380753138
2026-01-23,79.6286610878661
2026-01-24,122.85564853556484
2026-01-25,127.40585774058576
2026-01-26,84.17887029288701
2026-01-27,75.07845188284517
2026-01-28,95.55439330543932
2026-01-29,125.1307531380753
2026-01-30,138.78138075313805
2026-01-31,182.0083682008368
2026-02-01,218.41004184100416
2026-02-02,122.85564853556484
2026-02-03,79.6286610878661
2026-02-04,136.5062761506276
2026-02-05,227.510460251046
2026-02-06,120.58054393305437
2026-02-07,100.10460251046024
2026-02-08,95.55439330543932
2026-02-09,77.35355648535564
2026-02-10,72.80334728033472
2026-02-11,63.70292887029288
2026-02-12,45.5020920502092
2026-02-13,109.20502092050208
2026-02-14,120.58054393305437
2026-02-15,172.90794979079496
2026-02-16,213.85983263598325
2026-02-17,207.03451882845187
2026-02-18,104.65481171548116
2026-02-19,72.80334728033472
2026-02-20,75.07845188284517
2026-02-21,109.20502092050208
2026-02-22,91.0041841004184
2026-02-23,102.37970711297069
2026-02-24,91.0041841004184
2026-02-25,91.0041841004184
2026-02-26,113.755230125523
2026-02-27,109.20502092050208
2026-02-28,36.40167364016736
2026-03-01,34.1265690376569
2026-03-02,72.80334728033472
2026-03-03,118.30543933054392
2026-03-04,93.27928870292885
2026-03-05,86.45397489539748
2026-03-06,84.17887029288701
2026-03-07,88.72907949790795
2026-03-08,88.72907949790795
2026-03-09,79.6286610878661
2026-03-10,56.8776150627615
2026-03-11,54.60251046025104
2026-03-12,43.22698744769874
2026-03-13,40.95188284518828
2026-03-14,52.32740585774058
2026-03-15,68.2531380753138
2026-03-16,95.55439330543932
2026-03-17,88.72907949790795
2026-03-18,125.1307531380753
2026-03-19,202.48430962343093
2026-03-20,211.58472803347277
2026-03-21,136.5062761506276
2026-03-22,122.85564853556484
2026-03-23,95.55439330543932
2026-03-24,40.95188284518828
2026-03-25,79.6286610878661
2026-03-26,79.6286610878661
2026-03-27,86.45397489539748
2026-03-28,95.55439330543932
2026-03-29,111.48012552301253
2026-03-30,79.6286610878661
2026-03-31,104.65481171548116
2026-04-01,125.1307531380753
2026-04-02,95.55439330543932
2026-04-03,91.0041841004184
2026-04-04,81.90376569037656
2026-04-05,93.27928870292885
2026-04-06,81.90376569037656
2026-04-07,77.35355648535564
2026-04-08,106.92991631799163
2026-04-09,109.20502092050208
2026-04-10,70.52824267782427
2026-04-11,59.15271966527196
2026-04-12,63.70292887029288
2026-04-13,52.32740585774058
2026-04-14,59.15271966527196
2026-04-15,65.97803347280333
2026-04-16,50.05230125523012
2026-04-17,54.60251046025104
2026-04-18,47.77719665271966
2026-04-19,52.32740585774058
2026-04-20,40.95188284518828
2026-04-21,52.32740585774058
2026-04-22,56.8776150627615
2026-04-23,56.8776150627615
2026-04-24,54.60251046025104
2026-04-25,50.05230125523012
2026-04-26,68.2531380753138
2026-04-27,52.32740585774058
2026-04-28,61.42782426778242
2026-04-29,70.52824267782427
2026-04-30,59.15271966527196
2026-05-01,52.32740585774058
2026-05-02,54.60251046025104
2026-05-03,59.15271966527196
2026-05-04,43.22698744769874
2026-05-05,50.05230125523012
2026-05-06,70.52824267782427
2026-05-07,68.2531380753138
2026-05-08,59.15271966527196
2026-05-09,54.60251046025104
2026-05-10,61.42782426778242
2026-05-11,56.8776150627615
2026-05-12,50.05230125523012
2026-05-13,56.8776150627615
2026-05-14,59.15271966527196
2026-05-15,59.15271966527196
2026-05-16,61.42782426778242
2026-05-17,68.2531380753138
2026-05-18,68.2531380753138
2026-05-19,79.6286610878661
2026-05-20,84.17887029288701
2026-05-21,72.80334728033472
2026-05-22,84.17887029288701
2026-05-23,88.72907949790795
2026-05-24,102.37970711297069
2026-05-25,97.82949790794979
2026-05-26,95.55439330543932
2026-05-27,86.45397489539748
2026-05-28,95.55439330543932
2026-05-29,102.37970711297069
2026-05-30,109.20502092050208
2026-05-31,136.5062761506276
