Time,movies_near_me
2024-11-27,32.67213023359536
2024-11-28,40.840162791994196
2024-11-29,52.778056531192505
2024-11-30,49.63650554719295
2024-12-01,36.44199141439482
2024-12-02,15.707754919997768
2024-12-03,13.822824329598037
2024-12-04,12.566203935998214
2024-12-05,12.566203935998214
2024-12-06,19.47761610079723
2024-12-07,33.92875062719518
2024-12-08,28.902269052795894
2024-12-09,13.822824329598037
2024-12-10,13.822824329598037
2024-12-11,12.566203935998214
2024-12-12,13.194514132798126
2024-12-13,19.47761610079723
2024-12-14,33.92875062719518
2024-12-15,29.530579249595803
2024-12-16,15.079444723197858
2024-12-17,15.079444723197858
2024-12-18,13.822824329598037
2024-12-19,16.33606511679768
2024-12-20,23.875787478396607
2024-12-21,35.185371020795
2024-12-22,37.070301611194736
2024-12-23,27.645648659196073
2024-12-24,33.92875062719518
2024-12-25,62.83101967999107
2024-12-26,49.00819535039304
2024-12-27,45.23833416959357
2024-12-28,51.52143613759268
2024-12-29,47.123264759993305
2024-12-30,32.043820036795445
2024-12-31,29.530579249595803
2025-01-01,43.35340357919384
2025-01-02,27.645648659196073
2025-01-03,27.01733846239616
2025-01-04,41.46847298879411
2025-01-05,29.530579249595803
2025-01-06,14.451134526397947
2025-01-07,15.079444723197858
2025-01-08,14.451134526397947
2025-01-09,15.079444723197858
2025-01-10,20.734236494397056
2025-01-11,38.95523220159446
2025-01-12,29.530579249595803
2025-01-13,13.822824329598037
2025-01-14,13.822824329598037
2025-01-15,13.822824329598037
2025-01-16,14.451134526397947
2025-01-17,25.132407871996428
2025-01-18,41.46847298879411
2025-01-19,35.81368121759491
2025-01-20,25.76071806879634
2025-01-21,15.707754919997768
2025-01-22,14.451134526397947
2025-01-23,17.5926855103975
2025-01-24,24.50409767519652
2025-01-25,45.86664436639349
2025-01-26,30.787199643195628
2025-01-27,13.194514132798126
2025-01-28,15.079444723197858
2025-01-29,12.566203935998214
2025-01-30,13.194514132798126
2025-01-31,24.50409767519652
2025-02-01,41.46847298879411
2025-02-02,32.043820036795445
2025-02-03,12.566203935998214
2025-02-04,13.194514132798126
2025-02-05,10.681273345598482
2025-02-06,13.822824329598037
2025-02-07,19.47761610079723
2025-02-08,37.698611807994645
2025-02-09,21.362546691196965
2025-02-10,11.937893739198303
2025-02-11,14.451134526397947
2025-02-12,15.079444723197858
2025-02-13,19.47761610079723
2025-02-14,40.21185259519429
2025-02-15,52.778056531192505
2025-02-16,41.46847298879411
2025-02-17,25.76071806879634
2025-02-18,15.079444723197858
2025-02-19,13.822824329598037
2025-02-20,14.451134526397947
2025-02-21,23.875787478396607
2025-02-22,42.09678318559402
2025-02-23,30.158889446395715
2025-02-24,13.822824329598037
2025-02-25,11.937893739198303
2025-02-26,10.681273345598482
2025-02-27,12.566203935998214
2025-02-28,19.47761610079723
2025-03-01,37.698611807994645
2025-03-02,29.530579249595803
2025-03-03,13.194514132798126
2025-03-04,12.566203935998214
2025-03-05,11.937893739198303
2025-03-06,13.194514132798126
2025-03-07,21.362546691196965
2025-03-08,38.95523220159446
2025-03-09,28.902269052795894
2025-03-10,13.822824329598037
2025-03-11,13.822824329598037
2025-03-12,13.194514132798126
2025-03-13,15.079444723197858
2025-03-14,21.990856887996877
2025-03-15,39.58354239839438
2025-03-16,30.787199643195628
2025-03-17,13.822824329598037
2025-03-18,13.822824329598037
2025-03-19,14.451134526397947
2025-03-20,14.451134526397947
2025-03-21,23.247477281596698
2025-03-22,38.95523220159446
2025-03-23,27.645648659196073
2025-03-24,13.194514132798126
2025-03-25,14.451134526397947
2025-03-26,13.822824329598037
2025-03-27,14.451134526397947
2025-03-28,24.50409767519652
2025-03-29,40.840162791994196
2025-03-30,32.67213023359536
2025-03-31,14.451134526397947
2025-04-01,14.451134526397947
2025-04-02,13.194514132798126
2025-04-03,15.707754919997768
2025-04-04,27.01733846239616
2025-04-05,43.981713775993754
2025-04-06,32.67213023359536
2025-04-07,14.451134526397947
2025-04-08,14.451134526397947
2025-04-09,12.566203935998214
2025-04-10,14.451134526397947
2025-04-11,25.132407871996428
2025-04-12,43.35340357919384
2025-04-13,31.415509839995536
2025-04-14,14.451134526397947
2025-04-15,15.937851394138013
2025-04-16,15.64913803934733
2025-04-17,16.854874945728607
2025-04-18,30.69540762550402
2025-04-19,43.618916753688836
2025-04-20,35.20420015262917
2025-04-21,20.15793056647248
2025-04-22,16.540719847328653
2025-04-23,15.04626958615669
2025-04-24,15.64913803934733
2025-04-25,26.475328453169553
2025-04-26,49.64760128559523
2025-04-27,38.821410871773004
2025-04-28,16.25200649253797
2025-04-29,17.74645675370993
2025-04-30,15.04626958615669
2025-05-01,16.25200649253797
2025-05-02,26.475328453169553
2025-05-03,48.44186437921395
2025-05-04,37.90438732018241
2025-05-05,15.64913803934733
2025-05-06,15.937851394138013
2025-05-07,14.129246034566098
2025-05-08,14.443401132966052
2025-05-09,24.063854640406994
2025-05-10,38.507255773373046
2025-05-11,38.218542418582366
2025-05-12,16.540719847328653
2025-05-13,15.64913803934733
2025-05-14,14.443401132966052
2025-05-15,15.013094449115524
2025-05-16,24.829348511998752
2025-05-17,45.039283347346576
2025-05-18,36.37788270362608
2025-05-19,16.167947868278258
2025-05-20,19.05508141618509
2025-05-21,16.167947868278258
2025-05-22,20.787361544929187
2025-05-23,32.91332244613788
2025-05-24,57.16524424855527
2025-05-25,52.54583057190433
2025-05-26,47.34899018567204
2025-05-27,22.519641673673288
2025-05-28,19.632508125766456
2025-05-29,18.477654706603722
2025-05-30,28.29390876948695
2025-05-31,43.88442992818384
2025-06-01,35.223029284463344
2025-06-02,16.745374577859625
2025-06-03,18.477654706603722
2025-06-04,16.745374577859625
2025-06-05,17.32280128744099
2025-06-06,26.56162864074285
2025-06-07,39.84244296111428
2025-06-08,33.49074915571925
2025-06-09,18.477654706603722
2025-06-10,20.20993483534782
2025-06-11,17.32280128744099
2025-06-12,19.05508141618509
2025-06-13,28.29390876948695
2025-06-14,43.88442992818384
2025-06-15,39.84244296111428
2025-06-16,21.364788254510554
2025-06-17,21.364788254510554
2025-06-18,20.787361544929187
2025-06-19,24.829348511998752
2025-06-20,28.29390876948695
2025-06-21,39.84244296111428
2025-06-22,34.06817586530061
2025-06-23,20.787361544929187
2025-06-24,21.94221496409192
2025-06-25,19.05508141618509
2025-06-26,19.05508141618509
2025-06-27,29.44876218864968
2025-06-28,42.72957650902111
2025-06-29,36.37788270362608
2025-06-30,20.787361544929187
2025-07-01,22.519641673673288
2025-07-02,23.09706838325465
2025-07-03,28.29390876948695
2025-07-04,41.574723089858374
2025-07-05,57.742670958136635
2025-07-06,40.41986967069564
2025-07-07,22.519641673673288
2025-07-08,24.829348511998752
2025-07-09,23.09706838325465
2025-07-10,23.67449509283602
2025-07-11,30.603615607812415
2025-07-12,47.34899018567204
2025-07-13,40.41986967069564
2025-07-14,21.94221496409192
2025-07-15,23.09706838325465
2025-07-16,21.364788254510554
2025-07-17,20.787361544929187
2025-07-18,30.026188898231048
2025-07-19,44.46185663776521
2025-07-20,38.687589541951546
2025-07-21,21.94221496409192
2025-07-22,21.94221496409192
2025-07-23,21.364788254510554
2025-07-24,21.364788254510554
2025-07-25,30.603615607812415
2025-07-26,47.34899018567204
2025-07-27,37.53273612278881
2025-07-28,20.787361544929187
2025-07-29,21.364788254510554
2025-07-30,17.900227997022355
2025-07-31,20.20993483534782
2025-08-01,28.29390876948695
2025-08-02,43.307003218602475
2025-08-03,34.06817586530061
2025-08-04,18.477654706603722
2025-08-05,20.20993483534782
2025-08-06,18.477654706603722
2025-08-07,19.632508125766456
2025-08-08,28.29390876948695
2025-08-09,39.84244296111428
2025-08-10,34.64560257488198
2025-08-11,16.745374577859625
2025-08-12,19.632508125766456
2025-08-13,16.745374577859625
2025-08-14,16.745374577859625
2025-08-15,25.40677522158012
2025-08-16,38.687589541951546
2025-08-17,30.603615607812415
2025-08-18,15.590521158696891
2025-08-19,16.167947868278258
2025-08-20,16.167947868278258
2025-08-21,16.167947868278258
2025-08-22,23.67449509283602
2025-08-23,39.26501625153291
2025-08-24,25.984201931161486
2025-08-25,14.435667739534159
2025-08-26,13.858241029952792
2025-08-27,13.858241029952792
2025-08-28,13.858241029952792
2025-08-29,25.40677522158012
2025-08-30,36.37788270362608
2025-08-31,38.687589541951546
2025-09-01,30.603615607812415
2025-09-02,13.858241029952792
2025-09-03,12.125960901208693
2025-09-04,13.858241029952792
2025-09-05,24.829348511998752
2025-09-06,40.41986967069564
2025-09-07,28.871335479068318
2025-09-08,14.435667739534159
2025-09-09,14.435667739534159
2025-09-10,12.70338761079006
2025-09-11,13.858241029952792
2025-09-12,25.40677522158012
2025-09-13,39.26501625153291
2025-09-14,27.716482059905584
2025-09-15,12.70338761079006
2025-09-16,14.435667739534159
2025-09-17,12.70338761079006
2025-09-18,13.280814320371425
2025-09-19,23.67449509283602
2025-09-20,36.37788270362608
2025-09-21,26.56162864074285
2025-09-22,13.858241029952792
2025-09-23,14.435667739534159
2025-09-24,13.280814320371425
2025-09-25,13.280814320371425
2025-09-26,21.94221496409192
2025-09-27,35.80045599404471
2025-09-28,24.251921802417385
2025-09-29,13.280814320371425
2025-09-30,12.70338761079006
2025-10-01,12.70338761079006
2025-10-02,13.858241029952792
2025-10-03,22.519641673673288
2025-10-04,33.49074915571925
2025-10-05,24.829348511998752
2025-10-06,12.70338761079006
2025-10-07,13.280814320371425
2025-10-08,11.548534191627326
2025-10-09,14.435667739534159
2025-10-10,23.67449509283602
2025-10-11,37.53273612278881
2025-10-12,30.026188898231048
2025-10-13,18.477654706603722
2025-10-14,13.858241029952792
2025-10-15,12.70338761079006
2025-10-16,12.70338761079006
2025-10-17,21.94221496409192
2025-10-18,33.49074915571925
2025-10-19,26.56162864074285
2025-10-20,13.858241029952792
2025-10-21,12.70338761079006
2025-10-22,12.70338761079006
2025-10-23,12.70338761079006
2025-10-24,22.519641673673288
2025-10-25,36.955309413207445
2025-10-26,28.29390876948695
2025-10-27,13.280814320371425
2025-10-28,12.70338761079006
2025-10-29,12.125960901208693
2025-10-30,12.70338761079006
2025-10-31,20.787361544929187
2025-11-01,35.80045599404471
2025-11-02,23.67449509283602
2025-11-03,13.858241029952792
2025-11-04,13.280814320371425
2025-11-05,10.97110748204596
2025-11-06,13.858241029952792
2025-11-07,21.94221496409192
2025-11-08,38.11016283237018
2025-11-09,29.44876218864968
2025-11-10,13.858241029952792
2025-11-11,19.05508141618509
2025-11-12,12.125960901208693
2025-11-13,13.280814320371425
2025-11-14,21.364788254510554
2025-11-15,35.80045599404471
2025-11-16,24.251921802417385
2025-11-17,12.125960901208693
2025-11-18,11.548534191627326
2025-11-19,12.70338761079006
2025-11-20,16.745374577859625
2025-11-21,24.251921802417385
2025-11-22,38.687589541951546
2025-11-23,28.871335479068318
2025-11-24,17.900227997022355
2025-11-25,20.787361544929187
2025-11-26,23.67449509283602
2025-11-27,29.44876218864968
2025-11-28,39.26501625153291
2025-11-29,38.11016283237018
2025-11-30,30.026188898231048
2025-12-01,13.280814320371425
2025-12-02,15.590521158696891
2025-12-03,13.858241029952792
2025-12-04,13.858241029952792
2025-12-05,21.94221496409192
2025-12-06,36.37788270362608
2025-12-07,30.603615607812415
2025-12-08,16.745374577859625
2025-12-09,17.32280128744099
2025-12-10,17.900227997022355
2025-12-11,16.28957235073772
2025-12-12,24.434358526106582
2025-12-13,38.10379202614611
2025-12-14,30.540776291875023
2025-12-15,19.487137911017285
2025-12-16,19.780194997324376
2025-12-17,19.1984245562266
2025-12-18,21.81421967540839
2025-12-19,29.088522054888788
2025-12-20,37.23330823025765
2025-12-21,31.99737426037767
2025-12-22,23.559530998701714
2025-12-23,28.795464968581697
2025-12-24,30.540776291875023
2025-12-25,51.484512171394954
2025-12-26,46.83034864261275
2025-12-27,46.24857820151497
2025-12-28,39.84910334943943
2025-12-29,31.99737426037767
2025-12-30,34.61316937955945
2025-12-31,31.1225467329728
2026-01-01,41.59441467273276
2026-01-02,38.10379202614611
2026-01-03,43.33972599602609
2026-01-04,30.540776291875023
2026-01-05,17.741826587723956
2026-01-06,18.03488367403105
2026-01-07,16.578285705528405
2026-01-08,19.780194997324376
2026-01-09,27.631924086386142
2026-01-10,43.372448773449705
2026-01-11,34.580736184236926
2026-01-12,18.755653523653926
2026-01-13,22.85845273195322
2026-01-14,21.100110214110668
2026-01-15,20.513996041496483
2026-01-16,25.202909422409963
2026-01-17,38.68353539253622
2026-01-18,36.33907870207948
2026-01-19,28.719594458095074
2026-01-20,17.583425178425557
2026-01-21,18.755653523653926
2026-01-22,17.583425178425557
2026-01-23,22.272338559339037
2026-01-24,32.23627949378019
2026-01-25,23.44456690456741
2026-01-26,18.755653523653926
2026-01-27,16.411196833197184
2026-01-28,15.238968487968815
2026-01-29,18.16953935103974
2026-01-30,25.789023595024148
2026-01-31,41.02799208299297
2026-02-01,36.33907870207948
2026-02-02,16.99731100581137
2026-02-03,19.927881868882295
2026-02-04,21.100110214110668
2026-02-05,24.030681077181594
2026-02-06,28.719594458095074
2026-02-07,44.544677118678074
2026-02-08,32.82239366639437
2026-02-09,19.34176769626811
2026-02-10,21.100110214110668
2026-02-11,18.16953935103974
2026-02-12,16.99731100581137
2026-02-13,32.23627949378019
2026-02-14,58.61141726141852
2026-02-15,49.81970467220574
2026-02-16,34.580736184236926
2026-02-17,24.030681077181594
2026-02-18,19.34176769626811
2026-02-19,19.927881868882295
2026-02-20,24.61679524979578
2026-02-21,41.61410625560715
2026-02-22,32.82239366639437
2026-02-23,19.34176769626811
2026-02-24,17.583425178425557
2026-02-25,16.411196833197184
2026-02-26,19.34176769626811
2026-02-27,30.47793697593763
2026-02-28,36.925192874693664
2026-03-01,28.13348028548089
2026-03-02,15.238968487968815
2026-03-03,15.238968487968815
2026-03-04,13.48062597012626
2026-03-05,14.066740142740445
2026-03-06,21.686224386724852
2026-03-07,38.68353539253622
2026-03-08,32.23627949378019
2026-03-09,15.238968487968815
2026-03-10,14.066740142740445
2026-03-11,14.066740142740445
2026-03-12,15.238968487968815
2026-03-13,25.202909422409963
2026-03-14,38.68353539253622
2026-03-15,30.47793697593763
2026-03-16,18.755653523653926
2026-03-17,17.583425178425557
2026-03-18,16.99731100581137
2026-03-19,17.583425178425557
2026-03-20,25.789023595024148
2026-03-21,37.51130704730785
2026-03-22,29.891822803323446
2026-03-23,15.238968487968815
2026-03-24,14.65285431535463
2026-03-25,14.066740142740445
2026-03-26,13.48062597012626
2026-03-27,21.686224386724852
2026-03-28,35.166850356851114
2026-03-29,29.30570863070926
2026-03-30,19.927881868882295
2026-03-31,17.583425178425557
2026-04-01,16.411196833197184
2026-04-02,19.927881868882295
2026-04-03,26.96125194025252
2026-04-04,36.33907870207948
2026-04-05,32.82239366639437
2026-04-06,18.755653523653926
2026-04-07,18.16953935103974
2026-04-08,17.583425178425557
2026-04-09,18.16953935103974
2026-04-10,22.272338559339037
2026-04-11,36.33907870207948
2026-04-12,26.375137767638332
2026-04-13,11.722283452283705
2026-04-14,12.894511797512074
2026-04-15,11.722283452283705
2026-04-16,12.894511797512074
2026-04-17,19.34176769626811
2026-04-18,33.99462201162274
2026-04-19,27.547366112866705
2026-04-20,13.48062597012626
2026-04-21,15.238968487968815
2026-04-22,14.066740142740445
2026-04-23,15.825082660583
2026-04-24,25.202909422409963
2026-04-25,40.44187791037878
2026-04-26,35.752964529465295
2026-04-27,16.99731100581137
2026-04-28,17.583425178425557
2026-04-29,15.238968487968815
2026-04-30,16.411196833197184
2026-05-01,26.375137767638332
2026-05-02,41.61410625560715
2026-05-03,35.166850356851114
2026-05-04,15.825082660583
2026-05-05,15.825082660583
2026-05-06,15.238968487968815
2026-05-07,15.238968487968815
2026-05-08,22.272338559339037
2026-05-09,38.68353539253622
2026-05-10,36.33907870207948
2026-05-11,15.238968487968815
2026-05-12,15.238968487968815
2026-05-13,13.48062597012626
2026-05-14,15.238968487968815
2026-05-15,21.100110214110668
2026-05-16,33.99462201162274
2026-05-17,31.064051148551815
2026-05-18,15.238968487968815
2026-05-19,16.411196833197184
2026-05-20,16.411196833197184
2026-05-21,18.755653523653926
2026-05-22,29.891822803323446
2026-05-23,49.23359049959156
2026-05-24,48.64747632697737
2026-05-25,38.09742121992204
2026-05-26,20.513996041496483
2026-05-27,19.34176769626811
2026-05-28,18.16953935103974
2026-05-29,28.719594458095074
2026-05-30,42.78633460083552
2026-05-31,36.33907870207948
