Time,crumbl_cookies
2022-06-19,62.0
2022-06-20,67.0
2022-06-21,60.0
2022-06-22,59.0
2022-06-23,62.0
2022-06-24,59.0
2022-06-25,70.0
2022-06-26,71.0
2022-06-27,65.0
2022-06-28,60.0
2022-06-29,57.0
2022-06-30,60.0
2022-07-01,64.0
2022-07-02,71.0
2022-07-03,62.0
2022-07-04,85.0
2022-07-05,61.0
2022-07-06,60.0
2022-07-07,61.0
2022-07-08,66.0
2022-07-09,77.0
2022-07-10,78.0
2022-07-11,81.0
2022-07-12,70.0
2022-07-13,60.0
2022-07-14,59.0
2022-07-15,64.0
2022-07-16,73.0
2022-07-17,75.0
2022-07-18,76.0
2022-07-19,67.0
2022-07-20,64.0
2022-07-21,62.0
2022-07-22,63.0
2022-07-23,77.0
2022-07-24,74.0
2022-07-25,73.0
2022-07-26,64.0
2022-07-27,57.0
2022-07-28,54.0
2022-07-29,59.0
2022-07-30,66.0
2022-07-31,68.0
2022-08-01,81.0
2022-08-02,77.0
2022-08-03,65.0
2022-08-04,73.0
2022-08-05,78.0
2022-08-06,86.0
2022-08-07,81.0
2022-08-08,69.0
2022-08-09,81.0
2022-08-10,60.0
2022-08-11,64.0
2022-08-12,74.0
2022-08-13,78.0
2022-08-14,78.0
2022-08-15,78.0
2022-08-16,71.0
2022-08-17,66.0
2022-08-18,68.0
2022-08-19,66.0
2022-08-20,84.0
2022-08-21,73.0
2022-08-22,81.0
2022-08-23,79.0
2022-08-24,70.0
2022-08-25,67.0
2022-08-26,68.0
2022-08-27,100.0
2022-08-28,84.0
2022-08-29,77.86458333333333
2022-08-30,69.09895833333333
2022-08-31,64.22916666666666
2022-09-01,55.963541666666664
2022-09-02,59.859375
2022-09-03,82.234375
2022-09-04,88.078125
2022-09-05,92.94791666666666
2022-09-06,66.17708333333333
2022-09-07,55.963541666666664
2022-09-08,54.98958333333333
2022-09-09,58.885416666666664
2022-09-10,91.0
2022-09-11,92.94791666666666
2022-09-12,87.10416666666666
2022-09-13,72.99479166666666
2022-09-14,70.07291666666666
2022-09-15,61.807291666666664
2022-09-16,62.28125
2022-09-17,82.234375
2022-09-18,76.890625
2022-09-19,86.13020833333333
2022-09-20,72.99479166666666
2022-09-21,68.125
2022-09-22,66.17708333333333
2022-09-23,70.07291666666666
2022-09-24,94.89583333333333
2022-09-25,81.76041666666666
2022-09-26,78.33854166666666
2022-09-27,64.72916666666666
2022-09-28,62.5625
2022-09-29,54.979166666666664
2022-09-30,59.71875
2022-10-01,81.52083333333333
2022-10-02,72.98958333333333
2022-10-03,67.30208333333333
2022-10-04,62.5625
2022-10-05,61.61458333333333
2022-10-06,55.92708333333333
2022-10-07,69.19791666666666
2022-10-08,84.36458333333333
2022-10-09,74.88541666666666
2022-10-10,81.52083333333333
2022-10-11,67.30208333333333
2022-10-12,56.875
2022-10-13,58.77083333333333
2022-10-14,62.5625
2022-10-15,78.67708333333333
2022-10-16,78.67708333333333
2022-10-17,74.88541666666666
2022-10-18,66.35416666666666
2022-10-19,56.875
2022-10-20,69.19791666666666
2022-10-21,64.45833333333333
2022-10-22,81.52083333333333
2022-10-23,74.88541666666666
2022-10-24,75.83333333333333
2022-10-25,61.61458333333333
2022-10-26,53.08333333333333
2022-10-27,53.08333333333333
2022-10-28,51.1875
2022-10-29,68.25
2022-10-30,56.875
2022-10-31,55.92708333333333
2022-11-01,44.55208333333333
2022-11-02,42.65625
2022-11-03,41.70833333333333
2022-11-04,47.39583333333333
2022-11-05,65.40625
2022-11-06,54.979166666666664
2022-11-07,65.40625
2022-11-08,58.77083333333333
2022-11-09,42.65625
2022-11-10,48.34375
2022-11-11,55.92708333333333
2022-11-12,72.04166666666666
2022-11-13,61.61458333333333
2022-11-14,56.875
2022-11-15,53.08333333333333
2022-11-16,44.55208333333333
2022-11-17,44.55208333333333
2022-11-18,50.23958333333333
2022-11-19,74.88541666666666
2022-11-20,68.25
2022-11-21,63.510416666666664
2022-11-22,58.77083333333333
2022-11-23,59.71875
2022-11-24,37.916666666666664
2022-11-25,45.5
2022-11-26,55.92708333333333
2022-11-27,45.5
2022-11-28,39.8125
2022-11-29,39.8125
2022-11-30,36.02083333333333
2022-12-01,39.8125
2022-12-02,44.55208333333333
2022-12-03,64.45833333333333
2022-12-04,55.92708333333333
2022-12-05,50.23958333333333
2022-12-06,51.1875
2022-12-07,41.70833333333333
2022-12-08,43.604166666666664
2022-12-09,42.65625
2022-12-10,58.77083333333333
2022-12-11,52.135416666666664
2022-12-12,54.979166666666664
2022-12-13,52.135416666666664
2022-12-14,43.604166666666664
2022-12-15,45.5
2022-12-16,50.23958333333333
2022-12-17,64.45833333333333
2022-12-18,53.08333333333333
2022-12-19,62.5625
2022-12-20,58.77083333333333
2022-12-21,65.40625
2022-12-22,67.30208333333333
2022-12-23,61.61458333333333
2022-12-24,49.291666666666664
2022-12-25,26.541666666666664
2022-12-26,54.03125
2022-12-27,53.08333333333333
2022-12-28,62.5625
2022-12-29,55.92708333333333
2022-12-30,60.666666666666664
2022-12-31,61.61458333333333
2023-01-01,48.34375
2023-01-02,61.61458333333333
2023-01-03,46.447916666666664
2023-01-04,44.55208333333333
2023-01-05,40.760416666666664
2023-01-06,44.55208333333333
2023-01-07,64.45833333333333
2023-01-08,62.5625
2023-01-09,52.135416666666664
2023-01-10,46.447916666666664
2023-01-11,42.65625
2023-01-12,43.604166666666664
2023-01-13,49.291666666666664
2023-01-14,70.14583333333333
2023-01-15,66.35416666666666
2023-01-16,72.04166666666666
2023-01-17,51.1875
2023-01-18,44.55208333333333
2023-01-19,41.70833333333333
2023-01-20,51.1875
2023-01-21,76.78125
2023-01-22,61.61458333333333
2023-01-23,57.822916666666664
2023-01-24,52.135416666666664
2023-01-25,43.604166666666664
2023-01-26,45.5
2023-01-27,50.23958333333333
2023-01-28,69.19791666666666
2023-01-29,62.5625
2023-01-30,58.77083333333333
2023-01-31,54.03125
2023-02-01,47.39583333333333
2023-02-02,53.08333333333333
2023-02-03,56.875
2023-02-04,80.57291666666666
2023-02-05,70.14583333333333
2023-02-06,65.40625
2023-02-07,60.666666666666664
2023-02-08,50.23958333333333
2023-02-09,53.08333333333333
2023-02-10,56.875
2023-02-11,82.46875
2023-02-12,67.30208333333333
2023-02-13,64.45833333333333
2023-02-14,87.20833333333333
2023-02-15,55.92708333333333
2023-02-16,39.8125
2023-02-17,52.135416666666664
2023-02-18,69.19791666666666
2023-02-19,64.45833333333333
2023-02-20,69.19791666666666
2023-02-21,53.08333333333333
2023-02-22,46.447916666666664
2023-02-23,49.291666666666664
2023-02-24,54.979166666666664
2023-02-25,73.9375
2023-02-26,81.52083333333333
2023-02-27,55.92708333333333
2023-02-28,50.23958333333333
2023-03-01,45.5
2023-03-02,44.55208333333333
2023-03-03,47.39583333333333
2023-03-04,68.25
2023-03-05,62.5625
2023-03-06,55.92708333333333
2023-03-07,53.08333333333333
2023-03-08,45.5
2023-03-09,46.447916666666664
2023-03-10,50.23958333333333
2023-03-11,67.30208333333333
2023-03-12,66.35416666666666
2023-03-13,62.5625
2023-03-14,66.35416666666666
2023-03-15,51.1875
2023-03-16,54.03125
2023-03-17,58.77083333333333
2023-03-18,74.88541666666666
2023-03-19,63.510416666666664
2023-03-20,59.71875
2023-03-21,54.03125
2023-03-22,47.39583333333333
2023-03-23,50.23958333333333
2023-03-24,54.979166666666664
2023-03-25,75.83333333333333
2023-03-26,62.5625
2023-03-27,61.61458333333333
2023-03-28,51.1875
2023-03-29,49.291666666666664
2023-03-30,51.1875
2023-03-31,54.03125
2023-04-01,70.14583333333333
2023-04-02,68.25
2023-04-03,56.875
2023-04-04,51.1875
2023-04-05,48.34375
2023-04-06,50.23958333333333
2023-04-07,60.666666666666664
2023-04-08,68.25
2023-04-09,47.39583333333333
2023-04-10,54.03125
2023-04-11,49.291666666666664
2023-04-12,45.5
2023-04-13,43.604166666666664
2023-04-14,48.34375
2023-04-15,65.40625
2023-04-16,57.822916666666664
2023-04-17,60.666666666666664
2023-04-18,55.92708333333333
2023-04-19,51.1875
2023-04-20,48.34375
2023-04-21,52.135416666666664
2023-04-22,71.09375
2023-04-23,60.666666666666664
2023-04-24,64.45833333333333
2023-04-25,53.08333333333333
2023-04-26,52.13541666666667
2023-04-27,48.42932581018519
2023-04-28,54.16948784722223
2023-04-29,71.86393229166666
2023-04-30,63.61574074074074
2023-05-01,64.4517505787037
2023-05-02,49.62738715277778
2023-05-03,45.19719328703704
2023-05-04,45.55924479166667
2023-05-05,47.59331597222222
2023-05-06,64.4517505787037
2023-05-07,50.46339699074074
2023-05-08,59.54759837962963
2023-05-09,54.16948784722223
2023-05-10,52.13541666666667
2023-05-11,51.29940682870371
2023-05-12,54.16948784722223
2023-05-13,72.22598379629629
2023-05-14,67.32183159722223
2023-05-15,55.84150752314815
2023-05-16,47.231264467592595
2023-05-17,43.525173611111114
2023-05-18,40.655092592592595
2023-05-19,46.75730613425926
2023-05-20,58.711588541666664
2023-05-21,49.26533564814815
2023-05-22,52.97142650462963
2023-05-23,47.59331597222222
2023-05-24,44.361183449074076
2023-05-25,48.06727430555556
2023-05-26,48.514901620370374
2023-05-27,57.92824074074075
2023-05-28,50.68721064814815
2023-05-29,69.51388888888889
2023-05-30,48.514901620370374
2023-05-31,43.44618055555556
2023-06-01,43.44618055555556
2023-06-02,44.17028356481482
2023-06-03,55.75593171296297
2023-06-04,49.23900462962963
2023-06-05,51.41131365740741
2023-06-06,45.618489583333336
2023-06-07,44.17028356481482
2023-06-08,44.894386574074076
2023-06-09,47.066695601851855
2023-06-10,57.92824074074075
2023-06-11,52.13541666666667
2023-06-12,60.82465277777778
2023-06-13,52.13541666666667
2023-06-14,49.96310763888889
2023-06-15,50.68721064814815
2023-06-16,51.41131365740741
2023-06-17,65.16927083333334
2023-06-18,55.03182870370371
2023-06-19,61.54875578703704
2023-06-20,54.30772569444445
2023-06-21,52.13541666666667
2023-06-22,45.618489583333336
2023-06-23,52.13541666666667
2023-06-24,59.37644675925926
2023-06-25,52.85951967592593
2023-06-26,60.10054976851852
2023-06-27,55.75593171296297
2023-06-28,53.58362268518519
2023-06-29,48.514901620370374
2023-06-30,51.41131365740741
2023-07-01,57.92824074074075
2023-07-02,52.13541666666667
2023-07-03,66.61747685185186
2023-07-04,59.37644675925926
2023-07-05,44.17028356481482
2023-07-06,43.44618055555556
2023-07-07,48.514901620370374
2023-07-08,57.92824074074075
2023-07-09,52.13541666666667
2023-07-10,55.75593171296297
2023-07-11,48.514901620370374
2023-07-12,46.342592592592595
2023-07-13,45.618489583333336
2023-07-14,49.23900462962963
2023-07-15,55.75593171296297
2023-07-16,52.13541666666667
2023-07-17,61.54875578703704
2023-07-18,52.13541666666667
2023-07-19,50.68721064814815
2023-07-20,47.066695601851855
2023-07-21,46.342592592592595
2023-07-22,58.65234375
2023-07-23,57.92824074074075
2023-07-24,66.61747685185186
2023-07-25,55.75593171296297
2023-07-26,44.894386574074076
2023-07-27,46.342592592592595
2023-07-28,49.96310763888889
2023-07-29,57.92824074074075
2023-07-30,51.41131365740741
2023-07-31,60.82465277777778
2023-08-01,53.58362268518519
2023-08-02,48.514901620370374
2023-08-03,47.790798611111114
2023-08-04,57.20413773148149
2023-08-05,57.92824074074075
2023-08-06,52.85951967592593
2023-08-07,55.75593171296297
2023-08-08,45.618489583333336
2023-08-09,39.82566550925926
2023-08-10,42.7220775462963
2023-08-11,41.99797453703704
2023-08-12,52.13541666666667
2023-08-13,48.514901620370374
2023-08-14,50.68721064814815
2023-08-15,44.17028356481482
2023-08-16,39.82566550925926
2023-08-17,36.92925347222222
2023-08-18,41.27387152777778
2023-08-19,52.85951967592593
2023-08-20,45.618489583333336
2023-08-21,47.790798611111114
2023-08-22,40.54976851851852
2023-08-23,36.92925347222222
2023-08-24,34.75694444444444
2023-08-25,36.92925347222222
2023-08-26,48.514901620370374
2023-08-27,43.44618055555556
2023-08-28,44.17028356481482
2023-08-29,36.92925347222222
2023-08-30,33.30873842592593
2023-08-31,34.03284143518519
2023-09-01,39.1015625
2023-09-02,52.13541666666667
2023-09-03,42.7220775462963
2023-09-04,65.16927083333334
2023-09-05,35.4810474537037
2023-09-06,31.13642939814815
2023-09-07,31.86053240740741
2023-09-08,34.03284143518519
2023-09-09,49.96310763888889
2023-09-10,40.54976851851852
2023-09-11,43.44618055555556
2023-09-12,34.75694444444444
2023-09-13,32.58463541666667
2023-09-14,33.30873842592593
2023-09-15,36.20515046296296
2023-09-16,49.96310763888889
2023-09-17,41.99797453703704
2023-09-18,41.99797453703704
2023-09-19,36.92925347222222
2023-09-20,32.58463541666667
2023-09-21,36.20515046296296
2023-09-22,39.1015625
2023-09-23,50.68721064814815
2023-09-24,45.618489583333336
2023-09-25,49.23900462962963
2023-09-26,41.27387152777778
2023-09-27,65.16927083333334
2023-09-28,48.514901620370374
2023-09-29,39.1015625
2023-09-30,53.58362268518519
2023-10-01,43.44618055555556
2023-10-02,42.7220775462963
2023-10-03,36.20515046296296
2023-10-04,34.03284143518519
2023-10-05,33.30873842592593
2023-10-06,35.4810474537037
2023-10-07,49.23900462962963
2023-10-08,41.27387152777778
2023-10-09,51.41131365740741
2023-10-10,39.1015625
2023-10-11,34.03284143518519
2023-10-12,34.75694444444444
2023-10-13,36.92925347222222
2023-10-14,48.514901620370374
2023-10-15,43.44618055555556
2023-10-16,47.790798611111114
2023-10-17,39.82566550925926
2023-10-18,37.65335648148148
2023-10-19,36.92925347222222
2023-10-20,37.65335648148148
2023-10-21,48.514901620370374
2023-10-22,41.27387152777778
2023-10-23,43.44618055555556
2023-10-24,37.65335648148148
2023-10-25,35.4810474537037
2023-10-26,33.30873842592593
2023-10-27,34.75694444444444
2023-10-28,43.44618055555556
2023-10-29,37.65335648148148
2023-10-30,44.894386574074076
2023-10-31,35.4810474537037
2023-11-01,28.240017361111114
2023-11-02,25.343605324074076
2023-11-03,33.30873842592593
2023-11-04,43.44618055555556
2023-11-05,36.20515046296296
2023-11-06,37.65335648148148
2023-11-07,36.92925347222222
2023-11-08,32.58463541666667
2023-11-09,31.86053240740741
2023-11-10,39.1015625
2023-11-11,51.41131365740741
2023-11-12,43.44618055555556
2023-11-13,39.82566550925926
2023-11-14,35.4810474537037
2023-11-15,34.03284143518519
2023-11-16,31.13642939814815
2023-11-17,35.4810474537037
2023-11-18,46.342592592592595
2023-11-19,41.99797453703704
2023-11-20,46.342592592592595
2023-11-21,38.37745949074074
2023-11-22,38.37745949074074
2023-11-23,26.067708333333336
2023-11-24,26.791811342592595
2023-11-25,31.86053240740741
2023-11-26,30.41232638888889
2023-11-27,40.54976851851852
2023-11-28,34.03284143518519
2023-11-29,30.41232638888889
2023-11-30,31.13642939814815
2023-12-01,34.03284143518519
2023-12-02,49.23900462962963
2023-12-03,39.82566550925926
2023-12-04,43.44618055555556
2023-12-05,36.20515046296296
2023-12-06,33.30873842592593
2023-12-07,28.240017361111114
2023-12-08,34.03284143518519
2023-12-09,47.066695601851855
2023-12-10,43.44618055555556
2023-12-11,47.790798611111114
2023-12-12,43.44618055555556
2023-12-13,37.65335648148148
2023-12-14,36.92925347222222
2023-12-15,39.82566550925926
2023-12-16,51.41131365740741
2023-12-17,44.17028356481482
2023-12-18,44.17028356481482
2023-12-19,41.99797453703704
2023-12-20,39.82566550925926
2023-12-21,36.92925347222222
2023-12-22,38.39038990162037
2023-12-23,41.00233289930556
2023-12-24,29.39082392939815
2023-12-25,22.279097945601855
2023-12-26,29.39082392939815
2023-12-27,38.39038990162037
2023-12-28,36.50254991319444
2023-12-29,36.14049840856482
2023-12-30,39.69636140046296
2023-12-31,32.946686921296305
2024-01-01,40.640281394675924
2024-01-02,34.83452690972222
2024-01-03,37.446469907407405
2024-01-04,32.58463541666667
2024-01-05,37.446469907407405
2024-01-06,50.94581886574075
2024-01-07,41.584201388888886
2024-01-08,35.77844690393519
2024-01-09,34.83452690972222
2024-01-10,30.334743923611114
2024-01-11,32.58463541666667
2024-01-12,35.19657841435185
2024-01-13,45.50211588541667
2024-01-14,41.584201388888886
2024-01-15,44.196144386574076
2024-01-16,33.52855541087963
2024-01-17,31.278663917824076
2024-01-18,31.278663917824076
2024-01-19,34.83452690972222
2024-01-20,49.05797887731482
2024-01-21,45.3857421875
2024-01-22,45.3857421875
2024-01-23,43.05826822916667
2024-01-24,45.3857421875
2024-01-25,39.56705729166667
2024-01-26,44.222005208333336
2024-01-27,62.84179687500001
2024-01-28,54.695638020833336
2024-01-29,46.54947916666667
2024-01-30,45.3857421875
2024-01-31,39.56705729166667
2024-02-01,36.07584635416667
2024-02-02,43.05826822916667
2024-02-03,58.186848958333336
2024-02-04,50.04069010416667
2024-02-05,43.05826822916667
2024-02-06,39.56705729166667
2024-02-07,37.239583333333336
2024-02-08,37.239583333333336
2024-02-09,41.89453125
2024-02-10,60.51432291666667
2024-02-11,43.05826822916667
2024-02-12,39.56705729166667
2024-02-13,52.3681640625
2024-02-14,69.82421875
2024-02-15,41.89453125
2024-02-16,39.56705729166667
2024-02-17,54.695638020833336
2024-02-18,48.876953125
2024-02-19,59.35058593750001
2024-02-20,53.53190104166667
2024-02-21,47.713216145833336
2024-02-22,46.54947916666667
2024-02-23,50.04069010416667
2024-02-24,69.82421875
2024-02-25,62.84179687500001
2024-02-26,53.53190104166667
2024-02-27,52.3681640625
2024-02-28,44.222005208333336
2024-02-29,43.05826822916667
2024-03-01,45.3857421875
2024-03-02,65.16927083333334
2024-03-03,60.51432291666667
2024-03-04,52.3681640625
2024-03-05,50.04069010416667
2024-03-06,46.54947916666667
2024-03-07,46.54947916666667
2024-03-08,44.222005208333336
2024-03-09,64.00553385416667
2024-03-10,58.186848958333336
2024-03-11,55.859375
2024-03-12,46.54947916666667
2024-03-13,43.05826822916667
2024-03-14,43.05826822916667
2024-03-15,41.89453125
2024-03-16,59.35058593750001
2024-03-17,50.04069010416667
2024-03-18,55.859375
2024-03-19,45.3857421875
2024-03-20,40.730794270833336
2024-03-21,41.89453125
2024-03-22,46.54947916666667
2024-03-23,59.35058593750001
2024-03-24,50.04069010416667
2024-03-25,64.00553385416667
2024-03-26,57.02311197916667
2024-03-27,51.204427083333336
2024-03-28,48.876953125
2024-03-29,58.186848958333336
2024-03-30,61.678059895833336
2024-03-31,39.56705729166667
2024-04-01,53.53190104166667
2024-04-02,46.54947916666667
2024-04-03,41.89453125
2024-04-04,40.730794270833336
2024-04-05,45.3857421875
2024-04-06,57.02311197916667
2024-04-07,48.876953125
2024-04-08,47.713216145833336
2024-04-09,43.05826822916667
2024-04-10,40.730794270833336
2024-04-11,39.56705729166667
2024-04-12,46.54947916666667
2024-04-13,55.859375
2024-04-14,48.876953125
2024-04-15,53.53190104166667
2024-04-16,45.3857421875
2024-04-17,41.89453125
2024-04-18,45.3857421875
2024-04-19,50.04069010416667
2024-04-20,65.16927083333334
2024-04-21,53.53190104166667
2024-04-22,70.98795572916667
2024-04-23,60.51432291666667
2024-04-24,46.54947916666667
2024-04-25,44.222005208333336
2024-04-26,47.713216145833336
2024-04-27,61.678059895833336
2024-04-28,53.53190104166667
2024-04-29,65.16927083333334
2024-04-30,52.3681640625
2024-05-01,44.222005208333336
2024-05-02,39.56705729166667
2024-05-03,43.05826822916667
2024-05-04,59.35058593750001
2024-05-05,54.695638020833336
2024-05-06,64.00553385416667
2024-05-07,55.859375
2024-05-08,46.54947916666667
2024-05-09,48.876953125
2024-05-10,50.04069010416667
2024-05-11,70.98795572916667
2024-05-12,64.00553385416667
2024-05-13,61.678059895833336
2024-05-14,50.04069010416667
2024-05-15,43.05826822916667
2024-05-16,37.239583333333336
2024-05-17,41.89453125
2024-05-18,55.859375
2024-05-19,51.204427083333336
2024-05-20,73.3154296875
2024-05-21,73.3154296875
2024-05-22,52.3681640625
2024-05-23,47.713216145833336
2024-05-24,52.3681640625
2024-05-25,64.00553385416667
2024-05-26,60.51432291666667
2024-05-27,86.11653645833334
2024-05-28,59.35058593750001
2024-05-29,50.04069010416667
2024-05-30,46.54947916666667
2024-05-31,48.876953125
2024-06-01,61.678059895833336
2024-06-02,60.51432291666667
2024-06-03,65.16927083333334
2024-06-04,53.53190104166667
2024-06-05,47.713216145833336
2024-06-06,46.54947916666667
2024-06-07,48.876953125
2024-06-08,58.186848958333336
2024-06-09,58.186848958333336
2024-06-10,68.66048177083334
2024-06-11,58.186848958333336
2024-06-12,48.876953125
2024-06-13,46.54947916666667
2024-06-14,52.3681640625
2024-06-15,58.186848958333336
2024-06-16,57.02311197916667
2024-06-17,84.95279947916667
2024-06-18,79.13411458333334
2024-06-19,73.3154296875
2024-06-20,65.16927083333334
2024-06-21,66.3330078125
2024-06-22,73.3154296875
2024-06-23,68.66048177083334
2024-06-24,75.64290364583334
2024-06-25,75.64290364583334
2024-06-26,58.186848958333336
2024-06-27,64.00553385416667
2024-06-28,76.806640625
2024-06-29,75.64290364583334
2024-06-30,72.15169270833334
2024-07-01,96.59016927083334
2024-07-02,97.75390625
2024-07-03,86.11653645833334
2024-07-04,86.11653645833334
2024-07-05,68.66048177083334
2024-07-06,84.95279947916667
2024-07-07,75.64290364583334
2024-07-08,94.2626953125
2024-07-09,86.11653645833334
2024-07-10,73.3154296875
2024-07-11,70.98795572916667
2024-07-12,69.82421875
2024-07-13,79.13411458333334
2024-07-14,67.49674479166667
2024-07-15,89.60774739583334
2024-07-16,74.47916666666667
2024-07-17,72.15169270833334
2024-07-18,69.82421875
2024-07-19,69.82421875
2024-07-20,83.7890625
2024-07-21,77.97037760416667
2024-07-22,98.91764322916667
2024-07-23,97.75390625
2024-07-24,93.09895833333334
2024-07-25,80.2978515625
2024-07-26,81.46158854166667
2024-07-27,84.95279947916667
2024-07-28,84.95279947916667
2024-07-29,104.736328125
2024-07-30,97.75390625
2024-07-31,94.2626953125
2024-08-01,79.13411458333334
2024-08-02,80.2978515625
2024-08-03,89.60774739583334
2024-08-04,87.2802734375
2024-08-05,90.771484375
2024-08-06,86.11653645833334
2024-08-07,80.2978515625
2024-08-08,69.82421875
2024-08-09,76.806640625
2024-08-10,82.62532552083334
2024-08-11,83.7890625
2024-08-12,82.62532552083334
2024-08-13,87.2802734375
2024-08-14,64.00553385416667
2024-08-15,64.00553385416667
2024-08-16,62.84179687500001
2024-08-17,91.93522135416667
2024-08-18,76.98373103487319
2024-08-19,90.2908104053442
2024-08-20,83.63727072010869
2024-08-21,70.91205983922102
2024-08-22,69.69772560009058
2024-08-23,69.11585711050725
2024-08-24,92.13761039402175
2024-08-25,83.05540223052537
2024-08-26,82.42293648097827
2024-08-27,70.91205983922102
2024-08-28,64.2585201539855
2024-08-29,65.47285439311594
2024-08-30,69.69772560009058
2024-08-31,84.85160495923913
2024-09-01,90.92327615489131
2024-09-02,116.37369791666667
2024-09-03,78.19806527400362
2024-09-04,60.6155174365942
2024-09-05,56.972514719202906
2024-09-06,61.82985167572464
2024-09-07,86.06593919836956
2024-09-08,86.06593919836956
2024-09-09,78.19806527400362
2024-09-10,67.90152287137681
2024-09-11,59.40118319746377
2024-09-12,58.186848958333336
2024-09-13,58.186848958333336
2024-09-14,84.85160495923913
2024-09-15,70.91205983922102
2024-09-16,81.84106799139494
2024-09-17,74.63095844655797
2024-09-18,64.51150645380434
2024-09-19,56.92191745923913
2024-09-20,60.716711956521735
2024-09-21,83.48547894021739
2024-09-22,77.16082144474638
2024-09-23,89.8101364356884
2024-09-24,102.45945142663044
2024-09-25,126.49314990942028
2024-09-26,96.13479393115942
2024-09-27,88.5452049365942
2024-09-28,122.69835541213767
2024-09-29,94.86986243206522
2024-09-30,78.42575294384058
2024-10-01,70.83616394927536
2024-10-02,61.98164345561594
2024-10-03,64.51150645380434
2024-10-04,65.77643795289855
2024-10-05,84.7504104393116
2024-10-06,83.48547894021739
2024-10-07,75.89588994565217
2024-10-08,67.04136945199275
2024-10-09,59.45178045742754
2024-10-10,55.65698596014493
2024-10-11,63.24657495471014
2024-10-12,82.22054744112319
2024-10-13,82.22054744112319
2024-10-14,88.5452049365942
2024-10-15,75.89588994565217
2024-10-16,61.98164345561594
