Time,avatar
2024-09-23,18.095411644582516
2024-09-24,16.1285190745192
2024-09-25,16.52189758853186
2024-09-26,16.915276102544524
2024-09-27,16.915276102544524
2024-09-28,20.455682728658495
2024-09-29,21.242439756683822
2024-09-30,16.52189758853186
2024-10-01,15.341762046493871
2024-10-02,16.52189758853186
2024-10-03,18.882168672607843
2024-10-04,18.48879015859518
2024-10-05,22.422575298721814
2024-10-06,21.242439756683822
2024-10-07,17.702033130569852
2024-10-08,16.52189758853186
2024-10-09,17.702033130569852
2024-10-10,16.915276102544524
2024-10-11,18.882168672607843
2024-10-12,21.242439756683822
2024-10-13,22.815953812734477
2024-10-14,18.48879015859518
2024-10-15,17.702033130569852
2024-10-16,16.915276102544524
2024-10-17,17.308654616557188
2024-10-18,17.308654616557188
2024-10-19,20.06230421464583
2024-10-20,21.242439756683822
2024-10-21,16.915276102544524
2024-10-22,17.308654616557188
2024-10-23,16.915276102544524
2024-10-24,16.52189758853186
2024-10-25,17.702033130569852
2024-10-26,22.422575298721814
2024-10-27,21.242439756683822
2024-10-28,17.702033130569852
2024-10-29,16.52189758853186
2024-10-30,16.52189758853186
2024-10-31,18.48879015859518
2024-11-01,18.095411644582516
2024-11-02,20.84906124267116
2024-11-03,20.455682728658495
2024-11-04,17.702033130569852
2024-11-05,15.735140560506535
2024-11-06,11.407976906367239
2024-11-07,15.735140560506535
2024-11-08,16.52189758853186
2024-11-09,20.84906124267116
2024-11-10,22.815953812734477
2024-11-11,19.66892570063317
2024-11-12,17.702033130569852
2024-11-13,18.882168672607843
2024-11-14,16.915276102544524
2024-11-15,16.915276102544524
2024-11-16,19.66892570063317
2024-11-17,22.422575298721814
2024-11-18,17.308654616557188
2024-11-19,16.915276102544524
2024-11-20,17.308654616557188
2024-11-21,16.52189758853186
2024-11-22,18.095411644582516
2024-11-23,20.84906124267116
2024-11-24,23.20933232674714
2024-11-25,20.455682728658495
2024-11-26,20.06230421464583
2024-11-27,20.455682728658495
2024-11-28,23.20933232674714
2024-11-29,22.815953812734477
2024-11-30,24.38946786878513
2024-12-01,23.6027108407598
2024-12-02,20.06230421464583
2024-12-03,18.882168672607843
2024-12-04,18.882168672607843
2024-12-05,21.635818270696486
2024-12-06,22.815953812734477
2024-12-07,25.56960341082312
2024-12-08,24.782846382797793
2024-12-09,19.66892570063317
2024-12-10,18.882168672607843
2024-12-11,19.66892570063317
2024-12-12,19.275547186620507
2024-12-13,18.882168672607843
2024-12-14,22.02919678470915
2024-12-15,22.815953812734477
2024-12-16,18.882168672607843
2024-12-17,18.48879015859518
2024-12-18,19.275547186620507
2024-12-19,19.66892570063317
2024-12-20,20.455682728658495
2024-12-21,22.422575298721814
2024-12-22,23.20933232674714
2024-12-23,21.242439756683822
2024-12-24,22.422575298721814
2024-12-25,25.962981924835784
2024-12-26,23.6027108407598
2024-12-27,24.38946786878513
2024-12-28,25.176224896810456
2024-12-29,24.782846382797793
2024-12-30,22.815953812734477
2024-12-31,22.815953812734477
2025-01-01,25.962981924835784
2025-01-02,23.20933232674714
2025-01-03,22.815953812734477
2025-01-04,25.176224896810456
2025-01-05,25.176224896810456
2025-01-06,21.635818270696486
2025-01-07,20.84906124267116
2025-01-08,20.455682728658495
2025-01-09,18.48879015859518
2025-01-10,20.455682728658495
2025-01-11,23.6027108407598
2025-01-12,25.56960341082312
2025-01-13,20.06230421464583
2025-01-14,19.275547186620507
2025-01-15,18.882168672607843
2025-01-16,19.275547186620507
2025-01-17,19.66892570063317
2025-01-18,23.20933232674714
2025-01-19,23.20933232674714
2025-01-20,22.815953812734477
2025-01-21,19.275547186620507
2025-01-22,19.275547186620507
2025-01-23,19.66892570063317
2025-01-24,18.095411644582516
2025-01-25,21.635818270696486
2025-01-26,23.6027108407598
2025-01-27,18.095411644582516
2025-01-28,18.095411644582516
2025-01-29,16.915276102544524
2025-01-30,18.095411644582516
2025-01-31,19.275547186620507
2025-02-01,22.815953812734477
2025-02-02,24.782846382797793
2025-02-03,17.308654616557188
2025-02-04,17.308654616557188
2025-02-05,18.095411644582516
2025-02-06,18.48879015859518
2025-02-07,19.275547186620507
2025-02-08,23.20933232674714
2025-02-09,34.223930719101716
2025-02-10,18.48879015859518
2025-02-11,17.308654616557188
2025-02-12,17.702033130569852
2025-02-13,17.702033130569852
2025-02-14,18.882168672607843
2025-02-15,29.896767064962418
2025-02-16,30.683524092987742
2025-02-17,24.38946786878513
2025-02-18,23.6027108407598
2025-02-19,22.02919678470915
2025-02-20,31.076902607000406
2025-02-21,37.76433734521569
2025-02-22,38.15771585922835
2025-02-23,39.33785140126634
2025-02-24,32.2570381490384
2025-02-25,25.56960341082312
2025-02-26,23.20933232674714
2025-02-27,23.996089354772465
2025-02-28,27.143117466873772
2025-03-01,27.9298744948991
2025-03-02,29.896767064962418
2025-03-03,25.56960341082312
2025-03-04,21.635818270696486
2025-03-05,20.455682728658495
2025-03-06,20.455682728658495
2025-03-07,20.06230421464583
2025-03-08,25.176224896810456
2025-03-09,26.74973895286111
2025-03-10,20.455682728658495
2025-03-11,21.242439756683822
2025-03-12,20.84906124267116
2025-03-13,20.455682728658495
2025-03-14,20.455682728658495
2025-03-15,24.782846382797793
2025-03-16,26.356360438848448
2025-03-17,19.275547186620507
2025-03-18,19.275547186620507
2025-03-19,20.84906124267116
2025-03-20,19.275547186620507
2025-03-21,18.48879015859518
2025-03-22,23.20933232674714
2025-03-23,25.176224896810456
2025-03-24,19.66892570063317
2025-03-25,18.882168672607843
2025-03-26,19.275547186620507
2025-03-27,19.66892570063317
2025-03-28,19.66892570063317
2025-03-29,23.6027108407598
2025-03-30,24.38946786878513
2025-03-31,18.882168672607843
2025-04-01,19.275547186620507
2025-04-02,16.915276102544524
2025-04-03,18.095411644582516
2025-04-04,21.242439756683822
2025-04-05,23.6027108407598
2025-04-06,25.962981924835784
2025-04-07,19.275547186620507
2025-04-08,17.702033130569852
2025-04-09,17.702033130569852
2025-04-10,17.308654616557188
2025-04-11,17.702033130569852
2025-04-12,21.635818270696486
2025-04-13,21.635818270696486
2025-04-14,17.702033130569852
2025-04-15,17.308654616557188
2025-04-16,17.702033130569852
2025-04-17,17.898722387576186
2025-04-18,18.48879015859518
2025-04-19,20.84906124267116
2025-04-20,25.372914153816787
2025-04-21,21.635818270696486
2025-04-22,17.50534387356352
2025-04-23,17.702033130569852
2025-04-24,15.341762046493871
2025-04-25,17.111965359550858
2025-04-26,18.48879015859518
2025-04-27,21.04575049967749
2025-04-28,17.702033130569852
2025-04-29,17.702033130569852
2025-04-30,17.50534387356352
2025-05-01,17.898722387576186
2025-05-02,17.898722387576186
2025-05-03,21.439129013690156
2025-05-04,22.225886041715484
2025-05-05,17.50534387356352
2025-05-06,17.50534387356352
2025-05-07,17.111965359550858
2025-05-08,17.308654616557188
2025-05-09,17.50534387356352
2025-05-10,18.685479415601513
2025-05-11,24.38946786878513
2025-05-12,20.84906124267116
2025-05-13,17.702033130569852
2025-05-14,17.50534387356352
2025-05-15,17.702033130569852
2025-05-16,17.702033130569852
2025-05-17,21.242439756683822
2025-05-18,21.242439756683822
2025-05-19,17.702033130569852
2025-05-20,17.702033130569852
2025-05-21,17.702033130569852
2025-05-22,17.702033130569852
2025-05-23,17.702033130569852
2025-05-24,21.242439756683822
2025-05-25,21.242439756683822
2025-05-26,21.242439756683822
2025-05-27,17.702033130569852
2025-05-28,17.702033130569852
2025-05-29,17.702033130569852
2025-05-30,17.702033130569852
2025-05-31,21.242439756683822
2025-06-01,21.242439756683822
2025-06-02,17.702033130569852
2025-06-03,17.702033130569852
2025-06-04,17.702033130569852
2025-06-05,17.702033130569852
2025-06-06,21.242439756683822
2025-06-07,21.242439756683822
2025-06-08,21.242439756683822
2025-06-09,21.242439756683822
2025-06-10,17.702033130569852
2025-06-11,17.702033130569852
2025-06-12,17.702033130569852
2025-06-13,17.702033130569852
2025-06-14,21.242439756683822
2025-06-15,21.242439756683822
2025-06-16,21.242439756683822
2025-06-17,21.242439756683822
2025-06-18,17.702033130569852
2025-06-19,21.242439756683822
2025-06-20,21.242439756683822
2025-06-21,24.782846382797793
2025-06-22,21.242439756683822
2025-06-23,21.242439756683822
2025-06-24,21.242439756683822
2025-06-25,21.242439756683822
2025-06-26,21.242439756683822
2025-06-27,21.242439756683822
2025-06-28,21.242439756683822
2025-06-29,21.242439756683822
2025-06-30,21.242439756683822
2025-07-01,21.242439756683822
2025-07-02,21.242439756683822
2025-07-03,21.242439756683822
2025-07-04,21.242439756683822
2025-07-05,21.242439756683822
2025-07-06,24.782846382797793
2025-07-07,21.242439756683822
2025-07-08,21.242439756683822
2025-07-09,21.242439756683822
2025-07-10,21.242439756683822
2025-07-11,21.242439756683822
2025-07-12,24.782846382797793
2025-07-13,24.782846382797793
2025-07-14,21.242439756683822
2025-07-15,21.242439756683822
2025-07-16,21.242439756683822
2025-07-17,24.782846382797793
2025-07-18,24.782846382797793
2025-07-19,28.323253008911763
2025-07-20,31.863659635025734
2025-07-21,28.323253008911763
2025-07-22,35.404066261139704
2025-07-23,31.863659635025734
2025-07-24,31.863659635025734
2025-07-25,35.404066261139704
2025-07-26,35.404066261139704
2025-07-27,38.944472887253674
2025-07-28,60.1869126439375
2025-07-29,67.26772589616544
2025-07-30,49.565692765595585
2025-07-31,42.484879513367645
2025-08-01,31.863659635025734
2025-08-02,31.863659635025734
2025-08-03,31.863659635025734
2025-08-04,28.323253008911763
2025-08-05,28.323253008911763
2025-08-06,24.782846382797793
2025-08-07,24.782846382797793
2025-08-08,28.323253008911763
2025-08-09,28.323253008911763
2025-08-10,35.404066261139704
2025-08-11,28.323253008911763
2025-08-12,28.323253008911763
2025-08-13,31.863659635025734
2025-08-14,28.323253008911763
2025-08-15,31.863659635025734
2025-08-16,28.323253008911763
2025-08-17,31.863659635025734
2025-08-18,21.242439756683822
2025-08-19,24.782846382797793
2025-08-20,24.782846382797793
2025-08-21,24.782846382797793
2025-08-22,24.782846382797793
2025-08-23,28.323253008911763
2025-08-24,24.782846382797793
2025-08-25,21.242439756683822
2025-08-26,21.242439756683822
2025-08-27,21.242439756683822
2025-08-28,21.242439756683822
2025-08-29,21.242439756683822
2025-08-30,24.782846382797793
2025-08-31,31.863659635025734
2025-09-01,28.323253008911763
2025-09-02,21.242439756683822
2025-09-03,21.242439756683822
2025-09-04,17.702033130569852
2025-09-05,17.702033130569852
2025-09-06,21.242439756683822
2025-09-07,24.782846382797793
2025-09-08,17.702033130569852
2025-09-09,17.702033130569852
2025-09-10,17.702033130569852
2025-09-11,17.702033130569852
2025-09-12,17.702033130569852
2025-09-13,21.242439756683822
2025-09-14,24.782846382797793
2025-09-15,17.702033130569852
2025-09-16,17.702033130569852
2025-09-17,17.702033130569852
2025-09-18,17.702033130569852
2025-09-19,21.242439756683822
2025-09-20,24.782846382797793
2025-09-21,24.782846382797793
2025-09-22,21.242439756683822
2025-09-23,28.323253008911763
2025-09-24,21.242439756683822
2025-09-25,28.323253008911763
2025-09-26,28.323253008911763
2025-09-27,35.404066261139704
2025-09-28,38.944472887253674
2025-09-29,24.782846382797793
2025-09-30,24.782846382797793
2025-10-01,28.323253008911763
2025-10-02,31.863659635025734
2025-10-03,35.404066261139704
2025-10-04,38.944472887253674
2025-10-05,35.404066261139704
2025-10-06,28.323253008911763
2025-10-07,31.863659635025734
2025-10-08,24.782846382797793
2025-10-09,24.782846382797793
2025-10-10,24.782846382797793
2025-10-11,28.323253008911763
2025-10-12,28.323253008911763
2025-10-13,24.782846382797793
2025-10-14,24.782846382797793
2025-10-15,21.242439756683822
2025-10-16,24.782846382797793
2025-10-17,24.782846382797793
2025-10-18,24.782846382797793
2025-10-19,28.323253008911763
2025-10-20,21.242439756683822
2025-10-21,21.242439756683822
2025-10-22,21.242439756683822
2025-10-23,21.242439756683822
2025-10-24,21.242439756683822
2025-10-25,24.782846382797793
2025-10-26,28.323253008911763
2025-10-27,21.242439756683822
2025-10-28,24.782846382797793
2025-10-29,28.323253008911763
2025-10-30,28.323253008911763
2025-10-31,28.323253008911763
2025-11-01,31.863659635025734
2025-11-02,31.863659635025734
2025-11-03,24.782846382797793
2025-11-04,28.323253008911763
2025-11-05,28.323253008911763
2025-11-06,28.323253008911763
2025-11-07,31.863659635025734
2025-11-08,35.404066261139704
2025-11-09,38.944472887253674
2025-11-10,28.323253008911763
2025-11-11,31.863659635025734
2025-11-12,31.863659635025734
2025-11-13,31.863659635025734
2025-11-14,38.944472887253674
2025-11-15,49.565692765595585
2025-11-16,46.025286139481615
2025-11-17,42.484879513367645
2025-11-18,53.106099391709556
2025-11-19,42.484879513367645
2025-11-20,38.944472887253674
2025-11-21,46.025286139481615
2025-11-22,49.565692765595585
2025-11-23,56.646506017823526
2025-11-24,46.025286139481615
2025-11-25,38.944472887253674
2025-11-26,49.565692765595585
2025-11-27,60.1869126439375
2025-11-28,53.106099391709556
2025-11-29,60.1869126439375
2025-11-30,60.1869126439375
2025-12-01,49.565692765595585
2025-12-02,56.646506017823526
2025-12-03,60.1869126439375
2025-12-04,46.025286139481615
2025-12-05,56.646506017823526
2025-12-06,70.80813252227941
2025-12-07,70.80813252227941
2025-12-08,56.646506017823526
2025-12-09,63.72731927005147
2025-12-10,60.1869126439375
2025-12-11,60.1869126439375
2025-12-12,63.72731927005147
2025-12-13,88.51016565284925
2025-12-14,95.59097890507721
2025-12-15,92.05057227896323
2025-12-16,88.51016565284925
2025-12-17,102.67179215730513
2025-12-18,141.61626504455882
2025-12-19,247.82846382797794
2025-12-20,354.040662611397
2025-12-21,325.7174096024853
2025-12-22,251.3688704540919
2025-12-23,219.50521081906618
2025-12-24,230.12643069740807
2025-12-25,247.82846382797794
2025-12-26,269.0709035846618
2025-12-27,279.69212346300367
2025-12-28,254.90927708020587
2025-12-29,212.42439756683822
2025-12-30,194.72236443626838
2025-12-31,180.5607379318125
2026-01-01,180.5607379318125
2026-01-02,191.18195781015442
2026-01-03,198.26277106238234
2026-01-04,194.72236443626838
2026-01-05,130.9950451662169
2026-01-06,106.21219878341911
2026-01-07,99.13138553119117
2026-01-08,84.96975902673529
2026-01-09,92.05057227896323
2026-01-10,134.5354517923309
2026-01-11,141.61626504455882
2026-01-12,88.51016565284925
2026-01-13,74.34853914839337
2026-01-14,70.80813252227941
2026-01-15,67.26772589616544
2026-01-16,74.34853914839337
2026-01-17,102.67179215730513
2026-01-18,106.21219878341911
2026-01-19,95.59097890507721
2026-01-20,67.26772589616544
2026-01-21,60.1869126439375
2026-01-22,53.106099391709556
2026-01-23,53.106099391709556
2026-01-24,77.88894577450735
2026-01-25,81.42935240062133
2026-01-26,67.26772589616544
2026-01-27,53.106099391709556
2026-01-28,46.025286139481615
2026-01-29,42.484879513367645
2026-01-30,46.025286139481615
2026-01-31,67.26772589616544
2026-02-01,74.34853914839337
2026-02-02,42.484879513367645
2026-02-03,35.404066261139704
2026-02-04,38.944472887253674
2026-02-05,35.404066261139704
2026-02-06,35.404066261139704
2026-02-07,53.106099391709556
2026-02-08,49.565692765595585
2026-02-09,28.323253008911763
2026-02-10,28.323253008911763
2026-02-11,31.863659635025734
2026-02-12,28.323253008911763
2026-02-13,35.404066261139704
2026-02-14,53.106099391709556
2026-02-15,53.106099391709556
2026-02-16,42.484879513367645
2026-02-17,35.404066261139704
2026-02-18,31.863659635025734
2026-02-19,31.863659635025734
2026-02-20,35.404066261139704
2026-02-21,46.025286139481615
2026-02-22,46.025286139481615
2026-02-23,31.863659635025734
2026-02-24,31.863659635025734
2026-02-25,28.323253008911763
2026-02-26,28.323253008911763
2026-02-27,31.863659635025734
2026-02-28,35.404066261139704
2026-03-01,42.484879513367645
2026-03-02,31.863659635025734
2026-03-03,35.404066261139704
2026-03-04,28.323253008911763
2026-03-05,31.863659635025734
2026-03-06,31.863659635025734
2026-03-07,38.944472887253674
2026-03-08,42.484879513367645
2026-03-09,31.863659635025734
2026-03-10,31.863659635025734
2026-03-11,28.323253008911763
2026-03-12,35.404066261139704
2026-03-13,35.404066261139704
2026-03-14,42.484879513367645
2026-03-15,42.484879513367645
2026-03-16,42.484879513367645
2026-03-17,35.404066261139704
2026-03-18,31.863659635025734
2026-03-19,35.404066261139704
2026-03-20,31.863659635025734
2026-03-21,38.944472887253674
2026-03-22,38.944472887253674
2026-03-23,31.863659635025734
2026-03-24,28.323253008911763
2026-03-25,28.323253008911763
2026-03-26,31.863659635025734
2026-03-27,28.323253008911763
2026-03-28,35.404066261139704
2026-03-29,38.944472887253674
2026-03-30,35.404066261139704
2026-03-31,42.484879513367645
2026-04-01,42.484879513367645
2026-04-02,42.484879513367645
2026-04-03,46.025286139481615
2026-04-04,56.646506017823526
2026-04-05,63.72731927005147
2026-04-06,46.025286139481615
2026-04-07,35.404066261139704
2026-04-08,31.863659635025734
2026-04-09,31.863659635025734
2026-04-10,31.863659635025734
2026-04-11,42.484879513367645
2026-04-12,60.1869126439375
2026-04-13,53.106099391709556
2026-04-14,99.13138553119117
2026-04-15,116.83341866176102
2026-04-16,102.67179215730513
2026-04-17,92.05057227896323
2026-04-18,99.13138553119117
2026-04-19,99.13138553119117
2026-04-20,74.34853914839337
2026-04-21,70.80813252227941
2026-04-22,63.72731927005147
2026-04-23,56.646506017823526
2026-04-24,56.646506017823526
2026-04-25,70.80813252227941
2026-04-26,74.34853914839337
2026-04-27,53.106099391709556
2026-04-28,49.565692765595585
2026-04-29,42.484879513367645
2026-04-30,42.484879513367645
2026-05-01,42.484879513367645
2026-05-02,49.565692765595585
2026-05-03,56.646506017823526
2026-05-04,38.944472887253674
2026-05-05,35.404066261139704
2026-05-06,35.404066261139704
2026-05-07,35.404066261139704
2026-05-08,35.404066261139704
2026-05-09,38.944472887253674
2026-05-10,42.484879513367645
2026-05-11,35.404066261139704
2026-05-12,31.863659635025734
2026-05-13,28.323253008911763
2026-05-14,31.863659635025734
2026-05-15,31.863659635025734
2026-05-16,38.944472887253674
2026-05-17,38.944472887253674
2026-05-18,31.863659635025734
2026-05-19,28.323253008911763
2026-05-20,31.863659635025734
2026-05-21,28.323253008911763
2026-05-22,35.404066261139704
2026-05-23,38.944472887253674
2026-05-24,42.484879513367645
2026-05-25,42.484879513367645
2026-05-26,31.863659635025734
2026-05-27,31.863659635025734
2026-05-28,35.404066261139704
2026-05-29,31.863659635025734
2026-05-30,38.944472887253674
2026-05-31,38.944472887253674
