Time,h&r_block
2022-06-24,5.0
2022-06-25,3.0
2022-06-26,2.0
2022-06-27,6.0
2022-06-28,6.0
2022-06-29,5.0
2022-06-30,6.0
2022-07-01,4.0
2022-07-02,3.0
2022-07-03,2.0
2022-07-04,2.0
2022-07-05,6.0
2022-07-06,6.0
2022-07-07,6.0
2022-07-08,6.0
2022-07-09,3.0
2022-07-10,2.0
2022-07-11,6.0
2022-07-12,5.0
2022-07-13,6.0
2022-07-14,6.0
2022-07-15,5.0
2022-07-16,3.0
2022-07-17,2.0
2022-07-18,6.0
2022-07-19,5.0
2022-07-20,5.0
2022-07-21,5.0
2022-07-22,4.0
2022-07-23,3.0
2022-07-24,2.0
2022-07-25,6.0
2022-07-26,5.0
2022-07-27,5.0
2022-07-28,5.0
2022-07-29,5.0
2022-07-30,3.0
2022-07-31,2.0
2022-08-01,5.0
2022-08-02,5.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,4.0
2022-08-06,3.0
2022-08-07,2.0
2022-08-08,6.0
2022-08-09,6.0
2022-08-10,5.0
2022-08-11,5.0
2022-08-12,5.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,6.0
2022-08-16,5.0
2022-08-17,6.0
2022-08-18,5.0
2022-08-19,5.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,5.0
2022-08-23,5.0
2022-08-24,5.0
2022-08-25,5.0
2022-08-26,4.0
2022-08-27,3.0
2022-08-28,2.0
2022-08-29,4.642857142857142
2022-08-30,5.857142857142858
2022-08-31,5.0
2022-09-01,4.642857142857142
2022-09-02,3.7857142857142856
2022-09-03,2.071428571428571
2022-09-04,2.071428571428571
2022-09-05,2.071428571428571
2022-09-06,5.0
2022-09-07,5.0
2022-09-08,5.0
2022-09-09,4.142857142857142
2022-09-10,2.928571428571429
2022-09-11,2.071428571428571
2022-09-12,5.0
2022-09-13,5.0
2022-09-14,5.0
2022-09-15,5.0
2022-09-16,5.0
2022-09-17,4.142857142857142
2022-09-18,2.071428571428571
2022-09-19,5.857142857142858
2022-09-20,5.857142857142858
2022-09-21,5.0
2022-09-22,5.0
2022-09-23,5.0
2022-09-24,2.928571428571429
2022-09-25,2.071428571428571
2022-09-26,5.0
2022-09-27,5.0
2022-09-28,4.285714285714286
2022-09-29,5.0
2022-09-30,5.0
2022-10-01,3.5714285714285716
2022-10-02,2.857142857142857
2022-10-03,5.714285714285714
2022-10-04,5.714285714285714
2022-10-05,5.0
2022-10-06,5.714285714285714
2022-10-07,6.428571428571429
2022-10-08,4.285714285714286
2022-10-09,2.857142857142857
2022-10-10,7.142857142857143
2022-10-11,7.142857142857143
2022-10-12,6.428571428571429
2022-10-13,7.142857142857143
2022-10-14,7.857142857142858
2022-10-15,5.0
2022-10-16,4.285714285714286
2022-10-17,8.571428571428571
2022-10-18,6.428571428571429
2022-10-19,5.714285714285714
2022-10-20,5.714285714285714
2022-10-21,5.0
2022-10-22,3.5714285714285716
2022-10-23,2.857142857142857
2022-10-24,6.428571428571429
2022-10-25,5.714285714285714
2022-10-26,5.714285714285714
2022-10-27,5.714285714285714
2022-10-28,5.714285714285714
2022-10-29,4.285714285714286
2022-10-30,2.857142857142857
2022-10-31,6.428571428571429
2022-11-01,7.857142857142858
2022-11-02,7.857142857142858
2022-11-03,7.142857142857143
2022-11-04,6.428571428571429
2022-11-05,5.0
2022-11-06,3.5714285714285716
2022-11-07,7.857142857142858
2022-11-08,7.857142857142858
2022-11-09,7.142857142857143
2022-11-10,7.142857142857143
2022-11-11,7.857142857142858
2022-11-12,8.571428571428571
2022-11-13,5.714285714285714
2022-11-14,15.0
2022-11-15,17.857142857142858
2022-11-16,16.42857142857143
2022-11-17,12.857142857142858
2022-11-18,10.714285714285715
2022-11-19,8.571428571428571
2022-11-20,4.285714285714286
2022-11-21,9.285714285714286
2022-11-22,9.285714285714286
2022-11-23,7.857142857142858
2022-11-24,2.857142857142857
2022-11-25,6.428571428571429
2022-11-26,5.0
2022-11-27,4.285714285714286
2022-11-28,8.571428571428571
2022-11-29,7.857142857142858
2022-11-30,7.142857142857143
2022-12-01,7.857142857142858
2022-12-02,7.142857142857143
2022-12-03,6.428571428571429
2022-12-04,4.285714285714286
2022-12-05,8.571428571428571
2022-12-06,8.571428571428571
2022-12-07,7.142857142857143
2022-12-08,7.142857142857143
2022-12-09,7.142857142857143
2022-12-10,5.714285714285714
2022-12-11,3.5714285714285716
2022-12-12,8.571428571428571
2022-12-13,8.571428571428571
2022-12-14,7.142857142857143
2022-12-15,7.142857142857143
2022-12-16,7.142857142857143
2022-12-17,5.714285714285714
2022-12-18,3.5714285714285716
2022-12-19,7.857142857142858
2022-12-20,7.857142857142858
2022-12-21,7.142857142857143
2022-12-22,5.714285714285714
2022-12-23,5.0
2022-12-24,2.857142857142857
2022-12-25,2.142857142857143
2022-12-26,5.0
2022-12-27,7.142857142857143
2022-12-28,7.857142857142858
2022-12-29,7.857142857142858
2022-12-30,6.428571428571429
2022-12-31,5.0
2023-01-01,3.5714285714285716
2023-01-02,9.285714285714286
2023-01-03,13.571428571428571
2023-01-04,12.142857142857142
2023-01-05,12.142857142857142
2023-01-06,12.142857142857142
2023-01-07,10.0
2023-01-08,8.571428571428571
2023-01-09,15.714285714285715
2023-01-10,15.714285714285715
2023-01-11,15.0
2023-01-12,16.42857142857143
2023-01-13,17.142857142857142
2023-01-14,15.0
2023-01-15,11.428571428571429
2023-01-16,20.714285714285715
2023-01-17,21.42857142857143
2023-01-18,23.571428571428573
2023-01-19,26.42857142857143
2023-01-20,29.285714285714285
2023-01-21,30.0
2023-01-22,22.857142857142858
2023-01-23,42.85714285714286
2023-01-24,41.42857142857143
2023-01-25,37.142857142857146
2023-01-26,42.85714285714286
2023-01-27,42.85714285714286
2023-01-28,45.0
2023-01-29,35.0
2023-01-30,47.142857142857146
2023-01-31,56.42857142857143
2023-02-01,46.42857142857143
2023-02-02,47.142857142857146
2023-02-03,49.285714285714285
2023-02-04,48.57142857142857
2023-02-05,41.42857142857143
2023-02-06,45.714285714285715
2023-02-07,45.714285714285715
2023-02-08,43.57142857142857
2023-02-09,40.714285714285715
2023-02-10,39.285714285714285
2023-02-11,40.714285714285715
2023-02-12,31.42857142857143
2023-02-13,37.85714285714286
2023-02-14,37.85714285714286
2023-02-15,38.57142857142857
2023-02-16,39.285714285714285
2023-02-17,41.42857142857143
2023-02-18,47.142857142857146
2023-02-19,30.714285714285715
2023-02-20,40.0
2023-02-21,40.0
2023-02-22,41.42857142857143
2023-02-23,39.285714285714285
2023-02-24,34.285714285714285
2023-02-25,32.142857142857146
2023-02-26,25.0
2023-02-27,35.0
2023-02-28,31.42857142857143
2023-03-01,29.285714285714285
2023-03-02,32.85714285714286
2023-03-03,27.142857142857142
2023-03-04,27.142857142857142
2023-03-05,23.571428571428573
2023-03-06,33.57142857142857
2023-03-07,30.714285714285715
2023-03-08,33.57142857142857
2023-03-09,27.142857142857142
2023-03-10,27.857142857142858
2023-03-11,25.714285714285715
2023-03-12,22.142857142857142
2023-03-13,33.57142857142857
2023-03-14,28.571428571428573
2023-03-15,27.857142857142858
2023-03-16,25.714285714285715
2023-03-17,24.285714285714285
2023-03-18,25.714285714285715
2023-03-19,20.714285714285715
2023-03-20,32.142857142857146
2023-03-21,27.857142857142858
2023-03-22,26.42857142857143
2023-03-23,24.285714285714285
2023-03-24,23.571428571428573
2023-03-25,24.285714285714285
2023-03-26,20.714285714285715
2023-03-27,28.571428571428573
2023-03-28,26.42857142857143
2023-03-29,25.714285714285715
2023-03-30,25.714285714285715
2023-03-31,25.714285714285715
2023-04-01,26.42857142857143
2023-04-02,23.571428571428573
2023-04-03,35.0
2023-04-04,30.714285714285715
2023-04-05,28.571428571428573
2023-04-06,30.0
2023-04-07,31.42857142857143
2023-04-08,30.0
2023-04-09,20.0
2023-04-10,41.42857142857143
2023-04-11,39.285714285714285
2023-04-12,40.714285714285715
2023-04-13,39.285714285714285
2023-04-14,40.0
2023-04-15,49.285714285714285
2023-04-16,40.0
2023-04-17,62.142857142857146
2023-04-18,71.42857142857143
2023-04-19,32.142857142857146
2023-04-20,11.428571428571429
2023-04-21,9.285714285714286
2023-04-22,7.142857142857143
2023-04-23,5.0
2023-04-24,10.714285714285715
2023-04-25,8.571428571428571
2023-04-26,7.321428571428571
2023-04-27,7.1875
2023-04-28,6.5625
2023-04-29,5.044642857142858
2023-04-30,4.1517857142857135
2023-05-01,8.571428571428571
2023-05-02,7.8125
2023-05-03,7.053571428571429
2023-05-04,6.428571428571429
2023-05-05,6.294642857142858
2023-05-06,4.285714285714286
2023-05-07,2.142857142857143
2023-05-08,6.294642857142858
2023-05-09,6.5625
2023-05-10,5.803571428571429
2023-05-11,5.803571428571429
2023-05-12,4.910714285714286
2023-05-13,3.6607142857142856
2023-05-14,2.2767857142857144
2023-05-15,6.294642857142858
2023-05-16,6.428571428571429
2023-05-17,5.535714285714286
2023-05-18,5.669642857142858
2023-05-19,4.419642857142858
2023-05-20,3.3928571428571432
2023-05-21,2.142857142857143
2023-05-22,5.535714285714286
2023-05-23,5.044642857142858
2023-05-24,4.419642857142858
2023-05-25,5.044642857142858
2023-05-26,3.75
2023-05-27,3.2142857142857144
2023-05-28,1.3392857142857142
2023-05-29,2.6785714285714284
2023-05-30,4.821428571428571
2023-05-31,4.821428571428571
2023-06-01,4.553571428571429
2023-06-02,4.285714285714286
2023-06-03,2.6785714285714284
2023-06-04,1.875
2023-06-05,4.821428571428571
2023-06-06,4.821428571428571
2023-06-07,4.553571428571429
2023-06-08,4.553571428571429
2023-06-09,4.553571428571429
2023-06-10,2.4107142857142856
2023-06-11,2.142857142857143
2023-06-12,4.553571428571429
2023-06-13,4.553571428571429
2023-06-14,4.821428571428571
2023-06-15,4.553571428571429
2023-06-16,3.482142857142857
2023-06-17,2.142857142857143
2023-06-18,1.6071428571428572
2023-06-19,4.017857142857142
2023-06-20,4.553571428571429
2023-06-21,4.285714285714286
2023-06-22,4.553571428571429
2023-06-23,3.482142857142857
2023-06-24,2.6785714285714284
2023-06-25,1.875
2023-06-26,4.285714285714286
2023-06-27,4.553571428571429
2023-06-28,4.017857142857142
2023-06-29,4.017857142857142
2023-06-30,3.482142857142857
2023-07-01,2.6785714285714284
2023-07-02,1.875
2023-07-03,3.482142857142857
2023-07-04,1.875
2023-07-05,3.75
2023-07-06,4.017857142857142
2023-07-07,3.75
2023-07-08,2.4107142857142856
2023-07-09,1.6071428571428572
2023-07-10,4.017857142857142
2023-07-11,4.285714285714286
2023-07-12,4.553571428571429
2023-07-13,4.285714285714286
2023-07-14,3.75
2023-07-15,2.6785714285714284
2023-07-16,1.875
2023-07-17,4.553571428571429
2023-07-18,4.017857142857142
2023-07-19,4.553571428571429
2023-07-20,4.285714285714286
2023-07-21,3.75
2023-07-22,2.4107142857142856
2023-07-23,2.142857142857143
2023-07-24,4.285714285714286
2023-07-25,4.821428571428571
2023-07-26,4.017857142857142
2023-07-27,3.75
2023-07-28,4.017857142857142
2023-07-29,2.6785714285714284
2023-07-30,1.875
2023-07-31,4.821428571428571
2023-08-01,4.285714285714286
2023-08-02,4.285714285714286
2023-08-03,3.75
2023-08-04,3.482142857142857
2023-08-05,2.4107142857142856
2023-08-06,1.6071428571428572
2023-08-07,4.553571428571429
2023-08-08,4.553571428571429
2023-08-09,3.482142857142857
2023-08-10,4.017857142857142
2023-08-11,4.017857142857142
2023-08-12,2.142857142857143
2023-08-13,1.875
2023-08-14,4.553571428571429
2023-08-15,3.75
2023-08-16,4.285714285714286
2023-08-17,4.017857142857142
2023-08-18,3.75
2023-08-19,1.875
2023-08-20,1.6071428571428572
2023-08-21,4.285714285714286
2023-08-22,4.821428571428571
2023-08-23,3.75
2023-08-24,4.017857142857142
2023-08-25,2.946428571428571
2023-08-26,2.4107142857142856
2023-08-27,1.6071428571428572
2023-08-28,3.75
2023-08-29,4.017857142857142
2023-08-30,3.482142857142857
2023-08-31,4.017857142857142
2023-09-01,2.946428571428571
2023-09-02,2.142857142857143
2023-09-03,1.3392857142857142
2023-09-04,1.875
2023-09-05,4.017857142857142
2023-09-06,3.75
2023-09-07,4.017857142857142
2023-09-08,3.482142857142857
2023-09-09,2.4107142857142856
2023-09-10,1.3392857142857142
2023-09-11,4.553571428571429
2023-09-12,4.285714285714286
2023-09-13,4.017857142857142
2023-09-14,4.017857142857142
2023-09-15,3.482142857142857
2023-09-16,2.4107142857142856
2023-09-17,1.875
2023-09-18,4.017857142857142
2023-09-19,4.285714285714286
2023-09-20,3.75
2023-09-21,3.482142857142857
2023-09-22,3.2142857142857144
2023-09-23,2.4107142857142856
2023-09-24,2.142857142857143
2023-09-25,4.285714285714286
2023-09-26,4.017857142857142
2023-09-27,4.285714285714286
2023-09-28,4.017857142857142
2023-09-29,3.75
2023-09-30,2.6785714285714284
2023-10-01,2.142857142857143
2023-10-02,4.821428571428571
2023-10-03,5.089285714285714
2023-10-04,4.553571428571429
2023-10-05,4.553571428571429
2023-10-06,4.285714285714286
2023-10-07,2.6785714285714284
2023-10-08,2.4107142857142856
2023-10-09,5.089285714285714
2023-10-10,5.625
2023-10-11,5.625
2023-10-12,5.892857142857142
2023-10-13,5.357142857142857
2023-10-14,4.821428571428571
2023-10-15,4.017857142857142
2023-10-16,8.571428571428571
2023-10-17,5.892857142857142
2023-10-18,4.285714285714286
2023-10-19,4.285714285714286
2023-10-20,3.75
2023-10-21,2.6785714285714284
2023-10-22,2.4107142857142856
2023-10-23,4.553571428571429
2023-10-24,5.625
2023-10-25,5.089285714285714
2023-10-26,5.625
2023-10-27,5.357142857142857
2023-10-28,4.285714285714286
2023-10-29,2.946428571428571
2023-10-30,7.5
2023-10-31,7.5
2023-11-01,16.607142857142858
2023-11-02,12.589285714285714
2023-11-03,10.178571428571429
2023-11-04,8.035714285714285
2023-11-05,4.017857142857142
2023-11-06,10.178571428571429
2023-11-07,8.303571428571429
2023-11-08,8.035714285714285
2023-11-09,8.035714285714285
2023-11-10,7.232142857142857
2023-11-11,5.357142857142857
2023-11-12,3.75
2023-11-13,8.303571428571429
2023-11-14,8.035714285714285
2023-11-15,7.232142857142857
2023-11-16,6.696428571428571
2023-11-17,6.428571428571429
2023-11-18,5.892857142857142
2023-11-19,2.946428571428571
2023-11-20,6.964285714285714
2023-11-21,6.696428571428571
2023-11-22,5.892857142857142
2023-11-23,2.4107142857142856
2023-11-24,5.089285714285714
2023-11-25,4.017857142857142
2023-11-26,2.946428571428571
2023-11-27,7.232142857142857
2023-11-28,7.232142857142857
2023-11-29,6.696428571428571
2023-11-30,6.696428571428571
2023-12-01,6.696428571428571
2023-12-02,4.553571428571429
2023-12-03,2.946428571428571
2023-12-04,7.232142857142857
2023-12-05,7.232142857142857
2023-12-06,7.5
2023-12-07,6.160714285714286
2023-12-08,6.160714285714286
2023-12-09,4.821428571428571
2023-12-10,3.2142857142857144
2023-12-11,7.232142857142857
2023-12-12,7.232142857142857
2023-12-13,6.428571428571429
2023-12-14,7.232142857142857
2023-12-15,6.964285714285714
2023-12-16,4.821428571428571
2023-12-17,2.946428571428571
2023-12-18,7.232142857142857
2023-12-19,6.964285714285714
2023-12-20,6.160714285714286
2023-12-21,5.892857142857142
2023-12-22,5.5887544557170274
2023-12-23,3.725836303811352
2023-12-24,1.862918151905676
2023-12-25,1.7289895804771045
2023-12-26,5.454825884288455
2023-12-27,7.18381546476556
2023-12-28,7.18381546476556
2023-12-29,7.451672607622704
2023-12-30,4.858188236907047
2023-12-31,3.457979160954209
2024-01-01,4.858188236907047
2024-01-02,10.90965176857691
2024-01-03,12.90649849191116
2024-01-04,12.042003701672607
2024-01-05,10.313014121195504
2024-01-06,9.18066218809981
2024-01-07,7.3177440361941315
2024-01-08,11.177508911434055
2024-01-09,12.772569920482589
2024-01-10,12.772569920482589
2024-01-11,13.904921853578283
2024-01-12,14.903345215245407
2024-01-13,11.177508911434055
2024-01-14,10.90965176857691
2024-01-15,16.364477652865368
2024-01-16,18.629181519056758
2024-01-17,21.088737318343846
2024-01-18,23.219512613106662
2024-01-19,24.084007403345215
2024-01-20,26.811420345489445
2024-01-21,20.35919934192487
2024-01-22,31.46421716479298
2024-01-23,33.31505346860433
2024-01-24,36.09130792432136
2024-01-25,38.867562380038386
2024-01-26,36.09130792432136
2024-01-27,37.01672607622704
2024-01-28,32.38963531669866
2024-01-29,51.82341650671785
2024-01-30,52.74883465862352
2024-01-31,49.047162051000825
2024-02-01,49.9725802029065
2024-02-02,46.270907595283795
2024-02-03,49.047162051000825
2024-02-04,42.56923498766109
2024-02-05,47.19632574718947
2024-02-06,49.047162051000825
2024-02-07,45.34548944337812
2024-02-08,40.71839868384974
2024-02-09,38.867562380038386
2024-02-10,39.79298053194406
2024-02-11,29.61338086098163
2024-02-12,37.01672607622704
2024-02-13,41.643816835755416
2024-02-14,34.24047162051001
2024-02-15,37.94214422813271
2024-02-16,38.867562380038386
2024-02-17,38.867562380038386
2024-02-18,31.46421716479298
2024-02-19,41.643816835755416
2024-02-20,40.71839868384974
2024-02-21,36.09130792432136
2024-02-22,37.01672607622704
2024-02-23,32.38963531669866
2024-02-24,30.538799012887303
2024-02-25,24.98629010145325
2024-02-26,35.16588977241568
2024-02-27,32.38963531669866
2024-02-28,29.61338086098163
2024-02-29,28.687962709075954
2024-03-01,29.61338086098163
2024-03-02,29.61338086098163
2024-03-03,25.911708253358924
2024-03-04,32.38963531669866
2024-03-05,29.61338086098163
2024-03-06,29.61338086098163
2024-03-07,25.911708253358924
2024-03-08,24.98629010145325
2024-03-09,26.837126405264602
2024-03-10,21.284617493830545
2024-03-11,30.538799012887303
2024-03-12,26.837126405264602
2024-03-13,24.98629010145325
2024-03-14,24.98629010145325
2024-03-15,24.98629010145325
2024-03-16,23.135453797641897
2024-03-17,20.35919934192487
2024-03-18,29.61338086098163
2024-03-19,25.911708253358924
2024-03-20,24.98629010145325
2024-03-21,24.060871949547572
2024-03-22,22.21003564573622
2024-03-23,24.060871949547572
2024-03-24,20.35919934192487
2024-03-25,26.837126405264602
2024-03-26,24.98629010145325
2024-03-27,24.060871949547572
2024-03-28,24.060871949547572
2024-03-29,24.060871949547572
2024-03-30,22.21003564573622
2024-03-31,15.73210858239649
2024-04-01,33.31505346860433
2024-04-02,30.538799012887303
2024-04-03,30.538799012887303
2024-04-04,28.687962709075954
2024-04-05,27.762544557170276
2024-04-06,29.61338086098163
2024-04-07,28.687962709075954
2024-04-08,34.24047162051001
2024-04-09,37.01672607622704
2024-04-10,38.867562380038386
2024-04-11,38.867562380038386
2024-04-12,46.270907595283795
2024-04-13,49.9725802029065
2024-04-14,56.45050726624623
2024-04-15,92.54181519056759
2024-04-16,45.34548944337812
2024-04-17,13.881272278585138
2024-04-18,10.179599670962435
2024-04-19,9.25418151905676
2024-04-20,5.552508911434055
2024-04-21,4.62709075952838
2024-04-22,9.25418151905676
2024-04-23,8.328763367151083
2024-04-24,8.328763367151083
2024-04-25,7.403345215245407
2024-04-26,6.477927063339731
2024-04-27,4.62709075952838
2024-04-28,2.7762544557170274
2024-04-29,8.328763367151083
2024-04-30,7.403345215245407
2024-05-01,6.477927063339731
2024-05-02,5.552508911434055
2024-05-03,5.552508911434055
2024-05-04,3.7016726076227036
2024-05-05,2.7762544557170274
2024-05-06,6.477927063339731
2024-05-07,5.552508911434055
2024-05-08,5.552508911434055
2024-05-09,5.552508911434055
2024-05-10,4.62709075952838
2024-05-11,2.7762544557170274
2024-05-12,1.8508363038113518
2024-05-13,5.552508911434055
2024-05-14,5.552508911434055
2024-05-15,4.62709075952838
2024-05-16,4.62709075952838
2024-05-17,3.7016726076227036
2024-05-18,2.7762544557170274
2024-05-19,1.8508363038113518
2024-05-20,4.62709075952838
2024-05-21,3.7016726076227036
2024-05-22,4.62709075952838
2024-05-23,4.62709075952838
2024-05-24,3.7016726076227036
2024-05-25,1.8508363038113518
2024-05-26,1.8508363038113518
2024-05-27,1.8508363038113518
2024-05-28,4.62709075952838
2024-05-29,4.62709075952838
2024-05-30,4.62709075952838
2024-05-31,3.7016726076227036
2024-06-01,2.7762544557170274
2024-06-02,1.8508363038113518
2024-06-03,4.62709075952838
2024-06-04,4.62709075952838
2024-06-05,3.7016726076227036
2024-06-06,3.7016726076227036
2024-06-07,3.7016726076227036
2024-06-08,1.8508363038113518
2024-06-09,1.8508363038113518
2024-06-10,3.7016726076227036
2024-06-11,3.7016726076227036
2024-06-12,3.7016726076227036
2024-06-13,3.7016726076227036
2024-06-14,3.7016726076227036
2024-06-15,2.7762544557170274
2024-06-16,1.8508363038113518
2024-06-17,4.62709075952838
2024-06-18,3.7016726076227036
2024-06-19,3.7016726076227036
2024-06-20,3.7016726076227036
2024-06-21,3.7016726076227036
2024-06-22,2.7762544557170274
2024-06-23,1.8508363038113518
2024-06-24,3.7016726076227036
2024-06-25,3.7016726076227036
2024-06-26,3.7016726076227036
2024-06-27,3.7016726076227036
2024-06-28,3.7016726076227036
2024-06-29,1.8508363038113518
2024-06-30,1.8508363038113518
2024-07-01,3.7016726076227036
2024-07-02,3.7016726076227036
2024-07-03,2.7762544557170274
2024-07-04,0.9254181519056759
2024-07-05,1.8508363038113518
2024-07-06,1.8508363038113518
2024-07-07,1.8508363038113518
2024-07-08,3.7016726076227036
2024-07-09,3.7016726076227036
2024-07-10,3.7016726076227036
2024-07-11,3.7016726076227036
2024-07-12,2.7762544557170274
2024-07-13,1.8508363038113518
2024-07-14,1.8508363038113518
2024-07-15,4.62709075952838
2024-07-16,3.7016726076227036
2024-07-17,3.7016726076227036
2024-07-18,2.7762544557170274
2024-07-19,2.7762544557170274
2024-07-20,1.8508363038113518
2024-07-21,0.9254181519056759
2024-07-22,3.7016726076227036
2024-07-23,3.7016726076227036
2024-07-24,2.7762544557170274
2024-07-25,3.7016726076227036
2024-07-26,2.7762544557170274
2024-07-27,1.8508363038113518
2024-07-28,0.9254181519056759
2024-07-29,3.7016726076227036
2024-07-30,3.7016726076227036
2024-07-31,3.7016726076227036
2024-08-01,2.7762544557170274
2024-08-02,2.7762544557170274
2024-08-03,1.8508363038113518
2024-08-04,0.9254181519056759
2024-08-05,3.7016726076227036
2024-08-06,2.7762544557170274
2024-08-07,2.7762544557170274
2024-08-08,2.7762544557170274
2024-08-09,2.7762544557170274
2024-08-10,1.8508363038113518
2024-08-11,1.8508363038113518
2024-08-12,3.7016726076227036
2024-08-13,3.7016726076227036
2024-08-14,3.7016726076227036
2024-08-15,3.7016726076227036
2024-08-16,3.7016726076227036
2024-08-17,1.8508363038113518
2024-08-18,1.6657526734302166
2024-08-19,3.7016726076227036
2024-08-20,3.7016726076227036
2024-08-21,3.7016726076227036
2024-08-22,3.7016726076227036
2024-08-23,2.868796270907595
2024-08-24,1.6657526734302166
2024-08-25,1.6657526734302166
2024-08-26,3.7016726076227036
2024-08-27,3.7016726076227036
2024-08-28,3.7016726076227036
2024-08-29,3.7016726076227036
2024-08-30,2.868796270907595
2024-08-31,2.0359199341924867
2024-09-01,1.6657526734302166
2024-09-02,1.6657526734302166
2024-09-03,3.7016726076227036
2024-09-04,3.7016726076227036
2024-09-05,2.868796270907595
2024-09-06,2.868796270907595
2024-09-07,2.0359199341924867
2024-09-08,1.6657526734302166
2024-09-09,3.7016726076227036
2024-09-10,3.7016726076227036
2024-09-11,2.868796270907595
2024-09-12,3.7016726076227036
2024-09-13,2.868796270907595
2024-09-14,2.0359199341924867
2024-09-15,1.6657526734302166
2024-09-16,3.7016726076227036
2024-09-17,2.961338086098163
2024-09-18,2.961338086098163
2024-09-19,2.961338086098163
2024-09-20,2.961338086098163
2024-09-21,2.221003564573622
2024-09-22,2.221003564573622
2024-09-23,3.7016726076227036
2024-09-24,3.7016726076227036
2024-09-25,2.961338086098163
2024-09-26,3.7016726076227036
2024-09-27,2.961338086098163
2024-09-28,2.221003564573622
2024-09-29,1.4806690430490814
2024-09-30,3.7016726076227036
2024-10-01,4.442007129147244
2024-10-02,3.7016726076227036
