Time,math_playground
2022-04-27,61.0
2022-04-28,64.0
2022-04-29,81.0
2022-04-30,12.0
2022-05-01,9.0
2022-05-02,54.0
2022-05-03,62.0
2022-05-04,68.0
2022-05-05,79.0
2022-05-06,100.0
2022-05-07,13.0
2022-05-08,10.0
2022-05-09,65.0
2022-05-10,72.0
2022-05-11,69.0
2022-05-12,85.0
2022-05-13,99.0
2022-05-14,13.0
2022-05-15,9.0
2022-05-16,69.0
2022-05-17,77.0
2022-05-18,77.0
2022-05-19,86.0
2022-05-20,92.0
2022-05-21,14.0
2022-05-22,9.0
2022-05-23,69.0
2022-05-24,95.0
2022-05-25,72.0
2022-05-26,67.0
2022-05-27,58.0
2022-05-28,11.0
2022-05-29,7.0
2022-05-30,6.0
2022-05-31,39.0
2022-06-01,41.0
2022-06-02,42.0
2022-06-03,41.0
2022-06-04,8.0
2022-06-05,6.0
2022-06-06,31.0
2022-06-07,34.0
2022-06-08,33.0
2022-06-09,30.0
2022-06-10,29.0
2022-06-11,7.0
2022-06-12,6.0
2022-06-13,22.0
2022-06-14,24.0
2022-06-15,25.0
2022-06-16,24.0
2022-06-17,17.0
2022-06-18,5.0
2022-06-19,4.0
2022-06-20,8.0
2022-06-21,14.0
2022-06-22,13.0
2022-06-23,13.0
2022-06-24,8.0
2022-06-25,4.0
2022-06-26,3.0
2022-06-27,7.0
2022-06-28,7.0
2022-06-29,8.0
2022-06-30,7.0
2022-07-01,4.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,4.0
2022-07-06,5.0
2022-07-07,5.0
2022-07-08,4.0
2022-07-09,4.0
2022-07-10,3.0
2022-07-11,5.0
2022-07-12,5.0
2022-07-13,5.0
2022-07-14,5.0
2022-07-15,4.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,4.0
2022-07-19,5.0
2022-07-20,4.0
2022-07-21,5.0
2022-07-22,4.0
2022-07-23,3.0
2022-07-24,2.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,4.0
2022-07-28,5.0
2022-07-29,4.0
2022-07-30,3.0
2022-07-31,2.0
2022-08-01,3.0
2022-08-02,4.0
2022-08-03,6.0
2022-08-04,6.0
2022-08-05,6.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,5.0
2022-08-09,7.0
2022-08-10,10.0
2022-08-11,13.0
2022-08-12,16.0
2022-08-13,4.0
2022-08-14,3.0
2022-08-15,13.0
2022-08-16,18.0
2022-08-17,23.0
2022-08-18,29.0
2022-08-19,39.0
2022-08-20,7.0
2022-08-21,5.0
2022-08-22,27.0
2022-08-23,34.0
2022-08-24,38.0
2022-08-25,43.0
2022-08-26,57.0
2022-08-27,8.0
2022-08-28,6.0
2022-08-29,35.8303040894792
2022-08-30,44.91523942677385
2022-08-31,45.92467668647326
2022-09-01,56.01904928346732
2022-09-02,58.03792380286613
2022-09-03,10.594372596994058
2022-09-04,7.06606081789584
2022-09-05,7.06606081789584
2022-09-06,40.87749038797623
2022-09-07,49.96242572527088
2022-09-08,52.9907375043691
2022-09-09,70.151170919259
2022-09-10,11.103809856693463
2022-09-11,8.075498077595245
2022-09-12,45.92467668647326
2022-09-13,55.009612023767914
2022-09-14,55.009612023767914
2022-09-15,61.56623558196435
2022-09-16,72.67004543865781
2022-09-17,12.11324711639287
2022-09-18,8.075498077595245
2022-09-19,47.94355120587207
2022-09-20,56.01904928346732
2022-09-21,58.03792380286613
2022-09-22,65.60398462076196
2022-09-23,75.69835721775603
2022-09-24,13.122684376092275
2022-09-25,8.075498077595245
2022-09-26,39.86805312827683
2022-09-27,52.9907375043691
2022-09-28,55.01922404753582
2022-09-29,60.113596644529885
2022-09-30,72.34009087731562
2022-10-01,12.22649423278574
2022-10-02,8.150996155190493
2022-10-03,44.83047885354771
2022-10-04,59.09472212513107
2022-10-05,47.887102411744145
2022-10-06,55.01922404753582
2022-10-07,66.22684376092275
2022-10-08,11.207619713386928
2022-10-09,8.150996155190493
2022-10-10,29.547361062565535
2022-10-11,47.887102411744145
2022-10-12,50.94372596994058
2022-10-13,59.09472212513107
2022-10-14,70.302341838518
2022-10-15,12.22649423278574
2022-10-16,8.150996155190493
2022-10-17,42.79272981475009
2022-10-18,52.9814750087382
2022-10-19,56.038098566934636
2022-10-20,55.01922404753582
2022-10-21,73.35896539671444
2022-10-22,10.188745193988115
2022-10-23,9.169870674589305
2022-10-24,46.86822789234533
2022-10-25,51.96260048933939
2022-10-26,58.07584760573226
2022-10-27,58.07584760573226
2022-10-28,74.37783991611325
2022-10-29,11.207619713386928
2022-10-30,7.132121635791681
2022-10-31,42.79272981475009
2022-11-01,47.887102411744145
2022-11-02,54.000349528137015
2022-11-03,59.09472212513107
2022-11-04,76.41558895491087
2022-11-05,13.24536875218455
2022-11-06,9.169870674589305
2022-11-07,42.79272981475009
2022-11-08,41.773855295351275
2022-11-09,49.924851450541766
2022-11-10,61.13247116392869
2022-11-11,59.09472212513107
2022-11-12,13.24536875218455
2022-11-13,9.169870674589305
2022-11-14,50.94372596994058
2022-11-15,57.05697308633345
2022-11-16,59.09472212513107
2022-11-17,63.17022020272632
2022-11-18,84.56658511010136
2022-11-19,14.264243271583362
2022-11-20,10.188745193988115
2022-11-21,36.67948269835722
2022-11-22,43.811604334148896
2022-11-23,17.320866829779796
2022-11-24,9.169870674589305
2022-11-25,7.132121635791681
2022-11-26,5.094372596994058
2022-11-27,5.094372596994058
2022-11-28,35.660608178958405
2022-11-29,46.86822789234533
2022-11-30,62.151345683327506
2022-12-01,58.07584760573226
2022-12-02,68.26459279972038
2022-12-03,13.24536875218455
2022-12-04,9.169870674589305
2022-12-05,46.86822789234533
2022-12-06,65.20796924152394
2022-12-07,63.17022020272632
2022-12-08,65.20796924152394
2022-12-09,76.41558895491087
2022-12-10,14.264243271583362
2022-12-11,10.188745193988115
2022-12-12,59.09472212513107
2022-12-13,64.18909472212513
2022-12-14,74.37783991611325
2022-12-15,74.37783991611325
2022-12-16,80.49108703250612
2022-12-17,15.283117790982173
2022-12-18,9.169870674589305
2022-12-19,44.83047885354771
2022-12-20,52.9814750087382
2022-12-21,48.90597693114296
2022-12-22,33.622859140160784
2022-12-23,18.33974134917861
2022-12-24,10.188745193988115
2022-12-25,7.132121635791681
2022-12-26,6.11324711639287
2022-12-27,5.094372596994058
2022-12-28,5.094372596994058
2022-12-29,5.094372596994058
2022-12-30,4.075498077595246
2022-12-31,4.075498077595246
2023-01-01,4.075498077595246
2023-01-02,6.11324711639287
2023-01-03,27.50961202376791
2023-01-04,39.736106256553654
2023-01-05,46.86822789234533
2023-01-06,64.18909472212513
2023-01-07,10.188745193988115
2023-01-08,7.132121635791681
2023-01-09,46.86822789234533
2023-01-10,56.038098566934636
2023-01-11,62.151345683327506
2023-01-12,71.32121635791681
2023-01-13,85.58545962950018
2023-01-14,14.264243271583362
2023-01-15,10.188745193988115
2023-01-16,9.169870674589305
2023-01-17,52.9814750087382
2023-01-18,61.13247116392869
2023-01-19,67.24571828032157
2023-01-20,89.66095770709542
2023-01-21,14.264243271583362
2023-01-22,10.188745193988115
2023-01-23,55.01922404753582
2023-01-24,66.22684376092275
2023-01-25,65.20796924152394
2023-01-26,72.34009087731562
2023-01-27,83.54771059070255
2023-01-28,15.283117790982173
2023-01-29,10.188745193988115
2023-01-30,58.07584760573226
2023-01-31,65.20796924152394
2023-02-01,63.17022020272632
2023-02-02,69.28346731911918
2023-02-03,101.88745193988116
2023-02-04,17.320866829779796
2023-02-05,11.207619713386928
2023-02-06,50.94372596994058
2023-02-07,63.17022020272632
2023-02-08,65.20796924152394
2023-02-09,66.22684376092275
2023-02-10,92.71758126529186
2023-02-11,15.283117790982173
2023-02-12,10.188745193988115
2023-02-13,47.887102411744145
2023-02-14,64.18909472212513
2023-02-15,64.18909472212513
2023-02-16,72.34009087731562
2023-02-17,78.45333799370849
2023-02-18,16.301992310380985
2023-02-19,11.207619713386928
2023-02-20,14.264243271583362
2023-02-21,44.83047885354771
2023-02-22,57.05697308633345
2023-02-23,58.07584760573226
2023-02-24,82.52883607130374
2023-02-25,13.24536875218455
2023-02-26,10.188745193988115
2023-02-27,58.07584760573226
2023-02-28,62.151345683327506
2023-03-01,68.26459279972038
2023-03-02,65.20796924152394
2023-03-03,81.50996155190492
2023-03-04,14.264243271583362
2023-03-05,10.188745193988115
2023-03-06,49.924851450541766
2023-03-07,59.09472212513107
2023-03-08,63.17022020272632
2023-03-09,73.35896539671444
2023-03-10,86.60433414889899
2023-03-11,15.283117790982173
2023-03-12,10.188745193988115
2023-03-13,44.83047885354771
2023-03-14,56.038098566934636
2023-03-15,59.09472212513107
2023-03-16,56.038098566934636
2023-03-17,61.13247116392869
2023-03-18,13.24536875218455
2023-03-19,9.169870674589305
2023-03-20,44.83047885354771
2023-03-21,58.07584760573226
2023-03-22,56.038098566934636
2023-03-23,62.151345683327506
2023-03-24,81.50996155190492
2023-03-25,12.22649423278574
2023-03-26,9.169870674589305
2023-03-27,46.86822789234533
2023-03-28,55.01922404753582
2023-03-29,57.05697308633345
2023-03-30,58.07584760573226
2023-03-31,72.34009087731562
2023-04-01,11.207619713386928
2023-04-02,8.150996155190493
2023-04-03,41.773855295351275
2023-04-04,47.887102411744145
2023-04-05,54.000349528137015
2023-04-06,67.24571828032157
2023-04-07,27.50961202376791
2023-04-08,8.150996155190493
2023-04-09,6.11324711639287
2023-04-10,29.547361062565535
2023-04-11,47.887102411744145
2023-04-12,49.924851450541766
2023-04-13,56.038098566934636
2023-04-14,72.34009087731562
2023-04-15,10.188745193988115
2023-04-16,7.132121635791681
2023-04-17,52.9814750087382
2023-04-18,58.07584760573226
2023-04-19,59.09472212513107
2023-04-20,68.26459279972038
2023-04-21,78.45333799370849
2023-04-22,11.207619713386928
2023-04-23,9.169870674589305
2023-04-24,57.05697308633345
2023-04-25,63.17022020272632
2023-04-26,71.47626248043403
2023-04-27,76.73675592298224
2023-04-28,94.58920945853532
2023-04-29,13.67728295062535
2023-04-30,9.978325456286187
2023-05-01,64.11157166086653
2023-05-02,77.78885461149187
2023-05-03,80.40248924821057
2023-05-04,77.78885461149187
2023-05-05,90.92347613330699
2023-05-06,13.134621521815115
2023-05-07,9.978325456286187
2023-05-08,70.42416379192437
2023-05-09,74.63255854596295
2023-05-10,77.24619318268164
2023-05-11,86.71508137926841
2023-05-12,99.84970290108353
2023-05-13,14.729381639134994
2023-05-14,9.978325456286187
2023-05-15,74.0898971171527
2023-05-16,82.50668662522986
2023-05-17,83.55878531373949
2023-05-18,88.8192787562877
2023-05-19,99.84970290108353
2023-05-20,13.134621521815115
2023-05-21,9.978325456286187
2023-05-22,68.82940367460449
2023-05-23,75.68465723447258
2023-05-24,70.93360105162378
2023-05-25,71.47626248043403
2023-05-26,59.692757169126025
2023-05-27,11.938551433825205
2023-05-28,7.597260003343313
2023-05-29,7.597260003343313
2023-05-30,39.07162287433704
2023-05-31,42.32759144719846
2023-06-01,44.4982371624394
2023-06-02,44.4982371624394
2023-06-03,9.76790571858426
2023-06-04,7.597260003343313
2023-06-05,32.5596857286142
2023-06-06,34.73033144385514
2023-06-07,39.07162287433704
2023-06-08,36.90097715909609
2023-06-09,33.64500858623467
2023-06-10,7.597260003343313
2023-06-11,5.426614288102366
2023-06-12,23.87710286765041
2023-06-13,23.87710286765041
2023-06-14,24.962425725270883
2023-06-15,21.706457152409463
2023-06-16,19.53581143716852
2023-06-17,6.51193714572284
2023-06-18,5.426614288102366
2023-06-19,6.51193714572284
2023-06-20,14.109197149066151
2023-06-21,14.109197149066151
2023-06-22,11.938551433825205
2023-06-23,8.682582860963786
2023-06-24,4.341291430481893
2023-06-25,4.341291430481893
2023-06-26,6.51193714572284
2023-06-27,6.51193714572284
2023-06-28,6.51193714572284
2023-06-29,6.51193714572284
2023-06-30,5.426614288102366
2023-07-01,3.25596857286142
2023-07-02,3.25596857286142
2023-07-03,3.25596857286142
2023-07-04,3.25596857286142
2023-07-05,4.341291430481893
2023-07-06,4.341291430481893
2023-07-07,4.341291430481893
2023-07-08,3.25596857286142
2023-07-09,3.25596857286142
2023-07-10,4.341291430481893
2023-07-11,4.341291430481893
2023-07-12,5.426614288102366
2023-07-13,5.426614288102366
2023-07-14,4.341291430481893
2023-07-15,3.25596857286142
2023-07-16,3.25596857286142
2023-07-17,4.341291430481893
2023-07-18,4.341291430481893
2023-07-19,5.426614288102366
2023-07-20,4.341291430481893
2023-07-21,4.341291430481893
2023-07-22,2.1706457152409464
2023-07-23,2.1706457152409464
2023-07-24,3.25596857286142
2023-07-25,4.341291430481893
2023-07-26,4.341291430481893
2023-07-27,4.341291430481893
2023-07-28,4.341291430481893
2023-07-29,3.25596857286142
2023-07-30,2.1706457152409464
2023-07-31,4.341291430481893
2023-08-01,5.426614288102366
2023-08-02,4.341291430481893
2023-08-03,5.426614288102366
2023-08-04,7.597260003343313
2023-08-05,3.25596857286142
2023-08-06,3.25596857286142
2023-08-07,6.51193714572284
2023-08-08,8.682582860963786
2023-08-09,9.76790571858426
2023-08-10,15.194520006686625
2023-08-11,20.62113429478899
2023-08-12,5.426614288102366
2023-08-13,4.341291430481893
2023-08-14,17.36516572192757
2023-08-15,23.87710286765041
2023-08-16,24.962425725270883
2023-08-17,33.64500858623467
2023-08-18,45.58356002005988
2023-08-19,7.597260003343313
2023-08-20,5.426614288102366
2023-08-21,32.5596857286142
2023-08-22,42.32759144719846
2023-08-23,47.75420573530082
2023-08-24,54.26614288102366
2023-08-25,65.1193714572284
2023-08-26,10.853228576204732
2023-08-27,6.51193714572284
2023-08-28,41.24226858957798
2023-08-29,56.436788596264606
2023-08-30,56.436788596264606
2023-08-31,59.692757169126025
2023-09-01,75.97260003343312
2023-09-02,11.938551433825205
2023-09-03,7.597260003343313
2023-09-04,8.682582860963786
2023-09-05,48.8395285929213
2023-09-06,62.948725741987445
2023-09-07,64.03404859960791
2023-09-08,91.16712004011976
2023-09-09,13.02387429144568
2023-09-10,9.76790571858426
2023-09-11,56.436788596264606
2023-09-12,69.46066288771028
2023-09-13,71.63130860295124
2023-09-14,72.7166314605717
2023-09-15,96.59373432822211
2023-09-16,15.194520006686625
2023-09-17,10.853228576204732
2023-09-18,60.7780800267465
2023-09-19,70.54598574533075
2023-09-20,68.37534003008982
2023-09-21,81.3992143215355
2023-09-22,103.10567147394495
2023-09-23,16.2798428643071
2023-09-24,11.938551433825205
2023-09-25,52.09549716578272
2023-09-26,72.7166314605717
2023-09-27,70.54598574533075
2023-09-28,79.22856860629454
2023-09-29,108.53228576204732
2023-09-30,16.2798428643071
2023-10-01,11.938551433825205
2023-10-02,54.26614288102366
2023-10-03,68.37534003008982
2023-10-04,68.37534003008982
2023-10-05,80.31389146391501
2023-10-06,100.93502575870401
2023-10-07,16.2798428643071
2023-10-08,10.853228576204732
2023-10-09,37.98630001671656
2023-10-10,58.60743431150555
2023-10-11,67.29001717246933
2023-10-12,75.97260003343312
2023-10-13,82.48453717915596
2023-10-14,15.194520006686625
2023-10-15,9.76790571858426
2023-10-16,53.180820023403186
2023-10-17,67.29001717246933
2023-10-18,66.20469431484887
2023-10-19,69.46066288771028
2023-10-20,86.82582860963785
2023-10-21,14.109197149066151
2023-10-22,10.853228576204732
2023-10-23,57.52211145388508
2023-10-24,67.29001717246933
2023-10-25,69.46066288771028
2023-10-26,80.31389146391501
2023-10-27,91.16712004011976
2023-10-28,15.194520006686625
2023-10-29,9.76790571858426
2023-10-30,59.692757169126025
2023-10-31,64.03404859960791
2023-11-01,65.1193714572284
2023-11-02,69.46066288771028
2023-11-03,93.33776575536069
2023-11-04,15.194520006686625
2023-11-05,10.853228576204732
2023-11-06,53.180820023403186
2023-11-07,57.52211145388508
2023-11-08,66.20469431484887
2023-11-09,74.88727717581266
2023-11-10,72.7166314605717
2023-11-11,14.109197149066151
2023-11-12,10.853228576204732
2023-11-13,54.26614288102366
2023-11-14,59.692757169126025
2023-11-15,67.29001717246933
2023-11-16,72.7166314605717
2023-11-17,100.93502575870401
2023-11-18,15.194520006686625
2023-11-19,9.76790571858426
2023-11-20,44.4982371624394
2023-11-21,58.60743431150555
2023-11-22,20.62113429478899
2023-11-23,9.76790571858426
2023-11-24,8.682582860963786
2023-11-25,7.597260003343313
2023-11-26,6.51193714572284
2023-11-27,47.75420573530082
2023-11-28,61.86340288436697
2023-11-29,61.86340288436697
2023-11-30,69.46066288771028
2023-12-01,105.2763171891859
2023-12-02,15.194520006686625
2023-12-03,10.853228576204732
2023-12-04,54.26614288102366
2023-12-05,65.1193714572284
2023-12-06,71.63130860295124
2023-12-07,71.63130860295124
2023-12-08,90.08179718249927
2023-12-09,15.194520006686625
2023-12-10,9.76790571858426
2023-12-11,57.52211145388508
2023-12-12,68.37534003008982
2023-12-13,74.88727717581266
2023-12-14,90.08179718249927
2023-12-15,105.2763171891859
2023-12-16,14.109197149066151
2023-12-17,11.938551433825205
2023-12-18,67.29001717246933
2023-12-19,71.63130860295124
2023-12-20,81.3992143215355
2023-12-21,73.80195431819217
2023-12-22,50.63448562667823
2023-12-23,12.397726488972328
2023-12-24,9.559189784426476
2023-12-25,9.016528355616238
2023-12-26,6.177991651070386
2023-12-27,5.63533022226015
2023-12-28,5.050925606618356
2023-12-29,5.63533022226015
2023-12-30,4.508264177808119
2023-12-31,4.508264177808119
2024-01-01,5.050925606618356
2024-01-02,17.448652095590685
2024-01-03,30.389040013373247
2024-01-04,45.58356002005988
2024-01-05,71.46433585562501
2024-01-06,9.559189784426476
2024-01-07,6.762396266712179
2024-01-08,50.09182419786799
2024-01-09,63.03221211565056
2024-01-10,68.08313772226892
2024-01-11,74.84553398898109
2024-01-12,92.29418608457178
2024-01-13,14.067453962234595
2024-01-14,10.143594400068269
2024-01-15,10.686255828878505
2024-01-16,44.45649397560784
2024-01-17,66.41341024900665
2024-01-18,75.97260003343312
2024-01-19,83.27765772895555
2024-01-20,14.067453962234595
2024-01-21,10.519283081552278
2024-01-22,63.11569848931367
2024-01-23,71.29736310829878
2024-01-24,82.98545542113465
2024-01-25,82.98545542113465
2024-01-26,109.86806774065712
2024-01-27,16.363329237970213
2024-01-28,11.688092312835865
2024-01-29,60.778080026746494
2024-01-30,77.14140926471671
2024-01-31,75.97260003343312
2024-02-01,82.98545542113465
2024-02-02,101.68640312167203
2024-02-03,17.5321384692538
2024-02-04,11.688092312835865
2024-02-05,63.11569848931367
2024-02-06,72.46617233958236
2024-02-07,73.63498157086595
2024-02-08,86.4918831149854
2024-02-09,100.51759389038844
2024-02-10,16.363329237970213
2024-02-11,11.688092312835865
2024-02-12,60.778080026746494
2024-02-13,66.62212618316443
2024-02-14,68.9597446457316
2024-02-15,82.98545542113465
2024-02-16,91.16712004011974
2024-02-17,15.194520006686624
2024-02-18,11.688092312835865
2024-02-19,17.5321384692538
2024-02-20,57.27165233289574
2024-02-21,63.11569848931367
2024-02-22,72.46617233958236
2024-02-23,95.8423569652541
2024-02-24,15.194520006686624
2024-02-25,10.519283081552278
2024-02-26,58.44046156417932
2024-02-27,72.46617233958236
2024-02-28,77.14140926471671
2024-02-29,78.31021849600029
2024-03-01,107.53044927808996
2024-03-02,16.363329237970213
2024-03-03,10.519283081552278
2024-03-04,61.94688925803008
2024-03-05,71.29736310829878
2024-03-06,79.47902772728388
2024-03-07,81.81664618985106
2024-03-08,109.86806774065712
2024-03-09,17.5321384692538
2024-03-10,10.519283081552278
2024-03-11,51.42760617647781
2024-03-12,60.778080026746494
2024-03-13,60.778080026746494
2024-03-14,70.1285538770152
2024-03-15,72.46617233958236
2024-03-16,12.856901544119452
2024-03-17,10.519283081552278
2024-03-18,60.778080026746494
2024-03-19,68.9597446457316
2024-03-20,66.62212618316443
2024-03-21,75.97260003343312
2024-03-22,99.34878465910485
2024-03-23,14.025710775403038
2024-03-24,10.519283081552278
2024-03-25,51.42760617647781
2024-03-26,60.778080026746494
2024-03-27,63.11569848931367
2024-03-28,73.63498157086595
2024-03-29,33.89546770722401
2024-03-30,8.181664618985106
2024-03-31,7.012855387701519
2024-04-01,30.389040013373247
2024-04-02,51.42760617647781
2024-04-03,56.10284310161215
2024-04-04,60.778080026746494
2024-04-05,85.32307388370181
2024-04-06,10.519283081552278
2024-04-07,8.181664618985106
2024-04-08,49.08998771391063
2024-04-09,67.79093541444801
2024-04-10,65.45331695188085
2024-04-11,79.47902772728388
2024-04-12,99.34878465910485
2024-04-13,11.688092312835865
2024-04-14,9.350473850268692
2024-04-15,56.10284310161215
2024-04-16,68.9597446457316
2024-04-17,71.29736310829878
2024-04-18,80.64783695856747
2024-04-19,99.34878465910485
2024-04-20,11.688092312835865
2024-04-21,10.519283081552278
2024-04-22,57.27165233289574
2024-04-23,70.1285538770152
2024-04-24,72.46617233958236
2024-04-25,79.47902772728388
2024-04-26,101.68640312167203
2024-04-27,12.856901544119452
2024-04-28,9.350473850268692
2024-04-29,66.62212618316443
2024-04-30,78.31021849600029
2024-05-01,77.14140926471671
2024-05-02,87.66069234626899
2024-05-03,107.53044927808996
2024-05-04,11.688092312835865
2024-05-05,9.350473850268692
2024-05-06,68.9597446457316
2024-05-07,78.31021849600029
2024-05-08,80.64783695856747
2024-05-09,95.8423569652541
2024-05-10,116.88092312835865
2024-05-11,12.856901544119452
2024-05-12,9.350473850268692
2024-05-13,79.47902772728388
2024-05-14,84.15426465241822
2024-05-15,91.16712004011974
2024-05-16,99.34878465910485
2024-05-17,106.36164004680637
2024-05-18,12.856901544119452
2024-05-19,10.519283081552278
2024-05-20,79.47902772728388
2024-05-21,86.4918831149854
2024-05-22,84.15426465241822
2024-05-23,84.15426465241822
2024-05-24,68.9597446457316
2024-05-25,11.688092312835865
2024-05-26,8.181664618985106
2024-05-27,8.181664618985106
2024-05-28,45.58356002005987
2024-05-29,51.42760617647781
2024-05-30,54.93403387032856
2024-05-31,52.59641540776139
2024-06-01,8.181664618985106
2024-06-02,8.181664618985106
2024-06-03,37.40189540107477
2024-06-04,39.73951386364194
2024-06-05,42.07713232620911
2024-06-06,44.41475078877629
2024-06-07,37.40189540107477
2024-06-08,8.181664618985106
2024-06-09,5.8440461564179325
2024-06-10,25.713803088238905
2024-06-11,31.557849244656836
2024-06-12,28.051421550806076
2024-06-13,25.713803088238905
2024-06-14,19.86975693182097
2024-06-15,4.675236925134346
2024-06-16,4.675236925134346
2024-06-17,15.194520006686624
2024-06-18,16.363329237970213
2024-06-19,7.012855387701519
2024-06-20,16.363329237970213
2024-06-21,12.856901544119452
2024-06-22,4.675236925134346
2024-06-23,4.675236925134346
2024-06-24,10.519283081552278
2024-06-25,10.519283081552278
2024-06-26,10.519283081552278
2024-06-27,7.012855387701519
2024-06-28,7.012855387701519
2024-06-29,3.5064276938507595
2024-06-30,3.5064276938507595
2024-07-01,4.675236925134346
2024-07-02,5.8440461564179325
2024-07-03,5.8440461564179325
2024-07-04,3.5064276938507595
2024-07-05,3.5064276938507595
2024-07-06,3.5064276938507595
2024-07-07,3.5064276938507595
2024-07-08,4.675236925134346
2024-07-09,5.8440461564179325
2024-07-10,4.675236925134346
2024-07-11,4.675236925134346
2024-07-12,4.675236925134346
2024-07-13,3.5064276938507595
2024-07-14,3.5064276938507595
2024-07-15,4.675236925134346
2024-07-16,5.8440461564179325
2024-07-17,4.675236925134346
2024-07-18,5.8440461564179325
2024-07-19,4.675236925134346
2024-07-20,2.337618462567173
2024-07-21,3.5064276938507595
2024-07-22,4.675236925134346
2024-07-23,5.8440461564179325
2024-07-24,5.8440461564179325
2024-07-25,4.675236925134346
2024-07-26,3.5064276938507595
2024-07-27,2.337618462567173
2024-07-28,3.5064276938507595
2024-07-29,3.5064276938507595
2024-07-30,5.8440461564179325
2024-07-31,4.675236925134346
2024-08-01,5.8440461564179325
2024-08-02,7.012855387701519
2024-08-03,3.5064276938507595
2024-08-04,3.5064276938507595
2024-08-05,5.8440461564179325
2024-08-06,7.012855387701519
2024-08-07,9.350473850268692
2024-08-08,11.688092312835865
2024-08-09,15.194520006686624
2024-08-10,4.675236925134346
2024-08-11,4.675236925134346
2024-08-12,12.856901544119452
2024-08-13,22.207375394388144
2024-08-14,24.544993856955315
2024-08-15,33.89546770722401
2024-08-16,45.58356002005987
2024-08-17,8.181664618985106
2024-08-18,5.476257789926928
2024-08-19,30.519928276994396
2024-08-20,42.11100253477774
2024-08-21,45.77989241549159
2024-08-22,56.14800337970366
2024-08-23,76.299820692486
2024-08-24,12.81403755135463
2024-08-25,7.922184377069496
2024-08-26,48.810223618275955
2024-08-27,61.03985655398879
2024-08-28,61.624261169630586
2024-08-29,70.18500422462958
2024-08-30,80.55311518884164
2024-08-31,12.81403755135463
2024-09-01,9.14514767064078
2024-09-02,7.922184377069496
2024-09-03,49.448782296205444
2024-09-04,60.4012978760593
2024-09-05,70.18500422462958
2024-09-06,103.15085908876654
2024-09-07,15.259964138497198
2024-09-08,9.78370634857027
2024-09-09,57.37096667327494
2024-09-10,70.76940884027137
2024-09-11,71.40796751820086
2024-09-12,82.99904177598421
2024-09-13,109.85008017226474
2024-09-14,15.844368754138992
2024-09-15,10.368110964212063
2024-09-16,54.92504008613237
2024-09-17,71.51857192810294
2024-09-18,68.96433721638498
2024-09-19,83.01262813083376
2024-09-20,106.00074053629542
