Time,restaurants_near_me
2022-09-11,58.484375
2022-09-12,37.0
2022-09-13,35.421875
2022-09-14,34.84375
2022-09-15,37.0
2022-09-16,49.359375
2022-09-17,76.15625
2022-09-18,61.140625
2022-09-19,37.0
2022-09-20,35.921875
2022-09-21,34.84375
2022-09-22,37.0
2022-09-23,48.78125
2022-09-24,72.921875
2022-09-25,61.140625
2022-09-26,35.921875
2022-09-27,33.765625
2022-09-28,33.53125
2022-09-29,39.3125
2022-09-30,48.5625
2022-10-01,69.375
2022-10-02,60.125
2022-10-03,37.0
2022-10-04,33.53125
2022-10-05,35.84375
2022-10-06,39.3125
2022-10-07,50.875
2022-10-08,76.3125
2022-10-09,69.375
2022-10-10,42.78125
2022-10-11,35.84375
2022-10-12,35.84375
2022-10-13,38.15625
2022-10-14,49.71875
2022-10-15,79.78125
2022-10-16,64.75
2022-10-17,37.0
2022-10-18,34.6875
2022-10-19,35.84375
2022-10-20,35.84375
2022-10-21,48.5625
2022-10-22,74.0
2022-10-23,62.4375
2022-10-24,34.6875
2022-10-25,33.53125
2022-10-26,33.53125
2022-10-27,35.84375
2022-10-28,45.09375
2022-10-29,68.21875
2022-10-30,56.65625
2022-10-31,31.21875
2022-11-01,32.375
2022-11-02,31.21875
2022-11-03,35.84375
2022-11-04,43.9375
2022-11-05,70.53125
2022-11-06,54.34375
2022-11-07,33.53125
2022-11-08,31.21875
2022-11-09,28.90625
2022-11-10,35.84375
2022-11-11,48.5625
2022-11-12,70.53125
2022-11-13,56.65625
2022-11-14,32.375
2022-11-15,28.90625
2022-11-16,31.21875
2022-11-17,32.375
2022-11-18,40.46875
2022-11-19,63.59375
2022-11-20,53.1875
2022-11-21,35.84375
2022-11-22,34.6875
2022-11-23,39.3125
2022-11-24,58.96875
2022-11-25,47.40625
2022-11-26,53.1875
2022-11-27,47.40625
2022-11-28,27.75
2022-11-29,27.75
2022-11-30,27.75
2022-12-01,31.21875
2022-12-02,37.0
2022-12-03,58.96875
2022-12-04,50.875
2022-12-05,31.21875
2022-12-06,30.0625
2022-12-07,30.0625
2022-12-08,31.21875
2022-12-09,39.3125
2022-12-10,63.59375
2022-12-11,55.5
2022-12-12,31.21875
2022-12-13,30.0625
2022-12-14,31.21875
2022-12-15,32.375
2022-12-16,39.3125
2022-12-17,61.28125
2022-12-18,55.5
2022-12-19,40.46875
2022-12-20,37.0
2022-12-21,38.15625
2022-12-22,37.0
2022-12-23,39.3125
2022-12-24,49.71875
2022-12-25,115.625
2022-12-26,68.21875
2022-12-27,52.03125
2022-12-28,48.5625
2022-12-29,50.875
2022-12-30,57.8125
2022-12-31,60.125
2023-01-01,74.0
2023-01-02,54.34375
2023-01-03,31.21875
2023-01-04,31.21875
2023-01-05,32.375
2023-01-06,40.46875
2023-01-07,63.59375
2023-01-08,54.34375
2023-01-09,31.21875
2023-01-10,31.21875
2023-01-11,31.21875
2023-01-12,32.375
2023-01-13,41.625
2023-01-14,70.53125
2023-01-15,60.125
2023-01-16,42.78125
2023-01-17,31.21875
2023-01-18,31.21875
2023-01-19,31.21875
2023-01-20,40.46875
2023-01-21,69.375
2023-01-22,52.03125
2023-01-23,32.375
2023-01-24,31.21875
2023-01-25,28.90625
2023-01-26,33.53125
2023-01-27,42.78125
2023-01-28,68.21875
2023-01-29,53.1875
2023-01-30,30.0625
2023-01-31,28.90625
2023-02-01,31.21875
2023-02-02,33.53125
2023-02-03,42.78125
2023-02-04,71.6875
2023-02-05,62.4375
2023-02-06,32.375
2023-02-07,32.375
2023-02-08,34.6875
2023-02-09,34.6875
2023-02-10,42.78125
2023-02-11,72.84375
2023-02-12,53.1875
2023-02-13,34.6875
2023-02-14,55.5
2023-02-15,46.25
2023-02-16,35.84375
2023-02-17,49.71875
2023-02-18,84.40625
2023-02-19,75.15625
2023-02-20,46.25
2023-02-21,34.6875
2023-02-22,34.6875
2023-02-23,35.84375
2023-02-24,45.09375
2023-02-25,78.625
2023-02-26,65.90625
2023-02-27,34.6875
2023-02-28,33.53125
2023-03-01,32.375
2023-03-02,34.6875
2023-03-03,41.625
2023-03-04,72.84375
2023-03-05,67.0625
2023-03-06,37.0
2023-03-07,33.53125
2023-03-08,33.53125
2023-03-09,37.0
2023-03-10,45.09375
2023-03-11,69.375
2023-03-12,68.21875
2023-03-13,38.15625
2023-03-14,38.15625
2023-03-15,38.15625
2023-03-16,41.625
2023-03-17,52.03125
2023-03-18,72.84375
2023-03-19,63.59375
2023-03-20,37.0
2023-03-21,34.6875
2023-03-22,34.6875
2023-03-23,38.15625
2023-03-24,53.1875
2023-03-25,78.625
2023-03-26,68.21875
2023-03-27,37.0
2023-03-28,35.84375
2023-03-29,37.0
2023-03-30,38.15625
2023-03-31,48.5625
2023-04-01,74.0
2023-04-02,65.90625
2023-04-03,40.46875
2023-04-04,38.15625
2023-04-05,37.0
2023-04-06,40.46875
2023-04-07,55.5
2023-04-08,65.90625
2023-04-09,68.21875
2023-04-10,39.3125
2023-04-11,35.84375
2023-04-12,35.84375
2023-04-13,38.15625
2023-04-14,49.71875
2023-04-15,74.0
2023-04-16,64.75
2023-04-17,33.53125
2023-04-18,32.375
2023-04-19,33.53125
2023-04-20,35.84375
2023-04-21,49.71875
2023-04-22,78.625
2023-04-23,62.4375
2023-04-24,34.6875
2023-04-25,33.53125
2023-04-26,33.80509868421053
2023-04-27,34.38322368421053
2023-04-28,47.071546052631575
2023-04-29,74.0
2023-04-30,62.37664473684211
2023-05-01,35.93503289473684
2023-05-02,33.31825657894737
2023-05-03,34.38322368421053
2023-05-04,35.93503289473684
2023-05-05,49.688322368421055
2023-05-06,74.0
2023-05-07,63.44161184210526
2023-05-08,38.551809210526315
2023-05-09,35.448190789473685
2023-05-10,34.870065789473685
2023-05-11,39.61677631578947
2023-05-12,49.688322368421055
2023-05-13,79.81167763157895
2023-05-14,86.68832236842105
2023-05-15,39.61677631578947
2023-05-16,35.448190789473685
2023-05-17,34.870065789473685
2023-05-18,39.129934210526315
2023-05-19,49.688322368421055
2023-05-20,74.0
2023-05-21,66.05838815789474
2023-05-22,37.48684210526316
2023-05-23,34.870065789473685
2023-05-24,38.06496710526316
2023-05-25,42.811677631578945
2023-05-26,51.60526315789474
2023-05-27,79.84210526315789
2023-05-28,77.89473684210526
2023-05-29,69.13157894736842
2023-05-30,37.0
2023-05-31,37.0
2023-06-01,40.89473684210527
2023-06-02,50.631578947368425
2023-06-03,73.02631578947368
2023-06-04,69.13157894736842
2023-06-05,41.86842105263158
2023-06-06,40.89473684210527
2023-06-07,40.89473684210527
2023-06-08,38.94736842105263
2023-06-09,50.631578947368425
2023-06-10,72.05263157894737
2023-06-11,68.15789473684211
2023-06-12,44.78947368421053
2023-06-13,43.81578947368421
2023-06-14,42.8421052631579
2023-06-15,44.78947368421053
2023-06-16,57.44736842105263
2023-06-17,79.84210526315789
2023-06-18,84.71052631578948
2023-06-19,53.55263157894737
2023-06-20,41.86842105263158
2023-06-21,43.81578947368421
2023-06-22,43.81578947368421
2023-06-23,56.473684210526315
2023-06-24,72.05263157894737
2023-06-25,72.05263157894737
2023-06-26,45.76315789473684
2023-06-27,43.81578947368421
2023-06-28,42.8421052631579
2023-06-29,45.76315789473684
2023-06-30,52.578947368421055
2023-07-01,75.94736842105263
2023-07-02,78.86842105263158
2023-07-03,62.31578947368421
2023-07-04,74.0
2023-07-05,48.68421052631579
2023-07-06,46.73684210526316
2023-07-07,56.473684210526315
2023-07-08,75.94736842105263
2023-07-09,66.21052631578948
2023-07-10,46.73684210526316
2023-07-11,41.86842105263158
2023-07-12,41.86842105263158
2023-07-13,42.8421052631579
2023-07-14,54.526315789473685
2023-07-15,71.07894736842105
2023-07-16,66.21052631578948
2023-07-17,46.73684210526316
2023-07-18,41.86842105263158
2023-07-19,42.8421052631579
2023-07-20,43.81578947368421
2023-07-21,54.526315789473685
2023-07-22,74.0
2023-07-23,70.10526315789474
2023-07-24,46.73684210526316
2023-07-25,41.86842105263158
2023-07-26,41.86842105263158
2023-07-27,40.89473684210527
2023-07-28,51.60526315789474
2023-07-29,74.97368421052632
2023-07-30,67.1842105263158
2023-07-31,43.81578947368421
2023-08-01,41.86842105263158
2023-08-02,39.921052631578945
2023-08-03,40.89473684210527
2023-08-04,51.60526315789474
2023-08-05,71.07894736842105
2023-08-06,64.26315789473685
2023-08-07,41.86842105263158
2023-08-08,39.921052631578945
2023-08-09,37.973684210526315
2023-08-10,38.94736842105263
2023-08-11,49.65789473684211
2023-08-12,71.07894736842105
2023-08-13,65.23684210526316
2023-08-14,39.921052631578945
2023-08-15,37.973684210526315
2023-08-16,38.94736842105263
2023-08-17,42.8421052631579
2023-08-18,48.68421052631579
2023-08-19,73.02631578947368
2023-08-20,64.26315789473685
2023-08-21,38.94736842105263
2023-08-22,36.026315789473685
2023-08-23,36.026315789473685
2023-08-24,36.026315789473685
2023-08-25,46.73684210526316
2023-08-26,67.1842105263158
2023-08-27,59.39473684210527
2023-08-28,36.026315789473685
2023-08-29,33.10526315789474
2023-08-30,33.10526315789474
2023-08-31,35.05263157894737
2023-09-01,45.76315789473684
2023-09-02,68.15789473684211
2023-09-03,70.10526315789474
2023-09-04,62.31578947368421
2023-09-05,31.157894736842106
2023-09-06,31.157894736842106
2023-09-07,32.131578947368425
2023-09-08,39.921052631578945
2023-09-09,63.28947368421053
2023-09-10,51.60526315789474
2023-09-11,32.131578947368425
2023-09-12,31.157894736842106
2023-09-13,32.131578947368425
2023-09-14,32.131578947368425
2023-09-15,42.8421052631579
2023-09-16,62.31578947368421
2023-09-17,52.578947368421055
2023-09-18,32.131578947368425
2023-09-19,31.157894736842106
2023-09-20,32.131578947368425
2023-09-21,33.10526315789474
2023-09-22,42.8421052631579
2023-09-23,67.1842105263158
2023-09-24,54.526315789473685
2023-09-25,35.05263157894737
2023-09-26,29.210526315789476
2023-09-27,31.157894736842106
2023-09-28,32.131578947368425
2023-09-29,41.86842105263158
2023-09-30,65.23684210526316
2023-10-01,52.578947368421055
2023-10-02,31.157894736842106
2023-10-03,30.18421052631579
2023-10-04,31.157894736842106
2023-10-05,32.131578947368425
2023-10-06,41.86842105263158
2023-10-07,65.23684210526316
2023-10-08,57.44736842105263
2023-10-09,37.0
2023-10-10,30.18421052631579
2023-10-11,31.157894736842106
2023-10-12,33.10526315789474
2023-10-13,41.86842105263158
2023-10-14,65.23684210526316
2023-10-15,54.526315789473685
2023-10-16,34.078947368421055
2023-10-17,30.18421052631579
2023-10-18,31.157894736842106
2023-10-19,34.078947368421055
2023-10-20,43.81578947368421
2023-10-21,64.26315789473685
2023-10-22,55.5
2023-10-23,31.157894736842106
2023-10-24,34.078947368421055
2023-10-25,30.18421052631579
2023-10-26,30.18421052631579
2023-10-27,39.921052631578945
2023-10-28,59.39473684210527
2023-10-29,47.71052631578947
2023-10-30,29.210526315789476
2023-10-31,26.289473684210527
2023-11-01,30.18421052631579
2023-11-02,32.131578947368425
2023-11-03,39.921052631578945
2023-11-04,63.28947368421053
2023-11-05,49.65789473684211
2023-11-06,31.157894736842106
2023-11-07,30.18421052631579
2023-11-08,28.236842105263158
2023-11-09,32.131578947368425
2023-11-10,44.78947368421053
2023-11-11,64.26315789473685
2023-11-12,48.68421052631579
2023-11-13,31.157894736842106
2023-11-14,28.236842105263158
2023-11-15,30.18421052631579
2023-11-16,29.210526315789476
2023-11-17,38.94736842105263
2023-11-18,58.42105263157895
2023-11-19,48.68421052631579
2023-11-20,32.131578947368425
2023-11-21,33.10526315789474
2023-11-22,36.026315789473685
2023-11-23,56.473684210526315
2023-11-24,42.8421052631579
2023-11-25,44.78947368421053
2023-11-26,42.8421052631579
2023-11-27,25.315789473684212
2023-11-28,25.315789473684212
2023-11-29,26.289473684210527
2023-11-30,27.263157894736842
2023-12-01,34.078947368421055
2023-12-02,48.68421052631579
2023-12-03,42.8421052631579
2023-12-04,26.289473684210527
2023-12-05,26.289473684210527
2023-12-06,27.263157894736842
2023-12-07,27.263157894736842
2023-12-08,37.973684210526315
2023-12-09,61.3421052631579
2023-12-10,48.68421052631579
2023-12-11,27.263157894736842
2023-12-12,27.263157894736842
2023-12-13,27.263157894736842
2023-12-14,27.263157894736842
2023-12-15,34.078947368421055
2023-12-16,50.631578947368425
2023-12-17,43.81578947368421
2023-12-18,26.289473684210527
2023-12-19,28.236842105263158
2023-12-20,30.18421052631579
2023-12-21,31.157894736842106
2023-12-22,38.94736842105263
2023-12-23,45.76315789473684
2023-12-24,46.73684210526316
2023-12-25,97.36842105263158
2023-12-26,51.60526315789474
2023-12-27,40.89473684210527
2023-12-28,40.89473684210527
2023-12-29,46.73684210526316
2023-12-30,51.60526315789474
2023-12-31,48.68421052631579
2024-01-01,60.36842105263158
2024-01-02,30.18421052631579
2024-01-03,26.289473684210527
2024-01-04,28.236842105263158
2024-01-05,34.078947368421055
2024-01-06,46.73684210526316
2024-01-07,39.921052631578945
2024-01-08,23.36842105263158
2024-01-09,22.394736842105264
2024-01-10,24.342105263157894
2024-01-11,26.289473684210527
2024-01-12,30.18421052631579
2024-01-13,46.73684210526316
2024-01-14,41.86842105263158
2024-01-15,30.18421052631579
2024-01-16,21.42105263157895
2024-01-17,22.394736842105264
2024-01-18,23.36842105263158
2024-01-19,28.236842105263158
2024-01-20,45.76315789473684
2024-01-21,37.0
2024-01-22,24.342105263157894
2024-01-23,22.394736842105264
2024-01-24,23.36842105263158
2024-01-25,25.315789473684212
2024-01-26,30.18421052631579
2024-01-27,54.526315789473685
2024-01-28,39.921052631578945
2024-01-29,23.36842105263158
2024-01-30,23.36842105263158
2024-01-31,22.394736842105264
2024-02-01,23.36842105263158
2024-02-02,31.157894736842106
2024-02-03,51.60526315789474
2024-02-04,42.8421052631579
2024-02-05,22.394736842105264
2024-02-06,22.394736842105264
2024-02-07,23.36842105263158
2024-02-08,24.342105263157894
2024-02-09,31.157894736842106
2024-02-10,50.631578947368425
2024-02-11,36.026315789473685
2024-02-12,20.447368421052634
2024-02-13,26.289473684210527
2024-02-14,38.94736842105263
2024-02-15,34.078947368421055
2024-02-16,34.078947368421055
2024-02-17,57.44736842105263
2024-02-18,52.578947368421055
2024-02-19,33.10526315789474
2024-02-20,23.36842105263158
2024-02-21,24.342105263157894
2024-02-22,24.342105263157894
2024-02-23,33.10526315789474
2024-02-24,53.55263157894737
2024-02-25,47.71052631578947
2024-02-26,25.315789473684212
2024-02-27,23.36842105263158
2024-02-28,22.394736842105264
2024-02-29,24.342105263157894
2024-03-01,32.131578947368425
2024-03-02,55.5
2024-03-03,48.68421052631579
2024-03-04,26.289473684210527
2024-03-05,23.36842105263158
2024-03-06,25.315789473684212
2024-03-07,24.342105263157894
2024-03-08,32.131578947368425
2024-03-09,53.55263157894737
2024-03-10,50.631578947368425
2024-03-11,27.263157894736842
2024-03-12,26.289473684210527
2024-03-13,27.263157894736842
2024-03-14,28.236842105263158
2024-03-15,34.078947368421055
2024-03-16,58.42105263157895
2024-03-17,46.73684210526316
2024-03-18,26.289473684210527
2024-03-19,23.36842105263158
2024-03-20,24.342105263157894
2024-03-21,26.289473684210527
2024-03-22,33.10526315789474
2024-03-23,51.60526315789474
2024-03-24,43.81578947368421
2024-03-25,27.263157894736842
2024-03-26,26.289473684210527
2024-03-27,27.263157894736842
2024-03-28,29.210526315789476
2024-03-29,38.94736842105263
2024-03-30,50.631578947368425
2024-03-31,49.65789473684211
2024-04-01,29.210526315789476
2024-04-02,25.315789473684212
2024-04-03,25.315789473684212
2024-04-04,26.289473684210527
2024-04-05,36.026315789473685
2024-04-06,51.60526315789474
2024-04-07,44.78947368421053
2024-04-08,24.342105263157894
2024-04-09,22.394736842105264
2024-04-10,25.315789473684212
2024-04-11,25.315789473684212
2024-04-12,33.10526315789474
2024-04-13,54.526315789473685
2024-04-14,43.81578947368421
2024-04-15,25.315789473684212
2024-04-16,23.36842105263158
2024-04-17,25.315789473684212
2024-04-18,26.289473684210527
2024-04-19,33.10526315789474
2024-04-20,53.55263157894737
2024-04-21,48.68421052631579
2024-04-22,25.315789473684212
2024-04-23,25.315789473684212
2024-04-24,24.342105263157894
2024-04-25,26.289473684210527
2024-04-26,33.10526315789474
2024-04-27,51.60526315789474
2024-04-28,45.76315789473684
2024-04-29,24.342105263157894
2024-04-30,23.36842105263158
2024-05-01,22.394736842105264
2024-05-02,26.289473684210527
2024-05-03,34.078947368421055
2024-05-04,49.65789473684211
2024-05-05,45.76315789473684
2024-05-06,25.315789473684212
2024-05-07,24.342105263157894
2024-05-08,26.289473684210527
2024-05-09,27.263157894736842
2024-05-10,36.026315789473685
2024-05-11,57.44736842105263
2024-05-12,62.31578947368421
2024-05-13,27.263157894736842
2024-05-14,24.342105263157894
2024-05-15,24.342105263157894
2024-05-16,26.289473684210527
2024-05-17,33.10526315789474
2024-05-18,52.578947368421055
2024-05-19,44.78947368421053
2024-05-20,27.263157894736842
2024-05-21,25.315789473684212
2024-05-22,24.342105263157894
2024-05-23,26.289473684210527
2024-05-24,35.05263157894737
2024-05-25,53.55263157894737
2024-05-26,52.578947368421055
2024-05-27,46.73684210526316
2024-05-28,24.342105263157894
2024-05-29,26.289473684210527
2024-05-30,28.236842105263158
2024-05-31,35.05263157894737
2024-06-01,48.68421052631579
2024-06-02,43.81578947368421
2024-06-03,26.289473684210527
2024-06-04,26.289473684210527
2024-06-05,28.236842105263158
2024-06-06,30.18421052631579
2024-06-07,35.05263157894737
2024-06-08,51.60526315789474
2024-06-09,43.81578947368421
2024-06-10,30.18421052631579
2024-06-11,29.210526315789476
2024-06-12,29.210526315789476
2024-06-13,29.210526315789476
2024-06-14,37.0
2024-06-15,50.631578947368425
2024-06-16,50.631578947368425
2024-06-17,29.210526315789476
2024-06-18,27.263157894736842
2024-06-19,32.131578947368425
2024-06-20,29.210526315789476
2024-06-21,38.94736842105263
2024-06-22,50.631578947368425
2024-06-23,43.81578947368421
2024-06-24,29.210526315789476
2024-06-25,29.210526315789476
2024-06-26,28.236842105263158
2024-06-27,29.210526315789476
2024-06-28,36.026315789473685
2024-06-29,50.631578947368425
2024-06-30,44.78947368421053
2024-07-01,31.157894736842106
2024-07-02,28.236842105263158
2024-07-03,30.18421052631579
2024-07-04,51.60526315789474
2024-07-05,45.76315789473684
2024-07-06,48.68421052631579
2024-07-07,43.81578947368421
2024-07-08,30.18421052631579
2024-07-09,29.210526315789476
2024-07-10,29.210526315789476
2024-07-11,30.18421052631579
2024-07-12,37.0
2024-07-13,46.73684210526316
2024-07-14,43.81578947368421
2024-07-15,29.210526315789476
2024-07-16,29.210526315789476
2024-07-17,30.18421052631579
2024-07-18,32.131578947368425
2024-07-19,37.973684210526315
2024-07-20,52.578947368421055
2024-07-21,45.76315789473684
2024-07-22,31.157894736842106
2024-07-23,30.18421052631579
2024-07-24,28.236842105263158
2024-07-25,31.157894736842106
2024-07-26,37.973684210526315
2024-07-27,49.65789473684211
2024-07-28,46.73684210526316
2024-07-29,28.236842105263158
2024-07-30,28.236842105263158
2024-07-31,26.289473684210527
2024-08-01,30.18421052631579
2024-08-02,37.0
2024-08-03,50.631578947368425
2024-08-04,44.78947368421053
2024-08-05,29.210526315789476
2024-08-06,27.263157894736842
2024-08-07,27.263157894736842
2024-08-08,29.210526315789476
2024-08-09,35.05263157894737
2024-08-10,46.73684210526316
2024-08-11,43.81578947368421
2024-08-12,26.289473684210527
2024-08-13,26.289473684210527
2024-08-14,26.289473684210527
2024-08-15,29.210526315789476
2024-08-16,36.026315789473685
2024-08-17,50.631578947368425
2024-08-18,44.00303643724696
2024-08-19,25.87753036437247
2024-08-20,25.39068825910931
2024-08-21,24.15485829959514
2024-08-22,26.62651821862348
2024-08-23,33.030364372469634
2024-08-24,48.68421052631579
2024-08-25,43.1417004048583
2024-08-26,24.529352226720647
2024-08-27,23.293522267206477
2024-08-28,24.15485829959514
2024-08-29,24.15485829959514
2024-08-30,32.16902834008097
2024-08-31,48.68421052631579
2024-09-01,50.78137651821862
2024-09-02,44.00303643724696
2024-09-03,19.473684210526315
2024-09-04,20.33502024291498
2024-09-05,22.432186234817813
2024-09-06,26.252024291497975
2024-09-07,43.1417004048583
2024-09-08,35.98886639676113
2024-09-09,20.709514170040485
2024-09-10,21.196356275303643
2024-09-11,20.33502024291498
2024-09-12,22.432186234817813
2024-09-13,30.9331983805668
2024-09-14,46.100202429149796
2024-09-15,36.850202429149796
2024-09-16,23.293522267206477
2024-09-17,20.97165991902834
2024-09-18,20.97165991902834
2024-09-19,23.967611336032387
2024-09-20,30.708502024291498
2024-09-21,47.935222672064775
2024-09-22,39.69635627530364
2024-09-23,21.72064777327935
2024-09-24,20.97165991902834
2024-09-25,20.222672064777328
2024-09-26,21.72064777327935
2024-09-27,29.210526315789473
2024-09-28,46.43724696356275
2024-09-29,36.70040485829959
2024-09-30,20.97165991902834
2024-10-01,18.724696356275302
2024-10-02,20.97165991902834
2024-10-03,23.967611336032387
2024-10-04,31.457489878542507
2024-10-05,49.4331983805668
2024-10-06,36.70040485829959
2024-10-07,21.72064777327935
2024-10-08,20.97165991902834
2024-10-09,21.72064777327935
2024-10-10,26.214574898785425
2024-10-11,33.70445344129554
2024-10-12,50.18218623481781
2024-10-13,40.445344129554655
2024-10-14,26.963562753036435
2024-10-15,20.222672064777328
2024-10-16,21.72064777327935
2024-10-17,23.967611336032387
2024-10-18,29.959514170040485
2024-10-19,48.68421052631579
2024-10-20,38.94736842105263
2024-10-21,22.469635627530362
2024-10-22,20.222672064777328
2024-10-23,20.97165991902834
2024-10-24,21.72064777327935
2024-10-25,31.457489878542507
2024-10-26,43.4412955465587
2024-10-27,37.449392712550605
2024-10-28,20.97165991902834
2024-10-29,17.97570850202429
2024-10-30,18.724696356275302
2024-10-31,17.97570850202429
2024-11-01,30.708502024291498
2024-11-02,46.43724696356275
2024-11-03,34.453441295546554
2024-11-04,20.222672064777328
2024-11-05,18.724696356275302
2024-11-06,13.481781376518217
2024-11-07,20.222672064777328
2024-11-08,29.210526315789473
2024-11-09,46.43724696356275
2024-11-10,38.94736842105263
2024-11-11,27.712550607287447
2024-11-12,18.724696356275302
2024-11-13,19.473684210526315
2024-11-14,20.97165991902834
2024-11-15,25.465587044534413
2024-11-16,41.19433198380567
