Time,redemption
2024-09-16,44.19881278509616
2024-09-17,45.850805910893556
2024-09-18,47.49927214775396
2024-09-19,44.06033002554366
2024-09-20,48.246353258545476
2024-09-21,69.33435559942629
2024-09-22,84.46550543356703
2024-09-23,54.00125742875279
2024-09-24,48.88731265277995
2024-09-25,48.836012475387065
2024-09-26,47.10250663288276
2024-09-27,47.053027014004314
2024-09-28,60.43316552815626
2024-09-29,59.53114832350554
2024-09-30,46.06715822304515
2024-10-01,44.34525755470096
2024-10-02,40.955263843561944
2024-10-03,43.41692732276326
2024-10-04,47.54145246778841
2024-10-05,54.98992552446697
2024-10-06,59.09339020664479
2024-10-07,49.88533871188448
2024-10-08,53.15480408387222
2024-10-09,53.09860968661826
2024-10-10,47.24092737112733
2024-10-11,51.33048716030079
2024-10-12,54.58427221928993
2024-10-13,60.30955097224336
2024-10-14,48.691667383481764
2024-10-15,49.46443344905337
2024-10-16,45.294282598059496
2024-10-17,41.955560967887536
2024-10-18,49.307049966664934
2024-10-19,51.71737628140245
2024-10-20,56.58260569784844
2024-10-21,48.33074995328904
2024-10-22,46.64271261382778
2024-10-23,42.50592396202344
2024-10-24,46.543377710799305
2024-10-25,44.046710185586164
2024-10-26,52.96262471148752
2024-10-27,53.72003103967321
2024-10-28,44.71888179693707
2024-10-29,56.0419209302231
2024-10-30,58.41600391403093
2024-10-31,51.86979093599768
2024-11-01,47.76628433947969
2024-11-02,59.037367126440145
2024-11-03,60.58984004985758
2024-11-04,50.0339052681397
2024-11-05,44.33730789029204
2024-11-06,31.405441469826073
2024-11-07,45.85097384177164
2024-11-08,47.4087909884605
2024-11-09,57.79260513844429
2024-11-10,58.532259430373735
2024-11-11,49.658833986584966
2024-11-12,45.604933812459535
2024-11-13,43.95735528559627
2024-11-14,41.51488565101337
2024-11-15,43.065118272618236
2024-11-16,43.81529105074416
2024-11-17,58.09205543487261
2024-11-18,46.90039609597081
2024-11-19,50.02595732951192
2024-11-20,47.59224734262844
2024-11-21,45.95606165464157
2024-11-22,45.11482280662885
2024-11-23,53.762895000369184
2024-11-24,55.28417711883644
2024-11-25,49.70180687530131
2024-11-26,44.1314518766844
2024-11-27,49.5939888648587
2024-11-28,55.044581540075065
2024-11-29,55.77025986774054
2024-11-30,57.278904795844944
2024-12-01,61.13553464003741
2024-12-02,47.04071950335497
2024-12-03,47.838341211524565
2024-12-04,47.067494157514275
2024-12-05,45.51152085858195
2024-12-06,45.52446542499424
2024-12-07,55.74407255729676
2024-12-08,60.4720279798929
2024-12-09,46.34888175177502
2024-12-10,45.576257624917844
2024-12-11,45.589209158467376
2024-12-12,47.17465043321829
2024-12-13,44.04218135737121
2024-12-14,58.215126497523556
2024-12-15,61.37931516726405
2024-12-16,48.01540088595222
2024-12-17,50.39111461709341
2024-12-18,49.61783209111727
2024-12-19,50.41972037545012
2024-12-20,48.06993061281968
2024-12-21,55.966118627681524
2024-12-22,55.98199185438587
2024-12-23,56.786569135948014
2024-12-24,61.53622517116717
2024-12-25,71.0234642142042
2024-12-26,68.67547405950592
2024-12-27,66.32614394684451
2024-12-28,68.71439763481315
2024-12-29,70.31395135210792
2024-12-30,62.43118432280599
2024-12-31,64.02984704115467
2025-01-01,65.6294068847253
2025-01-02,64.85704526833614
2025-01-03,57.75493048575837
2025-01-04,66.47653405722039
2025-01-05,73.61984282042614
2025-01-06,60.971305785030424
2025-01-07,57.02825455433351
2025-01-08,49.91383315951833
2025-01-09,51.51295922762616
2025-01-10,65.00394922266788
2025-01-11,66.60823135233454
2025-01-12,73.76566618003869
2025-01-13,54.74482779326881
2025-01-14,49.99852749093801
2025-01-15,47.63109381930291
2025-01-16,48.43861958146136
2025-01-17,50.83519501163648
2025-01-18,60.3838344343913
2025-01-19,59.60612824177772
2025-01-20,54.853112149240204
2025-01-21,46.91661870218612
2025-01-22,49.31611678650054
2025-01-23,58.87777246510738
2025-01-24,54.91502539344075
2025-01-25,67.66801691510996
2025-01-26,70.87236644339093
2025-01-27,54.96147773242196
2025-01-28,54.18019754978578
2025-01-29,59.774406790109026
2025-01-30,51.81907861441502
2025-01-31,49.441349540791606
2025-02-01,61.42025683701829
2025-02-02,63.033329656385
2025-02-03,47.88689090679487
2025-02-04,50.29538674247473
2025-02-05,48.7124113067982
2025-02-06,48.72611628082849
2025-02-07,51.93587666923614
2025-02-08,63.139818350918716
2025-02-09,64.75649901098514
2025-02-10,45.58219995773545
2025-02-11,45.59501309195827
2025-02-12,47.20810224806056
2025-02-13,45.62064346861243
2025-02-14,48.835808831117006
2025-02-15,59.26008192794678
2025-02-16,63.281909561843506
2025-02-17,56.889585376975255
2025-02-18,51.29515045591294
2025-02-19,48.102702593939966
2025-02-20,46.512329641040296
2025-02-21,52.9426755015545
2025-02-22,57.77185004083774
2025-02-23,60.99850335473788
2025-02-24,49.77589340448794
2025-02-25,48.98678923264762
2025-02-26,47.39394897517228
2025-02-27,49.81777171324864
2025-02-28,48.2242588340845
2025-03-01,58.68928961995358
2025-03-02,61.92248522477681
2025-03-03,47.460390135256425
2025-03-04,50.69223737350261
2025-03-05,43.46265647726342
2025-03-06,42.66973572133517
2025-03-07,45.90293913415704
2025-03-08,53.97118764440705
2025-03-09,60.43241479229914
2025-03-10,45.941485350246765
2025-03-11,45.14812039217447
2025-03-12,44.35430582642063
2025-03-13,45.98004389096204
2025-03-14,45.99289947667279
2025-03-15,58.919652974042215
2025-03-16,62.165497126935385
2025-03-17,47.646613904615855
2025-03-18,49.27551695309117
2025-03-19,48.4812609960728
2025-03-20,43.64532165637605
2025-03-21,46.08292691992755
2025-03-22,54.182774769784
2025-03-23,66.3317584638277
2025-03-24,51.78557827473564
2025-03-25,46.943776761483285
2025-03-26,43.718469459748306
2025-03-27,46.16014670657084
2025-03-28,50.22328650461616
2025-03-29,56.71952335696885
2025-03-30,59.977357130271535
2025-03-31,49.45457703676799
2025-04-01,42.16975048670671
2025-04-02,40.55913665940022
2025-04-03,43.81607251466882
2025-04-04,48.69808748279377
2025-04-05,59.26584252543139
2025-04-06,63.34278176227813
2025-04-07,49.551096589991374
2025-04-08,47.93981256748181
2025-04-09,43.889329293677335
2025-04-10,51.218467180413086
2025-04-11,48.79306510960615
2025-04-12,59.381410914629434
2025-04-13,62.65260866954797
2025-04-14,48.01989490514549
2025-04-15,50.65990986614265
2025-04-16,49.72225224498146
2025-04-17,56.66123476465322
2025-04-18,65.80059825433935
2025-04-19,69.90408784193191
2025-04-20,75.90307195175427
2025-04-21,58.5947165816784
2025-04-22,51.66845983850441
2025-04-23,46.63486902310347
2025-04-24,47.59058976218354
2025-04-25,43.50240082208815
2025-04-26,51.7040842637043
2025-04-27,63.70126105223573
2025-04-28,48.57171721065501
2025-04-29,48.58008004241981
2025-04-30,42.89655248898944
2025-05-01,44.49617459123813
2025-05-02,50.503113574486996
2025-05-03,57.766767191904485
2025-05-04,63.13434616565706
2025-05-05,50.52917847554378
2025-05-06,49.58825382945331
2025-05-07,50.85233745147313
2025-05-08,50.861092571632
2025-05-09,51.81994594190952
2025-05-10,60.99313190357252
2025-05-11,67.0121803463582
2025-05-12,54.698443405842866
2025-05-13,52.80636287772526
2025-05-14,50.196330035567115
2025-05-15,50.209946952615816
2025-05-16,52.27350674162569
2025-05-17,64.59066653149611
2025-05-18,68.71028615223506
2025-05-19,55.39345229234393
2025-05-20,51.30413571893467
2025-05-21,50.29167850828334
2025-05-22,51.33194432971818
2025-05-23,61.615020990707045
2025-05-24,62.65890571377127
2025-05-25,68.84071538570825
2025-05-26,65.77610121615267
2025-05-27,55.513610725249755
2025-05-28,53.47202141812628
2025-05-29,52.45790687687534
2025-05-30,56.58756090419561
2025-05-31,58.661157115027734
2025-06-01,67.94181900370386
2025-06-02,55.58957907407942
2025-06-03,65.88491299697309
2025-06-04,51.473342411463236
2025-06-05,51.474094873733506
2025-06-06,59.71082097220739
2025-06-07,61.77071374482095
2025-06-08,62.801137531211324
2025-06-09,53.53617154052656
2025-06-10,52.50738877307798
2025-06-11,50.44900307947453
2025-06-12,50.449729034188245
2025-06-13,49.42085226318402
2025-06-14,56.628871057348945
2025-06-15,67.9556164709532
2025-06-16,61.778714062074044
2025-06-17,55.601633667930116
2025-06-18,55.602422876061205
2025-06-19,58.69227751805216
2025-06-20,59.722810390194915
2025-06-21,62.81280667200887
2025-06-22,63.84342265730073
2025-06-23,53.54684771485224
2025-06-24,57.66664321420393
2025-06-25,64.87587962668469
2025-06-26,54.57888138473837
2025-06-27,56.63924910140091
2025-06-28,77.2364107515166
2025-06-29,68.9988148536998
2025-06-30,57.67144721012856
2025-07-01,60.76182568539408
2025-07-02,58.70290917572005
2025-07-03,55.61404452614352
2025-07-04,61.79422763484081
2025-07-05,64.8848239814105
2025-07-06,67.97550240553849
2025-07-07,57.67696675315778
2025-07-08,58.70770755804621
2025-07-09,56.64855323359349
2025-07-10,57.679304210428704
2025-07-11,57.680079621362985
2025-07-12,66.95099027680212
2025-07-13,65.92185694971144
2025-07-14,56.65235186845317
2025-07-15,55.62304960916572
2025-07-16,56.653858461027376
2025-07-17,67.98553080156803
2025-07-18,57.68545511705199
2025-07-19,87.55943433522238
2025-07-20,90.65095935698162
2025-07-21,73.13980160039546
2025-07-22,67.99000097115052
2025-07-23,61.809898536953035
2025-07-24,62.84088166554145
2025-07-25,65.93227308143058
2025-07-26,75.2049732073064
2025-07-27,83.44769238889035
2025-07-28,71.08598752586417
2025-07-29,84.48008578408732
2025-07-30,99.63488588860105
2025-07-31,92.72442050946361
2025-08-01,74.1804828543801
2025-08-02,59.75726055506771
2025-08-03,66.97019381385397
2025-08-04,56.667804541446955
2025-08-05,56.668520172294336
2025-08-06,61.82098250814893
2025-08-07,60.79139653448068
2025-08-08,63.88328499145328
2025-08-09,77.27913316677083
2025-08-10,79.34089907303472
2025-08-11,65.94650225253193
2025-08-12,54.612624392101964
2025-08-13,50.49154135762617
2025-08-14,47.40080719646565
2025-08-15,52.55371539608393
2025-08-16,59.76770380257875
2025-08-17,64.92088652897559
2025-08-18,52.555644817286115
2025-08-19,52.556284550259036
2025-08-20,51.52639468580202
2025-08-21,48.435397422313116
2025-08-22,47.40542945563023
2025-08-23,61.833913464719636
2025-08-24,68.01812167689013
2025-08-25,50.49890728108089
2025-08-26,51.53011272262765
2025-08-27,47.40826842540641
2025-08-28,47.408831609312266
2025-08-29,51.53194919188586
2025-08-30,62.86972076938152
2025-08-31,60.809134880759395
2025-09-01,61.8405247540492
2025-09-02,52.5650619219201
2025-09-03,49.47357750511479
2025-09-04,45.351307788241904
2025-09-05,43.29038769388241
2025-09-06,49.47530203171215
2025-09-07,58.75259997946797
2025-09-08,49.476443698633204
2025-09-09,46.384698868922406
2025-09-10,51.53914474122135
2025-09-11,41.231786810665824
2025-09-12,43.29386931671378
2025-09-13,50.51008792569827
2025-09-14,54.633979196287676
2025-09-15,44.326181832880714
2025-09-16,49.48094622649986
2025-09-17,48.450637205363016
2025-09-18,44.32767500856296
2025-09-19,50.51349588795794
2025-09-20,54.637654736390864
2025-09-21,56.70008230426693
2025-09-22,46.391489789616976
2025-09-23,46.39200164519312
2025-09-24,54.64006968593539
2025-09-25,47.42397686532595
2025-09-26,45.36256089909842
2025-09-27,56.703819375778664
2025-09-28,55.67344604870314
2025-09-29,52.581046704478084
2025-09-30,53.61262693796642
2025-10-01,54.64422768237909
2025-10-02,50.52067764884044
2025-10-03,50.521218633674096
2025-10-04,57.73915197897846
2025-10-05,55.67763198780363
2025-10-06,45.36744077015678
2025-10-07,50.52336620399278
2025-10-08,50.523899004318466
2025-10-09,46.399986888743165
2025-10-10,46.40047318861077
2025-10-11,55.68114958224167
2025-10-12,57.74401581326317
2025-10-13,58.775769220165536
2025-10-14,50.52706143133913
2025-10-15,54.65228340791314
2025-10-16,50.5281024784666
2025-10-17,53.62220955973986
2025-10-18,61.87241262610739
2025-10-19,61.873042986607174
2025-10-20,51.561392785614714
2025-10-21,50.5306764505074
2025-10-22,49.499937633512594
2025-10-23,44.34414014252123
2025-10-24,47.438392954734425
2025-10-25,48.47014672864967
2025-10-26,58.78352941837707
2025-10-27,48.47111074209342
2025-10-28,50.534211261497596
2025-10-29,48.47206847518003
2025-10-30,46.40988349779837
2025-10-31,58.78642842320941
2025-11-01,59.81835343298168
2025-11-02,66.00710141314977
2025-11-03,57.756774011802335
2025-11-04,52.60042773632235
2025-11-05,50.53815283139079
2025-11-06,55.69564205560805
2025-11-07,55.696175105342874
2025-11-08,68.07375220695538
2025-11-09,69.10582959503759
2025-11-10,66.01216406631478
2025-11-11,68.07568687939364
2025-11-12,60.85611082234912
2025-11-13,69.108434813306
2025-11-14,81.48682628753774
2025-11-15,73.2356776643997
2025-11-16,78.39384712177721
2025-11-17,68.079496694502
2025-11-18,60.85950474037926
2025-11-19,61.891589994928765
2025-11-20,64.98676402639157
2025-11-21,67.0504471345843
2025-11-22,77.36660330483453
2025-11-23,81.49355975439859
2025-11-24,74.27328126557644
2025-11-25,72.21078346239659
2025-11-26,76.33779745247075
2025-11-27,73.24367530502161
2025-11-28,77.37076727971787
2025-11-29,82.52954934017716
2025-11-30,86.65679145497099
2025-12-01,78.40445298267333
2025-12-02,96.60498508524203
2025-12-03,97.607555468813
2025-12-04,89.75481562726004
2025-12-05,82.53387866870537
2025-12-06,94.91477950019716
2025-12-07,95.53165026621389
2025-12-08,81.50430716364306
2025-12-09,80.47329365192931
2025-12-10,84.60084827266138
2025-12-11,89.31912861265161
2025-12-12,84.4825762086519
2025-12-13,100.0
2025-12-14,100.0
2025-12-15,91.13536876365437
2025-12-16,90.018399571281
2025-12-17,90.01283595449964
2025-12-18,91.50299057415856
2025-12-19,86.66830817116482
2025-12-20,99.26913605503769
2025-12-21,100.0
2025-12-22,99.98333051371229
2025-12-23,95.53371121820092
2025-12-24,96.63858235952512
2025-12-25,100.0
2025-12-26,100.0
2025-12-27,100.0
2025-12-28,100.0
2025-12-29,100.0
2025-12-30,98.09736746865242
2025-12-31,99.92755829088713
2026-01-01,100.0
2026-01-02,100.0
2026-01-03,100.0
2026-01-04,99.17698949009701
2026-01-05,84.35706201933355
2026-01-06,82.51629292881337
2026-01-07,74.74240741912048
2026-01-08,75.46328725057869
2026-01-09,79.88870430027607
2026-01-10,93.39083266066858
2026-01-11,99.01658428643309
2026-01-12,77.63784275412887
2026-01-13,86.63914968639581
2026-01-14,76.51233272949413
2026-01-15,83.26324092327242
2026-01-16,83.26305843520514
2026-01-17,100.0
2026-01-18,100.0
2026-01-19,97.88969121034204
2026-01-20,79.88680469470516
2026-01-21,84.38727212574136
2026-01-22,81.01158909114417
2026-01-23,82.13655276638202
2026-01-24,100.0
2026-01-25,100.0
2026-01-26,94.51259553188886
2026-01-27,88.8866216233779
2026-01-28,86.63610630472171
2026-01-29,79.88503460814823
2026-01-30,88.88593308753462
2026-01-31,100.0
2026-02-01,100.0
2026-02-02,84.0727203207418
2026-02-03,81.52718964033104
2026-02-04,87.89982813322874
2026-02-05,80.92088764913346
2026-02-06,77.30510135733623
2026-02-07,86.91705562523464
2026-02-08,92.07048646116473
2026-02-09,66.60849665870339
2026-02-10,71.79558798650014
2026-02-11,66.10480530187131
2026-02-12,68.01245319077779
2026-02-13,80.65831409374525
2026-02-14,85.7063719509982
2026-02-15,98.45686520088907
2026-02-16,93.55391233513022
2026-02-17,73.07170169450065
2026-02-18,69.62417361328009
2026-02-19,70.40475882901104
2026-02-20,69.0839749453708
2026-02-21,98.18340353760739
2026-02-22,90.3545595082261
2026-02-23,77.58598651994734
2026-02-24,73.15879105942308
2026-02-25,71.84346526746677
2026-02-26,73.6033644682829
2026-02-27,82.47474321874955
2026-02-28,75.04698785111248
2026-03-01,74.74697710175907
2026-03-02,
2026-03-03,
2026-03-04,
2026-03-05,
2026-03-06,
2026-03-07,
2026-03-08,
2026-03-09,
2026-03-10,
2026-03-11,
2026-03-12,
2026-03-13,
2026-03-14,
2026-03-15,
2026-03-16,
2026-03-17,
2026-03-18,
2026-03-19,
2026-03-20,
2026-03-21,
2026-03-22,
2026-03-23,
2026-03-24,
2026-03-25,
2026-03-26,
2026-03-27,
2026-03-28,
2026-03-29,
2026-03-30,
2026-03-31,
2026-04-01,
2026-04-02,
2026-04-03,
2026-04-04,
2026-04-05,
2026-04-06,
2026-04-07,
2026-04-08,
2026-04-09,
2026-04-10,
2026-04-11,
2026-04-12,
2026-04-13,
2026-04-14,
2026-04-15,
2026-04-16,
2026-04-17,
2026-04-18,
2026-04-19,
2026-04-20,
2026-04-21,
2026-04-22,
2026-04-23,
2026-04-24,
2026-04-25,
2026-04-26,
2026-04-27,
2026-04-28,
2026-04-29,
2026-04-30,
2026-05-01,
2026-05-02,
2026-05-03,
2026-05-04,
2026-05-05,
2026-05-06,
2026-05-07,
2026-05-08,
2026-05-09,
2026-05-10,
2026-05-11,
2026-05-12,
2026-05-13,
2026-05-14,
2026-05-15,
2026-05-16,
2026-05-17,
2026-05-18,
2026-05-19,
2026-05-20,
2026-05-21,
2026-05-22,
2026-05-23,
2026-05-24,
2026-05-25,
2026-05-26,
2026-05-27,
2026-05-28,
2026-05-29,
2026-05-30,
2026-05-31,
