Time,euphoria
2024-08-28,1.177223170611163
2024-08-29,1.1932807756663877
2024-08-30,1.0595151906974176
2024-08-31,1.3591615707458076
2024-09-01,1.391276780856257
2024-09-02,1.541099970880452
2024-09-03,1.3431039656905828
2024-09-04,1.1611655655559383
2024-09-05,1.1932807756663877
2024-09-06,1.2093383807216125
2024-09-07,1.2253959857768373
2024-09-08,1.3591615707458076
2024-09-09,1.2253959857768373
2024-09-10,1.1611655655559383
2024-09-11,1.0434575856421926
2024-09-12,1.1611655655559383
2024-09-13,1.3431039656905828
2024-09-14,1.391276780856257
2024-09-15,1.5250423658252275
2024-09-16,1.177223170611163
2024-09-17,1.1561475639761807
2024-09-18,1.124032353865731
2024-09-19,1.2203779841970794
2024-09-20,1.3167236145284278
2024-09-21,1.3809540347493268
2024-09-22,1.5094148751911247
2024-09-23,1.124032353865731
2024-09-24,1.5094148751911247
2024-09-25,1.0919171437552817
2024-09-26,1.1561475639761807
2024-09-27,1.1561475639761807
2024-09-28,1.5736452954120235
2024-09-29,1.4772996650806751
2024-09-30,1.4451844549702257
2024-10-01,1.3167236145284278
2024-10-02,1.124032353865731
2024-10-03,1.1561475639761807
2024-10-04,1.18826277408663
2024-10-05,1.3809540347493268
2024-10-06,1.3488388246388774
2024-10-07,1.0919171437552817
2024-10-08,1.124032353865731
2024-10-09,1.124032353865731
2024-10-10,1.1561475639761807
2024-10-11,1.1561475639761807
2024-10-12,1.2203779841970794
2024-10-13,1.5736452954120235
2024-10-14,1.2203779841970794
2024-10-15,1.1561475639761807
2024-10-16,1.124032353865731
2024-10-17,1.1561475639761807
2024-10-18,1.0919171437552817
2024-10-19,1.2846084044179784
2024-10-20,1.4130692448597761
2024-10-21,1.0919171437552817
2024-10-22,1.1561475639761807
2024-10-23,1.0276867235343827
2024-10-24,1.0919171437552817
2024-10-25,1.059801933644832
2024-10-26,1.3167236145284278
2024-10-27,1.3167236145284278
2024-10-28,1.0919171437552817
2024-10-29,1.3809540347493268
2024-10-30,1.3488388246388774
2024-10-31,1.1561475639761807
2024-11-01,1.2203779841970794
2024-11-02,1.252493194307529
2024-11-03,1.252493194307529
2024-11-04,0.9955715134239332
2024-11-05,0.9634563033134838
2024-11-06,0.7065346224298881
2024-11-07,0.9634563033134838
2024-11-08,1.1561475639761807
2024-11-09,1.9911430268478665
2024-11-10,1.9269126066269675
2024-11-11,1.4130692448597761
2024-11-12,1.3167236145284278
2024-11-13,1.4451844549702257
2024-11-14,1.3809540347493268
2024-11-15,1.124032353865731
2024-11-16,1.252493194307529
2024-11-17,1.5736452954120235
2024-11-18,1.124032353865731
2024-11-19,1.059801933644832
2024-11-20,1.1561475639761807
2024-11-21,1.4451844549702257
2024-11-22,1.4772996650806751
2024-11-23,1.5736452954120235
2024-11-24,1.5736452954120235
2024-11-25,1.1561475639761807
2024-11-26,1.124032353865731
2024-11-27,1.2846084044179784
2024-11-28,1.2203779841970794
2024-11-29,1.18826277408663
2024-11-30,1.2846084044179784
2024-12-01,1.3488388246388774
2024-12-02,1.2846084044179784
2024-12-03,1.1561475639761807
2024-12-04,1.2846084044179784
2024-12-05,1.1561475639761807
2024-12-06,1.2203779841970794
2024-12-07,1.3167236145284278
2024-12-08,1.3488388246388774
2024-12-09,1.124032353865731
2024-12-10,1.1561475639761807
2024-12-11,1.1561475639761807
2024-12-12,1.124032353865731
2024-12-13,1.1561475639761807
2024-12-14,1.4130692448597761
2024-12-15,1.3167236145284278
2024-12-16,1.1561475639761807
2024-12-17,1.1561475639761807
2024-12-18,1.124032353865731
2024-12-19,1.2203779841970794
2024-12-20,1.124032353865731
2024-12-21,1.252493194307529
2024-12-22,1.3488388246388774
2024-12-23,1.2203779841970794
2024-12-24,1.18826277408663
2024-12-25,1.3809540347493268
2024-12-26,1.2846084044179784
2024-12-27,1.3167236145284278
2024-12-28,1.3809540347493268
2024-12-29,1.4130692448597761
2024-12-30,1.3167236145284278
2024-12-31,1.5094148751911247
2025-01-01,1.541530085301574
2025-01-02,1.7021061358538214
2025-01-03,1.7021061358538214
2025-01-04,1.6378757156329224
2025-01-05,1.7342213459642708
2025-01-06,1.5094148751911247
2025-01-07,1.3488388246388774
2025-01-08,1.3809540347493268
2025-01-09,1.4130692448597761
2025-01-10,1.5094148751911247
2025-01-11,1.5736452954120235
2025-01-12,1.7984517661851698
2025-01-13,1.4451844549702257
2025-01-14,1.1561475639761807
2025-01-15,1.2846084044179784
2025-01-16,1.3488388246388774
2025-01-17,1.4130692448597761
2025-01-18,1.5094148751911247
2025-01-19,1.541530085301574
2025-01-20,1.5736452954120235
2025-01-21,1.4130692448597761
2025-01-22,1.4451844549702257
2025-01-23,1.3167236145284278
2025-01-24,1.3809540347493268
2025-01-25,1.6378757156329224
2025-01-26,1.7663365560747204
2025-01-27,1.252493194307529
2025-01-28,1.2846084044179784
2025-01-29,1.18826277408663
2025-01-30,1.3809540347493268
2025-01-31,1.3488388246388774
2025-02-01,1.3809540347493268
2025-02-02,1.5094148751911247
2025-02-03,1.3167236145284278
2025-02-04,1.18826277408663
2025-02-05,1.0919171437552817
2025-02-06,1.4451844549702257
2025-02-07,1.5094148751911247
2025-02-08,1.605760505522473
2025-02-09,1.8947973965165181
2025-02-10,2.3444103380628105
2025-02-11,1.7342213459642708
2025-02-12,1.5736452954120235
2025-02-13,1.541530085301574
2025-02-14,1.9911430268478665
2025-02-15,3.147290590824047
2025-02-16,3.211521011044946
2025-02-17,2.4728711785046085
2025-02-18,2.151719077400114
2025-02-19,2.023258236958316
2025-02-20,1.959027816737417
2025-02-21,1.8626821864060688
2025-02-22,2.6976776492777548
2025-02-23,2.2159494976210126
2025-02-24,1.7021061358538214
2025-02-25,1.605760505522473
2025-02-26,1.541530085301574
2025-02-27,1.605760505522473
2025-02-28,1.7342213459642708
2025-03-01,2.119603867289664
2025-03-02,2.248064707731462
2025-03-03,1.9269126066269675
2025-03-04,1.7021061358538214
2025-03-05,1.7021061358538214
2025-03-06,1.4772996650806751
2025-03-07,1.541530085301574
2025-03-08,1.7663365560747204
2025-03-09,1.8305669762956192
2025-03-10,1.5094148751911247
2025-03-11,1.3488388246388774
2025-03-12,1.4130692448597761
2025-03-13,1.3167236145284278
2025-03-14,1.3809540347493268
2025-03-15,1.6378757156329224
2025-03-16,1.959027816737417
2025-03-17,1.541530085301574
2025-03-18,1.5094148751911247
2025-03-19,1.3809540347493268
2025-03-20,1.3809540347493268
2025-03-21,1.4451844549702257
2025-03-22,1.5094148751911247
2025-03-23,1.7021061358538214
2025-03-24,1.2846084044179784
2025-03-25,1.3167236145284278
2025-03-26,1.2203779841970794
2025-03-27,1.3809540347493268
2025-03-28,1.252493194307529
2025-03-29,1.541530085301574
2025-03-30,1.6378757156329224
2025-03-31,1.3809540347493268
2025-04-01,1.1561475639761807
2025-04-02,1.059801933644832
2025-04-03,1.3488388246388774
2025-04-04,1.2203779841970794
2025-04-05,1.4772996650806751
2025-04-06,1.6378757156329224
2025-04-07,1.4130692448597761
2025-04-08,1.3488388246388774
2025-04-09,1.1561475639761807
2025-04-10,1.18826277408663
2025-04-11,1.8947973965165181
2025-04-12,1.7663365560747204
2025-04-13,1.605760505522473
2025-04-14,1.2846084044179784
2025-04-15,1.1689936480203604
2025-04-16,1.242858631274394
2025-04-17,1.185051253075585
2025-04-18,1.2846084044179786
2025-04-19,1.441972933959181
2025-04-20,1.441972933959181
2025-04-21,1.143301479932001
2025-04-22,1.1272438748767761
2025-04-23,1.143301479932001
2025-04-24,1.143301479932001
2025-04-25,1.2268010262191695
2025-04-26,1.4002231608155964
2025-04-27,1.483722707102765
2025-04-28,1.2846084044179786
2025-04-29,1.143301479932001
2025-04-30,1.069436496677967
2025-05-01,1.1272438748767761
2025-05-02,1.2268010262191695
2025-05-03,1.2846084044179786
2025-05-04,1.4259153289039561
2025-05-05,1.3263581775615627
2025-05-06,1.185051253075585
2025-05-07,1.1689936480203604
2025-05-08,1.0437443285896073
2025-05-09,1.1272438748767761
2025-05-10,1.2846084044179786
2025-05-11,1.3841655557603718
2025-05-12,1.1272438748767761
2025-05-13,1.185051253075585
2025-05-14,1.1272438748767761
2025-05-15,1.1304553958878212
2025-05-16,1.079071059711102
2025-05-17,1.2846084044179786
2025-05-18,1.2332240682412594
2025-05-19,1.0276867235343827
2025-05-20,0.9763023873576637
2025-05-21,1.0276867235343827
2025-05-22,1.1818397320645402
2025-05-23,1.1818397320645402
2025-05-24,1.2846084044179786
2025-05-25,1.2846084044179786
2025-05-26,1.3359927405946976
2025-05-27,1.1304553958878212
2025-05-28,1.0276867235343827
2025-05-29,1.1304553958878212
2025-05-30,1.2332240682412594
2025-05-31,1.3873770767714169
2025-06-01,1.3359927405946976
2025-06-02,1.1818397320645402
2025-06-03,1.079071059711102
2025-06-04,1.1304553958878212
2025-06-05,1.079071059711102
2025-06-06,1.1304553958878212
2025-06-07,1.3873770767714169
2025-06-08,1.3873770767714169
2025-06-09,1.1818397320645402
2025-06-10,1.1304553958878212
2025-06-11,1.1818397320645402
2025-06-12,1.2846084044179786
2025-06-13,1.3873770767714169
2025-06-14,1.3359927405946976
2025-06-15,1.6956830938317318
2025-06-16,1.2332240682412594
2025-06-17,1.1818397320645402
2025-06-18,1.1818397320645402
2025-06-19,1.1818397320645402
2025-06-20,1.1818397320645402
2025-06-21,1.079071059711102
2025-06-22,5.1384336176719145
2025-06-23,1.9526047747153275
2025-06-24,1.0276867235343827
2025-06-25,1.0276867235343827
2025-06-26,1.0276867235343827
2025-06-27,1.0276867235343827
2025-06-28,1.2332240682412594
2025-06-29,1.2332240682412594
2025-06-30,1.1304553958878212
2025-07-01,1.079071059711102
2025-07-02,0.9763023873576637
2025-07-03,1.0276867235343827
2025-07-04,1.1818397320645402
2025-07-05,1.1304553958878212
2025-07-06,1.3359927405946976
2025-07-07,1.1304553958878212
2025-07-08,1.1304553958878212
2025-07-09,1.1304553958878212
2025-07-10,1.0276867235343827
2025-07-11,1.0276867235343827
2025-07-12,1.1304553958878212
2025-07-13,1.2332240682412594
2025-07-14,1.0276867235343827
2025-07-15,1.079071059711102
2025-07-16,1.0276867235343827
2025-07-17,1.1818397320645402
2025-07-18,1.1304553958878212
2025-07-19,1.3873770767714169
2025-07-20,1.438761412948136
2025-07-21,1.2332240682412594
2025-07-22,1.079071059711102
2025-07-23,1.079071059711102
2025-07-24,1.1818397320645402
2025-07-25,1.1818397320645402
2025-07-26,1.2846084044179786
2025-07-27,1.438761412948136
2025-07-28,1.1818397320645402
2025-07-29,1.490145749124855
2025-07-30,1.6442987576550125
2025-07-31,1.6956830938317318
2025-08-01,1.490145749124855
2025-08-02,1.490145749124855
2025-08-03,1.438761412948136
2025-08-04,1.490145749124855
2025-08-05,1.490145749124855
2025-08-06,1.3873770767714169
2025-08-07,1.2332240682412594
2025-08-08,1.2332240682412594
2025-08-09,1.3359927405946976
2025-08-10,1.490145749124855
2025-08-11,1.1818397320645402
2025-08-12,1.1818397320645402
2025-08-13,1.079071059711102
2025-08-14,1.1818397320645402
2025-08-15,1.1304553958878212
2025-08-16,1.2846084044179786
2025-08-17,1.438761412948136
2025-08-18,1.1304553958878212
2025-08-19,1.079071059711102
2025-08-20,0.9763023873576637
2025-08-21,1.0276867235343827
2025-08-22,0.9763023873576637
2025-08-23,1.2846084044179786
2025-08-24,1.2846084044179786
2025-08-25,1.079071059711102
2025-08-26,0.9763023873576637
2025-08-27,0.9249180511809445
2025-08-28,0.9763023873576637
2025-08-29,1.0276867235343827
2025-08-30,1.1304553958878212
2025-08-31,1.1818397320645402
2025-09-01,1.2332240682412594
2025-09-02,1.0276867235343827
2025-09-03,1.0276867235343827
2025-09-04,0.9763023873576637
2025-09-05,1.079071059711102
2025-09-06,1.1304553958878212
2025-09-07,1.1818397320645402
2025-09-08,1.0276867235343827
2025-09-09,0.9249180511809445
2025-09-10,0.8221493788275063
2025-09-11,0.9249180511809445
2025-09-12,0.9249180511809445
2025-09-13,1.1818397320645402
2025-09-14,1.1818397320645402
2025-09-15,1.1304553958878212
2025-09-16,1.2332240682412594
2025-09-17,1.1304553958878212
2025-09-18,0.9763023873576637
2025-09-19,1.079071059711102
2025-09-20,1.2846084044179786
2025-09-21,1.1304553958878212
2025-09-22,1.1818397320645402
2025-09-23,1.2846084044179786
2025-09-24,1.1304553958878212
2025-09-25,1.079071059711102
2025-09-26,1.0276867235343827
2025-09-27,1.2332240682412594
2025-09-28,1.490145749124855
2025-09-29,1.1818397320645402
2025-09-30,1.2332240682412594
2025-10-01,1.3359927405946976
2025-10-02,1.6956830938317318
2025-10-03,1.3359927405946976
2025-10-04,1.6956830938317318
2025-10-05,1.79845176618517
2025-10-06,1.490145749124855
2025-10-07,1.2846084044179786
2025-10-08,1.3359927405946976
2025-10-09,1.490145749124855
2025-10-10,1.2332240682412594
2025-10-11,1.438761412948136
2025-10-12,1.438761412948136
2025-10-13,1.438761412948136
2025-10-14,1.3873770767714169
2025-10-15,1.3873770767714169
2025-10-16,1.438761412948136
2025-10-17,2.8261384897195527
2025-10-18,3.1344445067798676
2025-10-19,2.8261384897195527
2025-10-20,1.79845176618517
2025-10-21,1.6442987576550125
2025-10-22,1.5415300853015743
2025-10-23,1.5929144214782933
2025-10-24,1.490145749124855
2025-10-25,1.6442987576550125
2025-10-26,1.6956830938317318
2025-10-27,1.438761412948136
2025-10-28,1.438761412948136
2025-10-29,1.3873770767714169
2025-10-30,1.9526047747153275
2025-10-31,2.0039891108920465
2025-11-01,1.849836102361889
2025-11-02,1.849836102361889
2025-11-03,1.7470674300084508
2025-11-04,1.6442987576550125
2025-11-05,1.490145749124855
2025-11-06,1.5415300853015743
2025-11-07,1.79845176618517
2025-11-08,2.106757783245485
2025-11-09,2.158142119422204
2025-11-10,1.9012204385386082
2025-11-11,2.0553734470687655
2025-11-12,1.849836102361889
2025-11-13,1.7470674300084508
2025-11-14,1.6442987576550125
2025-11-15,2.0039891108920465
2025-11-16,2.209526455598923
2025-11-17,1.9526047747153275
2025-11-18,1.79845176618517
2025-11-19,1.6442987576550125
2025-11-20,1.5929144214782933
2025-11-21,1.5415300853015743
2025-11-22,1.490145749124855
2025-11-23,1.7470674300084508
2025-11-24,1.5929144214782933
2025-11-25,1.438761412948136
2025-11-26,1.9526047747153275
2025-11-27,1.5415300853015743
2025-11-28,1.6442987576550125
2025-11-29,1.6956830938317318
2025-11-30,1.849836102361889
2025-12-01,1.490145749124855
2025-12-02,1.3873770767714169
2025-12-03,1.5929144214782933
2025-12-04,2.209526455598923
2025-12-05,1.79845176618517
2025-12-06,1.7470674300084508
2025-12-07,1.79845176618517
2025-12-08,1.490145749124855
2025-12-09,1.438761412948136
2025-12-10,1.5929144214782933
2025-12-11,1.4554411451102125
2025-12-12,2.0861771459809875
2025-12-13,3.361773114472683
2025-12-14,3.039343130662223
2025-12-15,2.3829149617030883
2025-12-16,1.9577163055391895
2025-12-17,1.983408473627549
2025-12-18,1.8549476331857513
2025-12-19,1.5839019855520102
2025-12-20,1.93202413745083
2025-12-21,1.983408473627549
2025-12-22,1.9063319693624705
2025-12-23,1.880639801274111
2025-12-24,1.880639801274111
2025-12-25,1.5582098174636507
2025-12-26,1.880639801274111
2025-12-27,2.0347928098042685
2025-12-28,2.0091006417159085
2025-12-29,1.9577163055391895
2025-12-30,2.0347928098042685
2025-12-31,2.0861771459809875
2026-01-01,2.0091006417159085
2026-01-02,2.3572227936147288
2026-01-03,2.4599914659681668
2026-01-04,2.8594979540437055
2026-01-05,2.4856836340565263
2026-01-06,2.060484977892628
2026-01-07,1.9577163055391895
2026-01-08,1.983408473627549
2026-01-09,1.9577163055391895
2026-01-10,2.4535347954538147
2026-01-11,2.4535347954538147
2026-01-12,1.9628278363630518
2026-01-13,2.4535347954538147
2026-01-14,6.379190468179918
2026-01-15,10.304846140906022
2026-01-16,7.3606043863614445
2026-01-17,6.379190468179918
2026-01-18,5.888483509089156
2026-01-19,5.397776549998392
2026-01-20,4.416362631816867
2026-01-21,3.9256556727261036
2026-01-22,3.4349487136353405
2026-01-23,3.4349487136353405
2026-01-24,3.9256556727261036
2026-01-25,4.416362631816867
2026-01-26,3.9256556727261036
2026-01-27,3.4349487136353405
2026-01-28,2.944241754544578
2026-01-29,2.944241754544578
2026-01-30,2.4535347954538147
2026-01-31,2.944241754544578
2026-02-01,2.944241754544578
2026-02-02,2.4535347954538147
2026-02-03,2.4535347954538147
2026-02-04,1.9628278363630518
2026-02-05,1.9628278363630518
2026-02-06,1.9628278363630518
2026-02-07,2.4535347954538147
2026-02-08,2.4535347954538147
2026-02-09,1.9628278363630518
2026-02-10,1.9628278363630518
2026-02-11,1.9628278363630518
2026-02-12,1.9628278363630518
2026-02-13,1.9628278363630518
2026-02-14,1.9628278363630518
2026-02-15,2.4535347954538147
2026-02-16,2.4535347954538147
2026-02-17,1.9628278363630518
2026-02-18,1.9628278363630518
2026-02-19,1.9628278363630518
2026-02-20,7.851311345452207
2026-02-21,4.907069590907629
2026-02-22,3.9256556727261036
2026-02-23,2.944241754544578
2026-02-24,2.4535347954538147
2026-02-25,1.9628278363630518
2026-02-26,1.9628278363630518
2026-02-27,1.9628278363630518
2026-02-28,1.9628278363630518
2026-03-01,2.4535347954538147
2026-03-02,2.4535347954538147
2026-03-03,1.9628278363630518
2026-03-04,1.9628278363630518
2026-03-05,1.9628278363630518
2026-03-06,1.472120877272289
2026-03-07,1.9628278363630518
2026-03-08,2.4535347954538147
2026-03-09,1.9628278363630518
2026-03-10,1.9628278363630518
2026-03-11,1.9628278363630518
2026-03-12,1.9628278363630518
2026-03-13,2.944241754544578
2026-03-14,2.944241754544578
2026-03-15,2.4535347954538147
2026-03-16,2.4535347954538147
2026-03-17,1.9628278363630518
2026-03-18,1.9628278363630518
2026-03-19,1.9628278363630518
2026-03-20,1.9628278363630518
2026-03-21,2.4535347954538147
2026-03-22,2.944241754544578
2026-03-23,1.9628278363630518
2026-03-24,2.4535347954538147
2026-03-25,2.4535347954538147
2026-03-26,1.9628278363630518
2026-03-27,2.4535347954538147
2026-03-28,2.4535347954538147
2026-03-29,2.944241754544578
2026-03-30,3.9256556727261036
2026-03-31,5.397776549998392
2026-04-01,4.416362631816867
2026-04-02,4.416362631816867
2026-04-03,4.416362631816867
2026-04-04,5.397776549998392
2026-04-05,6.379190468179918
2026-04-06,5.888483509089156
2026-04-07,5.397776549998392
2026-04-08,9.814139181815259
2026-04-09,10.304846140906022
2026-04-10,9.814139181815259
2026-04-11,13.2490878954506
2026-04-12,42.20079848180561
2026-04-13,49.07069590907629
2026-04-14,26.007468831810435
2026-04-15,17.1747435681767
2026-04-16,13.739794854541362
2026-04-17,10.795553099996784
2026-04-18,11.286260059087548
2026-04-19,16.193329649995178
2026-04-20,28.951710586355013
2026-04-21,20.609692281812045
2026-04-22,14.230501813632126
2026-04-23,11.776967018178311
2026-04-24,9.814139181815259
2026-04-25,10.304846140906022
2026-04-26,14.230501813632126
2026-04-27,27.479589709082724
2026-04-28,18.64686444544899
2026-04-29,12.758380936359837
2026-04-30,10.304846140906022
2026-05-01,8.34201830454297
2026-05-02,9.323432222724495
2026-05-03,11.286260059087548
2026-05-04,18.64686444544899
2026-05-05,11.776967018178311
2026-05-06,7.3606043863614445
2026-05-07,6.379190468179918
2026-05-08,5.397776549998392
2026-05-09,5.888483509089156
2026-05-10,7.3606043863614445
2026-05-11,19.628278363630518
2026-05-12,15.21191573181365
2026-05-13,9.814139181815259
2026-05-14,7.3606043863614445
2026-05-15,5.888483509089156
2026-05-16,6.869897427270681
2026-05-17,8.832725263633733
2026-05-18,16.193329649995178
2026-05-19,8.832725263633733
2026-05-20,6.379190468179918
2026-05-21,5.397776549998392
2026-05-22,5.397776549998392
2026-05-23,5.397776549998392
2026-05-24,7.3606043863614445
2026-05-25,34.84019409544417
2026-05-26,22.081813159084334
2026-05-27,13.2490878954506
2026-05-28,10.304846140906022
2026-05-29,7.851311345452207
2026-05-30,7.3606043863614445
2026-05-31,13.2490878954506
