Time,sydney_sweeney
2022-09-28,4.756756756756758
2022-09-29,3.9639639639639643
2022-09-30,4.756756756756758
2022-10-01,3.9639639639639643
2022-10-02,9.513513513513516
2022-10-03,5.549549549549551
2022-10-04,4.756756756756758
2022-10-05,3.9639639639639643
2022-10-06,4.756756756756758
2022-10-07,3.9639639639639643
2022-10-08,4.756756756756758
2022-10-09,5.549549549549551
2022-10-10,3.9639639639639643
2022-10-11,4.756756756756758
2022-10-12,15.855855855855857
2022-10-13,11.891891891891893
2022-10-14,9.513513513513516
2022-10-15,7.135135135135136
2022-10-16,6.342342342342343
2022-10-17,4.756756756756758
2022-10-18,4.756756756756758
2022-10-19,5.549549549549551
2022-10-20,4.756756756756758
2022-10-21,3.9639639639639643
2022-10-22,4.756756756756758
2022-10-23,5.549549549549551
2022-10-24,4.756756756756758
2022-10-25,5.549549549549551
2022-10-26,5.549549549549551
2022-10-27,7.927927927927929
2022-10-28,6.342342342342343
2022-10-29,6.342342342342343
2022-10-30,5.549549549549551
2022-10-31,5.549549549549551
2022-11-01,4.756756756756758
2022-11-02,7.135135135135136
2022-11-03,5.549549549549551
2022-11-04,4.756756756756758
2022-11-05,4.756756756756758
2022-11-06,6.342342342342343
2022-11-07,8.720720720720722
2022-11-08,7.135135135135136
2022-11-09,4.756756756756758
2022-11-10,3.9639639639639643
2022-11-11,9.513513513513516
2022-11-12,21.405405405405407
2022-11-13,24.57657657657658
2022-11-14,10.306306306306308
2022-11-15,7.927927927927929
2022-11-16,5.549549549549551
2022-11-17,7.927927927927929
2022-11-18,7.927927927927929
2022-11-19,7.927927927927929
2022-11-20,7.135135135135136
2022-11-21,5.549549549549551
2022-11-22,5.549549549549551
2022-11-23,5.549549549549551
2022-11-24,4.756756756756758
2022-11-25,4.756756756756758
2022-11-26,4.756756756756758
2022-11-27,5.549549549549551
2022-11-28,5.549549549549551
2022-11-29,4.756756756756758
2022-11-30,4.756756756756758
2022-12-01,3.9639639639639643
2022-12-02,4.756756756756758
2022-12-03,4.756756756756758
2022-12-04,5.549549549549551
2022-12-05,5.549549549549551
2022-12-06,4.756756756756758
2022-12-07,4.756756756756758
2022-12-08,4.756756756756758
2022-12-09,4.756756756756758
2022-12-10,5.549549549549551
2022-12-11,5.549549549549551
2022-12-12,5.549549549549551
2022-12-13,6.342342342342343
2022-12-14,6.342342342342343
2022-12-15,7.135135135135136
2022-12-16,6.342342342342343
2022-12-17,6.342342342342343
2022-12-18,5.549549549549551
2022-12-19,6.342342342342343
2022-12-20,6.342342342342343
2022-12-21,5.549549549549551
2022-12-22,5.549549549549551
2022-12-23,5.549549549549551
2022-12-24,5.549549549549551
2022-12-25,5.549549549549551
2022-12-26,6.342342342342343
2022-12-27,5.549549549549551
2022-12-28,7.135135135135136
2022-12-29,7.135135135135136
2022-12-30,6.342342342342343
2022-12-31,6.342342342342343
2023-01-01,5.549549549549551
2023-01-02,5.549549549549551
2023-01-03,7.135135135135136
2023-01-04,6.342342342342343
2023-01-05,5.549549549549551
2023-01-06,5.549549549549551
2023-01-07,7.135135135135136
2023-01-08,5.549549549549551
2023-01-09,3.9639639639639643
2023-01-10,3.9639639639639643
2023-01-11,5.549549549549551
2023-01-12,7.135135135135136
2023-01-13,4.756756756756758
2023-01-14,5.549549549549551
2023-01-15,5.549549549549551
2023-01-16,6.342342342342343
2023-01-17,3.9639639639639643
2023-01-18,4.756756756756758
2023-01-19,4.756756756756758
2023-01-20,4.756756756756758
2023-01-21,7.135135135135136
2023-01-22,7.135135135135136
2023-01-23,4.756756756756758
2023-01-24,5.549549549549551
2023-01-25,4.756756756756758
2023-01-26,4.756756756756758
2023-01-27,4.756756756756758
2023-01-28,5.549549549549551
2023-01-29,6.342342342342343
2023-01-30,5.549549549549551
2023-01-31,7.927927927927929
2023-02-01,6.342342342342343
2023-02-02,6.342342342342343
2023-02-03,5.549549549549551
2023-02-04,6.342342342342343
2023-02-05,4.756756756756758
2023-02-06,3.9639639639639643
2023-02-07,4.756756756756758
2023-02-08,4.756756756756758
2023-02-09,3.9639639639639643
2023-02-10,3.9639639639639643
2023-02-11,4.756756756756758
2023-02-12,5.549549549549551
2023-02-13,3.1711711711711716
2023-02-14,2.378378378378379
2023-02-15,3.1711711711711716
2023-02-16,3.1711711711711716
2023-02-17,3.1711711711711716
2023-02-18,4.756756756756758
2023-02-19,10.306306306306308
2023-02-20,11.891891891891893
2023-02-21,7.927927927927929
2023-02-22,5.549549549549551
2023-02-23,5.549549549549551
2023-02-24,5.549549549549551
2023-02-25,5.549549549549551
2023-02-26,5.549549549549551
2023-02-27,5.549549549549551
2023-02-28,5.549549549549551
2023-03-01,4.756756756756758
2023-03-02,6.342342342342343
2023-03-03,7.927927927927929
2023-03-04,7.135135135135136
2023-03-05,7.927927927927929
2023-03-06,14.270270270270272
2023-03-07,15.855855855855857
2023-03-08,16.648648648648653
2023-03-09,15.063063063063066
2023-03-10,11.099099099099101
2023-03-11,7.927927927927929
2023-03-12,7.135135135135136
2023-03-13,6.342342342342343
2023-03-14,7.135135135135136
2023-03-15,7.135135135135136
2023-03-16,6.342342342342343
2023-03-17,7.135135135135136
2023-03-18,7.135135135135136
2023-03-19,14.270270270270272
2023-03-20,9.513513513513516
2023-03-21,10.306306306306308
2023-03-22,8.720720720720722
2023-03-23,11.891891891891893
2023-03-24,10.306306306306308
2023-03-25,10.306306306306308
2023-03-26,8.720720720720722
2023-03-27,6.342342342342343
2023-03-28,6.342342342342343
2023-03-29,7.135135135135136
2023-03-30,7.135135135135136
2023-03-31,6.342342342342343
2023-04-01,7.135135135135136
2023-04-02,7.927927927927929
2023-04-03,6.342342342342343
2023-04-04,9.513513513513516
2023-04-05,9.513513513513516
2023-04-06,8.720720720720722
2023-04-07,6.342342342342343
2023-04-08,8.720720720720722
2023-04-09,6.342342342342343
2023-04-10,8.720720720720722
2023-04-11,7.927927927927929
2023-04-12,5.549549549549551
2023-04-13,6.342342342342343
2023-04-14,6.342342342342343
2023-04-15,6.342342342342343
2023-04-16,5.549549549549551
2023-04-17,5.549549549549551
2023-04-18,6.342342342342343
2023-04-19,7.135135135135136
2023-04-20,6.342342342342343
2023-04-21,5.549549549549551
2023-04-22,6.342342342342343
2023-04-23,8.720720720720722
2023-04-24,15.063063063063066
2023-04-25,33.297297297297305
2023-04-26,30.039880885069174
2023-04-27,42.65158882732105
2023-04-28,27.805797429228395
2023-04-29,27.805797429228395
2023-04-30,21.499943458102457
2023-05-01,19.662256398658073
2023-05-02,34.856345885634596
2023-05-03,20.406950883938336
2023-05-04,13.356402427532137
2023-05-05,11.122318971691358
2023-05-06,11.867013456971616
2023-05-07,15.590485883372914
2023-05-08,10.377624486411099
2023-05-09,9.284631912246976
2023-05-10,8.88823551585058
2023-05-11,9.63293000113084
2023-05-12,9.63293000113084
2023-05-13,8.88823551585058
2023-05-14,10.029326397527235
2023-05-15,9.284631912246976
2023-05-16,7.398846545290061
2023-05-17,8.88823551585058
2023-05-18,8.88823551585058
2023-05-19,8.539937426966716
2023-05-20,7.795242941686457
2023-05-21,8.539937426966716
2023-05-22,8.88823551585058
2023-05-23,10.029326397527235
2023-05-24,8.14354103057032
2023-05-25,7.795242941686457
2023-05-26,7.662557955444986
2023-05-27,9.055750310980438
2023-05-28,9.752346488748163
2023-05-29,10.44894266651589
2023-05-30,18.111500621960875
2023-05-31,22.29107768856723
2023-06-01,12.538731199819068
2023-06-02,10.44894266651589
2023-06-03,32.74002035508312
2023-06-04,36.919597421689474
2023-06-05,16.718308266425424
2023-06-06,11.842135022051341
2023-06-07,11.145538844283616
2023-06-08,9.055750310980438
2023-06-09,9.055750310980438
2023-06-10,9.055750310980438
2023-06-11,9.752346488748163
2023-06-12,7.662557955444986
2023-06-13,7.662557955444986
2023-06-14,6.9659617776772595
2023-06-15,6.9659617776772595
2023-06-16,6.9659617776772595
2023-06-17,8.359154133212712
2023-06-18,7.662557955444986
2023-06-19,6.9659617776772595
2023-06-20,6.9659617776772595
2023-06-21,7.662557955444986
2023-06-22,5.572769422141808
2023-06-23,5.572769422141808
2023-06-24,5.572769422141808
2023-06-25,5.572769422141808
2023-06-26,4.8761732443740815
2023-06-27,7.662557955444986
2023-06-28,9.055750310980438
2023-06-29,6.9659617776772595
2023-06-30,5.572769422141808
2023-07-01,5.572769422141808
2023-07-02,7.662557955444986
2023-07-03,9.055750310980438
2023-07-04,6.269365599909534
2023-07-05,6.9659617776772595
2023-07-06,6.269365599909534
2023-07-07,6.9659617776772595
2023-07-08,6.269365599909534
2023-07-09,6.9659617776772595
2023-07-10,4.179577066606356
2023-07-11,4.179577066606356
2023-07-12,3.4829808888386298
2023-07-13,4.8761732443740815
2023-07-14,4.179577066606356
2023-07-15,7.662557955444986
2023-07-16,7.662557955444986
2023-07-17,4.8761732443740815
2023-07-18,4.8761732443740815
2023-07-19,4.179577066606356
2023-07-20,4.179577066606356
2023-07-21,4.8761732443740815
2023-07-22,6.269365599909534
2023-07-23,7.662557955444986
2023-07-24,5.572769422141808
2023-07-25,4.8761732443740815
2023-07-26,4.8761732443740815
2023-07-27,4.179577066606356
2023-07-28,3.4829808888386298
2023-07-29,5.572769422141808
2023-07-30,6.9659617776772595
2023-07-31,5.572769422141808
2023-08-01,9.055750310980438
2023-08-02,6.269365599909534
2023-08-03,4.179577066606356
2023-08-04,4.179577066606356
2023-08-05,4.8761732443740815
2023-08-06,5.572769422141808
2023-08-07,4.179577066606356
2023-08-08,4.179577066606356
2023-08-09,10.44894266651589
2023-08-10,20.89788533303178
2023-08-11,13.931923555354519
2023-08-12,18.808096799728602
2023-08-13,19.504692977496326
2023-08-14,12.538731199819068
2023-08-15,9.752346488748163
2023-08-16,6.269365599909534
2023-08-17,6.269365599909534
2023-08-18,5.572769422141808
2023-08-19,4.8761732443740815
2023-08-20,6.269365599909534
2023-08-21,5.572769422141808
2023-08-22,4.8761732443740815
2023-08-23,4.8761732443740815
2023-08-24,4.8761732443740815
2023-08-25,5.572769422141808
2023-08-26,6.269365599909534
2023-08-27,7.662557955444986
2023-08-28,5.572769422141808
2023-08-29,9.055750310980438
2023-08-30,6.9659617776772595
2023-08-31,4.179577066606356
2023-09-01,4.179577066606356
2023-09-02,4.8761732443740815
2023-09-03,5.572769422141808
2023-09-04,7.662557955444986
2023-09-05,5.572769422141808
2023-09-06,8.359154133212712
2023-09-07,15.325115910889972
2023-09-08,9.752346488748163
2023-09-09,6.9659617776772595
2023-09-10,6.9659617776772595
2023-09-11,6.269365599909534
2023-09-12,6.269365599909534
2023-09-13,4.8761732443740815
2023-09-14,4.8761732443740815
2023-09-15,5.572769422141808
2023-09-16,5.572769422141808
2023-09-17,8.359154133212712
2023-09-18,9.055750310980438
2023-09-19,6.9659617776772595
2023-09-20,5.572769422141808
2023-09-21,4.8761732443740815
2023-09-22,4.179577066606356
2023-09-23,4.8761732443740815
2023-09-24,4.8761732443740815
2023-09-25,4.8761732443740815
2023-09-26,4.179577066606356
2023-09-27,3.4829808888386298
2023-09-28,3.4829808888386298
2023-09-29,4.179577066606356
2023-09-30,4.179577066606356
2023-10-01,3.4829808888386298
2023-10-02,4.179577066606356
2023-10-03,3.4829808888386298
2023-10-04,4.179577066606356
2023-10-05,4.179577066606356
2023-10-06,3.4829808888386298
2023-10-07,4.179577066606356
2023-10-08,3.4829808888386298
2023-10-09,3.4829808888386298
2023-10-10,2.786384711070904
2023-10-11,3.4829808888386298
2023-10-12,3.4829808888386298
2023-10-13,4.8761732443740815
2023-10-14,4.179577066606356
2023-10-15,4.8761732443740815
2023-10-16,3.4829808888386298
2023-10-17,2.786384711070904
2023-10-18,2.786384711070904
2023-10-19,6.9659617776772595
2023-10-20,10.44894266651589
2023-10-21,6.9659617776772595
2023-10-22,6.9659617776772595
2023-10-23,5.572769422141808
2023-10-24,4.179577066606356
2023-10-25,4.179577066606356
2023-10-26,3.4829808888386298
2023-10-27,3.4829808888386298
2023-10-28,4.179577066606356
2023-10-29,3.4829808888386298
2023-10-30,3.4829808888386298
2023-10-31,3.4829808888386298
2023-11-01,2.786384711070904
2023-11-02,3.4829808888386298
2023-11-03,3.4829808888386298
2023-11-04,4.179577066606356
2023-11-05,4.8761732443740815
2023-11-06,4.8761732443740815
2023-11-07,4.8761732443740815
2023-11-08,3.4829808888386298
2023-11-09,2.786384711070904
2023-11-10,4.179577066606356
2023-11-11,4.179577066606356
2023-11-12,4.8761732443740815
2023-11-13,4.8761732443740815
2023-11-14,5.572769422141808
2023-11-15,16.718308266425424
2023-11-16,39.70598213276038
2023-11-17,25.077462399638137
2023-11-18,19.504692977496326
2023-11-19,11.842135022051341
2023-11-20,9.752346488748163
2023-11-21,13.931923555354519
2023-11-22,18.808096799728602
2023-11-23,12.538731199819068
2023-11-24,8.359154133212712
2023-11-25,11.145538844283616
2023-11-26,11.145538844283616
2023-11-27,7.662557955444986
2023-11-28,7.662557955444986
2023-11-29,11.145538844283616
2023-11-30,9.055750310980438
2023-12-01,9.055750310980438
2023-12-02,10.44894266651589
2023-12-03,11.842135022051341
2023-12-04,10.44894266651589
2023-12-05,9.055750310980438
2023-12-06,9.752346488748163
2023-12-07,6.9659617776772595
2023-12-08,7.662557955444986
2023-12-09,9.055750310980438
2023-12-10,13.235327377586794
2023-12-11,15.325115910889972
2023-12-12,27.167250932941315
2023-12-13,28.560443288476765
2023-12-14,27.863847110709038
2023-12-15,22.29107768856723
2023-12-16,20.201289155264053
2023-12-17,22.98767386633496
2023-12-18,20.89788533303178
2023-12-19,33.43661653285085
2023-12-20,53.6379056881149
2023-12-21,69.65961777677259
2023-12-22,62.04989155391112
2023-12-23,52.4501700704042
2023-12-24,49.52779256620167
2023-12-25,38.398885934027675
2023-12-26,35.47650842982516
2023-12-27,38.050587845143816
2023-12-28,38.050587845143816
2023-12-29,35.128210340941294
2023-12-30,33.25072710339036
2023-12-31,28.79916445052076
2024-01-01,27.75427018386917
2024-01-02,25.876786946318234
2024-01-03,25.876786946318234
2024-01-04,23.651005619883435
2024-01-05,23.651005619883435
2024-01-06,32.902429014506495
2024-01-07,37.35399166737609
2024-01-08,19.199442967013837
2024-01-09,18.502846789246114
2024-01-10,18.85114487812998
2024-01-11,19.547741055897703
2024-01-12,18.85114487812998
2024-01-13,25.876786946318234
2024-01-14,26.573383124085964
2024-01-15,21.7735223823325
2024-01-16,18.502846789246114
2024-01-17,16.97366164057904
2024-01-18,16.277065462811315
2024-01-19,16.97366164057904
2024-01-20,30.32834959918783
2024-01-21,25.97951531523061
2024-01-22,16.532418836964933
2024-01-23,16.532418836964933
2024-01-24,16.532418836964933
2024-01-25,25.97951531523061
2024-01-26,40.150160032629124
2024-01-27,56.68257886959405
2024-01-28,54.32080475002764
2024-01-29,33.064837673929866
2024-01-30,25.97951531523061
2024-01-31,25.97951531523061
2024-02-01,21.25596707609777
2024-02-02,23.61774119566419
2024-02-03,25.97951531523061
2024-02-04,25.97951531523061
2024-02-05,18.894192956531352
2024-02-06,16.532418836964933
2024-02-07,16.532418836964933
2024-02-08,16.532418836964933
2024-02-09,18.894192956531352
2024-02-10,25.97951531523061
2024-02-11,25.97951531523061
2024-02-12,18.894192956531352
2024-02-13,28.341289434797027
2024-02-14,35.426611793496285
2024-02-15,35.426611793496285
2024-02-16,37.788385913062704
2024-02-17,44.87370827176196
2024-02-18,47.23548239132838
2024-02-19,59.04435298916047
2024-02-20,54.32080475002764
2024-02-21,44.87370827176196
2024-02-22,33.064837673929866
2024-02-23,30.703063554363446
2024-02-24,37.788385913062704
2024-02-25,59.04435298916047
2024-02-26,37.788385913062704
2024-02-27,30.703063554363446
2024-02-28,35.426611793496285
2024-02-29,28.341289434797027
2024-03-01,30.703063554363446
2024-03-02,42.51193415219554
2024-03-03,236.1774119566419
2024-03-04,155.87709189138366
2024-03-05,106.27983538048886
2024-03-06,56.68257886959405
2024-03-07,49.5972565108948
2024-03-08,47.23548239132838
2024-03-09,73.21499770655899
2024-03-10,73.21499770655899
2024-03-11,54.32080475002764
2024-03-12,70.85322358699257
2024-03-13,54.32080475002764
2024-03-14,44.87370827176196
2024-03-15,49.5972565108948
2024-03-16,59.04435298916047
2024-03-17,54.32080475002764
2024-03-18,40.150160032629124
2024-03-19,33.064837673929866
2024-03-20,49.5972565108948
2024-03-21,37.788385913062704
2024-03-22,35.426611793496285
2024-03-23,49.5972565108948
2024-03-24,59.04435298916047
2024-03-25,40.150160032629124
2024-03-26,30.703063554363446
2024-03-27,30.703063554363446
2024-03-28,28.341289434797027
2024-03-29,28.341289434797027
2024-03-30,37.788385913062704
2024-03-31,37.788385913062704
2024-04-01,25.97951531523061
2024-04-02,23.61774119566419
2024-04-03,23.61774119566419
2024-04-04,25.97951531523061
2024-04-05,23.61774119566419
2024-04-06,25.97951531523061
2024-04-07,28.341289434797027
2024-04-08,21.25596707609777
2024-04-09,18.894192956531352
2024-04-10,18.894192956531352
2024-04-11,16.532418836964933
2024-04-12,16.532418836964933
2024-04-13,23.61774119566419
2024-04-14,23.61774119566419
2024-04-15,18.894192956531352
2024-04-16,21.25596707609777
2024-04-17,33.064837673929866
2024-04-18,42.51193415219554
2024-04-19,30.703063554363446
2024-04-20,30.703063554363446
2024-04-21,33.064837673929866
2024-04-22,30.703063554363446
2024-04-23,33.064837673929866
2024-04-24,47.23548239132838
2024-04-25,44.87370827176196
2024-04-26,40.150160032629124
2024-04-27,61.40612710872689
2024-04-28,80.30032006525825
2024-04-29,47.23548239132838
2024-04-30,35.426611793496285
2024-05-01,28.341289434797027
2024-05-02,30.703063554363446
2024-05-03,30.703063554363446
2024-05-04,37.788385913062704
2024-05-05,40.150160032629124
2024-05-06,25.97951531523061
2024-05-07,40.150160032629124
2024-05-08,28.341289434797027
2024-05-09,23.61774119566419
2024-05-10,21.25596707609777
2024-05-11,23.61774119566419
2024-05-12,28.341289434797027
2024-05-13,18.894192956531352
2024-05-14,21.25596707609777
2024-05-15,21.25596707609777
2024-05-16,18.894192956531352
2024-05-17,18.894192956531352
2024-05-18,23.61774119566419
2024-05-19,30.703063554363446
2024-05-20,21.25596707609777
2024-05-21,18.894192956531352
2024-05-22,18.894192956531352
2024-05-23,18.894192956531352
2024-05-24,16.532418836964933
2024-05-25,23.61774119566419
2024-05-26,23.61774119566419
2024-05-27,25.97951531523061
2024-05-28,18.894192956531352
2024-05-29,16.532418836964933
2024-05-30,16.532418836964933
2024-05-31,16.532418836964933
2024-06-01,18.894192956531352
2024-06-02,21.25596707609777
2024-06-03,14.170644717398513
2024-06-04,14.170644717398513
2024-06-05,16.532418836964933
2024-06-06,16.532418836964933
2024-06-07,18.894192956531352
2024-06-08,21.25596707609777
2024-06-09,23.61774119566419
2024-06-10,23.61774119566419
2024-06-11,21.25596707609777
2024-06-12,16.532418836964933
2024-06-13,16.532418836964933
2024-06-14,16.532418836964933
2024-06-15,21.25596707609777
2024-06-16,28.341289434797027
2024-06-17,14.170644717398513
2024-06-18,16.532418836964933
2024-06-19,14.170644717398513
2024-06-20,14.170644717398513
2024-06-21,16.532418836964933
2024-06-22,21.25596707609777
2024-06-23,18.894192956531352
2024-06-24,14.170644717398513
2024-06-25,11.808870597832096
2024-06-26,14.170644717398513
2024-06-27,11.808870597832096
2024-06-28,11.808870597832096
2024-06-29,11.808870597832096
2024-06-30,14.170644717398513
2024-07-01,14.170644717398513
2024-07-02,11.808870597832096
2024-07-03,11.808870597832096
2024-07-04,14.170644717398513
2024-07-05,16.532418836964933
2024-07-06,21.25596707609777
2024-07-07,23.61774119566419
2024-07-08,18.894192956531352
2024-07-09,18.894192956531352
2024-07-10,18.894192956531352
2024-07-11,18.894192956531352
2024-07-12,16.532418836964933
2024-07-13,16.532418836964933
2024-07-14,16.532418836964933
2024-07-15,14.170644717398513
2024-07-16,11.808870597832096
2024-07-17,14.170644717398513
2024-07-18,14.170644717398513
2024-07-19,11.808870597832096
2024-07-20,16.532418836964933
2024-07-21,18.894192956531352
2024-07-22,14.170644717398513
2024-07-23,14.170644717398513
2024-07-24,21.25596707609777
2024-07-25,18.894192956531352
2024-07-26,16.532418836964933
2024-07-27,16.532418836964933
2024-07-28,18.894192956531352
2024-07-29,18.894192956531352
2024-07-30,25.97951531523061
2024-07-31,25.97951531523061
2024-08-01,18.894192956531352
2024-08-02,14.170644717398513
2024-08-03,14.170644717398513
2024-08-04,18.894192956531352
2024-08-05,14.170644717398513
2024-08-06,11.808870597832096
2024-08-07,14.170644717398513
2024-08-08,14.170644717398513
2024-08-09,14.170644717398513
2024-08-10,14.170644717398513
2024-08-11,16.532418836964933
2024-08-12,14.170644717398513
2024-08-13,11.808870597832096
2024-08-14,14.170644717398513
2024-08-15,11.808870597832096
2024-08-16,35.426611793496285
2024-08-17,51.95903063046122
2024-08-18,44.81155632124705
2024-08-19,46.55181093566442
2024-08-20,30.454455752303822
2024-08-21,25.295843859566645
2024-08-22,18.956344907046258
2024-08-23,18.396977352412108
2024-08-24,18.956344907046258
2024-08-25,21.25596707609777
2024-08-26,18.956344907046258
2024-08-27,23.555589245149285
2024-08-28,13.79773301430908
2024-08-29,13.79773301430908
2024-08-30,16.656722737994745
2024-08-31,16.09735518336059
2024-09-01,21.25596707609777
2024-09-02,19.51571246168041
2024-09-03,16.09735518336059
2024-09-04,13.79773301430908
2024-09-05,14.357100568943231
2024-09-06,11.498110845257568
2024-09-07,12.057478399891718
2024-09-08,14.357100568943231
2024-09-09,14.357100568943231
2024-09-10,13.238365459674927
2024-09-11,21.25596707609777
2024-09-12,20.696599521463618
2024-09-13,16.656722737994745
2024-09-14,18.396977352412108
2024-09-15,18.956344907046258
2024-09-16,12.057478399891718
