Time,indeed_jobs
2023-01-04,99.09677419354838
2023-01-05,94.96774193548387
2023-01-06,82.58064516129032
2023-01-07,60.90322580645161
2023-01-08,58.83870967741935
2023-01-09,94.96774193548387
2023-01-10,96.0
2023-01-11,97.03225806451613
2023-01-12,88.77419354838709
2023-01-13,69.16129032258064
2023-01-14,57.806451612903224
2023-01-15,59.87096774193548
2023-01-16,80.51612903225806
2023-01-17,101.16129032258064
2023-01-18,97.03225806451613
2023-01-19,88.77419354838709
2023-01-20,76.38709677419355
2023-01-21,55.74193548387097
2023-01-22,55.74193548387097
2023-01-23,98.06451612903226
2023-01-24,99.09677419354838
2023-01-25,92.90322580645162
2023-01-26,84.64516129032258
2023-01-27,74.32258064516128
2023-01-28,56.774193548387096
2023-01-29,53.677419354838705
2023-01-30,86.70967741935483
2023-01-31,93.93548387096774
2023-02-01,87.74193548387096
2023-02-02,86.70967741935483
2023-02-03,70.19354838709677
2023-02-04,53.677419354838705
2023-02-05,56.774193548387096
2023-02-06,82.58064516129032
2023-02-07,90.83870967741936
2023-02-08,84.64516129032258
2023-02-09,80.51612903225806
2023-02-10,69.16129032258064
2023-02-11,57.806451612903224
2023-02-12,52.64516129032258
2023-02-13,75.35483870967742
2023-02-14,73.29032258064515
2023-02-15,82.58064516129032
2023-02-16,89.80645161290322
2023-02-17,75.35483870967742
2023-02-18,54.70967741935484
2023-02-19,57.806451612903224
2023-02-20,88.77419354838709
2023-02-21,89.80645161290322
2023-02-22,90.83870967741936
2023-02-23,77.41935483870968
2023-02-24,64.0
2023-02-25,55.74193548387097
2023-02-26,54.70967741935484
2023-02-27,87.74193548387096
2023-02-28,85.6774193548387
2023-03-01,79.48387096774194
2023-03-02,81.54838709677419
2023-03-03,64.0
2023-03-04,55.74193548387097
2023-03-05,52.64516129032258
2023-03-06,86.70967741935483
2023-03-07,92.90322580645162
2023-03-08,88.77419354838709
2023-03-09,77.41935483870968
2023-03-10,68.12903225806451
2023-03-11,54.70967741935484
2023-03-12,54.70967741935484
2023-03-13,83.61290322580645
2023-03-14,84.64516129032258
2023-03-15,80.51612903225806
2023-03-16,77.41935483870968
2023-03-17,67.09677419354838
2023-03-18,53.677419354838705
2023-03-19,56.774193548387096
2023-03-20,87.74193548387096
2023-03-21,94.96774193548387
2023-03-22,89.80645161290322
2023-03-23,81.54838709677419
2023-03-24,65.03225806451613
2023-03-25,54.70967741935484
2023-03-26,58.83870967741935
2023-03-27,86.70967741935483
2023-03-28,84.64516129032258
2023-03-29,89.80645161290322
2023-03-30,79.48387096774194
2023-03-31,67.09677419354838
2023-04-01,54.70967741935484
2023-04-02,52.64516129032258
2023-04-03,90.83870967741936
2023-04-04,86.70967741935483
2023-04-05,79.48387096774194
2023-04-06,79.48387096774194
2023-04-07,65.03225806451613
2023-04-08,52.64516129032258
2023-04-09,55.74193548387097
2023-04-10,90.83870967741936
2023-04-11,96.0
2023-04-12,87.74193548387096
2023-04-13,85.6774193548387
2023-04-14,71.2258064516129
2023-04-15,59.87096774193548
2023-04-16,58.83870967741935
2023-04-17,93.93548387096774
2023-04-18,96.0
2023-04-19,96.0
2023-04-20,81.54838709677419
2023-04-21,72.25806451612902
2023-04-22,55.74193548387097
2023-04-23,60.90322580645161
2023-04-24,89.80645161290322
2023-04-25,93.93548387096774
2023-04-26,91.13764355524708
2023-04-27,83.5737771070238
2023-04-28,69.57489084555351
2023-04-29,56.60826264859935
2023-04-30,58.769367348091706
2023-05-01,97.05653433623604
2023-05-02,97.05653433623604
2023-05-03,91.65377258750514
2023-05-04,86.81543415626234
2023-05-05,65.76881047882685
2023-05-06,59.84991969783789
2023-05-07,55.527710298853165
2023-05-08,95.97598198648987
2023-05-09,98.13708668598223
2023-05-10,92.21819590499325
2023-05-11,81.97709572501957
2023-05-12,70.09101987781158
2023-05-13,56.092133616341286
2023-05-14,49.608819517864205
2023-05-15,97.05653433623604
2023-05-16,102.975425117225
2023-05-17,101.37874373522077
2023-05-18,95.97598198648987
2023-05-19,77.09046300854672
2023-05-20,60.93047204758407
2023-05-21,57.68881499834553
2023-05-22,102.975425117225
2023-05-23,102.45929608496695
2023-05-24,94.37930060448562
2023-05-25,95.97598198648987
2023-05-26,73.37503127345508
2023-05-27,55.31348511383537
2023-05-28,55.31348511383537
2023-05-29,66.60195146359769
2023-05-30,104.98273705278959
2023-05-31,110.62697022767074
2023-06-01,98.2096572429322
2023-06-02,84.66349762321741
2023-06-03,56.442331748811604
2023-06-04,64.34425819364523
2023-06-05,100.46735051288465
2023-06-06,109.49812359269451
2023-06-07,107.24043032274204
2023-06-08,93.69427070302726
2023-06-09,77.89041781336002
2023-06-10,60.95771828871653
2023-06-11,58.700025018764066
2023-06-12,104.98273705278959
2023-06-13,102.72504378283712
2023-06-14,102.72504378283712
2023-06-15,94.8231173380035
2023-06-16,81.27695771828871
2023-06-17,58.700025018764066
2023-06-18,55.31348511383537
2023-06-19,99.33850387790842
2023-06-20,106.11158368776582
2023-06-21,108.36927695771828
2023-06-22,99.33850387790842
2023-06-23,92.56542406805103
2023-06-24,62.08656492369276
2023-06-25,62.08656492369276
2023-06-26,103.85389041781335
2023-06-27,107.24043032274204
2023-06-28,104.98273705278959
2023-06-29,93.69427070302726
2023-06-30,76.76157117838378
2023-07-01,53.05579184388291
2023-07-02,56.442331748811604
2023-07-03,76.76157117838378
2023-07-04,60.95771828871653
2023-07-05,91.4365774330748
2023-07-06,102.72504378283712
2023-07-07,86.92119089316986
2023-07-08,62.08656492369276
2023-07-09,60.95771828871653
2023-07-10,101.59619714786089
2023-07-11,100.46735051288465
2023-07-12,94.8231173380035
2023-07-13,89.17888416312233
2023-07-14,79.01926444833624
2023-07-15,60.95771828871653
2023-07-16,60.95771828871653
2023-07-17,98.2096572429322
2023-07-18,102.72504378283712
2023-07-19,91.4365774330748
2023-07-20,82.40580435326494
2023-07-21,72.24618463847885
2023-07-22,62.08656492369276
2023-07-23,60.95771828871653
2023-07-24,98.2096572429322
2023-07-25,98.2096572429322
2023-07-26,99.33850387790842
2023-07-27,90.30773079809856
2023-07-28,82.40580435326494
2023-07-29,59.8288716537403
2023-07-30,64.34425819364523
2023-07-31,86.92119089316986
2023-08-01,98.2096572429322
2023-08-02,95.95196397297973
2023-08-03,90.30773079809856
2023-08-04,71.11733800350262
2023-08-05,59.8288716537403
2023-08-06,59.8288716537403
2023-08-07,99.33850387790842
2023-08-08,91.4365774330748
2023-08-09,100.46735051288465
2023-08-10,92.56542406805103
2023-08-11,81.27695771828871
2023-08-12,60.95771828871653
2023-08-13,59.8288716537403
2023-08-14,93.69427070302726
2023-08-15,99.33850387790842
2023-08-16,100.46735051288465
2023-08-17,93.69427070302726
2023-08-18,77.89041781336002
2023-08-19,57.57117838378783
2023-08-20,60.95771828871653
2023-08-21,101.59619714786089
2023-08-22,112.88466349762321
2023-08-23,103.85389041781335
2023-08-24,88.0500375281461
2023-08-25,67.73079809857393
2023-08-26,64.34425819364523
2023-08-27,58.700025018764066
2023-08-28,91.4365774330748
2023-08-29,95.95196397297973
2023-08-30,93.69427070302726
2023-08-31,82.40580435326494
2023-09-01,63.215411558669
2023-09-02,53.05579184388291
2023-09-03,55.31348511383537
2023-09-04,66.60195146359769
2023-09-05,94.8231173380035
2023-09-06,94.8231173380035
2023-09-07,88.0500375281461
2023-09-08,66.60195146359769
2023-09-09,57.57117838378783
2023-09-10,56.442331748811604
2023-09-11,91.4365774330748
2023-09-12,99.33850387790842
2023-09-13,85.79234425819364
2023-09-14,82.40580435326494
2023-09-15,69.98849136852638
2023-09-16,51.92694520890667
2023-09-17,54.18463847885914
2023-09-18,95.95196397297973
2023-09-19,90.30773079809856
2023-09-20,91.4365774330748
2023-09-21,89.17888416312233
2023-09-22,68.85964473355016
2023-09-23,53.05579184388291
2023-09-24,57.57117838378783
2023-09-25,92.56542406805103
2023-09-26,94.8231173380035
2023-09-27,94.8231173380035
2023-09-28,76.76157117838378
2023-09-29,72.24618463847885
2023-09-30,55.31348511383537
2023-10-01,55.31348511383537
2023-10-02,85.79234425819364
2023-10-03,93.69427070302726
2023-10-04,90.30773079809856
2023-10-05,75.63272454340755
2023-10-06,67.73079809857393
2023-10-07,54.18463847885914
2023-10-08,55.31348511383537
2023-10-09,83.53465098824117
2023-10-10,88.0500375281461
2023-10-11,89.17888416312233
2023-10-12,77.89041781336002
2023-10-13,63.215411558669
2023-10-14,49.66925193895421
2023-10-15,54.18463847885914
2023-10-16,85.79234425819364
2023-10-17,92.56542406805103
2023-10-18,85.79234425819364
2023-10-19,77.89041781336002
2023-10-20,65.47310482862146
2023-10-21,50.798098573930446
2023-10-22,54.18463847885914
2023-10-23,86.92119089316986
2023-10-24,90.30773079809856
2023-10-25,83.53465098824117
2023-10-26,80.14811108331247
2023-10-27,64.34425819364523
2023-10-28,49.66925193895421
2023-10-29,50.798098573930446
2023-10-30,82.40580435326494
2023-10-31,81.27695771828871
2023-11-01,88.0500375281461
2023-11-02,83.53465098824117
2023-11-03,67.73079809857393
2023-11-04,56.442331748811604
2023-11-05,57.57117838378783
2023-11-06,86.92119089316986
2023-11-07,97.08081060795595
2023-11-08,86.92119089316986
2023-11-09,81.27695771828871
2023-11-10,69.98849136852638
2023-11-11,55.31348511383537
2023-11-12,55.31348511383537
2023-11-13,84.66349762321741
2023-11-14,94.8231173380035
2023-11-15,81.27695771828871
2023-11-16,74.50387790843132
2023-11-17,66.60195146359769
2023-11-18,49.66925193895421
2023-11-19,47.41155866900175
2023-11-20,69.98849136852638
2023-11-21,66.60195146359769
2023-11-22,55.31348511383537
2023-11-23,37.25193895421566
2023-11-24,49.66925193895421
2023-11-25,54.18463847885914
2023-11-26,55.31348511383537
2023-11-27,81.27695771828871
2023-11-28,85.79234425819364
2023-11-29,83.53465098824117
2023-11-30,76.76157117838378
2023-12-01,64.34425819364523
2023-12-02,54.18463847885914
2023-12-03,48.54040530397798
2023-12-04,74.50387790843132
2023-12-05,85.79234425819364
2023-12-06,73.37503127345508
2023-12-07,68.85964473355016
2023-12-08,62.08656492369276
2023-12-09,48.54040530397798
2023-12-10,53.05579184388291
2023-12-11,75.63272454340755
2023-12-12,80.14811108331247
2023-12-13,77.89041781336002
2023-12-14,64.34425819364523
2023-12-15,56.442331748811604
2023-12-16,47.41155866900175
2023-12-17,47.41155866900175
2023-12-18,62.08656492369276
2023-12-19,69.98849136852638
2023-12-20,62.08656492369276
2023-12-21,63.215411558669
2023-12-22,55.08771578684013
2023-12-23,39.56607455591694
2023-12-24,33.69607205404053
2023-12-25,32.62366775081311
2023-12-26,62.03012259194396
2023-12-27,75.91493620215161
2023-12-28,72.18974230673004
2023-12-29,62.53810357768326
2023-12-30,52.94290718038529
2023-12-31,45.43607705779334
2024-01-01,52.94290718038529
2024-01-02,90.36417312984739
2024-01-03,101.59619714786089
2024-01-04,99.45138854140606
2024-01-05,77.55176382286714
2024-01-06,58.81290968226169
2024-01-07,57.740505379034275
2024-01-08,85.00215161371028
2024-01-09,87.14696022016511
2024-01-10,91.4365774330748
2024-01-11,81.27695771828871
2024-01-12,71.11733800350262
2024-01-13,54.015311483612706
2024-01-14,52.94290718038529
2024-01-15,71.11733800350262
2024-01-16,83.42176632474354
2024-01-17,87.71138353765323
2024-01-18,80.2045534150613
2024-01-19,70.04493370027521
2024-01-20,54.523292469352015
2024-01-21,57.90983237428071
2024-01-22,85.34080560420315
2024-01-23,91.43657743307482
2024-01-24,89.4046534901176
2024-01-25,81.27695771828871
2024-01-26,61.97368026019515
2024-01-27,49.78213660245184
2024-01-28,49.78213660245184
2024-01-29,72.13329997498124
2024-01-30,74.16522391793846
2024-01-31,70.10137603202402
2024-02-01,69.08541406054542
2024-02-02,55.8779084313235
2024-02-03,47.75021265949462
2024-02-04,52.83002251688767
2024-02-05,65.02156617463098
2024-02-06,69.08541406054542
2024-02-07,72.13329997498124
2024-02-08,65.02156617463098
2024-02-09,55.8779084313235
2024-02-10,46.73425068801601
2024-02-11,41.65444083062297
2024-02-12,56.89387040280211
2024-02-13,66.03752814610958
2024-02-14,58.92579434575932
2024-02-15,61.97368026019515
2024-02-16,53.84598448836628
2024-02-17,45.71828871653741
2024-02-18,47.75021265949462
2024-02-19,64.00560420315237
2024-02-20,83.30888166124593
2024-02-21,66.03752814610958
2024-02-22,60.95771828871654
2024-02-23,58.92579434575932
2024-02-24,46.73425068801601
2024-02-25,42.67040280210158
2024-02-26,61.97368026019515
2024-02-27,60.95771828871654
2024-02-28,62.989642231673756
2024-02-29,64.00560420315237
2024-03-01,55.8779084313235
2024-03-02,45.71828871653741
2024-03-03,44.7023267450588
2024-03-04,65.02156617463098
2024-03-05,62.989642231673756
2024-03-06,58.92579434575932
2024-03-07,57.90983237428071
2024-03-08,51.814060545409056
2024-03-09,43.68636477358019
2024-03-10,43.68636477358019
2024-03-11,61.97368026019515
2024-03-12,64.00560420315237
2024-03-13,60.95771828871654
2024-03-14,55.8779084313235
2024-03-15,48.76617463097323
2024-03-16,39.62251688766575
2024-03-17,44.7023267450588
2024-03-18,61.97368026019515
2024-03-19,65.02156617463098
2024-03-20,61.97368026019515
2024-03-21,55.8779084313235
2024-03-22,51.814060545409056
2024-03-23,42.67040280210158
2024-03-24,43.68636477358019
2024-03-25,61.97368026019515
2024-03-26,60.95771828871654
2024-03-27,57.90983237428071
2024-03-28,59.94175631723793
2024-03-29,49.78213660245184
2024-03-30,39.62251688766575
2024-03-31,37.59059294470853
2024-04-01,65.02156617463098
2024-04-02,69.08541406054542
2024-04-03,64.00560420315237
2024-04-04,66.03752814610958
2024-04-05,54.86194645984489
2024-04-06,43.68636477358019
2024-04-07,41.65444083062297
2024-04-08,64.00560420315237
2024-04-09,64.00560420315237
2024-04-10,64.00560420315237
2024-04-11,61.97368026019515
2024-04-12,55.8779084313235
2024-04-13,43.68636477358019
2024-04-14,46.73425068801601
2024-04-15,65.02156617463098
2024-04-16,61.97368026019515
2024-04-17,61.97368026019515
2024-04-18,60.95771828871654
2024-04-19,55.8779084313235
2024-04-20,43.68636477358019
2024-04-21,46.73425068801601
2024-04-22,62.989642231673756
2024-04-23,67.0534901175882
2024-04-24,64.00560420315237
2024-04-25,61.97368026019515
2024-04-26,56.89387040280211
2024-04-27,42.67040280210158
2024-04-28,44.7023267450588
2024-04-29,64.00560420315237
2024-04-30,65.02156617463098
2024-05-01,60.95771828871654
2024-05-02,58.92579434575932
2024-05-03,52.83002251688767
2024-05-04,44.7023267450588
2024-05-05,44.7023267450588
2024-05-06,64.00560420315237
2024-05-07,62.989642231673756
2024-05-08,62.989642231673756
2024-05-09,58.92579434575932
2024-05-10,55.8779084313235
2024-05-11,44.7023267450588
2024-05-12,39.62251688766575
2024-05-13,65.02156617463098
2024-05-14,69.08541406054542
2024-05-15,64.00560420315237
2024-05-16,62.989642231673756
2024-05-17,55.8779084313235
2024-05-18,45.71828871653741
2024-05-19,47.75021265949462
2024-05-20,61.97368026019515
2024-05-21,67.0534901175882
2024-05-22,64.00560420315237
2024-05-23,64.00560420315237
2024-05-24,57.90983237428071
2024-05-25,42.67040280210158
2024-05-26,39.62251688766575
2024-05-27,50.79809857393045
2024-05-28,68.0694520890668
2024-05-29,70.10137603202402
2024-05-30,67.0534901175882
2024-05-31,55.8779084313235
2024-06-01,46.73425068801601
2024-06-02,47.75021265949462
2024-06-03,66.03752814610958
2024-06-04,67.0534901175882
2024-06-05,68.0694520890668
2024-06-06,66.03752814610958
2024-06-07,54.86194645984489
2024-06-08,43.68636477358019
2024-06-09,45.71828871653741
2024-06-10,65.02156617463098
2024-06-11,69.08541406054542
2024-06-12,64.00560420315237
2024-06-13,58.92579434575932
2024-06-14,53.84598448836628
2024-06-15,42.67040280210158
2024-06-16,42.67040280210158
2024-06-17,66.03752814610958
2024-06-18,68.0694520890668
2024-06-19,66.03752814610958
2024-06-20,56.89387040280211
2024-06-21,56.89387040280211
2024-06-22,42.67040280210158
2024-06-23,45.71828871653741
2024-06-24,66.03752814610958
2024-06-25,67.0534901175882
2024-06-26,66.03752814610958
2024-06-27,58.92579434575932
2024-06-28,54.86194645984489
2024-06-29,41.65444083062297
2024-06-30,40.63847885914436
2024-07-01,62.989642231673756
2024-07-02,61.97368026019515
2024-07-03,58.92579434575932
2024-07-04,39.62251688766575
2024-07-05,47.75021265949462
2024-07-06,41.65444083062297
2024-07-07,46.73425068801601
2024-07-08,62.989642231673756
2024-07-09,68.0694520890668
2024-07-10,65.02156617463098
2024-07-11,61.97368026019515
2024-07-12,56.89387040280211
2024-07-13,42.67040280210158
2024-07-14,39.62251688766575
2024-07-15,56.89387040280211
2024-07-16,65.02156617463098
2024-07-17,62.989642231673756
2024-07-18,62.989642231673756
2024-07-19,56.89387040280211
2024-07-20,40.63847885914436
2024-07-21,44.7023267450588
2024-07-22,64.00560420315237
2024-07-23,67.0534901175882
2024-07-24,67.0534901175882
2024-07-25,71.11733800350262
2024-07-26,59.94175631723793
2024-07-27,40.63847885914436
2024-07-28,45.71828871653741
2024-07-29,65.02156617463098
2024-07-30,70.10137603202402
2024-07-31,76.19714786089567
2024-08-01,60.95771828871654
2024-08-02,56.89387040280211
2024-08-03,43.68636477358019
2024-08-04,47.75021265949462
2024-08-05,62.989642231673756
2024-08-06,61.97368026019515
2024-08-07,62.989642231673756
2024-08-08,61.97368026019515
2024-08-09,58.92579434575932
2024-08-10,43.68636477358019
2024-08-11,45.71828871653741
2024-08-12,67.0534901175882
2024-08-13,70.10137603202402
2024-08-14,68.0694520890668
2024-08-15,65.02156617463098
2024-08-16,55.8779084313235
2024-08-17,45.71828871653741
2024-08-18,47.64900006692501
2024-08-19,66.01834791719696
2024-08-20,71.04209249007624
2024-08-21,60.63976910943446
2024-08-22,59.7769538888119
2024-08-23,55.108043550815886
2024-08-24,45.568535390796654
2024-08-25,46.78618484630246
2024-08-26,65.66351368231372
2024-08-27,62.21225279982352
2024-08-28,65.15553269657443
2024-08-29,61.85741856494026
2024-08-30,52.16476365406497
2024-08-31,37.95634515604973
2024-09-01,39.68197559729484
2024-09-02,54.75320931593264
2024-09-03,60.99460334431771
2024-09-04,59.7769538888119
2024-09-05,58.0513234475668
2024-09-06,50.08429897793662
2024-09-07,39.68197559729484
2024-09-08,43.4880707146683
2024-09-09,58.0513234475668
2024-09-10,59.7769538888119
2024-09-11,55.970858771438444
2024-09-12,55.970858771438444
2024-09-13,48.51181528754756
2024-09-14,38.46432614178903
2024-09-15,37.60151092116648
2024-09-16,55.61602453655519
2024-09-17,58.90248299061938
2024-09-18,58.192814520852885
2024-09-19,55.354140641786884
2024-09-20,48.9671244138884
2024-09-21,39.74143430692392
2024-09-22,40.45110277669042
2024-09-23,58.192814520852885
2024-09-24,61.03148839991888
2024-09-25,56.77347758131988
2024-09-26,52.51546676272089
