Time,mcdonald's
2022-04-27,47.0
2022-04-28,52.0
2022-04-29,53.0
2022-04-30,71.0
2022-05-01,70.0
2022-05-02,51.0
2022-05-03,50.0
2022-05-04,50.0
2022-05-05,52.0
2022-05-06,58.0
2022-05-07,74.0
2022-05-08,75.0
2022-05-09,50.0
2022-05-10,54.0
2022-05-11,54.0
2022-05-12,58.0
2022-05-13,62.0
2022-05-14,82.0
2022-05-15,83.0
2022-05-16,57.0
2022-05-17,59.0
2022-05-18,56.0
2022-05-19,58.0
2022-05-20,67.0
2022-05-21,86.0
2022-05-22,85.0
2022-05-23,64.0
2022-05-24,59.0
2022-05-25,52.0
2022-05-26,63.0
2022-05-27,65.0
2022-05-28,82.0
2022-05-29,86.0
2022-05-30,86.0
2022-05-31,59.0
2022-06-01,58.0
2022-06-02,61.0
2022-06-03,67.0
2022-06-04,82.0
2022-06-05,81.0
2022-06-06,62.0
2022-06-07,60.0
2022-06-08,60.0
2022-06-09,63.0
2022-06-10,70.0
2022-06-11,81.0
2022-06-12,84.0
2022-06-13,63.0
2022-06-14,65.0
2022-06-15,64.0
2022-06-16,66.0
2022-06-17,69.0
2022-06-18,89.0
2022-06-19,84.0
2022-06-20,65.0
2022-06-21,63.0
2022-06-22,63.0
2022-06-23,66.0
2022-06-24,76.0
2022-06-25,85.0
2022-06-26,88.0
2022-06-27,68.0
2022-06-28,65.0
2022-06-29,69.0
2022-06-30,77.0
2022-07-01,80.0
2022-07-02,86.0
2022-07-03,90.0
2022-07-04,100.0
2022-07-05,78.0
2022-07-06,64.0
2022-07-07,66.0
2022-07-08,74.0
2022-07-09,83.0
2022-07-10,85.0
2022-07-11,68.0
2022-07-12,65.0
2022-07-13,70.0
2022-07-14,75.0
2022-07-15,72.0
2022-07-16,87.0
2022-07-17,91.0
2022-07-18,68.0
2022-07-19,64.0
2022-07-20,64.0
2022-07-21,68.0
2022-07-22,70.0
2022-07-23,83.0
2022-07-24,86.0
2022-07-25,68.0
2022-07-26,65.0
2022-07-27,65.0
2022-07-28,67.0
2022-07-29,71.0
2022-07-30,84.0
2022-07-31,89.0
2022-08-01,66.0
2022-08-02,64.0
2022-08-03,64.0
2022-08-04,64.0
2022-08-05,71.0
2022-08-06,84.0
2022-08-07,87.0
2022-08-08,64.0
2022-08-09,60.0
2022-08-10,62.0
2022-08-11,60.0
2022-08-12,66.0
2022-08-13,78.0
2022-08-14,83.0
2022-08-15,61.0
2022-08-16,60.0
2022-08-17,60.0
2022-08-18,64.0
2022-08-19,68.0
2022-08-20,85.0
2022-08-21,85.0
2022-08-22,58.0
2022-08-23,61.0
2022-08-24,63.0
2022-08-25,64.0
2022-08-26,65.0
2022-08-27,87.0
2022-08-28,90.0
2022-08-29,63.05545927209705
2022-08-30,57.2842287694974
2022-08-31,60.66984402079723
2022-09-01,63.55545927209705
2022-09-02,67.94107452339688
2022-09-03,82.48353552859619
2022-09-04,83.48353552859619
2022-09-05,85.86915077989602
2022-09-06,60.16984402079723
2022-09-07,56.2842287694974
2022-09-08,56.7842287694974
2022-09-09,70.82668977469672
2022-09-10,83.48353552859619
2022-09-11,79.59792027729637
2022-09-12,56.7842287694974
2022-09-13,55.7842287694974
2022-09-14,56.7842287694974
2022-09-15,60.66984402079723
2022-09-16,64.05545927209705
2022-09-17,90.75476603119584
2022-09-18,89.75476603119584
2022-09-19,64.55545927209705
2022-09-20,59.66984402079723
2022-09-21,59.66984402079723
2022-09-22,60.16984402079723
2022-09-23,64.05545927209705
2022-09-24,83.98353552859619
2022-09-25,83.98353552859619
2022-09-26,56.2842287694974
2022-09-27,56.7842287694974
2022-09-28,64.1109185441941
2022-09-29,75.42461005199307
2022-09-30,75.42461005199307
2022-10-01,90.50953206239168
2022-10-02,86.73830155979203
2022-10-03,82.96707105719238
2022-10-04,116.90814558058926
2022-10-05,98.05199306759098
2022-10-06,94.28076256499133
2022-10-07,98.05199306759098
2022-10-08,131.99306759098786
2022-10-09,139.5355285961872
2022-10-10,98.05199306759098
2022-10-11,82.96707105719238
2022-10-12,82.96707105719238
2022-10-13,82.96707105719238
2022-10-14,90.50953206239168
2022-10-15,113.13691507798961
2022-10-16,116.90814558058926
2022-10-17,79.19584055459272
2022-10-18,128.2218370883882
2022-10-19,109.36568457538995
2022-10-20,98.05199306759098
2022-10-21,105.5944540727903
2022-10-22,120.67937608318891
2022-10-23,124.45060658578856
2022-10-24,82.96707105719238
2022-10-25,79.19584055459272
2022-10-26,79.19584055459272
2022-10-27,82.96707105719238
2022-10-28,86.73830155979203
2022-10-29,113.13691507798961
2022-10-30,120.67937608318891
2022-10-31,75.42461005199307
2022-11-01,75.42461005199307
2022-11-02,67.88214904679376
2022-11-03,75.42461005199307
2022-11-04,79.19584055459272
2022-11-05,98.05199306759098
2022-11-06,101.82322357019065
2022-11-07,67.88214904679376
2022-11-08,67.88214904679376
2022-11-09,64.1109185441941
2022-11-10,67.88214904679376
2022-11-11,86.73830155979203
2022-11-12,94.28076256499133
2022-11-13,94.28076256499133
2022-11-14,67.88214904679376
2022-11-15,67.88214904679376
2022-11-16,64.1109185441941
2022-11-17,71.65337954939342
2022-11-18,75.42461005199307
2022-11-19,98.05199306759098
2022-11-20,94.28076256499133
2022-11-21,71.65337954939342
2022-11-22,75.42461005199307
2022-11-23,82.96707105719238
2022-11-24,203.6464471403813
2022-11-25,116.90814558058926
2022-11-26,86.73830155979203
2022-11-27,94.28076256499133
2022-11-28,64.1109185441941
2022-11-29,64.1109185441941
2022-11-30,64.1109185441941
2022-12-01,71.65337954939342
2022-12-02,71.65337954939342
2022-12-03,94.28076256499133
2022-12-04,94.28076256499133
2022-12-05,67.88214904679376
2022-12-06,67.88214904679376
2022-12-07,71.65337954939342
2022-12-08,79.19584055459272
2022-12-09,86.73830155979203
2022-12-10,101.82322357019065
2022-12-11,101.82322357019065
2022-12-12,67.88214904679376
2022-12-13,67.88214904679376
2022-12-14,67.88214904679376
2022-12-15,71.65337954939342
2022-12-16,79.19584055459272
2022-12-17,101.82322357019065
2022-12-18,98.05199306759098
2022-12-19,75.42461005199307
2022-12-20,75.42461005199307
2022-12-21,82.96707105719238
2022-12-22,82.96707105719238
2022-12-23,90.50953206239168
2022-12-24,131.99306759098786
2022-12-25,377.12305025996534
2022-12-26,184.79029462738302
2022-12-27,90.50953206239168
2022-12-28,90.50953206239168
2022-12-29,94.28076256499133
2022-12-30,90.50953206239168
2022-12-31,105.5944540727903
2023-01-01,169.70537261698442
2023-01-02,101.82322357019065
2023-01-03,71.65337954939342
2023-01-04,67.88214904679376
2023-01-05,71.65337954939342
2023-01-06,75.42461005199307
2023-01-07,98.05199306759098
2023-01-08,98.05199306759098
2023-01-09,67.88214904679376
2023-01-10,67.88214904679376
2023-01-11,67.88214904679376
2023-01-12,67.88214904679376
2023-01-13,75.42461005199307
2023-01-14,98.05199306759098
2023-01-15,98.05199306759098
2023-01-16,90.50953206239168
2023-01-17,64.1109185441941
2023-01-18,71.65337954939342
2023-01-19,71.65337954939342
2023-01-20,75.42461005199307
2023-01-21,101.82322357019065
2023-01-22,98.05199306759098
2023-01-23,71.65337954939342
2023-01-24,71.65337954939342
2023-01-25,71.65337954939342
2023-01-26,71.65337954939342
2023-01-27,79.19584055459272
2023-01-28,105.5944540727903
2023-01-29,98.05199306759098
2023-01-30,67.88214904679376
2023-01-31,75.42461005199307
2023-02-01,79.19584055459272
2023-02-02,79.19584055459272
2023-02-03,79.19584055459272
2023-02-04,105.5944540727903
2023-02-05,105.5944540727903
2023-02-06,71.65337954939342
2023-02-07,67.88214904679376
2023-02-08,71.65337954939342
2023-02-09,75.42461005199307
2023-02-10,79.19584055459272
2023-02-11,113.13691507798961
2023-02-12,101.82322357019065
2023-02-13,71.65337954939342
2023-02-14,79.19584055459272
2023-02-15,82.96707105719238
2023-02-16,86.73830155979203
2023-02-17,101.82322357019065
2023-02-18,113.13691507798961
2023-02-19,113.13691507798961
2023-02-20,90.50953206239168
2023-02-21,79.19584055459272
2023-02-22,79.19584055459272
2023-02-23,79.19584055459272
2023-02-24,90.50953206239168
2023-02-25,109.36568457538995
2023-02-26,116.90814558058926
2023-02-27,79.19584055459272
2023-02-28,75.42461005199307
2023-03-01,82.96707105719238
2023-03-02,79.19584055459272
2023-03-03,82.96707105719238
2023-03-04,109.36568457538995
2023-03-05,113.13691507798961
2023-03-06,75.42461005199307
2023-03-07,75.42461005199307
2023-03-08,79.19584055459272
2023-03-09,75.42461005199307
2023-03-10,86.73830155979203
2023-03-11,105.5944540727903
2023-03-12,109.36568457538995
2023-03-13,82.96707105719238
2023-03-14,79.19584055459272
2023-03-15,79.19584055459272
2023-03-16,86.73830155979203
2023-03-17,94.28076256499133
2023-03-18,116.90814558058926
2023-03-19,113.13691507798961
2023-03-20,79.19584055459272
2023-03-21,75.42461005199307
2023-03-22,79.19584055459272
2023-03-23,82.96707105719238
2023-03-24,90.50953206239168
2023-03-25,109.36568457538995
2023-03-26,120.67937608318891
2023-03-27,82.96707105719238
2023-03-28,90.50953206239168
2023-03-29,128.2218370883882
2023-03-30,82.96707105719238
2023-03-31,94.28076256499133
2023-04-01,116.90814558058926
2023-04-02,116.90814558058926
2023-04-03,94.28076256499133
2023-04-04,90.50953206239168
2023-04-05,82.96707105719238
2023-04-06,86.73830155979203
2023-04-07,94.28076256499133
2023-04-08,109.36568457538995
2023-04-09,154.6204506065858
2023-04-10,90.50953206239168
2023-04-11,75.42461005199307
2023-04-12,82.96707105719238
2023-04-13,82.96707105719238
2023-04-14,90.50953206239168
2023-04-15,113.13691507798961
2023-04-16,120.67937608318891
2023-04-17,79.19584055459272
2023-04-18,82.96707105719238
2023-04-19,82.96707105719238
2023-04-20,82.96707105719238
2023-04-21,90.50953206239168
2023-04-22,120.67937608318891
2023-04-23,120.67937608318891
2023-04-24,79.19584055459272
2023-04-25,75.42461005199307
2023-04-26,75.42461005199307
2023-04-27,75.42461005199307
2023-04-28,83.16555687311867
2023-04-29,110.2588707470583
2023-04-30,116.01495940892093
2023-05-01,75.42461005199307
2023-05-02,71.55413664143026
2023-05-03,75.42461005199307
2023-05-04,79.29508346255588
2023-05-05,79.29508346255588
2023-05-06,112.14448599835812
2023-05-07,110.2588707470583
2023-05-08,75.42461005199307
2023-05-09,67.68366323086747
2023-05-10,75.42461005199307
2023-05-11,75.42461005199307
2023-05-12,83.16555687311867
2023-05-13,110.2588707470583
2023-05-14,102.51792392593268
2023-05-15,75.42461005199307
2023-05-16,71.55413664143026
2023-05-17,73.53899480069325
2023-05-18,79.29508346255588
2023-05-19,87.03603028368147
2023-05-20,106.38839733649549
2023-05-21,112.14448599835812
2023-05-22,75.42461005199307
2023-05-23,71.55413664143026
2023-05-24,71.55413664143026
2023-05-25,79.29508346255588
2023-05-26,91.30347532609687
2023-05-27,115.12177323725258
2023-05-28,115.12177323725258
2023-05-29,111.15205691872663
2023-05-30,79.39432637051902
2023-05-31,75.42461005199307
2023-06-01,83.36404268904496
2023-06-02,87.33375900757092
2023-06-03,115.12177323725258
2023-06-04,115.12177323725258
2023-06-05,79.39432637051902
2023-06-06,75.42461005199307
2023-06-07,79.39432637051902
2023-06-08,87.33375900757092
2023-06-09,91.30347532609687
2023-06-10,115.12177323725258
2023-06-11,123.06120587430448
2023-06-12,99.24290796314878
2023-06-13,107.18234060020067
2023-06-14,99.24290796314878
2023-06-15,99.24290796314878
2023-06-16,103.21262428167472
2023-06-17,119.09148955577852
2023-06-18,123.06120587430448
2023-06-19,99.24290796314878
2023-06-20,87.33375900757092
2023-06-21,91.30347532609687
2023-06-22,91.30347532609687
2023-06-23,99.24290796314878
2023-06-24,123.06120587430448
2023-06-25,127.03092219283043
2023-06-26,99.24290796314878
2023-06-27,99.24290796314878
2023-06-28,107.18234060020067
2023-06-29,107.18234060020067
2023-06-30,127.03092219283043
2023-07-01,142.90978746693423
2023-07-02,142.90978746693423
2023-07-03,119.09148955577852
2023-07-04,146.87950378546017
2023-07-05,123.06120587430448
2023-07-06,107.18234060020067
2023-07-07,115.12177323725258
2023-07-08,131.00063851135639
2023-07-09,131.00063851135639
2023-07-10,95.27319164462283
2023-07-11,91.30347532609687
2023-07-12,91.30347532609687
2023-07-13,119.09148955577852
2023-07-14,111.15205691872663
2023-07-15,119.09148955577852
2023-07-16,119.09148955577852
2023-07-17,91.30347532609687
2023-07-18,87.33375900757092
2023-07-19,91.30347532609687
2023-07-20,91.30347532609687
2023-07-21,99.24290796314878
2023-07-22,115.12177323725258
2023-07-23,115.12177323725258
2023-07-24,87.33375900757092
2023-07-25,75.42461005199307
2023-07-26,83.36404268904496
2023-07-27,83.36404268904496
2023-07-28,91.30347532609687
2023-07-29,111.15205691872663
2023-07-30,115.12177323725258
2023-07-31,79.39432637051902
2023-08-01,83.36404268904496
2023-08-02,83.36404268904496
2023-08-03,87.33375900757092
2023-08-04,91.30347532609687
2023-08-05,103.21262428167472
2023-08-06,107.18234060020067
2023-08-07,79.39432637051902
2023-08-08,79.39432637051902
2023-08-09,79.39432637051902
2023-08-10,79.39432637051902
2023-08-11,87.33375900757092
2023-08-12,99.24290796314878
2023-08-13,107.18234060020067
2023-08-14,79.39432637051902
2023-08-15,79.39432637051902
2023-08-16,83.36404268904496
2023-08-17,79.39432637051902
2023-08-18,87.33375900757092
2023-08-19,111.15205691872663
2023-08-20,103.21262428167472
2023-08-21,75.42461005199307
2023-08-22,75.42461005199307
2023-08-23,75.42461005199307
2023-08-24,75.42461005199307
2023-08-25,79.39432637051902
2023-08-26,103.21262428167472
2023-08-27,107.18234060020067
2023-08-28,75.42461005199307
2023-08-29,75.42461005199307
2023-08-30,75.42461005199307
2023-08-31,71.45489373346712
2023-09-01,87.33375900757092
2023-09-02,103.21262428167472
2023-09-03,103.21262428167472
2023-09-04,111.15205691872663
2023-09-05,71.45489373346712
2023-09-06,71.45489373346712
2023-09-07,71.45489373346712
2023-09-08,71.45489373346712
2023-09-09,99.24290796314878
2023-09-10,103.21262428167472
2023-09-11,67.48517741494116
2023-09-12,71.45489373346712
2023-09-13,67.48517741494116
2023-09-14,71.45489373346712
2023-09-15,87.33375900757092
2023-09-16,127.03092219283043
2023-09-17,123.06120587430448
2023-09-18,146.87950378546017
2023-09-19,87.33375900757092
2023-09-20,75.42461005199307
2023-09-21,75.42461005199307
2023-09-22,79.39432637051902
2023-09-23,107.18234060020067
2023-09-24,99.24290796314878
2023-09-25,71.45489373346712
2023-09-26,67.48517741494116
2023-09-27,71.45489373346712
2023-09-28,75.42461005199307
2023-09-29,87.33375900757092
2023-09-30,115.12177323725258
2023-10-01,107.18234060020067
2023-10-02,71.45489373346712
2023-10-03,71.45489373346712
2023-10-04,71.45489373346712
2023-10-05,75.42461005199307
2023-10-06,83.36404268904496
2023-10-07,107.18234060020067
2023-10-08,119.09148955577852
2023-10-09,83.36404268904496
2023-10-10,71.45489373346712
2023-10-11,79.39432637051902
2023-10-12,83.36404268904496
2023-10-13,91.30347532609687
2023-10-14,107.18234060020067
2023-10-15,111.15205691872663
2023-10-16,79.39432637051902
2023-10-17,87.33375900757092
2023-10-18,87.33375900757092
2023-10-19,87.33375900757092
2023-10-20,95.27319164462283
2023-10-21,119.09148955577852
2023-10-22,123.06120587430448
2023-10-23,79.39432637051902
2023-10-24,75.42461005199307
2023-10-25,75.42461005199307
2023-10-26,79.39432637051902
2023-10-27,87.33375900757092
2023-10-28,103.21262428167472
2023-10-29,115.12177323725258
2023-10-30,71.45489373346712
2023-10-31,71.45489373346712
2023-11-01,79.39432637051902
2023-11-02,75.42461005199307
2023-11-03,79.39432637051902
2023-11-04,103.21262428167472
2023-11-05,103.21262428167472
2023-11-06,67.48517741494116
2023-11-07,71.45489373346712
2023-11-08,71.45489373346712
2023-11-09,75.42461005199307
2023-11-10,83.36404268904496
2023-11-11,107.18234060020067
2023-11-12,99.24290796314878
2023-11-13,67.48517741494116
2023-11-14,71.45489373346712
2023-11-15,71.45489373346712
2023-11-16,75.42461005199307
2023-11-17,79.39432637051902
2023-11-18,103.21262428167472
2023-11-19,99.24290796314878
2023-11-20,75.42461005199307
2023-11-21,71.45489373346712
2023-11-22,87.33375900757092
2023-11-23,210.3949648818754
2023-11-24,119.09148955577852
2023-11-25,91.30347532609687
2023-11-26,99.24290796314878
2023-11-27,67.48517741494116
2023-11-28,63.515461096415216
2023-11-29,75.42461005199307
2023-11-30,71.45489373346712
2023-12-01,79.39432637051902
2023-12-02,103.21262428167472
2023-12-03,99.24290796314878
2023-12-04,67.48517741494116
2023-12-05,71.45489373346712
2023-12-06,71.45489373346712
2023-12-07,83.36404268904496
2023-12-08,87.33375900757092
2023-12-09,111.15205691872663
2023-12-10,115.12177323725258
2023-12-11,79.39432637051902
2023-12-12,83.36404268904496
2023-12-13,83.36404268904496
2023-12-14,79.39432637051902
2023-12-15,83.36404268904496
2023-12-16,103.21262428167472
2023-12-17,99.24290796314878
2023-12-18,71.45489373346712
2023-12-19,71.45489373346712
2023-12-20,75.42461005199307
2023-12-21,83.36404268904496
2023-12-22,87.33375900757092
2023-12-23,103.21262428167472
2023-12-24,138.9400711484083
2023-12-25,396.9716318525951
2023-12-26,182.60695065219375
2023-12-27,99.24290796314878
2023-12-28,91.30347532609687
2023-12-29,99.24290796314878
2023-12-30,107.18234060020067
2023-12-31,107.18234060020067
2024-01-01,174.66751801514184
2024-01-02,83.36404268904496
2024-01-03,75.42461005199307
2024-01-04,79.39432637051902
2024-01-05,75.42461005199307
2024-01-06,95.27319164462283
2024-01-07,87.33375900757092
2024-01-08,67.48517741494116
2024-01-09,63.515461096415216
2024-01-10,67.48517741494116
2024-01-11,67.48517741494116
2024-01-12,75.42461005199307
2024-01-13,87.33375900757092
2024-01-14,83.36404268904496
2024-01-15,83.36404268904496
2024-01-16,63.515461096415216
2024-01-17,67.48517741494116
2024-01-18,67.48517741494116
2024-01-19,71.45489373346712
2024-01-20,91.30347532609687
2024-01-21,87.33375900757092
2024-01-22,67.48517741494116
2024-01-23,67.48517741494116
2024-01-24,71.45489373346712
2024-01-25,75.42461005199307
2024-01-26,75.42461005199307
2024-01-27,91.30347532609687
2024-01-28,87.33375900757092
2024-01-29,63.515461096415216
2024-01-30,67.48517741494116
2024-01-31,63.515461096415216
2024-02-01,71.45489373346712
2024-02-02,71.45489373346712
2024-02-03,95.27319164462283
2024-02-04,99.24290796314878
2024-02-05,63.515461096415216
2024-02-06,67.48517741494116
2024-02-07,67.48517741494116
2024-02-08,71.45489373346712
2024-02-09,79.39432637051902
2024-02-10,107.18234060020067
2024-02-11,99.24290796314878
2024-02-12,55.576028459363314
2024-02-13,59.54574477788926
2024-02-14,67.48517741494116
2024-02-15,67.48517741494116
2024-02-16,71.45489373346712
2024-02-17,95.27319164462283
2024-02-18,103.21262428167472
2024-02-19,79.39432637051902
2024-02-20,67.48517741494116
2024-02-21,63.515461096415216
2024-02-22,71.45489373346712
2024-02-23,75.42461005199307
2024-02-24,99.24290796314878
2024-02-25,95.27319164462283
2024-02-26,75.42461005199307
2024-02-27,71.45489373346712
2024-02-28,71.45489373346712
2024-02-29,79.39432637051902
2024-03-01,83.36404268904496
2024-03-02,99.24290796314878
2024-03-03,99.24290796314878
2024-03-04,63.515461096415216
2024-03-05,67.48517741494116
2024-03-06,67.48517741494116
2024-03-07,71.45489373346712
2024-03-08,79.39432637051902
2024-03-09,95.27319164462283
2024-03-10,95.27319164462283
2024-03-11,71.45489373346712
2024-03-12,67.48517741494116
2024-03-13,71.45489373346712
2024-03-14,75.42461005199307
2024-03-15,83.36404268904496
2024-03-16,107.18234060020067
2024-03-17,107.18234060020067
2024-03-18,75.42461005199307
2024-03-19,67.48517741494116
2024-03-20,75.42461005199307
2024-03-21,71.45489373346712
2024-03-22,79.39432637051902
2024-03-23,95.27319164462283
2024-03-24,95.27319164462283
2024-03-25,71.45489373346712
2024-03-26,75.42461005199307
2024-03-27,87.33375900757092
2024-03-28,83.36404268904496
2024-03-29,87.33375900757092
2024-03-30,95.27319164462283
2024-03-31,127.03092219283043
2024-04-01,83.36404268904496
2024-04-02,75.42461005199307
2024-04-03,87.33375900757092
2024-04-04,71.45489373346712
2024-04-05,79.39432637051902
2024-04-06,91.30347532609687
2024-04-07,91.30347532609687
2024-04-08,63.515461096415216
2024-04-09,63.515461096415216
2024-04-10,67.48517741494116
2024-04-11,67.48517741494116
2024-04-12,71.45489373346712
2024-04-13,91.30347532609687
2024-04-14,95.27319164462283
2024-04-15,67.48517741494116
2024-04-16,63.515461096415216
2024-04-17,67.48517741494116
2024-04-18,71.45489373346712
2024-04-19,71.45489373346712
2024-04-20,99.24290796314878
2024-04-21,99.24290796314878
2024-04-22,67.48517741494116
2024-04-23,67.48517741494116
2024-04-24,71.45489373346712
2024-04-25,67.48517741494116
2024-04-26,71.45489373346712
2024-04-27,91.30347532609687
2024-04-28,91.30347532609687
2024-04-29,67.48517741494116
2024-04-30,67.48517741494116
2024-05-01,63.515461096415216
2024-05-02,67.48517741494116
2024-05-03,71.45489373346712
2024-05-04,87.33375900757092
2024-05-05,91.30347532609687
2024-05-06,63.515461096415216
2024-05-07,63.515461096415216
2024-05-08,63.515461096415216
2024-05-09,67.48517741494116
2024-05-10,71.45489373346712
2024-05-11,91.30347532609687
2024-05-12,95.27319164462283
2024-05-13,75.42461005199307
2024-05-14,67.48517741494116
2024-05-15,67.48517741494116
2024-05-16,71.45489373346712
2024-05-17,83.36404268904496
2024-05-18,99.24290796314878
2024-05-19,103.21262428167472
2024-05-20,75.42461005199307
2024-05-21,71.45489373346712
2024-05-22,79.39432637051902
2024-05-23,79.39432637051902
2024-05-24,83.36404268904496
2024-05-25,99.24290796314878
2024-05-26,107.18234060020067
2024-05-27,95.27319164462283
2024-05-28,75.42461005199307
2024-05-29,75.42461005199307
2024-05-30,99.24290796314878
2024-05-31,107.18234060020067
2024-06-01,99.24290796314878
2024-06-02,103.21262428167472
2024-06-03,71.45489373346712
2024-06-04,71.45489373346712
2024-06-05,79.39432637051902
2024-06-06,79.39432637051902
2024-06-07,83.36404268904496
2024-06-08,103.21262428167472
2024-06-09,99.24290796314878
2024-06-10,71.45489373346712
2024-06-11,75.42461005199307
2024-06-12,75.42461005199307
2024-06-13,79.39432637051902
2024-06-14,83.36404268904496
2024-06-15,99.24290796314878
2024-06-16,95.27319164462283
2024-06-17,75.42461005199307
2024-06-18,75.42461005199307
2024-06-19,75.42461005199307
2024-06-20,79.39432637051902
2024-06-21,91.30347532609687
2024-06-22,107.18234060020067
2024-06-23,111.15205691872663
2024-06-24,87.33375900757092
2024-06-25,91.30347532609687
2024-06-26,95.27319164462283
2024-06-27,107.18234060020067
2024-06-28,95.27319164462283
2024-06-29,103.21262428167472
2024-06-30,103.21262428167472
2024-07-01,87.33375900757092
2024-07-02,87.33375900757092
2024-07-03,95.27319164462283
2024-07-04,131.00063851135639
2024-07-05,111.15205691872663
2024-07-06,103.21262428167472
2024-07-07,103.21262428167472
2024-07-08,87.33375900757092
2024-07-09,91.30347532609687
2024-07-10,87.33375900757092
2024-07-11,87.33375900757092
2024-07-12,91.30347532609687
2024-07-13,99.24290796314878
2024-07-14,95.27319164462283
2024-07-15,79.39432637051902
2024-07-16,75.42461005199307
2024-07-17,79.39432637051902
2024-07-18,87.33375900757092
2024-07-19,87.33375900757092
2024-07-20,103.21262428167472
2024-07-21,103.21262428167472
2024-07-22,75.42461005199307
2024-07-23,75.42461005199307
2024-07-24,79.39432637051902
2024-07-25,79.39432637051902
2024-07-26,79.39432637051902
2024-07-27,99.24290796314878
2024-07-28,99.24290796314878
2024-07-29,75.42461005199307
2024-07-30,79.39432637051902
2024-07-31,75.42461005199307
2024-08-01,83.36404268904496
2024-08-02,79.39432637051902
2024-08-03,95.27319164462283
2024-08-04,99.24290796314878
2024-08-05,71.45489373346712
2024-08-06,71.45489373346712
2024-08-07,75.42461005199307
2024-08-08,79.39432637051902
2024-08-09,83.36404268904496
2024-08-10,95.27319164462283
2024-08-11,95.27319164462283
2024-08-12,75.42461005199307
2024-08-13,95.27319164462283
2024-08-14,103.21262428167472
2024-08-15,99.24290796314878
2024-08-16,99.24290796314878
2024-08-17,107.18234060020067
2024-08-18,110.01785225629064
2024-08-19,78.82722403930103
2024-08-20,82.51338919221797
2024-08-21,82.51338919221797
2024-08-22,84.21469618587196
2024-08-23,86.19955434513494
2024-08-24,108.03299409702767
2024-08-25,110.01785225629064
2024-08-26,73.4397518927301
2024-08-27,69.75358673981313
2024-08-28,71.45489373346712
2024-08-29,67.76872858055016
2024-08-30,84.21469618587196
2024-08-31,98.95935679753978
2024-09-01,104.34682894411071
2024-09-02,98.95935679753978
2024-09-03,64.0825634276332
2024-09-04,67.76872858055016
2024-09-05,67.76872858055016
2024-09-06,71.45489373346712
2024-09-07,95.27319164462283
2024-09-08,87.90086133878891
2024-09-09,64.0825634276332
2024-09-10,66.06742158689619
2024-09-11,71.45489373346712
2024-09-12,71.45489373346712
2024-09-13,75.14105888638407
2024-09-14,98.95935679753978
2024-09-15,98.95935679753978
2024-09-16,71.45489373346712
2024-09-17,85.06534968269895
2024-09-18,112.28626158116262
2024-09-19,85.06534968269895
2024-09-20,78.26012170808303
2024-09-21,108.88364759385466
2024-09-22,102.07841961923874
