Time,cheap_flights
2022-08-27,62.0
2022-08-28,68.0
2022-08-29,67.58024691358025
2022-08-30,66.6604938271605
2022-08-31,66.6604938271605
2022-09-01,67.08024691358025
2022-09-02,61.141975308641975
2022-09-03,58.88271604938272
2022-09-04,59.30246913580247
2022-09-05,69.3395061728395
2022-09-06,68.0
2022-09-07,62.98148148148148
2022-09-08,67.08024691358025
2022-09-09,60.72222222222223
2022-09-10,62.061728395061735
2022-09-11,57.96296296296296
2022-09-12,62.061728395061735
2022-09-13,68.0
2022-09-14,68.0
2022-09-15,68.91975308641975
2022-09-16,58.88271604938272
2022-09-17,62.061728395061735
2022-09-18,61.141975308641975
2022-09-19,67.08024691358025
2022-09-20,68.0
2022-09-21,67.58024691358025
2022-09-22,66.1604938271605
2022-09-23,61.641975308641975
2022-09-24,58.88271604938272
2022-09-25,62.061728395061735
2022-09-26,62.561728395061735
2022-09-27,60.72222222222223
2022-09-28,61.283950617283956
2022-09-29,57.086419753086425
2022-09-30,55.40740740740741
2022-10-01,60.44444444444445
2022-10-02,58.76543209876544
2022-10-03,60.44444444444445
2022-10-04,66.32098765432099
2022-10-05,66.32098765432099
2022-10-06,70.51851851851852
2022-10-07,62.12345679012346
2022-10-08,60.44444444444445
2022-10-09,60.44444444444445
2022-10-10,62.12345679012346
2022-10-11,65.48148148148148
2022-10-12,68.0
2022-10-13,63.802469135802475
2022-10-14,57.92592592592593
2022-10-15,57.92592592592593
2022-10-16,59.604938271604944
2022-10-17,61.283950617283956
2022-10-18,64.64197530864197
2022-10-19,64.64197530864197
2022-10-20,58.76543209876544
2022-10-21,57.086419753086425
2022-10-22,57.92592592592593
2022-10-23,57.92592592592593
2022-10-24,58.76543209876544
2022-10-25,61.283950617283956
2022-10-26,62.12345679012346
2022-10-27,60.44444444444445
2022-10-28,57.92592592592593
2022-10-29,55.40740740740741
2022-10-30,55.40740740740741
2022-10-31,57.086419753086425
2022-11-01,62.96296296296297
2022-11-02,63.802469135802475
2022-11-03,62.12345679012346
2022-11-04,59.604938271604944
2022-11-05,60.44444444444445
2022-11-06,55.40740740740741
2022-11-07,59.604938271604944
2022-11-08,61.283950617283956
2022-11-09,57.086419753086425
2022-11-10,67.1604938271605
2022-11-11,54.567901234567906
2022-11-12,58.76543209876544
2022-11-13,57.086419753086425
2022-11-14,60.44444444444445
2022-11-15,60.44444444444445
2022-11-16,66.32098765432099
2022-11-17,64.64197530864197
2022-11-18,59.604938271604944
2022-11-19,60.44444444444445
2022-11-20,58.76543209876544
2022-11-21,56.24691358024692
2022-11-22,55.40740740740741
2022-11-23,54.567901234567906
2022-11-24,49.53086419753087
2022-11-25,56.24691358024692
2022-11-26,55.40740740740741
2022-11-27,62.96296296296297
2022-11-28,62.12345679012346
2022-11-29,73.87654320987654
2022-11-30,60.44444444444445
2022-12-01,63.802469135802475
2022-12-02,57.086419753086425
2022-12-03,57.086419753086425
2022-12-04,58.76543209876544
2022-12-05,57.92592592592593
2022-12-06,58.76543209876544
2022-12-07,61.283950617283956
2022-12-08,58.76543209876544
2022-12-09,54.567901234567906
2022-12-10,56.24691358024692
2022-12-11,57.086419753086425
2022-12-12,60.44444444444445
2022-12-13,61.283950617283956
2022-12-14,56.24691358024692
2022-12-15,54.567901234567906
2022-12-16,56.24691358024692
2022-12-17,57.086419753086425
2022-12-18,51.20987654320988
2022-12-19,56.24691358024692
2022-12-20,59.604938271604944
2022-12-21,57.92592592592593
2022-12-22,55.40740740740741
2022-12-23,52.04938271604939
2022-12-24,51.20987654320988
2022-12-25,54.567901234567906
2022-12-26,77.23456790123457
2022-12-27,82.27160493827161
2022-12-28,78.91358024691358
2022-12-29,68.0
2022-12-30,59.604938271604944
2022-12-31,53.7283950617284
2023-01-01,61.283950617283956
2023-01-02,83.11111111111111
2023-01-03,68.8395061728395
2023-01-04,79.75308641975309
2023-01-05,74.71604938271605
2023-01-06,68.0
2023-01-07,71.35802469135803
2023-01-08,77.23456790123457
2023-01-09,69.67901234567901
2023-01-10,72.19753086419753
2023-01-11,74.71604938271605
2023-01-12,78.91358024691358
2023-01-13,69.67901234567901
2023-01-14,69.67901234567901
2023-01-15,72.19753086419753
2023-01-16,73.87654320987654
2023-01-17,73.03703703703704
2023-01-18,74.71604938271605
2023-01-19,70.51851851851852
2023-01-20,65.48148148148148
2023-01-21,68.8395061728395
2023-01-22,73.03703703703704
2023-01-23,68.0
2023-01-24,73.03703703703704
2023-01-25,72.19753086419753
2023-01-26,73.87654320987654
2023-01-27,71.35802469135803
2023-01-28,73.87654320987654
2023-01-29,70.51851851851852
2023-01-30,66.32098765432099
2023-01-31,72.19753086419753
2023-02-01,72.19753086419753
2023-02-02,71.35802469135803
2023-02-03,67.1604938271605
2023-02-04,71.35802469135803
2023-02-05,78.91358024691358
2023-02-06,69.67901234567901
2023-02-07,73.87654320987654
2023-02-08,71.35802469135803
2023-02-09,71.35802469135803
2023-02-10,68.8395061728395
2023-02-11,71.35802469135803
2023-02-12,69.67901234567901
2023-02-13,62.96296296296297
2023-02-14,68.8395061728395
2023-02-15,73.87654320987654
2023-02-16,75.55555555555556
2023-02-17,72.19753086419753
2023-02-18,78.91358024691358
2023-02-19,74.71604938271605
2023-02-20,79.75308641975309
2023-02-21,83.11111111111111
2023-02-22,83.95061728395062
2023-02-23,77.23456790123457
2023-02-24,72.19753086419753
2023-02-25,78.07407407407408
2023-02-26,80.5925925925926
2023-02-27,76.39506172839506
2023-02-28,78.07407407407408
2023-03-01,78.91358024691358
2023-03-02,74.71604938271605
2023-03-03,73.03703703703704
2023-03-04,73.87654320987654
2023-03-05,75.55555555555556
2023-03-06,77.23456790123457
2023-03-07,82.27160493827161
2023-03-08,78.91358024691358
2023-03-09,73.87654320987654
2023-03-10,73.87654320987654
2023-03-11,79.75308641975309
2023-03-12,75.55555555555556
2023-03-13,73.03703703703704
2023-03-14,82.27160493827161
2023-03-15,73.03703703703704
2023-03-16,71.35802469135803
2023-03-17,68.8395061728395
2023-03-18,68.8395061728395
2023-03-19,76.39506172839506
2023-03-20,68.8395061728395
2023-03-21,77.23456790123457
2023-03-22,73.87654320987654
2023-03-23,72.19753086419753
2023-03-24,71.35802469135803
2023-03-25,68.8395061728395
2023-03-26,70.51851851851852
2023-03-27,78.07407407407408
2023-03-28,73.87654320987654
2023-03-29,71.35802469135803
2023-03-30,68.8395061728395
2023-03-31,71.35802469135803
2023-04-01,65.48148148148148
2023-04-02,70.51851851851852
2023-04-03,68.8395061728395
2023-04-04,71.35802469135803
2023-04-05,68.8395061728395
2023-04-06,68.0
2023-04-07,62.12345679012346
2023-04-08,66.32098765432099
2023-04-09,65.48148148148148
2023-04-10,73.03703703703704
2023-04-11,71.35802469135803
2023-04-12,73.03703703703704
2023-04-13,69.67901234567901
2023-04-14,68.8395061728395
2023-04-15,62.96296296296297
2023-04-16,68.8395061728395
2023-04-17,66.32098765432099
2023-04-18,81.4320987654321
2023-04-19,68.8395061728395
2023-04-20,68.8395061728395
2023-04-21,63.802469135802475
2023-04-22,65.48148148148148
2023-04-23,67.1604938271605
2023-04-24,70.51851851851852
2023-04-25,66.32098765432099
2023-04-26,70.35270678145027
2023-04-27,64.71493921326653
2023-04-28,60.36659381179655
2023-04-29,65.1346922996863
2023-04-30,69.48303770115626
2023-05-01,64.71493921326653
2023-05-02,70.35270678145027
2023-05-03,69.9329536950305
2023-05-04,68.61336862086227
2023-05-05,61.23626289209055
2023-05-06,62.97560105267854
2023-05-07,67.74369954056827
2023-05-08,69.06328461473652
2023-05-09,69.9329536950305
2023-05-10,71.22237586174427
2023-05-11,67.32394645414851
2023-05-12,67.32394645414851
2023-05-13,62.97560105267854
2023-05-14,64.71493921326653
2023-05-15,65.58460829356054
2023-05-16,77.31005942380224
2023-05-17,72.09204494203826
2023-05-18,74.70105218292025
2023-05-19,67.32394645414851
2023-05-20,69.06328461473652
2023-05-21,72.96171402233225
2023-05-22,72.09204494203826
2023-05-23,75.57072126321424
2023-05-24,71.22237586174427
2023-05-25,72.96171402233225
2023-05-26,65.68773510563958
2023-05-27,68.38723106888503
2023-05-28,62.98823914239411
2023-05-29,68.38723106888503
2023-05-30,71.0867270321305
2023-05-31,71.0867270321305
2023-06-01,70.18689504438201
2023-06-02,65.68773510563958
2023-06-03,66.58756709338806
2023-06-04,71.98655901987898
2023-06-05,68.38723106888503
2023-06-06,89.98319877484873
2023-06-07,79.18521492186687
2023-06-08,75.58588697087293
2023-06-09,70.18689504438201
2023-06-10,65.68773510563958
2023-06-11,68.38723106888503
2023-06-12,78.28538293411839
2023-06-13,76.48571895862142
2023-06-14,73.78622299537595
2023-06-15,71.0867270321305
2023-06-16,70.18689504438201
2023-06-17,66.58756709338806
2023-06-18,65.68773510563958
2023-06-19,69.28706305663351
2023-06-20,74.68605498312445
2023-06-21,71.98655901987898
2023-06-22,71.98655901987898
2023-06-23,67.48739908113654
2023-06-24,66.58756709338806
2023-06-25,70.18689504438201
2023-06-26,72.88639100762747
2023-06-27,82.78454287286083
2023-06-28,77.3855509463699
2023-06-29,72.88639100762747
2023-06-30,64.78790311789109
2023-07-01,64.78790311789109
2023-07-02,66.58756709338806
2023-07-03,63.8880711301426
2023-07-04,68.38723106888503
2023-07-05,66.58756709338806
2023-07-06,75.58588697087293
2023-07-07,65.68773510563958
2023-07-08,69.28706305663351
2023-07-09,70.18689504438201
2023-07-10,68.38723106888503
2023-07-11,71.0867270321305
2023-07-12,71.98655901987898
2023-07-13,67.48739908113654
2023-07-14,64.78790311789109
2023-07-15,64.78790311789109
2023-07-16,67.48739908113654
2023-07-17,65.68773510563958
2023-07-18,71.98655901987898
2023-07-19,69.28706305663351
2023-07-20,65.68773510563958
2023-07-21,62.98823914239411
2023-07-22,57.589247215903185
2023-07-23,61.18857516689714
2023-07-24,64.78790311789109
2023-07-25,67.48739908113654
2023-07-26,63.8880711301426
2023-07-27,64.78790311789109
2023-07-28,61.18857516689714
2023-07-29,62.98823914239411
2023-07-30,58.48907920365167
2023-07-31,62.98823914239411
2023-08-01,69.28706305663351
2023-08-02,65.68773510563958
2023-08-03,65.68773510563958
2023-08-04,60.288743179148646
2023-08-05,57.589247215903185
2023-08-06,59.38891119140016
2023-08-07,61.18857516689714
2023-08-08,65.68773510563958
2023-08-09,62.98823914239411
2023-08-10,62.08840715464562
2023-08-11,58.48907920365167
2023-08-12,54.889751252657724
2023-08-13,58.48907920365167
2023-08-14,61.18857516689714
2023-08-15,60.288743179148646
2023-08-16,62.98823914239411
2023-08-17,58.48907920365167
2023-08-18,56.6894152281547
2023-08-19,55.78958324040621
2023-08-20,55.78958324040621
2023-08-21,56.6894152281547
2023-08-22,62.08840715464562
2023-08-23,63.8880711301426
2023-08-24,53.98991926490923
2023-08-25,57.589247215903185
2023-08-26,53.98991926490923
2023-08-27,54.889751252657724
2023-08-28,54.889751252657724
2023-08-29,56.6894152281547
2023-08-30,56.6894152281547
2023-08-31,55.78958324040621
2023-09-01,54.889751252657724
2023-09-02,53.09008727716075
2023-09-03,53.09008727716075
2023-09-04,59.38891119140016
2023-09-05,56.6894152281547
2023-09-06,56.6894152281547
2023-09-07,56.6894152281547
2023-09-08,52.19025528941226
2023-09-09,53.09008727716075
2023-09-10,55.78958324040621
2023-09-11,55.78958324040621
2023-09-12,57.589247215903185
2023-09-13,55.78958324040621
2023-09-14,54.889751252657724
2023-09-15,50.39059131391529
2023-09-16,53.09008727716075
2023-09-17,53.09008727716075
2023-09-18,58.48907920365167
2023-09-19,60.288743179148646
2023-09-20,54.889751252657724
2023-09-21,56.6894152281547
2023-09-22,51.29042330166377
2023-09-23,53.09008727716075
2023-09-24,53.98991926490923
2023-09-25,54.889751252657724
2023-09-26,57.589247215903185
2023-09-27,56.6894152281547
2023-09-28,60.288743179148646
2023-09-29,52.19025528941226
2023-09-30,53.09008727716075
2023-10-01,53.98991926490923
2023-10-02,55.78958324040621
2023-10-03,60.288743179148646
2023-10-04,62.98823914239411
2023-10-05,56.6894152281547
2023-10-06,53.09008727716075
2023-10-07,53.09008727716075
2023-10-08,53.09008727716075
2023-10-09,56.6894152281547
2023-10-10,55.78958324040621
2023-10-11,54.889751252657724
2023-10-12,53.09008727716075
2023-10-13,48.59092733841831
2023-10-14,49.4907593261668
2023-10-15,52.19025528941226
2023-10-16,53.09008727716075
2023-10-17,56.6894152281547
2023-10-18,53.98991926490923
2023-10-19,51.29042330166377
2023-10-20,49.4907593261668
2023-10-21,51.29042330166377
2023-10-22,53.09008727716075
2023-10-23,52.19025528941226
2023-10-24,54.889751252657724
2023-10-25,53.98991926490923
2023-10-26,54.889751252657724
2023-10-27,47.691095350669826
2023-10-28,44.091767399675874
2023-10-29,46.79126336292134
2023-10-30,48.59092733841831
2023-10-31,51.29042330166377
2023-11-01,53.98991926490923
2023-11-02,55.78958324040621
2023-11-03,54.889751252657724
2023-11-04,52.19025528941226
2023-11-05,53.09008727716075
2023-11-06,57.589247215903185
2023-11-07,61.18857516689714
2023-11-08,56.6894152281547
2023-11-09,54.889751252657724
2023-11-10,53.98991926490923
2023-11-11,51.29042330166377
2023-11-12,53.09008727716075
2023-11-13,53.98991926490923
2023-11-14,58.48907920365167
2023-11-15,58.48907920365167
2023-11-16,55.78958324040621
2023-11-17,50.39059131391529
2023-11-18,53.09008727716075
2023-11-19,50.39059131391529
2023-11-20,49.4907593261668
2023-11-21,51.29042330166377
2023-11-22,49.4907593261668
2023-11-23,44.091767399675874
2023-11-24,51.29042330166377
2023-11-25,53.09008727716075
2023-11-26,55.78958324040621
2023-11-27,59.38891119140016
2023-11-28,72.88639100762747
2023-11-29,65.68773510563958
2023-11-30,53.98991926490923
2023-12-01,51.29042330166377
2023-12-02,55.78958324040621
2023-12-03,52.19025528941226
2023-12-04,53.98991926490923
2023-12-05,60.288743179148646
2023-12-06,54.889751252657724
2023-12-07,50.39059131391529
2023-12-08,48.59092733841831
2023-12-09,53.98991926490923
2023-12-10,54.889751252657724
2023-12-11,50.39059131391529
2023-12-12,53.09008727716075
2023-12-13,52.19025528941226
2023-12-14,49.4907593261668
2023-12-15,45.89143137517285
2023-12-16,46.79126336292134
2023-12-17,46.79126336292134
2023-12-18,46.79126336292134
2023-12-19,51.29042330166377
2023-12-20,49.4907593261668
2023-12-21,48.59092733841831
2023-12-22,46.94640680908487
2023-12-23,45.78283096285838
2023-12-24,44.16933912275764
2023-12-25,46.589576882908744
2023-12-26,63.251983000872116
2023-12-27,64.05872892092248
2023-12-28,56.534271781991166
2023-12-29,58.50459354826802
2023-12-30,55.72752586194079
2023-12-31,47.75315272913524
2024-01-01,51.786882329387076
2024-01-02,62.08840715464562
2024-01-03,71.22635613367768
2024-01-04,65.67222076102323
2024-01-05,61.7315772284695
2024-01-06,62.08840715464562
2024-01-07,63.70189899474636
2024-01-08,60.47491531454489
2024-01-09,61.7315772284695
2024-01-10,62.08840715464562
2024-01-11,59.66816939449451
2024-01-12,60.47491531454489
2024-01-13,56.534271781991166
2024-01-14,57.34101770204153
2024-01-15,58.50459354826802
2024-01-16,60.47491531454489
2024-01-17,60.118085388368755
2024-01-18,56.89110170816729
2024-01-19,53.75720409566394
2024-01-20,60.118085388368755
2024-01-21,60.66108744994112
2024-01-22,56.37912833582763
2024-01-23,58.520107892884376
2024-01-24,62.802067006997866
2024-01-25,57.806448040532125
2024-01-26,56.37912833582763
2024-01-27,55.66546848347538
2024-01-28,55.66546848347538
2024-01-29,57.09278818817988
2024-01-30,62.802067006997866
2024-01-31,58.520107892884376
2024-02-01,60.66108744994112
2024-02-02,51.38350936936189
2024-02-03,59.94742759758887
2024-02-04,62.802067006997866
2024-02-05,56.37912833582763
2024-02-06,60.66108744994112
2024-02-07,57.09278818817988
2024-02-08,57.09278818817988
2024-02-09,51.38350936936189
2024-02-10,56.37912833582763
2024-02-11,54.951808631123136
2024-02-12,52.09716922171414
2024-02-13,63.51572685935012
2024-02-14,52.81082907406639
2024-02-15,56.37912833582763
2024-02-16,55.66546848347538
2024-02-17,59.23376774523663
2024-02-18,62.088407154645616
2024-02-19,64.94304656405461
2024-02-20,62.802067006997866
2024-02-21,63.51572685935012
2024-02-22,63.51572685935012
2024-02-23,59.23376774523663
2024-02-24,64.22938671170236
2024-02-25,66.37036626875911
2024-02-26,61.37474730229337
2024-02-27,62.802067006997866
2024-02-28,62.088407154645616
2024-02-29,61.37474730229337
2024-03-01,59.23376774523663
2024-03-02,63.51572685935012
2024-03-03,63.51572685935012
2024-03-04,63.51572685935012
2024-03-05,63.51572685935012
2024-03-06,63.51572685935012
2024-03-07,62.088407154645616
2024-03-08,59.94742759758887
2024-03-09,62.088407154645616
2024-03-10,59.94742759758887
2024-03-11,59.23376774523663
2024-03-12,66.37036626875911
2024-03-13,63.51572685935012
2024-03-14,64.22938671170236
2024-03-15,58.520107892884376
2024-03-16,57.09278818817988
2024-03-17,59.23376774523663
2024-03-18,58.520107892884376
2024-03-19,60.66108744994112
2024-03-20,62.802067006997866
2024-03-21,55.66546848347538
2024-03-22,52.81082907406639
2024-03-23,57.09278818817988
2024-03-24,58.520107892884376
2024-03-25,59.23376774523663
2024-03-26,58.520107892884376
2024-03-27,57.806448040532125
2024-03-28,54.238148778770885
2024-03-29,49.956189664657394
2024-03-30,49.24252981230514
2024-03-31,51.38350936936189
2024-04-01,55.66546848347538
2024-04-02,61.37474730229337
2024-04-03,59.94742759758887
2024-04-04,54.951808631123136
2024-04-05,52.09716922171414
2024-04-06,53.524488926418634
2024-04-07,54.238148778770885
2024-04-08,47.1015502552484
2024-04-09,57.806448040532125
2024-04-10,57.09278818817988
2024-04-11,51.38350936936189
2024-04-12,51.38350936936189
2024-04-13,52.09716922171414
2024-04-14,54.238148778770885
2024-04-15,54.238148778770885
2024-04-16,54.951808631123136
2024-04-17,53.524488926418634
2024-04-18,55.66546848347538
2024-04-19,50.669849517009645
2024-04-20,53.524488926418634
2024-04-21,50.669849517009645
2024-04-22,52.81082907406639
2024-04-23,57.09278818817988
2024-04-24,57.09278818817988
2024-04-25,56.37912833582763
2024-04-26,52.09716922171414
2024-04-27,50.669849517009645
2024-04-28,54.951808631123136
2024-04-29,53.524488926418634
2024-04-30,59.23376774523663
2024-05-01,56.37912833582763
2024-05-02,54.951808631123136
2024-05-03,54.238148778770885
2024-05-04,51.38350936936189
2024-05-05,55.66546848347538
2024-05-06,57.09278818817988
2024-05-07,56.37912833582763
2024-05-08,58.520107892884376
2024-05-09,54.951808631123136
2024-05-10,52.09716922171414
2024-05-11,49.956189664657394
2024-05-12,49.24252981230514
2024-05-13,54.951808631123136
2024-05-14,59.94742759758887
2024-05-15,58.520107892884376
2024-05-16,60.66108744994112
2024-05-17,52.09716922171414
2024-05-18,54.238148778770885
2024-05-19,57.09278818817988
2024-05-20,59.94742759758887
2024-05-21,63.51572685935012
2024-05-22,60.66108744994112
2024-05-23,59.23376774523663
2024-05-24,56.37912833582763
2024-05-25,54.238148778770885
2024-05-26,54.238148778770885
2024-05-27,57.806448040532125
2024-05-28,58.520107892884376
2024-05-29,56.37912833582763
2024-05-30,57.806448040532125
2024-05-31,57.09278818817988
2024-06-01,56.37912833582763
2024-06-02,57.09278818817988
2024-06-03,59.23376774523663
2024-06-04,64.22938671170236
2024-06-05,60.66108744994112
2024-06-06,62.088407154645616
2024-06-07,54.238148778770885
2024-06-08,53.524488926418634
2024-06-09,56.37912833582763
2024-06-10,59.94742759758887
2024-06-11,64.22938671170236
2024-06-12,64.22938671170236
2024-06-13,59.94742759758887
2024-06-14,56.37912833582763
2024-06-15,57.09278818817988
2024-06-16,55.66546848347538
2024-06-17,59.23376774523663
2024-06-18,57.806448040532125
2024-06-19,62.088407154645616
2024-06-20,57.806448040532125
2024-06-21,54.951808631123136
2024-06-22,55.66546848347538
2024-06-23,54.238148778770885
2024-06-24,57.09278818817988
2024-06-25,61.37474730229337
2024-06-26,64.22938671170236
2024-06-27,60.66108744994112
2024-06-28,54.951808631123136
2024-06-29,55.66546848347538
2024-06-30,55.66546848347538
2024-07-01,60.66108744994112
2024-07-02,59.94742759758887
2024-07-03,59.23376774523663
2024-07-04,53.524488926418634
2024-07-05,50.669849517009645
2024-07-06,57.09278818817988
2024-07-07,51.38350936936189
2024-07-08,55.66546848347538
2024-07-09,58.520107892884376
2024-07-10,59.23376774523663
2024-07-11,56.37912833582763
2024-07-12,54.951808631123136
2024-07-13,52.09716922171414
2024-07-14,47.1015502552484
2024-07-15,50.669849517009645
2024-07-16,58.520107892884376
2024-07-17,56.37912833582763
2024-07-18,57.806448040532125
2024-07-19,57.806448040532125
2024-07-20,54.238148778770885
2024-07-21,52.81082907406639
2024-07-22,54.951808631123136
2024-07-23,58.520107892884376
2024-07-24,56.37912833582763
2024-07-25,54.238148778770885
2024-07-26,49.956189664657394
2024-07-27,49.24252981230514
2024-07-28,48.5288699599529
2024-07-29,50.669849517009645
2024-07-30,50.669849517009645
2024-07-31,49.956189664657394
2024-08-01,52.09716922171414
2024-08-02,49.24252981230514
2024-08-03,52.81082907406639
2024-08-04,51.38350936936189
2024-08-05,52.09716922171414
2024-08-06,56.37912833582763
2024-08-07,52.81082907406639
2024-08-08,51.38350936936189
2024-08-09,49.24252981230514
2024-08-10,49.24252981230514
2024-08-11,52.81082907406639
2024-08-12,48.5288699599529
2024-08-13,55.66546848347538
2024-08-14,52.09716922171414
2024-08-15,52.09716922171414
2024-08-16,49.956189664657394
2024-08-17,54.951808631123136
2024-08-18,51.36003371632399
2024-08-19,52.74040211495269
2024-08-20,55.83449318534828
2024-08-21,52.050217915638335
2024-08-22,52.383572188776554
2024-08-23,52.74040211495269
2024-08-24,49.9796653176953
2024-08-25,52.74040211495269
2024-08-26,52.74040211495269
2024-08-27,54.81095471289572
2024-08-28,51.36003371632399
2024-08-29,50.669849517009645
2024-08-30,48.59929691906661
2024-08-31,47.21892852043791
2024-09-01,45.83856012180922
2024-09-02,56.19132311152441
2024-09-03,49.28948111838095
2024-09-04,55.14430898603394
2024-09-05,48.59929691906661
2024-09-06,48.59929691906661
2024-09-07,46.52874432112357
2024-09-08,47.90911271975226
2024-09-09,47.90911271975226
2024-09-10,50.669849517009645
2024-09-11,47.575758446614046
2024-09-12,51.36003371632399
2024-09-13,43.43465325072797
2024-09-14,47.90911271975226
2024-09-15,45.505205848671004
2024-09-16,46.195390047985356
2024-09-17,52.00326660956253
2024-09-18,53.336683702115415
2024-09-19,48.003015331903875
2024-09-20,44.00276405424522
2024-09-21,47.336306785627436
2024-09-22,43.33605550796878
2024-09-23,50.003140970733206
2024-09-24,50.003140970733206
