Time,what_time_is_it
2022-05-21,34.0
2022-05-22,33.0
2022-05-23,40.0
2022-05-24,39.0
2022-05-25,39.0
2022-05-26,38.0
2022-05-27,38.0
2022-05-28,35.0
2022-05-29,35.0
2022-05-30,32.0
2022-05-31,43.0
2022-06-01,45.0
2022-06-02,41.0
2022-06-03,39.0
2022-06-04,36.0
2022-06-05,42.0
2022-06-06,41.0
2022-06-07,41.0
2022-06-08,41.0
2022-06-09,44.0
2022-06-10,42.0
2022-06-11,35.0
2022-06-12,37.0
2022-06-13,43.0
2022-06-14,43.0
2022-06-15,42.0
2022-06-16,42.0
2022-06-17,40.0
2022-06-18,39.0
2022-06-19,37.0
2022-06-20,39.0
2022-06-21,44.0
2022-06-22,42.0
2022-06-23,44.0
2022-06-24,42.0
2022-06-25,37.0
2022-06-26,38.0
2022-06-27,44.0
2022-06-28,42.0
2022-06-29,44.0
2022-06-30,43.0
2022-07-01,45.0
2022-07-02,39.0
2022-07-03,36.0
2022-07-04,38.0
2022-07-05,46.0
2022-07-06,42.0
2022-07-07,41.0
2022-07-08,43.0
2022-07-09,38.0
2022-07-10,39.0
2022-07-11,43.0
2022-07-12,41.0
2022-07-13,42.0
2022-07-14,45.0
2022-07-15,41.0
2022-07-16,37.0
2022-07-17,38.0
2022-07-18,43.0
2022-07-19,47.0
2022-07-20,41.0
2022-07-21,41.0
2022-07-22,41.0
2022-07-23,36.0
2022-07-24,36.0
2022-07-25,41.0
2022-07-26,40.0
2022-07-27,40.0
2022-07-28,40.0
2022-07-29,41.0
2022-07-30,35.0
2022-07-31,36.0
2022-08-01,40.0
2022-08-02,39.0
2022-08-03,37.0
2022-08-04,38.0
2022-08-05,38.0
2022-08-06,34.0
2022-08-07,33.0
2022-08-08,37.0
2022-08-09,37.0
2022-08-10,37.0
2022-08-11,37.0
2022-08-12,37.0
2022-08-13,31.0
2022-08-14,30.0
2022-08-15,36.0
2022-08-16,38.0
2022-08-17,36.0
2022-08-18,36.0
2022-08-19,37.0
2022-08-20,31.0
2022-08-21,32.0
2022-08-22,36.0
2022-08-23,37.0
2022-08-24,36.0
2022-08-25,36.0
2022-08-26,36.0
2022-08-27,34.0
2022-08-28,29.0
2022-08-29,36.032200357781754
2022-08-30,37.09570661896244
2022-08-31,36.032200357781754
2022-09-01,36.032200357781754
2022-09-02,33.90518783542039
2022-09-03,33.40518783542039
2022-09-04,28.087656529516995
2022-09-05,29.151162790697676
2022-09-06,36.032200357781754
2022-09-07,36.032200357781754
2022-09-08,42.91323792486583
2022-09-09,39.72271914132379
2022-09-10,31.778175313059034
2022-09-11,31.778175313059034
2022-09-12,38.659212880143116
2022-09-13,37.09570661896244
2022-09-14,39.22271914132379
2022-09-15,38.659212880143116
2022-09-16,37.59570661896244
2022-09-17,31.778175313059034
2022-09-18,33.90518783542039
2022-09-19,50.857781753130595
2022-09-20,38.159212880143116
2022-09-21,37.09570661896244
2022-09-22,38.659212880143116
2022-09-23,34.96869409660107
2022-09-24,30.714669051878353
2022-09-25,30.714669051878353
2022-09-26,38.159212880143116
2022-09-27,39.22271914132379
2022-09-28,37.19141323792487
2022-09-29,37.19141323792487
2022-09-30,36.06440071556351
2022-10-01,30.42933810375671
2022-10-02,34.937388193202146
2022-10-03,36.06440071556351
2022-10-04,38.318425760286225
2022-10-05,33.81037567084079
2022-10-06,39.44543828264759
2022-10-07,37.19141323792487
2022-10-08,32.68336314847943
2022-10-09,36.06440071556351
2022-10-10,38.318425760286225
2022-10-11,38.318425760286225
2022-10-12,37.19141323792487
2022-10-13,40.57245080500895
2022-10-14,37.19141323792487
2022-10-15,32.68336314847943
2022-10-16,30.42933810375671
2022-10-17,38.318425760286225
2022-10-18,36.06440071556351
2022-10-19,38.318425760286225
2022-10-20,37.19141323792487
2022-10-21,37.19141323792487
2022-10-22,32.68336314847943
2022-10-23,29.30232558139535
2022-10-24,38.318425760286225
2022-10-25,37.19141323792487
2022-10-26,39.44543828264759
2022-10-27,39.44543828264759
2022-10-28,34.937388193202146
2022-10-29,30.42933810375671
2022-10-30,33.81037567084079
2022-10-31,39.44543828264759
2022-11-01,38.318425760286225
2022-11-02,38.318425760286225
2022-11-03,39.44543828264759
2022-11-04,39.44543828264759
2022-11-05,34.937388193202146
2022-11-06,112.70125223613596
2022-11-07,65.36672629695886
2022-11-08,45.08050089445439
2022-11-09,39.44543828264759
2022-11-10,38.318425760286225
2022-11-11,37.19141323792487
2022-11-12,33.81037567084079
2022-11-13,39.44543828264759
2022-11-14,39.44543828264759
2022-11-15,40.57245080500895
2022-11-16,39.44543828264759
2022-11-17,39.44543828264759
2022-11-18,37.19141323792487
2022-11-19,32.68336314847943
2022-11-20,36.06440071556351
2022-11-21,42.826475849731665
2022-11-22,40.57245080500895
2022-11-23,38.318425760286225
2022-11-24,33.81037567084079
2022-11-25,33.81037567084079
2022-11-26,29.30232558139535
2022-11-27,30.42933810375671
2022-11-28,36.06440071556351
2022-11-29,38.318425760286225
2022-11-30,36.06440071556351
2022-12-01,37.19141323792487
2022-12-02,38.318425760286225
2022-12-03,32.68336314847943
2022-12-04,29.30232558139535
2022-12-05,37.19141323792487
2022-12-06,37.19141323792487
2022-12-07,37.19141323792487
2022-12-08,37.19141323792487
2022-12-09,37.19141323792487
2022-12-10,31.556350626118068
2022-12-11,28.17531305903399
2022-12-12,38.318425760286225
2022-12-13,37.19141323792487
2022-12-14,34.937388193202146
2022-12-15,36.06440071556351
2022-12-16,33.81037567084079
2022-12-17,30.42933810375671
2022-12-18,37.19141323792487
2022-12-19,34.937388193202146
2022-12-20,33.81037567084079
2022-12-21,33.81037567084079
2022-12-22,33.81037567084079
2022-12-23,33.81037567084079
2022-12-24,40.57245080500895
2022-12-25,40.57245080500895
2022-12-26,30.42933810375671
2022-12-27,32.68336314847943
2022-12-28,34.937388193202146
2022-12-29,33.81037567084079
2022-12-30,37.19141323792487
2022-12-31,43.95348837209303
2023-01-01,71.00178890876566
2023-01-02,29.30232558139535
2023-01-03,32.68336314847943
2023-01-04,34.937388193202146
2023-01-05,37.19141323792487
2023-01-06,33.81037567084079
2023-01-07,29.30232558139535
2023-01-08,28.17531305903399
2023-01-09,36.06440071556351
2023-01-10,36.06440071556351
2023-01-11,37.19141323792487
2023-01-12,34.937388193202146
2023-01-13,33.81037567084079
2023-01-14,30.42933810375671
2023-01-15,27.04830053667263
2023-01-16,31.556350626118068
2023-01-17,37.19141323792487
2023-01-18,37.19141323792487
2023-01-19,37.19141323792487
2023-01-20,36.06440071556351
2023-01-21,29.30232558139535
2023-01-22,32.68336314847943
2023-01-23,37.19141323792487
2023-01-24,37.19141323792487
2023-01-25,33.81037567084079
2023-01-26,34.937388193202146
2023-01-27,36.06440071556351
2023-01-28,28.17531305903399
2023-01-29,29.30232558139535
2023-01-30,34.937388193202146
2023-01-31,36.06440071556351
2023-02-01,36.06440071556351
2023-02-02,33.81037567084079
2023-02-03,36.06440071556351
2023-02-04,29.30232558139535
2023-02-05,31.556350626118068
2023-02-06,39.44543828264759
2023-02-07,38.318425760286225
2023-02-08,37.19141323792487
2023-02-09,34.937388193202146
2023-02-10,36.06440071556351
2023-02-11,31.556350626118068
2023-02-12,39.44543828264759
2023-02-13,38.318425760286225
2023-02-14,37.19141323792487
2023-02-15,37.19141323792487
2023-02-16,37.19141323792487
2023-02-17,38.318425760286225
2023-02-18,30.42933810375671
2023-02-19,30.42933810375671
2023-02-20,36.06440071556351
2023-02-21,39.44543828264759
2023-02-22,39.44543828264759
2023-02-23,39.44543828264759
2023-02-24,39.44543828264759
2023-02-25,32.68336314847943
2023-02-26,36.06440071556351
2023-02-27,41.6994633273703
2023-02-28,34.937388193202146
2023-03-01,38.318425760286225
2023-03-02,38.318425760286225
2023-03-03,37.19141323792487
2023-03-04,33.81037567084079
2023-03-05,31.556350626118068
2023-03-06,38.318425760286225
2023-03-07,39.44543828264759
2023-03-08,40.57245080500895
2023-03-09,40.57245080500895
2023-03-10,40.57245080500895
2023-03-11,36.06440071556351
2023-03-12,108.19320214669052
2023-03-13,64.2397137745975
2023-03-14,48.46153846153847
2023-03-15,47.334525939177105
2023-03-16,47.334525939177105
2023-03-17,42.826475849731665
2023-03-18,38.318425760286225
2023-03-19,36.06440071556351
2023-03-20,46.20751341681574
2023-03-21,43.95348837209303
2023-03-22,40.57245080500895
2023-03-23,43.95348837209303
2023-03-24,43.95348837209303
2023-03-25,34.937388193202146
2023-03-26,37.19141323792487
2023-03-27,45.08050089445439
2023-03-28,42.826475849731665
2023-03-29,39.44543828264759
2023-03-30,43.95348837209303
2023-03-31,40.57245080500895
2023-04-01,34.937388193202146
2023-04-02,34.937388193202146
2023-04-03,42.826475849731665
2023-04-04,41.6994633273703
2023-04-05,39.44543828264759
2023-04-06,41.6994633273703
2023-04-07,37.19141323792487
2023-04-08,32.68336314847943
2023-04-09,33.81037567084079
2023-04-10,39.44543828264759
2023-04-11,38.318425760286225
2023-04-12,39.44543828264759
2023-04-13,41.6994633273703
2023-04-14,39.44543828264759
2023-04-15,33.81037567084079
2023-04-16,34.937388193202146
2023-04-17,41.6994633273703
2023-04-18,38.318425760286225
2023-04-19,38.318425760286225
2023-04-20,40.57245080500895
2023-04-21,39.44543828264759
2023-04-22,34.937388193202146
2023-04-23,33.81037567084079
2023-04-24,40.57245080500895
2023-04-25,39.44543828264759
2023-04-26,39.44543828264759
2023-04-27,38.38886404293381
2023-04-28,39.44543828264759
2023-04-29,30.499776386404292
2023-04-30,31.556350626118068
2023-05-01,39.44543828264759
2023-05-02,39.44543828264759
2023-05-03,37.332289803220036
2023-05-04,38.38886404293381
2023-05-05,39.44543828264759
2023-05-06,41.55858676207514
2023-05-07,31.556350626118068
2023-05-08,41.55858676207514
2023-05-09,39.44543828264759
2023-05-10,40.50201252236136
2023-05-11,40.50201252236136
2023-05-12,40.50201252236136
2023-05-13,31.556350626118068
2023-05-14,32.61292486583184
2023-05-15,39.44543828264759
2023-05-16,38.38886404293381
2023-05-17,39.44543828264759
2023-05-18,39.93850626118068
2023-05-19,39.44543828264759
2023-05-20,32.61292486583184
2023-05-21,32.61292486583184
2023-05-22,40.50201252236136
2023-05-23,38.38886404293381
2023-05-24,39.44543828264759
2023-05-25,40.50201252236136
2023-05-26,38.4593023255814
2023-05-27,35.50089445438282
2023-05-28,34.514758497316635
2023-05-29,34.514758497316635
2023-05-30,40.431574239713775
2023-05-31,41.417710196779964
2023-06-01,41.417710196779964
2023-06-02,41.417710196779964
2023-06-03,34.514758497316635
2023-06-04,34.514758497316635
2023-06-05,43.38998211091234
2023-06-06,40.431574239713775
2023-06-07,42.40384615384615
2023-06-08,42.40384615384615
2023-06-09,42.40384615384615
2023-06-10,38.4593023255814
2023-06-11,37.47316636851521
2023-06-12,43.38998211091234
2023-06-13,42.40384615384615
2023-06-14,44.37611806797853
2023-06-15,42.40384615384615
2023-06-16,43.38998211091234
2023-06-17,39.44543828264759
2023-06-18,37.47316636851521
2023-06-19,42.40384615384615
2023-06-20,46.34838998211091
2023-06-21,45.36225402504472
2023-06-22,46.34838998211091
2023-06-23,44.37611806797853
2023-06-24,40.431574239713775
2023-06-25,40.431574239713775
2023-06-26,43.38998211091234
2023-06-27,44.37611806797853
2023-06-28,43.38998211091234
2023-06-29,41.417710196779964
2023-06-30,43.38998211091234
2023-07-01,40.431574239713775
2023-07-02,40.431574239713775
2023-07-03,41.417710196779964
2023-07-04,38.4593023255814
2023-07-05,43.38998211091234
2023-07-06,44.37611806797853
2023-07-07,45.36225402504472
2023-07-08,40.431574239713775
2023-07-09,37.47316636851521
2023-07-10,41.417710196779964
2023-07-11,39.44543828264759
2023-07-12,40.431574239713775
2023-07-13,40.431574239713775
2023-07-14,41.417710196779964
2023-07-15,38.4593023255814
2023-07-16,37.47316636851521
2023-07-17,41.417710196779964
2023-07-18,42.40384615384615
2023-07-19,40.431574239713775
2023-07-20,40.431574239713775
2023-07-21,40.431574239713775
2023-07-22,39.44543828264759
2023-07-23,36.48703041144901
2023-07-24,40.431574239713775
2023-07-25,38.4593023255814
2023-07-26,37.47316636851521
2023-07-27,38.4593023255814
2023-07-28,37.47316636851521
2023-07-29,33.528622540250446
2023-07-30,33.528622540250446
2023-07-31,36.48703041144901
2023-08-01,35.50089445438282
2023-08-02,33.528622540250446
2023-08-03,37.47316636851521
2023-08-04,34.514758497316635
2023-08-05,35.50089445438282
2023-08-06,34.514758497316635
2023-08-07,34.514758497316635
2023-08-08,36.48703041144901
2023-08-09,35.50089445438282
2023-08-10,37.47316636851521
2023-08-11,36.48703041144901
2023-08-12,28.597942754919497
2023-08-13,28.597942754919497
2023-08-14,34.514758497316635
2023-08-15,31.556350626118068
2023-08-16,34.514758497316635
2023-08-17,33.528622540250446
2023-08-18,32.54248658318426
2023-08-19,27.61180679785331
2023-08-20,27.61180679785331
2023-08-21,34.514758497316635
2023-08-22,35.50089445438282
2023-08-23,34.514758497316635
2023-08-24,35.50089445438282
2023-08-25,33.528622540250446
2023-08-26,28.597942754919497
2023-08-27,27.61180679785331
2023-08-28,33.528622540250446
2023-08-29,33.528622540250446
2023-08-30,33.528622540250446
2023-08-31,35.50089445438282
2023-09-01,33.528622540250446
2023-09-02,27.61180679785331
2023-09-03,25.63953488372093
2023-09-04,28.597942754919497
2023-09-05,36.48703041144901
2023-09-06,35.50089445438282
2023-09-07,36.48703041144901
2023-09-08,34.514758497316635
2023-09-09,28.597942754919497
2023-09-10,32.54248658318426
2023-09-11,36.48703041144901
2023-09-12,37.47316636851521
2023-09-13,35.50089445438282
2023-09-14,36.48703041144901
2023-09-15,35.50089445438282
2023-09-16,28.597942754919497
2023-09-17,32.54248658318426
2023-09-18,38.4593023255814
2023-09-19,37.47316636851521
2023-09-20,35.50089445438282
2023-09-21,36.48703041144901
2023-09-22,35.50089445438282
2023-09-23,29.58407871198569
2023-09-24,29.58407871198569
2023-09-25,38.4593023255814
2023-09-26,36.48703041144901
2023-09-27,36.48703041144901
2023-09-28,37.47316636851521
2023-09-29,35.50089445438282
2023-09-30,29.58407871198569
2023-10-01,32.54248658318426
2023-10-02,38.4593023255814
2023-10-03,37.47316636851521
2023-10-04,44.37611806797853
2023-10-05,35.50089445438282
2023-10-06,35.50089445438282
2023-10-07,28.597942754919497
2023-10-08,31.556350626118068
2023-10-09,38.4593023255814
2023-10-10,38.4593023255814
2023-10-11,35.50089445438282
2023-10-12,37.47316636851521
2023-10-13,38.4593023255814
2023-10-14,34.514758497316635
2023-10-15,32.54248658318426
2023-10-16,35.50089445438282
2023-10-17,36.48703041144901
2023-10-18,36.48703041144901
2023-10-19,35.50089445438282
2023-10-20,34.514758497316635
2023-10-21,27.61180679785331
2023-10-22,27.61180679785331
2023-10-23,36.48703041144901
2023-10-24,35.50089445438282
2023-10-25,34.514758497316635
2023-10-26,37.47316636851521
2023-10-27,34.514758497316635
2023-10-28,25.63953488372093
2023-10-29,27.61180679785331
2023-10-30,36.48703041144901
2023-10-31,32.54248658318426
2023-11-01,34.514758497316635
2023-11-02,35.50089445438282
2023-11-03,36.48703041144901
2023-11-04,29.58407871198569
2023-11-05,98.61359570661897
2023-11-06,55.22361359570662
2023-11-07,41.417710196779964
2023-11-08,38.4593023255814
2023-11-09,40.431574239713775
2023-11-10,36.48703041144901
2023-11-11,30.57021466905188
2023-11-12,31.556350626118068
2023-11-13,39.44543828264759
2023-11-14,36.48703041144901
2023-11-15,38.4593023255814
2023-11-16,37.47316636851521
2023-11-17,36.48703041144901
2023-11-18,28.597942754919497
2023-11-19,30.57021466905188
2023-11-20,37.47316636851521
2023-11-21,35.50089445438282
2023-11-22,31.556350626118068
2023-11-23,30.57021466905188
2023-11-24,26.62567084078712
2023-11-25,26.62567084078712
2023-11-26,30.57021466905188
2023-11-27,36.48703041144901
2023-11-28,33.528622540250446
2023-11-29,37.47316636851521
2023-11-30,34.514758497316635
2023-12-01,32.54248658318426
2023-12-02,29.58407871198569
2023-12-03,25.63953488372093
2023-12-04,35.50089445438282
2023-12-05,35.50089445438282
2023-12-06,35.50089445438282
2023-12-07,35.50089445438282
2023-12-08,33.528622540250446
2023-12-09,27.61180679785331
2023-12-10,28.597942754919497
2023-12-11,35.50089445438282
2023-12-12,37.47316636851521
2023-12-13,34.514758497316635
2023-12-14,35.50089445438282
2023-12-15,32.54248658318426
2023-12-16,26.62567084078712
2023-12-17,26.62567084078712
2023-12-18,32.54248658318426
2023-12-19,33.528622540250446
2023-12-20,32.54248658318426
2023-12-21,31.556350626118068
2023-12-22,29.791686281894357
2023-12-23,26.547818002071367
2023-12-24,35.397090669428486
2023-12-25,34.462856604839466
2023-12-26,28.416286131249407
2023-12-27,31.218988325016475
2023-12-28,30.72592034648338
2023-12-29,31.6601544110724
2023-12-30,25.613583937482346
2023-12-31,44.246363336785606
2024-01-01,70.30111336032388
2024-01-02,32.59438847566142
2024-01-03,33.528622540250446
2024-01-04,33.528622540250446
2024-01-05,31.6601544110724
2024-01-06,26.547818002071367
2024-01-07,24.679349872893326
2024-01-08,33.96978862630637
2024-01-09,32.59438847566142
2024-01-10,33.528622540250446
2024-01-11,34.462856604839466
2024-01-12,32.59438847566142
2024-01-13,24.238183786837396
2024-01-14,22.810881743715278
2024-01-15,28.857452217305337
2024-01-16,34.90402269089539
2024-01-17,34.462856604839466
2024-01-18,35.397090669428486
2024-01-19,32.59438847566142
2024-01-20,25.613583937482346
2024-01-21,24.705300819131907
2024-01-22,33.528622540250446
2024-01-23,34.4109547123623
2024-01-24,35.29328688447415
2024-01-25,36.17561905658601
2024-01-26,34.4109547123623
2024-01-27,24.705300819131907
2024-01-28,26.469965163355614
2024-01-29,37.94028340080971
2024-01-30,35.29328688447415
2024-01-31,35.29328688447415
2024-02-01,36.17561905658601
2024-02-02,34.4109547123623
2024-02-03,24.705300819131907
2024-02-04,24.705300819131907
2024-02-05,37.05795122869786
2024-02-06,36.17561905658601
2024-02-07,36.17561905658601
2024-02-08,36.17561905658601
2024-02-09,36.17561905658601
2024-02-10,32.64629036813859
2024-02-11,36.17561905658601
2024-02-12,37.05795122869786
2024-02-13,36.17561905658601
2024-02-14,35.29328688447415
2024-02-15,37.94028340080971
2024-02-16,38.82261557292156
2024-02-17,29.116961679691176
2024-02-18,30.881626023914883
2024-02-19,32.64629036813859
2024-02-20,37.05795122869786
2024-02-21,39.70494774503342
2024-02-22,40.587279917145274
2024-02-23,39.70494774503342
2024-02-24,31.763958196026735
2024-02-25,27.352297335467465
2024-02-26,38.82261557292156
2024-02-27,38.82261557292156
2024-02-28,37.05795122869786
2024-02-29,37.94028340080971
2024-03-01,37.05795122869786
2024-03-02,30.881626023914883
2024-03-03,28.23462950757932
2024-03-04,41.469612089257126
2024-03-05,37.05795122869786
2024-03-06,37.05795122869786
2024-03-07,39.70494774503342
2024-03-08,40.587279917145274
2024-03-09,32.64629036813859
2024-03-10,88.23321721118538
2024-03-11,59.116255531494204
2024-03-12,44.99894077770454
2024-03-13,44.11660860559269
2024-03-14,42.351944261368985
2024-03-15,38.82261557292156
2024-03-16,30.881626023914883
2024-03-17,32.64629036813859
2024-03-18,42.351944261368985
2024-03-19,40.587279917145274
2024-03-20,40.587279917145274
2024-03-21,37.94028340080971
2024-03-22,37.94028340080971
2024-03-23,30.881626023914883
2024-03-24,30.881626023914883
2024-03-25,40.587279917145274
2024-03-26,37.94028340080971
2024-03-27,39.70494774503342
2024-03-28,38.82261557292156
2024-03-29,36.17561905658601
2024-03-30,29.116961679691176
2024-03-31,29.999293851803028
2024-04-01,40.587279917145274
2024-04-02,38.82261557292156
2024-04-03,37.94028340080971
2024-04-04,37.94028340080971
2024-04-05,38.82261557292156
2024-04-06,29.999293851803028
2024-04-07,33.528622540250446
2024-04-08,59.116255531494204
2024-04-09,38.82261557292156
2024-04-10,36.17561905658601
2024-04-11,36.17561905658601
2024-04-12,38.82261557292156
2024-04-13,29.116961679691176
2024-04-14,30.881626023914883
2024-04-15,38.82261557292156
2024-04-16,37.05795122869786
2024-04-17,37.05795122869786
2024-04-18,37.94028340080971
2024-04-19,37.05795122869786
2024-04-20,29.116961679691176
2024-04-21,28.23462950757932
2024-04-22,37.94028340080971
2024-04-23,36.17561905658601
2024-04-24,37.05795122869786
2024-04-25,37.94028340080971
2024-04-26,37.05795122869786
2024-04-27,23.82296864702005
2024-04-28,25.58763299124376
2024-04-29,38.82261557292156
2024-04-30,37.94028340080971
2024-05-01,35.29328688447415
2024-05-02,36.17561905658601
2024-05-03,36.17561905658601
2024-05-04,28.23462950757932
2024-05-05,26.469965163355614
2024-05-06,37.94028340080971
2024-05-07,37.94028340080971
2024-05-08,37.05795122869786
2024-05-09,38.82261557292156
2024-05-10,35.29328688447415
2024-05-11,27.352297335467465
2024-05-12,29.116961679691176
2024-05-13,37.05795122869786
2024-05-14,36.17561905658601
2024-05-15,36.17561905658601
2024-05-16,37.05795122869786
2024-05-17,34.4109547123623
2024-05-18,26.469965163355614
2024-05-19,26.469965163355614
2024-05-20,37.05795122869786
2024-05-21,36.17561905658601
2024-05-22,33.528622540250446
2024-05-23,35.29328688447415
2024-05-24,36.17561905658601
2024-05-25,29.116961679691176
2024-05-26,27.352297335467465
2024-05-27,29.999293851803028
2024-05-28,37.05795122869786
2024-05-29,35.29328688447415
2024-05-30,37.05795122869786
2024-05-31,36.17561905658601
2024-06-01,31.763958196026735
2024-06-02,35.29328688447415
2024-06-03,35.29328688447415
2024-06-04,37.05795122869786
2024-06-05,37.94028340080971
2024-06-06,38.82261557292156
2024-06-07,37.94028340080971
2024-06-08,32.64629036813859
2024-06-09,33.528622540250446
2024-06-10,41.469612089257126
2024-06-11,40.587279917145274
2024-06-12,40.587279917145274
2024-06-13,44.11660860559269
2024-06-14,37.94028340080971
2024-06-15,36.17561905658601
2024-06-16,36.17561905658601
2024-06-17,40.587279917145274
2024-06-18,39.70494774503342
2024-06-19,37.94028340080971
2024-06-20,39.70494774503342
2024-06-21,40.587279917145274
2024-06-22,35.29328688447415
2024-06-23,35.29328688447415
2024-06-24,41.469612089257126
2024-06-25,40.587279917145274
2024-06-26,38.82261557292156
2024-06-27,43.23427643348084
2024-06-28,38.82261557292156
2024-06-29,35.29328688447415
2024-06-30,33.528622540250446
2024-07-01,38.82261557292156
2024-07-02,38.82261557292156
2024-07-03,37.05795122869786
2024-07-04,33.528622540250446
2024-07-05,36.17561905658601
2024-07-06,34.4109547123623
2024-07-07,34.4109547123623
2024-07-08,39.70494774503342
2024-07-09,38.82261557292156
2024-07-10,39.70494774503342
2024-07-11,38.82261557292156
2024-07-12,38.82261557292156
2024-07-13,34.4109547123623
2024-07-14,35.29328688447415
2024-07-15,39.70494774503342
2024-07-16,37.94028340080971
2024-07-17,40.587279917145274
2024-07-18,38.82261557292156
2024-07-19,37.94028340080971
2024-07-20,33.528622540250446
2024-07-21,32.64629036813859
2024-07-22,37.94028340080971
2024-07-23,37.94028340080971
2024-07-24,37.94028340080971
2024-07-25,37.94028340080971
2024-07-26,49.41060163826381
2024-07-27,48.528269466151954
2024-07-28,49.41060163826381
2024-07-29,41.469612089257126
2024-07-30,40.587279917145274
2024-07-31,37.94028340080971
2024-08-01,37.94028340080971
2024-08-02,38.82261557292156
2024-08-03,35.29328688447415
2024-08-04,36.17561905658601
2024-08-05,36.17561905658601
2024-08-06,37.05795122869786
2024-08-07,35.29328688447415
2024-08-08,35.29328688447415
2024-08-09,35.29328688447415
2024-08-10,33.528622540250446
2024-08-11,33.528622540250446
2024-08-12,34.4109547123623
2024-08-13,33.528622540250446
2024-08-14,33.528622540250446
2024-08-15,33.528622540250446
2024-08-16,31.763958196026735
2024-08-17,27.352297335467465
2024-08-18,28.522981142489606
2024-08-19,35.769901157053134
2024-08-20,37.1169322449295
2024-08-21,32.58760723582729
2024-08-22,34.39933723946818
2024-08-23,36.21106724310906
2024-08-24,25.805386137028282
2024-08-25,26.24655222308421
2024-08-26,33.49347223764774
2024-08-27,35.305202241288626
2024-08-28,34.39933723946818
2024-08-29,34.39933723946818
2024-08-30,34.39933723946818
2024-08-31,26.24655222308421
2024-09-01,27.617116140669165
2024-09-02,26.24655222308421
2024-09-03,34.39933723946818
2024-09-04,36.21106724310906
2024-09-05,36.21106724310906
2024-09-06,37.55809833098543
2024-09-07,29.870012230365973
2024-09-08,27.15241722490465
2024-09-09,38.92866224857039
2024-09-10,37.1169322449295
2024-09-11,37.1169322449295
2024-09-12,36.21106724310906
2024-09-13,35.305202241288626
2024-09-14,28.05828222672509
2024-09-15,28.05828222672509
2024-09-16,38.92866224857039
2024-09-17,35.317117598103096
2024-09-18,37.17591326116115
2024-09-19,37.17591326116115
2024-09-20,36.24651542963212
2024-09-21,28.81133277739989
