Time,sams_club
2022-05-13,55.0
2022-05-14,60.0
2022-05-15,64.0
2022-05-16,51.0
2022-05-17,52.0
2022-05-18,49.0
2022-05-19,51.0
2022-05-20,54.0
2022-05-21,60.0
2022-05-22,63.0
2022-05-23,52.0
2022-05-24,49.0
2022-05-25,47.0
2022-05-26,52.0
2022-05-27,53.0
2022-05-28,63.0
2022-05-29,70.0
2022-05-30,72.0
2022-05-31,51.0
2022-06-01,52.0
2022-06-02,54.0
2022-06-03,55.0
2022-06-04,59.0
2022-06-05,60.0
2022-06-06,54.0
2022-06-07,52.0
2022-06-08,49.0
2022-06-09,61.0
2022-06-10,55.0
2022-06-11,61.0
2022-06-12,65.0
2022-06-13,56.0
2022-06-14,54.0
2022-06-15,52.0
2022-06-16,53.0
2022-06-17,61.0
2022-06-18,71.0
2022-06-19,70.0
2022-06-20,72.0
2022-06-21,62.0
2022-06-22,67.0
2022-06-23,63.0
2022-06-24,64.0
2022-06-25,66.0
2022-06-26,80.0
2022-06-27,56.0
2022-06-28,51.0
2022-06-29,53.0
2022-06-30,54.0
2022-07-01,61.0
2022-07-02,66.0
2022-07-03,71.0
2022-07-04,100.0
2022-07-05,55.0
2022-07-06,57.0
2022-07-07,52.0
2022-07-08,55.0
2022-07-09,62.0
2022-07-10,64.0
2022-07-11,54.0
2022-07-12,54.0
2022-07-13,55.0
2022-07-14,55.0
2022-07-15,53.0
2022-07-16,56.0
2022-07-17,70.0
2022-07-18,51.0
2022-07-19,52.0
2022-07-20,50.0
2022-07-21,52.0
2022-07-22,54.0
2022-07-23,62.0
2022-07-24,63.0
2022-07-25,53.0
2022-07-26,50.0
2022-07-27,52.0
2022-07-28,49.0
2022-07-29,55.0
2022-07-30,55.0
2022-07-31,63.0
2022-08-01,50.0
2022-08-02,52.0
2022-08-03,54.0
2022-08-04,52.0
2022-08-05,53.0
2022-08-06,64.0
2022-08-07,67.0
2022-08-08,51.0
2022-08-09,58.0
2022-08-10,50.0
2022-08-11,53.0
2022-08-12,56.0
2022-08-13,56.0
2022-08-14,66.0
2022-08-15,53.0
2022-08-16,53.0
2022-08-17,50.0
2022-08-18,51.0
2022-08-19,51.0
2022-08-20,57.0
2022-08-21,65.0
2022-08-22,54.0
2022-08-23,50.0
2022-08-24,47.0
2022-08-25,45.0
2022-08-26,47.0
2022-08-27,56.0
2022-08-28,60.0
2022-08-29,49.0
2022-08-30,44.8125
2022-08-31,49.0
2022-09-01,54.125
2022-09-02,51.8125
2022-09-03,62.0625
2022-09-04,65.3125
2022-09-05,80.25
2022-09-06,49.9375
2022-09-07,43.875
2022-09-08,43.875
2022-09-09,44.3125
2022-09-10,51.8125
2022-09-11,55.0625
2022-09-12,46.1875
2022-09-13,42.9375
2022-09-14,42.9375
2022-09-15,43.875
2022-09-16,46.1875
2022-09-17,55.0625
2022-09-18,54.125
2022-09-19,43.875
2022-09-20,43.875
2022-09-21,43.875
2022-09-22,44.3125
2022-09-23,48.0625
2022-09-24,57.375
2022-09-25,58.3125
2022-09-26,45.25
2022-09-27,50.875
2022-09-28,44.625
2022-09-29,44.625
2022-09-30,47.25
2022-10-01,55.125
2022-10-02,53.375
2022-10-03,46.375
2022-10-04,46.375
2022-10-05,51.625
2022-10-06,50.75
2022-10-07,50.75
2022-10-08,56.0
2022-10-09,56.0
2022-10-10,48.125
2022-10-11,47.25
2022-10-12,48.125
2022-10-13,45.5
2022-10-14,49.0
2022-10-15,54.25
2022-10-16,54.25
2022-10-17,45.5
2022-10-18,46.375
2022-10-19,49.0
2022-10-20,46.375
2022-10-21,48.125
2022-10-22,53.375
2022-10-23,56.0
2022-10-24,45.5
2022-10-25,45.5
2022-10-26,47.25
2022-10-27,46.375
2022-10-28,46.375
2022-10-29,55.125
2022-10-30,61.25
2022-10-31,43.75
2022-11-01,44.625
2022-11-02,47.25
2022-11-03,48.125
2022-11-04,47.25
2022-11-05,58.625
2022-11-06,62.125
2022-11-07,49.0
2022-11-08,44.625
2022-11-09,43.75
2022-11-10,49.0
2022-11-11,56.875
2022-11-12,60.375
2022-11-13,62.125
2022-11-14,52.5
2022-11-15,50.75
2022-11-16,51.625
2022-11-17,54.25
2022-11-18,63.0
2022-11-19,68.25
2022-11-20,73.5
2022-11-21,60.375
2022-11-22,56.875
2022-11-23,68.25
2022-11-24,64.75
2022-11-25,87.5
2022-11-26,64.75
2022-11-27,70.0
2022-11-28,55.125
2022-11-29,46.375
2022-11-30,48.125
2022-12-01,46.375
2022-12-02,50.75
2022-12-03,59.5
2022-12-04,68.25
2022-12-05,49.0
2022-12-06,55.125
2022-12-07,51.625
2022-12-08,49.0
2022-12-09,51.625
2022-12-10,60.375
2022-12-11,65.625
2022-12-12,54.25
2022-12-13,52.5
2022-12-14,50.75
2022-12-15,54.25
2022-12-16,56.0
2022-12-17,67.375
2022-12-18,64.75
2022-12-19,60.375
2022-12-20,62.125
2022-12-21,66.5
2022-12-22,61.25
2022-12-23,64.75
2022-12-24,68.25
2022-12-25,38.5
2022-12-26,61.25
2022-12-27,56.0
2022-12-28,53.375
2022-12-29,52.5
2022-12-30,56.875
2022-12-31,62.125
2023-01-01,56.0
2023-01-02,61.25
2023-01-03,49.0
2023-01-04,44.625
2023-01-05,47.25
2023-01-06,49.0
2023-01-07,57.75
2023-01-08,57.75
2023-01-09,49.875
2023-01-10,45.5
2023-01-11,49.875
2023-01-12,45.5
2023-01-13,44.625
2023-01-14,57.75
2023-01-15,56.0
2023-01-16,51.625
2023-01-17,47.25
2023-01-18,44.625
2023-01-19,43.75
2023-01-20,47.25
2023-01-21,53.375
2023-01-22,53.375
2023-01-23,44.625
2023-01-24,46.375
2023-01-25,42.0
2023-01-26,43.75
2023-01-27,46.375
2023-01-28,56.875
2023-01-29,50.75
2023-01-30,43.75
2023-01-31,44.625
2023-02-01,46.375
2023-02-02,46.375
2023-02-03,46.375
2023-02-04,56.875
2023-02-05,60.375
2023-02-06,43.75
2023-02-07,44.625
2023-02-08,47.25
2023-02-09,45.5
2023-02-10,48.125
2023-02-11,61.25
2023-02-12,55.125
2023-02-13,41.125
2023-02-14,42.0
2023-02-15,41.125
2023-02-16,46.375
2023-02-17,49.0
2023-02-18,58.625
2023-02-19,63.0
2023-02-20,49.0
2023-02-21,44.625
2023-02-22,41.125
2023-02-23,42.0
2023-02-24,47.25
2023-02-25,59.5
2023-02-26,54.25
2023-02-27,44.625
2023-02-28,41.125
2023-03-01,43.75
2023-03-02,43.75
2023-03-03,43.75
2023-03-04,54.25
2023-03-05,56.875
2023-03-06,49.0
2023-03-07,46.375
2023-03-08,45.5
2023-03-09,45.5
2023-03-10,46.375
2023-03-11,56.0
2023-03-12,59.5
2023-03-13,42.875
2023-03-14,45.5
2023-03-15,50.75
2023-03-16,49.0
2023-03-17,45.5
2023-03-18,56.0
2023-03-19,59.5
2023-03-20,46.375
2023-03-21,47.25
2023-03-22,45.5
2023-03-23,49.875
2023-03-24,49.875
2023-03-25,53.375
2023-03-26,59.5
2023-03-27,46.375
2023-03-28,45.5
2023-03-29,44.625
2023-03-30,47.25
2023-03-31,47.25
2023-04-01,58.625
2023-04-02,57.75
2023-04-03,53.375
2023-04-04,50.75
2023-04-05,47.25
2023-04-06,46.375
2023-04-07,53.375
2023-04-08,63.875
2023-04-09,61.25
2023-04-10,47.25
2023-04-11,44.625
2023-04-12,50.75
2023-04-13,51.625
2023-04-14,63.875
2023-04-15,70.0
2023-04-16,71.75
2023-04-17,57.75
2023-04-18,52.5
2023-04-19,52.5
2023-04-20,49.875
2023-04-21,50.75
2023-04-22,58.625
2023-04-23,61.25
2023-04-24,47.25
2023-04-25,47.25
2023-04-26,47.23097826086956
2023-04-27,49.469202898550726
2023-04-28,52.17028985507247
2023-04-29,60.27355072463768
2023-04-30,63.875
2023-05-01,51.73278985507247
2023-05-02,47.23097826086956
2023-05-03,45.867753623188406
2023-05-04,48.13134057971014
2023-05-05,52.63315217391305
2023-05-06,63.41213768115942
2023-05-07,62.97463768115942
2023-05-08,50.369565217391305
2023-05-09,49.932065217391305
2023-05-10,49.031702898550726
2023-05-11,48.13134057971014
2023-05-12,51.73278985507247
2023-05-13,63.875
2023-05-14,57.57246376811594
2023-05-15,49.932065217391305
2023-05-16,50.369565217391305
2023-05-17,49.932065217391305
2023-05-18,54.8713768115942
2023-05-19,53.533514492753625
2023-05-20,62.51177536231884
2023-05-21,67.47644927536231
2023-05-22,49.932065217391305
2023-05-23,51.26992753623188
2023-05-24,50.83242753623188
2023-05-25,55.33423913043478
2023-05-26,52.766304347826086
2023-05-27,60.17210144927536
2023-05-28,70.35507246376811
2023-05-29,79.6123188405797
2023-05-30,49.98913043478261
2023-05-31,51.84057971014493
2023-06-01,50.914855072463766
2023-06-02,53.69202898550725
2023-06-03,63.875
2023-06-04,67.57789855072464
2023-06-05,53.69202898550725
2023-06-06,49.98913043478261
2023-06-07,49.98913043478261
2023-06-08,49.06340579710145
2023-06-09,51.84057971014493
2023-06-10,58.32065217391305
2023-06-11,62.02355072463768
2023-06-12,49.98913043478261
2023-06-13,49.98913043478261
2023-06-14,51.84057971014493
2023-06-15,53.69202898550725
2023-06-16,53.69202898550725
2023-06-17,63.875
2023-06-18,58.32065217391305
2023-06-19,56.469202898550726
2023-06-20,50.914855072463766
2023-06-21,50.914855072463766
2023-06-22,50.914855072463766
2023-06-23,53.69202898550725
2023-06-24,59.2463768115942
2023-06-25,59.2463768115942
2023-06-26,57.39492753623188
2023-06-27,50.914855072463766
2023-06-28,49.98913043478261
2023-06-29,49.06340579710145
2023-06-30,52.766304347826086
2023-07-01,58.32065217391305
2023-07-02,63.875
2023-07-03,67.57789855072464
2023-07-04,74.9836956521739
2023-07-05,49.98913043478261
2023-07-06,55.54347826086956
2023-07-07,52.766304347826086
2023-07-08,57.39492753623188
2023-07-09,62.94927536231884
2023-07-10,52.766304347826086
2023-07-11,55.54347826086956
2023-07-12,50.914855072463766
2023-07-13,52.766304347826086
2023-07-14,49.06340579710145
2023-07-15,58.32065217391305
2023-07-16,59.2463768115942
2023-07-17,56.469202898550726
2023-07-18,55.54347826086956
2023-07-19,53.69202898550725
2023-07-20,54.617753623188406
2023-07-21,55.54347826086956
2023-07-22,60.17210144927536
2023-07-23,62.94927536231884
2023-07-24,54.617753623188406
2023-07-25,54.617753623188406
2023-07-26,51.84057971014493
2023-07-27,55.54347826086956
2023-07-28,61.09782608695652
2023-07-29,69.42934782608695
2023-07-30,64.80072463768116
2023-07-31,58.32065217391305
2023-08-01,50.914855072463766
2023-08-02,51.84057971014493
2023-08-03,53.69202898550725
2023-08-04,53.69202898550725
2023-08-05,58.32065217391305
2023-08-06,62.02355072463768
2023-08-07,53.69202898550725
2023-08-08,50.914855072463766
2023-08-09,49.06340579710145
2023-08-10,54.617753623188406
2023-08-11,56.469202898550726
2023-08-12,62.02355072463768
2023-08-13,62.94927536231884
2023-08-14,53.69202898550725
2023-08-15,49.98913043478261
2023-08-16,52.766304347826086
2023-08-17,49.98913043478261
2023-08-18,53.69202898550725
2023-08-19,61.09782608695652
2023-08-20,71.28079710144928
2023-08-21,53.69202898550725
2023-08-22,52.766304347826086
2023-08-23,49.98913043478261
2023-08-24,47.21195652173913
2023-08-25,52.766304347826086
2023-08-26,59.2463768115942
2023-08-27,62.94927536231884
2023-08-28,49.06340579710145
2023-08-29,50.914855072463766
2023-08-30,49.06340579710145
2023-08-31,50.914855072463766
2023-09-01,52.766304347826086
2023-09-02,62.02355072463768
2023-09-03,69.42934782608695
2023-09-04,77.76086956521739
2023-09-05,49.98913043478261
2023-09-06,47.21195652173913
2023-09-07,53.69202898550725
2023-09-08,45.36050724637681
2023-09-09,57.39492753623188
2023-09-10,57.39492753623188
2023-09-11,49.06340579710145
2023-09-12,48.13768115942029
2023-09-13,49.98913043478261
2023-09-14,49.98913043478261
2023-09-15,49.98913043478261
2023-09-16,56.469202898550726
2023-09-17,61.09782608695652
2023-09-18,50.914855072463766
2023-09-19,54.617753623188406
2023-09-20,48.13768115942029
2023-09-21,50.914855072463766
2023-09-22,50.914855072463766
2023-09-23,57.39492753623188
2023-09-24,59.2463768115942
2023-09-25,49.06340579710145
2023-09-26,49.98913043478261
2023-09-27,44.434782608695656
2023-09-28,47.21195652173913
2023-09-29,49.06340579710145
2023-09-30,58.32065217391305
2023-10-01,59.2463768115942
2023-10-02,49.06340579710145
2023-10-03,47.21195652173913
2023-10-04,46.28623188405797
2023-10-05,51.84057971014493
2023-10-06,56.469202898550726
2023-10-07,58.32065217391305
2023-10-08,77.76086956521739
2023-10-09,50.914855072463766
2023-10-10,48.13768115942029
2023-10-11,50.914855072463766
2023-10-12,50.914855072463766
2023-10-13,50.914855072463766
2023-10-14,56.469202898550726
2023-10-15,60.17210144927536
2023-10-16,51.84057971014493
2023-10-17,49.06340579710145
2023-10-18,47.21195652173913
2023-10-19,51.84057971014493
2023-10-20,50.914855072463766
2023-10-21,61.09782608695652
2023-10-22,56.469202898550726
2023-10-23,49.06340579710145
2023-10-24,48.13768115942029
2023-10-25,48.13768115942029
2023-10-26,49.06340579710145
2023-10-27,48.13768115942029
2023-10-28,56.469202898550726
2023-10-29,56.469202898550726
2023-10-30,49.06340579710145
2023-10-31,50.914855072463766
2023-11-01,51.84057971014493
2023-11-02,51.84057971014493
2023-11-03,56.469202898550726
2023-11-04,60.17210144927536
2023-11-05,62.94927536231884
2023-11-06,55.54347826086956
2023-11-07,50.914855072463766
2023-11-08,53.69202898550725
2023-11-09,52.766304347826086
2023-11-10,55.54347826086956
2023-11-11,65.72644927536231
2023-11-12,65.72644927536231
2023-11-13,53.69202898550725
2023-11-14,51.84057971014493
2023-11-15,51.84057971014493
2023-11-16,54.617753623188406
2023-11-17,59.2463768115942
2023-11-18,67.57789855072464
2023-11-19,73.1322463768116
2023-11-20,60.17210144927536
2023-11-21,60.17210144927536
2023-11-22,72.20652173913044
2023-11-23,71.28079710144928
2023-11-24,92.57246376811594
2023-11-25,64.80072463768116
2023-11-26,64.80072463768116
2023-11-27,60.17210144927536
2023-11-28,54.617753623188406
2023-11-29,52.766304347826086
2023-11-30,58.32065217391305
2023-12-01,55.54347826086956
2023-12-02,61.09782608695652
2023-12-03,64.80072463768116
2023-12-04,51.84057971014493
2023-12-05,51.84057971014493
2023-12-06,51.84057971014493
2023-12-07,49.98913043478261
2023-12-08,50.914855072463766
2023-12-09,59.2463768115942
2023-12-10,72.20652173913044
2023-12-11,47.21195652173913
2023-12-12,48.13768115942029
2023-12-13,50.914855072463766
2023-12-14,56.469202898550726
2023-12-15,55.54347826086956
2023-12-16,62.94927536231884
2023-12-17,66.65217391304348
2023-12-18,55.54347826086956
2023-12-19,56.469202898550726
2023-12-20,56.469202898550726
2023-12-21,59.2463768115942
2023-12-22,65.7181838768116
2023-12-23,75.16553442028984
2023-12-24,69.75996376811594
2023-12-25,34.21048460144928
2023-12-26,51.766191123188406
2023-12-27,55.369904891304344
2023-12-28,52.66711956521739
2023-12-29,55.369904891304344
2023-12-30,60.31261322463768
2023-12-31,68.42096920289856
2024-01-01,61.21354166666667
2024-01-02,49.06340579710145
2024-01-03,50.86526268115942
2024-01-04,49.96433423913044
2024-01-05,49.06340579710145
2024-01-06,59.4116847826087
2024-01-07,60.31261322463768
2024-01-08,47.261548913043484
2024-01-09,45.45969202898551
2024-01-10,47.261548913043484
2024-01-11,47.261548913043484
2024-01-12,49.96433423913044
2024-01-13,56.70889945652174
2024-01-14,57.17176177536232
2024-01-15,53.568048007246375
2024-01-16,42.756906702898554
2024-01-17,44.55876358695652
2024-01-18,49.06340579710145
2024-01-19,46.36062047101449
2024-01-20,54.907042572463766
2024-01-21,61.32925724637681
2024-01-22,46.435009057971016
2024-01-23,46.435009057971016
2024-01-24,44.68274456521739
2024-01-25,43.806612318840585
2024-01-26,52.567934782608695
2024-01-27,63.08152173913044
2024-01-28,56.94859601449276
2024-01-29,46.435009057971016
2024-01-30,48.18727355072464
2024-01-31,46.435009057971016
2024-02-01,45.5588768115942
2024-02-02,51.69180253623189
2024-02-03,60.453125
2024-02-04,66.58605072463769
2024-02-05,47.31114130434783
2024-02-06,48.18727355072464
2024-02-07,48.18727355072464
2024-02-08,48.18727355072464
2024-02-09,50.81567028985508
2024-02-10,56.94859601449276
2024-02-11,54.32019927536232
2024-02-12,38.54981884057971
2024-02-13,47.31114130434783
2024-02-14,42.93048007246377
2024-02-15,42.93048007246377
2024-02-16,49.06340579710145
2024-02-17,56.072463768115945
2024-02-18,59.576992753623195
2024-02-19,50.81567028985508
2024-02-20,43.806612318840585
2024-02-21,43.806612318840585
2024-02-22,43.806612318840585
2024-02-23,49.06340579710145
2024-02-24,58.70086050724638
2024-02-25,60.453125
2024-02-26,42.93048007246377
2024-02-27,45.5588768115942
2024-02-28,42.93048007246377
2024-02-29,43.806612318840585
2024-03-01,48.18727355072464
2024-03-02,56.072463768115945
2024-03-03,61.32925724637681
2024-03-04,46.435009057971016
2024-03-05,48.18727355072464
2024-03-06,45.5588768115942
2024-03-07,46.435009057971016
2024-03-08,49.06340579710145
2024-03-09,58.70086050724638
2024-03-10,58.70086050724638
2024-03-11,44.68274456521739
2024-03-12,46.435009057971016
2024-03-13,48.18727355072464
2024-03-14,47.31114130434783
2024-03-15,48.18727355072464
2024-03-16,57.82472826086957
2024-03-17,67.4621829710145
2024-03-18,46.435009057971016
2024-03-19,50.81567028985508
2024-03-20,44.68274456521739
2024-03-21,46.435009057971016
2024-03-22,45.5588768115942
2024-03-23,58.70086050724638
2024-03-24,61.32925724637681
2024-03-25,45.5588768115942
2024-03-26,43.806612318840585
2024-03-27,49.06340579710145
2024-03-28,49.06340579710145
2024-03-29,50.81567028985508
2024-03-30,66.58605072463769
2024-03-31,62.205389492753625
2024-04-01,49.06340579710145
2024-04-02,44.68274456521739
2024-04-03,50.81567028985508
2024-04-04,51.69180253623189
2024-04-05,55.19633152173913
2024-04-06,55.19633152173913
2024-04-07,60.453125
2024-04-08,42.05434782608696
2024-04-09,46.435009057971016
2024-04-10,49.939538043478265
2024-04-11,46.435009057971016
2024-04-12,48.18727355072464
2024-04-13,64.83378623188406
2024-04-14,59.576992753623195
2024-04-15,53.44406702898551
2024-04-16,49.939538043478265
2024-04-17,49.939538043478265
2024-04-18,49.939538043478265
2024-04-19,56.94859601449276
2024-04-20,57.82472826086957
2024-04-21,60.453125
2024-04-22,50.81567028985508
2024-04-23,47.31114130434783
2024-04-24,52.567934782608695
2024-04-25,51.69180253623189
2024-04-26,49.06340579710145
2024-04-27,57.82472826086957
2024-04-28,66.58605072463769
2024-04-29,49.939538043478265
2024-04-30,51.69180253623189
2024-05-01,51.69180253623189
2024-05-02,54.32019927536232
2024-05-03,53.44406702898551
2024-05-04,61.32925724637681
2024-05-05,64.83378623188406
2024-05-06,56.072463768115945
2024-05-07,52.567934782608695
2024-05-08,51.69180253623189
2024-05-09,52.567934782608695
2024-05-10,55.19633152173913
2024-05-11,63.08152173913044
2024-05-12,65.70991847826087
2024-05-13,56.072463768115945
2024-05-14,47.31114130434783
2024-05-15,49.939538043478265
2024-05-16,48.18727355072464
2024-05-17,51.69180253623189
2024-05-18,58.70086050724638
2024-05-19,63.08152173913044
2024-05-20,56.072463768115945
2024-05-21,72.71897644927536
2024-05-22,53.44406702898551
2024-05-23,52.567934782608695
2024-05-24,56.94859601449276
2024-05-25,67.4621829710145
2024-05-26,66.58605072463769
2024-05-27,83.23256340579711
2024-05-28,54.32019927536232
2024-05-29,52.567934782608695
2024-05-30,54.32019927536232
2024-05-31,58.70086050724638
2024-06-01,63.95765398550725
2024-06-02,63.08152173913044
2024-06-03,53.44406702898551
2024-06-04,52.567934782608695
2024-06-05,56.94859601449276
2024-06-06,54.32019927536232
2024-06-07,56.94859601449276
2024-06-08,58.70086050724638
2024-06-09,68.33831521739131
2024-06-10,57.82472826086957
2024-06-11,59.576992753623195
2024-06-12,56.072463768115945
2024-06-13,55.19633152173913
2024-06-14,58.70086050724638
2024-06-15,61.32925724637681
2024-06-16,61.32925724637681
2024-06-17,52.567934782608695
2024-06-18,52.567934782608695
2024-06-19,62.205389492753625
2024-06-20,57.82472826086957
2024-06-21,57.82472826086957
2024-06-22,65.70991847826087
2024-06-23,63.08152173913044
2024-06-24,54.32019927536232
2024-06-25,53.44406702898551
2024-06-26,52.567934782608695
2024-06-27,55.19633152173913
2024-06-28,56.072463768115945
2024-06-29,62.205389492753625
2024-06-30,63.08152173913044
2024-07-01,57.82472826086957
2024-07-02,59.576992753623195
2024-07-03,67.4621829710145
2024-07-04,87.61322463768117
2024-07-05,56.072463768115945
2024-07-06,58.70086050724638
2024-07-07,72.71897644927536
2024-07-08,56.072463768115945
2024-07-09,57.82472826086957
2024-07-10,53.44406702898551
2024-07-11,56.94859601449276
2024-07-12,55.19633152173913
2024-07-13,59.576992753623195
2024-07-14,57.82472826086957
2024-07-15,48.18727355072464
2024-07-16,61.32925724637681
2024-07-17,57.82472826086957
2024-07-18,54.32019927536232
2024-07-19,55.19633152173913
2024-07-20,63.08152173913044
2024-07-21,59.576992753623195
2024-07-22,53.44406702898551
2024-07-23,52.567934782608695
2024-07-24,51.69180253623189
2024-07-25,52.567934782608695
2024-07-26,54.32019927536232
2024-07-27,59.576992753623195
2024-07-28,63.08152173913044
2024-07-29,53.44406702898551
2024-07-30,51.69180253623189
2024-07-31,51.69180253623189
2024-08-01,52.567934782608695
2024-08-02,58.70086050724638
2024-08-03,58.70086050724638
2024-08-04,61.32925724637681
2024-08-05,50.81567028985508
2024-08-06,49.06340579710145
2024-08-07,53.44406702898551
2024-08-08,50.81567028985508
2024-08-09,52.567934782608695
2024-08-10,61.32925724637681
2024-08-11,63.95765398550725
2024-08-12,54.32019927536232
2024-08-13,51.69180253623189
2024-08-14,53.44406702898551
2024-08-15,62.205389492753625
2024-08-16,56.072463768115945
2024-08-17,63.95765398550725
2024-08-18,63.95765398550725
2024-08-19,55.19633152173913
2024-08-20,54.32019927536232
2024-08-21,49.939538043478265
2024-08-22,52.567934782608695
2024-08-23,56.94859601449276
2024-08-24,65.70991847826087
2024-08-25,64.83378623188406
2024-08-26,50.81567028985508
2024-08-27,48.18727355072464
2024-08-28,49.06340579710145
2024-08-29,50.81567028985508
2024-08-30,53.44406702898551
2024-08-31,57.82472826086957
2024-09-01,68.33831521739131
2024-09-02,87.61322463768117
2024-09-03,49.06340579710145
2024-09-04,49.939538043478265
2024-09-05,48.18727355072464
2024-09-06,49.939538043478265
2024-09-07,59.576992753623195
2024-09-08,65.70991847826087
2024-09-09,53.44406702898551
2024-09-10,51.69180253623189
2024-09-11,49.06340579710145
2024-09-12,49.939538043478265
2024-09-13,56.94859601449276
2024-09-14,60.453125
2024-09-15,58.70086050724638
2024-09-16,49.06340579710145
2024-09-17,47.31114130434783
2024-09-18,49.939538043478265
2024-09-19,49.06340579710145
2024-09-20,49.939538043478265
2024-09-21,57.82472826086957
2024-09-22,61.32925724637681
2024-09-23,49.06340579710145
2024-09-24,49.06340579710145
2024-09-25,47.31114130434783
2024-09-26,48.18727355072464
2024-09-27,49.939538043478265
2024-09-28,63.08152173913044
2024-09-29,59.576992753623195
2024-09-30,49.939538043478265
2024-10-01,53.44406702898551
2024-10-02,63.95765398550725
2024-10-03,61.32925724637681
2024-10-04,53.44406702898551
2024-10-05,58.70086050724638
2024-10-06,58.70086050724638
2024-10-07,52.567934782608695
2024-10-08,52.567934782608695
2024-10-09,49.06340579710145
2024-10-10,47.31114130434783
2024-10-11,53.44406702898551
2024-10-12,59.576992753623195
2024-10-13,57.82472826086957
2024-10-14,53.44406702898551
2024-10-15,48.18727355072464
2024-10-16,51.69180253623189
2024-10-17,49.939538043478265
2024-10-18,52.567934782608695
2024-10-19,60.453125
2024-10-20,63.95765398550725
2024-10-21,49.939538043478265
2024-10-22,49.939538043478265
2024-10-23,48.18727355072464
2024-10-24,49.939538043478265
2024-10-25,50.81567028985508
2024-10-26,55.19633152173913
2024-10-27,56.072463768115945
2024-10-28,52.567934782608695
2024-10-29,51.69180253623189
2024-10-30,51.69180253623189
2024-10-31,52.567934782608695
2024-11-01,57.82472826086957
2024-11-02,63.08152173913044
2024-11-03,65.70991847826087
2024-11-04,55.19633152173913
2024-11-05,47.31114130434783
2024-11-06,35.04528985507247
2024-11-07,48.18727355072464
2024-11-08,51.69180253623189
2024-11-09,64.83378623188406
2024-11-10,63.95765398550725
2024-11-11,60.453125
2024-11-12,52.567934782608695
2024-11-13,50.81567028985508
2024-11-14,50.81567028985508
2024-11-15,55.19633152173913
2024-11-16,59.576992753623195
2024-11-17,70.09057971014494
2024-11-18,53.44406702898551
2024-11-19,55.19633152173913
2024-11-20,59.576992753623195
2024-11-21,55.19633152173913
2024-11-22,56.072463768115945
2024-11-23,75.3473731884058
2024-11-24,71.84284420289856
2024-11-25,57.82472826086957
2024-11-26,66.58605072463769
