Time,map
2022-04-14,63.0
2022-04-15,57.0
2022-04-16,52.0
2022-04-17,52.0
2022-04-18,59.0
2022-04-19,59.0
2022-04-20,61.0
2022-04-21,60.0
2022-04-22,62.0
2022-04-23,57.0
2022-04-24,57.0
2022-04-25,55.0
2022-04-26,59.0
2022-04-27,56.0
2022-04-28,60.0
2022-04-29,53.0
2022-04-30,52.0
2022-05-01,53.0
2022-05-02,57.0
2022-05-03,56.0
2022-05-04,57.0
2022-05-05,57.0
2022-05-06,55.0
2022-05-07,51.0
2022-05-08,50.0
2022-05-09,60.0
2022-05-10,58.0
2022-05-11,58.0
2022-05-12,61.0
2022-05-13,58.0
2022-05-14,53.0
2022-05-15,53.0
2022-05-16,60.0
2022-05-17,58.0
2022-05-18,56.0
2022-05-19,57.0
2022-05-20,57.0
2022-05-21,56.0
2022-05-22,52.0
2022-05-23,55.0
2022-05-24,58.0
2022-05-25,55.0
2022-05-26,54.0
2022-05-27,52.0
2022-05-28,51.0
2022-05-29,53.0
2022-05-30,53.0
2022-05-31,55.0
2022-06-01,52.0
2022-06-02,56.0
2022-06-03,54.0
2022-06-04,53.0
2022-06-05,53.0
2022-06-06,55.0
2022-06-07,55.0
2022-06-08,58.0
2022-06-09,52.0
2022-06-10,53.0
2022-06-11,51.0
2022-06-12,55.0
2022-06-13,56.0
2022-06-14,57.0
2022-06-15,58.0
2022-06-16,55.0
2022-06-17,54.0
2022-06-18,54.0
2022-06-19,52.0
2022-06-20,55.0
2022-06-21,51.0
2022-06-22,56.0
2022-06-23,53.0
2022-06-24,54.0
2022-06-25,57.0
2022-06-26,57.0
2022-06-27,56.0
2022-06-28,55.0
2022-06-29,54.0
2022-06-30,55.0
2022-07-01,53.0
2022-07-02,55.0
2022-07-03,54.0
2022-07-04,57.0
2022-07-05,58.0
2022-07-06,57.0
2022-07-07,57.0
2022-07-08,54.0
2022-07-09,54.0
2022-07-10,57.0
2022-07-11,55.0
2022-07-12,53.0
2022-07-13,55.0
2022-07-14,54.0
2022-07-15,54.0
2022-07-16,54.0
2022-07-17,56.0
2022-07-18,53.0
2022-07-19,59.0
2022-07-20,54.0
2022-07-21,52.0
2022-07-22,52.0
2022-07-23,55.0
2022-07-24,60.0
2022-07-25,58.0
2022-07-26,55.0
2022-07-27,53.0
2022-07-28,56.0
2022-07-29,59.0
2022-07-30,57.0
2022-07-31,59.0
2022-08-01,58.0
2022-08-02,58.0
2022-08-03,58.0
2022-08-04,58.0
2022-08-05,58.0
2022-08-06,52.0
2022-08-07,56.0
2022-08-08,57.0
2022-08-09,56.0
2022-08-10,56.0
2022-08-11,56.0
2022-08-12,55.0
2022-08-13,53.0
2022-08-14,55.0
2022-08-15,57.0
2022-08-16,59.0
2022-08-17,58.0
2022-08-18,58.0
2022-08-19,59.0
2022-08-20,54.0
2022-08-21,58.0
2022-08-22,68.0
2022-08-23,64.0
2022-08-24,62.0
2022-08-25,61.0
2022-08-26,59.0
2022-08-27,54.0
2022-08-28,57.0
2022-08-29,68.78571428571428
2022-08-30,73.16666666666666
2022-08-31,66.33333333333333
2022-09-01,61.95238095238095
2022-09-02,58.04761904761905
2022-09-03,51.21428571428571
2022-09-04,55.11904761904762
2022-09-05,57.07142857142857
2022-09-06,60.976190476190474
2022-09-07,62.92857142857143
2022-09-08,64.88095238095238
2022-09-09,65.85714285714286
2022-09-10,65.85714285714286
2022-09-11,60.0
2022-09-12,65.85714285714286
2022-09-13,60.0
2022-09-14,60.0
2022-09-15,61.95238095238095
2022-09-16,58.04761904761905
2022-09-17,53.666666666666664
2022-09-18,54.14285714285714
2022-09-19,60.976190476190474
2022-09-20,60.0
2022-09-21,59.02380952380952
2022-09-22,60.0
2022-09-23,56.095238095238095
2022-09-24,51.21428571428571
2022-09-25,54.14285714285714
2022-09-26,69.26190476190476
2022-09-27,78.04761904761904
2022-09-28,95.23809523809523
2022-09-29,83.80952380952381
2022-09-30,73.33333333333333
2022-10-01,60.95238095238095
2022-10-02,56.19047619047619
2022-10-03,59.047619047619044
2022-10-04,56.19047619047619
2022-10-05,55.238095238095234
2022-10-06,58.095238095238095
2022-10-07,54.285714285714285
2022-10-08,52.38095238095238
2022-10-09,50.476190476190474
2022-10-10,54.285714285714285
2022-10-11,55.238095238095234
2022-10-12,52.38095238095238
2022-10-13,51.42857142857142
2022-10-14,56.19047619047619
2022-10-15,48.57142857142857
2022-10-16,49.52380952380952
2022-10-17,55.238095238095234
2022-10-18,53.33333333333333
2022-10-19,53.33333333333333
2022-10-20,53.33333333333333
2022-10-21,49.52380952380952
2022-10-22,48.57142857142857
2022-10-23,45.71428571428571
2022-10-24,51.42857142857142
2022-10-25,50.476190476190474
2022-10-26,50.476190476190474
2022-10-27,51.42857142857142
2022-10-28,47.61904761904761
2022-10-29,44.76190476190476
2022-10-30,44.76190476190476
2022-10-31,47.61904761904761
2022-11-01,47.61904761904761
2022-11-02,49.52380952380952
2022-11-03,51.42857142857142
2022-11-04,55.238095238095234
2022-11-05,53.33333333333333
2022-11-06,51.42857142857142
2022-11-07,51.42857142857142
2022-11-08,56.19047619047619
2022-11-09,74.28571428571428
2022-11-10,59.047619047619044
2022-11-11,54.285714285714285
2022-11-12,48.57142857142857
2022-11-13,47.61904761904761
2022-11-14,52.38095238095238
2022-11-15,56.19047619047619
2022-11-16,55.238095238095234
2022-11-17,51.42857142857142
2022-11-18,50.476190476190474
2022-11-19,46.666666666666664
2022-11-20,45.71428571428571
2022-11-21,44.76190476190476
2022-11-22,45.71428571428571
2022-11-23,41.904761904761905
2022-11-24,38.095238095238095
2022-11-25,40.95238095238095
2022-11-26,42.857142857142854
2022-11-27,46.666666666666664
2022-11-28,47.61904761904761
2022-11-29,49.52380952380952
2022-11-30,51.42857142857142
2022-12-01,52.38095238095238
2022-12-02,46.666666666666664
2022-12-03,44.76190476190476
2022-12-04,45.71428571428571
2022-12-05,46.666666666666664
2022-12-06,49.52380952380952
2022-12-07,50.476190476190474
2022-12-08,50.476190476190474
2022-12-09,46.666666666666664
2022-12-10,44.76190476190476
2022-12-11,45.71428571428571
2022-12-12,48.57142857142857
2022-12-13,48.57142857142857
2022-12-14,47.61904761904761
2022-12-15,50.476190476190474
2022-12-16,47.61904761904761
2022-12-17,44.76190476190476
2022-12-18,42.857142857142854
2022-12-19,45.71428571428571
2022-12-20,45.71428571428571
2022-12-21,49.52380952380952
2022-12-22,51.42857142857142
2022-12-23,78.09523809523809
2022-12-24,66.66666666666666
2022-12-25,46.666666666666664
2022-12-26,50.476190476190474
2022-12-27,50.476190476190474
2022-12-28,52.38095238095238
2022-12-29,51.42857142857142
2022-12-30,49.52380952380952
2022-12-31,44.76190476190476
2023-01-01,52.38095238095238
2023-01-02,52.38095238095238
2023-01-03,53.33333333333333
2023-01-04,56.19047619047619
2023-01-05,60.0
2023-01-06,56.19047619047619
2023-01-07,48.57142857142857
2023-01-08,57.14285714285714
2023-01-09,62.857142857142854
2023-01-10,63.8095238095238
2023-01-11,57.14285714285714
2023-01-12,59.047619047619044
2023-01-13,55.238095238095234
2023-01-14,50.476190476190474
2023-01-15,49.52380952380952
2023-01-16,52.38095238095238
2023-01-17,58.095238095238095
2023-01-18,56.19047619047619
2023-01-19,58.095238095238095
2023-01-20,52.38095238095238
2023-01-21,46.666666666666664
2023-01-22,49.52380952380952
2023-01-23,56.19047619047619
2023-01-24,58.095238095238095
2023-01-25,58.095238095238095
2023-01-26,53.33333333333333
2023-01-27,53.33333333333333
2023-01-28,47.61904761904761
2023-01-29,49.52380952380952
2023-01-30,52.38095238095238
2023-01-31,57.14285714285714
2023-02-01,57.14285714285714
2023-02-02,59.047619047619044
2023-02-03,56.19047619047619
2023-02-04,49.52380952380952
2023-02-05,51.42857142857142
2023-02-06,60.95238095238095
2023-02-07,60.0
2023-02-08,53.33333333333333
2023-02-09,54.285714285714285
2023-02-10,56.19047619047619
2023-02-11,50.476190476190474
2023-02-12,51.42857142857142
2023-02-13,51.42857142857142
2023-02-14,57.14285714285714
2023-02-15,59.047619047619044
2023-02-16,60.0
2023-02-17,56.19047619047619
2023-02-18,52.38095238095238
2023-02-19,54.285714285714285
2023-02-20,54.285714285714285
2023-02-21,59.047619047619044
2023-02-22,61.9047619047619
2023-02-23,80.0
2023-02-24,68.57142857142857
2023-02-25,58.095238095238095
2023-02-26,56.19047619047619
2023-02-27,62.857142857142854
2023-02-28,58.095238095238095
2023-03-01,60.0
2023-03-02,58.095238095238095
2023-03-03,58.095238095238095
2023-03-04,64.76190476190476
2023-03-05,57.14285714285714
2023-03-06,60.95238095238095
2023-03-07,57.14285714285714
2023-03-08,55.238095238095234
2023-03-09,55.238095238095234
2023-03-10,56.19047619047619
2023-03-11,52.38095238095238
2023-03-12,54.285714285714285
2023-03-13,55.238095238095234
2023-03-14,60.0
2023-03-15,60.0
2023-03-16,60.0
2023-03-17,51.42857142857142
2023-03-18,52.38095238095238
2023-03-19,54.285714285714285
2023-03-20,55.238095238095234
2023-03-21,56.19047619047619
2023-03-22,59.047619047619044
2023-03-23,55.238095238095234
2023-03-24,57.14285714285714
2023-03-25,56.19047619047619
2023-03-26,57.14285714285714
2023-03-27,55.238095238095234
2023-03-28,56.19047619047619
2023-03-29,52.38095238095238
2023-03-30,53.33333333333333
2023-03-31,55.238095238095234
2023-04-01,62.857142857142854
2023-04-02,56.19047619047619
2023-04-03,56.19047619047619
2023-04-04,55.238095238095234
2023-04-05,56.19047619047619
2023-04-06,54.285714285714285
2023-04-07,50.476190476190474
2023-04-08,47.61904761904761
2023-04-09,47.61904761904761
2023-04-10,53.33333333333333
2023-04-11,51.42857142857142
2023-04-12,54.285714285714285
2023-04-13,54.285714285714285
2023-04-14,55.238095238095234
2023-04-15,51.42857142857142
2023-04-16,57.14285714285714
2023-04-17,54.285714285714285
2023-04-18,53.33333333333333
2023-04-19,54.285714285714285
2023-04-20,55.238095238095234
2023-04-21,54.285714285714285
2023-04-22,52.38095238095238
2023-04-23,54.285714285714285
2023-04-24,55.238095238095234
2023-04-25,53.33333333333333
2023-04-26,54.4817212143313
2023-04-27,52.323213905855894
2023-04-28,50.56674871607865
2023-04-29,46.651776217826
2023-04-30,52.323213905855894
2023-05-01,54.079679095633146
2023-05-02,52.323213905855894
2023-05-03,52.72525602455404
2023-05-04,53.201446500744524
2023-05-05,51.84702342966541
2023-05-06,47.53000881271461
2023-05-07,48.81028352630139
2023-05-08,54.95791169052177
2023-05-09,54.95791169052177
2023-05-10,53.201446500744524
2023-05-11,51.444981310967265
2023-05-12,53.201446500744524
2023-05-13,50.56674871607865
2023-05-14,48.81028352630139
2023-05-15,56.238186404108546
2023-05-16,58.39669371258395
2023-05-17,57.116418998997176
2023-05-18,57.9946515938858
2023-05-19,55.35995380921992
2023-05-20,52.323213905855894
2023-05-21,55.35995380921992
2023-05-22,55.35995380921992
2023-05-23,59.27492630747257
2023-05-24,54.079679095633146
2023-05-25,55.35995380921992
2023-05-26,51.46139119336311
2023-05-27,50.65730695596682
2023-05-28,52.26547543075941
2023-05-29,53.06955966815571
2023-05-30,52.26547543075941
2023-05-31,52.26547543075941
2023-06-01,51.46139119336311
2023-06-02,54.67772814294831
2023-06-03,52.26547543075941
2023-06-04,55.48181238034461
2023-06-05,56.2858966177409
2023-06-06,61.11040204211869
2023-06-07,80.40842373962987
2023-06-08,79.60433950223357
2023-06-09,62.71857051691129
2023-06-10,56.2858966177409
2023-06-11,59.5022335673261
2023-06-12,61.11040204211869
2023-06-13,57.8940650925335
2023-06-14,57.8940650925335
2023-06-15,56.2858966177409
2023-06-16,59.5022335673261
2023-06-17,57.8940650925335
2023-06-18,61.914486279514996
2023-06-19,61.11040204211869
2023-06-20,57.089980855137206
2023-06-21,57.089980855137206
2023-06-22,57.089980855137206
2023-06-23,58.6981493299298
2023-06-24,55.48181238034461
2023-06-25,59.5022335673261
2023-06-26,64.32673899170389
2023-06-27,63.522654754307595
2023-06-28,68.34716017868539
2023-06-29,67.54307594128909
2023-06-30,63.522654754307595
2023-07-01,58.6981493299298
2023-07-02,61.11040204211869
2023-07-03,58.6981493299298
2023-07-04,56.2858966177409
2023-07-05,56.2858966177409
2023-07-06,55.48181238034461
2023-07-07,53.87364390555201
2023-07-08,56.2858966177409
2023-07-09,56.2858966177409
2023-07-10,54.67772814294831
2023-07-11,57.089980855137206
2023-07-12,53.06955966815571
2023-07-13,54.67772814294831
2023-07-14,57.089980855137206
2023-07-15,60.3063178047224
2023-07-16,61.914486279514996
2023-07-17,57.089980855137206
2023-07-18,54.67772814294831
2023-07-19,56.2858966177409
2023-07-20,53.06955966815571
2023-07-21,54.67772814294831
2023-07-22,52.26547543075941
2023-07-23,53.87364390555201
2023-07-24,53.06955966815571
2023-07-25,55.48181238034461
2023-07-26,55.48181238034461
2023-07-27,54.67772814294831
2023-07-28,53.06955966815571
2023-07-29,59.5022335673261
2023-07-30,56.2858966177409
2023-07-31,53.06955966815571
2023-08-01,52.26547543075941
2023-08-02,50.65730695596682
2023-08-03,54.67772814294831
2023-08-04,51.46139119336311
2023-08-05,53.06955966815571
2023-08-06,55.48181238034461
2023-08-07,56.2858966177409
2023-08-08,57.089980855137206
2023-08-09,64.32673899170389
2023-08-10,63.522654754307595
2023-08-11,60.3063178047224
2023-08-12,58.6981493299298
2023-08-13,60.3063178047224
2023-08-14,61.11040204211869
2023-08-15,59.5022335673261
2023-08-16,59.5022335673261
2023-08-17,60.3063178047224
2023-08-18,58.6981493299298
2023-08-19,63.522654754307595
2023-08-20,69.15124441608168
2023-08-21,74.77983407785577
2023-08-22,65.13082322910019
2023-08-23,61.914486279514996
2023-08-24,61.11040204211869
2023-08-25,73.17166560306318
2023-08-26,58.6981493299298
2023-08-27,63.522654754307595
2023-08-28,71.56349712827058
2023-08-29,73.97574984045947
2023-08-30,77.19208679004467
2023-08-31,64.32673899170389
2023-09-01,59.5022335673261
2023-09-02,49.04913848117422
2023-09-03,51.46139119336311
2023-09-04,51.46139119336311
2023-09-05,59.5022335673261
2023-09-06,57.8940650925335
2023-09-07,56.2858966177409
2023-09-08,55.48181238034461
2023-09-09,54.67772814294831
2023-09-10,55.48181238034461
2023-09-11,59.5022335673261
2023-09-12,57.089980855137206
2023-09-13,57.8940650925335
2023-09-14,54.67772814294831
2023-09-15,53.06955966815571
2023-09-16,49.853222718570514
2023-09-17,51.46139119336311
2023-09-18,54.67772814294831
2023-09-19,58.6981493299298
2023-09-20,57.8940650925335
2023-09-21,57.8940650925335
2023-09-22,54.67772814294831
2023-09-23,50.65730695596682
2023-09-24,50.65730695596682
2023-09-25,53.06955966815571
2023-09-26,55.48181238034461
2023-09-27,54.67772814294831
2023-09-28,53.87364390555201
2023-09-29,51.46139119336311
2023-09-30,45.83280153158902
2023-10-01,48.245054243777915
2023-10-02,50.65730695596682
2023-10-03,53.06955966815571
2023-10-04,51.46139119336311
2023-10-05,56.2858966177409
2023-10-06,52.26547543075941
2023-10-07,56.2858966177409
2023-10-08,62.71857051691129
2023-10-09,70.75941289087427
2023-10-10,68.34716017868539
2023-10-11,66.7389917038928
2023-10-12,64.32673899170389
2023-10-13,61.11040204211869
2023-10-14,61.11040204211869
2023-10-15,57.8940650925335
2023-10-16,54.67772814294831
2023-10-17,56.2858966177409
2023-10-18,52.26547543075941
2023-10-19,54.67772814294831
2023-10-20,51.46139119336311
2023-10-21,47.44097000638162
2023-10-22,49.853222718570514
2023-10-23,53.06955966815571
2023-10-24,51.46139119336311
2023-10-25,53.87364390555201
2023-10-26,58.6981493299298
2023-10-27,53.06955966815571
2023-10-28,49.04913848117422
2023-10-29,44.22463305679643
2023-10-30,49.853222718570514
2023-10-31,49.853222718570514
2023-11-01,51.46139119336311
2023-11-02,53.06955966815571
2023-11-03,54.67772814294831
2023-11-04,45.83280153158902
2023-11-05,48.245054243777915
2023-11-06,51.46139119336311
2023-11-07,53.06955966815571
2023-11-08,52.26547543075941
2023-11-09,52.26547543075941
2023-11-10,48.245054243777915
2023-11-11,44.22463305679643
2023-11-12,48.245054243777915
2023-11-13,49.853222718570514
2023-11-14,49.04913848117422
2023-11-15,50.65730695596682
2023-11-16,51.46139119336311
2023-11-17,49.04913848117422
2023-11-18,45.028717294192724
2023-11-19,45.83280153158902
2023-11-20,44.22463305679643
2023-11-21,46.63688576898532
2023-11-22,43.420548819400125
2023-11-23,38.596043395022335
2023-11-24,40.204211869814934
2023-11-25,41.00829610721123
2023-11-26,45.028717294192724
2023-11-27,47.44097000638162
2023-11-28,49.04913848117422
2023-11-29,49.853222718570514
2023-11-30,46.63688576898532
2023-12-01,46.63688576898532
2023-12-02,42.61646458200383
2023-12-03,47.44097000638162
2023-12-04,49.853222718570514
2023-12-05,50.65730695596682
2023-12-06,50.65730695596682
2023-12-07,49.04913848117422
2023-12-08,51.46139119336311
2023-12-09,48.245054243777915
2023-12-10,50.65730695596682
2023-12-11,54.67772814294831
2023-12-12,47.44097000638162
2023-12-13,48.245054243777915
2023-12-14,46.63688576898532
2023-12-15,45.028717294192724
2023-12-16,41.81238034460753
2023-12-17,44.22463305679643
2023-12-18,55.48181238034461
2023-12-19,48.245054243777915
2023-12-20,49.04913848117422
2023-12-21,45.83280153158902
2023-12-22,41.85434809492138
2023-12-23,44.426658663360456
2023-12-24,41.85434809492138
2023-12-25,40.99691123877502
2023-12-26,45.68613763820496
2023-12-27,49.1158850627904
2023-12-28,46.54357449435132
2023-12-29,47.40101135049768
2023-12-30,44.426658663360456
2023-12-31,47.40101135049768
2024-01-01,47.40101135049768
2024-01-02,49.1158850627904
2024-01-03,51.23280089378126
2024-01-04,50.83075877508311
2024-01-05,50.83075877508311
2024-01-06,48.25844820664403
2024-01-07,51.68819563122947
2024-01-08,54.662548318366696
2024-01-09,65.35383271082114
2024-01-10,70.04305911025108
2024-01-11,54.662548318366696
2024-01-12,58.94973259909848
2024-01-13,63.63895899852843
2024-01-14,61.06664843008935
2024-01-15,56.779464149357565
2024-01-16,58.49433786165028
2024-01-17,57.636901005503915
2024-01-18,57.23485888680577
2024-01-19,53.80511146222034
2024-01-20,47.40101135049768
2024-01-21,49.18263164440658
2024-01-22,55.5581579686815
2024-01-23,55.5581579686815
2024-01-24,56.46894744357792
2024-01-25,53.73657901888866
2024-01-26,52.825789543992244
2024-01-27,49.18263164440658
2024-01-28,48.27184216951016
2024-01-29,55.5581579686815
2024-01-30,54.64736849378508
2024-01-31,52.825789543992244
2024-02-01,52.825789543992244
2024-02-02,51.00421059419941
2024-02-03,47.36105269461374
2024-02-04,51.00421059419941
2024-02-05,61.93368429295643
2024-02-06,56.46894744357792
2024-02-07,55.5581579686815
2024-02-08,52.825789543992244
2024-02-09,51.915000069095825
2024-02-10,47.36105269461374
2024-02-11,43.717894795028066
2024-02-12,45.5394737448209
2024-02-13,53.73657901888866
2024-02-14,49.18263164440658
2024-02-15,51.915000069095825
2024-02-16,52.825789543992244
2024-02-17,48.27184216951016
2024-02-18,52.825789543992244
2024-02-19,51.915000069095825
2024-02-20,53.73657901888866
2024-02-21,52.825789543992244
2024-02-22,66.48763166743852
2024-02-23,51.915000069095825
2024-02-24,46.45026321971732
2024-02-25,51.915000069095825
2024-02-26,54.64736849378508
2024-02-27,55.5581579686815
2024-02-28,60.11210534316359
2024-02-29,58.290526393370754
2024-03-01,52.825789543992244
2024-03-02,51.915000069095825
2024-03-03,50.093421119302995
2024-03-04,53.73657901888866
2024-03-05,58.290526393370754
2024-03-06,54.64736849378508
2024-03-07,52.825789543992244
2024-03-08,49.18263164440658
2024-03-09,48.27184216951016
2024-03-10,51.00421059419941
2024-03-11,51.00421059419941
2024-03-12,53.73657901888866
2024-03-13,52.825789543992244
2024-03-14,55.5581579686815
2024-03-15,53.73657901888866
2024-03-16,51.00421059419941
2024-03-17,49.18263164440658
2024-03-18,53.73657901888866
2024-03-19,52.825789543992244
2024-03-20,53.73657901888866
2024-03-21,52.825789543992244
2024-03-22,50.093421119302995
2024-03-23,48.27184216951016
2024-03-24,52.825789543992244
2024-03-25,54.64736849378508
2024-03-26,57.379736918474336
2024-03-27,53.73657901888866
2024-03-28,53.73657901888866
2024-03-29,47.36105269461374
2024-03-30,47.36105269461374
2024-03-31,44.628684269924484
2024-04-01,53.73657901888866
2024-04-02,56.46894744357792
2024-04-03,59.20131586826717
2024-04-04,61.93368429295643
2024-04-05,67.39842114233494
2024-04-06,58.290526393370754
2024-04-07,62.84447376785285
2024-04-08,91.0789474896418
2024-04-09,54.64736849378508
2024-04-10,56.46894744357792
2024-04-11,53.73657901888866
2024-04-12,53.73657901888866
2024-04-13,50.093421119302995
2024-04-14,52.825789543992244
2024-04-15,51.915000069095825
2024-04-16,51.00421059419941
2024-04-17,52.825789543992244
2024-04-18,51.915000069095825
2024-04-19,51.00421059419941
2024-04-20,49.18263164440658
2024-04-21,50.093421119302995
2024-04-22,52.825789543992244
2024-04-23,51.00421059419941
2024-04-24,51.915000069095825
2024-04-25,51.00421059419941
2024-04-26,50.093421119302995
2024-04-27,51.00421059419941
2024-04-28,51.915000069095825
2024-04-29,55.5581579686815
2024-04-30,54.64736849378508
2024-05-01,51.00421059419941
2024-05-02,54.64736849378508
2024-05-03,55.5581579686815
2024-05-04,47.36105269461374
2024-05-05,51.00421059419941
2024-05-06,57.379736918474336
2024-05-07,54.64736849378508
2024-05-08,59.20131586826717
2024-05-09,55.5581579686815
2024-05-10,54.64736849378508
2024-05-11,57.379736918474336
2024-05-12,55.5581579686815
2024-05-13,57.379736918474336
2024-05-14,51.915000069095825
2024-05-15,53.73657901888866
2024-05-16,52.825789543992244
2024-05-17,59.20131586826717
2024-05-18,51.915000069095825
2024-05-19,50.093421119302995
2024-05-20,54.64736849378508
2024-05-21,53.73657901888866
2024-05-22,53.73657901888866
2024-05-23,53.73657901888866
2024-05-24,51.00421059419941
2024-05-25,51.915000069095825
2024-05-26,54.64736849378508
2024-05-27,56.46894744357792
2024-05-28,54.64736849378508
2024-05-29,55.5581579686815
2024-05-30,51.00421059419941
2024-05-31,51.00421059419941
2024-06-01,50.093421119302995
2024-06-02,50.093421119302995
2024-06-03,54.64736849378508
2024-06-04,53.73657901888866
2024-06-05,53.73657901888866
2024-06-06,52.825789543992244
2024-06-07,50.093421119302995
2024-06-08,49.18263164440658
2024-06-09,52.825789543992244
2024-06-10,53.73657901888866
2024-06-11,51.00421059419941
2024-06-12,51.915000069095825
2024-06-13,48.27184216951016
2024-06-14,48.27184216951016
2024-06-15,51.00421059419941
2024-06-16,51.00421059419941
2024-06-17,52.825789543992244
2024-06-18,55.5581579686815
2024-06-19,54.64736849378508
2024-06-20,52.825789543992244
2024-06-21,53.73657901888866
2024-06-22,54.64736849378508
2024-06-23,57.379736918474336
2024-06-24,56.46894744357792
2024-06-25,55.5581579686815
2024-06-26,56.46894744357792
2024-06-27,53.73657901888866
2024-06-28,49.18263164440658
2024-06-29,52.825789543992244
2024-06-30,57.379736918474336
2024-07-01,55.5581579686815
2024-07-02,54.64736849378508
2024-07-03,54.64736849378508
2024-07-04,55.5581579686815
2024-07-05,53.73657901888866
2024-07-06,57.379736918474336
2024-07-07,59.20131586826717
2024-07-08,68.30921061723136
2024-07-09,68.30921061723136
2024-07-10,66.48763166743852
2024-07-11,60.11210534316359
2024-07-12,55.5581579686815
2024-07-13,56.46894744357792
2024-07-14,52.825789543992244
2024-07-15,53.73657901888866
2024-07-16,55.5581579686815
2024-07-17,55.5581579686815
2024-07-18,53.73657901888866
2024-07-19,50.093421119302995
2024-07-20,51.00421059419941
2024-07-21,55.5581579686815
2024-07-22,55.5581579686815
2024-07-23,55.5581579686815
2024-07-24,53.73657901888866
2024-07-25,55.5581579686815
2024-07-26,53.73657901888866
2024-07-27,57.379736918474336
2024-07-28,58.290526393370754
2024-07-29,55.5581579686815
2024-07-30,56.46894744357792
2024-07-31,55.5581579686815
2024-08-01,51.00421059419941
2024-08-02,52.825789543992244
2024-08-03,55.5581579686815
2024-08-04,56.46894744357792
2024-08-05,59.20131586826717
2024-08-06,54.64736849378508
2024-08-07,58.290526393370754
2024-08-08,58.290526393370754
2024-08-09,58.290526393370754
2024-08-10,53.73657901888866
2024-08-11,54.64736849378508
2024-08-12,60.11210534316359
2024-08-13,56.46894744357792
2024-08-14,56.46894744357792
2024-08-15,58.290526393370754
2024-08-16,56.46894744357792
2024-08-17,53.73657901888866
2024-08-18,57.8967698928016
2024-08-19,64.46267254363968
2024-08-20,61.179721218220635
2024-08-21,58.3521646302498
2024-08-22,58.3521646302498
2024-08-23,61.179721218220635
2024-08-24,50.42007776706709
2024-08-25,54.15842382993435
2024-08-26,64.9180672810879
2024-08-27,68.65641334395514
2024-08-28,65.8288567559843
2024-08-29,60.72432648077243
2024-08-30,58.3521646302498
2024-08-31,50.8754725045153
2024-09-01,53.24763435503793
2024-09-02,50.42007776706709
2024-09-03,58.3521646302498
2024-09-04,61.179721218220635
2024-09-05,57.8967698928016
2024-09-06,56.98598041790518
2024-09-07,49.96468302961888
2024-09-08,53.24763435503793
2024-09-09,60.72432648077243
2024-09-10,65.8288567559843
2024-09-11,65.8288567559843
2024-09-12,71.93936466937419
2024-09-13,60.72432648077243
2024-09-14,49.50928829217068
2024-09-15,49.50928829217068
2024-09-16,57.8967698928016
2024-09-17,53.66947916608361
2024-09-18,57.50301339223244
2024-09-19,53.66947916608361
2024-09-20,53.66947916608361
2024-09-21,49.83594493993478
2024-09-22,49.83594493993478
2024-09-23,57.50301339223244
2024-09-24,57.50301339223244
2024-09-25,61.33654761838127
2024-09-26,69.00361607067893
