Time,dennis_rodman
2022-04-05,12.0
2022-04-06,15.0
2022-04-07,15.0
2022-04-08,15.0
2022-04-09,17.0
2022-04-10,15.0
2022-04-11,15.0
2022-04-12,12.0
2022-04-13,21.0
2022-04-14,17.0
2022-04-15,16.0
2022-04-16,17.0
2022-04-17,19.0
2022-04-18,14.0
2022-04-19,14.0
2022-04-20,13.0
2022-04-21,13.0
2022-04-22,14.0
2022-04-23,15.0
2022-04-24,14.0
2022-04-25,11.0
2022-04-26,12.0
2022-04-27,11.0
2022-04-28,12.0
2022-04-29,9.0
2022-04-30,11.0
2022-05-01,14.0
2022-05-02,13.0
2022-05-03,14.0
2022-05-04,14.0
2022-05-05,11.0
2022-05-06,11.0
2022-05-07,15.0
2022-05-08,15.0
2022-05-09,13.0
2022-05-10,13.0
2022-05-11,17.0
2022-05-12,13.0
2022-05-13,19.0
2022-05-14,17.0
2022-05-15,18.0
2022-05-16,19.0
2022-05-17,18.0
2022-05-18,15.0
2022-05-19,13.0
2022-05-20,14.0
2022-05-21,18.0
2022-05-22,15.0
2022-05-23,11.0
2022-05-24,13.0
2022-05-25,11.0
2022-05-26,12.0
2022-05-27,13.0
2022-05-28,14.0
2022-05-29,13.0
2022-05-30,12.0
2022-05-31,11.0
2022-06-01,11.0
2022-06-02,10.0
2022-06-03,14.0
2022-06-04,14.0
2022-06-05,22.0
2022-06-06,22.0
2022-06-07,12.0
2022-06-08,13.0
2022-06-09,15.0
2022-06-10,14.0
2022-06-11,15.0
2022-06-12,13.0
2022-06-13,10.0
2022-06-14,13.0
2022-06-15,12.0
2022-06-16,15.0
2022-06-17,18.0
2022-06-18,15.0
2022-06-19,18.0
2022-06-20,15.0
2022-06-21,14.0
2022-06-22,12.0
2022-06-23,13.0
2022-06-24,13.0
2022-06-25,13.0
2022-06-26,15.0
2022-06-27,10.0
2022-06-28,11.0
2022-06-29,16.0
2022-06-30,11.0
2022-07-01,11.0
2022-07-02,11.0
2022-07-03,15.0
2022-07-04,14.0
2022-07-05,13.0
2022-07-06,12.0
2022-07-07,13.0
2022-07-08,14.0
2022-07-09,12.0
2022-07-10,11.0
2022-07-11,12.0
2022-07-12,11.0
2022-07-13,11.0
2022-07-14,11.0
2022-07-15,13.0
2022-07-16,13.0
2022-07-17,12.0
2022-07-18,11.0
2022-07-19,13.0
2022-07-20,12.0
2022-07-21,11.0
2022-07-22,12.0
2022-07-23,14.0
2022-07-24,15.0
2022-07-25,12.0
2022-07-26,11.0
2022-07-27,11.0
2022-07-28,11.0
2022-07-29,11.0
2022-07-30,11.0
2022-07-31,14.0
2022-08-01,10.0
2022-08-02,10.0
2022-08-03,12.0
2022-08-04,18.0
2022-08-05,19.0
2022-08-06,20.0
2022-08-07,23.0
2022-08-08,21.0
2022-08-09,19.0
2022-08-10,17.0
2022-08-11,13.0
2022-08-12,12.0
2022-08-13,13.0
2022-08-14,14.0
2022-08-15,10.0
2022-08-16,10.0
2022-08-17,11.0
2022-08-18,10.0
2022-08-19,11.0
2022-08-20,11.0
2022-08-21,51.0
2022-08-22,100.0
2022-08-23,64.0
2022-08-24,53.0
2022-08-25,48.0
2022-08-26,31.0
2022-08-27,17.0
2022-08-28,17.0
2022-08-29,16.654981549815496
2022-08-30,19.723247232472325
2022-08-31,11.145756457564575
2022-09-01,15.027675276752767
2022-09-02,15.027675276752767
2022-09-03,20.03690036900369
2022-09-04,23.918819188191883
2022-09-05,13.900369003690036
2022-09-06,13.900369003690036
2022-09-07,16.968634686346864
2022-09-08,16.968634686346864
2022-09-09,15.841328413284131
2022-09-10,14.214022140221402
2022-09-11,13.08671586715867
2022-09-12,11.145756457564575
2022-09-13,12.773062730627306
2022-09-14,18.095940959409592
2022-09-15,18.90959409594096
2022-09-16,11.145756457564575
2022-09-17,11.959409594095941
2022-09-18,11.145756457564575
2022-09-19,9.70479704797048
2022-09-20,8.891143911439114
2022-09-21,8.077490774907748
2022-09-22,8.077490774907748
2022-09-23,10.018450184501845
2022-09-24,10.018450184501845
2022-09-25,10.018450184501845
2022-09-26,8.891143911439114
2022-09-27,6.950184501845018
2022-09-28,7.527675276752767
2022-09-29,13.800738007380073
2022-09-30,11.29151291512915
2022-10-01,8.782287822878228
2022-10-02,10.036900369003689
2022-10-03,9.409594095940959
2022-10-04,9.409594095940959
2022-10-05,10.036900369003689
2022-10-06,10.036900369003689
2022-10-07,14.428044280442803
2022-10-08,15.055350553505534
2022-10-09,13.800738007380073
2022-10-10,10.66420664206642
2022-10-11,12.546125461254611
2022-10-12,11.91881918819188
2022-10-13,11.91881918819188
2022-10-14,35.12915129151291
2022-10-15,31.36531365313653
2022-10-16,15.055350553505534
2022-10-17,11.91881918819188
2022-10-18,16.937269372693727
2022-10-19,17.564575645756456
2022-10-20,18.191881918819185
2022-10-21,13.800738007380073
2022-10-22,15.682656826568264
2022-10-23,14.428044280442803
2022-10-24,15.055350553505534
2022-10-25,34.50184501845018
2022-10-26,21.32841328413284
2022-10-27,20.073800738007378
2022-10-28,21.32841328413284
2022-10-29,17.564575645756456
2022-10-30,19.44649446494465
2022-10-31,11.91881918819188
2022-11-01,28.856088560885606
2022-11-02,16.937269372693727
2022-11-03,13.173431734317342
2022-11-04,13.173431734317342
2022-11-05,13.173431734317342
2022-11-06,14.428044280442803
2022-11-07,10.66420664206642
2022-11-08,9.409594095940959
2022-11-09,10.036900369003689
2022-11-10,10.036900369003689
2022-11-11,11.91881918819188
2022-11-12,15.682656826568264
2022-11-13,13.173431734317342
2022-11-14,9.409594095940959
2022-11-15,17.564575645756456
2022-11-16,13.173431734317342
2022-11-17,11.91881918819188
2022-11-18,15.055350553505534
2022-11-19,17.564575645756456
2022-11-20,13.173431734317342
2022-11-21,10.036900369003689
2022-11-22,18.191881918819185
2022-11-23,15.055350553505534
2022-11-24,14.428044280442803
2022-11-25,14.428044280442803
2022-11-26,13.800738007380073
2022-11-27,13.800738007380073
2022-11-28,10.036900369003689
2022-11-29,7.527675276752767
2022-11-30,10.036900369003689
2022-12-01,10.036900369003689
2022-12-02,10.036900369003689
2022-12-03,11.91881918819188
2022-12-04,10.036900369003689
2022-12-05,7.527675276752767
2022-12-06,10.036900369003689
2022-12-07,10.66420664206642
2022-12-08,10.66420664206642
2022-12-09,10.036900369003689
2022-12-10,11.91881918819188
2022-12-11,11.91881918819188
2022-12-12,10.036900369003689
2022-12-13,8.154981549815497
2022-12-14,10.036900369003689
2022-12-15,8.782287822878228
2022-12-16,10.036900369003689
2022-12-17,10.66420664206642
2022-12-18,10.66420664206642
2022-12-19,10.036900369003689
2022-12-20,10.036900369003689
2022-12-21,9.409594095940959
2022-12-22,10.036900369003689
2022-12-23,13.800738007380073
2022-12-24,11.91881918819188
2022-12-25,15.055350553505534
2022-12-26,11.91881918819188
2022-12-27,13.800738007380073
2022-12-28,11.91881918819188
2022-12-29,13.800738007380073
2022-12-30,13.173431734317342
2022-12-31,15.055350553505534
2023-01-01,13.173431734317342
2023-01-02,10.66420664206642
2023-01-03,10.036900369003689
2023-01-04,10.66420664206642
2023-01-05,11.91881918819188
2023-01-06,10.66420664206642
2023-01-07,15.055350553505534
2023-01-08,13.800738007380073
2023-01-09,15.682656826568264
2023-01-10,14.428044280442803
2023-01-11,11.29151291512915
2023-01-12,11.29151291512915
2023-01-13,13.800738007380073
2023-01-14,16.309963099630995
2023-01-15,11.91881918819188
2023-01-16,10.66420664206642
2023-01-17,10.036900369003689
2023-01-18,14.428044280442803
2023-01-19,13.800738007380073
2023-01-20,12.546125461254611
2023-01-21,19.44649446494465
2023-01-22,12.546125461254611
2023-01-23,10.036900369003689
2023-01-24,10.66420664206642
2023-01-25,11.91881918819188
2023-01-26,10.036900369003689
2023-01-27,10.036900369003689
2023-01-28,10.66420664206642
2023-01-29,13.173431734317342
2023-01-30,8.782287822878228
2023-01-31,10.036900369003689
2023-02-01,10.036900369003689
2023-02-02,9.409594095940959
2023-02-03,9.409594095940959
2023-02-04,11.29151291512915
2023-02-05,12.546125461254611
2023-02-06,9.409594095940959
2023-02-07,10.036900369003689
2023-02-08,13.800738007380073
2023-02-09,13.173431734317342
2023-02-10,11.29151291512915
2023-02-11,11.91881918819188
2023-02-12,11.91881918819188
2023-02-13,8.154981549815497
2023-02-14,8.154981549815497
2023-02-15,9.409594095940959
2023-02-16,11.29151291512915
2023-02-17,11.91881918819188
2023-02-18,13.800738007380073
2023-02-19,16.309963099630995
2023-02-20,15.055350553505534
2023-02-21,11.91881918819188
2023-02-22,11.91881918819188
2023-02-23,14.428044280442803
2023-02-24,11.91881918819188
2023-02-25,11.91881918819188
2023-02-26,11.29151291512915
2023-02-27,10.036900369003689
2023-02-28,8.782287822878228
2023-03-01,10.66420664206642
2023-03-02,11.29151291512915
2023-03-03,9.409594095940959
2023-03-04,10.036900369003689
2023-03-05,11.91881918819188
2023-03-06,9.409594095940959
2023-03-07,8.782287822878228
2023-03-08,10.66420664206642
2023-03-09,20.701107011070107
2023-03-10,15.055350553505534
2023-03-11,17.564575645756456
2023-03-12,17.564575645756456
2023-03-13,10.66420664206642
2023-03-14,12.546125461254611
2023-03-15,11.91881918819188
2023-03-16,20.073800738007378
2023-03-17,20.073800738007378
2023-03-18,17.564575645756456
2023-03-19,16.309963099630995
2023-03-20,12.546125461254611
2023-03-21,11.91881918819188
2023-03-22,10.66420664206642
2023-03-23,12.546125461254611
2023-03-24,11.29151291512915
2023-03-25,11.29151291512915
2023-03-26,11.29151291512915
2023-03-27,10.66420664206642
2023-03-28,10.036900369003689
2023-03-29,8.782287822878228
2023-03-30,9.409594095940959
2023-03-31,11.29151291512915
2023-04-01,11.91881918819188
2023-04-02,12.546125461254611
2023-04-03,10.036900369003689
2023-04-04,10.036900369003689
2023-04-05,10.66420664206642
2023-04-06,10.66420664206642
2023-04-07,10.66420664206642
2023-04-08,15.682656826568264
2023-04-09,15.682656826568264
2023-04-10,10.66420664206642
2023-04-11,8.154981549815497
2023-04-12,11.91881918819188
2023-04-13,9.409594095940959
2023-04-14,10.66420664206642
2023-04-15,11.29151291512915
2023-04-16,12.546125461254611
2023-04-17,9.409594095940959
2023-04-18,11.29151291512915
2023-04-19,10.036900369003689
2023-04-20,10.036900369003689
2023-04-21,10.036900369003689
2023-04-22,12.546125461254611
2023-04-23,14.428044280442803
2023-04-24,11.91881918819188
2023-04-25,11.91881918819188
2023-04-26,11.29151291512915
2023-04-27,10.977859778597784
2023-04-28,13.17343173431734
2023-04-29,14.741697416974167
2023-04-30,17.25092250922509
2023-05-01,13.800738007380073
2023-05-02,15.369003690036898
2023-05-03,28.228782287822874
2023-05-04,18.819188191881913
2023-05-05,12.859778597785976
2023-05-06,18.819188191881913
2023-05-07,18.50553505535055
2023-05-08,62.41697416974169
2023-05-09,20.701107011070107
2023-05-10,28.856088560885606
2023-05-11,22.5830258302583
2023-05-12,15.369003690036898
2023-05-13,23.21033210332103
2023-05-14,20.701107011070107
2023-05-15,22.269372693726936
2023-05-16,18.50553505535055
2023-05-17,16.62361623616236
2023-05-18,22.5830258302583
2023-05-19,13.487084870848706
2023-05-20,18.50553505535055
2023-05-21,18.50553505535055
2023-05-22,15.369003690036898
2023-05-23,16.62361623616236
2023-05-24,16.62361623616236
2023-05-25,16.62361623616236
2023-05-26,13.17343173431734
2023-05-27,18.819188191881913
2023-05-28,45.166051660516594
2023-05-29,16.937269372693724
2023-05-30,13.17343173431734
2023-05-31,11.291512915129148
2023-06-01,13.17343173431734
2023-06-02,15.055350553505532
2023-06-03,15.055350553505532
2023-06-04,15.055350553505532
2023-06-05,11.291512915129148
2023-06-06,11.291512915129148
2023-06-07,11.291512915129148
2023-06-08,11.291512915129148
2023-06-09,11.291512915129148
2023-06-10,13.17343173431734
2023-06-11,13.17343173431734
2023-06-12,9.409594095940957
2023-06-13,9.409594095940957
2023-06-14,9.409594095940957
2023-06-15,9.409594095940957
2023-06-16,9.409594095940957
2023-06-17,9.409594095940957
2023-06-18,15.055350553505532
2023-06-19,13.17343173431734
2023-06-20,11.291512915129148
2023-06-21,11.291512915129148
2023-06-22,11.291512915129148
2023-06-23,13.17343173431734
2023-06-24,11.291512915129148
2023-06-25,24.46494464944649
2023-06-26,31.992619926199254
2023-06-27,28.228782287822874
2023-06-28,26.34686346863468
2023-06-29,33.87453874538745
2023-06-30,13.17343173431734
2023-07-01,13.17343173431734
2023-07-02,15.055350553505532
2023-07-03,13.17343173431734
2023-07-04,13.17343173431734
2023-07-05,11.291512915129148
2023-07-06,13.17343173431734
2023-07-07,24.46494464944649
2023-07-08,45.166051660516594
2023-07-09,45.166051660516594
2023-07-10,37.63837638376383
2023-07-11,22.583025830258297
2023-07-12,37.63837638376383
2023-07-13,37.63837638376383
2023-07-14,18.819188191881913
2023-07-15,13.17343173431734
2023-07-16,16.937269372693724
2023-07-17,13.17343173431734
2023-07-18,13.17343173431734
2023-07-19,13.17343173431734
2023-07-20,18.819188191881913
2023-07-21,35.75645756457564
2023-07-22,188.19188191881915
2023-07-23,80.92250922509223
2023-07-24,48.92988929889298
2023-07-25,18.819188191881913
2023-07-26,18.819188191881913
2023-07-27,90.33210332103319
2023-07-28,16.937269372693724
2023-07-29,16.937269372693724
2023-07-30,20.701107011070107
2023-07-31,20.701107011070107
2023-08-01,16.937269372693724
2023-08-02,13.17343173431734
2023-08-03,9.409594095940957
2023-08-04,13.17343173431734
2023-08-05,15.055350553505532
2023-08-06,33.87453874538745
2023-08-07,11.291512915129148
2023-08-08,7.527675276752766
2023-08-09,7.527675276752766
2023-08-10,9.409594095940957
2023-08-11,9.409594095940957
2023-08-12,11.291512915129148
2023-08-13,13.17343173431734
2023-08-14,9.409594095940957
2023-08-15,9.409594095940957
2023-08-16,11.291512915129148
2023-08-17,11.291512915129148
2023-08-18,11.291512915129148
2023-08-19,13.17343173431734
2023-08-20,9.409594095940957
2023-08-21,9.409594095940957
2023-08-22,9.409594095940957
2023-08-23,7.527675276752766
2023-08-24,7.527675276752766
2023-08-25,11.291512915129148
2023-08-26,11.291512915129148
2023-08-27,11.291512915129148
2023-08-28,9.409594095940957
2023-08-29,13.17343173431734
2023-08-30,9.409594095940957
2023-08-31,9.409594095940957
2023-09-01,11.291512915129148
2023-09-02,13.17343173431734
2023-09-03,24.46494464944649
2023-09-04,13.17343173431734
2023-09-05,9.409594095940957
2023-09-06,9.409594095940957
2023-09-07,9.409594095940957
2023-09-08,9.409594095940957
2023-09-09,9.409594095940957
2023-09-10,11.291512915129148
2023-09-11,7.527675276752766
2023-09-12,7.527675276752766
2023-09-13,7.527675276752766
2023-09-14,7.527675276752766
2023-09-15,7.527675276752766
2023-09-16,7.527675276752766
2023-09-17,9.409594095940957
2023-09-18,7.527675276752766
2023-09-19,7.527675276752766
2023-09-20,9.409594095940957
2023-09-21,11.291512915129148
2023-09-22,9.409594095940957
2023-09-23,7.527675276752766
2023-09-24,11.291512915129148
2023-09-25,9.409594095940957
2023-09-26,9.409594095940957
2023-09-27,9.409594095940957
2023-09-28,9.409594095940957
2023-09-29,9.409594095940957
2023-09-30,9.409594095940957
2023-10-01,9.409594095940957
2023-10-02,11.291512915129148
2023-10-03,11.291512915129148
2023-10-04,9.409594095940957
2023-10-05,9.409594095940957
2023-10-06,7.527675276752766
2023-10-07,9.409594095940957
2023-10-08,9.409594095940957
2023-10-09,7.527675276752766
2023-10-10,7.527675276752766
2023-10-11,9.409594095940957
2023-10-12,9.409594095940957
2023-10-13,7.527675276752766
2023-10-14,9.409594095940957
2023-10-15,9.409594095940957
2023-10-16,7.527675276752766
2023-10-17,9.409594095940957
2023-10-18,9.409594095940957
2023-10-19,9.409594095940957
2023-10-20,9.409594095940957
2023-10-21,13.17343173431734
2023-10-22,9.409594095940957
2023-10-23,7.527675276752766
2023-10-24,7.527675276752766
2023-10-25,7.527675276752766
2023-10-26,9.409594095940957
2023-10-27,7.527675276752766
2023-10-28,7.527675276752766
2023-10-29,9.409594095940957
2023-10-30,7.527675276752766
2023-10-31,7.527675276752766
2023-11-01,7.527675276752766
2023-11-02,7.527675276752766
2023-11-03,9.409594095940957
2023-11-04,9.409594095940957
2023-11-05,7.527675276752766
2023-11-06,7.527675276752766
2023-11-07,9.409594095940957
2023-11-08,7.527675276752766
2023-11-09,9.409594095940957
2023-11-10,9.409594095940957
2023-11-11,9.409594095940957
2023-11-12,9.409594095940957
2023-11-13,11.291512915129148
2023-11-14,9.409594095940957
2023-11-15,11.291512915129148
2023-11-16,20.701107011070107
2023-11-17,13.17343173431734
2023-11-18,11.291512915129148
2023-11-19,16.937269372693724
2023-11-20,9.409594095940957
2023-11-21,11.291512915129148
2023-11-22,9.409594095940957
2023-11-23,13.17343173431734
2023-11-24,15.055350553505532
2023-11-25,11.291512915129148
2023-11-26,9.409594095940957
2023-11-27,7.527675276752766
2023-11-28,9.409594095940957
2023-11-29,9.409594095940957
2023-11-30,11.291512915129148
2023-12-01,11.291512915129148
2023-12-02,13.17343173431734
2023-12-03,13.17343173431734
2023-12-04,9.409594095940957
2023-12-05,7.527675276752766
2023-12-06,9.409594095940957
2023-12-07,9.409594095940957
2023-12-08,7.527675276752766
2023-12-09,9.409594095940957
2023-12-10,13.17343173431734
2023-12-11,9.409594095940957
2023-12-12,9.409594095940957
2023-12-13,13.17343173431734
2023-12-14,13.17343173431734
2023-12-15,9.409594095940957
2023-12-16,11.291512915129148
2023-12-17,15.055350553505532
2023-12-18,11.291512915129148
2023-12-19,7.527675276752766
2023-12-20,9.409594095940957
2023-12-21,9.409594095940957
2023-12-22,9.593905732871757
2023-12-23,13.105527447027043
2023-12-24,13.105527447027043
2023-12-25,11.078099440788218
2023-12-26,9.593905732871757
2023-12-27,9.593905732871757
2023-12-28,9.593905732871757
2023-12-29,11.078099440788218
2023-12-30,11.078099440788218
2023-12-31,11.621333739110582
2024-01-01,11.078099440788218
2024-01-02,9.050671434549393
2024-01-03,9.593905732871757
2024-01-04,10.534865142465854
2024-01-05,11.078099440788218
2024-01-06,11.621333739110582
2024-01-07,11.078099440788218
2024-01-08,7.566477726632934
2024-01-09,8.109712024955298
2024-01-10,8.109712024955298
2024-01-11,9.593905732871757
2024-01-12,9.593905732871757
2024-01-13,16.61714916118233
2024-01-14,12.56229314870468
2024-01-15,9.593905732871757
2024-01-16,9.050671434549393
2024-01-17,7.566477726632934
2024-01-18,14.589721154943504
2024-01-19,7.566477726632934
2024-01-20,14.589721154943504
2024-01-21,10.86468596644729
2024-01-22,8.691748773157832
2024-01-23,8.691748773157832
2024-01-24,7.605280176513102
2024-01-25,9.77821736980256
2024-01-26,9.77821736980256
2024-01-27,9.77821736980256
2024-01-28,10.86468596644729
2024-01-29,9.77821736980256
2024-01-30,11.951154563092018
2024-01-31,11.951154563092018
2024-02-01,9.77821736980256
2024-02-02,11.951154563092018
2024-02-03,9.77821736980256
2024-02-04,11.951154563092018
2024-02-05,9.77821736980256
2024-02-06,7.605280176513102
2024-02-07,10.86468596644729
2024-02-08,10.86468596644729
2024-02-09,10.86468596644729
2024-02-10,9.77821736980256
2024-02-11,11.951154563092018
2024-02-12,7.605280176513102
2024-02-13,8.691748773157832
2024-02-14,7.605280176513102
2024-02-15,7.605280176513102
2024-02-16,8.691748773157832
2024-02-17,10.86468596644729
2024-02-18,15.210560353026205
2024-02-19,10.86468596644729
2024-02-20,8.691748773157832
2024-02-21,8.691748773157832
2024-02-22,10.86468596644729
2024-02-23,9.77821736980256
2024-02-24,13.037623159736746
2024-02-25,14.124091756381477
2024-02-26,11.951154563092018
2024-02-27,10.86468596644729
2024-02-28,8.691748773157832
2024-02-29,9.77821736980256
2024-03-01,9.77821736980256
2024-03-02,14.124091756381477
2024-03-03,14.124091756381477
2024-03-04,18.46996614296039
2024-03-05,13.037623159736746
2024-03-06,9.77821736980256
2024-03-07,13.037623159736746
2024-03-08,9.77821736980256
2024-03-09,10.86468596644729
2024-03-10,19.55643473960512
2024-03-11,14.124091756381477
2024-03-12,9.77821736980256
2024-03-13,8.691748773157832
2024-03-14,9.77821736980256
2024-03-15,9.77821736980256
2024-03-16,13.037623159736746
2024-03-17,28.248183512762953
2024-03-18,14.124091756381477
2024-03-19,9.77821736980256
2024-03-20,8.691748773157832
2024-03-21,8.691748773157832
2024-03-22,10.86468596644729
2024-03-23,11.951154563092018
2024-03-24,10.86468596644729
2024-03-25,8.691748773157832
2024-03-26,9.77821736980256
2024-03-27,11.951154563092018
2024-03-28,13.037623159736746
2024-03-29,13.037623159736746
2024-03-30,15.210560353026205
2024-03-31,13.037623159736746
2024-04-01,11.951154563092018
2024-04-02,9.77821736980256
2024-04-03,7.605280176513102
2024-04-04,9.77821736980256
2024-04-05,8.691748773157832
2024-04-06,11.951154563092018
2024-04-07,11.951154563092018
2024-04-08,7.605280176513102
2024-04-09,14.124091756381477
2024-04-10,10.86468596644729
2024-04-11,8.691748773157832
2024-04-12,9.77821736980256
2024-04-13,8.691748773157832
2024-04-14,10.86468596644729
2024-04-15,7.605280176513102
2024-04-16,7.605280176513102
2024-04-17,9.77821736980256
2024-04-18,9.77821736980256
2024-04-19,9.77821736980256
2024-04-20,10.86468596644729
2024-04-21,9.77821736980256
2024-04-22,7.605280176513102
2024-04-23,8.691748773157832
2024-04-24,8.691748773157832
2024-04-25,8.691748773157832
2024-04-26,9.77821736980256
2024-04-27,10.86468596644729
2024-04-28,11.951154563092018
2024-04-29,9.77821736980256
2024-04-30,10.86468596644729
2024-05-01,9.77821736980256
2024-05-02,11.951154563092018
2024-05-03,9.77821736980256
2024-05-04,9.77821736980256
2024-05-05,22.815840529539308
2024-05-06,8.691748773157832
2024-05-07,9.77821736980256
2024-05-08,8.691748773157832
2024-05-09,8.691748773157832
2024-05-10,8.691748773157832
2024-05-11,10.86468596644729
2024-05-12,10.86468596644729
2024-05-13,10.86468596644729
2024-05-14,10.86468596644729
2024-05-15,9.77821736980256
2024-05-16,8.691748773157832
2024-05-17,9.77821736980256
2024-05-18,10.86468596644729
2024-05-19,10.86468596644729
2024-05-20,19.55643473960512
2024-05-21,10.86468596644729
2024-05-22,9.77821736980256
2024-05-23,10.86468596644729
2024-05-24,9.77821736980256
2024-05-25,11.951154563092018
2024-05-26,11.951154563092018
2024-05-27,11.951154563092018
2024-05-28,7.605280176513102
2024-05-29,9.77821736980256
2024-05-30,13.037623159736746
2024-05-31,10.86468596644729
2024-06-01,13.037623159736746
2024-06-02,13.037623159736746
2024-06-03,8.691748773157832
2024-06-04,9.77821736980256
2024-06-05,13.037623159736746
2024-06-06,11.951154563092018
2024-06-07,9.77821736980256
2024-06-08,11.951154563092018
2024-06-09,11.951154563092018
2024-06-10,10.86468596644729
2024-06-11,8.691748773157832
2024-06-12,8.691748773157832
2024-06-13,9.77821736980256
2024-06-14,9.77821736980256
2024-06-15,14.124091756381477
2024-06-16,10.86468596644729
2024-06-17,8.691748773157832
2024-06-18,9.77821736980256
2024-06-19,8.691748773157832
2024-06-20,9.77821736980256
2024-06-21,9.77821736980256
2024-06-22,13.037623159736746
2024-06-23,15.210560353026205
2024-06-24,9.77821736980256
2024-06-25,9.77821736980256
2024-06-26,9.77821736980256
2024-06-27,11.951154563092018
2024-06-28,9.77821736980256
2024-06-29,10.86468596644729
2024-06-30,13.037623159736746
2024-07-01,9.77821736980256
2024-07-02,8.691748773157832
2024-07-03,7.605280176513102
2024-07-04,9.77821736980256
2024-07-05,10.86468596644729
2024-07-06,9.77821736980256
2024-07-07,11.951154563092018
2024-07-08,11.951154563092018
2024-07-09,10.86468596644729
2024-07-10,9.77821736980256
2024-07-11,9.77821736980256
2024-07-12,8.691748773157832
2024-07-13,13.037623159736746
2024-07-14,10.86468596644729
2024-07-15,8.691748773157832
2024-07-16,9.77821736980256
2024-07-17,15.210560353026205
2024-07-18,9.77821736980256
2024-07-19,10.86468596644729
2024-07-20,14.124091756381477
2024-07-21,13.037623159736746
2024-07-22,10.86468596644729
2024-07-23,10.86468596644729
2024-07-24,8.691748773157832
2024-07-25,21.72937193289458
2024-07-26,44.54521246243389
2024-07-27,30.42112070605241
2024-07-28,72.79339597519684
2024-07-29,20.64290333624985
2024-07-30,13.037623159736746
2024-07-31,31.507589302697138
2024-08-01,19.55643473960512
2024-08-02,10.86468596644729
2024-08-03,86.91748773157832
2024-08-04,43.45874386578916
2024-08-05,14.124091756381477
2024-08-06,32.59405789934187
2024-08-07,18.46996614296039
2024-08-08,15.210560353026205
2024-08-09,14.124091756381477
2024-08-10,108.6468596644729
2024-08-11,48.8910868490128
2024-08-12,17.383497546315663
2024-08-13,11.951154563092018
2024-08-14,9.77821736980256
2024-08-15,8.691748773157832
2024-08-16,9.77821736980256
2024-08-17,11.951154563092018
2024-08-18,9.545402670521547
2024-08-19,7.527675276752764
2024-08-20,7.527675276752764
2024-08-21,7.527675276752764
2024-08-22,7.527675276752764
2024-08-23,6.984440978430399
2024-08-24,9.545402670521547
2024-08-25,11.019895765967965
2024-08-26,9.002168372199183
2024-08-27,8.07090957507513
2024-08-28,9.545402670521547
2024-08-29,7.527675276752764
2024-08-30,9.002168372199183
2024-08-31,10.476661467645599
2024-09-01,11.019895765967965
2024-09-02,9.545402670521547
2024-09-03,7.527675276752764
2024-09-04,6.984440978430399
2024-09-05,6.984440978430399
2024-09-06,7.527675276752764
2024-09-07,13.037623159736746
2024-09-08,24.057518925704713
2024-09-09,22.03979153193593
2024-09-10,20.022064138167146
2024-09-11,13.037623159736746
2024-09-12,11.019895765967965
2024-09-13,9.002168372199183
2024-09-14,9.545402670521547
2024-09-15,9.545402670521547
2024-09-16,6.984440978430399
2024-09-17,5.58755278274432
2024-09-18,5.58755278274432
2024-09-19,7.450070376992426
2024-09-20,7.450070376992426
2024-09-21,9.312587971240532
