Time,big_lots
2022-07-20,48.0
2022-07-21,49.0
2022-07-22,56.0
2022-07-23,65.0
2022-07-24,64.0
2022-07-25,50.0
2022-07-26,48.0
2022-07-27,48.0
2022-07-28,48.0
2022-07-29,52.0
2022-07-30,63.0
2022-07-31,63.0
2022-08-01,52.0
2022-08-02,48.0
2022-08-03,48.0
2022-08-04,51.0
2022-08-05,54.0
2022-08-06,67.0
2022-08-07,69.0
2022-08-08,54.0
2022-08-09,50.0
2022-08-10,50.0
2022-08-11,49.0
2022-08-12,53.0
2022-08-13,62.0
2022-08-14,70.0
2022-08-15,52.0
2022-08-16,56.0
2022-08-17,52.0
2022-08-18,50.0
2022-08-19,55.0
2022-08-20,66.0
2022-08-21,68.0
2022-08-22,52.0
2022-08-23,58.0
2022-08-24,53.0
2022-08-25,51.0
2022-08-26,54.0
2022-08-27,71.0
2022-08-28,72.0
2022-08-29,49.97222222222222
2022-08-30,48.111111111111114
2022-08-31,47.611111111111114
2022-09-01,62.0
2022-09-02,51.83333333333333
2022-09-03,65.72222222222223
2022-09-04,75.38888888888889
2022-09-05,75.88888888888889
2022-09-06,51.33333333333333
2022-09-07,46.25
2022-09-08,48.611111111111114
2022-09-09,46.25
2022-09-10,61.5
2022-09-11,60.138888888888886
2022-09-12,43.52777777777777
2022-09-13,39.80555555555556
2022-09-14,41.666666666666664
2022-09-15,44.888888888888886
2022-09-16,46.25
2022-09-17,58.77777777777777
2022-09-18,61.5
2022-09-19,46.25
2022-09-20,46.75
2022-09-21,49.47222222222222
2022-09-22,46.25
2022-09-23,49.97222222222222
2022-09-24,62.0
2022-09-25,60.638888888888886
2022-09-26,43.02777777777777
2022-09-27,51.83333333333333
2022-09-28,41.33333333333333
2022-09-29,41.33333333333333
2022-09-30,46.5
2022-10-01,67.16666666666666
2022-10-02,67.16666666666666
2022-10-03,48.22222222222222
2022-10-04,44.77777777777777
2022-10-05,46.5
2022-10-06,49.94444444444444
2022-10-07,49.94444444444444
2022-10-08,56.83333333333333
2022-10-09,65.44444444444444
2022-10-10,46.5
2022-10-11,43.05555555555555
2022-10-12,39.61111111111111
2022-10-13,43.05555555555555
2022-10-14,44.77777777777777
2022-10-15,58.55555555555555
2022-10-16,60.27777777777777
2022-10-17,46.5
2022-10-18,41.33333333333333
2022-10-19,44.77777777777777
2022-10-20,43.05555555555555
2022-10-21,44.77777777777777
2022-10-22,58.55555555555555
2022-10-23,65.44444444444444
2022-10-24,48.22222222222222
2022-10-25,46.5
2022-10-26,46.5
2022-10-27,48.22222222222222
2022-10-28,53.388888888888886
2022-10-29,70.6111111111111
2022-10-30,74.05555555555556
2022-10-31,46.5
2022-11-01,46.5
2022-11-02,49.94444444444444
2022-11-03,49.94444444444444
2022-11-04,53.388888888888886
2022-11-05,68.88888888888889
2022-11-06,74.05555555555556
2022-11-07,55.11111111111111
2022-11-08,49.94444444444444
2022-11-09,48.22222222222222
2022-11-10,51.666666666666664
2022-11-11,63.722222222222214
2022-11-12,80.94444444444444
2022-11-13,87.83333333333333
2022-11-14,58.55555555555555
2022-11-15,58.55555555555555
2022-11-16,58.55555555555555
2022-11-17,60.27777777777777
2022-11-18,63.722222222222214
2022-11-19,94.72222222222221
2022-11-20,110.22222222222221
2022-11-21,67.16666666666666
2022-11-22,67.16666666666666
2022-11-23,82.66666666666666
2022-11-24,148.11111111111111
2022-11-25,172.2222222222222
2022-11-26,127.44444444444443
2022-11-27,129.16666666666666
2022-11-28,89.55555555555554
2022-11-29,74.05555555555556
2022-11-30,63.722222222222214
2022-12-01,72.33333333333333
2022-12-02,68.88888888888889
2022-12-03,96.44444444444444
2022-12-04,110.22222222222221
2022-12-05,70.6111111111111
2022-12-06,56.83333333333333
2022-12-07,61.99999999999999
2022-12-08,61.99999999999999
2022-12-09,63.722222222222214
2022-12-10,75.77777777777777
2022-12-11,82.66666666666666
2022-12-12,61.99999999999999
2022-12-13,53.388888888888886
2022-12-14,51.666666666666664
2022-12-15,56.83333333333333
2022-12-16,63.722222222222214
2022-12-17,74.05555555555556
2022-12-18,80.94444444444444
2022-12-19,60.27777777777777
2022-12-20,68.88888888888889
2022-12-21,67.16666666666666
2022-12-22,63.722222222222214
2022-12-23,70.6111111111111
2022-12-24,87.83333333333333
2022-12-25,56.83333333333333
2022-12-26,80.94444444444444
2022-12-27,60.27777777777777
2022-12-28,58.55555555555555
2022-12-29,53.388888888888886
2022-12-30,56.83333333333333
2022-12-31,65.44444444444444
2023-01-01,63.722222222222214
2023-01-02,60.27777777777777
2023-01-03,44.77777777777777
2023-01-04,43.05555555555555
2023-01-05,43.05555555555555
2023-01-06,43.05555555555555
2023-01-07,61.99999999999999
2023-01-08,58.55555555555555
2023-01-09,41.33333333333333
2023-01-10,39.61111111111111
2023-01-11,41.33333333333333
2023-01-12,39.61111111111111
2023-01-13,43.05555555555555
2023-01-14,58.55555555555555
2023-01-15,56.83333333333333
2023-01-16,49.94444444444444
2023-01-17,39.61111111111111
2023-01-18,41.33333333333333
2023-01-19,37.888888888888886
2023-01-20,37.888888888888886
2023-01-21,51.666666666666664
2023-01-22,49.94444444444444
2023-01-23,36.166666666666664
2023-01-24,34.44444444444444
2023-01-25,34.44444444444444
2023-01-26,34.44444444444444
2023-01-27,37.888888888888886
2023-01-28,51.666666666666664
2023-01-29,53.388888888888886
2023-01-30,36.166666666666664
2023-01-31,36.166666666666664
2023-02-01,34.44444444444444
2023-02-02,37.888888888888886
2023-02-03,39.61111111111111
2023-02-04,51.666666666666664
2023-02-05,58.55555555555555
2023-02-06,37.888888888888886
2023-02-07,36.166666666666664
2023-02-08,34.44444444444444
2023-02-09,36.166666666666664
2023-02-10,37.888888888888886
2023-02-11,55.11111111111111
2023-02-12,49.94444444444444
2023-02-13,34.44444444444444
2023-02-14,36.166666666666664
2023-02-15,36.166666666666664
2023-02-16,39.61111111111111
2023-02-17,48.22222222222222
2023-02-18,63.722222222222214
2023-02-19,63.722222222222214
2023-02-20,53.388888888888886
2023-02-21,43.05555555555555
2023-02-22,39.61111111111111
2023-02-23,46.5
2023-02-24,46.5
2023-02-25,65.44444444444444
2023-02-26,65.44444444444444
2023-02-27,43.05555555555555
2023-02-28,41.33333333333333
2023-03-01,43.05555555555555
2023-03-02,41.33333333333333
2023-03-03,44.77777777777777
2023-03-04,60.27777777777777
2023-03-05,61.99999999999999
2023-03-06,41.33333333333333
2023-03-07,39.61111111111111
2023-03-08,39.61111111111111
2023-03-09,41.33333333333333
2023-03-10,41.33333333333333
2023-03-11,58.55555555555555
2023-03-12,56.83333333333333
2023-03-13,41.33333333333333
2023-03-14,39.61111111111111
2023-03-15,39.61111111111111
2023-03-16,41.33333333333333
2023-03-17,46.5
2023-03-18,56.83333333333333
2023-03-19,60.27777777777777
2023-03-20,41.33333333333333
2023-03-21,37.888888888888886
2023-03-22,36.166666666666664
2023-03-23,39.61111111111111
2023-03-24,41.33333333333333
2023-03-25,58.55555555555555
2023-03-26,58.55555555555555
2023-03-27,39.61111111111111
2023-03-28,36.166666666666664
2023-03-29,39.61111111111111
2023-03-30,39.61111111111111
2023-03-31,41.33333333333333
2023-04-01,56.83333333333333
2023-04-02,60.27777777777777
2023-04-03,43.05555555555555
2023-04-04,41.33333333333333
2023-04-05,41.33333333333333
2023-04-06,43.05555555555555
2023-04-07,49.94444444444444
2023-04-08,61.99999999999999
2023-04-09,63.722222222222214
2023-04-10,43.05555555555555
2023-04-11,43.05555555555555
2023-04-12,44.77777777777777
2023-04-13,44.77777777777777
2023-04-14,53.388888888888886
2023-04-15,74.05555555555556
2023-04-16,68.88888888888889
2023-04-17,44.77777777777777
2023-04-18,39.61111111111111
2023-04-19,44.77777777777777
2023-04-20,46.5
2023-04-21,48.22222222222222
2023-04-22,63.722222222222214
2023-04-23,63.722222222222214
2023-04-24,41.33333333333333
2023-04-25,39.61111111111111
2023-04-26,39.53935185185185
2023-04-27,41.297453703703695
2023-04-28,59.73958333333333
2023-04-29,61.497685185185176
2023-04-30,59.73958333333333
2023-05-01,43.05555555555555
2023-05-02,41.297453703703695
2023-05-03,43.05555555555555
2023-05-04,39.53935185185185
2023-05-05,43.05555555555555
2023-05-06,59.73958333333333
2023-05-07,70.28819444444443
2023-05-08,43.05555555555555
2023-05-09,43.05555555555555
2023-05-10,44.813657407407405
2023-05-11,43.05555555555555
2023-05-12,48.32986111111111
2023-05-13,68.53009259259258
2023-05-14,59.73958333333333
2023-05-15,48.32986111111111
2023-05-16,42.19444444444444
2023-05-17,48.32986111111111
2023-05-18,43.05555555555555
2023-05-19,46.57175925925925
2023-05-20,58.878472222222214
2023-05-21,71.18518518518518
2023-05-22,46.57175925925925
2023-05-23,46.57175925925925
2023-05-24,45.71064814814814
2023-05-25,48.32986111111111
2023-05-26,55.61342592592592
2023-05-27,73.55324074074073
2023-05-28,75.34722222222221
2023-05-29,75.34722222222221
2023-05-30,46.64351851851851
2023-05-31,46.64351851851851
2023-06-01,46.64351851851851
2023-06-02,52.025462962962955
2023-06-03,62.78935185185184
2023-06-04,64.58333333333333
2023-06-05,43.05555555555555
2023-06-06,43.05555555555555
2023-06-07,39.46759259259259
2023-06-08,39.46759259259259
2023-06-09,48.43749999999999
2023-06-10,59.20138888888888
2023-06-11,59.20138888888888
2023-06-12,41.26157407407407
2023-06-13,43.05555555555555
2023-06-14,43.05555555555555
2023-06-15,43.05555555555555
2023-06-16,53.819444444444436
2023-06-17,71.75925925925925
2023-06-18,66.37731481481481
2023-06-19,52.025462962962955
2023-06-20,43.05555555555555
2023-06-21,43.05555555555555
2023-06-22,43.05555555555555
2023-06-23,50.231481481481474
2023-06-24,60.99537037037036
2023-06-25,64.58333333333333
2023-06-26,46.64351851851851
2023-06-27,48.43749999999999
2023-06-28,44.84953703703703
2023-06-29,50.231481481481474
2023-06-30,57.4074074074074
2023-07-01,62.78935185185184
2023-07-02,71.75925925925925
2023-07-03,57.4074074074074
2023-07-04,64.58333333333333
2023-07-05,44.84953703703703
2023-07-06,46.64351851851851
2023-07-07,50.231481481481474
2023-07-08,60.99537037037036
2023-07-09,66.37731481481481
2023-07-10,44.84953703703703
2023-07-11,44.84953703703703
2023-07-12,41.26157407407407
2023-07-13,44.84953703703703
2023-07-14,46.64351851851851
2023-07-15,57.4074074074074
2023-07-16,64.58333333333333
2023-07-17,48.43749999999999
2023-07-18,44.84953703703703
2023-07-19,41.26157407407407
2023-07-20,41.26157407407407
2023-07-21,46.64351851851851
2023-07-22,60.99537037037036
2023-07-23,62.78935185185184
2023-07-24,44.84953703703703
2023-07-25,43.05555555555555
2023-07-26,39.46759259259259
2023-07-27,41.26157407407407
2023-07-28,46.64351851851851
2023-07-29,55.61342592592592
2023-07-30,55.61342592592592
2023-07-31,41.26157407407407
2023-08-01,39.46759259259259
2023-08-02,39.46759259259259
2023-08-03,37.67361111111111
2023-08-04,43.05555555555555
2023-08-05,55.61342592592592
2023-08-06,59.20138888888888
2023-08-07,44.84953703703703
2023-08-08,39.46759259259259
2023-08-09,39.46759259259259
2023-08-10,39.46759259259259
2023-08-11,46.64351851851851
2023-08-12,55.61342592592592
2023-08-13,60.99537037037036
2023-08-14,39.46759259259259
2023-08-15,37.67361111111111
2023-08-16,39.46759259259259
2023-08-17,44.84953703703703
2023-08-18,44.84953703703703
2023-08-19,57.4074074074074
2023-08-20,57.4074074074074
2023-08-21,39.46759259259259
2023-08-22,43.05555555555555
2023-08-23,41.26157407407407
2023-08-24,39.46759259259259
2023-08-25,41.26157407407407
2023-08-26,57.4074074074074
2023-08-27,57.4074074074074
2023-08-28,41.26157407407407
2023-08-29,39.46759259259259
2023-08-30,37.67361111111111
2023-08-31,39.46759259259259
2023-09-01,44.84953703703703
2023-09-02,59.20138888888888
2023-09-03,62.78935185185184
2023-09-04,75.34722222222221
2023-09-05,39.46759259259259
2023-09-06,39.46759259259259
2023-09-07,35.879629629629626
2023-09-08,35.879629629629626
2023-09-09,50.231481481481474
2023-09-10,52.025462962962955
2023-09-11,37.67361111111111
2023-09-12,35.879629629629626
2023-09-13,34.085648148148145
2023-09-14,34.085648148148145
2023-09-15,37.67361111111111
2023-09-16,52.025462962962955
2023-09-17,55.61342592592592
2023-09-18,37.67361111111111
2023-09-19,35.879629629629626
2023-09-20,34.085648148148145
2023-09-21,35.879629629629626
2023-09-22,37.67361111111111
2023-09-23,60.99537037037036
2023-09-24,64.58333333333333
2023-09-25,39.46759259259259
2023-09-26,34.085648148148145
2023-09-27,41.26157407407407
2023-09-28,34.085648148148145
2023-09-29,37.67361111111111
2023-09-30,48.43749999999999
2023-10-01,52.025462962962955
2023-10-02,35.879629629629626
2023-10-03,35.879629629629626
2023-10-04,34.085648148148145
2023-10-05,37.67361111111111
2023-10-06,50.231481481481474
2023-10-07,55.61342592592592
2023-10-08,55.61342592592592
2023-10-09,41.26157407407407
2023-10-10,34.085648148148145
2023-10-11,34.085648148148145
2023-10-12,37.67361111111111
2023-10-13,44.84953703703703
2023-10-14,50.231481481481474
2023-10-15,52.025462962962955
2023-10-16,39.46759259259259
2023-10-17,39.46759259259259
2023-10-18,37.67361111111111
2023-10-19,39.46759259259259
2023-10-20,43.05555555555555
2023-10-21,52.025462962962955
2023-10-22,53.819444444444436
2023-10-23,35.879629629629626
2023-10-24,32.291666666666664
2023-10-25,34.085648148148145
2023-10-26,35.879629629629626
2023-10-27,43.05555555555555
2023-10-28,48.43749999999999
2023-10-29,52.025462962962955
2023-10-30,39.46759259259259
2023-10-31,39.46759259259259
2023-11-01,41.26157407407407
2023-11-02,43.05555555555555
2023-11-03,48.43749999999999
2023-11-04,60.99537037037036
2023-11-05,68.17129629629629
2023-11-06,48.43749999999999
2023-11-07,48.43749999999999
2023-11-08,53.819444444444436
2023-11-09,57.4074074074074
2023-11-10,68.17129629629629
2023-11-11,82.52314814814814
2023-11-12,80.72916666666666
2023-11-13,59.20138888888888
2023-11-14,52.025462962962955
2023-11-15,53.819444444444436
2023-11-16,55.61342592592592
2023-11-17,62.78935185185184
2023-11-18,80.72916666666666
2023-11-19,91.49305555555554
2023-11-20,64.58333333333333
2023-11-21,64.58333333333333
2023-11-22,69.96527777777777
2023-11-23,157.87037037037035
2023-11-24,179.39814814814812
2023-11-25,121.99074074074072
2023-11-26,111.22685185185183
2023-11-27,68.17129629629629
2023-11-28,62.78935185185184
2023-11-29,57.4074074074074
2023-11-30,53.819444444444436
2023-12-01,62.78935185185184
2023-12-02,78.93518518518518
2023-12-03,77.1412037037037
2023-12-04,53.819444444444436
2023-12-05,53.819444444444436
2023-12-06,53.819444444444436
2023-12-07,52.025462962962955
2023-12-08,52.025462962962955
2023-12-09,71.75925925925925
2023-12-10,62.78935185185184
2023-12-11,48.43749999999999
2023-12-12,46.64351851851851
2023-12-13,46.64351851851851
2023-12-14,44.84953703703703
2023-12-15,53.819444444444436
2023-12-16,68.17129629629629
2023-12-17,73.55324074074073
2023-12-18,52.025462962962955
2023-12-19,53.819444444444436
2023-12-20,55.61342592592592
2023-12-21,57.4074074074074
2023-12-22,65.03900125431169
2023-12-23,79.0195681335145
2023-12-24,82.5147098533152
2023-12-25,43.21757081634786
2023-12-26,58.94570855545102
2023-12-27,51.95542511584961
2023-12-28,49.78256419636945
2023-12-29,50.20785425594926
2023-12-30,55.450566835650314
2023-12-31,52.380715175429415
2024-01-01,50.633144315529066
2024-01-02,37.549568177066995
2024-01-03,37.549568177066995
2024-01-04,35.80199731716664
2024-01-05,36.227287376746446
2024-01-06,48.46028339604891
2024-01-07,46.28742247656875
2024-01-08,32.30685559736594
2024-01-09,27.48943307724469
2024-01-10,28.811713877565236
2024-01-11,32.30685559736594
2024-01-12,34.05442645726629
2024-01-13,44.5398516166684
2024-01-14,44.5398516166684
2024-01-15,34.05442645726629
2024-01-16,27.064143017664883
2024-01-17,30.98457479704539
2024-01-18,30.98457479704539
2024-01-19,31.881565537786134
2024-01-20,52.380715175429415
2024-01-21,53.58654750705549
2024-01-22,32.32204452806522
2024-01-23,27.21856381310755
2024-01-24,27.21856381310755
2024-01-25,27.21856381310755
2024-01-26,28.919724051426773
2024-01-27,40.827845719661326
2024-01-28,39.97726560050172
2024-01-29,27.21856381310755
2024-01-30,27.21856381310755
2024-01-31,31.471464408905604
2024-02-01,28.919724051426773
2024-02-02,33.17262464722483
2024-02-03,49.33364691125743
2024-02-04,48.48306679209782
2024-02-05,29.770304170586385
2024-02-06,28.06914393226716
2024-02-07,27.21856381310755
2024-02-08,28.06914393226716
2024-02-09,31.471464408905604
2024-02-10,42.529005957980544
2024-02-11,39.12668548134211
2024-02-12,26.36798369394794
2024-02-13,29.770304170586385
2024-02-14,26.36798369394794
2024-02-15,28.919724051426773
2024-02-16,34.87378488554405
2024-02-17,48.48306679209782
2024-02-18,52.73596738789588
2024-02-19,39.12668548134211
2024-02-20,33.17262464722483
2024-02-21,32.32204452806522
2024-02-22,34.87378488554405
2024-02-23,35.72436500470366
2024-02-24,54.4371276262151
2024-02-25,53.58654750705549
2024-02-26,36.57494512386327
2024-02-27,33.17262464722483
2024-02-28,33.17262464722483
2024-02-29,34.02320476638444
2024-03-01,37.42552524302288
2024-03-02,50.18422703041705
2024-03-03,53.58654750705549
2024-03-04,37.42552524302288
2024-03-05,30.620884289745995
2024-03-06,31.471464408905604
2024-03-07,32.32204452806522
2024-03-08,35.72436500470366
2024-03-09,49.33364691125743
2024-03-10,50.18422703041705
2024-03-11,32.32204452806522
2024-03-12,33.17262464722483
2024-03-13,34.02320476638444
2024-03-14,34.02320476638444
2024-03-15,35.72436500470366
2024-03-16,48.48306679209782
2024-03-17,52.73596738789588
2024-03-18,34.87378488554405
2024-03-19,30.620884289745995
2024-03-20,32.32204452806522
2024-03-21,34.02320476638444
2024-03-22,38.27610536218249
2024-03-23,52.73596738789588
2024-03-24,64.64408905613044
2024-03-25,34.87378488554405
2024-03-26,31.471464408905604
2024-03-27,32.32204452806522
2024-03-28,35.72436500470366
2024-03-29,39.12668548134211
2024-03-30,51.88538726873627
2024-03-31,51.88538726873627
2024-04-01,34.87378488554405
2024-04-02,30.620884289745995
2024-04-03,33.17262464722483
2024-04-04,34.02320476638444
2024-04-05,37.42552524302288
2024-04-06,45.931326434618995
2024-04-07,51.03480714957666
2024-04-08,33.17262464722483
2024-04-09,30.620884289745995
2024-04-10,31.471464408905604
2024-04-11,34.02320476638444
2024-04-12,39.97726560050172
2024-04-13,61.24176857949199
2024-04-14,74.85105048604576
2024-04-15,39.12668548134211
2024-04-16,34.02320476638444
2024-04-17,34.02320476638444
2024-04-18,34.02320476638444
2024-04-19,38.27610536218249
2024-04-20,50.18422703041705
2024-04-21,52.73596738789588
2024-04-22,34.87378488554405
2024-04-23,34.02320476638444
2024-04-24,34.02320476638444
2024-04-25,33.17262464722483
2024-04-26,35.72436500470366
2024-04-27,46.781906553778605
2024-04-28,52.73596738789588
2024-04-29,34.87378488554405
2024-04-30,32.32204452806522
2024-05-01,32.32204452806522
2024-05-02,35.72436500470366
2024-05-03,36.57494512386327
2024-05-04,46.781906553778605
2024-05-05,53.58654750705549
2024-05-06,33.17262464722483
2024-05-07,31.471464408905604
2024-05-08,31.471464408905604
2024-05-09,33.17262464722483
2024-05-10,37.42552524302288
2024-05-11,51.03480714957666
2024-05-12,50.18422703041705
2024-05-13,34.87378488554405
2024-05-14,34.87378488554405
2024-05-15,33.17262464722483
2024-05-16,35.72436500470366
2024-05-17,38.27610536218249
2024-05-18,51.88538726873627
2024-05-19,67.19582941360926
2024-05-20,39.12668548134211
2024-05-21,36.57494512386327
2024-05-22,37.42552524302288
2024-05-23,38.27610536218249
2024-05-24,45.08074631545938
2024-05-25,60.39118846033238
2024-05-26,63.793508936970824
2024-05-27,62.0923486986516
2024-05-28,37.42552524302288
2024-05-29,34.87378488554405
2024-05-30,36.57494512386327
2024-05-31,37.42552524302288
2024-06-01,47.632486672938214
2024-06-02,53.58654750705549
2024-06-03,35.72436500470366
2024-06-04,34.87378488554405
2024-06-05,36.57494512386327
2024-06-06,38.27610536218249
2024-06-07,40.827845719661326
2024-06-08,58.690028222013154
2024-06-09,63.793508936970824
2024-06-10,39.12668548134211
2024-06-11,37.42552524302288
2024-06-12,36.57494512386327
2024-06-13,37.42552524302288
2024-06-14,42.529005957980544
2024-06-15,52.73596738789588
2024-06-16,52.73596738789588
2024-06-17,39.97726560050172
2024-06-18,35.72436500470366
2024-06-19,40.827845719661326
2024-06-20,35.72436500470366
2024-06-21,40.827845719661326
2024-06-22,51.03480714957666
2024-06-23,55.28770774537471
2024-06-24,39.12668548134211
2024-06-25,37.42552524302288
2024-06-26,36.57494512386327
2024-06-27,37.42552524302288
2024-06-28,40.827845719661326
2024-06-29,53.58654750705549
2024-06-30,55.28770774537471
2024-07-01,39.97726560050172
2024-07-02,40.827845719661326
2024-07-03,43.37958607714016
2024-07-04,61.24176857949199
2024-07-05,51.03480714957666
2024-07-06,52.73596738789588
2024-07-07,51.88538726873627
2024-07-08,38.27610536218249
2024-07-09,39.12668548134211
2024-07-10,62.94292881781121
2024-07-11,46.781906553778605
2024-07-12,54.4371276262151
2024-07-13,52.73596738789588
2024-07-14,51.88538726873627
2024-07-15,38.27610536218249
2024-07-16,40.827845719661326
2024-07-17,39.97726560050172
2024-07-18,38.27610536218249
2024-07-19,43.37958607714016
2024-07-20,56.988867983693936
2024-07-21,56.13828786453432
2024-07-22,40.827845719661326
2024-07-23,44.23016619629977
2024-07-24,45.08074631545938
2024-07-25,41.678425838820935
2024-07-26,40.827845719661326
2024-07-27,51.03480714957666
2024-07-28,53.58654750705549
2024-07-29,37.42552524302288
2024-07-30,37.42552524302288
2024-07-31,38.27610536218249
2024-08-01,36.57494512386327
2024-08-02,47.632486672938214
2024-08-03,85.05801191596109
2024-08-04,70.59814989024771
2024-08-05,46.781906553778605
2024-08-06,53.58654750705549
2024-08-07,52.73596738789588
2024-08-08,64.64408905613044
2024-08-09,56.13828786453432
2024-08-10,68.8969896519285
2024-08-11,79.95453120100343
2024-08-12,58.690028222013154
2024-08-13,44.23016619629977
2024-08-14,49.33364691125743
2024-08-15,40.827845719661326
2024-08-16,44.23016619629977
2024-08-17,56.13828786453432
2024-08-18,56.59427859899035
2024-08-19,37.857672306128336
2024-08-20,36.11568172863363
2024-08-21,33.94840109155911
2024-08-22,33.94840109155911
2024-08-23,35.265101609474016
2024-08-24,50.051606348591314
2024-08-25,53.110297444000935
2024-08-26,35.690391669053824
2024-08-27,30.46441993656969
2024-08-28,35.265101609474016
2024-08-29,37.432382246548535
2024-08-30,43.083644038612476
2024-08-31,53.110297444000935
2024-09-01,58.33626917648506
2024-09-02,59.18684929564468
2024-09-03,35.265101609474016
2024-09-04,30.46441993656969
2024-09-05,33.94840109155911
2024-09-06,35.690391669053824
2024-09-07,49.626316289011505
2024-09-08,53.110297444000935
2024-09-09,58.76155923606487
2024-09-10,47.884325711516794
2024-09-11,39.174372824043246
2024-09-12,37.857672306128336
2024-09-13,48.3096157710966
2024-09-14,60.50354981355958
2024-09-15,55.27757808107545
2024-09-16,33.52311103197931
2024-09-17,35.65641833340399
2024-09-18,33.87359741673379
2024-09-19,35.65641833340399
2024-09-20,39.222060166744384
2024-09-21,53.48462750010598
2024-09-22,55.26744841677618
2024-09-23,33.87359741673379
2024-09-24,30.30795558339339
2024-09-25,30.30795558339339
2024-09-26,28.52513466672319
2024-09-27,32.09077650006359
2024-09-28,41.00488108341459
