Time,2024_presidential_election
2022-04-26,19.0
2022-04-27,18.0
2022-04-28,19.0
2022-04-29,15.0
2022-04-30,19.0
2022-05-01,22.0
2022-05-02,26.0
2022-05-03,20.0
2022-05-04,13.0
2022-05-05,15.0
2022-05-06,14.0
2022-05-07,20.0
2022-05-08,12.0
2022-05-09,22.0
2022-05-10,16.0
2022-05-11,17.0
2022-05-12,17.0
2022-05-13,19.0
2022-05-14,26.0
2022-05-15,20.0
2022-05-16,15.0
2022-05-17,16.0
2022-05-18,30.0
2022-05-19,17.0
2022-05-20,18.0
2022-05-21,19.0
2022-05-22,14.0
2022-05-23,12.0
2022-05-24,13.0
2022-05-25,19.0
2022-05-26,20.0
2022-05-27,12.0
2022-05-28,0.0
2022-05-29,28.0
2022-05-30,21.0
2022-05-31,26.0
2022-06-01,17.0
2022-06-02,14.0
2022-06-03,23.0
2022-06-04,0.0
2022-06-05,32.0
2022-06-06,30.0
2022-06-07,29.0
2022-06-08,33.0
2022-06-09,31.0
2022-06-10,27.0
2022-06-11,42.0
2022-06-12,35.0
2022-06-13,49.0
2022-06-14,41.0
2022-06-15,46.0
2022-06-16,53.0
2022-06-17,45.0
2022-06-18,38.0
2022-06-19,36.0
2022-06-20,45.0
2022-06-21,37.0
2022-06-22,38.0
2022-06-23,27.0
2022-06-24,43.0
2022-06-25,48.0
2022-06-26,36.0
2022-06-27,36.0
2022-06-28,46.0
2022-06-29,58.0
2022-06-30,36.0
2022-07-01,37.0
2022-07-02,42.0
2022-07-03,58.0
2022-07-04,45.0
2022-07-05,43.0
2022-07-06,37.0
2022-07-07,40.0
2022-07-08,38.0
2022-07-09,39.0
2022-07-10,47.0
2022-07-11,42.0
2022-07-12,76.0
2022-07-13,52.0
2022-07-14,40.0
2022-07-15,100.0
2022-07-16,50.0
2022-07-17,37.0
2022-07-18,31.0
2022-07-19,25.0
2022-07-20,39.0
2022-07-21,35.0
2022-07-22,33.0
2022-07-23,32.0
2022-07-24,45.0
2022-07-25,36.0
2022-07-26,50.0
2022-07-27,35.0
2022-07-28,43.0
2022-07-29,28.0
2022-07-30,27.0
2022-07-31,19.0
2022-08-01,32.0
2022-08-02,26.0
2022-08-03,27.0
2022-08-04,30.0
2022-08-05,16.0
2022-08-06,22.0
2022-08-07,25.0
2022-08-08,30.0
2022-08-09,53.0
2022-08-10,36.0
2022-08-11,35.0
2022-08-12,30.0
2022-08-13,37.0
2022-08-14,27.0
2022-08-15,15.0
2022-08-16,24.0
2022-08-17,44.0
2022-08-18,31.0
2022-08-19,23.0
2022-08-20,22.0
2022-08-21,30.0
2022-08-22,17.0
2022-08-23,29.0
2022-08-24,26.0
2022-08-25,36.0
2022-08-26,35.0
2022-08-27,20.0
2022-08-28,19.0
2022-08-29,21.94978165938865
2022-08-30,20.041484716157207
2022-08-31,15.633187772925766
2022-09-01,15.133187772925766
2022-09-02,22.44978165938865
2022-09-03,22.44978165938865
2022-09-04,50.30786026200873
2022-09-05,27.35807860262009
2022-09-06,15.133187772925766
2022-09-07,20.041484716157207
2022-09-08,30.26637554585153
2022-09-09,22.44978165938865
2022-09-10,18.541484716157207
2022-09-11,20.041484716157207
2022-09-12,22.44978165938865
2022-09-13,23.44978165938865
2022-09-14,22.44978165938865
2022-09-15,22.94978165938865
2022-09-16,22.44978165938865
2022-09-17,22.94978165938865
2022-09-18,30.26637554585153
2022-09-19,31.26637554585153
2022-09-20,52.71615720524018
2022-09-21,38.082969432314414
2022-09-22,27.35807860262009
2022-09-23,22.94978165938865
2022-09-24,15.633187772925766
2022-09-25,26.35807860262009
2022-09-26,31.76637554585153
2022-09-27,20.041484716157207
2022-09-28,19.08296943231441
2022-09-29,15.26637554585153
2022-09-30,15.26637554585153
2022-10-01,22.899563318777293
2022-10-02,15.26637554585153
2022-10-03,22.899563318777293
2022-10-04,26.716157205240176
2022-10-05,22.899563318777293
2022-10-06,22.899563318777293
2022-10-07,15.26637554585153
2022-10-08,22.899563318777293
2022-10-09,22.899563318777293
2022-10-10,22.899563318777293
2022-10-11,22.899563318777293
2022-10-12,22.899563318777293
2022-10-13,38.16593886462882
2022-10-14,30.53275109170306
2022-10-15,26.716157205240176
2022-10-16,22.899563318777293
2022-10-17,30.53275109170306
2022-10-18,30.53275109170306
2022-10-19,26.716157205240176
2022-10-20,22.899563318777293
2022-10-21,15.26637554585153
2022-10-22,22.899563318777293
2022-10-23,22.899563318777293
2022-10-24,30.53275109170306
2022-10-25,38.16593886462882
2022-10-26,30.53275109170306
2022-10-27,30.53275109170306
2022-10-28,26.716157205240176
2022-10-29,34.34934497816594
2022-10-30,30.53275109170306
2022-10-31,41.9825327510917
2022-11-01,45.799126637554586
2022-11-02,41.9825327510917
2022-11-03,53.43231441048035
2022-11-04,53.43231441048035
2022-11-05,61.06550218340612
2022-11-06,61.06550218340612
2022-11-07,76.33187772925764
2022-11-08,122.13100436681223
2022-11-09,270.97816593886466
2022-11-10,141.21397379912665
2022-11-11,80.14847161572052
2022-11-12,49.61572052401747
2022-11-13,68.69868995633188
2022-11-14,57.248908296943235
2022-11-15,122.13100436681223
2022-11-16,381.6593886462882
2022-11-17,125.94759825327512
2022-11-18,141.21397379912665
2022-11-19,103.04803493449782
2022-11-20,49.61572052401747
2022-11-21,45.799126637554586
2022-11-22,57.248908296943235
2022-11-23,26.716157205240176
2022-11-24,30.53275109170306
2022-11-25,22.899563318777293
2022-11-26,34.34934497816594
2022-11-27,34.34934497816594
2022-11-28,30.53275109170306
2022-11-29,38.16593886462882
2022-11-30,22.899563318777293
2022-12-01,26.716157205240176
2022-12-02,34.34934497816594
2022-12-03,15.26637554585153
2022-12-04,34.34934497816594
2022-12-05,22.899563318777293
2022-12-06,38.16593886462882
2022-12-07,41.9825327510917
2022-12-08,30.53275109170306
2022-12-09,30.53275109170306
2022-12-10,19.08296943231441
2022-12-11,30.53275109170306
2022-12-12,19.08296943231441
2022-12-13,15.26637554585153
2022-12-14,26.716157205240176
2022-12-15,22.899563318777293
2022-12-16,22.899563318777293
2022-12-17,22.899563318777293
2022-12-18,19.08296943231441
2022-12-19,19.08296943231441
2022-12-20,30.53275109170306
2022-12-21,22.899563318777293
2022-12-22,22.899563318777293
2022-12-23,15.26637554585153
2022-12-24,19.08296943231441
2022-12-25,22.899563318777293
2022-12-26,26.716157205240176
2022-12-27,34.34934497816594
2022-12-28,30.53275109170306
2022-12-29,15.26637554585153
2022-12-30,110.68122270742359
2022-12-31,34.34934497816594
2023-01-01,26.716157205240176
2023-01-02,34.34934497816594
2023-01-03,30.53275109170306
2023-01-04,15.26637554585153
2023-01-05,19.08296943231441
2023-01-06,26.716157205240176
2023-01-07,34.34934497816594
2023-01-08,30.53275109170306
2023-01-09,34.34934497816594
2023-01-10,34.34934497816594
2023-01-11,19.08296943231441
2023-01-12,26.716157205240176
2023-01-13,38.16593886462882
2023-01-14,30.53275109170306
2023-01-15,26.716157205240176
2023-01-16,22.899563318777293
2023-01-17,34.34934497816594
2023-01-18,26.716157205240176
2023-01-19,38.16593886462882
2023-01-20,26.716157205240176
2023-01-21,30.53275109170306
2023-01-22,30.53275109170306
2023-01-23,30.53275109170306
2023-01-24,38.16593886462882
2023-01-25,34.34934497816594
2023-01-26,30.53275109170306
2023-01-27,26.716157205240176
2023-01-28,26.716157205240176
2023-01-29,38.16593886462882
2023-01-30,41.9825327510917
2023-01-31,38.16593886462882
2023-02-01,64.882096069869
2023-02-02,68.69868995633188
2023-02-03,53.43231441048035
2023-02-04,38.16593886462882
2023-02-05,106.8646288209607
2023-02-06,45.799126637554586
2023-02-07,57.248908296943235
2023-02-08,83.9650655021834
2023-02-09,41.9825327510917
2023-02-10,38.16593886462882
2023-02-11,34.34934497816594
2023-02-12,30.53275109170306
2023-02-13,34.34934497816594
2023-02-14,83.9650655021834
2023-02-15,80.14847161572052
2023-02-16,83.9650655021834
2023-02-17,175.56331877729258
2023-02-18,53.43231441048035
2023-02-19,49.61572052401747
2023-02-20,57.248908296943235
2023-02-21,57.248908296943235
2023-02-22,61.06550218340612
2023-02-23,49.61572052401747
2023-02-24,99.23144104803494
2023-02-25,343.4934497816594
2023-02-26,259.528384279476
2023-02-27,160.29694323144105
2023-02-28,80.14847161572052
2023-03-01,61.06550218340612
2023-03-02,41.9825327510917
2023-03-03,49.61572052401747
2023-03-04,61.06550218340612
2023-03-05,83.9650655021834
2023-03-06,103.04803493449782
2023-03-07,57.248908296943235
2023-03-08,80.14847161572052
2023-03-09,110.68122270742359
2023-03-10,53.43231441048035
2023-03-11,38.16593886462882
2023-03-12,61.06550218340612
2023-03-13,45.799126637554586
2023-03-14,61.06550218340612
2023-03-15,53.43231441048035
2023-03-16,53.43231441048035
2023-03-17,57.248908296943235
2023-03-18,49.61572052401747
2023-03-19,45.799126637554586
2023-03-20,53.43231441048035
2023-03-21,57.248908296943235
2023-03-22,57.248908296943235
2023-03-23,49.61572052401747
2023-03-24,64.882096069869
2023-03-25,49.61572052401747
2023-03-26,68.69868995633188
2023-03-27,57.248908296943235
2023-03-28,61.06550218340612
2023-03-29,53.43231441048035
2023-03-30,53.43231441048035
2023-03-31,76.33187772925764
2023-04-01,53.43231441048035
2023-04-02,87.78165938864629
2023-04-03,83.9650655021834
2023-04-04,110.68122270742359
2023-04-05,95.41484716157206
2023-04-06,76.33187772925764
2023-04-07,68.69868995633188
2023-04-08,72.51528384279476
2023-04-09,45.799126637554586
2023-04-10,64.882096069869
2023-04-11,68.69868995633188
2023-04-12,64.882096069869
2023-04-13,49.61572052401747
2023-04-14,53.43231441048035
2023-04-15,57.248908296943235
2023-04-16,53.43231441048035
2023-04-17,53.43231441048035
2023-04-18,64.882096069869
2023-04-19,61.06550218340612
2023-04-20,76.33187772925764
2023-04-21,80.14847161572052
2023-04-22,137.39737991266375
2023-04-23,183.19650655021834
2023-04-24,106.8646288209607
2023-04-25,213.7292576419214
2023-04-26,137.39737991266375
2023-04-27,78.24017467248908
2023-04-28,116.4061135371179
2023-04-29,246.1703056768559
2023-04-30,146.93886462882097
2023-05-01,70.60698689956331
2023-05-02,68.69868995633188
2023-05-03,62.97379912663756
2023-05-04,55.34061135371179
2023-05-05,45.799126637554586
2023-05-06,59.157205240174676
2023-05-07,76.33187772925764
2023-05-08,85.87336244541484
2023-05-09,83.9650655021834
2023-05-10,83.9650655021834
2023-05-11,83.9650655021834
2023-05-12,68.69868995633188
2023-05-13,70.60698689956331
2023-05-14,70.60698689956331
2023-05-15,76.33187772925764
2023-05-16,83.9650655021834
2023-05-17,76.33187772925764
2023-05-18,76.33187772925764
2023-05-19,66.79039301310044
2023-05-20,70.60698689956331
2023-05-21,62.97379912663756
2023-05-22,76.33187772925764
2023-05-23,99.23144104803494
2023-05-24,154.57205240174673
2023-05-25,145.03056768558952
2023-05-26,99.23144104803494
2023-05-27,76.33187772925764
2023-05-28,68.69868995633188
2023-05-29,76.33187772925764
2023-05-30,76.33187772925764
2023-05-31,76.33187772925764
2023-06-01,91.59825327510917
2023-06-02,83.9650655021834
2023-06-03,76.33187772925764
2023-06-04,91.59825327510917
2023-06-05,106.8646288209607
2023-06-06,99.23144104803494
2023-06-07,91.59825327510917
2023-06-08,76.33187772925764
2023-06-09,91.59825327510917
2023-06-10,91.59825327510917
2023-06-11,106.8646288209607
2023-06-12,91.59825327510917
2023-06-13,106.8646288209607
2023-06-14,106.8646288209607
2023-06-15,91.59825327510917
2023-06-16,83.9650655021834
2023-06-17,76.33187772925764
2023-06-18,282.4279475982533
2023-06-19,122.13100436681223
2023-06-20,68.69868995633188
2023-06-21,53.43231441048035
2023-06-22,53.43231441048035
2023-06-23,76.33187772925764
2023-06-24,61.06550218340612
2023-06-25,68.69868995633188
2023-06-26,76.33187772925764
2023-06-27,61.06550218340612
2023-06-28,68.69868995633188
2023-06-29,68.69868995633188
2023-06-30,68.69868995633188
2023-07-01,61.06550218340612
2023-07-02,61.06550218340612
2023-07-03,53.43231441048035
2023-07-04,83.9650655021834
2023-07-05,68.69868995633188
2023-07-06,68.69868995633188
2023-07-07,68.69868995633188
2023-07-08,61.06550218340612
2023-07-09,68.69868995633188
2023-07-10,53.43231441048035
2023-07-11,76.33187772925764
2023-07-12,76.33187772925764
2023-07-13,61.06550218340612
2023-07-14,68.69868995633188
2023-07-15,68.69868995633188
2023-07-16,76.33187772925764
2023-07-17,99.23144104803494
2023-07-18,83.9650655021834
2023-07-19,91.59825327510917
2023-07-20,68.69868995633188
2023-07-21,114.49781659388647
2023-07-22,68.69868995633188
2023-07-23,76.33187772925764
2023-07-24,76.33187772925764
2023-07-25,68.69868995633188
2023-07-26,76.33187772925764
2023-07-27,76.33187772925764
2023-07-28,68.69868995633188
2023-07-29,61.06550218340612
2023-07-30,76.33187772925764
2023-07-31,68.69868995633188
2023-08-01,106.8646288209607
2023-08-02,99.23144104803494
2023-08-03,114.49781659388647
2023-08-04,106.8646288209607
2023-08-05,61.06550218340612
2023-08-06,76.33187772925764
2023-08-07,76.33187772925764
2023-08-08,76.33187772925764
2023-08-09,76.33187772925764
2023-08-10,61.06550218340612
2023-08-11,76.33187772925764
2023-08-12,61.06550218340612
2023-08-13,68.69868995633188
2023-08-14,91.59825327510917
2023-08-15,114.49781659388647
2023-08-16,91.59825327510917
2023-08-17,99.23144104803494
2023-08-18,68.69868995633188
2023-08-19,61.06550218340612
2023-08-20,68.69868995633188
2023-08-21,106.8646288209607
2023-08-22,91.59825327510917
2023-08-23,106.8646288209607
2023-08-24,221.36244541484717
2023-08-25,183.19650655021834
2023-08-26,114.49781659388647
2023-08-27,106.8646288209607
2023-08-28,129.764192139738
2023-08-29,114.49781659388647
2023-08-30,76.33187772925764
2023-08-31,83.9650655021834
2023-09-01,83.9650655021834
2023-09-02,53.43231441048035
2023-09-03,763.3187772925764
2023-09-04,160.29694323144105
2023-09-05,91.59825327510917
2023-09-06,83.9650655021834
2023-09-07,99.23144104803494
2023-09-08,91.59825327510917
2023-09-09,76.33187772925764
2023-09-10,76.33187772925764
2023-09-11,91.59825327510917
2023-09-12,76.33187772925764
2023-09-13,91.59825327510917
2023-09-14,68.69868995633188
2023-09-15,61.06550218340612
2023-09-16,68.69868995633188
2023-09-17,68.69868995633188
2023-09-18,76.33187772925764
2023-09-19,83.9650655021834
2023-09-20,76.33187772925764
2023-09-21,106.8646288209607
2023-09-22,76.33187772925764
2023-09-23,76.33187772925764
2023-09-24,91.59825327510917
2023-09-25,114.49781659388647
2023-09-26,91.59825327510917
2023-09-27,106.8646288209607
2023-09-28,175.56331877729258
2023-09-29,99.23144104803494
2023-09-30,76.33187772925764
2023-10-01,83.9650655021834
2023-10-02,99.23144104803494
2023-10-03,83.9650655021834
2023-10-04,91.59825327510917
2023-10-05,99.23144104803494
2023-10-06,76.33187772925764
2023-10-07,68.69868995633188
2023-10-08,83.9650655021834
2023-10-09,106.8646288209607
2023-10-10,106.8646288209607
2023-10-11,106.8646288209607
2023-10-12,99.23144104803494
2023-10-13,91.59825327510917
2023-10-14,76.33187772925764
2023-10-15,99.23144104803494
2023-10-16,122.13100436681223
2023-10-17,129.764192139738
2023-10-18,114.49781659388647
2023-10-19,114.49781659388647
2023-10-20,106.8646288209607
2023-10-21,83.9650655021834
2023-10-22,99.23144104803494
2023-10-23,99.23144104803494
2023-10-24,129.764192139738
2023-10-25,106.8646288209607
2023-10-26,114.49781659388647
2023-10-27,114.49781659388647
2023-10-28,152.66375545851528
2023-10-29,236.6288209606987
2023-10-30,137.39737991266375
2023-10-31,137.39737991266375
2023-11-01,137.39737991266375
2023-11-02,167.9301310043668
2023-11-03,152.66375545851528
2023-11-04,152.66375545851528
2023-11-05,213.7292576419214
2023-11-06,396.92576419213975
2023-11-07,656.4541484716158
2023-11-08,618.2882096069869
2023-11-09,396.92576419213975
2023-11-10,228.99563318777294
2023-11-11,145.03056768558952
2023-11-12,129.764192139738
2023-11-13,183.19650655021834
2023-11-14,122.13100436681223
2023-11-15,129.764192139738
2023-11-16,114.49781659388647
2023-11-17,106.8646288209607
2023-11-18,91.59825327510917
2023-11-19,99.23144104803494
2023-11-20,106.8646288209607
2023-11-21,129.764192139738
2023-11-22,106.8646288209607
2023-11-23,76.33187772925764
2023-11-24,68.69868995633188
2023-11-25,61.06550218340612
2023-11-26,91.59825327510917
2023-11-27,114.49781659388647
2023-11-28,114.49781659388647
2023-11-29,91.59825327510917
2023-11-30,106.8646288209607
2023-12-01,99.23144104803494
2023-12-02,76.33187772925764
2023-12-03,83.9650655021834
2023-12-04,114.49781659388647
2023-12-05,106.8646288209607
2023-12-06,122.13100436681223
2023-12-07,145.03056768558952
2023-12-08,137.39737991266375
2023-12-09,91.59825327510917
2023-12-10,114.49781659388647
2023-12-11,91.59825327510917
2023-12-12,129.764192139738
2023-12-13,122.13100436681223
2023-12-14,122.13100436681223
2023-12-15,129.764192139738
2023-12-16,91.59825327510917
2023-12-17,106.8646288209607
2023-12-18,137.39737991266375
2023-12-19,129.764192139738
2023-12-20,228.99563318777294
2023-12-21,160.29694323144105
2023-12-22,130.01863173216884
2023-12-23,98.46812227074236
2023-12-24,126.20203784570597
2023-12-25,94.65152838427947
2023-12-26,118.0599708879185
2023-12-27,126.20203784570597
2023-12-28,145.79388646288209
2023-12-29,161.56914119359533
2023-12-30,118.0599708879185
2023-12-31,141.9772925764192
2024-01-01,212.71149927219795
2024-01-02,216.52809315866085
2024-01-03,228.4867540029112
2024-01-04,208.89490538573506
2024-01-05,193.11965065502181
2024-01-06,181.16098981077147
2024-01-07,181.16098981077147
2024-01-08,181.16098981077147
2024-01-09,212.71149927219795
2024-01-10,240.44541484716157
2024-01-11,260.0372634643377
2024-01-12,196.9362445414847
2024-01-13,208.89490538573506
2024-01-14,244.26200873362444
2024-01-15,244.26200873362444
2024-01-16,665.8684133915575
2024-01-17,378.0972343522562
2024-01-18,362.32197962154294
2024-01-19,260.0372634643377
2024-01-20,228.4867540029112
2024-01-21,358.2509461426492
2024-01-22,439.67161572052396
2024-01-23,374.53508005822414
2024-01-24,651.3653566229984
2024-01-25,341.96681222707423
2024-01-26,260.5461426491994
2024-01-27,211.6937409024745
2024-01-28,227.9778748180495
2024-01-29,195.40960698689955
2024-01-30,195.40960698689955
2024-01-31,195.40960698689955
2024-02-01,179.1254730713246
2024-02-02,211.6937409024745
2024-02-03,146.55720524017465
2024-02-04,227.9778748180495
2024-02-05,211.6937409024745
2024-02-06,211.6937409024745
2024-02-07,260.5461426491994
2024-02-08,227.9778748180495
2024-02-09,227.9778748180495
2024-02-10,195.40960698689955
2024-02-11,179.1254730713246
2024-02-12,211.6937409024745
2024-02-13,195.40960698689955
2024-02-14,179.1254730713246
2024-02-15,146.55720524017465
2024-02-16,179.1254730713246
2024-02-17,146.55720524017465
2024-02-18,195.40960698689955
2024-02-19,179.1254730713246
2024-02-20,179.1254730713246
2024-02-21,179.1254730713246
2024-02-22,146.55720524017465
2024-02-23,162.8413391557496
2024-02-24,195.40960698689955
2024-02-25,293.1144104803493
2024-02-26,244.26200873362444
2024-02-27,244.26200873362444
2024-02-28,293.1144104803493
2024-02-29,227.9778748180495
2024-03-01,211.6937409024745
2024-03-02,227.9778748180495
2024-03-03,244.26200873362444
2024-03-04,325.6826783114992
2024-03-05,521.0922852983988
2024-03-06,993.3321688500727
2024-03-07,472.2398835516739
2024-03-08,455.955749636099
2024-03-09,276.83027656477435
2024-03-10,244.26200873362444
2024-03-11,195.40960698689955
2024-03-12,227.9778748180495
2024-03-13,374.53508005822414
2024-03-14,227.9778748180495
2024-03-15,179.1254730713246
2024-03-16,179.1254730713246
2024-03-17,211.6937409024745
2024-03-18,244.26200873362444
2024-03-19,260.5461426491994
2024-03-20,244.26200873362444
2024-03-21,162.8413391557496
2024-03-22,146.55720524017465
2024-03-23,130.2730713245997
2024-03-24,130.2730713245997
2024-03-25,146.55720524017465
2024-03-26,162.8413391557496
2024-03-27,130.2730713245997
2024-03-28,146.55720524017465
2024-03-29,130.2730713245997
2024-03-30,113.98893740902474
2024-03-31,130.2730713245997
2024-04-01,146.55720524017465
2024-04-02,195.40960698689955
2024-04-03,227.9778748180495
2024-04-04,162.8413391557496
2024-04-05,130.2730713245997
2024-04-06,113.98893740902474
2024-04-07,146.55720524017465
2024-04-08,162.8413391557496
2024-04-09,130.2730713245997
2024-04-10,146.55720524017465
2024-04-11,146.55720524017465
2024-04-12,130.2730713245997
2024-04-13,113.98893740902474
2024-04-14,130.2730713245997
2024-04-15,146.55720524017465
2024-04-16,146.55720524017465
2024-04-17,146.55720524017465
2024-04-18,146.55720524017465
2024-04-19,130.2730713245997
2024-04-20,113.98893740902474
2024-04-21,130.2730713245997
2024-04-22,146.55720524017465
2024-04-23,146.55720524017465
2024-04-24,179.1254730713246
2024-04-25,146.55720524017465
2024-04-26,130.2730713245997
2024-04-27,113.98893740902474
2024-04-28,162.8413391557496
2024-04-29,146.55720524017465
2024-04-30,113.98893740902474
2024-05-01,130.2730713245997
2024-05-02,146.55720524017465
2024-05-03,146.55720524017465
2024-05-04,130.2730713245997
2024-05-05,130.2730713245997
2024-05-06,146.55720524017465
2024-05-07,146.55720524017465
2024-05-08,162.8413391557496
2024-05-09,146.55720524017465
2024-05-10,130.2730713245997
2024-05-11,130.2730713245997
2024-05-12,162.8413391557496
2024-05-13,179.1254730713246
2024-05-14,179.1254730713246
2024-05-15,211.6937409024745
2024-05-16,146.55720524017465
2024-05-17,146.55720524017465
2024-05-18,113.98893740902474
2024-05-19,130.2730713245997
2024-05-20,146.55720524017465
2024-05-21,179.1254730713246
2024-05-22,179.1254730713246
2024-05-23,179.1254730713246
2024-05-24,162.8413391557496
2024-05-25,113.98893740902474
2024-05-26,130.2730713245997
2024-05-27,146.55720524017465
2024-05-28,146.55720524017465
2024-05-29,179.1254730713246
2024-05-30,309.39854439592426
2024-05-31,423.387481804949
2024-06-01,227.9778748180495
2024-06-02,325.6826783114992
2024-06-03,325.6826783114992
2024-06-04,244.26200873362444
2024-06-05,227.9778748180495
2024-06-06,179.1254730713246
2024-06-07,162.8413391557496
2024-06-08,130.2730713245997
2024-06-09,162.8413391557496
2024-06-10,195.40960698689955
2024-06-11,195.40960698689955
2024-06-12,179.1254730713246
2024-06-13,179.1254730713246
2024-06-14,179.1254730713246
2024-06-15,162.8413391557496
2024-06-16,162.8413391557496
2024-06-17,211.6937409024745
2024-06-18,195.40960698689955
2024-06-19,195.40960698689955
2024-06-20,211.6937409024745
2024-06-21,195.40960698689955
2024-06-22,162.8413391557496
2024-06-23,211.6937409024745
2024-06-24,227.9778748180495
2024-06-25,195.40960698689955
2024-06-26,227.9778748180495
2024-06-27,358.2509461426492
2024-06-28,1270.162445414847
2024-06-29,504.80815138282384
2024-06-30,390.8192139737991
2024-07-01,374.53508005822414
2024-07-02,390.8192139737991
2024-07-03,374.53508005822414
2024-07-04,341.96681222707423
2024-07-05,325.6826783114992
2024-07-06,325.6826783114992
2024-07-07,293.1144104803493
2024-07-08,293.1144104803493
2024-07-09,325.6826783114992
2024-07-10,293.1144104803493
2024-07-11,293.1144104803493
2024-07-12,341.96681222707423
2024-07-13,309.39854439592426
2024-07-14,553.6605531295487
2024-07-15,553.6605531295487
2024-07-16,521.0922852983988
2024-07-17,455.955749636099
2024-07-18,472.2398835516739
2024-07-19,569.9446870451237
2024-07-20,341.96681222707423
2024-07-21,1628.4133915574962
2024-07-22,1286.446579330422
2024-07-23,960.7639010189228
2024-07-24,716.5018922852984
2024-07-25,651.3653566229984
2024-07-26,553.6605531295487
2024-07-27,488.5240174672489
2024-07-28,521.0922852983988
2024-07-29,667.6494905385734
2024-07-30,488.5240174672489
2024-07-31,455.955749636099
2024-08-01,504.80815138282384
2024-08-02,455.955749636099
2024-08-03,407.10334788937405
2024-08-04,374.53508005822414
2024-08-05,407.10334788937405
2024-08-06,553.6605531295487
2024-08-07,602.5129548762736
2024-08-08,521.0922852983988
2024-08-09,455.955749636099
2024-08-10,423.387481804949
2024-08-11,472.2398835516739
2024-08-12,455.955749636099
2024-08-13,488.5240174672489
2024-08-14,439.67161572052396
2024-08-15,407.10334788937405
2024-08-16,374.53508005822414
2024-08-17,390.8192139737991
2024-08-18,187.26754002911207
2024-08-19,195.40960698689955
2024-08-20,260.5461426491994
2024-08-21,326.1826783114992
2024-08-22,276.83027656477435
2024-08-23,375.03508005822414
2024-08-24,301.2564774381368
2024-08-25,236.11994177583696
2024-08-26,252.40407569141192
2024-08-27,236.11994177583696
2024-08-28,219.83580786026198
2024-08-29,203.55167394468702
2024-08-30,211.6937409024745
2024-08-31,162.8413391557496
2024-09-01,203.55167394468702
2024-09-02,195.40960698689955
2024-09-03,203.55167394468702
2024-09-04,227.9778748180495
2024-09-05,219.83580786026198
2024-09-06,211.6937409024745
2024-09-07,187.26754002911207
2024-09-08,203.55167394468702
2024-09-09,236.11994177583696
2024-09-10,244.26200873362444
2024-09-11,668.1494905385734
2024-09-12,407.60334788937405
2024-09-13,268.6882096069869
2024-09-14,268.6882096069869
2024-09-15,252.40407569141192
2024-09-16,252.40407569141192
2024-09-17,1.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
