Time,abcya
2024-09-20,67.09804167353303
2024-09-21,9.37929614791322
2024-09-22,6.493358871632229
2024-09-23,38.23866891072313
2024-09-24,49.78241801584709
2024-09-25,44.01054346328511
2024-09-26,47.617965058636344
2024-09-27,54.111323930268576
2024-09-28,8.657811828842972
2024-09-29,5.7718745525619815
2024-09-30,34.63124731537189
2024-10-01,39.68163754886362
2024-10-02,41.12460618700412
2024-10-03,41.12460618700412
2024-10-04,60.60468280190081
2024-10-05,7.936327509772725
2024-10-06,5.7718745525619815
2024-10-07,31.7453100390909
2024-10-08,36.79570027258263
2024-10-09,36.074215953512386
2024-10-10,41.12460618700412
2024-10-11,45.4535121014256
2024-10-12,7.214843190702477
2024-10-13,5.7718745525619815
2024-10-14,20.201560933966935
2024-10-15,33.188278677231395
2024-10-16,45.4535121014256
2024-10-17,41.12460618700412
2024-10-18,54.832808249338825
2024-10-19,7.214843190702477
2024-10-20,5.7718745525619815
2024-10-21,31.7453100390909
2024-10-22,38.96015322979338
2024-10-23,44.73202778235536
2024-10-24,45.4535121014256
2024-10-25,55.554292568409075
2024-10-26,7.936327509772725
2024-10-27,5.7718745525619815
2024-10-28,32.466794358161145
2024-10-29,41.12460618700412
2024-10-30,41.12460618700412
2024-10-31,50.503902334917335
2024-11-01,57.718745525619816
2024-11-02,7.936327509772725
2024-11-03,6.493358871632229
2024-11-04,33.188278677231395
2024-11-05,25.973435486528917
2024-11-06,33.909762996301644
2024-11-07,42.56757482514461
2024-11-08,55.554292568409075
2024-11-09,7.936327509772725
2024-11-10,7.214843190702477
2024-11-11,22.36601389117768
2024-11-12,35.35273163444214
2024-11-13,38.96015322979338
2024-11-14,44.73202778235536
2024-11-15,59.88319848283056
2024-11-16,7.936327509772725
2024-11-17,6.493358871632229
2024-11-18,34.63124731537189
2024-11-19,41.84609050607437
2024-11-20,44.73202778235536
2024-11-21,49.78241801584709
2024-11-22,66.37655735446279
2024-11-23,9.37929614791322
2024-11-24,7.214843190702477
2024-11-25,27.416404124669413
2024-11-26,36.074215953512386
2024-11-27,13.708202062334706
2024-11-28,7.214843190702477
2024-11-29,5.7718745525619815
2024-11-30,4.328905914421486
2024-12-01,4.328905914421486
2024-12-02,32.466794358161145
2024-12-03,39.68163754886362
2024-12-04,44.73202778235536
2024-12-05,43.28905914421486
2024-12-06,66.37655735446279
2024-12-07,7.214843190702477
2024-12-08,6.493358871632229
2024-12-09,40.40312186793387
2024-12-10,46.17499642049585
2024-12-11,46.17499642049585
2024-12-12,51.946870973057834
2024-12-13,67.81952599260329
2024-12-14,8.657811828842972
2024-12-15,6.493358871632229
2024-12-16,46.17499642049585
2024-12-17,54.111323930268576
2024-12-18,57.718745525619816
2024-12-19,68.54101031167353
2024-12-20,65.65507303539253
2024-12-21,8.657811828842972
2024-12-22,5.7718745525619815
2024-12-23,6.493358871632229
2024-12-24,5.7718745525619815
2024-12-25,5.050390233491734
2024-12-26,5.050390233491734
2024-12-27,3.6074215953512385
2024-12-28,3.6074215953512385
2024-12-29,3.6074215953512385
2024-12-30,3.6074215953512385
2024-12-31,3.6074215953512385
2025-01-01,3.6074215953512385
2025-01-02,9.37929614791322
2025-01-03,12.26523342419421
2025-01-04,3.6074215953512385
2025-01-05,3.6074215953512385
2025-01-06,18.75859229582644
2025-01-07,34.63124731537189
2025-01-08,40.40312186793387
2025-01-09,46.8964807395661
2025-01-10,48.33944937770659
2025-01-11,7.936327509772725
2025-01-12,5.7718745525619815
2025-01-13,38.96015322979338
2025-01-14,51.946870973057834
2025-01-15,46.8964807395661
2025-01-16,49.78241801584709
2025-01-17,55.554292568409075
2025-01-18,8.657811828842972
2025-01-19,6.493358871632229
2025-01-20,7.214843190702477
2025-01-21,28.859372762809908
2025-01-22,32.466794358161145
2025-01-23,41.84609050607437
2025-01-24,55.554292568409075
2025-01-25,7.214843190702477
2025-01-26,5.050390233491734
2025-01-27,36.074215953512386
2025-01-28,41.12460618700412
2025-01-29,38.96015322979338
2025-01-30,44.73202778235536
2025-01-31,59.88319848283056
2025-02-01,6.493358871632229
2025-02-02,5.7718745525619815
2025-02-03,28.859372762809908
2025-02-04,37.51718459165288
2025-02-05,41.84609050607437
2025-02-06,43.28905914421486
2025-02-07,58.44022984469006
2025-02-08,7.936327509772725
2025-02-09,6.493358871632229
2025-02-10,31.7453100390909
2025-02-11,43.28905914421486
2025-02-12,41.12460618700412
2025-02-13,49.78241801584709
2025-02-14,44.73202778235536
2025-02-15,7.214843190702477
2025-02-16,5.050390233491734
2025-02-17,10.822264786053715
2025-02-18,30.302341400950404
2025-02-19,35.35273163444214
2025-02-20,36.074215953512386
2025-02-21,48.33944937770659
2025-02-22,7.936327509772725
2025-02-23,5.050390233491734
2025-02-24,30.302341400950404
2025-02-25,36.79570027258263
2025-02-26,37.51718459165288
2025-02-27,41.12460618700412
2025-02-28,52.66835529212808
2025-03-01,6.493358871632229
2025-03-02,5.7718745525619815
2025-03-03,31.7453100390909
2025-03-04,38.23866891072313
2025-03-05,41.84609050607437
2025-03-06,44.73202778235536
2025-03-07,54.111323930268576
2025-03-08,6.493358871632229
2025-03-09,5.050390233491734
2025-03-10,27.416404124669413
2025-03-11,31.02382572002065
2025-03-12,35.35273163444214
2025-03-13,38.96015322979338
2025-03-14,46.17499642049585
2025-03-15,5.050390233491734
2025-03-16,5.050390233491734
2025-03-17,25.973435486528917
2025-03-18,29.580857081880154
2025-03-19,32.466794358161145
2025-03-20,36.79570027258263
2025-03-21,47.617965058636344
2025-03-22,5.7718745525619815
2025-03-23,5.050390233491734
2025-03-24,28.13788844373966
2025-03-25,29.580857081880154
2025-03-26,31.7453100390909
2025-03-27,36.074215953512386
2025-03-28,49.06093369677684
2025-03-29,5.050390233491734
2025-03-30,4.328905914421486
2025-03-31,26.694919805599163
2025-04-01,31.02382572002065
2025-04-02,33.909762996301644
2025-04-03,39.68163754886362
2025-04-04,47.617965058636344
2025-04-05,6.493358871632229
2025-04-06,4.328905914421486
2025-04-07,31.02382572002065
2025-04-08,34.63124731537189
2025-04-09,35.35273163444214
2025-04-10,39.68163754886362
2025-04-11,55.554292568409075
2025-04-12,5.050390233491734
2025-04-13,4.328905914421486
2025-04-14,27.416404124669413
2025-04-15,33.27039938162157
2025-04-16,34.901497884855786
2025-04-17,50.05720143645969
2025-04-18,16.786802054838116
2025-04-19,4.28688605359331
2025-04-20,3.6229391660035333
2025-04-21,20.106536492786994
2025-04-22,30.31140710320782
2025-04-23,34.598293156801134
2025-04-24,37.55728543521489
2025-04-25,49.09004982081527
2025-04-26,4.950832941183085
2025-04-27,3.6229391660035333
2025-04-28,32.96719465356692
2025-04-29,41.8441714888082
2025-04-30,45.467110654811734
2025-05-01,47.458951317581054
2025-05-02,56.99987504041211
2025-05-03,5.614779828772862
2025-05-04,4.28688605359331
2025-05-05,39.549126097984214
2025-05-06,46.13105754240151
2025-05-07,46.13105754240151
2025-05-08,52.04904209922902
2025-05-09,55.67198126523256
2025-05-10,4.950832941183085
2025-05-11,4.28688605359331
2025-05-12,47.09820915804593
2025-05-13,45.467110654811734
2025-05-14,47.458951317581054
2025-05-15,53.970441593728125
2025-05-16,60.64094561093047
2025-05-17,5.457685104983742
2025-05-18,3.6384567366558285
2025-05-19,44.26789029597925
2025-05-20,46.69352812041647
2025-05-21,50.33198485707229
2025-05-22,46.08711866430716
2025-05-23,37.597386278776895
2025-05-24,4.851275648874438
2025-05-25,3.6384567366558285
2025-05-26,3.6384567366558285
2025-05-27,28.501244437137323
2025-05-28,32.13970117379315
2025-05-29,28.501244437137323
2025-05-30,29.714063349355932
2025-05-31,3.6384567366558285
2025-06-01,3.6384567366558285
2025-06-02,19.405102595497752
2025-06-03,23.04355933215358
2025-06-04,23.04355933215358
2025-06-05,21.224330963825665
2025-06-06,18.192283683279143
2025-06-07,3.6384567366558285
2025-06-08,3.0320472805465237
2025-06-09,16.373055314951227
2025-06-10,16.979464771060535
2025-06-11,16.373055314951227
2025-06-12,15.160236402732618
2025-06-13,13.341008034404705
2025-06-14,3.0320472805465237
2025-06-15,2.425637824437219
2025-06-16,11.52177966607679
2025-06-17,10.915370209967485
2025-06-18,9.702551297748876
2025-06-19,4.851275648874438
2025-06-20,6.670504017202353
2025-06-21,1.8192283683279142
2025-06-22,2.425637824437219
2025-06-23,7.883322929420961
2025-06-24,6.670504017202353
2025-06-25,7.276913473311657
2025-06-26,6.670504017202353
2025-06-27,4.244866192765134
2025-06-28,1.8192283683279142
2025-06-29,2.425637824437219
2025-06-30,3.6384567366558285
2025-07-01,3.6384567366558285
2025-07-02,3.6384567366558285
2025-07-03,3.0320472805465237
2025-07-04,2.425637824437219
2025-07-05,2.425637824437219
2025-07-06,2.425637824437219
2025-07-07,3.0320472805465237
2025-07-08,4.244866192765134
2025-07-09,4.244866192765134
2025-07-10,4.244866192765134
2025-07-11,3.0320472805465237
2025-07-12,2.425637824437219
2025-07-13,2.425637824437219
2025-07-14,4.244866192765134
2025-07-15,3.6384567366558285
2025-07-16,4.244866192765134
2025-07-17,3.6384567366558285
2025-07-18,3.6384567366558285
2025-07-19,1.8192283683279142
2025-07-20,2.425637824437219
2025-07-21,3.0320472805465237
2025-07-22,3.6384567366558285
2025-07-23,3.6384567366558285
2025-07-24,3.6384567366558285
2025-07-25,3.6384567366558285
2025-07-26,1.8192283683279142
2025-07-27,1.8192283683279142
2025-07-28,3.6384567366558285
2025-07-29,4.244866192765134
2025-07-30,3.6384567366558285
2025-07-31,4.851275648874438
2025-08-01,5.457685104983742
2025-08-02,1.8192283683279142
2025-08-03,2.425637824437219
2025-08-04,5.457685104983742
2025-08-05,7.883322929420961
2025-08-06,8.489732385530267
2025-08-07,10.915370209967485
2025-08-08,13.341008034404705
2025-08-09,2.425637824437219
2025-08-10,3.0320472805465237
2025-08-11,12.7345985782954
2025-08-12,15.160236402732618
2025-08-13,19.405102595497752
2025-08-14,24.25637824437219
2025-08-15,36.38456736655829
2025-08-16,4.851275648874438
2025-08-17,3.6384567366558285
2025-08-18,21.83074041993497
2025-08-19,30.320472805465236
2025-08-20,32.13970117379315
2025-08-21,36.38456736655829
2025-08-22,48.51275648874438
2025-08-23,5.457685104983742
2025-08-24,4.244866192765134
2025-08-25,28.501244437137323
2025-08-26,35.17174845433968
2025-08-27,38.810205190995504
2025-08-28,43.055071383760634
2025-08-29,48.51275648874438
2025-08-30,6.0640945610930475
2025-08-31,4.851275648874438
2025-09-01,4.244866192765134
2025-09-02,29.107653893246628
2025-09-03,38.2037957348862
2025-09-04,44.874299752088554
2025-09-05,58.82171724260256
2025-09-06,6.670504017202353
2025-09-07,4.851275648874438
2025-09-08,33.95892954212107
2025-09-09,41.842252471542025
2025-09-10,41.842252471542025
2025-09-11,43.055071383760634
2025-09-12,58.82171724260256
2025-09-13,6.670504017202353
2025-09-14,4.851275648874438
2025-09-15,32.746110629902454
2025-09-16,40.02302410321411
2025-09-17,41.23584301543272
2025-09-18,43.055071383760634
2025-09-19,58.215307786493256
2025-09-20,6.670504017202353
2025-09-21,4.851275648874438
2025-09-22,31.533291717683845
2025-09-23,35.77815791044898
2025-09-24,41.23584301543272
2025-09-25,43.055071383760634
2025-09-26,58.215307786493256
2025-09-27,7.276913473311657
2025-09-28,5.457685104983742
2025-09-29,32.746110629902454
2025-09-30,37.597386278776895
2025-10-01,36.99097682266759
2025-10-02,35.77815791044898
2025-10-03,53.36403213761882
2025-10-04,6.670504017202353
2025-10-05,4.851275648874438
2025-10-06,30.92688226157454
2025-10-07,35.77815791044898
2025-10-08,37.597386278776895
2025-10-09,41.23584301543272
2025-10-10,44.26789029597925
2025-10-11,6.0640945610930475
2025-10-12,4.851275648874438
2025-10-13,18.192283683279143
2025-10-14,32.13970117379315
2025-10-15,42.44866192765133
2025-10-16,36.99097682266759
2025-10-17,48.51275648874438
2025-10-18,6.670504017202353
2025-10-19,5.457685104983742
2025-10-20,32.13970117379315
2025-10-21,34.565338998230374
2025-10-22,36.38456736655829
2025-10-23,38.2037957348862
2025-10-24,55.78966996205604
2025-10-25,6.670504017202353
2025-10-26,4.851275648874438
2025-10-27,33.35252008601176
2025-10-28,39.41661464710481
2025-10-29,41.23584301543272
2025-10-30,47.906347032635075
2025-10-31,50.9383943131816
2025-11-01,4.851275648874438
2025-11-02,4.851275648874438
2025-11-03,28.501244437137323
2025-11-04,26.075606612700103
2025-11-05,35.17174845433968
2025-11-06,35.17174845433968
2025-11-07,49.119165944853684
2025-11-08,7.276913473311657
2025-11-09,4.851275648874438
2025-11-10,29.714063349355932
2025-11-11,23.649968788262886
2025-11-12,29.107653893246628
2025-11-13,28.501244437137323
2025-11-14,40.02302410321411
2025-11-15,4.851275648874438
2025-11-16,3.6384567366558285
2025-11-17,18.798693139388448
2025-11-18,22.437149876044277
2025-11-19,21.224330963825665
2025-11-20,23.649968788262886
2025-11-21,32.746110629902454
2025-11-22,4.244866192765134
2025-11-23,3.6384567366558285
2025-11-24,11.52177966607679
2025-11-25,16.373055314951227
2025-11-26,6.670504017202353
2025-11-27,3.6384567366558285
2025-11-28,2.425637824437219
2025-11-29,1.8192283683279142
2025-11-30,2.425637824437219
2025-12-01,14.553826946623314
2025-12-02,18.192283683279143
2025-12-03,17.58587422716984
2025-12-04,21.224330963825665
2025-12-05,26.075606612700103
2025-12-06,3.6384567366558285
2025-12-07,2.425637824437219
2025-12-08,15.160236402732618
2025-12-09,17.58587422716984
2025-12-10,16.373055314951227
2025-12-11,18.09272392182836
2025-12-12,25.40584094475848
2025-12-13,3.719914723297377
2025-12-14,2.3532307252002873
2025-12-15,16.979464771060535
2025-12-16,16.979464771060535
2025-12-17,22.369268220509653
2025-12-18,25.40584094475848
2025-12-19,21.685926221461106
2025-12-20,2.909860300584201
2025-12-21,2.479943148864918
2025-12-22,6.073145448497664
2025-12-23,5.3898034494491185
2025-12-24,1.9233135734810038
2025-12-25,2.3532307252002873
2025-12-26,1.669888726151742
2025-12-27,1.3666839980970897
2025-12-28,1.239971574432459
2025-12-29,1.3666839980970897
2025-12-30,1.9233135734810038
2025-12-31,1.239971574432459
2026-01-01,1.239971574432459
2026-01-02,1.669888726151742
2026-01-03,1.669888726151742
2026-01-04,1.239971574432459
2026-01-05,6.629775023881578
2026-01-06,11.0330317462275
2026-01-07,14.069604470476332
2026-01-08,13.81617962314707
2026-01-09,23.17932264322283
2026-01-10,2.7876733206218787
2026-01-11,2.280823625963355
2026-01-12,11.404118129816776
2026-01-13,14.445216297767915
2026-01-14,13.68494175578013
2026-01-15,14.445216297767915
2026-01-16,19.51371324435315
2026-01-17,2.534248473292617
2026-01-18,2.280823625963355
2026-01-19,2.534248473292617
2026-01-20,10.39041874049973
2026-01-21,13.431516908450869
2026-01-22,14.698641145097177
2026-01-23,20.273987786340935
2026-01-24,4.308222404597449
2026-01-25,3.5479478626096634
2026-01-26,6.335621183231542
2026-01-27,8.616444809194897
2026-01-28,8.869869656524159
2026-01-29,11.150693282487515
2026-01-30,14.698641145097177
2026-01-31,2.7876733206218787
2026-02-01,2.0273987786340935
2026-02-02,9.376719351182683
2026-02-03,10.39041874049973
2026-02-04,10.39041874049973
2026-02-05,10.897268435158253
2026-02-06,15.965765381743486
2026-02-07,2.0273987786340935
2026-02-08,1.52054908397557
2026-02-09,7.856170267207112
2026-02-10,10.643843587828991
2026-02-11,11.9109678244753
2026-02-12,11.404118129816776
2026-02-13,12.16439267180456
2026-02-14,1.7739739313048317
2026-02-15,1.7739739313048317
2026-02-16,3.04109816795114
2026-02-17,6.842470877890065
2026-02-18,8.363019961865636
2026-02-19,9.630144198511944
2026-02-20,14.698641145097177
2026-02-21,2.0273987786340935
2026-02-22,1.7739739313048317
2026-02-23,8.109595114536374
2026-02-24,9.630144198511944
2026-02-25,9.376719351182683
2026-02-26,11.657542977146038
2026-02-27,14.952065992426439
2026-02-28,2.280823625963355
2026-03-01,2.280823625963355
2026-03-02,8.109595114536374
2026-03-03,9.883569045841206
2026-03-04,10.136993893170468
2026-03-05,10.39041874049973
2026-03-06,15.2054908397557
2026-03-07,2.280823625963355
2026-03-08,1.52054908397557
2026-03-09,8.363019961865636
2026-03-10,8.869869656524159
2026-03-11,9.630144198511944
2026-03-12,11.150693282487515
2026-03-13,11.150693282487515
2026-03-14,1.52054908397557
2026-03-15,1.7739739313048317
2026-03-16,6.335621183231542
2026-03-17,8.869869656524159
2026-03-18,9.376719351182683
2026-03-19,7.60274541987785
2026-03-20,8.869869656524159
2026-03-21,1.52054908397557
2026-03-22,1.52054908397557
2026-03-23,6.335621183231542
2026-03-24,8.363019961865636
2026-03-25,8.363019961865636
2026-03-26,9.376719351182683
2026-03-27,11.404118129816776
2026-03-28,1.7739739313048317
2026-03-29,1.52054908397557
2026-03-30,6.589046030560803
2026-03-31,7.60274541987785
2026-04-01,8.869869656524159
2026-04-02,9.376719351182683
2026-04-03,4.054797557268187
2026-04-04,1.52054908397557
2026-04-05,1.0136993893170467
2026-04-06,4.308222404597449
2026-04-07,6.335621183231542
2026-04-08,6.589046030560803
2026-04-09,6.589046030560803
2026-04-10,8.869869656524159
2026-04-11,1.52054908397557
2026-04-12,1.0136993893170467
2026-04-13,6.589046030560803
2026-04-14,8.616444809194897
2026-04-15,9.376719351182683
2026-04-16,10.136993893170468
2026-04-17,13.431516908450869
2026-04-18,2.0273987786340935
2026-04-19,1.2671242366463085
2026-04-20,7.856170267207112
2026-04-21,9.12329450385342
2026-04-22,8.869869656524159
2026-04-23,9.12329450385342
2026-04-24,11.657542977146038
2026-04-25,1.2671242366463085
2026-04-26,1.52054908397557
2026-04-27,7.856170267207112
2026-04-28,8.616444809194897
2026-04-29,9.630144198511944
2026-04-30,9.12329450385342
2026-05-01,11.150693282487515
2026-05-02,1.2671242366463085
2026-05-03,1.2671242366463085
2026-05-04,7.095895725219327
2026-05-05,9.12329450385342
2026-05-06,10.136993893170468
2026-05-07,9.376719351182683
2026-05-08,11.9109678244753
2026-05-09,2.0273987786340935
2026-05-10,1.2671242366463085
2026-05-11,8.869869656524159
2026-05-12,10.643843587828991
2026-05-13,9.883569045841206
2026-05-14,10.897268435158253
2026-05-15,12.924667213792345
2026-05-16,1.7739739313048317
2026-05-17,1.7739739313048317
2026-05-18,9.883569045841206
2026-05-19,9.883569045841206
2026-05-20,9.376719351182683
2026-05-21,9.12329450385342
2026-05-22,8.363019961865636
2026-05-23,1.2671242366463085
2026-05-24,1.52054908397557
2026-05-25,1.0136993893170467
2026-05-26,5.828771488573019
2026-05-27,5.828771488573019
2026-05-28,6.335621183231542
2026-05-29,6.08219633590228
2026-05-30,1.0136993893170467
2026-05-31,1.2671242366463085
