Time,angela_bassett
2022-11-27,66.0
2022-11-28,22.0
2022-11-29,44.0
2022-11-30,22.0
2022-12-01,22.0
2022-12-02,44.0
2022-12-03,66.0
2022-12-04,66.0
2022-12-05,22.0
2022-12-06,22.0
2022-12-07,22.0
2022-12-08,22.0
2022-12-09,22.0
2022-12-10,22.0
2022-12-11,44.0
2022-12-12,44.0
2022-12-13,22.0
2022-12-14,44.0
2022-12-15,22.0
2022-12-16,22.0
2022-12-17,22.0
2022-12-18,22.0
2022-12-19,22.0
2022-12-20,22.0
2022-12-21,22.0
2022-12-22,22.0
2022-12-23,22.0
2022-12-24,22.0
2022-12-25,44.0
2022-12-26,22.0
2022-12-27,22.0
2022-12-28,22.0
2022-12-29,22.0
2022-12-30,44.0
2022-12-31,44.0
2023-01-01,198.0
2023-01-02,154.0
2023-01-03,88.0
2023-01-04,44.0
2023-01-05,44.0
2023-01-06,44.0
2023-01-07,44.0
2023-01-08,44.0
2023-01-09,22.0
2023-01-10,22.0
2023-01-11,484.0
2023-01-12,154.0
2023-01-13,88.0
2023-01-14,88.0
2023-01-15,66.0
2023-01-16,132.0
2023-01-17,66.0
2023-01-18,44.0
2023-01-19,44.0
2023-01-20,44.0
2023-01-21,44.0
2023-01-22,44.0
2023-01-23,44.0
2023-01-24,88.0
2023-01-25,88.0
2023-01-26,66.0
2023-01-27,66.0
2023-01-28,44.0
2023-01-29,66.0
2023-01-30,44.0
2023-01-31,44.0
2023-02-01,66.0
2023-02-02,88.0
2023-02-03,88.0
2023-02-04,110.0
2023-02-05,132.0
2023-02-06,66.0
2023-02-07,44.0
2023-02-08,44.0
2023-02-09,44.0
2023-02-10,44.0
2023-02-11,66.0
2023-02-12,66.0
2023-02-13,44.0
2023-02-14,44.0
2023-02-15,44.0
2023-02-16,44.0
2023-02-17,44.0
2023-02-18,44.0
2023-02-19,66.0
2023-02-20,66.0
2023-02-21,88.0
2023-02-22,154.0
2023-02-23,66.0
2023-02-24,88.0
2023-02-25,88.0
2023-02-26,198.0
2023-02-27,132.0
2023-02-28,88.0
2023-03-01,44.0
2023-03-02,66.0
2023-03-03,110.0
2023-03-04,66.0
2023-03-05,44.0
2023-03-06,44.0
2023-03-07,44.0
2023-03-08,44.0
2023-03-09,44.0
2023-03-10,44.0
2023-03-11,88.0
2023-03-12,308.0
2023-03-13,2200.0
2023-03-14,836.0
2023-03-15,308.0
2023-03-16,198.0
2023-03-17,110.0
2023-03-18,110.0
2023-03-19,88.0
2023-03-20,66.0
2023-03-21,66.0
2023-03-22,44.0
2023-03-23,44.0
2023-03-24,44.0
2023-03-25,44.0
2023-03-26,44.0
2023-03-27,44.0
2023-03-28,22.0
2023-03-29,22.0
2023-03-30,22.0
2023-03-31,22.0
2023-04-01,44.0
2023-04-02,44.0
2023-04-03,22.0
2023-04-04,22.0
2023-04-05,22.0
2023-04-06,22.0
2023-04-07,22.0
2023-04-08,44.0
2023-04-09,44.0
2023-04-10,22.0
2023-04-11,22.0
2023-04-12,22.0
2023-04-13,22.0
2023-04-14,44.0
2023-04-15,44.0
2023-04-16,44.0
2023-04-17,22.0
2023-04-18,22.0
2023-04-19,22.0
2023-04-20,22.0
2023-04-21,22.0
2023-04-22,44.0
2023-04-23,22.0
2023-04-24,22.0
2023-04-25,22.0
2023-04-26,24.0
2023-04-27,22.0
2023-04-28,23.0
2023-04-29,25.0
2023-04-30,39.0
2023-05-01,25.0
2023-05-02,24.0
2023-05-03,23.0
2023-05-04,21.0
2023-05-05,22.0
2023-05-06,21.0
2023-05-07,23.0
2023-05-08,21.0
2023-05-09,21.0
2023-05-10,19.0
2023-05-11,21.0
2023-05-12,21.0
2023-05-13,25.0
2023-05-14,23.0
2023-05-15,23.0
2023-05-16,23.0
2023-05-17,21.0
2023-05-18,20.0
2023-05-19,22.0
2023-05-20,23.0
2023-05-21,24.0
2023-05-22,21.0
2023-05-23,19.0
2023-05-24,66.0
2023-05-25,166.0
2023-05-26,174.0
2023-05-27,64.0
2023-05-28,48.0
2023-05-29,36.0
2023-05-30,24.0
2023-05-31,28.0
2023-06-01,28.0
2023-06-02,26.0
2023-06-03,30.0
2023-06-04,28.0
2023-06-05,24.0
2023-06-06,20.0
2023-06-07,20.0
2023-06-08,18.0
2023-06-09,20.0
2023-06-10,28.0
2023-06-11,26.0
2023-06-12,22.0
2023-06-13,20.0
2023-06-14,18.0
2023-06-15,18.0
2023-06-16,18.0
2023-06-17,20.0
2023-06-18,22.0
2023-06-19,22.0
2023-06-20,18.0
2023-06-21,14.0
2023-06-22,14.0
2023-06-23,20.0
2023-06-24,22.0
2023-06-25,20.0
2023-06-26,40.0
2023-06-27,56.0
2023-06-28,34.0
2023-06-29,28.0
2023-06-30,26.0
2023-07-01,26.0
2023-07-02,18.0
2023-07-03,22.0
2023-07-04,24.0
2023-07-05,18.0
2023-07-06,18.0
2023-07-07,18.0
2023-07-08,24.0
2023-07-09,30.0
2023-07-10,28.0
2023-07-11,22.0
2023-07-12,26.0
2023-07-13,20.0
2023-07-14,22.0
2023-07-15,22.0
2023-07-16,26.0
2023-07-17,20.0
2023-07-18,18.0
2023-07-19,14.0
2023-07-20,48.0
2023-07-21,20.0
2023-07-22,18.0
2023-07-23,24.0
2023-07-24,20.0
2023-07-25,16.0
2023-07-26,12.0
2023-07-27,14.0
2023-07-28,18.0
2023-07-29,16.0
2023-07-30,20.0
2023-07-31,14.0
2023-08-01,10.0
2023-08-02,14.0
2023-08-03,14.0
2023-08-04,12.0
2023-08-05,22.0
2023-08-06,20.0
2023-08-07,14.0
2023-08-08,14.0
2023-08-09,14.0
2023-08-10,14.0
2023-08-11,18.0
2023-08-12,18.0
2023-08-13,18.0
2023-08-14,12.0
2023-08-15,14.0
2023-08-16,32.0
2023-08-17,20.0
2023-08-18,16.0
2023-08-19,18.0
2023-08-20,20.0
2023-08-21,16.0
2023-08-22,16.0
2023-08-23,12.0
2023-08-24,8.0
2023-08-25,12.0
2023-08-26,22.0
2023-08-27,20.0
2023-08-28,14.0
2023-08-29,16.0
2023-08-30,18.0
2023-08-31,12.0
2023-09-01,14.0
2023-09-02,16.0
2023-09-03,20.0
2023-09-04,22.0
2023-09-05,16.0
2023-09-06,12.0
2023-09-07,16.0
2023-09-08,16.0
2023-09-09,16.0
2023-09-10,18.0
2023-09-11,16.0
2023-09-12,14.0
2023-09-13,12.0
2023-09-14,14.0
2023-09-15,12.0
2023-09-16,18.0
2023-09-17,18.0
2023-09-18,14.0
2023-09-19,12.0
2023-09-20,14.0
2023-09-21,14.0
2023-09-22,18.0
2023-09-23,14.0
2023-09-24,18.0
2023-09-25,18.0
2023-09-26,16.0
2023-09-27,14.0
2023-09-28,14.0
2023-09-29,22.0
2023-09-30,22.0
2023-10-01,20.0
2023-10-02,18.0
2023-10-03,26.0
2023-10-04,20.0
2023-10-05,18.0
2023-10-06,20.0
2023-10-07,22.0
2023-10-08,24.0
2023-10-09,16.0
2023-10-10,16.0
2023-10-11,14.0
2023-10-12,12.0
2023-10-13,18.0
2023-10-14,22.0
2023-10-15,22.0
2023-10-16,14.0
2023-10-17,16.0
2023-10-18,20.0
2023-10-19,20.0
2023-10-20,20.0
2023-10-21,26.0
2023-10-22,20.0
2023-10-23,10.0
2023-10-24,14.0
2023-10-25,14.0
2023-10-26,14.0
2023-10-27,16.0
2023-10-28,16.0
2023-10-29,18.0
2023-10-30,10.0
2023-10-31,12.0
2023-11-01,12.0
2023-11-02,14.0
2023-11-03,14.0
2023-11-04,16.0
2023-11-05,20.0
2023-11-06,14.0
2023-11-07,16.0
2023-11-08,14.0
2023-11-09,16.0
2023-11-10,18.0
2023-11-11,18.0
2023-11-12,22.0
2023-11-13,28.0
2023-11-14,36.0
2023-11-15,20.0
2023-11-16,14.0
2023-11-17,16.0
2023-11-18,16.0
2023-11-19,20.0
2023-11-20,22.0
2023-11-21,14.0
2023-11-22,18.0
2023-11-23,22.0
2023-11-24,20.0
2023-11-25,16.0
2023-11-26,24.0
2023-11-27,14.0
2023-11-28,18.0
2023-11-29,14.0
2023-11-30,12.0
2023-12-01,12.0
2023-12-02,14.0
2023-12-03,18.0
2023-12-04,14.0
2023-12-05,14.0
2023-12-06,14.0
2023-12-07,14.0
2023-12-08,16.0
2023-12-09,16.0
2023-12-10,20.0
2023-12-11,16.0
2023-12-12,18.0
2023-12-13,22.0
2023-12-14,14.0
2023-12-15,14.0
2023-12-16,18.0
2023-12-17,18.0
2023-12-18,14.0
2023-12-19,14.0
2023-12-20,22.0
2023-12-21,20.0
2023-12-22,18.0
2023-12-23,68.0
2023-12-24,42.0
2023-12-25,38.0
2023-12-26,26.0
2023-12-27,26.0
2023-12-28,22.0
2023-12-29,32.0
2023-12-30,28.0
2023-12-31,28.0
2024-01-01,28.0
2024-01-02,20.0
2024-01-03,20.0
2024-01-04,14.0
2024-01-05,18.0
2024-01-06,22.0
2024-01-07,22.0
2024-01-08,110.0
2024-01-09,36.0
2024-01-10,200.0
2024-01-11,186.0
2024-01-12,102.0
2024-01-13,92.0
2024-01-14,60.0
2024-01-15,58.0
2024-01-16,32.0
2024-01-17,28.0
2024-01-18,22.0
2024-01-19,24.0
2024-01-20,32.0
2024-01-21,26.0
2024-01-22,18.0
2024-01-23,16.0
2024-01-24,22.0
2024-01-25,20.0
2024-01-26,18.0
2024-01-27,22.0
2024-01-28,22.0
2024-01-29,16.0
2024-01-30,14.0
2024-01-31,16.0
2024-02-01,20.0
2024-02-02,22.0
2024-02-03,28.0
2024-02-04,26.0
2024-02-05,20.0
2024-02-06,18.0
2024-02-07,14.0
2024-02-08,18.0
2024-02-09,16.0
2024-02-10,22.0
2024-02-11,26.0
2024-02-12,16.0
2024-02-13,22.0
2024-02-14,18.0
2024-02-15,16.0
2024-02-16,18.0
2024-02-17,18.0
2024-02-18,26.0
2024-02-19,20.0
2024-02-20,20.0
2024-02-21,18.0
2024-02-22,24.0
2024-02-23,24.0
2024-02-24,28.0
2024-02-25,28.0
2024-02-26,22.0
2024-02-27,32.0
2024-02-28,22.0
2024-02-29,20.0
2024-03-01,26.0
2024-03-02,42.0
2024-03-03,56.0
2024-03-04,38.0
2024-03-05,42.0
2024-03-06,34.0
2024-03-07,28.0
2024-03-08,38.0
2024-03-09,82.0
2024-03-10,92.0
2024-03-11,122.0
2024-03-12,72.0
2024-03-13,104.0
2024-03-14,102.0
2024-03-15,90.0
2024-03-16,78.0
2024-03-17,76.0
2024-03-18,40.0
2024-03-19,32.0
2024-03-20,32.0
2024-03-21,44.0
2024-03-22,44.0
2024-03-23,42.0
2024-03-24,44.0
2024-03-25,38.0
2024-03-26,26.0
2024-03-27,28.0
2024-03-28,32.0
2024-03-29,42.0
2024-03-30,34.0
2024-03-31,30.0
2024-04-01,28.0
2024-04-02,30.0
2024-04-03,20.0
2024-04-04,24.0
2024-04-05,32.0
2024-04-06,24.0
2024-04-07,28.0
2024-04-08,22.0
2024-04-09,20.0
2024-04-10,22.0
2024-04-11,26.0
2024-04-12,22.0
2024-04-13,22.0
2024-04-14,24.0
2024-04-15,20.0
2024-04-16,34.0
2024-04-17,24.0
2024-04-18,18.0
2024-04-19,24.0
2024-04-20,22.0
2024-04-21,20.0
2024-04-22,24.0
2024-04-23,18.0
2024-04-24,16.0
2024-04-25,22.0
2024-04-26,18.0
2024-04-27,24.0
2024-04-28,26.0
2024-04-29,20.0
2024-04-30,16.0
2024-05-01,18.0
2024-05-02,24.0
2024-05-03,26.0
2024-05-04,26.0
2024-05-05,28.0
2024-05-06,22.0
2024-05-07,18.0
2024-05-08,20.0
2024-05-09,22.0
2024-05-10,22.0
2024-05-11,28.0
2024-05-12,28.0
2024-05-13,20.0
2024-05-14,24.0
2024-05-15,28.0
2024-05-16,20.0
2024-05-17,24.0
2024-05-18,28.0
2024-05-19,32.0
2024-05-20,26.0
2024-05-21,22.0
2024-05-22,20.0
2024-05-23,24.0
2024-05-24,30.0
2024-05-25,28.0
2024-05-26,28.0
2024-05-27,26.0
2024-05-28,20.0
2024-05-29,34.0
2024-05-30,22.0
2024-05-31,30.0
2024-06-01,26.0
2024-06-02,28.0
2024-06-03,16.0
2024-06-04,18.0
2024-06-05,16.0
2024-06-06,20.0
2024-06-07,18.0
2024-06-08,24.0
2024-06-09,28.0
2024-06-10,26.0
2024-06-11,18.0
2024-06-12,20.0
2024-06-13,20.0
2024-06-14,18.0
2024-06-15,20.0
2024-06-16,16.0
2024-06-17,24.0
2024-06-18,14.0
2024-06-19,22.0
2024-06-20,18.0
2024-06-21,26.0
2024-06-22,24.0
2024-06-23,20.0
2024-06-24,20.0
2024-06-25,14.0
2024-06-26,18.0
2024-06-27,16.0
2024-06-28,12.0
2024-06-29,22.0
2024-06-30,20.0
2024-07-01,20.0
2024-07-02,22.0
2024-07-03,14.0
2024-07-04,18.0
2024-07-05,18.0
2024-07-06,16.0
2024-07-07,20.0
2024-07-08,16.0
2024-07-09,14.0
2024-07-10,8.0
2024-07-11,20.0
2024-07-12,14.0
2024-07-13,18.0
2024-07-14,16.0
2024-07-15,14.0
2024-07-16,16.0
2024-07-17,14.0
2024-07-18,26.0
2024-07-19,14.0
2024-07-20,14.0
2024-07-21,22.0
2024-07-22,14.0
2024-07-23,12.0
2024-07-24,16.0
2024-07-25,14.0
2024-07-26,14.0
2024-07-27,14.0
2024-07-28,18.0
2024-07-29,16.0
2024-07-30,12.0
2024-07-31,14.0
2024-08-01,10.0
2024-08-02,10.0
2024-08-03,18.0
2024-08-04,14.0
2024-08-05,12.0
2024-08-06,14.0
2024-08-07,12.0
2024-08-08,12.0
2024-08-09,18.0
2024-08-10,22.0
2024-08-11,20.0
2024-08-12,40.0
2024-08-13,36.0
2024-08-14,24.0
2024-08-15,24.0
2024-08-16,34.0
2024-08-17,44.0
2024-08-18,43.42480211081794
2024-08-19,17.86543535620053
2024-08-20,14.018469656992085
2024-08-21,16.496042216358838
2024-08-22,16.12664907651715
2024-08-23,28.406332453825858
2024-08-24,25.559366754617415
2024-08-25,22.08179419525066
2024-08-26,17.496042216358838
2024-08-27,21.343007915567284
2024-08-28,16.12664907651715
2024-08-29,9.802110817941951
2024-08-30,12.279683377308707
2024-08-31,13.649076517150394
2024-09-01,19.973614775725594
2024-09-02,17.86543535620053
2024-09-03,14.018469656992085
2024-09-04,17.86543535620053
2024-09-05,10.54089709762533
2024-09-06,13.649076517150394
2024-09-07,14.018469656992085
2024-09-08,37.83905013192612
2024-09-09,25.559366754617415
2024-09-10,21.71240105540897
2024-09-11,17.496042216358838
2024-09-12,11.910290237467018
2024-09-13,12.279683377308707
2024-09-14,20.343007915567284
2024-09-15,20.343007915567284
2024-09-16,28.406332453825858
2024-09-17,27.33509234828496
2024-09-18,33.98416886543536
2024-09-19,23.641160949868073
2024-09-20,19.20844327176781
2024-09-21,31.767810026385224
2024-09-22,25.857519788918204
2024-09-23,25.857519788918204
2024-09-24,23.641160949868073
2024-09-25,17.730870712401057
2024-09-26,18.46965699208443
2024-09-27,28.812664907651715
2024-09-28,30.290237467018468
2024-09-29,28.073878627968337
2024-09-30,15.514511873350923
2024-10-01,25.11873350923483
2024-10-02,33.98416886543536
2024-10-03,19.947229551451187
2024-10-04,27.33509234828496
2024-10-05,25.857519788918204
2024-10-06,22.163588390501317
2024-10-07,16.99208443271768
2024-10-08,19.20844327176781
2024-10-09,17.730870712401057
2024-10-10,14.036939313984169
2024-10-11,36.20052770448549
2024-10-12,24.37994722955145
2024-10-13,25.857519788918204
2024-10-14,19.947229551451187
2024-10-15,19.20844327176781
2024-10-16,16.2532981530343
2024-10-17,13.29815303430079
2024-10-18,16.99208443271768
2024-10-19,17.730870712401057
2024-10-20,16.2532981530343
2024-10-21,17.730870712401057
2024-10-22,19.20844327176781
2024-10-23,16.2532981530343
2024-10-24,8.12664907651715
2024-10-25,17.730870712401057
2024-10-26,20.686015831134565
2024-10-27,17.730870712401057
2024-10-28,12.559366754617415
2024-10-29,12.559366754617415
2024-10-30,15.514511873350923
2024-10-31,11.820580474934037
2024-11-01,12.559366754617415
2024-11-02,17.730870712401057
2024-11-03,16.99208443271768
2024-11-04,11.081794195250659
2024-11-05,11.081794195250659
2024-11-06,9.604221635883905
2024-11-07,17.730870712401057
2024-11-08,14.775725593667545
2024-11-09,15.514511873350923
2024-11-10,15.514511873350923
2024-11-11,21.424802110817943
2024-11-12,15.514511873350923
2024-11-13,13.29815303430079
2024-11-14,12.559366754617415
2024-11-15,18.46965699208443
2024-11-16,17.730870712401057
2024-11-17,19.947229551451187
2024-11-18,11.081794195250659
2024-11-19,15.514511873350923
2024-11-20,14.775725593667545
2024-11-21,19.947229551451187
2024-11-22,21.424802110817943
2024-11-23,16.2532981530343
2024-11-24,13.29815303430079
2024-11-25,13.29815303430079
2024-11-26,14.775725593667545
2024-11-27,21.424802110817943
2024-11-28,24.37994722955145
2024-11-29,18.46965699208443
2024-11-30,20.686015831134565
2024-12-01,15.514511873350923
2024-12-02,16.2532981530343
2024-12-03,15.514511873350923
2024-12-04,12.559366754617415
2024-12-05,12.559366754617415
2024-12-06,11.820580474934037
2024-12-07,9.604221635883905
2024-12-08,17.730870712401057
2024-12-09,14.036939313984169
2024-12-10,10.343007915567282
2024-12-11,15.514511873350923
2024-12-12,11.820580474934037
2024-12-13,13.29815303430079
2024-12-14,18.46965699208443
2024-12-15,11.820580474934037
2024-12-16,8.12664907651715
2024-12-17,14.036939313984169
2024-12-18,13.29815303430079
2024-12-19,7.3878627968337724
2024-12-20,9.604221635883905
2024-12-21,14.036939313984169
2024-12-22,10.343007915567282
2024-12-23,14.775725593667545
2024-12-24,11.081794195250659
2024-12-25,18.46965699208443
2024-12-26,13.29815303430079
2024-12-27,10.343007915567282
2024-12-28,14.036939313984169
2024-12-29,14.775725593667545
2024-12-30,12.559366754617415
2024-12-31,13.29815303430079
2025-01-01,16.99208443271768
2025-01-02,11.820580474934037
2025-01-03,17.730870712401057
2025-01-04,16.99208443271768
2025-01-05,18.46965699208443
2025-01-06,14.036939313984169
2025-01-07,8.865435356200528
2025-01-08,12.559366754617415
2025-01-09,14.775725593667545
2025-01-10,15.514511873350923
2025-01-11,18.46965699208443
2025-01-12,16.99208443271768
2025-01-13,14.775725593667545
2025-01-14,12.559366754617415
2025-01-15,13.29815303430079
2025-01-16,12.559366754617415
2025-01-17,16.99208443271768
2025-01-18,19.20844327176781
2025-01-19,13.29815303430079
2025-01-20,16.2532981530343
2025-01-21,11.820580474934037
2025-01-22,16.2532981530343
2025-01-23,14.775725593667545
2025-01-24,14.036939313984169
2025-01-25,19.20844327176781
2025-01-26,22.163588390501317
2025-01-27,19.20844327176781
2025-01-28,14.036939313984169
2025-01-29,11.081794195250659
2025-01-30,12.559366754617415
2025-01-31,14.036939313984169
2025-02-01,12.559366754617415
2025-02-02,25.857519788918204
2025-02-03,17.730870712401057
2025-02-04,16.99208443271768
2025-02-05,14.775725593667545
2025-02-06,16.2532981530343
2025-02-07,17.730870712401057
2025-02-08,19.947229551451187
2025-02-09,18.46965699208443
2025-02-10,8.865435356200528
2025-02-11,18.46965699208443
2025-02-12,15.514511873350923
2025-02-13,18.46965699208443
2025-02-14,16.2532981530343
2025-02-15,19.20844327176781
2025-02-16,27.33509234828496
2025-02-17,47.28232189973615
2025-02-18,18.46965699208443
2025-02-19,19.947229551451187
2025-02-20,29.55145118733509
2025-02-21,56.147757255936675
2025-02-22,54.67018469656992
2025-02-23,59.10290237467018
2025-02-24,36.93931398416886
2025-02-25,31.767810026385224
2025-02-26,24.37994722955145
2025-02-27,25.11873350923483
2025-02-28,48.7598944591029
2025-03-01,40.63324538258575
2025-03-02,73.87862796833772
2025-03-03,46.54353562005277
2025-03-04,27.33509234828496
2025-03-05,19.20844327176781
2025-03-06,20.686015831134565
2025-03-07,20.686015831134565
2025-03-08,24.37994722955145
2025-03-09,24.37994722955145
2025-03-10,15.514511873350923
2025-03-11,17.730870712401057
2025-03-12,14.036939313984169
2025-03-13,18.46965699208443
2025-03-14,21.424802110817943
2025-03-15,27.33509234828496
2025-03-16,23.641160949868073
2025-03-17,16.99208443271768
2025-03-18,14.036939313984169
2025-03-19,12.559366754617415
2025-03-20,16.99208443271768
2025-03-21,32.5065963060686
2025-03-22,27.33509234828496
2025-03-23,20.686015831134565
2025-03-24,16.2532981530343
2025-03-25,15.514511873350923
2025-03-26,15.514511873350923
2025-03-27,16.2532981530343
2025-03-28,19.20844327176781
2025-03-29,24.37994722955145
2025-03-30,24.37994722955145
2025-03-31,11.081794195250659
2025-04-01,14.036939313984169
