Time,tenacious_d
2025-04-02,23.284313725490197
2025-04-03,25.147058823529413
2025-04-04,30.735294117647058
2025-04-05,54.01960784313726
2025-04-06,93.13725490196079
2025-04-07,52.15686274509804
2025-04-08,45.63725490196079
2025-04-09,42.84313725490196
2025-04-10,41.911764705882355
2025-04-11,38.18627450980392
2025-04-12,54.01960784313726
2025-04-13,66.12745098039215
2025-04-14,38.18627450980392
2025-04-15,31.483331123583916
2025-04-16,34.423347475729585
2025-04-17,28.984159779614323
2025-04-18,43.929505310764426
2025-04-19,43.929505310764426
2025-04-20,42.802551523990516
2025-04-21,31.924176131759992
2025-04-22,32.610284910357834
2025-04-23,29.8906910623002
2025-04-24,24.231080862096903
2025-04-25,27.857205992840413
2025-04-26,40.08295767593288
2025-04-27,30.57679984089804
2025-04-28,29.670268558212165
2025-04-29,22.41801829672515
2025-04-30,25.35803464887082
2025-05-01,26.7302522060665
2025-05-02,31.017644849074113
2025-05-03,39.86253517184484
2025-05-04,31.703753627671954
2025-05-05,24.45150336618494
2025-05-06,17.885361883295765
2025-05-07,15.851876813835977
2025-05-08,20.38453322726536
2025-05-09,21.291064509951237
2025-05-10,26.044143427468658
2025-05-11,21.291064509951237
2025-05-12,20.38453322726536
2025-05-13,16.758408096521855
2025-05-14,14.038814248464224
2025-05-15,24.68732045786008
2025-05-16,18.95633535157113
2025-05-17,30.859150572325095
2025-05-18,27.773235515092587
2025-05-19,23.805630441507933
2025-05-20,18.074645335218985
2025-05-21,14.988730277986475
2025-05-22,21.160560392451494
2025-05-23,18.95633535157113
2025-05-24,18.074645335218985
2025-05-25,25.569010474212224
2025-05-26,25.12816546603615
2025-05-27,20.71971538427542
2025-05-28,13.225350245282185
2025-05-29,16.752110310690767
2025-05-30,14.10704026163433
2025-05-31,20.27887037609935
2025-06-01,23.805630441507933
2025-06-02,22.48309541697971
2025-06-03,12.34366022893004
2025-06-04,14.547885269810402
2025-06-05,23.364785433331857
2025-06-06,19.397180359747203
2025-06-07,22.923940425155784
2025-06-08,18.074645335218985
2025-06-09,9.698590179873602
2025-06-10,15.87042029433862
2025-06-11,14.547885269810402
2025-06-12,12.784505237106112
2025-06-13,15.87042029433862
2025-06-14,16.311265302514695
2025-06-15,26.009855482388296
2025-06-16,19.397180359747203
2025-06-17,14.547885269810402
2025-06-18,11.02112520440182
2025-06-19,17.633800327042913
2025-06-20,22.04225040880364
2025-06-21,32.62253060502939
2025-06-22,27.773235515092587
2025-06-23,25.569010474212224
2025-06-24,17.633800327042913
2025-06-25,22.923940425155784
2025-06-26,16.752110310690767
2025-06-27,15.429575286162548
2025-06-28,23.364785433331857
2025-06-29,16.311265302514695
2025-06-30,14.547885269810402
2025-07-01,8.816900163521456
2025-07-02,14.988730277986475
2025-07-03,17.633800327042913
2025-07-04,13.666195253458257
2025-07-05,20.71971538427542
2025-07-06,22.04225040880364
2025-07-07,27.773235515092587
2025-07-08,10.139435188049674
2025-07-09,20.27887037609935
2025-07-10,20.71971538427542
2025-07-11,17.633800327042913
2025-07-12,23.364785433331857
2025-07-13,26.009855482388296
2025-07-14,14.988730277986475
2025-07-15,17.19295531886684
2025-07-16,14.547885269810402
2025-07-17,20.27887037609935
2025-07-18,21.601405400627566
2025-07-19,31.74084058867724
2025-07-20,23.364785433331857
2025-07-21,31.74084058867724
2025-07-22,33.06337561320546
2025-07-23,24.246475449684006
2025-07-24,26.89154549874044
2025-07-25,29.095770539620805
2025-07-26,31.299995580501168
2025-07-27,22.04225040880364
2025-07-28,21.160560392451494
2025-07-29,15.87042029433862
2025-07-30,21.601405400627566
2025-07-31,17.19295531886684
2025-08-01,22.04225040880364
2025-08-02,18.515490343395058
2025-08-03,22.923940425155784
2025-08-04,12.34366022893004
2025-08-05,9.257745171697529
2025-08-06,20.27887037609935
2025-08-07,18.95633535157113
2025-08-08,19.397180359747203
2025-08-09,22.48309541697971
2025-08-10,18.95633535157113
2025-08-11,13.666195253458257
2025-08-12,19.838025367923276
2025-08-13,18.515490343395058
2025-08-14,12.784505237106112
2025-08-15,15.87042029433862
2025-08-16,19.397180359747203
2025-08-17,20.71971538427542
2025-08-18,18.515490343395058
2025-08-19,18.074645335218985
2025-08-20,17.633800327042913
2025-08-21,11.902815220753967
2025-08-22,19.397180359747203
2025-08-23,23.805630441507933
2025-08-24,25.569010474212224
2025-08-25,12.34366022893004
2025-08-26,11.902815220753967
2025-08-27,14.988730277986475
2025-08-28,21.160560392451494
2025-08-29,19.838025367923276
2025-08-30,21.160560392451494
2025-08-31,16.311265302514695
2025-09-01,22.48309541697971
2025-09-02,13.666195253458257
2025-09-03,10.580280196225747
2025-09-04,14.988730277986475
2025-09-05,22.923940425155784
2025-09-06,19.397180359747203
2025-09-07,20.71971538427542
2025-09-08,11.902815220753967
2025-09-09,14.10704026163433
2025-09-10,11.02112520440182
2025-09-11,11.902815220753967
2025-09-12,11.902815220753967
2025-09-13,9.698590179873602
2025-09-14,13.666195253458257
2025-09-15,12.784505237106112
2025-09-16,11.02112520440182
2025-09-17,15.429575286162548
2025-09-18,11.461970212577892
2025-09-19,11.902815220753967
2025-09-20,14.988730277986475
2025-09-21,18.95633535157113
2025-09-22,14.10704026163433
2025-09-23,11.461970212577892
2025-09-24,17.19295531886684
2025-09-25,15.429575286162548
2025-09-26,11.902815220753967
2025-09-27,18.074645335218985
2025-09-28,18.074645335218985
2025-09-29,8.816900163521456
2025-09-30,12.34366022893004
2025-10-01,14.10704026163433
2025-10-02,16.752110310690767
2025-10-03,22.04225040880364
2025-10-04,14.988730277986475
2025-10-05,15.429575286162548
2025-10-06,12.34366022893004
2025-10-07,12.34366022893004
2025-10-08,13.225350245282185
2025-10-09,11.461970212577892
2025-10-10,6.612675122641092
2025-10-11,14.988730277986475
2025-10-12,22.48309541697971
2025-10-13,13.666195253458257
2025-10-14,10.580280196225747
2025-10-15,20.27887037609935
2025-10-16,14.10704026163433
2025-10-17,15.87042029433862
2025-10-18,17.633800327042913
2025-10-19,15.87042029433862
2025-10-20,11.461970212577892
2025-10-21,13.666195253458257
2025-10-22,13.225350245282185
2025-10-23,13.666195253458257
2025-10-24,14.10704026163433
2025-10-25,17.633800327042913
2025-10-26,19.838025367923276
2025-10-27,14.988730277986475
2025-10-28,9.257745171697529
2025-10-29,13.225350245282185
2025-10-30,16.752110310690767
2025-10-31,17.633800327042913
2025-11-01,16.752110310690767
2025-11-02,15.87042029433862
2025-11-03,6.17183011446502
2025-11-04,12.34366022893004
2025-11-05,13.225350245282185
2025-11-06,14.10704026163433
2025-11-07,12.784505237106112
2025-11-08,19.838025367923276
2025-11-09,11.461970212577892
2025-11-10,9.698590179873602
2025-11-11,12.784505237106112
2025-11-12,16.311265302514695
2025-11-13,14.988730277986475
2025-11-14,12.34366022893004
2025-11-15,16.311265302514695
2025-11-16,19.397180359747203
2025-11-17,14.10704026163433
2025-11-18,10.139435188049674
2025-11-19,11.461970212577892
2025-11-20,14.547885269810402
2025-11-21,17.633800327042913
2025-11-22,22.48309541697971
2025-11-23,19.397180359747203
2025-11-24,12.34366022893004
2025-11-25,13.225350245282185
2025-11-26,12.34366022893004
2025-11-27,23.805630441507933
2025-11-28,12.34366022893004
2025-11-29,22.04225040880364
2025-11-30,17.19295531886684
2025-12-01,11.902815220753967
2025-12-02,12.784505237106112
2025-12-03,12.784505237106112
2025-12-04,16.752110310690767
2025-12-05,14.10704026163433
2025-12-06,25.569010474212224
2025-12-07,10.580280196225747
2025-12-08,9.698590179873602
2025-12-09,11.461970212577892
2025-12-10,13.666195253458257
2025-12-11,12.251355495742935
2025-12-12,15.02139656343256
2025-12-13,35.29337405361209
2025-12-14,28.29259948461613
2025-12-15,14.511472850712241
2025-12-16,15.751742780240914
2025-12-17,18.521783847930543
2025-12-18,17.28151391840187
2025-12-19,19.541631273371177
2025-12-20,23.772364774677513
2025-12-21,17.791437631122186
2025-12-22,23.772364774677513
2025-12-23,20.27197749017953
2025-12-24,23.262441061957194
2025-12-25,19.252130064738893
2025-12-26,19.541631273371177
2025-12-27,20.27197749017953
2025-12-28,16.77159020568155
2025-12-29,18.011860135210224
2025-12-30,14.291050346624205
2025-12-31,18.011860135210224
2026-01-01,23.772364774677513
2026-01-02,22.311672341060802
2026-01-03,16.77159020568155
2026-01-04,20.78190120289985
2026-01-05,18.301361343842505
2026-01-06,14.291050346624205
2026-01-07,20.27197749017953
2026-01-08,21.512247419708203
2026-01-09,20.78190120289985
2026-01-10,18.528077352466024
2026-01-11,17.949074935201462
2026-01-12,16.791070100672336
2026-01-13,8.106033841703885
2026-01-14,19.107079769730586
2026-01-15,12.738053179820392
2026-01-16,15.633065266143207
2026-01-17,21.42308943878884
2026-01-18,16.21206768340777
2026-01-19,16.791070100672336
2026-01-20,12.738053179820392
2026-01-21,20.265084604259712
2026-01-22,26.055108776905346
2026-01-23,33.0031377840801
2026-01-24,24.318101525111658
2026-01-25,19.107079769730586
2026-01-26,15.633065266143207
2026-01-27,12.738053179820392
2026-01-28,13.896058014349517
2026-01-29,14.47506043161408
2026-01-30,16.21206768340777
2026-01-31,20.265084604259712
2026-02-01,19.68608218699515
2026-02-02,16.791070100672336
2026-02-03,13.317055597084956
2026-02-04,11.001045928026702
2026-02-05,15.633065266143207
2026-02-06,16.21206768340777
2026-02-07,19.68608218699515
2026-02-08,22.581094273317966
2026-02-09,12.738053179820392
2026-02-10,9.264038676233012
2026-02-11,9.264038676233012
2026-02-12,17.949074935201462
2026-02-13,17.949074935201462
2026-02-14,16.791070100672336
2026-02-15,16.791070100672336
2026-02-16,12.738053179820392
2026-02-17,14.47506043161408
2026-02-18,8.106033841703885
2026-02-19,11.001045928026702
2026-02-20,10.422043510762139
2026-02-21,15.054062848878644
2026-02-22,15.633065266143207
2026-02-23,18.528077352466024
2026-02-24,18.528077352466024
2026-02-25,12.159050762555829
2026-02-26,11.001045928026702
2026-02-27,19.107079769730586
2026-02-28,18.528077352466024
2026-03-01,20.265084604259712
2026-03-02,13.896058014349517
2026-03-03,17.949074935201462
2026-03-04,19.107079769730586
2026-03-05,12.738053179820392
2026-03-06,24.318101525111658
2026-03-07,23.739099107847093
2026-03-08,23.739099107847093
2026-03-09,17.949074935201462
2026-03-10,20.265084604259712
2026-03-11,16.21206768340777
2026-03-12,9.843041093497575
2026-03-13,15.054062848878644
2026-03-14,21.42308943878884
2026-03-15,22.581094273317966
2026-03-16,13.896058014349517
2026-03-17,11.001045928026702
2026-03-18,10.422043510762139
2026-03-19,21.42308943878884
2026-03-20,22.581094273317966
2026-03-21,20.844087021524278
2026-03-22,17.370072517936897
2026-03-23,17.949074935201462
2026-03-24,16.21206768340777
2026-03-25,13.896058014349517
2026-03-26,17.949074935201462
2026-03-27,16.21206768340777
2026-03-28,17.949074935201462
2026-03-29,30.108125697757288
2026-03-30,15.054062848878644
2026-03-31,20.844087021524278
2026-04-01,17.949074935201462
2026-04-02,17.949074935201462
2026-04-03,31.84513294955098
2026-04-04,33.58214020134467
2026-04-05,57.90024172645632
2026-04-06,43.42518129484225
2026-04-07,28.3711184459636
2026-04-08,27.213113611434473
2026-04-09,22.581094273317966
2026-04-10,17.949074935201462
2026-04-11,27.792116028699034
2026-04-12,21.42308943878884
2026-04-13,13.896058014349517
2026-04-14,19.68608218699515
2026-04-15,17.370072517936897
2026-04-16,19.68608218699515
2026-04-17,18.528077352466024
2026-04-18,24.89710394237622
2026-04-19,23.16009669058253
2026-04-20,16.791070100672336
2026-04-21,20.844087021524278
2026-04-22,24.89710394237622
2026-04-23,11.001045928026702
2026-04-24,8.685036258968449
2026-04-25,21.42308943878884
2026-04-26,17.370072517936897
2026-04-27,13.896058014349517
2026-04-28,15.633065266143207
2026-04-29,11.580048345291265
2026-04-30,17.370072517936897
2026-05-01,15.054062848878644
2026-05-02,22.581094273317966
2026-05-03,21.42308943878884
2026-05-04,13.896058014349517
2026-05-05,22.581094273317966
2026-05-06,16.791070100672336
2026-05-07,15.054062848878644
2026-05-08,14.47506043161408
2026-05-09,22.581094273317966
2026-05-10,16.791070100672336
2026-05-11,12.738053179820392
2026-05-12,14.47506043161408
2026-05-13,12.159050762555829
2026-05-14,11.580048345291265
2026-05-15,16.791070100672336
2026-05-16,17.949074935201462
2026-05-17,20.265084604259712
2026-05-18,12.159050762555829
2026-05-19,13.317055597084956
2026-05-20,24.318101525111658
2026-05-21,15.633065266143207
2026-05-22,17.949074935201462
2026-05-23,21.42308943878884
2026-05-24,24.318101525111658
2026-05-25,22.002091856053404
2026-05-26,13.896058014349517
2026-05-27,23.739099107847093
2026-05-28,13.317055597084956
2026-05-29,13.317055597084956
2026-05-30,24.318101525111658
2026-05-31,22.581094273317966
