Time,craigslist
2024-10-08,28.46316214932566
2024-10-09,28.078524822983425
2024-10-10,28.8477994756679
2024-10-11,29.23243680201014
2024-10-12,33.07881006543253
2024-10-13,31.92489808640581
2024-10-14,31.92489808640581
2024-10-15,31.54026076006357
2024-10-16,28.8477994756679
2024-10-17,30.386348781036855
2024-10-18,28.8477994756679
2024-10-19,31.54026076006357
2024-10-20,32.30953541274805
2024-10-21,31.54026076006357
2024-10-22,30.770986107379095
2024-10-23,29.617074128352378
2024-10-24,30.386348781036855
2024-10-25,29.617074128352378
2024-10-26,31.155623433721335
2024-10-27,31.155623433721335
2024-10-28,30.001711454694618
2024-10-29,29.617074128352378
2024-10-30,28.8477994756679
2024-10-31,28.46316214932566
2024-11-01,29.617074128352378
2024-11-02,33.463447391774764
2024-11-03,31.92489808640581
2024-11-04,29.617074128352378
2024-11-05,27.309250170298945
2024-11-06,20.00114096979641
2024-11-07,28.078524822983425
2024-11-08,29.23243680201014
2024-11-09,30.770986107379095
2024-11-10,31.92489808640581
2024-11-11,29.617074128352378
2024-11-12,28.46316214932566
2024-11-13,28.46316214932566
2024-11-14,28.078524822983425
2024-11-15,27.309250170298945
2024-11-16,28.078524822983425
2024-11-17,31.92489808640581
2024-11-18,28.8477994756679
2024-11-19,28.46316214932566
2024-11-20,27.693887496641185
2024-11-21,27.309250170298945
2024-11-22,28.078524822983425
2024-11-23,28.46316214932566
2024-11-24,29.617074128352378
2024-11-25,27.693887496641185
2024-11-26,27.309250170298945
2024-11-27,25.770700864929992
2024-11-28,25.001426212245516
2024-11-29,26.92461284395671
2024-11-30,27.693887496641185
2024-12-01,28.46316214932566
2024-12-02,26.15533819127223
2024-12-03,25.001426212245516
2024-12-04,26.92461284395671
2024-12-05,26.53997551761447
2024-12-06,25.386063538587752
2024-12-07,27.693887496641185
2024-12-08,28.078524822983425
2024-12-09,25.770700864929992
2024-12-10,26.92461284395671
2024-12-11,26.15533819127223
2024-12-12,26.15533819127223
2024-12-13,25.770700864929992
2024-12-14,28.078524822983425
2024-12-15,28.46316214932566
2024-12-16,25.770700864929992
2024-12-17,26.53997551761447
2024-12-18,26.53997551761447
2024-12-19,27.309250170298945
2024-12-20,26.53997551761447
2024-12-21,28.46316214932566
2024-12-22,28.46316214932566
2024-12-23,26.15533819127223
2024-12-24,27.309250170298945
2024-12-25,24.232151559561036
2024-12-26,29.23243680201014
2024-12-27,30.770986107379095
2024-12-28,30.770986107379095
2024-12-29,30.386348781036855
2024-12-30,30.386348781036855
2024-12-31,28.8477994756679
2025-01-01,28.078524822983425
2025-01-02,30.001711454694618
2025-01-03,30.770986107379095
2025-01-04,32.69417273909029
2025-01-05,31.92489808640581
2025-01-06,29.23243680201014
2025-01-07,28.078524822983425
2025-01-08,27.309250170298945
2025-01-09,26.15533819127223
2025-01-10,26.53997551761447
2025-01-11,29.617074128352378
2025-01-12,30.001711454694618
2025-01-13,28.46316214932566
2025-01-14,26.92461284395671
2025-01-15,26.92461284395671
2025-01-16,26.92461284395671
2025-01-17,26.92461284395671
2025-01-18,28.078524822983425
2025-01-19,29.23243680201014
2025-01-20,26.92461284395671
2025-01-21,26.53997551761447
2025-01-22,25.386063538587752
2025-01-23,25.001426212245516
2025-01-24,26.92461284395671
2025-01-25,29.617074128352378
2025-01-26,28.8477994756679
2025-01-27,26.92461284395671
2025-01-28,26.53997551761447
2025-01-29,26.92461284395671
2025-01-30,25.001426212245516
2025-01-31,26.53997551761447
2025-02-01,28.8477994756679
2025-02-02,30.386348781036855
2025-02-03,25.770700864929992
2025-02-04,27.309250170298945
2025-02-05,26.15533819127223
2025-02-06,26.53997551761447
2025-02-07,26.15533819127223
2025-02-08,27.693887496641185
2025-02-09,28.078524822983425
2025-02-10,23.8475142332188
2025-02-11,26.53997551761447
2025-02-12,26.53997551761447
2025-02-13,26.53997551761447
2025-02-14,24.616788885903276
2025-02-15,28.46316214932566
2025-02-16,30.001711454694618
2025-02-17,28.078524822983425
2025-02-18,27.309250170298945
2025-02-19,26.92461284395671
2025-02-20,26.92461284395671
2025-02-21,28.078524822983425
2025-02-22,30.001711454694618
2025-02-23,30.770986107379095
2025-02-24,26.92461284395671
2025-02-25,28.46316214932566
2025-02-26,26.92461284395671
2025-02-27,26.92461284395671
2025-02-28,26.92461284395671
2025-03-01,29.23243680201014
2025-03-02,29.617074128352378
2025-03-03,26.92461284395671
2025-03-04,28.078524822983425
2025-03-05,26.53997551761447
2025-03-06,27.693887496641185
2025-03-07,26.92461284395671
2025-03-08,30.001711454694618
2025-03-09,28.8477994756679
2025-03-10,27.693887496641185
2025-03-11,26.92461284395671
2025-03-12,27.309250170298945
2025-03-13,27.309250170298945
2025-03-14,26.53997551761447
2025-03-15,29.617074128352378
2025-03-16,30.770986107379095
2025-03-17,26.92461284395671
2025-03-18,27.309250170298945
2025-03-19,26.92461284395671
2025-03-20,26.53997551761447
2025-03-21,26.53997551761447
2025-03-22,27.309250170298945
2025-03-23,30.386348781036855
2025-03-24,26.15533819127223
2025-03-25,26.53997551761447
2025-03-26,26.15533819127223
2025-03-27,26.15533819127223
2025-03-28,25.770700864929992
2025-03-29,30.386348781036855
2025-03-30,30.770986107379095
2025-03-31,25.770700864929992
2025-04-01,26.92461284395671
2025-04-02,25.386063538587752
2025-04-03,26.15533819127223
2025-04-04,25.770700864929992
2025-04-05,29.617074128352378
2025-04-06,29.617074128352378
2025-04-07,26.15533819127223
2025-04-08,25.001426212245516
2025-04-09,25.001426212245516
2025-04-10,26.92461284395671
2025-04-11,26.92461284395671
2025-04-12,30.386348781036855
2025-04-13,29.23243680201014
2025-04-14,25.770700864929992
2025-04-15,25.34379570052817
2025-04-16,25.69039197261678
2025-04-17,26.884458397800103
2025-04-18,26.884458397800103
2025-04-19,27.385332278806203
2025-04-20,26.19126585362288
2025-04-21,26.19126585362288
2025-04-22,26.692139734628984
2025-04-23,26.19126585362288
2025-04-24,25.34379570052817
2025-04-25,24.997199428439558
2025-04-26,28.078524822983425
2025-04-27,29.27259124816675
2025-04-28,25.498073309445658
2025-04-29,27.231054669888714
2025-04-30,24.496325547433457
2025-05-01,26.19126585362288
2025-05-02,25.69039197261678
2025-05-03,28.57939870398953
2025-05-04,28.078524822983425
2025-05-05,26.53786212571149
2025-05-06,27.231054669888714
2025-05-07,24.80488076526844
2025-05-08,24.496325547433457
2025-05-09,25.84466958153427
2025-05-10,27.731928550894814
2025-05-11,27.385332278806203
2025-05-12,27.731928550894814
2025-05-13,26.884458397800103
2025-05-14,26.884458397800103
2025-05-15,26.8443039516435
2025-05-16,27.152859169478482
2025-05-17,28.07852482298343
2025-05-18,29.929856129993325
2025-05-19,26.227193515973532
2025-05-20,27.769969605148447
2025-05-21,26.227193515973532
2025-05-22,26.535748733808514
2025-05-23,27.152859169478482
2025-05-24,27.769969605148447
2025-05-25,28.38708004081841
2025-05-26,29.929856129993325
2025-05-27,27.461414387313464
2025-05-28,27.461414387313464
2025-05-29,27.769969605148447
2025-05-30,28.38708004081841
2025-05-31,29.621300912158343
2025-06-01,29.929856129993325
2025-06-02,28.07852482298343
2025-06-03,29.31274569432336
2025-06-04,26.8443039516435
2025-06-05,28.07852482298343
2025-06-06,28.38708004081841
2025-06-07,28.38708004081841
2025-06-08,28.695635258653397
2025-06-09,26.535748733808514
2025-06-10,27.152859169478482
2025-06-11,27.769969605148447
2025-06-12,29.31274569432336
2025-06-13,28.07852482298343
2025-06-14,28.07852482298343
2025-06-15,27.461414387313464
2025-06-16,26.535748733808514
2025-06-17,27.461414387313464
2025-06-18,25.610083080303568
2025-06-19,27.152859169478482
2025-06-20,26.535748733808514
2025-06-21,26.8443039516435
2025-06-22,26.8443039516435
2025-06-23,25.610083080303568
2025-06-24,26.535748733808514
2025-06-25,26.535748733808514
2025-06-26,25.91863829813855
2025-06-27,28.07852482298343
2025-06-28,27.769969605148447
2025-06-29,27.769969605148447
2025-06-30,27.769969605148447
2025-07-01,27.461414387313464
2025-07-02,26.227193515973532
2025-07-03,26.535748733808514
2025-07-04,26.535748733808514
2025-07-05,28.38708004081841
2025-07-06,29.929856129993325
2025-07-07,27.461414387313464
2025-07-08,26.535748733808514
2025-07-09,27.461414387313464
2025-07-10,26.8443039516435
2025-07-11,27.461414387313464
2025-07-12,28.07852482298343
2025-07-13,29.621300912158343
2025-07-14,28.695635258653397
2025-07-15,27.461414387313464
2025-07-16,26.8443039516435
2025-07-17,26.8443039516435
2025-07-18,26.535748733808514
2025-07-19,27.461414387313464
2025-07-20,28.38708004081841
2025-07-21,27.769969605148447
2025-07-22,28.07852482298343
2025-07-23,26.227193515973532
2025-07-24,26.535748733808514
2025-07-25,26.8443039516435
2025-07-26,27.461414387313464
2025-07-27,27.461414387313464
2025-07-28,27.769969605148447
2025-07-29,25.91863829813855
2025-07-30,24.684417426798618
2025-07-31,26.227193515973532
2025-08-01,24.375862208963635
2025-08-02,28.07852482298343
2025-08-03,28.38708004081841
2025-08-04,26.8443039516435
2025-08-05,26.535748733808514
2025-08-06,26.227193515973532
2025-08-07,26.227193515973532
2025-08-08,26.227193515973532
2025-08-09,30.855521783498276
2025-08-10,27.769969605148447
2025-08-11,26.227193515973532
2025-08-12,25.91863829813855
2025-08-13,25.301527862468586
2025-08-14,26.227193515973532
2025-08-15,24.684417426798618
2025-08-16,27.461414387313464
2025-08-17,28.695635258653397
2025-08-18,25.610083080303568
2025-08-19,26.535748733808514
2025-08-20,25.301527862468586
2025-08-21,24.992972644633603
2025-08-22,24.067306991128653
2025-08-23,26.535748733808514
2025-08-24,25.91863829813855
2025-08-25,24.992972644633603
2025-08-26,25.301527862468586
2025-08-27,24.375862208963635
2025-08-28,23.75875177329367
2025-08-29,25.301527862468586
2025-08-30,25.610083080303568
2025-08-31,25.610083080303568
2025-09-01,26.8443039516435
2025-09-02,24.684417426798618
2025-09-03,25.610083080303568
2025-09-04,24.067306991128653
2025-09-05,23.45019655545869
2025-09-06,24.992972644633603
2025-09-07,25.610083080303568
2025-09-08,24.375862208963635
2025-09-09,22.833086119788724
2025-09-10,21.907420466283774
2025-09-11,21.598865248448792
2025-09-12,21.29031003061381
2025-09-13,23.75875177329367
2025-09-14,23.45019655545869
2025-09-15,22.833086119788724
2025-09-16,22.215975684118757
2025-09-17,22.215975684118757
2025-09-18,21.29031003061381
2025-09-19,22.215975684118757
2025-09-20,24.684417426798618
2025-09-21,22.833086119788724
2025-09-22,22.833086119788724
2025-09-23,23.141641337623707
2025-09-24,21.907420466283774
2025-09-25,22.833086119788724
2025-09-26,22.833086119788724
2025-09-27,23.141641337623707
2025-09-28,23.141641337623707
2025-09-29,23.45019655545869
2025-09-30,21.907420466283774
2025-10-01,21.29031003061381
2025-10-02,22.52453090195374
2025-10-03,22.215975684118757
2025-10-04,24.067306991128653
2025-10-05,23.75875177329367
2025-10-06,22.52453090195374
2025-10-07,21.907420466283774
2025-10-08,22.833086119788724
2025-10-09,22.215975684118757
2025-10-10,21.598865248448792
2025-10-11,24.067306991128653
2025-10-12,24.067306991128653
2025-10-13,23.141641337623707
2025-10-14,23.45019655545869
2025-10-15,22.215975684118757
2025-10-16,21.598865248448792
2025-10-17,21.907420466283774
2025-10-18,23.75875177329367
2025-10-19,23.75875177329367
2025-10-20,22.833086119788724
2025-10-21,21.598865248448792
2025-10-22,21.907420466283774
2025-10-23,21.598865248448792
2025-10-24,21.907420466283774
2025-10-25,23.45019655545869
2025-10-26,22.833086119788724
2025-10-27,21.907420466283774
2025-10-28,20.981754812778828
2025-10-29,20.673199594943842
2025-10-30,20.36464437710886
2025-10-31,19.13042350576893
2025-11-01,22.52453090195374
2025-11-02,22.52453090195374
2025-11-03,20.981754812778828
2025-11-04,20.36464437710886
2025-11-05,20.36464437710886
2025-11-06,21.29031003061381
2025-11-07,21.598865248448792
2025-11-08,23.141641337623707
2025-11-09,21.907420466283774
2025-11-10,21.907420466283774
2025-11-11,21.907420466283774
2025-11-12,20.981754812778828
2025-11-13,21.598865248448792
2025-11-14,21.29031003061381
2025-11-15,21.598865248448792
2025-11-16,22.833086119788724
2025-11-17,21.598865248448792
2025-11-18,21.598865248448792
2025-11-19,21.598865248448792
2025-11-20,21.598865248448792
2025-11-21,20.36464437710886
2025-11-22,21.598865248448792
2025-11-23,22.215975684118757
2025-11-24,20.673199594943842
2025-11-25,20.981754812778828
2025-11-26,20.981754812778828
2025-11-27,18.82186828793395
2025-11-28,20.056089159273878
2025-11-29,22.215975684118757
2025-11-30,22.215975684118757
2025-12-01,19.747533941438896
2025-12-02,20.673199594943842
2025-12-03,20.36464437710886
2025-12-04,20.673199594943842
2025-12-05,19.747533941438896
2025-12-06,22.833086119788724
2025-12-07,20.056089159273878
2025-12-08,20.673199594943842
2025-12-09,21.598865248448792
2025-12-10,21.907420466283774
2025-12-11,19.47284454019556
2025-12-12,19.352432747869713
2025-12-13,21.911183334793957
2025-12-14,20.57160214516891
2025-12-15,19.07774334662637
2025-12-16,19.747533941438896
2025-12-17,20.02222334268223
2025-12-18,19.747533941438896
2025-12-19,19.747533941438896
2025-12-20,20.692013937494757
2025-12-21,20.692013937494757
2025-12-22,21.636493933550618
2025-12-23,19.747533941438896
2025-12-24,18.528364544139695
2025-12-25,17.463472755757987
2025-12-26,21.911183334793957
2025-12-27,24.07483272814902
2025-12-28,22.306284528363143
2025-12-29,22.855663330849822
2025-12-30,22.735251538523976
2025-12-31,20.41732453625142
2026-01-01,19.19815513895222
2026-01-02,22.735251538523976
2026-01-03,22.855663330849822
2026-01-04,22.460562137280633
2026-01-05,21.241392739981436
2026-01-06,21.241392739981436
2026-01-07,20.966703338738096
2026-01-08,19.747533941438896
2026-01-09,20.692013937494757
2026-01-10,22.396593372607526
2026-01-11,22.155769787955833
2026-01-12,20.951651864697364
2026-01-13,20.951651864697364
2026-01-14,19.747533941438896
2026-01-15,19.26588677213551
2026-01-16,19.26588677213551
2026-01-17,21.192475449349057
2026-01-18,20.951651864697364
2026-01-19,20.47000469539398
2026-01-20,19.98835752609059
2026-01-21,20.47000469539398
2026-01-22,19.98835752609059
2026-01-23,19.98835752609059
2026-01-24,20.71082828004567
2026-01-25,19.98835752609059
2026-01-26,19.98835752609059
2026-01-27,19.747533941438896
2026-01-28,19.26588677213551
2026-01-29,19.98835752609059
2026-01-30,19.506710356787202
2026-01-31,21.674122618652447
2026-02-01,21.192475449349057
2026-02-02,19.025063187483813
2026-02-03,19.26588677213551
2026-02-04,19.26588677213551
2026-02-05,18.78423960283212
2026-02-06,19.025063187483813
2026-02-07,21.43329903400075
2026-02-08,18.302592433528734
2026-02-09,16.616827340966875
2026-02-10,19.506710356787202
2026-02-11,20.47000469539398
2026-02-12,19.506710356787202
2026-02-13,19.26588677213551
2026-02-14,20.22918111074228
2026-02-15,20.22918111074228
2026-02-16,20.47000469539398
2026-02-17,17.820945264225344
2026-02-18,20.22918111074228
2026-02-19,19.98835752609059
2026-02-20,19.025063187483813
2026-02-21,21.674122618652447
2026-02-22,20.22918111074228
2026-02-23,19.98835752609059
2026-02-24,20.22918111074228
2026-02-25,19.26588677213551
2026-02-26,20.22918111074228
2026-02-27,19.747533941438896
2026-02-28,22.155769787955833
2026-03-01,20.71082828004567
2026-03-02,21.192475449349057
2026-03-03,20.47000469539398
2026-03-04,20.47000469539398
2026-03-05,19.747533941438896
2026-03-06,20.22918111074228
2026-03-07,22.396593372607526
2026-03-08,22.155769787955833
2026-03-09,21.192475449349057
2026-03-10,21.674122618652447
2026-03-11,20.47000469539398
2026-03-12,19.98835752609059
2026-03-13,21.192475449349057
2026-03-14,21.91494620330414
2026-03-15,21.91494620330414
2026-03-16,20.22918111074228
2026-03-17,19.98835752609059
2026-03-18,20.22918111074228
2026-03-19,19.98835752609059
2026-03-20,20.47000469539398
2026-03-21,22.637416957259223
2026-03-22,21.674122618652447
2026-03-23,21.192475449349057
2026-03-24,21.674122618652447
2026-03-25,20.71082828004567
2026-03-26,19.98835752609059
2026-03-27,20.47000469539398
2026-03-28,21.674122618652447
2026-03-29,21.91494620330414
2026-03-30,20.47000469539398
2026-03-31,19.98835752609059
2026-04-01,19.506710356787202
2026-04-02,20.71082828004567
2026-04-03,20.47000469539398
2026-04-04,21.91494620330414
2026-04-05,20.71082828004567
2026-04-06,21.192475449349057
2026-04-07,19.747533941438896
2026-04-08,20.22918111074228
2026-04-09,19.98835752609059
2026-04-10,19.747533941438896
2026-04-11,21.192475449349057
2026-04-12,21.91494620330414
2026-04-13,19.747533941438896
2026-04-14,19.747533941438896
2026-04-15,19.98835752609059
2026-04-16,19.98835752609059
2026-04-17,19.025063187483813
2026-04-18,21.43329903400075
2026-04-19,21.91494620330414
2026-04-20,20.22918111074228
2026-04-21,20.22918111074228
2026-04-22,20.47000469539398
2026-04-23,19.506710356787202
2026-04-24,19.747533941438896
2026-04-25,21.192475449349057
2026-04-26,21.43329903400075
2026-04-27,20.47000469539398
2026-04-28,21.91494620330414
2026-04-29,20.22918111074228
2026-04-30,19.26588677213551
2026-05-01,19.747533941438896
2026-05-02,21.674122618652447
2026-05-03,22.155769787955833
2026-05-04,20.22918111074228
2026-05-05,19.26588677213551
2026-05-06,19.26588677213551
2026-05-07,18.78423960283212
2026-05-08,19.025063187483813
2026-05-09,22.155769787955833
2026-05-10,19.98835752609059
2026-05-11,19.26588677213551
2026-05-12,20.47000469539398
2026-05-13,19.98835752609059
2026-05-14,19.98835752609059
2026-05-15,20.22918111074228
2026-05-16,21.674122618652447
2026-05-17,21.43329903400075
2026-05-18,20.951651864697364
2026-05-19,20.951651864697364
2026-05-20,19.98835752609059
2026-05-21,20.22918111074228
2026-05-22,19.98835752609059
2026-05-23,21.43329903400075
2026-05-24,21.91494620330414
2026-05-25,21.43329903400075
2026-05-26,20.71082828004567
2026-05-27,19.025063187483813
2026-05-28,20.47000469539398
2026-05-29,19.747533941438896
2026-05-30,20.951651864697364
2026-05-31,20.951651864697364
