Time,fortnite
2024-12-08,59.88007774420704
2024-12-09,45.464503472453494
2024-12-10,66.5334197157856
2024-12-11,66.5334197157856
2024-12-12,66.5334197157856
2024-12-13,58.77118741561061
2024-12-14,65.42452938718917
2024-12-15,58.77118741561061
2024-12-16,44.35561314385707
2024-12-17,44.35561314385707
2024-12-18,57.66229708701419
2024-12-19,66.5334197157856
2024-12-20,74.29565201596058
2024-12-21,66.5334197157856
2024-12-22,59.88007774420704
2024-12-23,51.008955115435626
2024-12-24,58.77118741561061
2024-12-25,74.29565201596058
2024-12-26,62.09785840139989
2024-12-27,57.66229708701419
2024-12-28,52.117845444032056
2024-12-29,48.79117445824277
2024-12-30,45.464503472453494
2024-12-31,45.464503472453494
2025-01-01,46.57339380104992
2025-01-02,41.028942158067785
2025-01-03,39.92005182947136
2025-01-04,44.35561314385707
2025-01-05,44.35561314385707
2025-01-06,36.59338084368208
2025-01-07,34.37560018648923
2025-01-08,32.157819529296376
2025-01-09,32.157819529296376
2025-01-10,32.157819529296376
2025-01-11,37.70227117227851
2025-01-12,38.81116150087493
2025-01-13,33.2667098578928
2025-01-14,42.137832486664216
2025-01-15,37.70227117227851
2025-01-16,32.157819529296376
2025-01-17,39.92005182947136
2025-01-18,43.24672281526064
2025-01-19,39.92005182947136
2025-01-20,37.70227117227851
2025-01-21,32.157819529296376
2025-01-22,31.048929200699945
2025-01-23,31.048929200699945
2025-01-24,29.94003887210352
2025-01-25,35.48449051508565
2025-01-26,36.59338084368208
2025-01-27,26.61336788631424
2025-01-28,25.504477557717813
2025-01-29,26.61336788631424
2025-01-30,25.504477557717813
2025-01-31,32.157819529296376
2025-02-01,35.48449051508565
2025-02-02,35.48449051508565
2025-02-03,26.61336788631424
2025-02-04,25.504477557717813
2025-02-05,25.504477557717813
2025-02-06,25.504477557717813
2025-02-07,27.722258214910667
2025-02-08,37.70227117227851
2025-02-09,32.157819529296376
2025-02-10,24.395587229121386
2025-02-11,25.504477557717813
2025-02-12,27.722258214910667
2025-02-13,26.61336788631424
2025-02-14,28.831148543507094
2025-02-15,41.028942158067785
2025-02-16,35.48449051508565
2025-02-17,29.94003887210352
2025-02-18,27.722258214910667
2025-02-19,27.722258214910667
2025-02-20,29.94003887210352
2025-02-21,47.68228412964635
2025-02-22,38.81116150087493
2025-02-23,36.59338084368208
2025-02-24,27.722258214910667
2025-02-25,25.504477557717813
2025-02-26,24.395587229121386
2025-02-27,24.395587229121386
2025-02-28,25.504477557717813
2025-03-01,27.722258214910667
2025-03-02,27.722258214910667
2025-03-03,21.068916243332108
2025-03-04,21.068916243332108
2025-03-05,21.068916243332108
2025-03-06,22.177806571928535
2025-03-07,22.177806571928535
2025-03-08,24.395587229121386
2025-03-09,25.504477557717813
2025-03-10,21.068916243332108
2025-03-11,25.504477557717813
2025-03-12,24.395587229121386
2025-03-13,23.28669690052496
2025-03-14,24.395587229121386
2025-03-15,27.722258214910667
2025-03-16,28.831148543507094
2025-03-17,22.177806571928535
2025-03-18,22.177806571928535
2025-03-19,22.177806571928535
2025-03-20,19.96002591473568
2025-03-21,22.177806571928535
2025-03-22,27.722258214910667
2025-03-23,28.831148543507094
2025-03-24,22.177806571928535
2025-03-25,24.395587229121386
2025-03-26,24.395587229121386
2025-03-27,22.177806571928535
2025-03-28,23.28669690052496
2025-03-29,45.464503472453494
2025-03-30,29.94003887210352
2025-03-31,22.177806571928535
2025-04-01,22.177806571928535
2025-04-02,19.96002591473568
2025-04-03,21.068916243332108
2025-04-04,19.96002591473568
2025-04-05,24.395587229121386
2025-04-06,24.395587229121386
2025-04-07,22.177806571928535
2025-04-08,27.722258214910667
2025-04-09,24.395587229121386
2025-04-10,24.395587229121386
2025-04-11,25.504477557717813
2025-04-12,27.722258214910667
2025-04-13,25.504477557717813
2025-04-14,19.96002591473568
2025-04-15,22.177806571928535
2025-04-16,21.14123517780579
2025-04-17,20.10466378368304
2025-04-18,24.250949360174026
2025-04-19,25.76964698412131
2025-04-20,27.8427897723668
2025-04-21,21.695680342104
2025-04-22,22.177806571928535
2025-04-23,19.06809238956029
2025-04-24,18.58596615973576
2025-04-25,20.659108947981252
2025-04-26,24.250949360174026
2025-04-27,25.28752075429677
2025-04-28,21.14123517780579
2025-04-29,22.177806571928535
2025-04-30,22.177806571928535
2025-05-01,26.806218378244054
2025-05-02,41.80034412578704
2025-05-03,37.65405854929605
2025-05-04,35.09878953122603
2025-05-05,25.76964698412131
2025-05-06,23.21437796605128
2025-05-07,22.177806571928535
2025-05-08,23.21437796605128
2025-05-09,23.21437796605128
2025-05-10,27.36066354254227
2025-05-11,26.806218378244054
2025-05-12,24.250949360174026
2025-05-13,20.10466378368304
2025-05-14,20.10466378368304
2025-05-15,19.285049192981333
2025-05-16,24.106311491226666
2025-05-17,27.963321329822936
2025-05-18,26.99906887017387
2025-05-19,20.2493016526304
2025-05-20,21.213554112279468
2025-05-21,28.927573789472
2025-05-22,27.963321329822936
2025-05-23,23.142059031577602
2025-05-24,26.99906887017387
2025-05-25,26.0348164105248
2025-05-26,25.070563950875734
2025-05-27,22.177806571928535
2025-05-28,20.2493016526304
2025-05-29,24.106311491226666
2025-05-30,23.142059031577602
2025-05-31,27.963321329822936
2025-06-01,24.106311491226666
2025-06-02,21.213554112279468
2025-06-03,20.2493016526304
2025-06-04,19.285049192981333
2025-06-05,21.213554112279468
2025-06-06,26.0348164105248
2025-06-07,62.676409877189336
2025-06-08,44.35561314385707
2025-06-09,27.963321329822936
2025-06-10,27.963321329822936
2025-06-11,23.142059031577602
2025-06-12,24.106311491226666
2025-06-13,26.99906887017387
2025-06-14,28.927573789472
2025-06-15,26.99906887017387
2025-06-16,22.177806571928535
2025-06-17,24.106311491226666
2025-06-18,27.963321329822936
2025-06-19,25.070563950875734
2025-06-20,25.070563950875734
2025-06-21,26.99906887017387
2025-06-22,24.106311491226666
2025-06-23,20.2493016526304
2025-06-24,21.213554112279468
2025-06-25,24.106311491226666
2025-06-26,39.53435084561173
2025-06-27,40.4986033052608
2025-06-28,31.8203311684192
2025-06-29,28.927573789472
2025-06-30,24.106311491226666
2025-07-01,24.106311491226666
2025-07-02,22.177806571928535
2025-07-03,22.177806571928535
2025-07-04,23.142059031577602
2025-07-05,22.177806571928535
2025-07-06,23.142059031577602
2025-07-07,19.285049192981333
2025-07-08,19.285049192981333
2025-07-09,19.285049192981333
2025-07-10,17.356544273683202
2025-07-11,20.2493016526304
2025-07-12,21.213554112279468
2025-07-13,21.213554112279468
2025-07-14,18.320796733332266
2025-07-15,26.0348164105248
2025-07-16,19.285049192981333
2025-07-17,19.285049192981333
2025-07-18,20.2493016526304
2025-07-19,26.99906887017387
2025-07-20,27.963321329822936
2025-07-21,22.177806571928535
2025-07-22,21.213554112279468
2025-07-23,22.177806571928535
2025-07-24,21.213554112279468
2025-07-25,21.213554112279468
2025-07-26,27.963321329822936
2025-07-27,26.0348164105248
2025-07-28,21.213554112279468
2025-07-29,29.891826249121067
2025-07-30,28.927573789472
2025-07-31,27.963321329822936
2025-08-01,26.0348164105248
2025-08-02,31.8203311684192
2025-08-03,24.106311491226666
2025-08-04,20.2493016526304
2025-08-05,22.177806571928535
2025-08-06,26.99906887017387
2025-08-07,42.427108224558935
2025-08-08,28.927573789472
2025-08-09,28.927573789472
2025-08-10,26.99906887017387
2025-08-11,21.213554112279468
2025-08-12,20.2493016526304
2025-08-13,19.285049192981333
2025-08-14,24.106311491226666
2025-08-15,22.177806571928535
2025-08-16,21.213554112279468
2025-08-17,24.106311491226666
2025-08-18,18.320796733332266
2025-08-19,18.320796733332266
2025-08-20,17.356544273683202
2025-08-21,17.356544273683202
2025-08-22,18.320796733332266
2025-08-23,20.2493016526304
2025-08-24,22.177806571928535
2025-08-25,17.356544273683202
2025-08-26,21.213554112279468
2025-08-27,20.2493016526304
2025-08-28,18.320796733332266
2025-08-29,18.320796733332266
2025-08-30,20.2493016526304
2025-08-31,22.177806571928535
2025-09-01,21.213554112279468
2025-09-02,14.463786894736
2025-09-03,13.499534435086934
2025-09-04,13.499534435086934
2025-09-05,15.428039354385067
2025-09-06,19.285049192981333
2025-09-07,20.2493016526304
2025-09-08,15.428039354385067
2025-09-09,13.499534435086934
2025-09-10,15.428039354385067
2025-09-11,16.392291814034134
2025-09-12,18.320796733332266
2025-09-13,19.285049192981333
2025-09-14,18.320796733332266
2025-09-15,14.463786894736
2025-09-16,14.463786894736
2025-09-17,14.463786894736
2025-09-18,16.392291814034134
2025-09-19,17.356544273683202
2025-09-20,22.177806571928535
2025-09-21,22.177806571928535
2025-09-22,19.285049192981333
2025-09-23,17.356544273683202
2025-09-24,16.392291814034134
2025-09-25,15.428039354385067
2025-09-26,17.356544273683202
2025-09-27,25.070563950875734
2025-09-28,23.142059031577602
2025-09-29,17.356544273683202
2025-09-30,15.428039354385067
2025-10-01,18.320796733332266
2025-10-02,25.070563950875734
2025-10-03,22.177806571928535
2025-10-04,22.177806571928535
2025-10-05,21.213554112279468
2025-10-06,17.356544273683202
2025-10-07,15.428039354385067
2025-10-08,17.356544273683202
2025-10-09,27.963321329822936
2025-10-10,28.927573789472
2025-10-11,30.856078708770134
2025-10-12,27.963321329822936
2025-10-13,23.142059031577602
2025-10-14,20.2493016526304
2025-10-15,19.285049192981333
2025-10-16,20.2493016526304
2025-10-17,19.285049192981333
2025-10-18,24.106311491226666
2025-10-19,23.142059031577602
2025-10-20,22.177806571928535
2025-10-21,18.320796733332266
2025-10-22,17.356544273683202
2025-10-23,20.2493016526304
2025-10-24,19.285049192981333
2025-10-25,21.213554112279468
2025-10-26,22.177806571928535
2025-10-27,19.285049192981333
2025-10-28,16.392291814034134
2025-10-29,17.356544273683202
2025-10-30,18.320796733332266
2025-10-31,23.142059031577602
2025-11-01,80.9972066105216
2025-11-02,53.03388528069867
2025-11-03,30.856078708770134
2025-11-04,26.99906887017387
2025-11-05,23.142059031577602
2025-11-06,22.177806571928535
2025-11-07,24.106311491226666
2025-11-08,32.78458362806827
2025-11-09,32.78458362806827
2025-11-10,24.106311491226666
2025-11-11,26.99906887017387
2025-11-12,23.142059031577602
2025-11-13,21.213554112279468
2025-11-14,24.106311491226666
2025-11-15,27.963321329822936
2025-11-16,27.963321329822936
2025-11-17,21.213554112279468
2025-11-18,23.142059031577602
2025-11-19,26.0348164105248
2025-11-20,27.963321329822936
2025-11-21,26.99906887017387
2025-11-22,30.856078708770134
2025-11-23,30.856078708770134
2025-11-24,26.0348164105248
2025-11-25,26.99906887017387
2025-11-26,36.64159346666453
2025-11-27,31.8203311684192
2025-11-28,37.6058459263136
2025-11-29,96.42524596490667
2025-11-30,85.81846890876693
2025-12-01,43.391360684208
2025-12-02,33.748836087717336
2025-12-03,27.963321329822936
2025-12-04,29.891826249121067
2025-12-05,28.927573789472
2025-12-06,34.713088547366404
2025-12-07,33.748836087717336
2025-12-08,27.963321329822936
2025-12-09,26.0348164105248
2025-12-10,26.99906887017387
2025-12-11,36.696693607215906
2025-12-12,38.45989810485992
2025-12-13,43.66686138696488
2025-12-14,45.912192114433424
2025-12-15,31.007604095286418
2025-12-16,27.563845310825464
2025-12-17,27.081719081000934
2025-12-18,33.65241084175243
2025-12-19,35.815091358393914
2025-12-20,43.26738536796741
2025-12-21,37.57829585603791
2025-12-22,34.53401309057443
2025-12-23,31.889206344108423
2025-12-24,31.889206344108423
2025-12-25,79.96407897518333
2025-12-26,37.57829585603791
2025-12-27,32.77080859293042
2025-12-28,31.889206344108423
2025-12-29,27.96332132982294
2025-12-30,27.563845310825464
2025-12-31,27.96332132982294
2026-01-01,26.200116832178928
2026-01-02,27.081719081000934
2026-01-03,27.96332132982294
2026-01-04,27.96332132982294
2026-01-05,23.155834066715446
2026-01-06,21.39262956907144
2026-01-07,22.274231817893444
2026-01-08,22.756358047717974
2026-01-09,27.563845310825464
2026-01-10,31.1591294818027
2026-01-11,27.164369291827995
2026-01-12,20.77275298786847
2026-01-13,19.973800949873528
2026-01-14,19.174848911878584
2026-01-15,19.973800949873528
2026-01-16,21.57170502586341
2026-01-17,26.365417253833055
2026-01-18,23.968561139848234
2026-01-19,23.16960910185329
2026-01-20,18.375896873883644
2026-01-21,18.375896873883644
2026-01-22,21.57170502586341
2026-01-23,22.37065706385835
2026-01-24,28.76227336781788
2026-01-25,30.36017744380776
2026-01-26,25.566465215838114
2026-01-27,23.968561139848234
2026-01-28,20.77275298786847
2026-01-29,20.77275298786847
2026-01-30,22.37065706385835
2026-01-31,27.96332132982294
2026-02-01,26.365417253833055
2026-02-02,20.77275298786847
2026-02-03,19.174848911878584
2026-02-04,19.174848911878584
2026-02-05,23.968561139848234
2026-02-06,24.767513177843174
2026-02-07,31.958081519797645
2026-02-08,24.767513177843174
2026-02-09,17.576944835888703
2026-02-10,17.576944835888703
2026-02-11,17.576944835888703
2026-02-12,16.777992797893763
2026-02-13,18.375896873883644
2026-02-14,22.37065706385835
2026-02-15,24.767513177843174
2026-02-16,20.77275298786847
2026-02-17,17.576944835888703
2026-02-18,16.777992797893763
2026-02-19,19.174848911878584
2026-02-20,19.973800949873528
2026-02-21,21.57170502586341
2026-02-22,21.57170502586341
2026-02-23,17.576944835888703
2026-02-24,18.375896873883644
2026-02-25,16.777992797893763
2026-02-26,16.777992797893763
2026-02-27,19.973800949873528
2026-02-28,23.968561139848234
2026-03-01,22.37065706385835
2026-03-02,19.174848911878584
2026-03-03,17.576944835888703
2026-03-04,17.576944835888703
2026-03-05,19.973800949873528
2026-03-06,19.174848911878584
2026-03-07,21.57170502586341
2026-03-08,22.37065706385835
2026-03-09,17.576944835888703
2026-03-10,17.576944835888703
2026-03-11,18.375896873883644
2026-03-12,19.174848911878584
2026-03-13,19.174848911878584
2026-03-14,25.566465215838114
2026-03-15,21.57170502586341
2026-03-16,19.973800949873528
2026-03-17,19.973800949873528
2026-03-18,23.16960910185329
2026-03-19,41.54550597573694
2026-03-20,33.555985595787526
2026-03-21,34.35493763378247
2026-03-22,31.1591294818027
2026-03-23,21.57170502586341
2026-03-24,22.37065706385835
2026-03-25,21.57170502586341
2026-03-26,21.57170502586341
2026-03-27,20.77275298786847
2026-03-28,23.968561139848234
2026-03-29,24.767513177843174
2026-03-30,19.174848911878584
2026-03-31,18.375896873883644
2026-04-01,24.767513177843174
2026-04-02,24.767513177843174
2026-04-03,23.968561139848234
2026-04-04,29.56122540581282
2026-04-05,26.365417253833055
2026-04-06,22.37065706385835
2026-04-07,19.174848911878584
2026-04-08,19.973800949873528
2026-04-09,19.174848911878584
2026-04-10,19.174848911878584
2026-04-11,23.16960910185329
2026-04-12,22.37065706385835
2026-04-13,17.576944835888703
2026-04-14,15.979040759898822
2026-04-15,15.979040759898822
2026-04-16,20.77275298786847
2026-04-17,25.566465215838114
2026-04-18,25.566465215838114
2026-04-19,23.968561139848234
2026-04-20,18.375896873883644
2026-04-21,16.777992797893763
2026-04-22,16.777992797893763
2026-04-23,16.777992797893763
2026-04-24,17.576944835888703
2026-04-25,21.57170502586341
2026-04-26,23.16960910185329
2026-04-27,17.576944835888703
2026-04-28,15.979040759898822
2026-04-29,15.979040759898822
2026-04-30,18.375896873883644
2026-05-01,18.375896873883644
2026-05-02,20.77275298786847
2026-05-03,20.77275298786847
2026-05-04,15.979040759898822
2026-05-05,15.18008872190388
2026-05-06,14.38113668390894
2026-05-07,13.582184645913998
2026-05-08,18.375896873883644
2026-05-09,17.576944835888703
2026-05-10,16.777992797893763
2026-05-11,15.18008872190388
2026-05-12,13.582184645913998
2026-05-13,15.979040759898822
2026-05-14,19.973800949873528
2026-05-15,19.174848911878584
2026-05-16,19.973800949873528
2026-05-17,19.174848911878584
2026-05-18,15.18008872190388
2026-05-19,14.38113668390894
2026-05-20,15.18008872190388
2026-05-21,15.18008872190388
2026-05-22,15.18008872190388
2026-05-23,19.973800949873528
2026-05-24,19.973800949873528
2026-05-25,19.174848911878584
2026-05-26,16.777992797893763
2026-05-27,15.18008872190388
2026-05-28,17.576944835888703
2026-05-29,18.375896873883644
2026-05-30,24.767513177843174
2026-05-31,23.968561139848234
