Time,facebook_login
2024-04-06,44.00260721561224
2024-04-07,44.00260721561224
2024-04-08,42.089450380150836
2024-04-09,44.00260721561224
2024-04-10,44.00260721561224
2024-04-11,44.00260721561224
2024-04-12,44.00260721561224
2024-04-13,45.91576405107364
2024-04-14,47.828920886535045
2024-04-15,42.089450380150836
2024-04-16,45.91576405107364
2024-04-17,42.089450380150836
2024-04-18,49.742077721996445
2024-04-19,42.089450380150836
2024-04-20,44.00260721561224
2024-04-21,47.828920886535045
2024-04-22,44.00260721561224
2024-04-23,45.91576405107364
2024-04-24,40.176293544689436
2024-04-25,45.91576405107364
2024-04-26,47.828920886535045
2024-04-27,45.91576405107364
2024-04-28,49.742077721996445
2024-04-29,44.00260721561224
2024-04-30,42.089450380150836
2024-05-01,42.089450380150836
2024-05-02,40.176293544689436
2024-05-03,44.00260721561224
2024-05-04,42.089450380150836
2024-05-05,44.00260721561224
2024-05-06,42.089450380150836
2024-05-07,42.089450380150836
2024-05-08,44.00260721561224
2024-05-09,44.00260721561224
2024-05-10,40.176293544689436
2024-05-11,44.00260721561224
2024-05-12,45.91576405107364
2024-05-13,44.00260721561224
2024-05-14,42.089450380150836
2024-05-15,42.089450380150836
2024-05-16,40.176293544689436
2024-05-17,40.176293544689436
2024-05-18,42.089450380150836
2024-05-19,45.91576405107364
2024-05-20,45.91576405107364
2024-05-21,40.176293544689436
2024-05-22,42.089450380150836
2024-05-23,47.828920886535045
2024-05-24,45.91576405107364
2024-05-25,47.828920886535045
2024-05-26,44.00260721561224
2024-05-27,45.91576405107364
2024-05-28,42.089450380150836
2024-05-29,44.00260721561224
2024-05-30,44.00260721561224
2024-05-31,45.91576405107364
2024-06-01,45.91576405107364
2024-06-02,51.655234557457845
2024-06-03,44.00260721561224
2024-06-04,42.089450380150836
2024-06-05,45.91576405107364
2024-06-06,44.00260721561224
2024-06-07,44.00260721561224
2024-06-08,42.089450380150836
2024-06-09,45.91576405107364
2024-06-10,44.00260721561224
2024-06-11,42.089450380150836
2024-06-12,44.00260721561224
2024-06-13,45.91576405107364
2024-06-14,44.00260721561224
2024-06-15,44.00260721561224
2024-06-16,47.828920886535045
2024-06-17,59.307861899303454
2024-06-18,49.742077721996445
2024-06-19,45.91576405107364
2024-06-20,44.00260721561224
2024-06-21,44.00260721561224
2024-06-22,45.91576405107364
2024-06-23,45.91576405107364
2024-06-24,42.089450380150836
2024-06-25,45.91576405107364
2024-06-26,44.00260721561224
2024-06-27,44.00260721561224
2024-06-28,45.91576405107364
2024-06-29,44.00260721561224
2024-06-30,45.91576405107364
2024-07-01,44.00260721561224
2024-07-02,44.00260721561224
2024-07-03,40.176293544689436
2024-07-04,44.00260721561224
2024-07-05,45.91576405107364
2024-07-06,47.828920886535045
2024-07-07,45.91576405107364
2024-07-08,45.91576405107364
2024-07-09,44.00260721561224
2024-07-10,44.00260721561224
2024-07-11,47.828920886535045
2024-07-12,45.91576405107364
2024-07-13,42.089450380150836
2024-07-14,44.00260721561224
2024-07-15,44.00260721561224
2024-07-16,44.00260721561224
2024-07-17,45.91576405107364
2024-07-18,45.91576405107364
2024-07-19,44.00260721561224
2024-07-20,44.00260721561224
2024-07-21,44.00260721561224
2024-07-22,47.828920886535045
2024-07-23,45.91576405107364
2024-07-24,44.00260721561224
2024-07-25,45.91576405107364
2024-07-26,42.089450380150836
2024-07-27,44.00260721561224
2024-07-28,44.00260721561224
2024-07-29,44.00260721561224
2024-07-30,44.00260721561224
2024-07-31,44.00260721561224
2024-08-01,45.91576405107364
2024-08-02,44.00260721561224
2024-08-03,44.00260721561224
2024-08-04,44.00260721561224
2024-08-05,45.91576405107364
2024-08-06,42.089450380150836
2024-08-07,45.91576405107364
2024-08-08,45.91576405107364
2024-08-09,44.00260721561224
2024-08-10,42.089450380150836
2024-08-11,44.00260721561224
2024-08-12,42.089450380150836
2024-08-13,45.91576405107364
2024-08-14,45.91576405107364
2024-08-15,44.00260721561224
2024-08-16,44.00260721561224
2024-08-17,44.00260721561224
2024-08-18,43.67535670428332
2024-08-19,46.217841446146494
2024-08-20,44.203992145660806
2024-08-21,43.67535670428332
2024-08-22,43.67535670428332
2024-08-23,46.217841446146494
2024-08-24,45.424888284080254
2024-08-25,42.190142845175124
2024-08-26,42.190142845175124
2024-08-27,44.203992145660806
2024-08-28,43.67535670428332
2024-08-29,41.92582512448638
2024-08-30,41.92582512448638
2024-08-31,40.44061126537818
2024-09-01,44.46830986634956
2024-09-02,41.66150740379763
2024-09-03,38.4267619648925
2024-09-04,43.93967442497206
2024-09-05,40.17629354468944
2024-09-06,38.4267619648925
2024-09-07,40.44061126537818
2024-09-08,40.70492898606693
2024-09-09,40.44061126537818
2024-09-10,38.162444244203755
2024-09-11,37.898126523515
2024-09-12,41.92582512448638
2024-09-13,40.44061126537818
2024-09-14,40.17629354468944
2024-09-15,40.17629354468944
2024-09-16,40.70492898606693
2024-09-17,40.70492898606693
2024-09-18,44.93401251708687
2024-09-19,39.64765810331195
2024-09-20,40.70492898606693
2024-09-21,42.8194707515769
2024-09-22,40.70492898606693
2024-09-23,40.17629354468944
2024-09-24,41.76219986882192
