Time,robert_kennedy
2022-06-09,10.0
2022-06-10,7.0
2022-06-11,8.0
2022-06-12,8.0
2022-06-13,9.0
2022-06-14,8.0
2022-06-15,8.0
2022-06-16,9.0
2022-06-17,6.0
2022-06-18,9.0
2022-06-19,9.0
2022-06-20,7.0
2022-06-21,9.0
2022-06-22,7.0
2022-06-23,6.0
2022-06-24,8.0
2022-06-25,10.0
2022-06-26,9.0
2022-06-27,11.0
2022-06-28,7.0
2022-06-29,12.0
2022-06-30,8.0
2022-07-01,9.0
2022-07-02,11.0
2022-07-03,11.0
2022-07-04,10.0
2022-07-05,10.0
2022-07-06,8.0
2022-07-07,9.0
2022-07-08,10.0
2022-07-09,10.0
2022-07-10,7.0
2022-07-11,10.0
2022-07-12,9.0
2022-07-13,9.0
2022-07-14,8.0
2022-07-15,8.0
2022-07-16,7.0
2022-07-17,10.0
2022-07-18,11.0
2022-07-19,10.0
2022-07-20,8.0
2022-07-21,10.0
2022-07-22,7.0
2022-07-23,7.0
2022-07-24,9.0
2022-07-25,9.0
2022-07-26,10.0
2022-07-27,9.0
2022-07-28,11.0
2022-07-29,9.0
2022-07-30,9.0
2022-07-31,11.0
2022-08-01,6.0
2022-08-02,10.0
2022-08-03,10.0
2022-08-04,9.0
2022-08-05,8.0
2022-08-06,9.0
2022-08-07,8.0
2022-08-08,8.0
2022-08-09,9.0
2022-08-10,9.0
2022-08-11,10.0
2022-08-12,8.0
2022-08-13,11.0
2022-08-14,12.0
2022-08-15,9.0
2022-08-16,9.0
2022-08-17,9.0
2022-08-18,11.0
2022-08-19,13.0
2022-08-20,11.0
2022-08-21,13.0
2022-08-22,13.0
2022-08-23,9.0
2022-08-24,9.0
2022-08-25,11.0
2022-08-26,13.0
2022-08-27,12.0
2022-08-28,16.0
2022-08-29,10.327586206896552
2022-08-30,9.327586206896552
2022-08-31,9.327586206896552
2022-09-01,9.327586206896552
2022-09-02,9.327586206896552
2022-09-03,14.74137931034483
2022-09-04,21.655172413793103
2022-09-05,20.655172413793103
2022-09-06,11.327586206896552
2022-09-07,14.24137931034483
2022-09-08,10.327586206896552
2022-09-09,6.413793103448276
2022-09-10,9.327586206896552
2022-09-11,10.327586206896552
2022-09-12,6.413793103448276
2022-09-13,9.327586206896552
2022-09-14,9.327586206896552
2022-09-15,9.827586206896552
2022-09-16,6.413793103448276
2022-09-17,9.327586206896552
2022-09-18,11.327586206896552
2022-09-19,6.413793103448276
2022-09-20,9.327586206896552
2022-09-21,9.327586206896552
2022-09-22,9.827586206896552
2022-09-23,5.413793103448276
2022-09-24,5.913793103448276
2022-09-25,9.327586206896552
2022-09-26,9.327586206896552
2022-09-27,9.327586206896552
2022-09-28,9.655172413793105
2022-09-29,9.655172413793105
2022-09-30,9.655172413793105
2022-10-01,9.655172413793105
2022-10-02,9.655172413793105
2022-10-03,9.655172413793105
2022-10-04,9.655172413793105
2022-10-05,9.655172413793105
2022-10-06,9.655172413793105
2022-10-07,9.655172413793105
2022-10-08,9.655172413793105
2022-10-09,9.655172413793105
2022-10-10,9.655172413793105
2022-10-11,9.655172413793105
2022-10-12,9.655172413793105
2022-10-13,4.8275862068965525
2022-10-14,9.655172413793105
2022-10-15,4.8275862068965525
2022-10-16,4.8275862068965525
2022-10-17,9.655172413793105
2022-10-18,9.655172413793105
2022-10-19,14.482758620689658
2022-10-20,14.482758620689658
2022-10-21,9.655172413793105
2022-10-22,9.655172413793105
2022-10-23,9.655172413793105
2022-10-24,14.482758620689658
2022-10-25,14.482758620689658
2022-10-26,14.482758620689658
2022-10-27,19.31034482758621
2022-10-28,9.655172413793105
2022-10-29,9.655172413793105
2022-10-30,9.655172413793105
2022-10-31,9.655172413793105
2022-11-01,9.655172413793105
2022-11-02,9.655172413793105
2022-11-03,9.655172413793105
2022-11-04,9.655172413793105
2022-11-05,9.655172413793105
2022-11-06,9.655172413793105
2022-11-07,4.8275862068965525
2022-11-08,14.482758620689658
2022-11-09,4.8275862068965525
2022-11-10,9.655172413793105
2022-11-11,9.655172413793105
2022-11-12,9.655172413793105
2022-11-13,9.655172413793105
2022-11-14,9.655172413793105
2022-11-15,4.8275862068965525
2022-11-16,9.655172413793105
2022-11-17,4.8275862068965525
2022-11-18,9.655172413793105
2022-11-19,14.482758620689658
2022-11-20,9.655172413793105
2022-11-21,9.655172413793105
2022-11-22,9.655172413793105
2022-11-23,9.655172413793105
2022-11-24,9.655172413793105
2022-11-25,9.655172413793105
2022-11-26,4.8275862068965525
2022-11-27,9.655172413793105
2022-11-28,9.655172413793105
2022-11-29,9.655172413793105
2022-11-30,9.655172413793105
2022-12-01,4.8275862068965525
2022-12-02,4.8275862068965525
2022-12-03,4.8275862068965525
2022-12-04,9.655172413793105
2022-12-05,9.655172413793105
2022-12-06,9.655172413793105
2022-12-07,14.482758620689658
2022-12-08,9.655172413793105
2022-12-09,4.8275862068965525
2022-12-10,4.8275862068965525
2022-12-11,4.8275862068965525
2022-12-12,9.655172413793105
2022-12-13,4.8275862068965525
2022-12-14,4.8275862068965525
2022-12-15,9.655172413793105
2022-12-16,9.655172413793105
2022-12-17,14.482758620689658
2022-12-18,9.655172413793105
2022-12-19,9.655172413793105
2022-12-20,9.655172413793105
2022-12-21,9.655172413793105
2022-12-22,9.655172413793105
2022-12-23,4.8275862068965525
2022-12-24,4.8275862068965525
2022-12-25,9.655172413793105
2022-12-26,4.8275862068965525
2022-12-27,4.8275862068965525
2022-12-28,9.655172413793105
2022-12-29,9.655172413793105
2022-12-30,9.655172413793105
2022-12-31,9.655172413793105
2023-01-01,9.655172413793105
2023-01-02,9.655172413793105
2023-01-03,9.655172413793105
2023-01-04,9.655172413793105
2023-01-05,4.8275862068965525
2023-01-06,4.8275862068965525
2023-01-07,4.8275862068965525
2023-01-08,9.655172413793105
2023-01-09,4.8275862068965525
2023-01-10,9.655172413793105
2023-01-11,62.75862068965518
2023-01-12,14.482758620689658
2023-01-13,9.655172413793105
2023-01-14,9.655172413793105
2023-01-15,9.655172413793105
2023-01-16,19.31034482758621
2023-01-17,14.482758620689658
2023-01-18,9.655172413793105
2023-01-19,9.655172413793105
2023-01-20,9.655172413793105
2023-01-21,9.655172413793105
2023-01-22,9.655172413793105
2023-01-23,9.655172413793105
2023-01-24,9.655172413793105
2023-01-25,9.655172413793105
2023-01-26,9.655172413793105
2023-01-27,9.655172413793105
2023-01-28,9.655172413793105
2023-01-29,9.655172413793105
2023-01-30,9.655172413793105
2023-01-31,4.8275862068965525
2023-02-01,9.655172413793105
2023-02-02,9.655172413793105
2023-02-03,9.655172413793105
2023-02-04,4.8275862068965525
2023-02-05,9.655172413793105
2023-02-06,4.8275862068965525
2023-02-07,9.655172413793105
2023-02-08,9.655172413793105
2023-02-09,4.8275862068965525
2023-02-10,9.655172413793105
2023-02-11,4.8275862068965525
2023-02-12,4.8275862068965525
2023-02-13,9.655172413793105
2023-02-14,4.8275862068965525
2023-02-15,4.8275862068965525
2023-02-16,4.8275862068965525
2023-02-17,9.655172413793105
2023-02-18,9.655172413793105
2023-02-19,9.655172413793105
2023-02-20,9.655172413793105
2023-02-21,9.655172413793105
2023-02-22,9.655172413793105
2023-02-23,9.655172413793105
2023-02-24,9.655172413793105
2023-02-25,4.8275862068965525
2023-02-26,9.655172413793105
2023-02-27,9.655172413793105
2023-02-28,9.655172413793105
2023-03-01,14.482758620689658
2023-03-02,19.31034482758621
2023-03-03,19.31034482758621
2023-03-04,53.10344827586208
2023-03-05,19.31034482758621
2023-03-06,19.31034482758621
2023-03-07,14.482758620689658
2023-03-08,14.482758620689658
2023-03-09,14.482758620689658
2023-03-10,9.655172413793105
2023-03-11,14.482758620689658
2023-03-12,14.482758620689658
2023-03-13,9.655172413793105
2023-03-14,14.482758620689658
2023-03-15,14.482758620689658
2023-03-16,14.482758620689658
2023-03-17,9.655172413793105
2023-03-18,9.655172413793105
2023-03-19,9.655172413793105
2023-03-20,14.482758620689658
2023-03-21,9.655172413793105
2023-03-22,9.655172413793105
2023-03-23,9.655172413793105
2023-03-24,9.655172413793105
2023-03-25,4.8275862068965525
2023-03-26,14.482758620689658
2023-03-27,9.655172413793105
2023-03-28,14.482758620689658
2023-03-29,9.655172413793105
2023-03-30,9.655172413793105
2023-03-31,9.655172413793105
2023-04-01,9.655172413793105
2023-04-02,9.655172413793105
2023-04-03,9.655172413793105
2023-04-04,9.655172413793105
2023-04-05,115.86206896551727
2023-04-06,482.75862068965523
2023-04-07,183.44827586206898
2023-04-08,101.3793103448276
2023-04-09,53.10344827586208
2023-04-10,43.448275862068975
2023-04-11,43.448275862068975
2023-04-12,57.93103448275863
2023-04-13,43.448275862068975
2023-04-14,33.793103448275865
2023-04-15,24.13793103448276
2023-04-16,43.448275862068975
2023-04-17,38.62068965517242
2023-04-18,38.62068965517242
2023-04-19,173.7931034482759
2023-04-20,328.2758620689656
2023-04-21,130.34482758620692
2023-04-22,125.51724137931036
2023-04-23,91.72413793103449
2023-04-24,96.55172413793105
2023-04-25,130.34482758620692
2023-04-26,106.15198088649575
2023-04-27,104.99875191669938
2023-04-28,101.4317298434547
2023-04-29,154.50772028670258
2023-04-30,126.1862140284563
2023-05-01,82.55072567129054
2023-05-02,62.516492529329966
2023-05-03,53.075990443247875
2023-05-04,48.35573940020683
2023-05-05,49.50896837000322
2023-05-06,58.94947045608531
2023-05-07,56.64301251649254
2023-05-08,73.11022358520844
2023-05-09,123.87975608886354
2023-05-10,82.55072567129054
2023-05-11,51.92276147345149
2023-05-12,58.94947045608531
2023-05-13,48.35573940020683
2023-05-14,42.4822593873694
2023-05-15,37.76200834432836
2023-05-16,57.79624148628892
2023-05-17,38.91523731412474
2023-05-18,34.19498627108369
2023-05-19,34.19498627108369
2023-05-20,43.635488357165784
2023-05-21,33.04175730128731
2023-05-22,34.19498627108369
2023-05-23,33.04175730128731
2023-05-24,33.04175730128731
2023-05-25,37.76200834432836
2023-05-26,55.35499055022645
2023-05-27,34.59686909389153
2023-05-28,27.677495275113223
2023-05-29,27.677495275113223
2023-05-30,25.37103733552045
2023-05-31,27.677495275113223
2023-06-01,39.20978497307706
2023-06-02,71.50019612737582
2023-06-03,46.12915879185537
2023-06-04,46.12915879185537
2023-06-05,115.32289697963843
2023-06-06,126.85518667760226
2023-06-07,96.87123346289627
2023-06-08,87.6454017045252
2023-06-09,53.04853261063367
2023-06-10,62.27436436900475
2023-06-11,66.88728024819028
2023-06-12,43.8227008522626
2023-06-13,48.435616731448135
2023-06-14,48.435616731448135
2023-06-15,172.98434546945762
2023-06-16,230.64579395927686
2023-06-17,168.3714295902721
2023-06-18,172.98434546945762
2023-06-19,179.90371928823595
2023-06-20,168.3714295902721
2023-06-21,133.77456049638056
2023-06-22,110.7099811004529
2023-06-23,103.79060728167458
2023-06-24,85.33894376493244
2023-06-25,133.77456049638056
2023-06-26,207.58121456334916
2023-06-27,182.2101772278287
2023-06-28,154.53268195271548
2023-06-29,182.2101772278287
2023-06-30,124.5487287380095
2023-07-01,115.32289697963843
2023-07-02,96.87123346289627
2023-07-03,92.25831758371073
2023-07-04,103.79060728167458
2023-07-05,73.80665406696859
2023-07-06,76.11311200656137
2023-07-07,96.87123346289627
2023-07-08,101.4841493420818
2023-07-09,66.88728024819028
2023-07-10,78.41956994615413
2023-07-11,85.33894376493244
2023-07-12,57.661448489819215
2023-07-13,92.25831758371073
2023-07-14,89.95185964411797
2023-07-15,69.19373818778305
2023-07-16,89.95185964411797
2023-07-17,83.03248582533966
2023-07-18,103.79060728167458
2023-07-19,50.7420746710409
2023-07-20,159.14559783190103
2023-07-21,202.9682986841636
2023-07-22,99.17769140248905
2023-07-23,85.33894376493244
2023-07-24,55.35499055022645
2023-07-25,48.435616731448135
2023-07-26,177.59726134864317
2023-07-27,48.435616731448135
2023-07-28,59.96790642941198
2023-07-29,57.661448489819215
2023-07-30,48.435616731448135
2023-07-31,41.51624291266983
2023-08-01,36.903327033484295
2023-08-02,41.51624291266983
2023-08-03,43.8227008522626
2023-08-04,34.59686909389153
2023-08-05,32.29041115429876
2023-08-06,39.20978497307706
2023-08-07,34.59686909389153
2023-08-08,32.29041115429876
2023-08-09,27.677495275113223
2023-08-10,34.59686909389153
2023-08-11,36.903327033484295
2023-08-12,32.29041115429876
2023-08-13,39.20978497307706
2023-08-14,34.59686909389153
2023-08-15,48.435616731448135
2023-08-16,36.903327033484295
2023-08-17,34.59686909389153
2023-08-18,27.677495275113223
2023-08-19,29.98395321470599
2023-08-20,27.677495275113223
2023-08-21,32.29041115429876
2023-08-22,27.677495275113223
2023-08-23,29.98395321470599
2023-08-24,46.12915879185537
2023-08-25,41.51624291266983
2023-08-26,29.98395321470599
2023-08-27,36.903327033484295
2023-08-28,29.98395321470599
2023-08-29,23.064579395927684
2023-08-30,41.51624291266983
2023-08-31,27.677495275113223
2023-09-01,20.758121456334916
2023-09-02,23.064579395927684
2023-09-03,27.677495275113223
2023-09-04,25.37103733552045
2023-09-05,20.758121456334916
2023-09-06,23.064579395927684
2023-09-07,20.758121456334916
2023-09-08,25.37103733552045
2023-09-09,46.12915879185537
2023-09-10,46.12915879185537
2023-09-11,32.29041115429876
2023-09-12,27.677495275113223
2023-09-13,53.04853261063367
2023-09-14,101.4841493420818
2023-09-15,27.677495275113223
2023-09-16,83.03248582533966
2023-09-17,80.7260278857469
2023-09-18,48.435616731448135
2023-09-19,29.98395321470599
2023-09-20,32.29041115429876
2023-09-21,34.59686909389153
2023-09-22,36.903327033484295
2023-09-23,46.12915879185537
2023-09-24,32.29041115429876
2023-09-25,29.98395321470599
2023-09-26,39.20978497307706
2023-09-27,39.20978497307706
2023-09-28,39.20978497307706
2023-09-29,36.903327033484295
2023-09-30,62.27436436900475
2023-10-01,43.8227008522626
2023-10-02,36.903327033484295
2023-10-03,32.29041115429876
2023-10-04,27.677495275113223
2023-10-05,29.98395321470599
2023-10-06,29.98395321470599
2023-10-07,25.37103733552045
2023-10-08,32.29041115429876
2023-10-09,170.67788752986488
2023-10-10,170.67788752986488
2023-10-11,76.11311200656137
2023-10-12,48.435616731448135
2023-10-13,34.59686909389153
2023-10-14,32.29041115429876
2023-10-15,36.903327033484295
2023-10-16,32.29041115429876
2023-10-17,27.677495275113223
2023-10-18,32.29041115429876
2023-10-19,32.29041115429876
2023-10-20,25.37103733552045
2023-10-21,20.758121456334916
2023-10-22,20.758121456334916
2023-10-23,20.758121456334916
2023-10-24,20.758121456334916
2023-10-25,20.758121456334916
2023-10-26,39.20978497307706
2023-10-27,32.29041115429876
2023-10-28,25.37103733552045
2023-10-29,18.451663516742148
2023-10-30,20.758121456334916
2023-10-31,20.758121456334916
2023-11-01,25.37103733552045
2023-11-02,27.677495275113223
2023-11-03,32.29041115429876
2023-11-04,29.98395321470599
2023-11-05,25.37103733552045
2023-11-06,29.98395321470599
2023-11-07,41.51624291266983
2023-11-08,55.35499055022645
2023-11-09,41.51624291266983
2023-11-10,29.98395321470599
2023-11-11,32.29041115429876
2023-11-12,32.29041115429876
2023-11-13,27.677495275113223
2023-11-14,34.59686909389153
2023-11-15,36.903327033484295
2023-11-16,36.903327033484295
2023-11-17,34.59686909389153
2023-11-18,32.29041115429876
2023-11-19,39.20978497307706
2023-11-20,27.677495275113223
2023-11-21,27.677495275113223
2023-11-22,36.903327033484295
2023-11-23,36.903327033484295
2023-11-24,29.98395321470599
2023-11-25,25.37103733552045
2023-11-26,25.37103733552045
2023-11-27,23.064579395927684
2023-11-28,23.064579395927684
2023-11-29,23.064579395927684
2023-11-30,27.677495275113223
2023-12-01,27.677495275113223
2023-12-02,18.451663516742148
2023-12-03,18.451663516742148
2023-12-04,20.758121456334916
2023-12-05,23.064579395927684
2023-12-06,36.903327033484295
2023-12-07,29.98395321470599
2023-12-08,27.677495275113223
2023-12-09,23.064579395927684
2023-12-10,20.758121456334916
2023-12-11,20.758121456334916
2023-12-12,23.064579395927684
2023-12-13,23.064579395927684
2023-12-14,20.758121456334916
2023-12-15,20.758121456334916
2023-12-16,20.758121456334916
2023-12-17,16.14520557714938
2023-12-18,16.14520557714938
2023-12-19,18.451663516742148
2023-12-20,25.37103733552045
2023-12-21,23.064579395927684
2023-12-22,18.451663516742148
2023-12-23,19.60489248653853
2023-12-24,18.451663516742148
2023-12-25,18.451663516742148
2023-12-26,18.451663516742148
2023-12-27,18.451663516742148
2023-12-28,23.833398709125273
2023-12-29,19.60489248653853
2023-12-30,18.451663516742148
2023-12-31,19.60489248653853
2024-01-01,23.833398709125273
2024-01-02,23.833398709125273
2024-01-03,30.368362871304782
2024-01-04,29.215133901508402
2024-01-05,29.215133901508402
2024-01-06,29.215133901508402
2024-01-07,24.986627678921657
2024-01-08,19.60489248653853
2024-01-09,24.986627678921657
2024-01-10,24.986627678921657
2024-01-11,24.986627678921657
2024-01-12,23.833398709125273
2024-01-13,22.68016973932889
2024-01-14,24.986627678921657
2024-01-15,24.986627678921657
2024-01-16,30.368362871304782
2024-01-17,26.139856648718045
2024-01-18,24.986627678921657
2024-01-19,23.833398709125273
2024-01-20,23.833398709125273
2024-01-21,30.752772527903577
2024-01-22,30.752772527903577
2024-01-23,30.752772527903577
2024-01-24,43.05388153906501
2024-01-25,36.903327033484295
2024-01-26,24.602218022322862
2024-01-27,43.05388153906501
2024-01-28,30.752772527903577
2024-01-29,24.602218022322862
2024-01-30,30.752772527903577
2024-01-31,24.602218022322862
2024-02-01,30.752772527903577
2024-02-02,24.602218022322862
2024-02-03,24.602218022322862
2024-02-04,30.752772527903577
2024-02-05,43.05388153906501
2024-02-06,61.505545055807154
2024-02-07,30.752772527903577
2024-02-08,30.752772527903577
2024-02-09,30.752772527903577
2024-02-10,30.752772527903577
2024-02-11,30.752772527903577
2024-02-12,295.22661626787436
2024-02-13,92.25831758371073
2024-02-14,43.05388153906501
2024-02-15,36.903327033484295
2024-02-16,36.903327033484295
2024-02-17,36.903327033484295
2024-02-18,43.05388153906501
2024-02-19,30.752772527903577
2024-02-20,36.903327033484295
2024-02-21,43.05388153906501
2024-02-22,30.752772527903577
2024-02-23,30.752772527903577
2024-02-24,49.204436044645725
2024-02-25,73.80665406696859
2024-02-26,67.65609956138788
2024-02-27,73.80665406696859
2024-02-28,67.65609956138788
2024-02-29,73.80665406696859
2024-03-01,49.204436044645725
2024-03-02,49.204436044645725
2024-03-03,43.05388153906501
2024-03-04,43.05388153906501
2024-03-05,55.35499055022644
2024-03-06,67.65609956138788
2024-03-07,61.505545055807154
2024-03-08,110.70998110045288
2024-03-09,104.55942659487216
2024-03-10,61.505545055807154
2024-03-11,49.204436044645725
2024-03-12,86.10776307813002
2024-03-13,159.9144171450986
2024-03-14,110.70998110045288
2024-03-15,79.9572085725493
2024-03-16,67.65609956138788
2024-03-17,61.505545055807154
2024-03-18,61.505545055807154
2024-03-19,55.35499055022644
2024-03-20,49.204436044645725
2024-03-21,43.05388153906501
2024-03-22,36.903327033484295
2024-03-23,30.752772527903577
2024-03-24,49.204436044645725
2024-03-25,49.204436044645725
2024-03-26,202.9682986841636
2024-03-27,153.7638626395179
2024-03-28,86.10776307813002
2024-03-29,61.505545055807154
2024-03-30,49.204436044645725
2024-03-31,55.35499055022644
2024-04-01,61.505545055807154
2024-04-02,73.80665406696859
2024-04-03,55.35499055022644
2024-04-04,49.204436044645725
2024-04-05,49.204436044645725
2024-04-06,43.05388153906501
2024-04-07,36.903327033484295
2024-04-08,43.05388153906501
2024-04-09,43.05388153906501
2024-04-10,43.05388153906501
2024-04-11,36.903327033484295
2024-04-12,30.752772527903577
2024-04-13,36.903327033484295
2024-04-14,49.204436044645725
2024-04-15,43.05388153906501
2024-04-16,36.903327033484295
2024-04-17,24.602218022322862
2024-04-18,79.9572085725493
2024-04-19,55.35499055022644
2024-04-20,43.05388153906501
2024-04-21,36.903327033484295
2024-04-22,30.752772527903577
2024-04-23,36.903327033484295
2024-04-24,30.752772527903577
2024-04-25,30.752772527903577
2024-04-26,36.903327033484295
2024-04-27,67.65609956138788
2024-04-28,55.35499055022644
2024-04-29,49.204436044645725
2024-04-30,36.903327033484295
2024-05-01,43.05388153906501
2024-05-02,43.05388153906501
2024-05-03,36.903327033484295
2024-05-04,24.602218022322862
2024-05-05,30.752772527903577
2024-05-06,36.903327033484295
2024-05-07,30.752772527903577
2024-05-08,110.70998110045288
2024-05-09,110.70998110045288
2024-05-10,61.505545055807154
2024-05-11,49.204436044645725
2024-05-12,49.204436044645725
2024-05-13,43.05388153906501
2024-05-14,43.05388153906501
2024-05-15,43.05388153906501
2024-05-16,36.903327033484295
2024-05-17,30.752772527903577
2024-05-18,24.602218022322862
2024-05-19,43.05388153906501
2024-05-20,30.752772527903577
2024-05-21,30.752772527903577
2024-05-22,36.903327033484295
2024-05-23,30.752772527903577
2024-05-24,30.752772527903577
2024-05-25,30.752772527903577
2024-05-26,36.903327033484295
2024-05-27,36.903327033484295
2024-05-28,24.602218022322862
2024-05-29,30.752772527903577
2024-05-30,49.204436044645725
2024-05-31,61.505545055807154
2024-06-01,36.903327033484295
2024-06-02,30.752772527903577
2024-06-03,30.752772527903577
2024-06-04,36.903327033484295
2024-06-05,55.35499055022644
2024-06-06,43.05388153906501
2024-06-07,43.05388153906501
2024-06-08,36.903327033484295
2024-06-09,36.903327033484295
2024-06-10,36.903327033484295
2024-06-11,30.752772527903577
2024-06-12,30.752772527903577
2024-06-13,30.752772527903577
2024-06-14,24.602218022322862
2024-06-15,36.903327033484295
2024-06-16,36.903327033484295
2024-06-17,36.903327033484295
2024-06-18,30.752772527903577
2024-06-19,36.903327033484295
2024-06-20,30.752772527903577
2024-06-21,36.903327033484295
2024-06-22,36.903327033484295
2024-06-23,30.752772527903577
2024-06-24,24.602218022322862
2024-06-25,30.752772527903577
2024-06-26,30.752772527903577
2024-06-27,55.35499055022644
2024-06-28,325.97938879577794
2024-06-29,172.21552615626004
2024-06-30,129.16164461719504
2024-07-01,92.25831758371073
2024-07-02,98.40887208929145
2024-07-03,104.55942659487216
2024-07-04,98.40887208929145
2024-07-05,73.80665406696859
2024-07-06,92.25831758371073
2024-07-07,61.505545055807154
2024-07-08,61.505545055807154
2024-07-09,55.35499055022644
2024-07-10,49.204436044645725
2024-07-11,49.204436044645725
2024-07-12,55.35499055022644
2024-07-13,116.8605356060336
2024-07-14,295.22661626787436
2024-07-15,141.46275362835647
2024-07-16,135.31219912277575
2024-07-17,86.10776307813002
2024-07-18,67.65609956138788
2024-07-19,67.65609956138788
2024-07-20,49.204436044645725
2024-07-21,239.8716257176479
2024-07-22,190.66718967300218
2024-07-23,104.55942659487216
2024-07-24,67.65609956138788
2024-07-25,55.35499055022644
2024-07-26,67.65609956138788
2024-07-27,55.35499055022644
2024-07-28,55.35499055022644
2024-07-29,43.05388153906501
2024-07-30,36.903327033484295
2024-07-31,36.903327033484295
2024-08-01,30.752772527903577
2024-08-02,30.752772527903577
2024-08-03,30.752772527903577
2024-08-04,36.903327033484295
2024-08-05,104.55942659487216
2024-08-06,79.9572085725493
2024-08-07,49.204436044645725
2024-08-08,36.903327033484295
2024-08-09,55.35499055022644
2024-08-10,43.05388153906501
2024-08-11,36.903327033484295
2024-08-12,30.752772527903577
2024-08-13,36.903327033484295
2024-08-14,36.903327033484295
2024-08-15,49.204436044645725
2024-08-16,30.752772527903577
2024-08-17,24.602218022322862
2024-08-18,36.10108079362594
2024-08-19,29.950526288045225
2024-08-20,39.1763580464163
2024-08-21,111.37851963366819
2024-08-22,138.25376866892304
2024-08-23,439.363524029092
2024-08-24,589.9184017091766
2024-08-25,294.9592008545883
2024-08-26,189.73123572650078
2024-08-27,144.40432317450376
2024-08-28,81.42799334562295
2024-08-29,72.20216158725188
2024-08-30,42.251635299206654
2024-08-31,39.1763580464163
2024-09-01,39.1763580464163
2024-09-02,36.10108079362594
2024-09-03,33.02580354083558
2024-09-04,33.02580354083558
2024-09-05,36.10108079362594
2024-09-06,33.02580354083558
2024-09-07,33.02580354083558
2024-09-08,29.950526288045225
2024-09-09,29.950526288045225
2024-09-10,29.950526288045225
2024-09-11,45.32691255199701
2024-09-12,33.02580354083558
2024-09-13,29.950526288045225
2024-09-14,29.950526288045225
2024-09-15,29.950526288045225
2024-09-16,29.950526288045225
2024-09-17,35.29883455376759
2024-09-18,35.29883455376759
2024-09-19,35.29883455376759
