Time,prime_video
2023-03-25,39.0
2023-03-26,38.0
2023-03-27,31.0
2023-03-28,31.0
2023-03-29,26.0
2023-03-30,29.0
2023-03-31,32.0
2023-04-01,34.0
2023-04-02,33.0
2023-04-03,28.0
2023-04-04,27.0
2023-04-05,27.0
2023-04-06,29.0
2023-04-07,27.0
2023-04-08,35.0
2023-04-09,35.0
2023-04-10,31.0
2023-04-11,28.0
2023-04-12,28.0
2023-04-13,27.0
2023-04-14,31.0
2023-04-15,33.0
2023-04-16,37.0
2023-04-17,29.0
2023-04-18,27.0
2023-04-19,29.0
2023-04-20,29.0
2023-04-21,32.0
2023-04-22,36.0
2023-04-23,40.0
2023-04-24,29.0
2023-04-25,29.0
2023-04-26,29.129143214509067
2023-04-27,28.288930581613506
2023-04-28,31.649781113195747
2023-04-29,36.03126954346466
2023-04-30,37.21169480925578
2023-05-01,30.809568480300186
2023-05-02,30.809568480300186
2023-05-03,29.129143214509067
2023-05-04,29.96935584740463
2023-05-05,29.129143214509067
2023-05-06,36.871482176360225
2023-05-07,33.67041901188243
2023-05-08,29.96935584740463
2023-05-09,29.629143214509067
2023-05-10,29.129143214509067
2023-05-11,29.129143214509067
2023-05-12,34.01063164477799
2023-05-13,33.67041901188243
2023-05-14,37.71169480925578
2023-05-15,34.850844277673545
2023-05-16,30.309568480300186
2023-05-17,31.989993746091308
2023-05-18,33.17041901188243
2023-05-19,34.01063164477799
2023-05-20,34.01063164477799
2023-05-21,36.871482176360225
2023-05-22,32.830206378986865
2023-05-23,30.309568480300186
2023-05-24,30.809568480300186
2023-05-25,30.309568480300186
2023-05-26,34.70168855534709
2023-05-27,38.78424015009381
2023-05-28,34.02126328955597
2023-05-29,37.423389618511564
2023-05-30,33.34083802376485
2023-05-31,30.619136960600372
2023-06-01,30.619136960600372
2023-06-02,34.02126328955597
2023-06-03,36.06253908692933
2023-06-04,38.78424015009381
2023-06-05,32.66041275797373
2023-06-06,32.66041275797373
2023-06-07,31.299562226391494
2023-06-08,31.299562226391494
2023-06-09,32.66041275797373
2023-06-10,36.74296435272045
2023-06-11,34.70168855534709
2023-06-12,32.66041275797373
2023-06-13,31.299562226391494
2023-06-14,31.299562226391494
2023-06-15,31.299562226391494
2023-06-16,31.979987492182612
2023-06-17,34.70168855534709
2023-06-18,36.06253908692933
2023-06-19,29.938711694809253
2023-06-20,31.299562226391494
2023-06-21,29.938711694809253
2023-06-22,31.299562226391494
2023-06-23,31.979987492182612
2023-06-24,34.70168855534709
2023-06-25,35.382113821138205
2023-06-26,31.979987492182612
2023-06-27,29.938711694809253
2023-06-28,27.217010631644776
2023-06-29,28.577861163227013
2023-06-30,29.938711694809253
2023-07-01,32.66041275797373
2023-07-02,38.103814884302686
2023-07-03,31.979987492182612
2023-07-04,34.70168855534709
2023-07-05,31.979987492182612
2023-07-06,31.299562226391494
2023-07-07,31.299562226391494
2023-07-08,37.423389618511564
2023-07-09,38.103814884302686
2023-07-10,31.979987492182612
2023-07-11,30.619136960600372
2023-07-12,29.938711694809253
2023-07-13,31.299562226391494
2023-07-14,58.51657285803627
2023-07-15,48.310193871169474
2023-07-16,46.268918073796115
2023-07-17,36.74296435272045
2023-07-18,37.423389618511564
2023-07-19,31.979987492182612
2023-07-20,31.979987492182612
2023-07-21,38.78424015009381
2023-07-22,38.103814884302686
2023-07-23,40.145090681676045
2023-07-24,39.46466541588492
2023-07-25,32.66041275797373
2023-07-26,29.938711694809253
2023-07-27,32.66041275797373
2023-07-28,40.82551594746717
2023-07-29,40.145090681676045
2023-07-30,34.70168855534709
2023-07-31,33.34083802376485
2023-08-01,30.619136960600372
2023-08-02,29.258286429018135
2023-08-03,31.299562226391494
2023-08-04,38.103814884302686
2023-08-05,36.74296435272045
2023-08-06,40.82551594746717
2023-08-07,34.70168855534709
2023-08-08,31.979987492182612
2023-08-09,31.299562226391494
2023-08-10,36.06253908692933
2023-08-11,48.310193871169474
2023-08-12,42.186366479049404
2023-08-13,41.50594121325828
2023-08-14,34.70168855534709
2023-08-15,30.619136960600372
2023-08-16,29.258286429018135
2023-08-17,31.299562226391494
2023-08-18,46.268918073796115
2023-08-19,42.86679174484052
2023-08-20,40.145090681676045
2023-08-21,34.70168855534709
2023-08-22,31.299562226391494
2023-08-23,28.577861163227013
2023-08-24,30.619136960600372
2023-08-25,35.382113821138205
2023-08-26,37.423389618511564
2023-08-27,36.74296435272045
2023-08-28,30.619136960600372
2023-08-29,28.577861163227013
2023-08-30,31.979987492182612
2023-08-31,28.577861163227013
2023-09-01,31.979987492182612
2023-09-02,31.299562226391494
2023-09-03,34.70168855534709
2023-09-04,36.74296435272045
2023-09-05,30.619136960600372
2023-09-06,31.299562226391494
2023-09-07,29.938711694809253
2023-09-08,32.66041275797373
2023-09-09,33.34083802376485
2023-09-10,34.70168855534709
2023-09-11,29.938711694809253
2023-09-12,29.258286429018135
2023-09-13,29.258286429018135
2023-09-14,38.103814884302686
2023-09-15,68.04252657911194
2023-09-16,36.74296435272045
2023-09-17,38.78424015009381
2023-09-18,28.577861163227013
2023-09-19,28.577861163227013
2023-09-20,27.897435897435894
2023-09-21,36.06253908692933
2023-09-22,63.959974984365225
2023-09-23,36.74296435272045
2023-09-24,38.78424015009381
2023-09-25,31.299562226391494
2023-09-26,28.577861163227013
2023-09-27,27.217010631644776
2023-09-28,36.74296435272045
2023-09-29,59.87742338961851
2023-09-30,38.78424015009381
2023-10-01,39.46466541588492
2023-10-02,31.299562226391494
2023-10-03,29.258286429018135
2023-10-04,28.577861163227013
2023-10-05,32.66041275797373
2023-10-06,55.79487179487179
2023-10-07,37.423389618511564
2023-10-08,36.74296435272045
2023-10-09,31.299562226391494
2023-10-10,31.299562226391494
2023-10-11,29.258286429018135
2023-10-12,36.06253908692933
2023-10-13,55.11444652908067
2023-10-14,38.78424015009381
2023-10-15,44.22764227642276
2023-10-16,29.938711694809253
2023-10-17,29.258286429018135
2023-10-18,30.619136960600372
2023-10-19,32.66041275797373
2023-10-20,53.75359599749843
2023-10-21,34.02126328955597
2023-10-22,36.06253908692933
2023-10-23,31.299562226391494
2023-10-24,29.938711694809253
2023-10-25,29.938711694809253
2023-10-26,34.02126328955597
2023-10-27,51.71232020012508
2023-10-28,34.02126328955597
2023-10-29,36.74296435272045
2023-10-30,31.299562226391494
2023-10-31,32.66041275797373
2023-11-01,31.299562226391494
2023-11-02,32.66041275797373
2023-11-03,55.79487179487179
2023-11-04,38.78424015009381
2023-11-05,35.382113821138205
2023-11-06,30.619136960600372
2023-11-07,30.619136960600372
2023-11-08,29.258286429018135
2023-11-09,31.299562226391494
2023-11-10,50.35146966854283
2023-11-11,36.06253908692933
2023-11-12,34.02126328955597
2023-11-13,31.299562226391494
2023-11-14,29.938711694809253
2023-11-15,29.938711694809253
2023-11-16,31.299562226391494
2023-11-17,61.238273921200744
2023-11-18,35.382113821138205
2023-11-19,35.382113821138205
2023-11-20,34.70168855534709
2023-11-21,36.06253908692933
2023-11-22,31.979987492182612
2023-11-23,37.423389618511564
2023-11-24,62.59912445278299
2023-11-25,38.78424015009381
2023-11-26,41.50594121325828
2023-11-27,34.02126328955597
2023-11-28,31.299562226391494
2023-11-29,31.299562226391494
2023-11-30,31.299562226391494
2023-12-01,59.87742338961851
2023-12-02,36.06253908692933
2023-12-03,38.103814884302686
2023-12-04,31.299562226391494
2023-12-05,31.979987492182612
2023-12-06,31.299562226391494
2023-12-07,33.34083802376485
2023-12-08,44.90806754221388
2023-12-09,37.423389618511564
2023-12-10,39.46466541588492
2023-12-11,36.74296435272045
2023-12-12,33.34083802376485
2023-12-13,37.423389618511564
2023-12-14,33.34083802376485
2023-12-15,55.79487179487179
2023-12-16,39.46466541588492
2023-12-17,35.382113821138205
2023-12-18,36.06253908692933
2023-12-19,41.50594121325828
2023-12-20,40.82551594746717
2023-12-21,44.90806754221388
2023-12-22,62.649902457692775
2023-12-23,39.5662214257045
2023-12-24,38.586205930945646
2023-12-25,43.52690580866773
2023-12-26,40.88644955335891
2023-12-27,44.84713393632214
2023-12-28,42.866791744840526
2023-12-29,56.70887588324792
2023-12-30,41.54656361718611
2023-12-31,40.22633548953171
2024-01-01,40.22633548953171
2024-01-02,38.586205930945646
2024-01-03,35.60553704274126
2024-01-04,35.94574967563682
2024-01-05,35.28563561180962
2024-01-06,40.22633548953171
2024-01-07,41.54656361718611
2024-01-08,35.28563561180962
2024-01-09,30.004723101191974
2024-01-10,32.6451793565008
2024-01-11,33.305293420328
2024-01-12,35.94574967563682
2024-01-13,40.88644955335891
2024-01-14,40.88644955335891
2024-01-15,40.22633548953171
2024-01-16,35.28563561180962
2024-01-17,34.625521547982416
2024-01-18,33.305293420328
2024-01-19,42.866791744840526
2024-01-20,43.18669317577216
2024-01-21,42.22698888297723
2024-01-22,35.82896026434432
2024-01-23,33.90955167875444
2024-01-24,32.629945955027864
2024-01-25,33.26974881689115
2024-01-26,39.667777435524066
2024-01-27,47.34541177788356
2024-01-28,44.7862003304304
2024-01-29,36.468763126207605
2024-01-30,39.667777435524066
2024-01-31,35.18915740248103
2024-02-01,36.468763126207605
2024-02-02,45.42600319229369
2024-02-03,47.98521463974686
2024-02-04,46.70560891602027
2024-02-05,37.1085659880709
2024-02-06,33.90955167875444
2024-02-07,31.350340231301278
2024-02-08,31.350340231301278
2024-02-09,30.070734507574695
2024-02-10,43.506594606703814
2024-02-11,43.506594606703814
2024-02-12,31.99014309316457
2024-02-13,33.90955167875444
2024-02-14,33.90955167875444
2024-02-15,32.629945955027864
2024-02-16,38.38817171179748
2024-02-17,39.667777435524066
2024-02-18,43.506594606703814
2024-02-19,37.1085659880709
2024-02-20,30.070734507574695
2024-02-21,30.070734507574695
2024-02-22,30.070734507574695
2024-02-23,31.350340231301278
2024-02-24,33.90955167875444
2024-02-25,35.82896026434432
2024-02-26,33.90955167875444
2024-02-27,28.15132592198482
2024-02-28,26.871720198258238
2024-02-29,28.791128783848112
2024-03-01,32.629945955027864
2024-03-02,35.18915740248103
2024-03-03,33.90955167875444
2024-03-04,28.791128783848112
2024-03-05,28.15132592198482
2024-03-06,29.430931645711404
2024-03-07,29.430931645711404
2024-03-08,30.070734507574695
2024-03-09,35.18915740248103
2024-03-10,38.38817171179748
2024-03-11,28.791128783848112
2024-03-12,28.791128783848112
2024-03-13,27.51152306012153
2024-03-14,29.430931645711404
2024-03-15,31.350340231301278
2024-03-16,34.549354540617735
2024-03-17,35.82896026434432
2024-03-18,30.070734507574695
2024-03-19,27.51152306012153
2024-03-20,28.791128783848112
2024-03-21,36.468763126207605
2024-03-22,32.629945955027864
2024-03-23,39.02797457366077
2024-03-24,38.38817171179748
2024-03-25,31.99014309316457
2024-03-26,32.629945955027864
2024-03-27,28.791128783848112
2024-03-28,34.549354540617735
2024-03-29,33.90955167875444
2024-03-30,36.468763126207605
2024-03-31,37.748368849934195
2024-04-01,32.629945955027864
2024-04-02,28.791128783848112
2024-04-03,28.15132592198482
2024-04-04,32.629945955027864
2024-04-05,33.90955167875444
2024-04-06,33.90955167875444
2024-04-07,34.549354540617735
2024-04-08,27.51152306012153
2024-04-09,31.350340231301278
2024-04-10,31.350340231301278
2024-04-11,40.94738315925065
2024-04-12,37.748368849934195
2024-04-13,38.38817171179748
2024-04-14,42.22698888297723
2024-04-15,35.82896026434432
2024-04-16,33.90955167875444
2024-04-17,36.468763126207605
2024-04-18,36.468763126207605
2024-04-19,35.18915740248103
2024-04-20,37.1085659880709
2024-04-21,41.587186021113936
2024-04-22,34.549354540617735
2024-04-23,31.350340231301278
2024-04-24,30.710537369437986
2024-04-25,31.99014309316457
2024-04-26,33.26974881689115
2024-04-27,34.549354540617735
2024-04-28,37.1085659880709
2024-04-29,31.99014309316457
2024-04-30,34.549354540617735
2024-05-01,30.070734507574695
2024-05-02,30.070734507574695
2024-05-03,34.549354540617735
2024-05-04,38.38817171179748
2024-05-05,43.506594606703814
2024-05-06,34.549354540617735
2024-05-07,28.791128783848112
2024-05-08,29.430931645711404
2024-05-09,31.350340231301278
2024-05-10,33.90955167875444
2024-05-11,36.468763126207605
2024-05-12,35.82896026434432
2024-05-13,31.350340231301278
2024-05-14,31.350340231301278
2024-05-15,30.070734507574695
2024-05-16,34.549354540617735
2024-05-17,34.549354540617735
2024-05-18,35.82896026434432
2024-05-19,35.82896026434432
2024-05-20,33.90955167875444
2024-05-21,35.18915740248103
2024-05-22,31.99014309316457
2024-05-23,31.350340231301278
2024-05-24,34.549354540617735
2024-05-25,36.468763126207605
2024-05-26,35.82896026434432
2024-05-27,37.1085659880709
2024-05-28,32.629945955027864
2024-05-29,30.070734507574695
2024-05-30,33.26974881689115
2024-05-31,31.350340231301278
2024-06-01,33.26974881689115
2024-06-02,37.1085659880709
2024-06-03,30.710537369437986
2024-06-04,28.791128783848112
2024-06-05,31.350340231301278
2024-06-06,30.710537369437986
2024-06-07,31.350340231301278
2024-06-08,33.26974881689115
2024-06-09,33.26974881689115
2024-06-10,30.710537369437986
2024-06-11,31.350340231301278
2024-06-12,29.430931645711404
2024-06-13,36.468763126207605
2024-06-14,37.1085659880709
2024-06-15,39.02797457366077
2024-06-16,40.30758029738736
2024-06-17,36.468763126207605
2024-06-18,31.99014309316457
2024-06-19,35.18915740248103
2024-06-20,39.667777435524066
2024-06-21,36.468763126207605
2024-06-22,38.38817171179748
2024-06-23,39.02797457366077
2024-06-24,35.18915740248103
2024-06-25,31.350340231301278
2024-06-26,31.350340231301278
2024-06-27,37.1085659880709
2024-06-28,35.82896026434432
2024-06-29,37.1085659880709
2024-06-30,38.38817171179748
2024-07-01,31.99014309316457
2024-07-02,32.629945955027864
2024-07-03,31.350340231301278
2024-07-04,40.94738315925065
2024-07-05,40.94738315925065
2024-07-06,37.1085659880709
2024-07-07,37.1085659880709
2024-07-08,33.26974881689115
2024-07-09,34.549354540617735
2024-07-10,31.350340231301278
2024-07-11,36.468763126207605
2024-07-12,38.38817171179748
2024-07-13,37.748368849934195
2024-07-14,37.1085659880709
2024-07-15,33.90955167875444
2024-07-16,39.667777435524066
2024-07-17,33.90955167875444
2024-07-18,43.506594606703814
2024-07-19,36.468763126207605
2024-07-20,37.748368849934195
2024-07-21,37.1085659880709
2024-07-22,31.99014309316457
2024-07-23,30.070734507574695
2024-07-24,30.710537369437986
2024-07-25,30.710537369437986
2024-07-26,30.070734507574695
2024-07-27,33.90955167875444
2024-07-28,33.26974881689115
2024-07-29,30.070734507574695
2024-07-30,28.791128783848112
2024-07-31,28.15132592198482
2024-08-01,30.070734507574695
2024-08-02,28.791128783848112
2024-08-03,31.99014309316457
2024-08-04,35.18915740248103
2024-08-05,29.430931645711404
2024-08-06,26.871720198258238
2024-08-07,28.15132592198482
2024-08-08,28.15132592198482
2024-08-09,30.710537369437986
2024-08-10,31.99014309316457
2024-08-11,33.26974881689115
2024-08-12,28.15132592198482
2024-08-13,30.710537369437986
2024-08-14,28.15132592198482
2024-08-15,27.51152306012153
2024-08-16,28.15132592198482
2024-08-17,33.90955167875444
2024-08-18,34.73375463913429
2024-08-19,28.58106475409471
2024-08-20,28.261163323163068
2024-08-21,28.261163323163068
2024-08-22,26.893898904265384
2024-08-23,29.948329172992395
2024-08-24,35.05365607006594
2024-08-25,35.417386848583135
2024-08-26,30.63196138244124
2024-08-27,25.5266344853677
2024-08-28,27.89743254464587
2024-08-29,29.948329172992395
2024-08-30,28.94479553261191
2024-08-31,33.36649022023661
2024-09-01,35.417386848583135
2024-09-02,37.10455269841246
2024-09-03,26.21026669481654
2024-09-04,26.893898904265384
2024-09-05,29.62842774206075
2024-09-06,33.36649022023661
2024-09-07,33.68639165116825
2024-09-08,36.10101905803197
2024-09-09,26.21026669481654
2024-09-10,25.5266344853677
2024-09-11,24.523100844987212
2024-09-12,36.42092048896362
2024-09-13,63.99845160267785
2024-09-14,35.73728827951478
2024-09-15,35.73728827951478
2024-09-16,27.577531113714222
2024-09-17,28.371000724341314
2024-09-18,26.916077610272527
2024-09-19,31.280846952478882
2024-09-20,49.467385878338696
2024-09-21,34.918154737650845
2024-09-22,34.19069318061646
2024-09-23,30.55338539544449
2024-09-24,26.916077610272527
2024-09-25,26.188616053238135
2024-09-26,34.19069318061646
2024-09-27,56.74200144868263
2024-09-28,35.64561629468524
2024-09-29,34.19069318061646
2024-09-30,29.825923838410098
2024-10-01,26.916077610272527
2024-10-02,24.733692939169348
2024-10-03,32.735770066547666
2024-10-04,53.832155220545054
2024-10-05,35.64561629468524
2024-10-06,34.918154737650845
2024-10-07,28.371000724341314
2024-10-08,27.64353916730692
2024-10-09,28.371000724341314
2024-10-10,31.280846952478882
2024-10-11,49.467385878338696
2024-10-12,34.918154737650845
2024-10-13,34.918154737650845
2024-10-14,29.825923838410098
2024-10-15,33.46323162358206
2024-10-16,29.098462281375706
2024-10-17,32.735770066547666
2024-10-18,42.19277030799477
2024-10-19,33.46323162358206
2024-10-20,35.64561629468524
2024-10-21,31.280846952478882
2024-10-22,26.916077610272527
2024-10-23,27.64353916730692
2024-10-24,28.371000724341314
2024-10-25,45.102616536132345
2024-10-26,32.00830850951328
2024-10-27,38.55546252282281
2024-10-28,28.371000724341314
2024-10-29,26.916077610272527
2024-10-30,26.188616053238135
2024-10-31,32.735770066547666
2024-11-01,45.102616536132345
2024-11-02,34.19069318061646
2024-11-03,36.37307785171963
2024-11-04,28.371000724341314
2024-11-05,26.188616053238135
2024-11-06,21.096385153997385
2024-11-07,26.916077610272527
2024-11-08,52.37723210647627
2024-11-09,33.46323162358206
2024-11-10,37.100539408754024
2024-11-11,31.280846952478882
2024-11-12,27.64353916730692
2024-11-13,28.371000724341314
2024-11-14,29.098462281375706
2024-11-15,50.19484743537309
2024-11-16,30.55338539544449
2024-11-17,35.64561629468524
2024-11-18,29.098462281375706
2024-11-19,27.64353916730692
2024-11-20,30.55338539544449
2024-11-21,31.280846952478882
2024-11-22,59.651847676820196
2024-11-23,33.46323162358206
2024-11-24,37.100539408754024
2024-11-25,32.00830850951328
