Time,mlb
2024-09-23,36.17421469965756
2024-09-24,44.44260663100786
2024-09-25,58.912292510870884
2024-09-26,54.77809654519573
2024-09-27,53.74454755377695
2024-09-28,69.24778242505876
2024-09-29,73.3819783907339
2024-09-30,68.21423343363998
2024-10-01,80.61682133066542
2024-10-02,87.85166427059693
2024-10-03,79.58327233924663
2024-10-04,57.878743519452094
2024-10-05,67.18068444222118
2024-10-06,93.01940922769087
2024-10-07,65.11358645938361
2024-10-08,64.08003746796481
2024-10-09,89.91876225343451
2024-10-10,103.35489914187875
2024-10-11,80.61682133066542
2024-10-12,102.32135015045995
2024-10-13,47.54325360526422
2024-10-14,75.44907637357149
2024-10-15,58.912292510870884
2024-10-16,68.21423343363998
2024-10-17,73.3819783907339
2024-10-18,93.01940922769087
2024-10-19,90.95231124485329
2024-10-20,88.88521326201572
2024-10-21,69.24778242505876
2024-10-22,19.637430836956963
2024-10-23,16.5367838627006
2024-10-24,14.469685879863023
2024-10-25,23.77162680263211
2024-10-26,84.75101729634056
2024-10-27,73.3819783907339
2024-10-28,24.805175794050896
2024-10-29,73.3819783907339
2024-10-30,88.88521326201572
2024-10-31,99.22070317620359
2024-11-01,13.436136888444237
2024-11-02,11.369038905606661
2024-11-03,9.301940922769086
2024-11-04,10.335489914187875
2024-11-05,6.201293948512724
2024-11-06,5.167744957093937
2024-11-07,7.234842939931512
2024-11-08,7.234842939931512
2024-11-09,7.234842939931512
2024-11-10,7.234842939931512
2024-11-11,6.201293948512724
2024-11-12,7.234842939931512
2024-11-13,7.234842939931512
2024-11-14,6.201293948512724
2024-11-15,7.234842939931512
2024-11-16,6.201293948512724
2024-11-17,6.201293948512724
2024-11-18,6.201293948512724
2024-11-19,8.2683919313503
2024-11-20,8.2683919313503
2024-11-21,7.234842939931512
2024-11-22,7.234842939931512
2024-11-23,7.234842939931512
2024-11-24,6.201293948512724
2024-11-25,6.201293948512724
2024-11-26,6.201293948512724
2024-11-27,8.2683919313503
2024-11-28,7.234842939931512
2024-11-29,7.234842939931512
2024-11-30,6.201293948512724
2024-12-01,6.201293948512724
2024-12-02,6.201293948512724
2024-12-03,6.201293948512724
2024-12-04,7.234842939931512
2024-12-05,7.234842939931512
2024-12-06,7.234842939931512
2024-12-07,7.234842939931512
2024-12-08,8.2683919313503
2024-12-09,15.503234871281812
2024-12-10,13.436136888444237
2024-12-11,14.469685879863023
2024-12-12,10.335489914187875
2024-12-13,10.335489914187875
2024-12-14,9.301940922769086
2024-12-15,8.2683919313503
2024-12-16,7.234842939931512
2024-12-17,7.234842939931512
2024-12-18,8.2683919313503
2024-12-19,7.234842939931512
2024-12-20,8.2683919313503
2024-12-21,9.301940922769086
2024-12-22,8.2683919313503
2024-12-23,7.234842939931512
2024-12-24,8.2683919313503
2024-12-25,7.234842939931512
2024-12-26,7.234842939931512
2024-12-27,7.234842939931512
2024-12-28,8.2683919313503
2024-12-29,7.234842939931512
2024-12-30,6.201293948512724
2024-12-31,7.234842939931512
2025-01-01,6.201293948512724
2025-01-02,6.201293948512724
2025-01-03,6.201293948512724
2025-01-04,6.201293948512724
2025-01-05,7.234842939931512
2025-01-06,6.201293948512724
2025-01-07,6.201293948512724
2025-01-08,7.234842939931512
2025-01-09,6.201293948512724
2025-01-10,6.201293948512724
2025-01-11,6.201293948512724
2025-01-12,7.234842939931512
2025-01-13,7.234842939931512
2025-01-14,7.234842939931512
2025-01-15,6.201293948512724
2025-01-16,6.201293948512724
2025-01-17,7.234842939931512
2025-01-18,7.234842939931512
2025-01-19,7.234842939931512
2025-01-20,6.201293948512724
2025-01-21,8.2683919313503
2025-01-22,10.335489914187875
2025-01-23,7.234842939931512
2025-01-24,7.234842939931512
2025-01-25,7.234842939931512
2025-01-26,7.234842939931512
2025-01-27,7.234842939931512
2025-01-28,9.301940922769086
2025-01-29,7.234842939931512
2025-01-30,7.234842939931512
2025-01-31,6.201293948512724
2025-02-01,7.234842939931512
2025-02-02,7.234842939931512
2025-02-03,7.234842939931512
2025-02-04,8.2683919313503
2025-02-05,8.2683919313503
2025-02-06,8.2683919313503
2025-02-07,7.234842939931512
2025-02-08,7.234842939931512
2025-02-09,7.234842939931512
2025-02-10,7.234842939931512
2025-02-11,8.2683919313503
2025-02-12,8.2683919313503
2025-02-13,9.301940922769086
2025-02-14,8.2683919313503
2025-02-15,8.2683919313503
2025-02-16,8.2683919313503
2025-02-17,7.234842939931512
2025-02-18,9.301940922769086
2025-02-19,9.301940922769086
2025-02-20,11.369038905606661
2025-02-21,13.436136888444237
2025-02-22,15.503234871281812
2025-02-23,15.503234871281812
2025-02-24,12.402587897025448
2025-02-25,12.402587897025448
2025-02-26,11.369038905606661
2025-02-27,11.369038905606661
2025-02-28,11.369038905606661
2025-03-01,13.436136888444237
2025-03-02,13.436136888444237
2025-03-03,12.402587897025448
2025-03-04,12.402587897025448
2025-03-05,11.369038905606661
2025-03-06,11.369038905606661
2025-03-07,12.402587897025448
2025-03-08,13.436136888444237
2025-03-09,14.469685879863023
2025-03-10,13.436136888444237
2025-03-11,14.469685879863023
2025-03-12,13.436136888444237
2025-03-13,15.503234871281812
2025-03-14,17.570332854119386
2025-03-15,19.637430836956963
2025-03-16,19.637430836956963
2025-03-17,17.570332854119386
2025-03-18,27.90582276830726
2025-03-19,22.738077811213323
2025-03-20,16.5367838627006
2025-03-21,14.469685879863023
2025-03-22,16.5367838627006
2025-03-23,18.603881845538172
2025-03-24,18.603881845538172
2025-03-25,21.704528819794536
2025-03-26,22.738077811213323
2025-03-27,73.3819783907339
2025-03-28,47.54325360526422
2025-03-29,64.08003746796481
2025-03-30,62.01293948512725
2025-03-31,41.3419596567515
2025-04-01,44.44260663100786
2025-04-02,49.61035158810179
2025-04-03,47.54325360526422
2025-04-04,45.476155622426646
2025-04-05,53.74454755377695
2025-04-06,58.912292510870884
2025-04-07,38.241312682495135
2025-04-08,40.30841066533271
2025-04-09,46.509704613845436
2025-04-10,36.17421469965756
2025-04-11,32.04001873398241
2025-04-12,52.71099856235816
2025-04-13,50.64390057952058
2025-04-14,34.10711671681999
2025-04-15,40.20610505450699
2025-04-16,45.8748851825679
2025-04-17,45.8748851825679
2025-04-18,42.78210787068275
2025-04-19,55.15321711822336
2025-04-20,55.66999161393275
2025-04-21,32.732549022648804
2025-04-22,37.113327742621834
2025-04-23,46.39165967827729
2025-04-24,38.91810364641911
2025-04-25,30.927773118851533
2025-04-26,44.58688377448003
2025-04-27,51.28921289395972
2025-04-28,30.927773118851533
2025-04-29,35.30855183882456
2025-04-30,43.29888236639214
2025-05-01,38.91810364641911
2025-05-02,34.020550430736684
2025-05-03,52.06043980633821
2025-05-04,48.96766249445305
2025-05-05,30.410998623142135
2025-05-06,35.30855183882456
2025-05-07,40.20610505450699
2025-05-08,36.59655324691244
2025-05-09,34.020550430736684
2025-05-10,50.77243839825033
2025-05-11,58.76276892581791
2025-05-12,32.21577452693941
2025-05-13,38.401329150709714
2025-05-14,41.49410646259487
2025-05-15,37.018891794167324
2025-05-16,35.476437969410355
2025-05-17,57.07079151600796
2025-05-18,58.613245340764934
2025-05-19,37.018891794167324
2025-05-20,41.646253268438244
2025-05-21,44.73116091795219
2025-05-22,38.5613456189243
2025-05-23,37.018891794167324
2025-05-24,57.07079151600796
2025-05-25,55.52833769125099
2025-05-26,47.81606856746613
2025-05-27,37.018891794167324
2025-05-28,47.81606856746613
2025-05-29,35.476437969410355
2025-05-30,37.018891794167324
2025-05-31,58.613245340764934
2025-06-01,63.24060681503585
2025-06-02,38.5613456189243
2025-06-03,43.18870709319521
2025-06-04,47.81606856746613
2025-06-05,44.73116091795219
2025-06-06,38.5613456189243
2025-06-07,55.52833769125099
2025-06-08,53.985883866494014
2025-06-09,35.476437969410355
2025-06-10,40.10379944368127
2025-06-11,47.81606856746613
2025-06-12,41.646253268438244
2025-06-13,38.5613456189243
2025-06-14,50.90097621698007
2025-06-15,58.613245340764934
2025-06-16,37.018891794167324
2025-06-17,41.646253268438244
2025-06-18,44.73116091795219
2025-06-19,47.81606856746613
2025-06-20,41.646253268438244
2025-06-21,53.985883866494014
2025-06-22,50.90097621698007
2025-06-23,32.39153031989641
2025-06-24,40.10379944368127
2025-06-25,44.73116091795219
2025-06-26,46.27361474270916
2025-06-27,37.018891794167324
2025-06-28,53.985883866494014
2025-06-29,53.985883866494014
2025-06-30,33.93398414465338
2025-07-01,40.10379944368127
2025-07-02,47.81606856746613
2025-07-03,53.985883866494014
2025-07-04,63.24060681503585
2025-07-05,61.69815299027888
2025-07-06,69.41042211406373
2025-07-07,44.73116091795219
2025-07-08,43.18870709319521
2025-07-09,50.90097621698007
2025-07-10,49.3585223922231
2025-07-11,46.27361474270916
2025-07-12,70.95287593882071
2025-07-13,87.9198680111474
2025-07-14,87.9198680111474
2025-07-15,60.1556991655219
2025-07-16,69.41042211406373
2025-07-17,24.67926119611155
2025-07-18,32.39153031989641
2025-07-19,52.443430041737045
2025-07-20,64.78306063979282
2025-07-21,37.018891794167324
2025-07-22,44.73116091795219
2025-07-23,53.985883866494014
2025-07-24,41.646253268438244
2025-07-25,43.18870709319521
2025-07-26,60.1556991655219
2025-07-27,67.86796828930676
2025-07-28,41.646253268438244
2025-07-29,52.443430041737045
2025-07-30,63.24060681503585
2025-07-31,75.58023741309162
2025-08-01,46.27361474270916
2025-08-02,66.3255144645498
2025-08-03,63.24060681503585
2025-08-04,33.93398414465338
2025-08-05,52.443430041737045
2025-08-06,55.52833769125099
2025-08-07,38.5613456189243
2025-08-08,30.84907649513944
2025-08-09,55.52833769125099
2025-08-10,61.69815299027888
2025-08-11,35.476437969410355
2025-08-12,41.646253268438244
2025-08-13,50.90097621698007
2025-08-14,44.73116091795219
2025-08-15,37.018891794167324
2025-08-16,53.985883866494014
2025-08-17,64.78306063979282
2025-08-18,35.476437969410355
2025-08-19,38.5613456189243
2025-08-20,50.90097621698007
2025-08-21,44.73116091795219
2025-08-22,35.476437969410355
2025-08-23,53.985883866494014
2025-08-24,57.07079151600796
2025-08-25,33.93398414465338
2025-08-26,40.10379944368127
2025-08-27,49.3585223922231
2025-08-28,43.18870709319521
2025-08-29,38.5613456189243
2025-08-30,47.81606856746613
2025-08-31,55.52833769125099
2025-09-01,46.27361474270916
2025-09-02,30.84907649513944
2025-09-03,46.27361474270916
2025-09-04,37.018891794167324
2025-09-05,32.39153031989641
2025-09-06,44.73116091795219
2025-09-07,47.81606856746613
2025-09-08,27.764168845625495
2025-09-09,37.018891794167324
2025-09-10,43.18870709319521
2025-09-11,40.10379944368127
2025-09-12,40.10379944368127
2025-09-13,52.443430041737045
2025-09-14,53.985883866494014
2025-09-15,32.39153031989641
2025-09-16,43.18870709319521
2025-09-17,57.07079151600796
2025-09-18,52.443430041737045
2025-09-19,43.18870709319521
2025-09-20,63.24060681503585
2025-09-21,64.78306063979282
2025-09-22,38.5613456189243
2025-09-23,44.73116091795219
2025-09-24,74.03778358833465
2025-09-25,80.20759888736254
2025-09-26,63.24060681503585
2025-09-27,89.46232183590438
2025-09-28,98.7170447844462
2025-09-29,53.985883866494014
2025-09-30,86.37741418639042
2025-10-01,106.42931390823107
2025-10-02,111.05667538250198
2025-10-03,87.9198680111474
2025-10-04,78.66514506260556
2025-10-05,100.25949860920318
2025-10-06,64.78306063979282
2025-10-07,83.29250653687649
2025-10-08,115.68403685677289
2025-10-09,109.514221557745
2025-10-10,100.25949860920318
2025-10-11,120.3113983310438
2025-10-12,77.1226912378486
2025-10-13,70.95287593882071
2025-10-14,67.86796828930676
2025-10-15,60.1556991655219
2025-10-16,67.86796828930676
2025-10-17,81.75005271211951
2025-10-18,95.63213713493226
2025-10-19,52.443430041737045
2025-10-20,64.78306063979282
2025-10-21,70.95287593882071
2025-10-22,18.509445897083662
2025-10-23,16.96699207232669
2025-10-24,126.4812136300717
2025-10-25,154.2453824756972
2025-10-26,60.1556991655219
2025-10-27,26.221715020868523
2025-10-28,117.22649068152987
2025-10-29,74.03778358833465
2025-10-30,72.49532976357769
2025-10-31,35.476437969410355
2025-11-01,101.80195243396014
2025-11-02,154.2453824756972
2025-11-03,18.509445897083662
2025-11-04,13.882084422812747
2025-11-05,10.797176773298803
2025-11-06,10.797176773298803
2025-11-07,10.797176773298803
2025-11-08,9.254722948541831
2025-11-09,9.254722948541831
2025-11-10,9.254722948541831
2025-11-11,9.254722948541831
2025-11-12,9.254722948541831
2025-11-13,12.339630598055775
2025-11-14,15.42453824756972
2025-11-15,7.71226912378486
2025-11-16,6.169815299027888
2025-11-17,6.169815299027888
2025-11-18,7.71226912378486
2025-11-19,7.71226912378486
2025-11-20,7.71226912378486
2025-11-21,7.71226912378486
2025-11-22,6.169815299027888
2025-11-23,6.169815299027888
2025-11-24,6.169815299027888
2025-11-25,6.169815299027888
2025-11-26,7.71226912378486
2025-11-27,7.71226912378486
2025-11-28,7.71226912378486
2025-11-29,6.169815299027888
2025-11-30,6.169815299027888
2025-12-01,6.169815299027888
2025-12-02,7.71226912378486
2025-12-03,6.169815299027888
2025-12-04,6.169815299027888
2025-12-05,6.169815299027888
2025-12-06,7.71226912378486
2025-12-07,7.71226912378486
2025-12-08,9.254722948541831
2025-12-09,12.339630598055775
2025-12-10,13.882084422812747
2025-12-11,10.968560531605133
2025-12-12,8.140728519550684
2025-12-13,8.91195543192917
2025-12-14,7.71226912378486
2025-12-15,7.283809728019034
2025-12-16,7.71226912378486
2025-12-17,7.283809728019034
2025-12-18,7.71226912378486
2025-12-19,7.71226912378486
2025-12-20,6.512582815640548
2025-12-21,7.71226912378486
2025-12-22,7.71226912378486
2025-12-23,6.512582815640548
2025-12-24,6.512582815640548
2025-12-25,7.71226912378486
2025-12-26,7.283809728019034
2025-12-27,7.71226912378486
2025-12-28,7.71226912378486
2025-12-29,6.512582815640548
2025-12-30,7.283809728019034
2025-12-31,6.512582815640548
2026-01-01,7.71226912378486
2026-01-02,6.512582815640548
2026-01-03,7.71226912378486
2026-01-04,7.283809728019034
2026-01-05,6.0841234198747225
2026-01-06,6.0841234198747225
2026-01-07,6.512582815640548
2026-01-08,7.71226912378486
2026-01-09,7.71226912378486
2026-01-10,7.71226912378486
2026-01-11,7.71226912378486
2026-01-12,6.855350332253209
2026-01-13,8.56918791531651
2026-01-14,10.283025498379812
2026-01-15,8.56918791531651
2026-01-16,17.13837583063302
2026-01-17,10.283025498379812
2026-01-18,8.56918791531651
2026-01-19,8.56918791531651
2026-01-20,9.426106706848161
2026-01-21,11.996863081443115
2026-01-22,11.139944289911464
2026-01-23,8.56918791531651
2026-01-24,8.56918791531651
2026-01-25,7.71226912378486
2026-01-26,7.71226912378486
2026-01-27,9.426106706848161
2026-01-28,7.71226912378486
2026-01-29,7.71226912378486
2026-01-30,7.71226912378486
2026-01-31,7.71226912378486
2026-02-01,8.56918791531651
2026-02-02,8.56918791531651
2026-02-03,11.139944289911464
2026-02-04,9.426106706848161
2026-02-05,10.283025498379812
2026-02-06,9.426106706848161
2026-02-07,8.56918791531651
2026-02-08,9.426106706848161
2026-02-09,10.283025498379812
2026-02-10,11.996863081443115
2026-02-11,11.139944289911464
2026-02-12,11.139944289911464
2026-02-13,10.283025498379812
2026-02-14,10.283025498379812
2026-02-15,11.139944289911464
2026-02-16,11.139944289911464
2026-02-17,11.139944289911464
2026-02-18,10.283025498379812
2026-02-19,10.283025498379812
2026-02-20,14.567619456038068
2026-02-21,17.99529462216467
2026-02-22,16.28145703910137
2026-02-23,13.710700664506417
2026-02-24,14.567619456038068
2026-02-25,13.710700664506417
2026-02-26,14.567619456038068
2026-02-27,14.567619456038068
2026-02-28,13.710700664506417
2026-03-01,16.28145703910137
2026-03-02,14.567619456038068
2026-03-03,15.42453824756972
2026-03-04,15.42453824756972
2026-03-05,14.567619456038068
2026-03-06,15.42453824756972
2026-03-07,18.852213413696322
2026-03-08,19.709132205227974
2026-03-09,15.42453824756972
2026-03-10,17.99529462216467
2026-03-11,17.13837583063302
2026-03-12,17.13837583063302
2026-03-13,18.852213413696322
2026-03-14,23.13680737135458
2026-03-15,23.99372616288623
2026-03-16,23.99372616288623
2026-03-17,21.422969788291276
2026-03-18,26.564482537481183
2026-03-19,17.13837583063302
2026-03-20,17.13837583063302
2026-03-21,21.422969788291276
2026-03-22,21.422969788291276
2026-03-23,23.13680737135458
2026-03-24,29.992157703607788
2026-03-25,44.559777159645854
2026-03-26,85.6918791531651
2026-03-27,58.27047782415227
2026-03-28,77.1226912378486
2026-03-29,73.695016071722
2026-03-30,47.98745232577246
2026-03-31,50.558208700367416
2026-04-01,55.699721449557316
2026-04-02,39.41826441045595
2026-04-03,53.98588386649402
2026-04-04,58.27047782415227
2026-04-05,71.12425969712704
2026-04-06,43.70285836811421
2026-04-07,47.98745232577246
2026-04-08,53.98588386649402
2026-04-09,41.13210199351925
2026-04-10,38.5613456189243
2026-04-11,54.84280265802567
2026-04-12,59.12739661568392
2026-04-13,37.704426827392645
2026-04-14,44.559777159645854
2026-04-15,47.13053353424081
2026-04-16,56.55664024108897
2026-04-17,46.27361474270916
2026-04-18,63.41199057334218
2026-04-19,62.555071781810526
2026-04-20,39.41826441045595
2026-04-21,41.13210199351925
2026-04-22,52.27204628343072
2026-04-23,50.558208700367416
2026-04-24,37.704426827392645
2026-04-25,55.699721449557316
2026-04-26,59.12739661568392
2026-04-27,35.133670452797695
2026-04-28,44.559777159645854
2026-04-29,49.70128990883576
2026-04-30,41.13210199351925
2026-05-01,37.704426827392645
2026-05-02,56.55664024108897
2026-05-03,62.555071781810526
2026-05-04,34.27675166126604
2026-05-05,44.559777159645854
2026-05-06,48.844371117304114
2026-05-07,43.70285836811421
2026-05-08,36.847508035861
2026-05-09,53.98588386649402
2026-05-10,56.55664024108897
2026-05-11,32.56291407820274
2026-05-12,37.704426827392645
2026-05-13,46.27361474270916
2026-05-14,47.13053353424081
2026-05-15,41.13210199351925
2026-05-16,61.69815299027888
2026-05-17,60.84123419874722
2026-05-18,35.133670452797695
2026-05-19,43.70285836811421
2026-05-20,46.27361474270916
2026-05-21,45.41669595117751
2026-05-22,40.2751832019876
2026-05-23,56.55664024108897
2026-05-24,54.84280265802567
2026-05-25,46.27361474270916
2026-05-26,39.41826441045595
2026-05-27,53.128965074962366
2026-05-28,47.13053353424081
2026-05-29,41.13210199351925
2026-05-30,60.84123419874722
2026-05-31,64.26890936487383
