Time,quizlet_live
2022-07-10,1.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,5.0
2022-08-05,6.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,8.0
2022-08-09,11.0
2022-08-10,12.0
2022-08-11,16.0
2022-08-12,20.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,22.0
2022-08-16,27.0
2022-08-17,30.0
2022-08-18,42.0
2022-08-19,39.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,40.0
2022-08-23,50.0
2022-08-24,56.0
2022-08-25,62.0
2022-08-26,61.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,56.15909090909091
2022-08-30,58.11363636363636
2022-08-31,72.77272727272728
2022-09-01,75.20454545454545
2022-09-02,63.0
2022-09-03,1.4545454545454546
2022-09-04,1.9545454545454546
2022-09-05,0.9772727272727273
2022-09-06,69.8409090909091
2022-09-07,82.04545454545453
2022-09-08,84.0
2022-09-09,87.4090909090909
2022-09-10,1.9545454545454546
2022-09-11,2.9318181818181817
2022-09-12,78.63636363636363
2022-09-13,80.0909090909091
2022-09-14,86.93181818181819
2022-09-15,95.22727272727272
2022-09-16,81.06818181818181
2022-09-17,1.9545454545454546
2022-09-18,1.9545454545454546
2022-09-19,86.93181818181819
2022-09-20,82.52272727272727
2022-09-21,90.3409090909091
2022-09-22,90.3409090909091
2022-09-23,78.13636363636363
2022-09-24,1.9545454545454546
2022-09-25,2.9318181818181817
2022-09-26,68.36363636363636
2022-09-27,72.77272727272728
2022-09-28,78.27272727272727
2022-09-29,92.59090909090908
2022-09-30,78.27272727272727
2022-10-01,1.909090909090909
2022-10-02,1.909090909090909
2022-10-03,84.95454545454545
2022-10-04,79.22727272727272
2022-10-05,71.59090909090908
2022-10-06,88.77272727272727
2022-10-07,68.72727272727272
2022-10-08,1.909090909090909
2022-10-09,1.909090909090909
2022-10-10,51.54545454545454
2022-10-11,75.4090909090909
2022-10-12,63.95454545454545
2022-10-13,84.95454545454545
2022-10-14,73.5
2022-10-15,1.909090909090909
2022-10-16,2.8636363636363633
2022-10-17,69.68181818181817
2022-10-18,74.45454545454545
2022-10-19,75.4090909090909
2022-10-20,74.45454545454545
2022-10-21,62.99999999999999
2022-10-22,1.909090909090909
2022-10-23,1.909090909090909
2022-10-24,65.86363636363636
2022-10-25,76.36363636363636
2022-10-26,73.5
2022-10-27,75.4090909090909
2022-10-28,62.04545454545454
2022-10-29,1.909090909090909
2022-10-30,1.909090909090909
2022-10-31,59.18181818181818
2022-11-01,63.95454545454545
2022-11-02,64.9090909090909
2022-11-03,73.5
2022-11-04,65.86363636363636
2022-11-05,1.909090909090909
2022-11-06,1.909090909090909
2022-11-07,65.86363636363636
2022-11-08,47.72727272727273
2022-11-09,63.95454545454545
2022-11-10,65.86363636363636
2022-11-11,36.27272727272727
2022-11-12,1.909090909090909
2022-11-13,2.8636363636363633
2022-11-14,72.54545454545455
2022-11-15,71.59090909090908
2022-11-16,69.68181818181817
2022-11-17,81.13636363636363
2022-11-18,58.22727272727272
2022-11-19,0.9545454545454545
2022-11-20,1.909090909090909
2022-11-21,43.90909090909091
2022-11-22,29.59090909090909
2022-11-23,7.636363636363636
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.9545454545454545
2022-11-27,1.909090909090909
2022-11-28,62.04545454545454
2022-11-29,66.81818181818181
2022-11-30,70.63636363636363
2022-12-01,76.36363636363636
2022-12-02,64.9090909090909
2022-12-03,1.909090909090909
2022-12-04,1.909090909090909
2022-12-05,64.9090909090909
2022-12-06,60.13636363636363
2022-12-07,64.9090909090909
2022-12-08,70.63636363636363
2022-12-09,60.13636363636363
2022-12-10,1.909090909090909
2022-12-11,2.8636363636363633
2022-12-12,77.31818181818181
2022-12-13,66.81818181818181
2022-12-14,55.36363636363636
2022-12-15,49.63636363636363
2022-12-16,42.95454545454545
2022-12-17,0.9545454545454545
2022-12-18,1.909090909090909
2022-12-19,34.36363636363636
2022-12-20,26.727272727272727
2022-12-21,19.09090909090909
2022-12-22,7.636363636363636
2022-12-23,1.909090909090909
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.9545454545454545
2022-12-30,0.9545454545454545
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,5.727272727272727
2023-01-03,29.59090909090909
2023-01-04,42.0
2023-01-05,52.49999999999999
2023-01-06,58.22727272727272
2023-01-07,0.9545454545454545
2023-01-08,0.9545454545454545
2023-01-09,64.9090909090909
2023-01-10,73.5
2023-01-11,71.59090909090908
2023-01-12,80.18181818181817
2023-01-13,63.95454545454545
2023-01-14,0.9545454545454545
2023-01-15,0.9545454545454545
2023-01-16,4.7727272727272725
2023-01-17,65.86363636363636
2023-01-18,64.9090909090909
2023-01-19,75.4090909090909
2023-01-20,64.9090909090909
2023-01-21,0.9545454545454545
2023-01-22,1.909090909090909
2023-01-23,64.9090909090909
2023-01-24,66.81818181818181
2023-01-25,59.18181818181818
2023-01-26,68.72727272727272
2023-01-27,62.04545454545454
2023-01-28,1.909090909090909
2023-01-29,1.909090909090909
2023-01-30,63.95454545454545
2023-01-31,63.95454545454545
2023-02-01,68.72727272727272
2023-02-02,76.36363636363636
2023-02-03,66.81818181818181
2023-02-04,1.909090909090909
2023-02-05,1.909090909090909
2023-02-06,68.72727272727272
2023-02-07,75.4090909090909
2023-02-08,69.68181818181817
2023-02-09,68.72727272727272
2023-02-10,63.95454545454545
2023-02-11,1.909090909090909
2023-02-12,1.909090909090909
2023-02-13,57.272727272727266
2023-02-14,65.86363636363636
2023-02-15,66.81818181818181
2023-02-16,60.13636363636363
2023-02-17,40.090909090909086
2023-02-18,1.909090909090909
2023-02-19,1.909090909090909
2023-02-20,11.454545454545453
2023-02-21,51.54545454545454
2023-02-22,49.63636363636363
2023-02-23,52.49999999999999
2023-02-24,50.590909090909086
2023-02-25,1.909090909090909
2023-02-26,1.909090909090909
2023-02-27,63.95454545454545
2023-02-28,59.18181818181818
2023-03-01,61.090909090909086
2023-03-02,62.04545454545454
2023-03-03,49.63636363636363
2023-03-04,1.909090909090909
2023-03-05,0.9545454545454545
2023-03-06,60.13636363636363
2023-03-07,60.13636363636363
2023-03-08,60.13636363636363
2023-03-09,62.99999999999999
2023-03-10,42.0
2023-03-11,0.9545454545454545
2023-03-12,1.909090909090909
2023-03-13,45.81818181818181
2023-03-14,48.68181818181818
2023-03-15,48.68181818181818
2023-03-16,49.63636363636363
2023-03-17,34.36363636363636
2023-03-18,0.9545454545454545
2023-03-19,1.909090909090909
2023-03-20,54.40909090909091
2023-03-21,53.45454545454545
2023-03-22,52.49999999999999
2023-03-23,61.090909090909086
2023-03-24,46.772727272727266
2023-03-25,0.9545454545454545
2023-03-26,1.909090909090909
2023-03-27,52.49999999999999
2023-03-28,51.54545454545454
2023-03-29,49.63636363636363
2023-03-30,53.45454545454545
2023-03-31,37.22727272727273
2023-04-01,1.909090909090909
2023-04-02,1.909090909090909
2023-04-03,44.86363636363636
2023-04-04,41.04545454545454
2023-04-05,42.0
2023-04-06,33.40909090909091
2023-04-07,9.545454545454545
2023-04-08,1.909090909090909
2023-04-09,1.909090909090909
2023-04-10,34.36363636363636
2023-04-11,50.590909090909086
2023-04-12,47.72727272727273
2023-04-13,52.49999999999999
2023-04-14,49.63636363636363
2023-04-15,1.909090909090909
2023-04-16,1.909090909090909
2023-04-17,62.04545454545454
2023-04-18,62.04545454545454
2023-04-19,59.18181818181818
2023-04-20,62.99999999999999
2023-04-21,51.54545454545454
2023-04-22,1.909090909090909
2023-04-23,1.909090909090909
2023-04-24,63.95454545454545
2023-04-25,62.04545454545454
2023-04-26,57.255255421820394
2023-04-27,60.981418825226015
2023-04-28,50.28020134228187
2023-04-29,1.863081701702812
2023-04-30,2.794622552554218
2023-05-01,61.91295967607742
2023-05-02,57.255255421820394
2023-05-03,51.66601031671196
2023-05-04,53.52909201841477
2023-05-05,42.3506018081979
2023-05-06,1.863081701702812
2023-05-07,1.863081701702812
2023-05-08,55.39217372011758
2023-05-09,48.871387764157745
2023-05-10,47.485578789727654
2023-05-11,48.871387764157745
2023-05-12,42.3506018081979
2023-05-13,0.931540850851406
2023-05-14,0.931540850851406
2023-05-15,53.52909201841477
2023-05-16,43.75941538632203
2023-05-17,43.282142659049306
2023-05-18,44.21368350990071
2023-05-19,37.238629430362195
2023-05-20,0.931540850851406
2023-05-21,0.931540850851406
2023-05-22,40.03325198291641
2023-05-23,33.51246602695657
2023-05-24,28.854761772699536
2023-05-25,26.991680070996726
2023-05-26,17.262188695989792
2023-05-27,0.9085362471573575
2023-05-28,0.9085362471573575
2023-05-29,0.9085362471573575
2023-05-30,21.80486993177658
2023-05-31,19.079261190304507
2023-06-01,17.262188695989792
2023-06-02,14.53657995451772
2023-06-03,0.0
2023-06-04,0.9085362471573575
2023-06-05,14.53657995451772
2023-06-06,13.628043707360362
2023-06-07,11.810971213045647
2023-06-08,9.993898718730932
2023-06-09,7.26828997725886
2023-06-10,0.9085362471573575
2023-06-11,0.9085362471573575
2023-06-12,8.176826224416217
2023-06-13,7.26828997725886
2023-06-14,5.451217482944145
2023-06-15,3.63414498862943
2023-06-16,1.817072494314715
2023-06-17,0.0
2023-06-18,0.9085362471573575
2023-06-19,1.817072494314715
2023-06-20,2.7256087414720724
2023-06-21,2.7256087414720724
2023-06-22,1.817072494314715
2023-06-23,1.817072494314715
2023-06-24,0.9085362471573575
2023-06-25,0.9085362471573575
2023-06-26,1.817072494314715
2023-06-27,1.817072494314715
2023-06-28,1.817072494314715
2023-06-29,1.817072494314715
2023-06-30,0.9085362471573575
2023-07-01,0.0
2023-07-02,0.9085362471573575
2023-07-03,0.9085362471573575
2023-07-04,0.9085362471573575
2023-07-05,1.817072494314715
2023-07-06,1.817072494314715
2023-07-07,0.9085362471573575
2023-07-08,0.9085362471573575
2023-07-09,0.9085362471573575
2023-07-10,0.9085362471573575
2023-07-11,1.817072494314715
2023-07-12,1.817072494314715
2023-07-13,1.817072494314715
2023-07-14,0.9085362471573575
2023-07-15,0.9085362471573575
2023-07-16,0.9085362471573575
2023-07-17,1.817072494314715
2023-07-18,0.9085362471573575
2023-07-19,1.817072494314715
2023-07-20,0.9085362471573575
2023-07-21,0.9085362471573575
2023-07-22,0.9085362471573575
2023-07-23,0.9085362471573575
2023-07-24,0.9085362471573575
2023-07-25,1.817072494314715
2023-07-26,1.817072494314715
2023-07-27,1.817072494314715
2023-07-28,2.7256087414720724
2023-07-29,0.9085362471573575
2023-07-30,0.9085362471573575
2023-07-31,1.817072494314715
2023-08-01,1.817072494314715
2023-08-02,2.7256087414720724
2023-08-03,4.542681235786787
2023-08-04,4.542681235786787
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,4.542681235786787
2023-08-08,6.359753730101502
2023-08-09,7.26828997725886
2023-08-10,11.810971213045647
2023-08-11,12.719507460203005
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,16.353652448832435
2023-08-15,19.987797437461865
2023-08-16,23.621942426091294
2023-08-17,29.981696156192797
2023-08-18,30.890232403350154
2023-08-19,0.9085362471573575
2023-08-20,0.9085362471573575
2023-08-21,33.61584114482223
2023-08-22,39.97559487492373
2023-08-23,44.51827611071052
2023-08-24,53.60363858228409
2023-08-25,49.96949359365466
2023-08-26,0.9085362471573575
2023-08-27,0.9085362471573575
2023-08-28,52.695102335126734
2023-08-29,57.23778357091352
2023-08-30,59.054856065228236
2023-08-31,61.78046480670031
2023-09-01,53.60363858228409
2023-09-02,1.817072494314715
2023-09-03,0.9085362471573575
2023-09-04,0.9085362471573575
2023-09-05,65.41460979532974
2023-09-06,70.86582727827388
2023-09-07,77.22558100837539
2023-09-08,76.31704476121803
2023-09-09,1.817072494314715
2023-09-10,1.817072494314715
2023-09-11,72.6828997725886
2023-09-12,77.22558100837539
2023-09-13,86.31094347994896
2023-09-14,90.85362471573575
2023-09-15,70.86582727827388
2023-09-16,1.817072494314715
2023-09-17,1.817072494314715
2023-09-18,76.31704476121803
2023-09-19,83.58533473847689
2023-09-20,79.95118974984746
2023-09-21,87.21947972710632
2023-09-22,70.86582727827388
2023-09-23,0.9085362471573575
2023-09-24,1.817072494314715
2023-09-25,59.963392312385594
2023-09-26,75.40850851406067
2023-09-27,69.04875478395917
2023-09-28,70.86582727827388
2023-09-29,59.054856065228236
2023-09-30,1.817072494314715
2023-10-01,1.817072494314715
2023-10-02,61.78046480670031
2023-10-03,65.41460979532974
2023-10-04,66.3231460424871
2023-10-05,73.59143601974596
2023-10-06,47.24388485218259
2023-10-07,1.817072494314715
2023-10-08,1.817072494314715
2023-10-09,39.06705862776637
2023-10-10,63.597537301015024
2023-10-11,55.420711076598806
2023-10-12,61.78046480670031
2023-10-13,47.24388485218259
2023-10-14,1.817072494314715
2023-10-15,1.817072494314715
2023-10-16,61.78046480670031
2023-10-17,63.597537301015024
2023-10-18,61.78046480670031
2023-10-19,63.597537301015024
2023-10-20,53.60363858228409
2023-10-21,0.9085362471573575
2023-10-22,1.817072494314715
2023-10-23,69.04875478395917
2023-10-24,65.41460979532974
2023-10-25,58.14631981807088
2023-10-26,65.41460979532974
2023-10-27,49.96949359365466
2023-10-28,0.9085362471573575
2023-10-29,1.817072494314715
2023-10-30,55.420711076598806
2023-10-31,50.87802984081202
2023-11-01,52.695102335126734
2023-11-02,59.963392312385594
2023-11-03,46.33534860502523
2023-11-04,1.817072494314715
2023-11-05,1.817072494314715
2023-11-06,56.329247323756164
2023-11-07,49.060957346497304
2023-11-08,57.23778357091352
2023-11-09,57.23778357091352
2023-11-10,31.798768650507512
2023-11-11,0.9085362471573575
2023-11-12,1.817072494314715
2023-11-13,56.329247323756164
2023-11-14,60.87192855954295
2023-11-15,59.963392312385594
2023-11-16,58.14631981807088
2023-11-17,50.87802984081202
2023-11-18,1.817072494314715
2023-11-19,1.817072494314715
2023-11-20,38.158522380609014
2023-11-21,26.347551167563367
2023-11-22,5.451217482944145
2023-11-23,0.0
2023-11-24,0.9085362471573575
2023-11-25,0.9085362471573575
2023-11-26,0.9085362471573575
2023-11-27,54.51217482944145
2023-11-28,62.689001053857666
2023-11-29,59.054856065228236
2023-11-30,62.689001053857666
2023-12-01,51.786566087969376
2023-12-02,1.817072494314715
2023-12-03,1.817072494314715
2023-12-04,57.23778357091352
2023-12-05,55.420711076598806
2023-12-06,54.51217482944145
2023-12-07,56.329247323756164
2023-12-08,51.786566087969376
2023-12-09,1.817072494314715
2023-12-10,1.817072494314715
2023-12-11,54.51217482944145
2023-12-12,55.420711076598806
2023-12-13,57.23778357091352
2023-12-14,54.51217482944145
2023-12-15,41.792667369238444
2023-12-16,0.9085362471573575
2023-12-17,0.9085362471573575
2023-12-18,39.06705862776637
2023-12-19,33.61584114482223
2023-12-20,19.987797437461865
2023-12-21,12.719507460203005
2023-12-22,5.206148617123745
2023-12-23,0.808630962957489
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,15.518540567171367
2024-01-03,29.065456369048945
2024-01-04,36.24322975146647
2024-01-05,33.008705899636524
2024-01-06,0.808630962957489
2024-01-07,0.808630962957489
2024-01-08,44.58399693622031
2024-01-09,40.995110245011546
2024-01-10,50.95313935568036
2024-01-11,58.13091273809789
2024-01-12,41.80374120796903
2024-01-13,0.808630962957489
2024-01-14,0.808630962957489
2024-01-15,2.7802557282512774
2024-01-16,31.037081134342735
2024-01-17,42.61237217092652
2024-01-18,50.95313935568036
2024-01-19,37.406223553802775
2024-01-20,1.617261925914978
2024-01-21,1.4174513575152414
2024-01-22,49.61079751303345
2024-01-23,45.358443440487726
2024-01-24,55.280602943094415
2024-01-25,57.40677997936728
2024-01-26,50.31952319179107
2024-01-27,1.4174513575152414
2024-01-28,1.4174513575152414
2024-01-29,55.280602943094415
2024-01-30,59.53295701564014
2024-01-31,57.40677997936728
2024-02-01,59.53295701564014
2024-02-02,48.90207183427583
2024-02-03,1.4174513575152414
2024-02-04,2.1261770362728623
2024-02-05,57.40677997936728
2024-02-06,53.863151585579175
2024-02-07,54.5718772643368
2024-02-08,61.659134051913
2024-02-09,48.90207183427583
2024-02-10,1.4174513575152414
2024-02-11,2.1261770362728623
2024-02-12,47.48462047676059
2024-02-13,46.06716911924535
2024-02-14,49.61079751303345
2024-02-15,53.15442590682155
2024-02-16,36.14500961663865
2024-02-17,1.4174513575152414
2024-02-18,2.1261770362728623
2024-02-19,11.339610860121931
2024-02-20,45.358443440487726
2024-02-21,47.48462047676059
2024-02-22,47.48462047676059
2024-02-23,41.106089367942005
2024-02-24,2.1261770362728623
2024-02-25,2.1261770362728623
2024-02-26,50.31952319179107
2024-02-27,50.31952319179107
2024-02-28,51.73697454930631
2024-02-29,50.31952319179107
2024-03-01,41.106089367942005
2024-03-02,1.4174513575152414
2024-03-03,1.4174513575152414
2024-03-04,49.61079751303345
2024-03-05,44.6497177617301
2024-03-06,46.775894798002966
2024-03-07,46.775894798002966
2024-03-08,38.97991233166914
2024-03-09,1.4174513575152414
2024-03-10,1.4174513575152414
2024-03-11,40.39736368918438
2024-03-12,39.68863801042676
2024-03-13,39.68863801042676
2024-03-14,37.5624609741539
2024-03-15,33.31010690160817
2024-03-16,1.4174513575152414
2024-03-17,1.4174513575152414
2024-03-18,45.358443440487726
2024-03-19,43.940992082972485
2024-03-20,44.6497177617301
2024-03-21,42.523540725457245
2024-03-22,33.31010690160817
2024-03-23,0.7087256787576207
2024-03-24,2.1261770362728623
2024-03-25,35.436283937881036
2024-03-26,33.31010690160817
2024-03-27,31.892655544092932
2024-03-28,24.805398756516723
2024-03-29,8.504708145091449
2024-03-30,0.7087256787576207
2024-03-31,1.4174513575152414
2024-04-01,21.261770362728623
2024-04-02,31.183929865335312
2024-04-03,32.601381222850556
2024-04-04,34.72755825912341
2024-04-05,31.892655544092932
2024-04-06,2.1261770362728623
2024-04-07,1.4174513575152414
2024-04-08,33.31010690160817
2024-04-09,45.358443440487726
2024-04-10,40.39736368918438
2024-04-11,46.775894798002966
2024-04-12,42.523540725457245
2024-04-13,0.7087256787576207
2024-04-14,1.4174513575152414
2024-04-15,53.15442590682155
2024-04-16,50.31952319179107
2024-04-17,53.15442590682155
2024-04-18,48.90207183427583
2024-04-19,42.523540725457245
2024-04-20,0.7087256787576207
2024-04-21,2.1261770362728623
2024-04-22,52.445700228063934
2024-04-23,46.06716911924535
2024-04-24,47.48462047676059
2024-04-25,47.48462047676059
2024-04-26,37.5624609741539
2024-04-27,2.1261770362728623
2024-04-28,1.4174513575152414
2024-04-29,51.028248870548694
2024-04-30,46.06716911924535
2024-05-01,43.23226640421486
2024-05-02,45.358443440487726
2024-05-03,38.97991233166914
2024-05-04,2.1261770362728623
2024-05-05,1.4174513575152414
2024-05-06,45.358443440487726
2024-05-07,43.940992082972485
2024-05-08,41.81481504669962
2024-05-09,36.85373529539628
2024-05-10,33.31010690160817
2024-05-11,1.4174513575152414
2024-05-12,0.7087256787576207
2024-05-13,43.23226640421486
2024-05-14,34.72755825912341
2024-05-15,35.436283937881036
2024-05-16,35.436283937881036
2024-05-17,26.222850114031967
2024-05-18,0.7087256787576207
2024-05-19,1.4174513575152414
2024-05-20,33.31010690160817
2024-05-21,26.222850114031967
2024-05-22,21.970496041486243
2024-05-23,21.970496041486243
2024-05-24,14.174513575152414
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.7087256787576207
2024-05-28,18.42686764769814
2024-05-29,17.009416290182898
2024-05-30,15.591964932667656
2024-05-31,13.465787896394794
2024-06-01,0.7087256787576207
2024-06-02,0.7087256787576207
2024-06-03,14.883239253910036
2024-06-04,12.048336538879552
2024-06-05,11.339610860121931
2024-06-06,9.21343382384907
2024-06-07,7.087256787576207
2024-06-08,0.0
2024-06-09,1.4174513575152414
2024-06-10,8.504708145091449
2024-06-11,7.087256787576207
2024-06-12,5.669805430060966
2024-06-13,4.961079751303345
2024-06-14,2.834902715030483
2024-06-15,0.0
2024-06-16,0.7087256787576207
2024-06-17,2.834902715030483
2024-06-18,2.1261770362728623
2024-06-19,0.7087256787576207
2024-06-20,2.1261770362728623
2024-06-21,1.4174513575152414
2024-06-22,0.0
2024-06-23,1.4174513575152414
2024-06-24,1.4174513575152414
2024-06-25,1.4174513575152414
2024-06-26,1.4174513575152414
2024-06-27,2.1261770362728623
2024-06-28,1.4174513575152414
2024-06-29,0.7087256787576207
2024-06-30,0.7087256787576207
2024-07-01,1.4174513575152414
2024-07-02,1.4174513575152414
2024-07-03,0.7087256787576207
2024-07-04,0.7087256787576207
2024-07-05,0.7087256787576207
2024-07-06,0.0
2024-07-07,0.7087256787576207
2024-07-08,1.4174513575152414
2024-07-09,1.4174513575152414
2024-07-10,1.4174513575152414
2024-07-11,1.4174513575152414
2024-07-12,0.7087256787576207
2024-07-13,0.7087256787576207
2024-07-14,0.7087256787576207
2024-07-15,1.4174513575152414
2024-07-16,0.7087256787576207
2024-07-17,1.4174513575152414
2024-07-18,1.4174513575152414
2024-07-19,1.4174513575152414
2024-07-20,0.0
2024-07-21,0.7087256787576207
2024-07-22,1.4174513575152414
2024-07-23,1.4174513575152414
2024-07-24,1.4174513575152414
2024-07-25,1.4174513575152414
2024-07-26,1.4174513575152414
2024-07-27,0.0
2024-07-28,0.7087256787576207
2024-07-29,1.4174513575152414
2024-07-30,1.4174513575152414
2024-07-31,1.4174513575152414
2024-08-01,2.1261770362728623
2024-08-02,2.1261770362728623
2024-08-03,1.4174513575152414
2024-08-04,0.0
2024-08-05,2.834902715030483
2024-08-06,3.5436283937881035
2024-08-07,5.669805430060966
2024-08-08,7.087256787576207
2024-08-09,9.21343382384907
2024-08-10,0.0
2024-08-11,0.7087256787576207
2024-08-12,10.630885181364311
2024-08-13,12.757062217637174
2024-08-14,17.718141968940518
2024-08-15,22.679221720243863
2024-08-16,23.387947399001483
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,24.805398756516723
2024-08-20,34.72755825912341
2024-08-21,35.436283937881036
2024-08-22,42.523540725457245
2024-08-23,41.106089367942005
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,42.523540725457245
2024-08-27,46.06716911924535
2024-08-28,48.90207183427583
2024-08-29,55.98932862185204
2024-08-30,44.6497177617301
2024-08-31,0.7087256787576207
2024-09-01,0.7087256787576207
2024-09-02,2.1261770362728623
2024-09-03,51.73697454930631
2024-09-04,58.115505658124896
2024-09-05,70.87256787576207
2024-09-06,61.659134051913
2024-09-07,0.7087256787576207
2024-09-08,1.4174513575152414
2024-09-09,66.62021380321634
2024-09-10,69.45511651824683
2024-09-11,60.95040837315538
2024-09-12,70.87256787576207
2024-09-13,62.367859730670624
2024-09-14,2.1261770362728623
2024-09-15,1.4174513575152414
2024-09-16,60.24168269439776
2024-09-17,67.32893948197396
2024-09-18,65.20276244570111
2024-09-19,66.62021380321634
2024-09-20,57.40677997936728
2024-09-21,1.4174513575152414
2024-09-22,1.4174513575152414
2024-09-23,59.53295701564014
