Time,pizza_near_me
2022-04-08,58.0
2022-04-09,78.0
2022-04-10,70.0
2022-04-11,43.0
2022-04-12,38.0
2022-04-13,41.0
2022-04-14,44.0
2022-04-15,64.0
2022-04-16,78.0
2022-04-17,76.0
2022-04-18,45.0
2022-04-19,39.0
2022-04-20,40.0
2022-04-21,43.0
2022-04-22,56.0
2022-04-23,80.0
2022-04-24,75.0
2022-04-25,40.0
2022-04-26,37.0
2022-04-27,38.0
2022-04-28,40.0
2022-04-29,53.0
2022-04-30,80.0
2022-05-01,76.0
2022-05-02,40.0
2022-05-03,38.0
2022-05-04,40.0
2022-05-05,41.0
2022-05-06,52.0
2022-05-07,76.0
2022-05-08,76.0
2022-05-09,40.0
2022-05-10,36.0
2022-05-11,39.0
2022-05-12,42.0
2022-05-13,57.0
2022-05-14,81.0
2022-05-15,73.0
2022-05-16,40.0
2022-05-17,38.0
2022-05-18,42.0
2022-05-19,42.0
2022-05-20,56.0
2022-05-21,79.0
2022-05-22,72.0
2022-05-23,45.0
2022-05-24,39.0
2022-05-25,41.0
2022-05-26,48.0
2022-05-27,65.0
2022-05-28,83.0
2022-05-29,84.0
2022-05-30,82.0
2022-05-31,45.0
2022-06-01,44.0
2022-06-02,47.0
2022-06-03,62.0
2022-06-04,83.0
2022-06-05,81.0
2022-06-06,50.0
2022-06-07,48.0
2022-06-08,46.0
2022-06-09,50.0
2022-06-10,63.0
2022-06-11,80.0
2022-06-12,75.0
2022-06-13,51.0
2022-06-14,46.0
2022-06-15,46.0
2022-06-16,51.0
2022-06-17,61.0
2022-06-18,88.0
2022-06-19,81.0
2022-06-20,57.0
2022-06-21,47.0
2022-06-22,47.0
2022-06-23,55.0
2022-06-24,63.0
2022-06-25,83.0
2022-06-26,86.0
2022-06-27,52.0
2022-06-28,49.0
2022-06-29,50.0
2022-06-30,53.0
2022-07-01,70.0
2022-07-02,81.0
2022-07-03,89.0
2022-07-04,98.0
2022-07-05,60.0
2022-07-06,51.0
2022-07-07,51.0
2022-07-08,67.0
2022-07-09,84.0
2022-07-10,82.0
2022-07-11,53.0
2022-07-12,50.0
2022-07-13,49.0
2022-07-14,51.0
2022-07-15,64.0
2022-07-16,83.0
2022-07-17,82.0
2022-07-18,53.0
2022-07-19,47.0
2022-07-20,48.0
2022-07-21,52.0
2022-07-22,63.0
2022-07-23,84.0
2022-07-24,80.0
2022-07-25,50.0
2022-07-26,48.0
2022-07-27,44.0
2022-07-28,51.0
2022-07-29,66.0
2022-07-30,81.0
2022-07-31,81.0
2022-08-01,55.0
2022-08-02,48.0
2022-08-03,48.0
2022-08-04,51.0
2022-08-05,64.0
2022-08-06,81.0
2022-08-07,78.0
2022-08-08,50.0
2022-08-09,43.0
2022-08-10,46.0
2022-08-11,48.0
2022-08-12,59.0
2022-08-13,79.0
2022-08-14,77.0
2022-08-15,46.0
2022-08-16,42.0
2022-08-17,41.0
2022-08-18,45.0
2022-08-19,59.0
2022-08-20,78.0
2022-08-21,73.0
2022-08-22,41.0
2022-08-23,37.0
2022-08-24,37.0
2022-08-25,41.0
2022-08-26,53.0
2022-08-27,79.0
2022-08-28,72.0
2022-08-29,40.91536273115221
2022-08-30,37.140113798008535
2022-08-31,37.140113798008535
2022-09-01,40.91536273115221
2022-09-02,55.9601706970128
2022-09-03,79.94310099573258
2022-09-04,83.21834992887625
2022-09-05,72.89260312944523
2022-09-06,37.140113798008535
2022-09-07,31.97724039829303
2022-09-08,33.86486486486487
2022-09-09,49.35348506401138
2022-09-10,72.89260312944523
2022-09-11,70.06116642958747
2022-09-12,35.7524893314367
2022-09-13,31.97724039829303
2022-09-14,33.36486486486487
2022-09-15,38.08392603129445
2022-09-16,53.12873399715505
2022-09-17,76.6678520625889
2022-09-18,67.72972972972974
2022-09-19,39.02773826458037
2022-09-20,31.97724039829303
2022-09-21,33.86486486486487
2022-09-22,37.140113798008535
2022-09-23,50.7972972972973
2022-09-24,75.224039829303
2022-09-25,67.22972972972974
2022-09-26,34.30867709815078
2022-09-27,34.30867709815078
2022-09-28,36.392603129445234
2022-09-29,43.493598862019915
2022-09-30,57.69559032716928
2022-10-01,73.6728307254623
2022-10-02,67.45945945945947
2022-10-03,36.392603129445234
2022-10-04,32.8421052631579
2022-10-05,34.61735419630157
2022-10-06,36.392603129445234
2022-10-07,57.69559032716928
2022-10-08,76.33570412517781
2022-10-09,72.78520625889047
2022-10-10,43.493598862019915
2022-10-11,32.8421052631579
2022-10-12,32.8421052631579
2022-10-13,39.05547652916074
2022-10-14,53.257467994310105
2022-10-15,74.56045519203414
2022-10-16,68.3470839260313
2022-10-17,36.392603129445234
2022-10-18,31.066856330014225
2022-10-19,33.72972972972973
2022-10-20,38.167852062588906
2022-10-21,51.48221906116643
2022-10-22,78.11095305832148
2022-10-23,69.23470839260314
2022-10-24,34.61735419630157
2022-10-25,30.17923186344239
2022-10-26,32.8421052631579
2022-10-27,39.05547652916074
2022-10-28,53.257467994310105
2022-10-29,73.6728307254623
2022-10-30,70.12233285917496
2022-10-31,47.93172119487909
2022-11-01,39.05547652916074
2022-11-02,31.066856330014225
2022-11-03,33.72972972972973
2022-11-04,49.70697012802276
2022-11-05,71.89758179231863
2022-11-06,60.35846372688478
2022-11-07,32.8421052631579
2022-11-08,31.95448079658606
2022-11-09,29.291607396870557
2022-11-10,37.28022759601707
2022-11-11,53.257467994310105
2022-11-12,74.56045519203414
2022-11-13,64.79658605974396
2022-11-14,32.8421052631579
2022-11-15,31.066856330014225
2022-11-16,28.40398293029872
2022-11-17,33.72972972972973
2022-11-18,47.93172119487909
2022-11-19,69.23470839260314
2022-11-20,67.45945945945947
2022-11-21,39.05547652916074
2022-11-22,33.72972972972973
2022-11-23,50.5945945945946
2022-11-24,47.04409672830726
2022-11-25,47.93172119487909
2022-11-26,60.35846372688478
2022-11-27,62.13371266002845
2022-11-28,31.95448079658606
2022-11-29,28.40398293029872
2022-11-30,31.95448079658606
2022-12-01,33.72972972972973
2022-12-02,47.93172119487909
2022-12-03,67.45945945945947
2022-12-04,64.79658605974396
2022-12-05,31.95448079658606
2022-12-06,29.291607396870557
2022-12-07,30.17923186344239
2022-12-08,35.5049786628734
2022-12-09,45.26884779516359
2022-12-10,66.57183499288763
2022-12-11,64.79658605974396
2022-12-12,32.8421052631579
2022-12-13,29.291607396870557
2022-12-14,31.95448079658606
2022-12-15,35.5049786628734
2022-12-16,48.819345661450924
2022-12-17,71.89758179231863
2022-12-18,64.79658605974396
2022-12-19,41.71834992887624
2022-12-20,39.05547652916074
2022-12-21,40.830725462304414
2022-12-22,47.04409672830726
2022-12-23,59.47083926031295
2022-12-24,68.3470839260313
2022-12-25,82.54907539118065
2022-12-26,75.44807965860598
2022-12-27,56.80796586059744
2022-12-28,53.257467994310105
2022-12-29,57.69559032716928
2022-12-30,63.02133712660029
2022-12-31,78.99857752489332
2023-01-01,88.7624466571835
2023-01-02,59.47083926031295
2023-01-03,31.066856330014225
2023-01-04,31.95448079658606
2023-01-05,35.5049786628734
2023-01-06,46.15647226173542
2023-01-07,69.23470839260314
2023-01-08,61.246088193456615
2023-01-09,31.95448079658606
2023-01-10,31.95448079658606
2023-01-11,29.291607396870557
2023-01-12,32.8421052631579
2023-01-13,46.15647226173542
2023-01-14,71.0099573257468
2023-01-15,65.6842105263158
2023-01-16,45.26884779516359
2023-01-17,29.291607396870557
2023-01-18,26.628733997155052
2023-01-19,29.291607396870557
2023-01-20,43.493598862019915
2023-01-21,69.23470839260314
2023-01-22,63.02133712660029
2023-01-23,31.066856330014225
2023-01-24,31.95448079658606
2023-01-25,27.516358463726885
2023-01-26,31.066856330014225
2023-01-27,45.26884779516359
2023-01-28,68.3470839260313
2023-01-29,69.23470839260314
2023-01-30,31.066856330014225
2023-01-31,31.95448079658606
2023-02-01,33.72972972972973
2023-02-02,35.5049786628734
2023-02-03,48.819345661450924
2023-02-04,68.3470839260313
2023-02-05,62.13371266002845
2023-02-06,31.066856330014225
2023-02-07,31.066856330014225
2023-02-08,31.95448079658606
2023-02-09,43.493598862019915
2023-02-10,49.70697012802276
2023-02-11,72.78520625889047
2023-02-12,84.32432432432432
2023-02-13,31.95448079658606
2023-02-14,45.26884779516359
2023-02-15,38.167852062588906
2023-02-16,32.8421052631579
2023-02-17,50.5945945945946
2023-02-18,75.44807965860598
2023-02-19,68.3470839260313
2023-02-20,47.04409672830726
2023-02-21,30.17923186344239
2023-02-22,34.61735419630157
2023-02-23,37.28022759601707
2023-02-24,52.36984352773827
2023-02-25,76.33570412517781
2023-02-26,69.23470839260314
2023-02-27,34.61735419630157
2023-02-28,31.066856330014225
2023-03-01,32.8421052631579
2023-03-02,32.8421052631579
2023-03-03,49.70697012802276
2023-03-04,70.12233285917496
2023-03-05,67.45945945945947
2023-03-06,36.392603129445234
2023-03-07,31.066856330014225
2023-03-08,33.72972972972973
2023-03-09,32.8421052631579
2023-03-10,50.5945945945946
2023-03-11,71.0099573257468
2023-03-12,71.0099573257468
2023-03-13,38.167852062588906
2023-03-14,45.26884779516359
2023-03-15,36.392603129445234
2023-03-16,40.830725462304414
2023-03-17,53.257467994310105
2023-03-18,72.78520625889047
2023-03-19,64.79658605974396
2023-03-20,34.61735419630157
2023-03-21,34.61735419630157
2023-03-22,34.61735419630157
2023-03-23,39.05547652916074
2023-03-24,54.14509246088193
2023-03-25,71.89758179231863
2023-03-26,65.6842105263158
2023-03-27,35.5049786628734
2023-03-28,31.066856330014225
2023-03-29,33.72972972972973
2023-03-30,38.167852062588906
2023-03-31,49.70697012802276
2023-04-01,72.78520625889047
2023-04-02,69.23470839260314
2023-04-03,39.05547652916074
2023-04-04,37.28022759601707
2023-04-05,38.167852062588906
2023-04-06,42.60597439544808
2023-04-07,62.13371266002845
2023-04-08,67.45945945945947
2023-04-09,62.13371266002845
2023-04-10,38.167852062588906
2023-04-11,31.95448079658606
2023-04-12,37.28022759601707
2023-04-13,37.28022759601707
2023-04-14,51.48221906116643
2023-04-15,74.56045519203414
2023-04-16,67.45945945945947
2023-04-17,31.95448079658606
2023-04-18,30.17923186344239
2023-04-19,32.8421052631579
2023-04-20,34.61735419630157
2023-04-21,52.36984352773827
2023-04-22,72.78520625889047
2023-04-23,68.3470839260313
2023-04-24,34.61735419630157
2023-04-25,30.17923186344239
2023-04-26,31.95448079658606
2023-04-27,34.84467265725289
2023-04-28,49.793567636956595
2023-04-29,71.35634736148215
2023-04-30,63.07546056968394
2023-05-01,33.17767061027652
2023-05-02,30.287478749609686
2023-05-03,31.95448079658606
2023-05-04,34.84467265725289
2023-05-05,45.2363737293134
2023-05-06,68.07646671061306
2023-05-07,65.5759636401485
2023-05-08,34.84467265725289
2023-05-09,28.230787912431047
2023-05-10,31.95448079658606
2023-05-11,34.45498386705062
2023-05-12,47.29306456649204
2023-05-13,67.24296568712487
2023-05-14,65.5759636401485
2023-05-15,35.678173680741075
2023-05-16,31.95448079658606
2023-05-17,32.78798182007425
2023-05-18,35.678173680741075
2023-05-19,54.3507615445998
2023-05-20,72.18984838497033
2023-05-21,67.24296568712487
2023-05-22,34.84467265725289
2023-05-23,34.45498386705062
2023-05-24,34.45498386705062
2023-05-25,39.012177774693825
2023-05-26,52.21829788710405
2023-05-27,74.04087013843112
2023-05-28,76.37900287964473
2023-05-29,68.58522707559935
2023-05-30,36.63074627901329
2023-05-31,35.85136869860875
2023-06-01,42.086389341845056
2023-06-02,55.335808208722206
2023-06-03,72.48211497762205
2023-06-04,68.58522707559935
2023-06-05,42.086389341845056
2023-06-06,38.96887902022691
2023-06-07,39.74825660063144
2023-06-08,41.30701176144052
2023-06-09,52.21829788710405
2023-06-10,71.7027373972175
2023-06-11,70.14398223640843
2023-06-12,43.645144502654134
2023-06-13,37.41012385941783
2023-06-14,40.52763418103598
2023-06-15,43.645144502654134
2023-06-16,60.01207369114943
2023-06-17,74.82024771883566
2023-06-18,71.7027373972175
2023-06-19,49.1007875654859
2023-06-20,40.52763418103598
2023-06-21,45.20389966346321
2023-06-22,45.20389966346321
2023-06-23,59.2326961107449
2023-06-24,75.59962529924019
2023-06-25,74.82024771883566
2023-06-26,49.1007875654859
2023-06-27,42.086389341845056
2023-06-28,44.42452208305867
2023-06-29,49.88016514589044
2023-06-30,59.2326961107449
2023-07-01,70.92335981681296
2023-07-02,74.82024771883566
2023-07-03,66.24709433438574
2023-07-04,77.93775804045382
2023-07-05,53.77705304791313
2023-07-06,45.98327724386775
2023-07-07,60.79145127155397
2023-07-08,75.59962529924019
2023-07-09,68.58522707559935
2023-07-10,45.20389966346321
2023-07-11,35.85136869860875
2023-07-12,39.74825660063144
2023-07-13,40.52763418103598
2023-07-14,54.55643062831766
2023-07-15,74.04087013843112
2023-07-16,67.8058494951948
2023-07-17,43.645144502654134
2023-07-18,35.07199111820422
2023-07-19,38.189501439822365
2023-07-20,40.52763418103598
2023-07-21,53.77705304791313
2023-07-22,70.14398223640843
2023-07-23,70.92335981681296
2023-07-24,40.52763418103598
2023-07-25,38.96887902022691
2023-07-26,37.41012385941783
2023-07-27,42.086389341845056
2023-07-28,55.335808208722206
2023-07-29,76.37900287964473
2023-07-30,72.48211497762205
2023-07-31,38.96887902022691
2023-08-01,37.41012385941783
2023-08-02,39.74825660063144
2023-08-03,43.645144502654134
2023-08-04,52.21829788710405
2023-08-05,67.8058494951948
2023-08-06,67.02647191479028
2023-08-07,38.96887902022691
2023-08-08,35.07199111820422
2023-08-09,36.63074627901329
2023-08-10,37.41012385941783
2023-08-11,50.65954272629497
2023-08-12,66.24709433438574
2023-08-13,65.4677167539812
2023-08-14,37.41012385941783
2023-08-15,34.292613537799674
2023-08-16,35.07199111820422
2023-08-17,36.63074627901329
2023-08-18,49.88016514589044
2023-08-19,66.24709433438574
2023-08-20,66.24709433438574
2023-08-21,35.07199111820422
2023-08-22,31.175103216181522
2023-08-23,32.7338583769906
2023-08-24,31.95448079658606
2023-08-25,48.32140998508136
2023-08-26,63.90896159317212
2023-08-27,59.2326961107449
2023-08-28,32.7338583769906
2023-08-29,29.61634805537245
2023-08-30,29.61634805537245
2023-08-31,30.395725635776984
2023-09-01,47.542032404676824
2023-09-02,64.68833917357667
2023-09-03,67.02647191479028
2023-09-04,63.12958401276759
2023-09-05,30.395725635776984
2023-09-06,28.83697047496791
2023-09-07,32.7338583769906
2023-09-08,44.42452208305867
2023-09-09,62.350206432363045
2023-09-10,57.67394094993582
2023-09-11,28.83697047496791
2023-09-12,28.05759289456337
2023-09-13,28.05759289456337
2023-09-14,31.95448079658606
2023-09-15,43.645144502654134
2023-09-16,63.90896159317212
2023-09-17,58.453318530340354
2023-09-18,29.61634805537245
2023-09-19,27.27821531415883
2023-09-20,31.175103216181522
2023-09-21,28.05759289456337
2023-09-22,47.542032404676824
2023-09-23,66.24709433438574
2023-09-24,61.57082885195851
2023-09-25,28.83697047496791
2023-09-26,27.27821531415883
2023-09-27,28.05759289456337
2023-09-28,31.175103216181522
2023-09-29,47.542032404676824
2023-09-30,62.350206432363045
2023-10-01,62.350206432363045
2023-10-02,28.83697047496791
2023-10-03,27.27821531415883
2023-10-04,29.61634805537245
2023-10-05,30.395725635776984
2023-10-06,45.98327724386775
2023-10-07,63.90896159317212
2023-10-08,60.01207369114943
2023-10-09,34.292613537799674
2023-10-10,28.05759289456337
2023-10-11,28.83697047496791
2023-10-12,31.175103216181522
2023-10-13,44.42452208305867
2023-10-14,63.12958401276759
2023-10-15,58.453318530340354
2023-10-16,30.395725635776984
2023-10-17,25.719460153349758
2023-10-18,26.498837733754296
2023-10-19,31.175103216181522
2023-10-20,45.98327724386775
2023-10-21,63.12958401276759
2023-10-22,59.2326961107449
2023-10-23,28.83697047496791
2023-10-24,26.498837733754296
2023-10-25,27.27821531415883
2023-10-26,31.175103216181522
2023-10-27,42.086389341845056
2023-10-28,56.11518578912674
2023-10-29,59.2326961107449
2023-10-30,27.27821531415883
2023-10-31,38.96887902022691
2023-11-01,28.83697047496791
2023-11-02,30.395725635776984
2023-11-03,41.30701176144052
2023-11-04,63.90896159317212
2023-11-05,50.65954272629497
2023-11-06,28.05759289456337
2023-11-07,28.05759289456337
2023-11-08,27.27821531415883
2023-11-09,27.27821531415883
2023-11-10,44.42452208305867
2023-11-11,60.01207369114943
2023-11-12,53.77705304791313
2023-11-13,24.94008257294522
2023-11-14,25.719460153349758
2023-11-15,25.719460153349758
2023-11-16,27.27821531415883
2023-11-17,38.96887902022691
2023-11-18,60.01207369114943
2023-11-19,56.11518578912674
2023-11-20,31.95448079658606
2023-11-21,31.175103216181522
2023-11-22,40.52763418103598
2023-11-23,41.30701176144052
2023-11-24,41.30701176144052
2023-11-25,54.55643062831766
2023-11-26,54.55643062831766
2023-11-27,26.498837733754296
2023-11-28,27.27821531415883
2023-11-29,27.27821531415883
2023-11-30,27.27821531415883
2023-12-01,43.645144502654134
2023-12-02,60.01207369114943
2023-12-03,55.335808208722206
2023-12-04,26.498837733754296
2023-12-05,29.61634805537245
2023-12-06,25.719460153349758
2023-12-07,28.05759289456337
2023-12-08,44.42452208305867
2023-12-09,60.79145127155397
2023-12-10,59.2326961107449
2023-12-11,28.05759289456337
2023-12-12,27.27821531415883
2023-12-13,27.27821531415883
2023-12-14,28.05759289456337
2023-12-15,38.189501439822365
2023-12-16,59.2326961107449
2023-12-17,55.335808208722206
2023-12-18,28.05759289456337
2023-12-19,29.61634805537245
2023-12-20,30.395725635776984
2023-12-21,35.07199111820422
2023-12-22,45.936514589043476
2023-12-23,59.372984075217715
2023-12-24,60.86938902959443
2023-12-25,71.7027373972175
2023-12-26,53.02885057072477
2023-12-27,40.340583561738896
2023-12-28,41.83698851611561
2023-12-29,53.02885057072477
2023-12-30,58.26626791104327
2023-12-31,65.35860389272456
2024-01-01,69.84781875585472
2024-01-02,32.110356312666966
2024-01-03,27.262627762550743
2024-01-04,29.117546403913543
2024-01-05,37.34777365298547
2024-01-06,53.77705304791313
2024-01-07,48.18112202060854
2024-01-08,25.766222808174028
2024-01-09,25.01802033098567
2024-01-10,25.766222808174028
2024-01-11,27.262627762550743
2024-01-12,35.85136869860875
2024-01-13,56.0216604794782
2024-01-14,51.17393192936197
2024-01-15,37.34777365298547
2024-01-16,25.766222808174028
2024-01-17,25.766222808174028
2024-01-18,26.514425285362385
2024-01-19,35.103166221420395
2024-01-20,51.532445616348056
2024-01-21,53.060025673940956
2024-01-22,27.247040210942654
2024-01-23,24.378930715053954
2024-01-24,25.812985462998302
2024-01-25,27.247040210942654
2024-01-26,36.56839607258093
2024-01-27,48.04083405613573
2024-01-28,51.625970925996604
2024-01-29,25.095958089026126
2024-01-30,22.227848593137427
2024-01-31,25.095958089026126
2024-02-01,25.095958089026126
2024-02-02,31.549204454775705
2024-02-03,51.625970925996604
2024-02-04,47.32380668216356
2024-02-05,25.812985462998302
2024-02-06,22.944875967109603
2024-02-07,27.247040210942654
2024-02-08,26.530012836970478
2024-02-09,40.87056031641398
2024-02-10,53.060025673940956
2024-02-11,67.40057315338446
2024-02-12,22.944875967109603
2024-02-13,24.378930715053954
2024-02-14,34.41731395066441
2024-02-15,28.681094958887
2024-02-16,35.13434132463658
2024-02-17,53.060025673940956
2024-02-18,51.625970925996604
2024-02-19,27.96406758491483
2024-02-20,24.378930715053954
2024-02-21,23.66190334108178
2024-02-22,26.530012836970478
2024-02-23,34.41731395066441
2024-02-24,59.513272039690534
2024-02-25,50.90894355202443
2024-02-26,25.812985462998302
2024-02-27,22.944875967109603
2024-02-28,23.66190334108178
2024-02-29,27.247040210942654
2024-03-01,37.285423446553104
2024-03-02,54.49408042188531
2024-03-03,51.625970925996604
2024-03-04,25.812985462998302
2024-03-05,22.944875967109603
2024-03-06,24.378930715053954
2024-03-07,25.812985462998302
2024-03-08,35.85136869860875
2024-03-09,53.77705304791313
2024-03-10,50.90894355202443
2024-03-11,27.247040210942654
2024-03-12,27.247040210942654
2024-03-13,25.095958089026126
2024-03-14,36.56839607258093
2024-03-15,40.87056031641398
2024-03-16,53.77705304791313
2024-03-17,50.90894355202443
2024-03-18,27.247040210942654
2024-03-19,23.66190334108178
2024-03-20,25.095958089026126
2024-03-21,26.530012836970478
2024-03-22,38.00245082052528
2024-03-23,54.49408042188531
2024-03-24,45.889751934219206
2024-03-25,25.812985462998302
2024-03-26,25.812985462998302
2024-03-27,30.115149706831353
2024-03-28,29.398122332859177
2024-03-29,41.58758769038616
2024-03-30,52.342998299968784
2024-03-31,53.77705304791313
2024-04-01,27.247040210942654
2024-04-02,27.96406758491483
2024-04-03,25.812985462998302
2024-04-04,25.812985462998302
2024-04-05,38.00245082052528
2024-04-06,55.21110779585748
2024-04-07,44.455697186274854
2024-04-08,25.095958089026126
2024-04-09,23.66190334108178
2024-04-10,27.96406758491483
2024-04-11,25.812985462998302
2024-04-12,33.70028657669223
2024-04-13,52.342998299968784
2024-04-14,43.73866981230268
2024-04-15,25.095958089026126
2024-04-16,25.812985462998302
2024-04-17,25.812985462998302
2024-04-18,25.812985462998302
2024-04-19,34.41731395066441
2024-04-20,56.64516254380183
2024-04-21,50.90894355202443
2024-04-22,27.247040210942654
2024-04-23,23.66190334108178
2024-04-24,25.812985462998302
2024-04-25,26.530012836970478
2024-04-26,35.13434132463658
2024-04-27,55.21110779585748
2024-04-28,44.455697186274854
2024-04-29,25.095958089026126
2024-04-30,25.812985462998302
2024-05-01,24.378930715053954
2024-05-02,26.530012836970478
2024-05-03,35.85136869860875
2024-05-04,55.21110779585748
2024-05-05,45.17272456024703
2024-05-06,25.095958089026126
2024-05-07,22.944875967109603
2024-05-08,24.378930715053954
2024-05-09,26.530012836970478
2024-05-10,33.70028657669223
2024-05-11,52.342998299968784
2024-05-12,53.060025673940956
2024-05-13,25.095958089026126
2024-05-14,25.812985462998302
2024-05-15,25.095958089026126
2024-05-16,25.812985462998302
2024-05-17,34.41731395066441
2024-05-18,51.625970925996604
2024-05-19,48.04083405613573
2024-05-20,29.398122332859177
2024-05-21,27.247040210942654
2024-05-22,27.247040210942654
2024-05-23,30.115149706831353
2024-05-24,39.43650556846963
2024-05-25,53.77705304791313
2024-05-26,55.92813516982966
2024-05-27,54.49408042188531
2024-05-28,27.247040210942654
2024-05-29,28.681094958887
2024-05-30,28.681094958887
2024-05-31,40.15353294244181
2024-06-01,56.64516254380183
2024-06-02,50.90894355202443
2024-06-03,28.681094958887
2024-06-04,28.681094958887
2024-06-05,29.398122332859177
2024-06-06,31.549204454775705
2024-06-07,39.43650556846963
2024-06-08,53.77705304791313
2024-06-09,48.75786143010791
2024-06-10,30.115149706831353
2024-06-11,27.247040210942654
2024-06-12,27.247040210942654
2024-06-13,31.549204454775705
2024-06-14,39.43650556846963
2024-06-15,49.47488880408008
2024-06-16,50.19191617805225
2024-06-17,32.26623182874788
2024-06-18,29.398122332859177
2024-06-19,36.56839607258093
2024-06-20,32.26623182874788
2024-06-21,44.455697186274854
2024-06-22,58.07921729174618
2024-06-23,48.75786143010791
2024-06-24,32.26623182874788
2024-06-25,30.115149706831353
2024-06-26,28.681094958887
2024-06-27,32.983259202720056
2024-06-28,42.30461506435833
2024-06-29,57.362189917774
2024-06-30,55.21110779585748
2024-07-01,32.26623182874788
2024-07-02,34.41731395066441
2024-07-03,34.41731395066441
2024-07-04,58.07921729174618
2024-07-05,56.64516254380183
2024-07-06,57.362189917774
2024-07-07,50.90894355202443
2024-07-08,37.285423446553104
2024-07-09,33.70028657669223
2024-07-10,30.83217708080353
2024-07-11,31.549204454775705
2024-07-12,43.0216424383305
2024-07-13,50.90894355202443
2024-07-14,53.060025673940956
2024-07-15,30.115149706831353
2024-07-16,30.115149706831353
2024-07-17,30.115149706831353
2024-07-18,32.26623182874788
2024-07-19,43.0216424383305
2024-07-20,55.21110779585748
2024-07-21,53.060025673940956
2024-07-22,30.83217708080353
2024-07-23,30.115149706831353
2024-07-24,30.115149706831353
2024-07-25,32.983259202720056
2024-07-26,41.58758769038616
2024-07-27,55.21110779585748
2024-07-28,54.49408042188531
2024-07-29,30.83217708080353
2024-07-30,30.115149706831353
2024-07-31,30.115149706831353
2024-08-01,32.26623182874788
2024-08-02,45.889751934219206
2024-08-03,54.49408042188531
2024-08-04,52.342998299968784
2024-08-05,28.681094958887
2024-08-06,28.681094958887
2024-08-07,30.115149706831353
2024-08-08,29.398122332859177
2024-08-09,40.87056031641398
2024-08-10,50.19191617805225
2024-08-11,48.04083405613573
2024-08-12,30.83217708080353
2024-08-13,28.681094958887
2024-08-14,28.681094958887
2024-08-15,29.398122332859177
2024-08-16,40.15353294244181
2024-08-17,55.21110779585748
2024-08-18,49.4942051312256
2024-08-19,28.487267896120965
2024-08-20,27.180793838120564
2024-08-21,25.87431978012016
2024-08-22,27.180793838120564
2024-08-23,37.21028227016572
2024-08-24,52.40187658924052
2024-08-25,47.893007731211085
2024-08-26,27.180793838120564
2024-08-27,24.567845722119756
2024-08-28,24.273122380105644
2024-08-29,28.12875420913488
2024-08-30,35.903808212165316
2024-08-31,55.96278507625564
2024-09-01,55.30954804725544
2024-09-02,50.1474421602258
2024-09-03,23.61988535110544
2024-09-04,23.61988535110544
2024-09-05,26.527556809120362
2024-09-06,32.3428997251502
2024-09-07,48.54624476021129
2024-09-08,43.02562518619556
2024-09-09,25.22108275111996
2024-09-10,23.61988535110544
2024-09-11,22.96664832210524
2024-09-12,26.527556809120362
2024-09-13,38.15824264118004
2024-09-14,48.8409681022254
2024-09-15,43.02562518619556
2024-09-16,23.61988535110544
2024-09-17,22.988420677100876
2024-09-18,24.167314045157333
2024-09-19,24.75676072918556
2024-09-20,33.598460989608974
2024-09-21,48.92407477434289
2024-09-22,46.566288038229985
