Time,bed_bath_and_beyond
2022-04-26,19.0
2022-04-27,17.0
2022-04-28,20.0
2022-04-29,18.0
2022-04-30,25.0
2022-05-01,27.0
2022-05-02,19.0
2022-05-03,18.0
2022-05-04,19.0
2022-05-05,20.0
2022-05-06,21.0
2022-05-07,30.0
2022-05-08,26.0
2022-05-09,18.0
2022-05-10,18.0
2022-05-11,18.0
2022-05-12,19.0
2022-05-13,19.0
2022-05-14,26.0
2022-05-15,25.0
2022-05-16,20.0
2022-05-17,18.0
2022-05-18,19.0
2022-05-19,18.0
2022-05-20,20.0
2022-05-21,26.0
2022-05-22,26.0
2022-05-23,20.0
2022-05-24,19.0
2022-05-25,18.0
2022-05-26,19.0
2022-05-27,21.0
2022-05-28,27.0
2022-05-29,29.0
2022-05-30,29.0
2022-05-31,22.0
2022-06-01,22.0
2022-06-02,19.0
2022-06-03,21.0
2022-06-04,27.0
2022-06-05,27.0
2022-06-06,20.0
2022-06-07,20.0
2022-06-08,19.0
2022-06-09,19.0
2022-06-10,19.0
2022-06-11,29.0
2022-06-12,28.0
2022-06-13,20.0
2022-06-14,21.0
2022-06-15,21.0
2022-06-16,20.0
2022-06-17,21.0
2022-06-18,28.0
2022-06-19,26.0
2022-06-20,23.0
2022-06-21,21.0
2022-06-22,21.0
2022-06-23,21.0
2022-06-24,21.0
2022-06-25,28.0
2022-06-26,27.0
2022-06-27,24.0
2022-06-28,21.0
2022-06-29,24.0
2022-06-30,24.0
2022-07-01,23.0
2022-07-02,31.0
2022-07-03,30.0
2022-07-04,30.0
2022-07-05,22.0
2022-07-06,22.0
2022-07-07,27.0
2022-07-08,24.0
2022-07-09,29.0
2022-07-10,30.0
2022-07-11,23.0
2022-07-12,25.0
2022-07-13,28.0
2022-07-14,24.0
2022-07-15,25.0
2022-07-16,26.0
2022-07-17,27.0
2022-07-18,23.0
2022-07-19,23.0
2022-07-20,21.0
2022-07-21,22.0
2022-07-22,22.0
2022-07-23,27.0
2022-07-24,29.0
2022-07-25,24.0
2022-07-26,24.0
2022-07-27,22.0
2022-07-28,23.0
2022-07-29,32.0
2022-07-30,35.0
2022-07-31,36.0
2022-08-01,32.0
2022-08-02,24.0
2022-08-03,24.0
2022-08-04,23.0
2022-08-05,24.0
2022-08-06,29.0
2022-08-07,30.0
2022-08-08,26.0
2022-08-09,25.0
2022-08-10,22.0
2022-08-11,23.0
2022-08-12,25.0
2022-08-13,28.0
2022-08-14,32.0
2022-08-15,26.0
2022-08-16,30.0
2022-08-17,30.0
2022-08-18,32.0
2022-08-19,34.0
2022-08-20,35.0
2022-08-21,35.0
2022-08-22,24.0
2022-08-23,24.0
2022-08-24,22.0
2022-08-25,23.0
2022-08-26,22.0
2022-08-27,32.0
2022-08-28,32.0
2022-08-29,21.269230769230766
2022-08-30,20.0
2022-08-31,27.846153846153847
2022-09-01,26.076923076923077
2022-09-02,24.307692307692307
2022-09-03,32.15384615384615
2022-09-04,97.46153846153845
2022-09-05,100.0
2022-09-06,54.42307692307692
2022-09-07,30.884615384615383
2022-09-08,23.538461538461537
2022-09-09,21.269230769230766
2022-09-10,26.076923076923077
2022-09-11,27.346153846153847
2022-09-12,20.0
2022-09-13,20.0
2022-09-14,19.5
2022-09-15,21.769230769230766
2022-09-16,27.346153846153847
2022-09-17,30.884615384615383
2022-09-18,29.615384615384613
2022-09-19,21.269230769230766
2022-09-20,20.0
2022-09-21,20.0
2022-09-22,19.5
2022-09-23,20.0
2022-09-24,24.307692307692307
2022-09-25,27.346153846153847
2022-09-26,16.96153846153846
2022-09-27,18.23076923076923
2022-09-28,16.92307692307692
2022-09-29,18.46153846153846
2022-09-30,20.0
2022-10-01,26.153846153846153
2022-10-02,24.615384615384613
2022-10-03,20.0
2022-10-04,16.92307692307692
2022-10-05,16.92307692307692
2022-10-06,16.92307692307692
2022-10-07,18.46153846153846
2022-10-08,23.076923076923073
2022-10-09,24.615384615384613
2022-10-10,20.0
2022-10-11,18.46153846153846
2022-10-12,16.92307692307692
2022-10-13,20.0
2022-10-14,18.46153846153846
2022-10-15,21.538461538461537
2022-10-16,23.076923076923073
2022-10-17,18.46153846153846
2022-10-18,18.46153846153846
2022-10-19,16.92307692307692
2022-10-20,16.92307692307692
2022-10-21,18.46153846153846
2022-10-22,21.538461538461537
2022-10-23,23.076923076923073
2022-10-24,16.92307692307692
2022-10-25,15.384615384615383
2022-10-26,16.92307692307692
2022-10-27,16.92307692307692
2022-10-28,18.46153846153846
2022-10-29,23.076923076923073
2022-10-30,24.615384615384613
2022-10-31,16.92307692307692
2022-11-01,16.92307692307692
2022-11-02,20.0
2022-11-03,18.46153846153846
2022-11-04,21.538461538461537
2022-11-05,29.230769230769226
2022-11-06,27.69230769230769
2022-11-07,20.0
2022-11-08,20.0
2022-11-09,18.46153846153846
2022-11-10,21.538461538461537
2022-11-11,26.153846153846153
2022-11-12,29.230769230769226
2022-11-13,30.769230769230766
2022-11-14,23.076923076923073
2022-11-15,24.615384615384613
2022-11-16,21.538461538461537
2022-11-17,24.615384615384613
2022-11-18,26.153846153846153
2022-11-19,36.92307692307692
2022-11-20,43.07692307692307
2022-11-21,30.769230769230766
2022-11-22,32.30769230769231
2022-11-23,38.46153846153846
2022-11-24,27.69230769230769
2022-11-25,72.3076923076923
2022-11-26,53.84615384615384
2022-11-27,44.61538461538461
2022-11-28,40.0
2022-11-29,30.769230769230766
2022-11-30,24.615384615384613
2022-12-01,26.153846153846153
2022-12-02,27.69230769230769
2022-12-03,32.30769230769231
2022-12-04,33.84615384615384
2022-12-05,26.153846153846153
2022-12-06,23.076923076923073
2022-12-07,26.153846153846153
2022-12-08,26.153846153846153
2022-12-09,27.69230769230769
2022-12-10,36.92307692307692
2022-12-11,36.92307692307692
2022-12-12,29.230769230769226
2022-12-13,26.153846153846153
2022-12-14,27.69230769230769
2022-12-15,29.230769230769226
2022-12-16,30.769230769230766
2022-12-17,46.153846153846146
2022-12-18,41.53846153846153
2022-12-19,35.38461538461538
2022-12-20,35.38461538461538
2022-12-21,38.46153846153846
2022-12-22,36.92307692307692
2022-12-23,40.0
2022-12-24,35.38461538461538
2022-12-25,18.46153846153846
2022-12-26,33.84615384615384
2022-12-27,29.230769230769226
2022-12-28,26.153846153846153
2022-12-29,24.615384615384613
2022-12-30,27.69230769230769
2022-12-31,26.153846153846153
2023-01-01,23.076923076923073
2023-01-02,27.69230769230769
2023-01-03,18.46153846153846
2023-01-04,18.46153846153846
2023-01-05,24.615384615384613
2023-01-06,27.69230769230769
2023-01-07,32.30769230769231
2023-01-08,32.30769230769231
2023-01-09,23.076923076923073
2023-01-10,21.538461538461537
2023-01-11,24.615384615384613
2023-01-12,23.076923076923073
2023-01-13,23.076923076923073
2023-01-14,27.69230769230769
2023-01-15,29.230769230769226
2023-01-16,23.076923076923073
2023-01-17,18.46153846153846
2023-01-18,18.46153846153846
2023-01-19,16.92307692307692
2023-01-20,16.92307692307692
2023-01-21,23.076923076923073
2023-01-22,21.538461538461537
2023-01-23,16.92307692307692
2023-01-24,15.384615384615383
2023-01-25,13.846153846153845
2023-01-26,16.92307692307692
2023-01-27,23.076923076923073
2023-01-28,24.615384615384613
2023-01-29,23.076923076923073
2023-01-30,20.0
2023-01-31,24.615384615384613
2023-02-01,24.615384615384613
2023-02-02,21.538461538461537
2023-02-03,21.538461538461537
2023-02-04,26.153846153846153
2023-02-05,26.153846153846153
2023-02-06,20.0
2023-02-07,21.538461538461537
2023-02-08,21.538461538461537
2023-02-09,23.076923076923073
2023-02-10,21.538461538461537
2023-02-11,26.153846153846153
2023-02-12,23.076923076923073
2023-02-13,15.384615384615383
2023-02-14,13.846153846153845
2023-02-15,13.846153846153845
2023-02-16,15.384615384615383
2023-02-17,16.92307692307692
2023-02-18,23.076923076923073
2023-02-19,24.615384615384613
2023-02-20,20.0
2023-02-21,16.92307692307692
2023-02-22,13.846153846153845
2023-02-23,15.384615384615383
2023-02-24,16.92307692307692
2023-02-25,21.538461538461537
2023-02-26,27.69230769230769
2023-02-27,16.92307692307692
2023-02-28,13.846153846153845
2023-03-01,13.846153846153845
2023-03-02,13.846153846153845
2023-03-03,13.846153846153845
2023-03-04,20.0
2023-03-05,21.538461538461537
2023-03-06,15.384615384615383
2023-03-07,12.307692307692307
2023-03-08,13.846153846153845
2023-03-09,12.307692307692307
2023-03-10,13.846153846153845
2023-03-11,18.46153846153846
2023-03-12,20.0
2023-03-13,12.307692307692307
2023-03-14,13.846153846153845
2023-03-15,12.307692307692307
2023-03-16,13.846153846153845
2023-03-17,13.846153846153845
2023-03-18,18.46153846153846
2023-03-19,20.0
2023-03-20,13.846153846153845
2023-03-21,15.384615384615383
2023-03-22,13.846153846153845
2023-03-23,13.846153846153845
2023-03-24,13.846153846153845
2023-03-25,18.46153846153846
2023-03-26,18.46153846153846
2023-03-27,13.846153846153845
2023-03-28,12.307692307692307
2023-03-29,12.307692307692307
2023-03-30,12.307692307692307
2023-03-31,13.846153846153845
2023-04-01,16.92307692307692
2023-04-02,18.46153846153846
2023-04-03,13.846153846153845
2023-04-04,10.769230769230768
2023-04-05,12.307692307692307
2023-04-06,10.769230769230768
2023-04-07,12.307692307692307
2023-04-08,15.384615384615383
2023-04-09,15.384615384615383
2023-04-10,13.846153846153845
2023-04-11,10.769230769230768
2023-04-12,10.769230769230768
2023-04-13,10.769230769230768
2023-04-14,12.307692307692307
2023-04-15,13.846153846153845
2023-04-16,16.92307692307692
2023-04-17,12.307692307692307
2023-04-18,10.769230769230768
2023-04-19,10.769230769230768
2023-04-20,13.846153846153845
2023-04-21,12.307692307692307
2023-04-22,16.92307692307692
2023-04-23,90.76923076923076
2023-04-24,153.84615384615384
2023-04-25,107.69230769230768
2023-04-26,106.12732095490716
2023-04-27,61.53846153846153
2023-04-28,46.41909814323607
2023-04-29,81.08753315649867
2023-04-30,55.27851458885941
2023-05-01,30.769230769230766
2023-05-02,37.029177718832884
2023-05-03,27.108753315649864
2023-05-04,26.339522546419097
2023-05-05,21.379310344827584
2023-05-06,35.198938992042436
2023-05-07,28.938992042440315
2023-05-08,21.909814323607424
2023-05-09,20.079575596816973
2023-05-10,15.649867374005304
2023-05-11,15.649867374005304
2023-05-12,15.119363395225463
2023-05-13,23.209549071618035
2023-05-14,21.379310344827584
2023-05-15,15.119363395225463
2023-05-16,15.649867374005304
2023-05-17,12.519893899204243
2023-05-18,13.819628647214852
2023-05-19,12.519893899204243
2023-05-20,21.379310344827584
2023-05-21,20.079575596816973
2023-05-22,15.649867374005304
2023-05-23,13.819628647214852
2023-05-24,11.9893899204244
2023-05-25,12.519893899204243
2023-05-26,11.671087533156497
2023-05-27,18.037135278514587
2023-05-28,16.976127320954905
2023-05-29,15.915119363395224
2023-05-30,12.73209549071618
2023-05-31,10.610079575596815
2023-06-01,11.671087533156497
2023-06-02,10.610079575596815
2023-06-03,19.098143236074268
2023-06-04,18.037135278514587
2023-06-05,11.671087533156497
2023-06-06,12.73209549071618
2023-06-07,11.671087533156497
2023-06-08,12.73209549071618
2023-06-09,11.671087533156497
2023-06-10,18.037135278514587
2023-06-11,20.15915119363395
2023-06-12,15.915119363395224
2023-06-13,13.793103448275861
2023-06-14,13.793103448275861
2023-06-15,16.976127320954905
2023-06-16,19.098143236074268
2023-06-17,28.647214854111404
2023-06-18,30.769230769230766
2023-06-19,21.22015915119363
2023-06-20,20.15915119363395
2023-06-21,15.915119363395224
2023-06-22,16.976127320954905
2023-06-23,18.037135278514587
2023-06-24,22.281167108753312
2023-06-25,22.281167108753312
2023-06-26,18.037135278514587
2023-06-27,18.037135278514587
2023-06-28,20.15915119363395
2023-06-29,21.22015915119363
2023-06-30,21.22015915119363
2023-07-01,27.586206896551722
2023-07-02,36.07427055702917
2023-07-03,30.769230769230766
2023-07-04,32.89124668435013
2023-07-05,23.342175066312993
2023-07-06,22.281167108753312
2023-07-07,22.281167108753312
2023-07-08,27.586206896551722
2023-07-09,27.586206896551722
2023-07-10,19.098143236074268
2023-07-11,18.037135278514587
2023-07-12,15.915119363395224
2023-07-13,16.976127320954905
2023-07-14,16.976127320954905
2023-07-15,24.403183023872675
2023-07-16,24.403183023872675
2023-07-17,18.037135278514587
2023-07-18,15.915119363395224
2023-07-19,18.037135278514587
2023-07-20,21.22015915119363
2023-07-21,19.098143236074268
2023-07-22,23.342175066312993
2023-07-23,26.52519893899204
2023-07-24,22.281167108753312
2023-07-25,19.098143236074268
2023-07-26,16.976127320954905
2023-07-27,16.976127320954905
2023-07-28,18.037135278514587
2023-07-29,22.281167108753312
2023-07-30,24.403183023872675
2023-07-31,16.976127320954905
2023-08-01,24.403183023872675
2023-08-02,24.403183023872675
2023-08-03,20.15915119363395
2023-08-04,15.915119363395224
2023-08-05,19.098143236074268
2023-08-06,21.22015915119363
2023-08-07,18.037135278514587
2023-08-08,16.976127320954905
2023-08-09,11.671087533156497
2023-08-10,13.793103448275861
2023-08-11,12.73209549071618
2023-08-12,15.915119363395224
2023-08-13,14.854111405835543
2023-08-14,11.671087533156497
2023-08-15,11.671087533156497
2023-08-16,10.610079575596815
2023-08-17,11.671087533156497
2023-08-18,10.610079575596815
2023-08-19,12.73209549071618
2023-08-20,13.793103448275861
2023-08-21,10.610079575596815
2023-08-22,9.549071618037134
2023-08-23,9.549071618037134
2023-08-24,9.549071618037134
2023-08-25,9.549071618037134
2023-08-26,11.671087533156497
2023-08-27,12.73209549071618
2023-08-28,8.488063660477453
2023-08-29,8.488063660477453
2023-08-30,7.427055702917771
2023-08-31,8.488063660477453
2023-09-01,9.549071618037134
2023-09-02,10.610079575596815
2023-09-03,12.73209549071618
2023-09-04,14.854111405835543
2023-09-05,9.549071618037134
2023-09-06,8.488063660477453
2023-09-07,8.488063660477453
2023-09-08,8.488063660477453
2023-09-09,11.671087533156497
2023-09-10,11.671087533156497
2023-09-11,8.488063660477453
2023-09-12,7.427055702917771
2023-09-13,7.427055702917771
2023-09-14,8.488063660477453
2023-09-15,7.427055702917771
2023-09-16,9.549071618037134
2023-09-17,10.610079575596815
2023-09-18,7.427055702917771
2023-09-19,7.427055702917771
2023-09-20,7.427055702917771
2023-09-21,7.427055702917771
2023-09-22,6.36604774535809
2023-09-23,8.488063660477453
2023-09-24,9.549071618037134
2023-09-25,7.427055702917771
2023-09-26,6.36604774535809
2023-09-27,7.427055702917771
2023-09-28,7.427055702917771
2023-09-29,6.36604774535809
2023-09-30,9.549071618037134
2023-10-01,9.549071618037134
2023-10-02,7.427055702917771
2023-10-03,7.427055702917771
2023-10-04,7.427055702917771
2023-10-05,5.305039787798408
2023-10-06,6.36604774535809
2023-10-07,8.488063660477453
2023-10-08,8.488063660477453
2023-10-09,6.36604774535809
2023-10-10,7.427055702917771
2023-10-11,6.36604774535809
2023-10-12,6.36604774535809
2023-10-13,5.305039787798408
2023-10-14,8.488063660477453
2023-10-15,8.488063660477453
2023-10-16,7.427055702917771
2023-10-17,6.36604774535809
2023-10-18,6.36604774535809
2023-10-19,6.36604774535809
2023-10-20,6.36604774535809
2023-10-21,7.427055702917771
2023-10-22,8.488063660477453
2023-10-23,5.305039787798408
2023-10-24,5.305039787798408
2023-10-25,6.36604774535809
2023-10-26,6.36604774535809
2023-10-27,6.36604774535809
2023-10-28,8.488063660477453
2023-10-29,8.488063660477453
2023-10-30,7.427055702917771
2023-10-31,6.36604774535809
2023-11-01,7.427055702917771
2023-11-02,7.427055702917771
2023-11-03,7.427055702917771
2023-11-04,10.610079575596815
2023-11-05,10.610079575596815
2023-11-06,8.488063660477453
2023-11-07,8.488063660477453
2023-11-08,8.488063660477453
2023-11-09,8.488063660477453
2023-11-10,9.549071618037134
2023-11-11,10.610079575596815
2023-11-12,11.671087533156497
2023-11-13,10.610079575596815
2023-11-14,9.549071618037134
2023-11-15,9.549071618037134
2023-11-16,9.549071618037134
2023-11-17,9.549071618037134
2023-11-18,13.793103448275861
2023-11-19,13.793103448275861
2023-11-20,11.671087533156497
2023-11-21,14.854111405835543
2023-11-22,12.73209549071618
2023-11-23,14.854111405835543
2023-11-24,24.403183023872675
2023-11-25,20.15915119363395
2023-11-26,18.037135278514587
2023-11-27,16.976127320954905
2023-11-28,13.793103448275861
2023-11-29,10.610079575596815
2023-11-30,9.549071618037134
2023-12-01,12.73209549071618
2023-12-02,13.793103448275861
2023-12-03,13.793103448275861
2023-12-04,10.610079575596815
2023-12-05,10.610079575596815
2023-12-06,8.488063660477453
2023-12-07,8.488063660477453
2023-12-08,9.549071618037134
2023-12-09,11.671087533156497
2023-12-10,13.793103448275861
2023-12-11,9.549071618037134
2023-12-12,8.488063660477453
2023-12-13,9.549071618037134
2023-12-14,8.488063660477453
2023-12-15,9.549071618037134
2023-12-16,12.73209549071618
2023-12-17,12.73209549071618
2023-12-18,9.549071618037134
2023-12-19,9.549071618037134
2023-12-20,9.549071618037134
2023-12-21,9.549071618037134
2023-12-22,11.439383434498861
2023-12-23,12.807242765956495
2023-12-24,9.73425597487934
2023-12-25,6.596857233596199
2023-12-26,10.715643605101068
2023-12-27,9.669844024673354
2023-12-28,9.541020124261387
2023-12-29,9.347784273643434
2023-12-30,9.669844024673354
2023-12-31,9.412196223849417
2024-01-01,8.301984693215722
2024-01-02,8.366396643421705
2024-01-03,7.385009013199976
2024-01-04,7.320597062993992
2024-01-05,7.320597062993992
2024-01-06,8.62404444424564
2024-01-07,9.476608174055404
2024-01-08,6.596857233596199
2024-01-09,6.532445283390215
2024-01-10,6.081561631948327
2024-01-11,5.486645702962502
2024-01-12,6.403621382978248
2024-01-13,8.495220543833673
2024-01-14,8.495220543833673
2024-01-15,8.430808593627688
2024-01-16,6.081561631948327
2024-01-17,6.274797482566279
2024-01-18,6.145973582154311
2024-01-19,6.532445283390215
2024-01-20,8.75286834465761
2024-01-21,9.790616431309575
2024-01-22,7.214138423070213
2024-01-23,6.441195020598404
2024-01-24,5.668251618126596
2024-01-25,6.441195020598404
2024-01-26,6.570018921010373
2024-01-27,8.888849128425798
2024-01-28,9.146496929249734
2024-01-29,7.600610124306117
2024-01-30,6.3123711201864365
2024-01-31,6.698842821422341
2024-02-01,6.570018921010373
2024-02-02,6.183547219774468
2024-02-03,8.631201327601863
2024-02-04,9.275320829661702
2024-02-05,6.827666721834309
2024-02-06,6.698842821422341
2024-02-07,6.570018921010373
2024-02-08,5.797075518538564
2024-02-09,6.183547219774468
2024-02-10,7.600610124306117
2024-02-11,8.502377427189893
2024-02-12,5.925899418950532
2024-02-13,6.956490622246277
2024-02-14,5.925899418950532
2024-02-15,5.925899418950532
2024-02-16,7.214138423070213
2024-02-17,9.790616431309575
2024-02-18,11.851798837901065
2024-02-19,12.109446638725
2024-02-20,7.729434024718086
2024-02-21,6.698842821422341
2024-02-22,6.441195020598404
2024-02-23,6.956490622246277
2024-02-24,9.53296863048564
2024-02-25,9.146496929249734
2024-02-26,6.183547219774468
2024-02-27,5.668251618126596
2024-02-28,5.668251618126596
2024-02-29,6.0547233193625
2024-03-01,5.797075518538564
2024-03-02,7.8582579251300535
2024-03-03,8.888849128425798
2024-03-04,6.3123711201864365
2024-03-05,6.0547233193625
2024-03-06,5.797075518538564
2024-03-07,5.925899418950532
2024-03-08,6.183547219774468
2024-03-09,8.631201327601863
2024-03-10,9.275320829661702
2024-03-11,6.956490622246277
2024-03-12,6.0547233193625
2024-03-13,5.925899418950532
2024-03-14,6.0547233193625
2024-03-15,6.441195020598404
2024-03-16,8.373553526777926
2024-03-17,8.76002522801383
2024-03-18,6.0547233193625
2024-03-19,5.668251618126596
2024-03-20,5.668251618126596
2024-03-21,5.539427717714628
2024-03-22,6.0547233193625
2024-03-23,8.76002522801383
2024-03-24,8.502377427189893
2024-03-25,5.925899418950532
2024-03-26,6.183547219774468
2024-03-27,5.797075518538564
2024-03-28,5.797075518538564
2024-03-29,6.183547219774468
2024-03-30,7.3429623234821815
2024-03-31,6.827666721834309
2024-04-01,6.0547233193625
2024-04-02,6.183547219774468
2024-04-03,5.925899418950532
2024-04-04,5.925899418950532
2024-04-05,6.441195020598404
2024-04-06,8.373553526777926
2024-04-07,8.888849128425798
2024-04-08,5.925899418950532
2024-04-09,6.0547233193625
2024-04-10,5.539427717714628
2024-04-11,5.668251618126596
2024-04-12,6.0547233193625
2024-04-13,6.827666721834309
2024-04-14,8.373553526777926
2024-04-15,5.925899418950532
2024-04-16,5.668251618126596
2024-04-17,5.797075518538564
2024-04-18,5.797075518538564
2024-04-19,5.797075518538564
2024-04-20,8.11590572595399
2024-04-21,8.373553526777926
2024-04-22,5.797075518538564
2024-04-23,6.3123711201864365
2024-04-24,6.0547233193625
2024-04-25,5.539427717714628
2024-04-26,6.0547233193625
2024-04-27,7.600610124306117
2024-04-28,8.631201327601863
2024-04-29,5.925899418950532
2024-04-30,5.539427717714628
2024-05-01,5.281779916890692
2024-05-02,5.539427717714628
2024-05-03,5.797075518538564
2024-05-04,6.570018921010373
2024-05-05,7.987081825542021
2024-05-06,5.668251618126596
2024-05-07,5.539427717714628
2024-05-08,5.410603817302659
2024-05-09,5.539427717714628
2024-05-10,6.441195020598404
2024-05-11,7.600610124306117
2024-05-12,7.214138423070213
2024-05-13,5.797075518538564
2024-05-14,5.668251618126596
2024-05-15,5.152956016478724
2024-05-16,5.539427717714628
2024-05-17,5.410603817302659
2024-05-18,7.085314522658245
2024-05-19,7.085314522658245
2024-05-20,5.925899418950532
2024-05-21,6.183547219774468
2024-05-22,6.827666721834309
2024-05-23,6.0547233193625
2024-05-24,6.0547233193625
2024-05-25,7.085314522658245
2024-05-26,7.471786223894149
2024-05-27,10.563559833781383
2024-05-28,6.3123711201864365
2024-05-29,5.797075518538564
2024-05-30,5.281779916890692
2024-05-31,5.925899418950532
2024-06-01,7.214138423070213
2024-06-02,8.373553526777926
2024-06-03,6.3123711201864365
2024-06-04,6.183547219774468
2024-06-05,5.410603817302659
2024-06-06,5.410603817302659
2024-06-07,5.539427717714628
2024-06-08,6.570018921010373
2024-06-09,6.827666721834309
2024-06-10,6.183547219774468
2024-06-11,5.797075518538564
2024-06-12,5.410603817302659
2024-06-13,5.410603817302659
2024-06-14,5.281779916890692
2024-06-15,6.441195020598404
2024-06-16,5.925899418950532
2024-06-17,5.539427717714628
2024-06-18,5.410603817302659
2024-06-19,6.3123711201864365
2024-06-20,5.668251618126596
2024-06-21,5.925899418950532
2024-06-22,6.570018921010373
2024-06-23,7.729434024718086
2024-06-24,6.0547233193625
2024-06-25,5.410603817302659
2024-06-26,4.895308215654787
2024-06-27,5.797075518538564
2024-06-28,5.024132116066755
2024-06-29,6.698842821422341
2024-06-30,6.698842821422341
2024-07-01,5.925899418950532
2024-07-02,5.539427717714628
2024-07-03,5.539427717714628
2024-07-04,6.3123711201864365
2024-07-05,5.668251618126596
2024-07-06,6.570018921010373
2024-07-07,6.956490622246277
2024-07-08,5.152956016478724
2024-07-09,4.76648431524282
2024-07-10,5.024132116066755
2024-07-11,4.895308215654787
2024-07-12,4.895308215654787
2024-07-13,5.797075518538564
2024-07-14,5.797075518538564
2024-07-15,4.76648431524282
2024-07-16,5.024132116066755
2024-07-17,4.76648431524282
2024-07-18,5.152956016478724
2024-07-19,4.76648431524282
2024-07-20,6.0547233193625
2024-07-21,6.0547233193625
2024-07-22,5.281779916890692
2024-07-23,5.024132116066755
2024-07-24,5.410603817302659
2024-07-25,5.410603817302659
2024-07-26,5.024132116066755
2024-07-27,5.410603817302659
2024-07-28,5.668251618126596
2024-07-29,4.637660414830851
2024-07-30,4.76648431524282
2024-07-31,4.76648431524282
2024-08-01,4.637660414830851
2024-08-02,4.895308215654787
2024-08-03,5.281779916890692
2024-08-04,6.3123711201864365
2024-08-05,5.024132116066755
2024-08-06,5.410603817302659
2024-08-07,5.024132116066755
2024-08-08,4.637660414830851
2024-08-09,5.024132116066755
2024-08-10,6.183547219774468
2024-08-11,6.698842821422341
2024-08-12,5.410603817302659
2024-08-13,5.410603817302659
2024-08-14,4.895308215654787
2024-08-15,5.281779916890692
2024-08-16,5.410603817302659
2024-08-17,6.570018921010373
2024-08-18,7.338007558081721
2024-08-19,5.645129379591115
2024-08-20,4.892005038721147
2024-08-21,5.017525762199475
2024-08-22,5.2685672091561315
2024-08-23,4.76648431524282
2024-08-24,6.333841770255098
2024-08-25,6.459362493733426
2024-08-26,5.017525762199475
2024-08-27,4.264401421329508
2024-08-28,4.892005038721147
2024-08-29,4.76648431524282
2024-08-30,4.892005038721147
2024-08-31,6.333841770255098
2024-09-01,6.8359246641684095
2024-09-02,8.091131898951687
2024-09-03,4.76648431524282
2024-09-04,4.515442868286163
2024-09-05,4.203292648057164
2024-09-06,4.515442868286163
2024-09-07,5.2685672091561315
2024-09-08,5.957279599820114
2024-09-09,4.389922144807835
2024-09-10,4.13888069785118
2024-09-11,4.077771924578836
2024-09-12,4.077771924578836
2024-09-13,4.389922144807835
2024-09-14,5.831758876341786
2024-09-15,5.770650103069443
2024-09-16,4.389922144807835
2024-09-17,4.522049222153444
2024-09-18,4.155396582519381
2024-09-19,3.9109614894300058
2024-09-20,4.033179035974693
2024-09-21,5.133136954876883
2024-09-22,5.499789594510945
2024-09-23,4.399831675608756
2024-09-24,3.5443088497959425
2024-09-25,3.6665263963406303
2024-09-26,3.6665263963406303
