Time,blooket_join
2024-02-11,7.751265861313048
2024-02-12,65.8857598211609
2024-02-13,73.63702568247395
2024-02-14,93.01519033575657
2024-02-15,89.13955740510005
2024-02-16,81.388291543787
2024-02-17,5.813449395984786
2024-02-18,3.875632930656524
2024-02-19,13.564715257297834
2024-02-20,62.01012689050438
2024-02-21,69.76139275181743
2024-02-22,79.45047507845874
2024-02-23,96.8908232664131
2024-02-24,5.813449395984786
2024-02-25,3.875632930656524
2024-02-26,65.8857598211609
2024-02-27,71.6992092171457
2024-02-28,79.45047507845874
2024-02-29,83.32610800911526
2024-03-01,104.64208912772614
2024-03-02,5.813449395984786
2024-03-03,5.813449395984786
2024-03-04,69.76139275181743
2024-03-05,71.6992092171457
2024-03-06,77.51265861313047
2024-03-07,83.32610800911526
2024-03-08,96.8908232664131
2024-03-09,7.751265861313048
2024-03-10,5.813449395984786
2024-03-11,52.32104456386307
2024-03-12,60.07231042517612
2024-03-13,62.01012689050438
2024-03-14,69.76139275181743
2024-03-15,71.6992092171457
2024-03-16,5.813449395984786
2024-03-17,3.875632930656524
2024-03-18,58.13449395984786
2024-03-19,67.82357628648917
2024-03-20,73.63702568247395
2024-03-21,79.45047507845874
2024-03-22,91.0773738704283
2024-03-23,5.813449395984786
2024-03-24,3.875632930656524
2024-03-25,56.1966774945196
2024-03-26,65.8857598211609
2024-03-27,71.6992092171457
2024-03-28,77.51265861313047
2024-03-29,27.12943051459567
2024-03-30,3.875632930656524
2024-03-31,1.937816465328262
2024-04-01,31.00506344525219
2024-04-02,52.32104456386307
2024-04-03,60.07231042517612
2024-04-04,60.07231042517612
2024-04-05,75.57484214780222
2024-04-06,3.875632930656524
2024-04-07,1.937816465328262
2024-04-08,52.32104456386307
2024-04-09,73.63702568247395
2024-04-10,75.57484214780222
2024-04-11,91.0773738704283
2024-04-12,104.64208912772614
2024-04-13,5.813449395984786
2024-04-14,3.875632930656524
2024-04-15,77.51265861313047
2024-04-16,81.388291543787
2024-04-17,83.32610800911526
2024-04-18,89.13955740510005
2024-04-19,93.01519033575657
2024-04-20,5.813449395984786
2024-04-21,3.875632930656524
2024-04-22,87.20174093977178
2024-04-23,83.32610800911526
2024-04-24,89.13955740510005
2024-04-25,94.95300680108484
2024-04-26,104.64208912772614
2024-04-27,5.813449395984786
2024-04-28,3.875632930656524
2024-04-29,79.45047507845874
2024-04-30,81.388291543787
2024-05-01,83.32610800911526
2024-05-02,93.01519033575657
2024-05-03,104.64208912772614
2024-05-04,5.813449395984786
2024-05-05,3.875632930656524
2024-05-06,75.57484214780222
2024-05-07,79.45047507845874
2024-05-08,85.26392447444353
2024-05-09,91.0773738704283
2024-05-10,98.82863973174136
2024-05-11,5.813449395984786
2024-05-12,3.875632930656524
2024-05-13,87.20174093977178
2024-05-14,89.13955740510005
2024-05-15,93.01519033575657
2024-05-16,91.0773738704283
2024-05-17,94.95300680108484
2024-05-18,5.813449395984786
2024-05-19,3.875632930656524
2024-05-20,79.45047507845874
2024-05-21,79.45047507845874
2024-05-22,75.57484214780222
2024-05-23,71.6992092171457
2024-05-24,58.13449395984786
2024-05-25,3.875632930656524
2024-05-26,1.937816465328262
2024-05-27,3.875632930656524
2024-05-28,46.507595167878286
2024-05-29,44.569778702550025
2024-05-30,44.569778702550025
2024-05-31,44.569778702550025
2024-06-01,1.937816465328262
2024-06-02,3.875632930656524
2024-06-03,32.94287991058045
2024-06-04,34.88069637590871
2024-06-05,34.88069637590871
2024-06-06,32.94287991058045
2024-06-07,27.12943051459567
2024-06-08,1.937816465328262
2024-06-09,1.937816465328262
2024-06-10,21.315981118610882
2024-06-11,23.253797583939143
2024-06-12,21.315981118610882
2024-06-13,21.315981118610882
2024-06-14,13.564715257297834
2024-06-15,1.937816465328262
2024-06-16,1.937816465328262
2024-06-17,11.626898791969571
2024-06-18,13.564715257297834
2024-06-19,5.813449395984786
2024-06-20,11.626898791969571
2024-06-21,9.689082326641309
2024-06-22,1.937816465328262
2024-06-23,0.0
2024-06-24,7.751265861313048
2024-06-25,7.751265861313048
2024-06-26,7.751265861313048
2024-06-27,5.813449395984786
2024-06-28,3.875632930656524
2024-06-29,1.937816465328262
2024-06-30,0.0
2024-07-01,3.875632930656524
2024-07-02,3.875632930656524
2024-07-03,3.875632930656524
2024-07-04,0.0
2024-07-05,1.937816465328262
2024-07-06,0.0
2024-07-07,1.937816465328262
2024-07-08,3.875632930656524
2024-07-09,3.875632930656524
2024-07-10,3.875632930656524
2024-07-11,3.875632930656524
2024-07-12,1.937816465328262
2024-07-13,1.937816465328262
2024-07-14,1.937816465328262
2024-07-15,3.875632930656524
2024-07-16,3.875632930656524
2024-07-17,3.875632930656524
2024-07-18,3.875632930656524
2024-07-19,1.937816465328262
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,3.875632930656524
2024-07-23,1.937816465328262
2024-07-24,3.875632930656524
2024-07-25,3.875632930656524
2024-07-26,3.875632930656524
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,1.937816465328262
2024-07-30,3.875632930656524
2024-07-31,3.875632930656524
2024-08-01,5.813449395984786
2024-08-02,5.813449395984786
2024-08-03,0.0
2024-08-04,1.937816465328262
2024-08-05,5.813449395984786
2024-08-06,9.689082326641309
2024-08-07,9.689082326641309
2024-08-08,13.564715257297834
2024-08-09,21.315981118610882
2024-08-10,1.937816465328262
2024-08-11,0.0
2024-08-12,17.440348187954356
2024-08-13,23.253797583939143
2024-08-14,31.00506344525219
2024-08-15,46.507595167878286
2024-08-16,65.8857598211609
2024-08-17,3.875632930656524
2024-08-18,1.937816465328262
2024-08-19,38.756329306565235
2024-08-20,52.32104456386307
2024-08-21,58.13449395984786
2024-08-22,73.63702568247395
2024-08-23,112.3933549890392
2024-08-24,5.813449395984786
2024-08-25,3.875632930656524
2024-08-26,65.8857598211609
2024-08-27,85.26392447444353
2024-08-28,91.0773738704283
2024-08-29,112.3933549890392
2024-08-30,129.83370317699354
2024-08-31,7.751265861313048
2024-09-01,3.875632930656524
2024-09-02,3.875632930656524
2024-09-03,77.51265861313047
2024-09-04,100.76645619706962
2024-09-05,114.33117145436745
2024-09-06,172.46566541421532
2024-09-07,7.751265861313048
2024-09-08,5.813449395984786
2024-09-09,96.8908232664131
2024-09-10,106.5799055930544
2024-09-11,110.45553852371093
2024-09-12,143.3984184342914
2024-09-13,193.7816465328262
2024-09-14,7.751265861313048
2024-09-15,5.813449395984786
2024-09-16,96.8908232664131
2024-09-17,104.64208912772614
2024-09-18,125.95807024633703
2024-09-19,127.89588671166528
2024-09-20,153.0875007609327
2024-09-21,9.689082326641309
2024-09-22,5.813449395984786
2024-09-23,87.20174093977178
