Time,michaels
2024-09-23,44.744255057648935
2024-09-24,39.65968061927974
2024-09-25,42.71042528230126
2024-09-26,47.794999720670454
2024-09-27,51.86265927136581
2024-09-28,57.964148597408844
2024-09-29,67.1163825864734
2024-09-30,38.6427657316059
2024-10-01,40.676595506953575
2024-10-02,39.65968061927974
2024-10-03,44.744255057648935
2024-10-04,48.811914608344296
2024-10-05,59.99797837275653
2024-10-06,63.048723035778046
2024-10-07,40.676595506953575
2024-10-08,39.65968061927974
2024-10-09,39.65968061927974
2024-10-10,39.65968061927974
2024-10-11,48.811914608344296
2024-10-12,62.031808148104204
2024-10-13,68.13329747414724
2024-10-14,49.82882949601813
2024-10-15,46.77808483299661
2024-10-16,43.72734016997509
2024-10-17,43.72734016997509
2024-10-18,49.82882949601813
2024-10-19,59.99797837275653
2024-10-20,64.06563792345189
2024-10-21,46.77808483299661
2024-10-22,45.76116994532278
2024-10-23,46.77808483299661
2024-10-24,47.794999720670454
2024-10-25,59.99797837275653
2024-10-26,69.15021236182108
2024-10-27,71.18404213716876
2024-10-28,46.77808483299661
2024-10-29,47.794999720670454
2024-10-30,55.93031882206117
2024-10-31,49.82882949601813
2024-11-01,52.87957415903965
2024-11-02,66.09946769879956
2024-11-03,74.23478680019028
2024-11-04,48.811914608344296
2024-11-05,39.65968061927974
2024-11-06,28.473616854867505
2024-11-07,41.69351039462742
2024-11-08,57.964148597408844
2024-11-09,73.21787191251644
2024-11-10,82.370105901581
2024-11-11,63.048723035778046
2024-11-12,48.811914608344296
2024-11-13,50.84574438369197
2024-11-14,53.89648904671349
2024-11-15,59.99797837275653
2024-11-16,73.21787191251644
2024-11-17,90.5054250029717
2024-11-18,54.913403934387325
2024-11-19,52.87957415903965
2024-11-20,51.86265927136581
2024-11-21,47.794999720670454
2024-11-22,59.99797837275653
2024-11-23,76.26861657553796
2024-11-24,90.5054250029717
2024-11-25,66.09946769879956
2024-11-26,59.99797837275653
2024-11-27,68.13329747414724
2024-11-28,48.811914608344296
2024-11-29,101.69148876738394
2024-11-30,97.62382921668859
2024-12-01,100.6745738797101
2024-12-02,70.16712724949492
2024-12-03,64.06563792345189
2024-12-04,59.99797837275653
2024-12-05,61.01489326043036
2024-12-06,73.21787191251644
2024-12-07,84.40393567692867
2024-12-08,90.5054250029717
2024-12-09,61.01489326043036
2024-12-10,54.913403934387325
2024-12-11,56.94723370973501
2024-12-12,53.89648904671349
2024-12-13,63.048723035778046
2024-12-14,85.42085056460252
2024-12-15,88.47159522762404
2024-12-16,65.08255281112572
2024-12-17,67.1163825864734
2024-12-18,65.08255281112572
2024-12-19,65.08255281112572
2024-12-20,67.1163825864734
2024-12-21,82.370105901581
2024-12-22,88.47159522762404
2024-12-23,80.33627612623332
2024-12-24,83.38702078925483
2024-12-25,34.57510618091054
2024-12-26,57.964148597408844
2024-12-27,56.94723370973501
2024-12-28,54.913403934387325
2024-12-29,57.964148597408844
2024-12-30,49.82882949601813
2024-12-31,52.87957415903965
2025-01-01,51.86265927136581
2025-01-02,41.69351039462742
2025-01-03,44.744255057648935
2025-01-04,55.93031882206117
2025-01-05,51.86265927136581
2025-01-06,36.60893595625822
2025-01-07,36.60893595625822
2025-01-08,37.62585084393206
2025-01-09,39.65968061927974
2025-01-10,40.676595506953575
2025-01-11,47.794999720670454
2025-01-12,64.06563792345189
2025-01-13,36.60893595625822
2025-01-14,33.5581912932367
2025-01-15,35.59202106858438
2025-01-16,37.62585084393206
2025-01-17,38.6427657316059
2025-01-18,52.87957415903965
2025-01-19,53.89648904671349
2025-01-20,44.744255057648935
2025-01-21,36.60893595625822
2025-01-22,35.59202106858438
2025-01-23,33.5581912932367
2025-01-24,36.60893595625822
2025-01-25,51.86265927136581
2025-01-26,69.15021236182108
2025-01-27,40.676595506953575
2025-01-28,42.71042528230126
2025-01-29,38.6427657316059
2025-01-30,36.60893595625822
2025-01-31,40.676595506953575
2025-02-01,58.981063485082686
2025-02-02,61.01489326043036
2025-02-03,35.59202106858438
2025-02-04,34.57510618091054
2025-02-05,35.59202106858438
2025-02-06,41.69351039462742
2025-02-07,41.69351039462742
2025-02-08,52.87957415903965
2025-02-09,47.794999720670454
2025-02-10,31.524361517889023
2025-02-11,36.60893595625822
2025-02-12,41.69351039462742
2025-02-13,43.72734016997509
2025-02-14,43.72734016997509
2025-02-15,51.86265927136581
2025-02-16,61.01489326043036
2025-02-17,90.5054250029717
2025-02-18,48.811914608344296
2025-02-19,38.6427657316059
2025-02-20,38.6427657316059
2025-02-21,36.60893595625822
2025-02-22,47.794999720670454
2025-02-23,49.82882949601813
2025-02-24,38.6427657316059
2025-02-25,37.62585084393206
2025-02-26,34.57510618091054
2025-02-27,34.57510618091054
2025-02-28,37.62585084393206
2025-03-01,45.76116994532278
2025-03-02,51.86265927136581
2025-03-03,34.57510618091054
2025-03-04,34.57510618091054
2025-03-05,34.57510618091054
2025-03-06,35.59202106858438
2025-03-07,36.60893595625822
2025-03-08,45.76116994532278
2025-03-09,49.82882949601813
2025-03-10,32.54127640556286
2025-03-11,33.5581912932367
2025-03-12,35.59202106858438
2025-03-13,40.676595506953575
2025-03-14,36.60893595625822
2025-03-15,46.77808483299661
2025-03-16,47.794999720670454
2025-03-17,33.5581912932367
2025-03-18,33.5581912932367
2025-03-19,32.54127640556286
2025-03-20,34.57510618091054
2025-03-21,36.60893595625822
2025-03-22,40.676595506953575
2025-03-23,43.72734016997509
2025-03-24,30.50744663021518
2025-03-25,30.50744663021518
2025-03-26,37.62585084393206
2025-03-27,32.54127640556286
2025-03-28,36.60893595625822
2025-03-29,45.76116994532278
2025-03-30,47.794999720670454
2025-03-31,34.57510618091054
2025-04-01,34.57510618091054
2025-04-02,33.5581912932367
2025-04-03,35.59202106858438
2025-04-04,37.62585084393206
2025-04-05,46.77808483299661
2025-04-06,50.84574438369197
2025-04-07,37.62585084393206
2025-04-08,35.59202106858438
2025-04-09,36.60893595625822
2025-04-10,39.65968061927974
2025-04-11,43.72734016997509
2025-04-12,47.794999720670454
2025-04-13,48.811914608344296
2025-04-14,37.62585084393206
2025-04-15,37.62585084393206
2025-04-16,35.59202106858438
2025-04-17,37.62585084393206
2025-04-18,42.71042528230126
2025-04-19,48.811914608344296
2025-04-20,47.28654227683353
2025-04-21,37.11739340009514
2025-04-22,34.57510618091054
2025-04-23,33.5581912932367
2025-04-24,33.5581912932367
2025-04-25,34.57510618091054
2025-04-26,45.76116994532278
2025-04-27,49.32037205218121
2025-04-28,35.59202106858438
2025-04-29,35.59202106858438
2025-04-30,37.62585084393206
2025-05-01,37.62585084393206
2025-05-02,37.62585084393206
2025-05-03,47.794999720670454
2025-05-04,52.87957415903965
2025-05-05,37.62585084393206
2025-05-06,39.65968061927974
2025-05-07,38.6427657316059
2025-05-08,41.69351039462742
2025-05-09,44.744255057648935
2025-05-10,51.35420182752889
2025-05-11,47.794999720670454
2025-05-12,36.60893595625822
2025-05-13,35.083563624747455
2025-05-14,35.59202106858438
2025-05-15,36.60893595625822
2025-05-16,35.59202106858438
2025-05-17,46.77808483299661
2025-05-18,52.87957415903965
2025-05-19,38.6427657316059
2025-05-20,38.6427657316059
2025-05-21,39.65968061927974
2025-05-22,39.65968061927974
2025-05-23,45.76116994532278
2025-05-24,46.77808483299661
2025-05-25,49.82882949601813
2025-05-26,44.744255057648935
2025-05-27,36.60893595625822
2025-05-28,36.60893595625822
2025-05-29,39.65968061927974
2025-05-30,40.676595506953575
2025-05-31,46.77808483299661
2025-06-01,49.82882949601813
2025-06-02,37.62585084393206
2025-06-03,38.6427657316059
2025-06-04,37.62585084393206
2025-06-05,39.65968061927974
2025-06-06,51.86265927136581
2025-06-07,49.82882949601813
2025-06-08,48.811914608344296
2025-06-09,41.69351039462742
2025-06-10,37.62585084393206
2025-06-11,39.65968061927974
2025-06-12,42.71042528230126
2025-06-13,44.744255057648935
2025-06-14,48.811914608344296
2025-06-15,49.82882949601813
2025-06-16,39.65968061927974
2025-06-17,35.59202106858438
2025-06-18,38.6427657316059
2025-06-19,42.71042528230126
2025-06-20,39.65968061927974
2025-06-21,44.744255057648935
2025-06-22,46.77808483299661
2025-06-23,34.57510618091054
2025-06-24,38.6427657316059
2025-06-25,36.60893595625822
2025-06-26,34.57510618091054
2025-06-27,39.65968061927974
2025-06-28,46.77808483299661
2025-06-29,46.77808483299661
2025-06-30,35.59202106858438
2025-07-01,38.6427657316059
2025-07-02,41.69351039462742
2025-07-03,44.744255057648935
2025-07-04,43.72734016997509
2025-07-05,41.69351039462742
2025-07-06,52.87957415903965
2025-07-07,40.676595506953575
2025-07-08,38.6427657316059
2025-07-09,38.6427657316059
2025-07-10,38.6427657316059
2025-07-11,45.76116994532278
2025-07-12,49.82882949601813
2025-07-13,48.811914608344296
2025-07-14,37.62585084393206
2025-07-15,38.6427657316059
2025-07-16,37.62585084393206
2025-07-17,38.6427657316059
2025-07-18,43.72734016997509
2025-07-19,49.82882949601813
2025-07-20,47.794999720670454
2025-07-21,35.59202106858438
2025-07-22,42.71042528230126
2025-07-23,42.71042528230126
2025-07-24,41.69351039462742
2025-07-25,43.72734016997509
2025-07-26,48.811914608344296
2025-07-27,55.93031882206117
2025-07-28,45.76116994532278
2025-07-29,38.6427657316059
2025-07-30,41.69351039462742
2025-07-31,43.72734016997509
2025-08-01,48.811914608344296
2025-08-02,55.93031882206117
2025-08-03,57.964148597408844
2025-08-04,42.71042528230126
2025-08-05,42.71042528230126
2025-08-06,42.71042528230126
2025-08-07,42.71042528230126
2025-08-08,47.794999720670454
2025-08-09,51.86265927136581
2025-08-10,57.964148597408844
2025-08-11,40.676595506953575
2025-08-12,39.65968061927974
2025-08-13,39.65968061927974
2025-08-14,48.811914608344296
2025-08-15,55.93031882206117
2025-08-16,71.18404213716876
2025-08-17,80.33627612623332
2025-08-18,52.87957415903965
2025-08-19,48.811914608344296
2025-08-20,56.94723370973501
2025-08-21,51.86265927136581
2025-08-22,53.89648904671349
2025-08-23,61.01489326043036
2025-08-24,68.13329747414724
2025-08-25,47.794999720670454
2025-08-26,46.77808483299661
2025-08-27,42.71042528230126
2025-08-28,42.71042528230126
2025-08-29,46.77808483299661
2025-08-30,53.89648904671349
2025-08-31,64.06563792345189
2025-09-01,70.16712724949492
2025-09-02,40.676595506953575
2025-09-03,42.71042528230126
2025-09-04,41.69351039462742
2025-09-05,42.71042528230126
2025-09-06,52.87957415903965
2025-09-07,57.964148597408844
2025-09-08,41.69351039462742
2025-09-09,39.65968061927974
2025-09-10,35.59202106858438
2025-09-11,38.6427657316059
2025-09-12,53.89648904671349
2025-09-13,57.964148597408844
2025-09-14,63.048723035778046
2025-09-15,49.82882949601813
2025-09-16,38.6427657316059
2025-09-17,39.65968061927974
2025-09-18,40.676595506953575
2025-09-19,56.94723370973501
2025-09-20,61.01489326043036
2025-09-21,57.964148597408844
2025-09-22,44.744255057648935
2025-09-23,39.65968061927974
2025-09-24,39.65968061927974
2025-09-25,41.69351039462742
2025-09-26,51.86265927136581
2025-09-27,62.031808148104204
2025-09-28,61.01489326043036
2025-09-29,42.71042528230126
2025-09-30,39.65968061927974
2025-10-01,43.72734016997509
2025-10-02,42.71042528230126
2025-10-03,53.89648904671349
2025-10-04,59.99797837275653
2025-10-05,62.031808148104204
2025-10-06,44.744255057648935
2025-10-07,41.69351039462742
2025-10-08,44.744255057648935
2025-10-09,45.76116994532278
2025-10-10,48.811914608344296
2025-10-11,56.94723370973501
2025-10-12,62.031808148104204
2025-10-13,54.913403934387325
2025-10-14,46.77808483299661
2025-10-15,42.71042528230126
2025-10-16,48.811914608344296
2025-10-17,61.01489326043036
2025-10-18,66.09946769879956
2025-10-19,71.18404213716876
2025-10-20,45.76116994532278
2025-10-21,50.84574438369197
2025-10-22,51.86265927136581
2025-10-23,54.913403934387325
2025-10-24,68.13329747414724
2025-10-25,70.16712724949492
2025-10-26,80.33627612623332
2025-10-27,59.99797837275653
2025-10-28,53.89648904671349
2025-10-29,58.981063485082686
2025-10-30,67.1163825864734
2025-10-31,71.18404213716876
2025-11-01,58.981063485082686
2025-11-02,66.09946769879956
2025-11-03,46.77808483299661
2025-11-04,48.811914608344296
2025-11-05,45.76116994532278
2025-11-06,50.84574438369197
2025-11-07,64.06563792345189
2025-11-08,85.42085056460252
2025-11-09,87.45468033995019
2025-11-10,58.981063485082686
2025-11-11,68.13329747414724
2025-11-12,56.94723370973501
2025-11-13,53.89648904671349
2025-11-14,63.048723035778046
2025-11-15,80.33627612623332
2025-11-16,88.47159522762404
2025-11-17,62.031808148104204
2025-11-18,53.89648904671349
2025-11-19,50.84574438369197
2025-11-20,53.89648904671349
2025-11-21,58.981063485082686
2025-11-22,86.43776545227635
2025-11-23,87.45468033995019
2025-11-24,61.01489326043036
2025-11-25,61.01489326043036
2025-11-26,69.15021236182108
2025-11-27,49.82882949601813
2025-11-28,100.6745738797101
2025-11-29,95.58999944134091
2025-11-30,101.69148876738394
2025-12-01,73.21787191251644
2025-12-02,70.16712724949492
2025-12-03,68.13329747414724
2025-12-04,68.13329747414724
2025-12-05,75.25170168786411
2025-12-06,96.60691432901474
2025-12-07,92.53925477831939
2025-12-08,63.048723035778046
2025-12-09,64.06563792345189
2025-12-10,61.01489326043036
2025-12-11,62.88317875173812
2025-12-12,66.25318739112235
2025-12-13,87.53745248197015
2025-12-14,83.19782732178064
2025-12-15,61.91356223093283
2025-12-16,58.03509614771168
2025-12-17,64.82241179334869
2025-12-18,68.19242043273294
2025-12-19,69.16203695353822
2025-12-20,80.28897775936477
2025-12-21,92.38553508599661
2025-12-22,78.34974471775419
2025-12-23,78.34974471775419
2025-12-24,83.19782732178064
2025-12-25,34.811598015253296
2025-12-26,67.22280391192766
2025-12-27,66.76164483495927
2025-12-28,63.85279527254342
2025-12-29,48.84738838349571
2025-12-30,52.72585446671687
2025-12-31,61.91356223093283
2026-01-01,56.0958631061011
2026-01-02,52.72585446671687
2026-01-03,59.004712668516966
2026-01-04,60.943945710127544
2026-01-05,39.65968061927974
2026-01-06,35.781214536058584
2026-01-07,37.72044757766916
2026-01-08,39.65968061927974
2026-01-09,43.538146702500896
2026-01-10,59.028361851951246
2026-01-11,78.39704308462275
2026-01-12,39.65968061927974
2026-01-13,36.892726157469525
2026-01-14,34.12577169565932
2026-01-15,36.892726157469525
2026-01-16,38.737362465343004
2026-01-17,47.960544004710385
2026-01-18,53.494452928330816
2026-01-19,47.03822585077365
2026-01-20,34.12577169565932
2026-01-21,35.04808984959605
2026-01-22,35.04808984959605
2026-01-23,39.65968061927974
2026-01-24,47.960544004710385
2026-01-25,38.737362465343004
2026-01-26,35.04808984959605
2026-01-27,36.892726157469525
2026-01-28,35.04808984959605
2026-01-29,37.81504431140627
2026-01-30,39.65968061927974
2026-01-31,54.41677108226755
2026-02-01,56.26140739014103
2026-02-02,35.97040800353279
2026-02-03,35.04808984959605
2026-02-04,36.892726157469525
2026-02-05,37.81504431140627
2026-02-06,41.50431692715322
2026-02-07,52.57213477439408
2026-02-08,48.88286215864713
2026-02-09,33.203453541722574
2026-02-10,38.737362465343004
2026-02-11,43.3489532350267
2026-02-12,42.426635081089955
2026-02-13,47.960544004710385
2026-02-14,53.494452928330816
2026-02-15,47.960544004710385
2026-02-16,42.426635081089955
2026-02-17,34.12577169565932
2026-02-18,35.97040800353279
2026-02-19,34.12577169565932
2026-02-20,36.892726157469525
2026-02-21,49.805180312583865
2026-02-22,46.11590769683691
2026-02-23,33.203453541722574
2026-02-24,33.203453541722574
2026-02-25,35.04808984959605
2026-02-26,32.28113538778584
2026-02-27,35.97040800353279
2026-02-28,47.03822585077365
2026-03-01,54.41677108226755
2026-03-02,35.97040800353279
2026-03-03,35.04808984959605
2026-03-04,34.12577169565932
2026-03-05,35.97040800353279
2026-03-06,40.58199877321648
2026-03-07,49.805180312583865
2026-03-08,51.649816620457344
2026-03-09,35.97040800353279
2026-03-10,35.04808984959605
2026-03-11,35.04808984959605
2026-03-12,39.65968061927974
2026-03-13,40.58199877321648
2026-03-14,49.805180312583865
2026-03-15,51.649816620457344
2026-03-16,36.892726157469525
2026-03-17,36.892726157469525
2026-03-18,41.50431692715322
2026-03-19,38.737362465343004
2026-03-20,43.3489532350267
2026-03-21,52.57213477439408
2026-03-22,53.494452928330816
2026-03-23,38.737362465343004
2026-03-24,38.737362465343004
2026-03-25,37.81504431140627
2026-03-26,35.04808984959605
2026-03-27,39.65968061927974
2026-03-28,47.03822585077365
2026-03-29,52.57213477439408
2026-03-30,34.12577169565932
2026-03-31,37.81504431140627
2026-04-01,36.892726157469525
2026-04-02,40.58199877321648
2026-04-03,45.19358954290017
2026-04-04,53.494452928330816
2026-04-05,44.271271388963434
2026-04-06,39.65968061927974
2026-04-07,35.04808984959605
2026-04-08,36.892726157469525
2026-04-09,35.97040800353279
2026-04-10,39.65968061927974
2026-04-11,48.88286215864713
2026-04-12,49.805180312583865
2026-04-13,36.892726157469525
2026-04-14,39.65968061927974
2026-04-15,36.892726157469525
2026-04-16,35.97040800353279
2026-04-17,39.65968061927974
2026-04-18,52.57213477439408
2026-04-19,58.10604369801451
2026-04-20,39.65968061927974
2026-04-21,37.81504431140627
2026-04-22,39.65968061927974
2026-04-23,37.81504431140627
2026-04-24,42.426635081089955
2026-04-25,53.494452928330816
2026-04-26,53.494452928330816
2026-04-27,40.58199877321648
2026-04-28,38.737362465343004
2026-04-29,39.65968061927974
2026-04-30,40.58199877321648
2026-05-01,43.3489532350267
2026-05-02,49.805180312583865
2026-05-03,57.18372554407777
2026-05-04,38.737362465343004
2026-05-05,38.737362465343004
2026-05-06,40.58199877321648
2026-05-07,45.19358954290017
2026-05-08,48.88286215864713
2026-05-09,60.872998159824725
2026-05-10,54.41677108226755
2026-05-11,38.737362465343004
2026-05-12,37.81504431140627
2026-05-13,38.737362465343004
2026-05-14,40.58199877321648
2026-05-15,43.3489532350267
2026-05-16,48.88286215864713
2026-05-17,48.88286215864713
2026-05-18,37.81504431140627
2026-05-19,37.81504431140627
2026-05-20,39.65968061927974
2026-05-21,37.81504431140627
2026-05-22,42.426635081089955
2026-05-23,49.805180312583865
2026-05-24,58.10604369801451
2026-05-25,50.7274984665206
2026-05-26,40.58199877321648
2026-05-27,41.50431692715322
2026-05-28,40.58199877321648
2026-05-29,55.339089236204295
2026-05-30,58.10604369801451
2026-05-31,61.79531631376146
