Time,spider_man_no_way_home
2022-08-29,3.8461538461538463
2022-08-30,3.8461538461538463
2022-08-31,3.269230769230769
2022-09-01,5.846153846153847
2022-09-02,9.346153846153847
2022-09-03,15.192307692307693
2022-09-04,11.26923076923077
2022-09-05,7.115384615384615
2022-09-06,3.8461538461538463
2022-09-07,3.1923076923076925
2022-09-08,2.8846153846153846
2022-09-09,2.9615384615384617
2022-09-10,4.0
2022-09-11,4.230769230769231
2022-09-12,2.230769230769231
2022-09-13,2.0
2022-09-14,2.076923076923077
2022-09-15,2.0
2022-09-16,2.076923076923077
2022-09-17,2.8846153846153846
2022-09-18,3.0384615384615383
2022-09-19,1.8461538461538463
2022-09-20,2.0
2022-09-21,1.8461538461538463
2022-09-22,1.8461538461538463
2022-09-23,1.9230769230769231
2022-09-24,2.153846153846154
2022-09-25,2.3076923076923075
2022-09-26,1.2692307692307692
2022-09-27,1.2692307692307692
2022-09-28,1.3846153846153846
2022-09-29,1.5384615384615385
2022-09-30,1.5384615384615385
2022-10-01,1.6923076923076925
2022-10-02,2.0
2022-10-03,1.3846153846153846
2022-10-04,1.2307692307692308
2022-10-05,1.3846153846153846
2022-10-06,1.5384615384615385
2022-10-07,1.3846153846153846
2022-10-08,2.0
2022-10-09,1.6923076923076925
2022-10-10,1.6923076923076925
2022-10-11,1.3846153846153846
2022-10-12,1.5384615384615385
2022-10-13,1.2307692307692308
2022-10-14,1.6923076923076925
2022-10-15,1.6923076923076925
2022-10-16,1.8461538461538463
2022-10-17,1.5384615384615385
2022-10-18,1.6923076923076925
2022-10-19,1.8461538461538463
2022-10-20,1.3846153846153846
2022-10-21,1.5384615384615385
2022-10-22,1.8461538461538463
2022-10-23,1.8461538461538463
2022-10-24,1.5384615384615385
2022-10-25,1.6923076923076925
2022-10-26,2.0
2022-10-27,1.6923076923076925
2022-10-28,1.3846153846153846
2022-10-29,1.5384615384615385
2022-10-30,2.307692307692308
2022-10-31,1.3846153846153846
2022-11-01,1.3846153846153846
2022-11-02,1.2307692307692308
2022-11-03,1.3846153846153846
2022-11-04,1.2307692307692308
2022-11-05,1.8461538461538463
2022-11-06,2.153846153846154
2022-11-07,1.2307692307692308
2022-11-08,1.3846153846153846
2022-11-09,1.3846153846153846
2022-11-10,1.6923076923076925
2022-11-11,1.8461538461538463
2022-11-12,2.6153846153846154
2022-11-13,2.769230769230769
2022-11-14,2.153846153846154
2022-11-15,1.5384615384615385
2022-11-16,1.5384615384615385
2022-11-17,2.0
2022-11-18,1.8461538461538463
2022-11-19,2.153846153846154
2022-11-20,2.4615384615384617
2022-11-21,1.8461538461538463
2022-11-22,3.384615384615385
2022-11-23,2.9230769230769234
2022-11-24,2.769230769230769
2022-11-25,3.6923076923076925
2022-11-26,3.076923076923077
2022-11-27,2.769230769230769
2022-11-28,2.153846153846154
2022-11-29,1.6923076923076925
2022-11-30,1.5384615384615385
2022-12-01,1.5384615384615385
2022-12-02,1.8461538461538463
2022-12-03,2.307692307692308
2022-12-04,2.6153846153846154
2022-12-05,1.6923076923076925
2022-12-06,1.5384615384615385
2022-12-07,1.6923076923076925
2022-12-08,1.8461538461538463
2022-12-09,1.8461538461538463
2022-12-10,2.4615384615384617
2022-12-11,3.076923076923077
2022-12-12,2.307692307692308
2022-12-13,1.8461538461538463
2022-12-14,1.6923076923076925
2022-12-15,1.8461538461538463
2022-12-16,2.6153846153846154
2022-12-17,4.153846153846154
2022-12-18,4.307692307692308
2022-12-19,2.6153846153846154
2022-12-20,2.6153846153846154
2022-12-21,2.6153846153846154
2022-12-22,2.769230769230769
2022-12-23,3.230769230769231
2022-12-24,3.230769230769231
2022-12-25,2.9230769230769234
2022-12-26,3.5384615384615388
2022-12-27,2.4615384615384617
2022-12-28,2.9230769230769234
2022-12-29,3.076923076923077
2022-12-30,3.230769230769231
2022-12-31,3.384615384615385
2023-01-01,3.8461538461538463
2023-01-02,3.5384615384615388
2023-01-03,2.307692307692308
2023-01-04,2.153846153846154
2023-01-05,2.307692307692308
2023-01-06,2.4615384615384617
2023-01-07,2.9230769230769234
2023-01-08,3.076923076923077
2023-01-09,2.153846153846154
2023-01-10,2.0
2023-01-11,2.4615384615384617
2023-01-12,2.307692307692308
2023-01-13,2.153846153846154
2023-01-14,2.9230769230769234
2023-01-15,3.076923076923077
2023-01-16,3.230769230769231
2023-01-17,1.8461538461538463
2023-01-18,1.6923076923076925
2023-01-19,1.5384615384615385
2023-01-20,1.8461538461538463
2023-01-21,2.769230769230769
2023-01-22,2.307692307692308
2023-01-23,1.6923076923076925
2023-01-24,1.6923076923076925
2023-01-25,1.6923076923076925
2023-01-26,1.5384615384615385
2023-01-27,1.6923076923076925
2023-01-28,3.076923076923077
2023-01-29,2.9230769230769234
2023-01-30,1.8461538461538463
2023-01-31,1.5384615384615385
2023-02-01,1.6923076923076925
2023-02-02,1.3846153846153846
2023-02-03,1.5384615384615385
2023-02-04,2.0
2023-02-05,2.307692307692308
2023-02-06,1.3846153846153846
2023-02-07,1.6923076923076925
2023-02-08,1.3846153846153846
2023-02-09,1.3846153846153846
2023-02-10,1.3846153846153846
2023-02-11,2.0
2023-02-12,2.153846153846154
2023-02-13,1.5384615384615385
2023-02-14,1.3846153846153846
2023-02-15,1.5384615384615385
2023-02-16,1.8461538461538463
2023-02-17,1.6923076923076925
2023-02-18,2.9230769230769234
2023-02-19,2.769230769230769
2023-02-20,2.307692307692308
2023-02-21,1.6923076923076925
2023-02-22,2.0
2023-02-23,1.8461538461538463
2023-02-24,1.6923076923076925
2023-02-25,2.6153846153846154
2023-02-26,2.6153846153846154
2023-02-27,1.8461538461538463
2023-02-28,1.5384615384615385
2023-03-01,1.5384615384615385
2023-03-02,1.5384615384615385
2023-03-03,1.3846153846153846
2023-03-04,2.153846153846154
2023-03-05,2.307692307692308
2023-03-06,1.3846153846153846
2023-03-07,1.3846153846153846
2023-03-08,1.2307692307692308
2023-03-09,1.076923076923077
2023-03-10,1.3846153846153846
2023-03-11,1.8461538461538463
2023-03-12,2.307692307692308
2023-03-13,1.3846153846153846
2023-03-14,1.2307692307692308
2023-03-15,1.2307692307692308
2023-03-16,1.076923076923077
2023-03-17,1.3846153846153846
2023-03-18,1.8461538461538463
2023-03-19,2.0
2023-03-20,1.2307692307692308
2023-03-21,1.2307692307692308
2023-03-22,1.2307692307692308
2023-03-23,1.2307692307692308
2023-03-24,1.2307692307692308
2023-03-25,1.6923076923076925
2023-03-26,2.307692307692308
2023-03-27,1.5384615384615385
2023-03-28,1.3846153846153846
2023-03-29,1.076923076923077
2023-03-30,1.2307692307692308
2023-03-31,1.3846153846153846
2023-04-01,1.6923076923076925
2023-04-02,1.8461538461538463
2023-04-03,1.2307692307692308
2023-04-04,1.2307692307692308
2023-04-05,1.6923076923076925
2023-04-06,1.6923076923076925
2023-04-07,1.5384615384615385
2023-04-08,1.8461538461538463
2023-04-09,1.6923076923076925
2023-04-10,1.2307692307692308
2023-04-11,1.3846153846153846
2023-04-12,1.076923076923077
2023-04-13,1.3846153846153846
2023-04-14,1.5384615384615385
2023-04-15,1.8461538461538463
2023-04-16,2.153846153846154
2023-04-17,1.3846153846153846
2023-04-18,0.9230769230769231
2023-04-19,1.076923076923077
2023-04-20,0.9230769230769231
2023-04-21,1.5384615384615385
2023-04-22,2.307692307692308
2023-04-23,2.769230769230769
2023-04-24,1.8461538461538463
2023-04-25,1.6923076923076925
2023-04-26,1.6681721947776995
2023-04-27,1.3562455892731122
2023-04-28,1.3562455892731122
2023-04-29,2.3236414961185607
2023-04-30,2.4637967537050107
2023-05-01,1.4194777699364856
2023-05-02,1.216090331686662
2023-05-03,1.0443189837685252
2023-05-04,1.0759350741002118
2023-05-05,1.387861679604799
2023-05-06,2.120254057868737
2023-05-07,2.915878616796048
2023-05-08,1.7314043754410728
2023-05-09,1.2477064220183487
2023-05-10,1.2477064220183487
2023-05-11,1.387861679604799
2023-05-12,2.0117148906139732
2023-05-13,3.056033874382498
2023-05-14,3.5397318278052223
2023-05-15,2.572335920959774
2023-05-16,2.0117148906139732
2023-05-17,1.9800988002822866
2023-05-18,1.9800988002822866
2023-05-19,2.1518701482004237
2023-05-20,2.947494707127735
2023-05-21,3.259421312632322
2023-05-22,2.0117148906139732
2023-05-23,2.1518701482004237
2023-05-24,2.0117148906139732
2023-05-25,2.0117148906139732
2023-05-26,2.0234297812279465
2023-05-27,3.098376852505293
2023-05-28,3.7939308398023996
2023-05-29,3.0351446718419197
2023-05-30,2.718983768525053
2023-05-31,2.27635850388144
2023-06-01,2.529287226534933
2023-06-02,3.4145377558221597
2023-06-03,4.236556104446013
2023-06-04,4.9321100917431195
2023-06-05,3.5410021171489063
2023-06-06,2.908680310515173
2023-06-07,3.2248412138320397
2023-06-08,2.8454481298517997
2023-06-09,3.0351446718419197
2023-06-10,3.5410021171489063
2023-06-11,4.615949188426253
2023-06-12,3.288073394495413
2023-06-13,2.6557515878616798
2023-06-14,3.4145377558221597
2023-06-15,3.2248412138320397
2023-06-16,3.1616090331686664
2023-06-17,3.667466478475653
2023-06-18,6.323218066337333
2023-06-19,4.299788285109386
2023-06-20,3.1616090331686664
2023-06-21,2.908680310515173
2023-06-22,2.6557515878616798
2023-06-23,2.718983768525053
2023-06-24,3.2248412138320397
2023-06-25,3.7939308398023996
2023-06-26,2.718983768525053
2023-06-27,2.4660550458715598
2023-06-28,2.149894142554693
2023-06-29,2.0234297812279465
2023-06-30,2.27635850388144
2023-07-01,2.339590684544813
2023-07-02,2.529287226534933
2023-07-03,2.27635850388144
2023-07-04,2.529287226534933
2023-07-05,1.9601976005645732
2023-07-06,2.0234297812279465
2023-07-07,2.08666196189132
2023-07-08,2.4028228652081864
2023-07-09,2.4660550458715598
2023-07-10,1.8337332392378265
2023-07-11,1.6440366972477065
2023-07-12,1.7072688779110798
2023-07-13,1.3278757939308399
2023-07-14,1.6440366972477065
2023-07-15,1.7072688779110798
2023-07-16,2.2131263232180665
2023-07-17,1.9601976005645732
2023-07-18,1.3911079745942132
2023-07-19,1.2646436132674665
2023-07-20,1.3278757939308399
2023-07-21,1.4543401552575865
2023-07-22,1.8969654199011998
2023-07-23,2.08666196189132
2023-07-24,1.8969654199011998
2023-07-25,1.8337332392378265
2023-07-26,1.3911079745942132
2023-07-27,1.2646436132674665
2023-07-28,1.4543401552575865
2023-07-29,2.149894142554693
2023-07-30,1.8969654199011998
2023-07-31,1.7705010585744532
2023-08-01,1.3278757939308399
2023-08-02,1.5175723359209599
2023-08-03,1.3911079745942132
2023-08-04,1.2014114326040932
2023-08-05,1.5808045165843332
2023-08-06,1.7072688779110798
2023-08-07,1.5175723359209599
2023-08-08,1.3911079745942132
2023-08-09,1.4543401552575865
2023-08-10,1.0749470712773466
2023-08-11,1.3278757939308399
2023-08-12,1.8337332392378265
2023-08-13,2.08666196189132
2023-08-14,1.2646436132674665
2023-08-15,1.3911079745942132
2023-08-16,1.3278757939308399
2023-08-17,1.2014114326040932
2023-08-18,1.2014114326040932
2023-08-19,1.8337332392378265
2023-08-20,1.6440366972477065
2023-08-21,1.5175723359209599
2023-08-22,1.3278757939308399
2023-08-23,0.8852505292872266
2023-08-24,1.0749470712773466
2023-08-25,1.13817925194072
2023-08-26,1.4543401552575865
2023-08-27,1.8969654199011998
2023-08-28,1.0749470712773466
2023-08-29,1.13817925194072
2023-08-30,0.9484827099505999
2023-08-31,1.3911079745942132
2023-09-01,1.2014114326040932
2023-09-02,1.7072688779110798
2023-09-03,1.8337332392378265
2023-09-04,1.7705010585744532
2023-09-05,1.2014114326040932
2023-09-06,1.0117148906139732
2023-09-07,0.9484827099505999
2023-09-08,1.0117148906139732
2023-09-09,1.5175723359209599
2023-09-10,1.6440366972477065
2023-09-11,1.2646436132674665
2023-09-12,0.9484827099505999
2023-09-13,1.2014114326040932
2023-09-14,1.0117148906139732
2023-09-15,1.0749470712773466
2023-09-16,1.3911079745942132
2023-09-17,1.2646436132674665
2023-09-18,0.8220183486238533
2023-09-19,1.0117148906139732
2023-09-20,0.7587861679604799
2023-09-21,0.9484827099505999
2023-09-22,1.3278757939308399
2023-09-23,1.8337332392378265
2023-09-24,1.3278757939308399
2023-09-25,0.9484827099505999
2023-09-26,1.0749470712773466
2023-09-27,1.0117148906139732
2023-09-28,1.0749470712773466
2023-09-29,0.9484827099505999
2023-09-30,1.3911079745942132
2023-10-01,1.8337332392378265
2023-10-02,1.3278757939308399
2023-10-03,1.13817925194072
2023-10-04,1.2646436132674665
2023-10-05,1.13817925194072
2023-10-06,1.0749470712773466
2023-10-07,1.4543401552575865
2023-10-08,1.3278757939308399
2023-10-09,1.2646436132674665
2023-10-10,1.2014114326040932
2023-10-11,1.0117148906139732
2023-10-12,0.8852505292872266
2023-10-13,1.0749470712773466
2023-10-14,1.2014114326040932
2023-10-15,1.4543401552575865
2023-10-16,1.0117148906139732
2023-10-17,0.8220183486238533
2023-10-18,1.2646436132674665
2023-10-19,1.13817925194072
2023-10-20,1.13817925194072
2023-10-21,1.4543401552575865
2023-10-22,2.149894142554693
2023-10-23,1.7072688779110798
2023-10-24,1.7705010585744532
2023-10-25,1.5175723359209599
2023-10-26,1.3911079745942132
2023-10-27,1.5175723359209599
2023-10-28,1.9601976005645732
2023-10-29,1.8337332392378265
2023-10-30,1.5175723359209599
2023-10-31,1.5175723359209599
2023-11-01,1.4543401552575865
2023-11-02,1.3911079745942132
2023-11-03,2.08666196189132
2023-11-04,3.857163020465773
2023-11-05,4.679181369089626
2023-11-06,2.7822159491884264
2023-11-07,2.5925194071983064
2023-11-08,2.2131263232180665
2023-11-09,1.9601976005645732
2023-11-10,2.339590684544813
2023-11-11,2.4028228652081864
2023-11-12,3.1616090331686664
2023-11-13,1.8337332392378265
2023-11-14,1.7705010585744532
2023-11-15,1.9601976005645732
2023-11-16,1.6440366972477065
2023-11-17,1.7072688779110798
2023-11-18,2.8454481298517997
2023-11-19,2.7822159491884264
2023-11-20,2.339590684544813
2023-11-21,1.8969654199011998
2023-11-22,2.4660550458715598
2023-11-23,2.7822159491884264
2023-11-24,2.5925194071983064
2023-11-25,3.2248412138320397
2023-11-26,3.098376852505293
2023-11-27,2.149894142554693
2023-11-28,1.5808045165843332
2023-11-29,1.4543401552575865
2023-11-30,1.6440366972477065
2023-12-01,1.4543401552575865
2023-12-02,1.9601976005645732
2023-12-03,1.8969654199011998
2023-12-04,1.3911079745942132
2023-12-05,1.3278757939308399
2023-12-06,1.3278757939308399
2023-12-07,1.13817925194072
2023-12-08,1.3911079745942132
2023-12-09,1.7705010585744532
2023-12-10,1.8969654199011998
2023-12-11,1.5808045165843332
2023-12-12,1.13817925194072
2023-12-13,1.3278757939308399
2023-12-14,1.5808045165843332
2023-12-15,1.3911079745942132
2023-12-16,2.4660550458715598
2023-12-17,2.529287226534933
2023-12-18,2.149894142554693
2023-12-19,1.3911079745942132
2023-12-20,1.7705010585744532
2023-12-21,1.6440366972477065
2023-12-22,2.265743989141785
2023-12-23,1.8492759215351784
2023-12-24,2.0841599691312584
2023-12-25,2.159143933970678
2023-12-26,1.902575949120732
2023-12-27,1.955875976706285
2023-12-28,1.7209919291102054
2023-12-29,1.752608019441892
2023-12-30,1.880892011866865
2023-12-31,1.2611559869958655
2024-01-01,2.8538639236810974
2024-01-02,2.5972959388311514
2024-01-03,1.827591984281312
2024-01-04,1.6993079918563385
2024-01-05,1.902575949120732
2024-01-06,2.0841599691312584
2024-01-07,2.0841599691312584
2024-01-08,1.752608019441892
2024-01-09,1.4111239166747054
2024-01-10,1.2078559594103124
2024-01-11,1.2611559869958655
2024-01-12,1.4960400345919456
2024-01-13,2.030859941545705
2024-01-14,1.902575949120732
2024-01-15,2.105843906385125
2024-01-16,1.7742919566957585
2024-01-17,3.398615983712677
2024-01-18,2.2341278988100983
2024-01-19,1.6993079918563385
2024-01-20,2.469011946406178
2024-01-21,2.2551294744021297
2024-01-22,1.778082854817064
2024-01-23,1.301036235231998
2024-01-24,1.301036235231998
2024-01-25,1.474507733262931
2024-01-26,1.5612434822783976
2024-01-27,2.0816579763711966
2024-01-28,2.2117615998943965
2024-01-29,2.7321760939871957
2024-01-30,1.4311398587551978
2024-01-31,1.2143004862165314
2024-02-01,1.0841968626933316
2024-02-02,1.2143004862165314
2024-02-03,1.8214507293247972
2024-02-04,3.8163729566805276
2024-02-05,1.6913471058015974
2024-02-06,1.2576683607242647
2024-02-07,1.1709326117087981
2024-02-08,1.0841968626933316
2024-02-09,1.9949222273557303
2024-02-10,1.951554352847997
2024-02-11,1.7347149803093307
2024-02-12,1.1275647372010649
2024-02-13,1.4311398587551978
2024-02-14,1.2143004862165314
2024-02-15,1.301036235231998
2024-02-16,1.5178756077706643
2024-02-17,2.2551294744021297
2024-02-18,4.336787450773326
2024-02-19,2.12502585087893
2024-02-20,1.3877719842474645
2024-02-21,1.5612434822783976
2024-02-22,1.5612434822783976
2024-02-23,1.8648186038325305
2024-02-24,1.9081864783402638
2024-02-25,1.951554352847997
2024-02-26,1.7347149803093307
2024-02-27,0.9540932391701319
2024-02-28,1.0408289881855983
2024-02-29,1.5178756077706643
2024-03-01,2.0382901018634634
2024-03-02,2.0816579763711966
2024-03-03,2.12502585087893
2024-03-04,1.5612434822783976
2024-03-05,1.2576683607242647
2024-03-06,1.3444041097397312
2024-03-07,1.1275647372010649
2024-03-08,1.2143004862165314
2024-03-09,1.8648186038325305
2024-03-10,2.949015466525862
2024-03-11,2.3418652234175963
2024-03-12,1.3877719842474645
2024-03-13,1.5178756077706643
2024-03-14,1.778082854817064
2024-03-15,1.9949222273557303
2024-03-16,2.168393725386663
2024-03-17,3.1658548390645285
2024-03-18,2.12502585087893
2024-03-19,1.474507733262931
2024-03-20,1.3877719842474645
2024-03-21,1.5178756077706643
2024-03-22,1.8648186038325305
2024-03-23,1.778082854817064
2024-03-24,1.9949222273557303
2024-03-25,1.0408289881855983
2024-03-26,1.3444041097397312
2024-03-27,1.1275647372010649
2024-03-28,1.8648186038325305
2024-03-29,1.951554352847997
2024-03-30,2.0816579763711966
2024-03-31,2.9923833410335954
2024-04-01,2.8189118430026623
2024-04-02,1.6913471058015974
2024-04-03,1.5612434822783976
2024-04-04,1.5612434822783976
2024-04-05,1.3877719842474645
2024-04-06,1.951554352847997
2024-04-07,2.2551294744021297
2024-04-08,1.5612434822783976
2024-04-09,1.5612434822783976
2024-04-10,2.0816579763711966
2024-04-11,1.0841968626933316
2024-04-12,1.5612434822783976
2024-04-13,1.6479792312938641
2024-04-14,1.9081864783402638
2024-04-15,1.301036235231998
2024-04-16,1.1709326117087981
2024-04-17,1.2576683607242647
2024-04-18,1.2576683607242647
2024-04-19,1.3877719842474645
2024-04-20,1.8214507293247972
2024-04-21,2.3852330979253296
2024-04-22,2.168393725386663
2024-04-23,1.3877719842474645
2024-04-24,1.2143004862165314
2024-04-25,1.2576683607242647
2024-04-26,1.2576683607242647
2024-04-27,1.6913471058015974
2024-04-28,2.775543968494929
2024-04-29,2.298497348909863
2024-04-30,1.301036235231998
2024-05-01,1.2143004862165314
2024-05-02,1.1709326117087981
2024-05-03,1.301036235231998
2024-05-04,1.8648186038325305
2024-05-05,1.9081864783402638
2024-05-06,1.6046113567861309
2024-05-07,1.301036235231998
2024-05-08,1.2576683607242647
2024-05-09,1.2143004862165314
2024-05-10,1.4311398587551978
2024-05-11,1.7347149803093307
2024-05-12,2.12502585087893
2024-05-13,1.1709326117087981
2024-05-14,0.9974611136778652
2024-05-15,1.2143004862165314
2024-05-16,1.0841968626933316
2024-05-17,1.0408289881855983
2024-05-18,1.7347149803093307
2024-05-19,3.079119090049062
2024-05-20,1.7347149803093307
2024-05-21,1.301036235231998
2024-05-22,1.1275647372010649
2024-05-23,1.3444041097397312
2024-05-24,1.5612434822783976
2024-05-25,1.8214507293247972
2024-05-26,1.9949222273557303
2024-05-27,2.5587045959562627
2024-05-28,2.7321760939871957
2024-05-29,1.474507733262931
2024-05-30,1.301036235231998
2024-05-31,1.5612434822783976
2024-06-01,2.168393725386663
2024-06-02,1.9081864783402638
2024-06-03,2.2551294744021297
2024-06-04,3.2959584625877283
2024-06-05,2.12502585087893
2024-06-06,1.7347149803093307
2024-06-07,1.474507733262931
2024-06-08,1.6046113567861309
2024-06-09,2.12502585087893
2024-06-10,1.3877719842474645
2024-06-11,1.2576683607242647
2024-06-12,1.2576683607242647
2024-06-13,1.301036235231998
2024-06-14,1.0841968626933316
2024-06-15,1.4311398587551978
2024-06-16,1.6479792312938641
2024-06-17,1.3444041097397312
2024-06-18,1.1275647372010649
2024-06-19,1.1275647372010649
2024-06-20,1.3444041097397312
2024-06-21,1.0841968626933316
2024-06-22,1.5612434822783976
2024-06-23,1.5178756077706643
2024-06-24,1.3444041097397312
2024-06-25,1.1275647372010649
2024-06-26,0.9540932391701319
2024-06-27,1.1275647372010649
2024-06-28,0.9107253646623986
2024-06-29,1.474507733262931
2024-06-30,2.428600972433063
2024-07-01,1.5178756077706643
2024-07-02,1.2143004862165314
2024-07-03,1.1709326117087981
2024-07-04,1.3444041097397312
2024-07-05,0.9107253646623986
2024-07-06,1.5178756077706643
2024-07-07,1.3444041097397312
2024-07-08,1.2576683607242647
2024-07-09,0.9540932391701319
2024-07-10,1.2143004862165314
2024-07-11,1.1275647372010649
2024-07-12,1.2143004862165314
2024-07-13,1.6913471058015974
2024-07-14,2.775543968494929
2024-07-15,1.474507733262931
2024-07-16,1.1709326117087981
2024-07-17,1.0408289881855983
2024-07-18,1.301036235231998
2024-07-19,1.2143004862165314
2024-07-20,1.6913471058015974
2024-07-21,1.8214507293247972
2024-07-22,1.9081864783402638
2024-07-23,2.3418652234175963
2024-07-24,1.3444041097397312
2024-07-25,1.1709326117087981
2024-07-26,1.4311398587551978
2024-07-27,1.951554352847997
2024-07-28,2.949015466525862
2024-07-29,2.168393725386663
2024-07-30,1.8214507293247972
2024-07-31,1.7347149803093307
2024-08-01,1.8214507293247972
2024-08-02,1.9081864783402638
2024-08-03,2.3418652234175963
2024-08-04,2.6888082194794625
2024-08-05,1.8648186038325305
2024-08-06,1.7347149803093307
2024-08-07,1.951554352847997
2024-08-08,1.9081864783402638
2024-08-09,1.7347149803093307
2024-08-10,2.8189118430026623
2024-08-11,3.7730050821727943
2024-08-12,2.0816579763711966
2024-08-13,1.7347149803093307
2024-08-14,1.778082854817064
2024-08-15,1.2576683607242647
2024-08-16,1.5178756077706643
2024-08-17,2.5587045959562627
2024-08-18,2.7307442575593677
2024-08-19,1.945401326036519
2024-08-20,2.474948614641952
