Time,jamie_lee_curtis
2022-04-02,37.0
2022-04-03,32.0
2022-04-04,18.0
2022-04-05,19.0
2022-04-06,29.0
2022-04-07,24.0
2022-04-08,29.0
2022-04-09,34.0
2022-04-10,27.0
2022-04-11,38.0
2022-04-12,17.0
2022-04-13,18.0
2022-04-14,18.0
2022-04-15,17.0
2022-04-16,23.0
2022-04-17,27.0
2022-04-18,18.0
2022-04-19,14.0
2022-04-20,16.0
2022-04-21,45.0
2022-04-22,25.0
2022-04-23,30.0
2022-04-24,28.0
2022-04-25,18.0
2022-04-26,14.0
2022-04-27,16.0
2022-04-28,27.0
2022-04-29,26.0
2022-04-30,32.0
2022-05-01,31.0
2022-05-02,18.0
2022-05-03,18.0
2022-05-04,19.0
2022-05-05,17.0
2022-05-06,17.0
2022-05-07,23.0
2022-05-08,25.0
2022-05-09,16.0
2022-05-10,14.0
2022-05-11,16.0
2022-05-12,15.0
2022-05-13,14.0
2022-05-14,24.0
2022-05-15,29.0
2022-05-16,20.0
2022-05-17,17.0
2022-05-18,15.0
2022-05-19,17.0
2022-05-20,15.0
2022-05-21,30.0
2022-05-22,23.0
2022-05-23,15.0
2022-05-24,19.0
2022-05-25,17.0
2022-05-26,18.0
2022-05-27,20.0
2022-05-28,19.0
2022-05-29,23.0
2022-05-30,47.0
2022-05-31,81.0
2022-06-01,43.0
2022-06-02,29.0
2022-06-03,19.0
2022-06-04,21.0
2022-06-05,23.0
2022-06-06,18.0
2022-06-07,17.0
2022-06-08,18.0
2022-06-09,16.0
2022-06-10,17.0
2022-06-11,23.0
2022-06-12,25.0
2022-06-13,18.0
2022-06-14,15.0
2022-06-15,12.0
2022-06-16,12.0
2022-06-17,13.0
2022-06-18,19.0
2022-06-19,23.0
2022-06-20,18.0
2022-06-21,17.0
2022-06-22,14.0
2022-06-23,19.0
2022-06-24,16.0
2022-06-25,22.0
2022-06-26,24.0
2022-06-27,15.0
2022-06-28,14.0
2022-06-29,15.0
2022-06-30,13.0
2022-07-01,13.0
2022-07-02,17.0
2022-07-03,19.0
2022-07-04,18.0
2022-07-05,11.0
2022-07-06,16.0
2022-07-07,15.0
2022-07-08,14.0
2022-07-09,18.0
2022-07-10,17.0
2022-07-11,17.0
2022-07-12,11.0
2022-07-13,20.0
2022-07-14,22.0
2022-07-15,19.0
2022-07-16,22.0
2022-07-17,25.0
2022-07-18,15.0
2022-07-19,22.0
2022-07-20,26.0
2022-07-21,63.0
2022-07-22,42.0
2022-07-23,30.0
2022-07-24,31.0
2022-07-25,24.0
2022-07-26,19.0
2022-07-27,20.0
2022-07-28,21.0
2022-07-29,16.0
2022-07-30,26.0
2022-07-31,30.0
2022-08-01,19.0
2022-08-02,22.0
2022-08-03,16.0
2022-08-04,17.0
2022-08-05,15.0
2022-08-06,20.0
2022-08-07,21.0
2022-08-08,17.0
2022-08-09,22.0
2022-08-10,15.0
2022-08-11,19.0
2022-08-12,16.0
2022-08-13,20.0
2022-08-14,21.0
2022-08-15,16.0
2022-08-16,15.0
2022-08-17,14.0
2022-08-18,13.0
2022-08-19,15.0
2022-08-20,21.0
2022-08-21,25.0
2022-08-22,17.0
2022-08-23,22.0
2022-08-24,23.0
2022-08-25,18.0
2022-08-26,17.0
2022-08-27,23.0
2022-08-28,22.0
2022-08-29,18.0
2022-08-30,42.0
2022-08-31,19.5
2022-09-01,22.5
2022-09-02,21.0
2022-09-03,22.0
2022-09-04,23.5
2022-09-05,24.0
2022-09-06,18.5
2022-09-07,17.5
2022-09-08,17.5
2022-09-09,24.0
2022-09-10,23.0
2022-09-11,24.5
2022-09-12,20.5
2022-09-13,18.0
2022-09-14,18.5
2022-09-15,19.5
2022-09-16,20.0
2022-09-17,23.5
2022-09-18,43.0
2022-09-19,24.0
2022-09-20,22.0
2022-09-21,23.5
2022-09-22,23.0
2022-09-23,22.5
2022-09-24,24.0
2022-09-25,42.0
2022-09-26,23.5
2022-09-27,26.5
2022-09-28,22.0
2022-09-29,22.0
2022-09-30,22.0
2022-10-01,44.0
2022-10-02,88.0
2022-10-03,44.0
2022-10-04,44.0
2022-10-05,22.0
2022-10-06,44.0
2022-10-07,44.0
2022-10-08,66.0
2022-10-09,66.0
2022-10-10,176.0
2022-10-11,132.0
2022-10-12,198.0
2022-10-13,264.0
2022-10-14,286.0
2022-10-15,330.0
2022-10-16,264.0
2022-10-17,154.0
2022-10-18,110.0
2022-10-19,110.0
2022-10-20,66.0
2022-10-21,88.0
2022-10-22,110.0
2022-10-23,110.0
2022-10-24,66.0
2022-10-25,66.0
2022-10-26,44.0
2022-10-27,44.0
2022-10-28,44.0
2022-10-29,66.0
2022-10-30,242.0
2022-10-31,110.0
2022-11-01,88.0
2022-11-02,22.0
2022-11-03,22.0
2022-11-04,22.0
2022-11-05,44.0
2022-11-06,44.0
2022-11-07,22.0
2022-11-08,22.0
2022-11-09,22.0
2022-11-10,22.0
2022-11-11,22.0
2022-11-12,22.0
2022-11-13,22.0
2022-11-14,22.0
2022-11-15,22.0
2022-11-16,22.0
2022-11-17,22.0
2022-11-18,22.0
2022-11-19,22.0
2022-11-20,22.0
2022-11-21,22.0
2022-11-22,22.0
2022-11-23,44.0
2022-11-24,44.0
2022-11-25,44.0
2022-11-26,44.0
2022-11-27,22.0
2022-11-28,22.0
2022-11-29,22.0
2022-11-30,22.0
2022-12-01,22.0
2022-12-02,22.0
2022-12-03,22.0
2022-12-04,22.0
2022-12-05,22.0
2022-12-06,22.0
2022-12-07,22.0
2022-12-08,22.0
2022-12-09,44.0
2022-12-10,44.0
2022-12-11,44.0
2022-12-12,22.0
2022-12-13,22.0
2022-12-14,22.0
2022-12-15,22.0
2022-12-16,22.0
2022-12-17,22.0
2022-12-18,22.0
2022-12-19,22.0
2022-12-20,22.0
2022-12-21,44.0
2022-12-22,44.0
2022-12-23,44.0
2022-12-24,66.0
2022-12-25,44.0
2022-12-26,44.0
2022-12-27,44.0
2022-12-28,22.0
2022-12-29,22.0
2022-12-30,22.0
2022-12-31,22.0
2023-01-01,22.0
2023-01-02,22.0
2023-01-03,22.0
2023-01-04,22.0
2023-01-05,22.0
2023-01-06,22.0
2023-01-07,44.0
2023-01-08,22.0
2023-01-09,22.0
2023-01-10,22.0
2023-01-11,110.0
2023-01-12,44.0
2023-01-13,44.0
2023-01-14,44.0
2023-01-15,44.0
2023-01-16,44.0
2023-01-17,44.0
2023-01-18,44.0
2023-01-19,88.0
2023-01-20,110.0
2023-01-21,154.0
2023-01-22,110.0
2023-01-23,44.0
2023-01-24,66.0
2023-01-25,66.0
2023-01-26,44.0
2023-01-27,22.0
2023-01-28,44.0
2023-01-29,66.0
2023-01-30,44.0
2023-01-31,22.0
2023-02-01,22.0
2023-02-02,22.0
2023-02-03,22.0
2023-02-04,22.0
2023-02-05,44.0
2023-02-06,22.0
2023-02-07,22.0
2023-02-08,22.0
2023-02-09,22.0
2023-02-10,22.0
2023-02-11,22.0
2023-02-12,22.0
2023-02-13,22.0
2023-02-14,22.0
2023-02-15,22.0
2023-02-16,22.0
2023-02-17,22.0
2023-02-18,44.0
2023-02-19,22.0
2023-02-20,22.0
2023-02-21,22.0
2023-02-22,44.0
2023-02-23,22.0
2023-02-24,22.0
2023-02-25,22.0
2023-02-26,22.0
2023-02-27,176.0
2023-02-28,88.0
2023-03-01,44.0
2023-03-02,44.0
2023-03-03,44.0
2023-03-04,44.0
2023-03-05,66.0
2023-03-06,44.0
2023-03-07,66.0
2023-03-08,44.0
2023-03-09,22.0
2023-03-10,44.0
2023-03-11,66.0
2023-03-12,176.0
2023-03-13,2200.0
2023-03-14,594.0
2023-03-15,264.0
2023-03-16,220.0
2023-03-17,132.0
2023-03-18,132.0
2023-03-19,110.0
2023-03-20,66.0
2023-03-21,44.0
2023-03-22,44.0
2023-03-23,44.0
2023-03-24,44.0
2023-03-25,44.0
2023-03-26,66.0
2023-03-27,22.0
2023-03-28,22.0
2023-03-29,22.0
2023-03-30,22.0
2023-03-31,44.0
2023-04-01,66.0
2023-04-02,44.0
2023-04-03,22.0
2023-04-04,22.0
2023-04-05,22.0
2023-04-06,22.0
2023-04-07,22.0
2023-04-08,22.0
2023-04-09,22.0
2023-04-10,22.0
2023-04-11,22.0
2023-04-12,22.0
2023-04-13,22.0
2023-04-14,22.0
2023-04-15,22.0
2023-04-16,22.0
2023-04-17,22.0
2023-04-18,22.0
2023-04-19,22.0
2023-04-20,22.0
2023-04-21,22.0
2023-04-22,22.0
2023-04-23,22.0
2023-04-24,22.0
2023-04-25,22.0
2023-04-26,19.9375
2023-04-27,21.3125
2023-04-28,22.6875
2023-04-29,28.875
2023-04-30,52.9375
2023-05-01,23.375
2023-05-02,20.625
2023-05-03,20.625
2023-05-04,22.0
2023-05-05,20.625
2023-05-06,26.8125
2023-05-07,30.9375
2023-05-08,21.3125
2023-05-09,25.4375
2023-05-10,25.4375
2023-05-11,24.75
2023-05-12,23.375
2023-05-13,25.4375
2023-05-14,23.375
2023-05-15,22.6875
2023-05-16,22.0
2023-05-17,20.625
2023-05-18,21.3125
2023-05-19,20.625
2023-05-20,21.3125
2023-05-21,22.0
2023-05-22,19.9375
2023-05-23,19.9375
2023-05-24,22.0
2023-05-25,20.625
2023-05-26,17.875
2023-05-27,26.125
2023-05-28,28.875
2023-05-29,27.5
2023-05-30,22.0
2023-05-31,16.5
2023-06-01,12.375
2023-06-02,19.25
2023-06-03,22.0
2023-06-04,28.875
2023-06-05,16.5
2023-06-06,17.875
2023-06-07,19.25
2023-06-08,22.0
2023-06-09,37.125
2023-06-10,39.875
2023-06-11,34.375
2023-06-12,22.0
2023-06-13,19.25
2023-06-14,17.875
2023-06-15,17.875
2023-06-16,20.625
2023-06-17,33.0
2023-06-18,38.5
2023-06-19,23.375
2023-06-20,17.875
2023-06-21,17.875
2023-06-22,17.875
2023-06-23,34.375
2023-06-24,46.75
2023-06-25,67.375
2023-06-26,50.875
2023-06-27,44.0
2023-06-28,42.625
2023-06-29,41.25
2023-06-30,44.0
2023-07-01,52.25
2023-07-02,48.125
2023-07-03,44.0
2023-07-04,48.125
2023-07-05,38.5
2023-07-06,44.0
2023-07-07,42.625
2023-07-08,46.75
2023-07-09,63.25
2023-07-10,39.875
2023-07-11,33.0
2023-07-12,42.625
2023-07-13,37.125
2023-07-14,37.125
2023-07-15,41.25
2023-07-16,41.25
2023-07-17,37.125
2023-07-18,38.5
2023-07-19,38.5
2023-07-20,34.375
2023-07-21,37.125
2023-07-22,46.75
2023-07-23,52.25
2023-07-24,39.875
2023-07-25,39.875
2023-07-26,37.125
2023-07-27,35.75
2023-07-28,74.25
2023-07-29,74.25
2023-07-30,55.0
2023-07-31,35.75
2023-08-01,27.5
2023-08-02,31.625
2023-08-03,27.5
2023-08-04,30.25
2023-08-05,55.0
2023-08-06,41.25
2023-08-07,31.625
2023-08-08,33.0
2023-08-09,28.875
2023-08-10,23.375
2023-08-11,28.875
2023-08-12,33.0
2023-08-13,37.125
2023-08-14,24.75
2023-08-15,20.625
2023-08-16,23.375
2023-08-17,20.625
2023-08-18,19.25
2023-08-19,30.25
2023-08-20,42.625
2023-08-21,35.75
2023-08-22,27.5
2023-08-23,22.0
2023-08-24,23.375
2023-08-25,24.75
2023-08-26,26.125
2023-08-27,35.75
2023-08-28,24.75
2023-08-29,22.0
2023-08-30,22.0
2023-08-31,30.25
2023-09-01,28.875
2023-09-02,28.875
2023-09-03,44.0
2023-09-04,41.25
2023-09-05,28.875
2023-09-06,27.5
2023-09-07,31.625
2023-09-08,33.0
2023-09-09,39.875
2023-09-10,37.125
2023-09-11,30.25
2023-09-12,26.125
2023-09-13,26.125
2023-09-14,27.5
2023-09-15,33.0
2023-09-16,41.25
2023-09-17,37.125
2023-09-18,31.625
2023-09-19,28.875
2023-09-20,19.25
2023-09-21,26.125
2023-09-22,37.125
2023-09-23,56.375
2023-09-24,53.625
2023-09-25,33.0
2023-09-26,26.125
2023-09-27,23.375
2023-09-28,27.5
2023-09-29,30.25
2023-09-30,41.25
2023-10-01,67.375
2023-10-02,38.5
2023-10-03,37.125
2023-10-04,33.0
2023-10-05,35.75
2023-10-06,38.5
2023-10-07,50.875
2023-10-08,56.375
2023-10-09,48.125
2023-10-10,39.875
2023-10-11,53.625
2023-10-12,52.25
2023-10-13,45.375
2023-10-14,52.25
2023-10-15,63.25
2023-10-16,35.75
2023-10-17,30.25
2023-10-18,28.875
2023-10-19,30.25
2023-10-20,30.25
2023-10-21,60.5
2023-10-22,59.125
2023-10-23,35.75
2023-10-24,26.125
2023-10-25,34.375
2023-10-26,37.125
2023-10-27,33.0
2023-10-28,45.375
2023-10-29,74.25
2023-10-30,53.625
2023-10-31,70.125
2023-11-01,92.125
2023-11-02,26.125
2023-11-03,23.375
2023-11-04,33.0
2023-11-05,27.5
2023-11-06,20.625
2023-11-07,19.25
2023-11-08,17.875
2023-11-09,19.25
2023-11-10,22.0
2023-11-11,39.875
2023-11-12,37.125
2023-11-13,23.375
2023-11-14,17.875
2023-11-15,17.875
2023-11-16,17.875
2023-11-17,19.25
2023-11-18,27.5
2023-11-19,26.125
2023-11-20,26.125
2023-11-21,22.0
2023-11-22,38.5
2023-11-23,59.125
2023-11-24,45.375
2023-11-25,48.125
2023-11-26,41.25
2023-11-27,30.25
2023-11-28,22.0
2023-11-29,20.625
2023-11-30,19.25
2023-12-01,20.625
2023-12-02,30.25
2023-12-03,27.5
2023-12-04,26.125
2023-12-05,20.625
2023-12-06,19.25
2023-12-07,24.75
2023-12-08,19.25
2023-12-09,30.25
2023-12-10,30.25
2023-12-11,20.625
2023-12-12,17.875
2023-12-13,24.75
2023-12-14,17.875
2023-12-15,20.625
2023-12-16,34.375
2023-12-17,30.25
2023-12-18,24.75
2023-12-19,22.0
2023-12-20,26.125
2023-12-21,20.625
2023-12-22,24.483870967741936
2023-12-23,32.24153225806452
2023-12-24,34.13991935483871
2023-12-25,51.553629032258065
2023-12-26,36.038306451612904
2023-12-27,27.06975806451613
2023-12-28,23.796370967741936
2023-12-29,26.38225806451613
2023-12-30,27.06975806451613
2023-12-31,32.24153225806452
2024-01-01,30.866532258064517
2024-01-02,21.210483870967742
2024-01-03,19.31209677419355
2024-01-04,24.483870967741936
2024-01-05,21.210483870967742
2024-01-06,21.897983870967742
2024-01-07,36.038306451612904
2024-01-08,27.06975806451613
2024-01-09,26.38225806451613
2024-01-10,27.06975806451613
2024-01-11,26.38225806451613
2024-01-12,28.968145161290323
2024-01-13,27.06975806451613
2024-01-14,48.28024193548387
2024-01-15,34.13991935483871
2024-01-16,137.77056451612904
2024-01-17,53.45201612903226
2024-01-18,63.10806451612903
2024-01-19,38.6241935483871
2024-01-20,43.108467741935485
2024-01-21,36.32661290322581
2024-01-22,65.38790322580645
2024-01-23,43.59193548387097
2024-01-24,29.061290322580646
2024-01-25,36.32661290322581
2024-01-26,21.795967741935485
2024-01-27,43.59193548387097
2024-01-28,33.90483870967742
2024-01-29,19.374193548387098
2024-01-30,19.374193548387098
2024-01-31,24.217741935483872
2024-02-01,26.63951612903226
2024-02-02,31.483064516129033
2024-02-03,29.061290322580646
2024-02-04,36.32661290322581
2024-02-05,21.795967741935485
2024-02-06,19.374193548387098
2024-02-07,19.374193548387098
2024-02-08,19.374193548387098
2024-02-09,19.374193548387098
2024-02-10,21.795967741935485
2024-02-11,21.795967741935485
2024-02-12,14.530645161290323
2024-02-13,19.374193548387098
2024-02-14,24.217741935483872
2024-02-15,26.63951612903226
2024-02-16,21.795967741935485
2024-02-17,21.795967741935485
2024-02-18,31.483064516129033
2024-02-19,21.795967741935485
2024-02-20,31.483064516129033
2024-02-21,41.17016129032258
2024-02-22,31.483064516129033
2024-02-23,26.63951612903226
2024-02-24,36.32661290322581
2024-02-25,38.748387096774195
2024-02-26,19.374193548387098
2024-02-27,19.374193548387098
2024-02-28,29.061290322580646
2024-02-29,50.85725806451613
2024-03-01,31.483064516129033
2024-03-02,31.483064516129033
2024-03-03,26.63951612903226
2024-03-04,24.217741935483872
2024-03-05,21.795967741935485
2024-03-06,31.483064516129033
2024-03-07,26.63951612903226
2024-03-08,24.217741935483872
2024-03-09,46.01370967741936
2024-03-10,94.4491935483871
2024-03-11,242.17741935483872
2024-03-12,128.35403225806454
2024-03-13,75.075
2024-03-14,36.32661290322581
2024-03-15,33.90483870967742
2024-03-16,38.748387096774195
2024-03-17,29.061290322580646
2024-03-18,21.795967741935485
2024-03-19,33.90483870967742
2024-03-20,21.795967741935485
2024-03-21,24.217741935483872
2024-03-22,24.217741935483872
2024-03-23,31.483064516129033
2024-03-24,29.061290322580646
2024-03-25,24.217741935483872
2024-03-26,19.374193548387098
2024-03-27,19.374193548387098
2024-03-28,21.795967741935485
2024-03-29,19.374193548387098
2024-03-30,38.748387096774195
2024-03-31,29.061290322580646
2024-04-01,26.63951612903226
2024-04-02,24.217741935483872
2024-04-03,16.95241935483871
2024-04-04,14.530645161290323
2024-04-05,16.95241935483871
2024-04-06,19.374193548387098
2024-04-07,21.795967741935485
2024-04-08,16.95241935483871
2024-04-09,14.530645161290323
2024-04-10,14.530645161290323
2024-04-11,16.95241935483871
2024-04-12,19.374193548387098
2024-04-13,16.95241935483871
2024-04-14,21.795967741935485
2024-04-15,16.95241935483871
2024-04-16,16.95241935483871
2024-04-17,19.374193548387098
2024-04-18,16.95241935483871
2024-04-19,21.795967741935485
2024-04-20,31.483064516129033
2024-04-21,26.63951612903226
2024-04-22,19.374193548387098
2024-04-23,24.217741935483872
2024-04-24,16.95241935483871
2024-04-25,16.95241935483871
2024-04-26,14.530645161290323
2024-04-27,16.95241935483871
2024-04-28,21.795967741935485
2024-04-29,19.374193548387098
2024-04-30,16.95241935483871
2024-05-01,16.95241935483871
2024-05-02,12.108870967741936
2024-05-03,16.95241935483871
2024-05-04,19.374193548387098
2024-05-05,19.374193548387098
2024-05-06,14.530645161290323
2024-05-07,12.108870967741936
2024-05-08,19.374193548387098
2024-05-09,19.374193548387098
2024-05-10,14.530645161290323
2024-05-11,26.63951612903226
2024-05-12,38.748387096774195
2024-05-13,21.795967741935485
2024-05-14,19.374193548387098
2024-05-15,12.108870967741936
2024-05-16,14.530645161290323
2024-05-17,14.530645161290323
2024-05-18,16.95241935483871
2024-05-19,19.374193548387098
2024-05-20,14.530645161290323
2024-05-21,16.95241935483871
2024-05-22,16.95241935483871
2024-05-23,16.95241935483871
2024-05-24,16.95241935483871
2024-05-25,16.95241935483871
2024-05-26,26.63951612903226
2024-05-27,24.217741935483872
2024-05-28,14.530645161290323
2024-05-29,14.530645161290323
2024-05-30,26.63951612903226
2024-05-31,77.49677419354839
2024-06-01,38.748387096774195
2024-06-02,29.061290322580646
2024-06-03,21.795967741935485
2024-06-04,31.483064516129033
2024-06-05,31.483064516129033
2024-06-06,24.217741935483872
2024-06-07,21.795967741935485
2024-06-08,21.795967741935485
2024-06-09,24.217741935483872
2024-06-10,19.374193548387098
2024-06-11,31.483064516129033
2024-06-12,16.95241935483871
2024-06-13,14.530645161290323
2024-06-14,14.530645161290323
2024-06-15,21.795967741935485
2024-06-16,21.795967741935485
2024-06-17,14.530645161290323
2024-06-18,19.374193548387098
2024-06-19,21.795967741935485
2024-06-20,21.795967741935485
2024-06-21,29.061290322580646
2024-06-22,24.217741935483872
2024-06-23,24.217741935483872
2024-06-24,29.061290322580646
2024-06-25,31.483064516129033
2024-06-26,33.90483870967742
2024-06-27,46.01370967741936
2024-06-28,38.748387096774195
2024-06-29,67.80967741935484
2024-06-30,62.96612903225807
2024-07-01,48.435483870967744
2024-07-02,55.700806451612905
2024-07-03,43.59193548387097
2024-07-04,60.54435483870968
2024-07-05,43.59193548387097
2024-07-06,55.700806451612905
2024-07-07,67.80967741935484
2024-07-08,50.85725806451613
2024-07-09,41.17016129032258
2024-07-10,38.748387096774195
2024-07-11,43.59193548387097
2024-07-12,43.59193548387097
2024-07-13,48.435483870967744
2024-07-14,38.748387096774195
2024-07-15,29.061290322580646
2024-07-16,31.483064516129033
2024-07-17,38.748387096774195
2024-07-18,46.01370967741936
2024-07-19,38.748387096774195
2024-07-20,50.85725806451613
2024-07-21,53.27903225806452
2024-07-22,33.90483870967742
2024-07-23,33.90483870967742
2024-07-24,31.483064516129033
2024-07-25,62.96612903225807
2024-07-26,50.85725806451613
2024-07-27,48.435483870967744
2024-07-28,38.748387096774195
2024-07-29,26.63951612903226
2024-07-30,31.483064516129033
2024-07-31,36.32661290322581
2024-08-01,50.85725806451613
2024-08-02,75.075
2024-08-03,65.38790322580645
2024-08-04,43.59193548387097
2024-08-05,36.32661290322581
2024-08-06,33.90483870967742
2024-08-07,33.90483870967742
2024-08-08,36.32661290322581
2024-08-09,53.27903225806452
2024-08-10,60.54435483870968
2024-08-11,53.27903225806452
2024-08-12,60.54435483870968
2024-08-13,65.38790322580645
2024-08-14,36.32661290322581
2024-08-15,33.90483870967742
2024-08-16,31.483064516129033
2024-08-17,43.59193548387097
2024-08-18,45.71415224232888
2024-08-19,29.33975216365067
2024-08-20,21.757995672698662
2024-08-21,29.33975216365067
2024-08-22,26.154317466561764
2024-08-23,27.141591266719118
2024-08-24,31.53791306058222
2024-08-25,36.921508654602675
2024-08-26,33.73607395751377
2024-08-27,21.757995672698662
2024-08-28,29.33975216365067
2024-08-29,23.956156569630213
2024-08-30,19.559834775767115
2024-08-31,36.921508654602675
2024-09-01,41.31783044846578
2024-09-02,33.73607395751377
2024-09-03,24.94343036978757
2024-09-04,28.35247836349331
2024-09-05,26.154317466561764
2024-09-06,19.559834775767115
2024-09-07,28.35247836349331
2024-09-08,33.73607395751377
2024-09-09,36.921508654602675
2024-09-10,35.93423485444532
2024-09-11,23.956156569630213
2024-09-12,28.35247836349331
2024-09-13,24.94343036978757
2024-09-14,31.53791306058222
2024-09-15,30.550639260424862
2024-09-16,39.11966955153423
2024-09-17,25.66911880409127
2024-09-18,21.72002360346184
2024-09-19,21.72002360346184
2024-09-20,23.694571203776555
2024-09-21,33.56730920535012
2024-09-22,31.592761605035406
2024-09-23,19.74547600314713
2024-09-24,21.72002360346184
2024-09-25,21.72002360346184
2024-09-26,15.796380802517703
2024-09-27,21.72002360346184
2024-09-28,29.61821400472069
2024-09-29,39.49095200629426
2024-09-30,31.592761605035406
2024-10-01,17.770928402832418
2024-10-02,25.66911880409127
2024-10-03,31.592761605035406
2024-10-04,43.44004720692368
2024-10-05,43.44004720692368
2024-10-06,41.46549960660897
2024-10-07,27.64366640440598
2024-10-08,31.592761605035406
2024-10-09,33.56730920535012
2024-10-10,21.72002360346184
2024-10-11,29.61821400472069
2024-10-12,41.46549960660897
2024-10-13,39.49095200629426
2024-10-14,31.592761605035406
2024-10-15,29.61821400472069
2024-10-16,27.64366640440598
2024-10-17,21.72002360346184
2024-10-18,25.66911880409127
2024-10-19,39.49095200629426
2024-10-20,47.38914240755311
2024-10-21,31.592761605035406
2024-10-22,23.694571203776555
2024-10-23,21.72002360346184
2024-10-24,23.694571203776555
2024-10-25,25.66911880409127
2024-10-26,37.51640440597954
2024-10-27,55.28733280881196
2024-10-28,27.64366640440598
2024-10-29,23.694571203776555
2024-10-30,31.592761605035406
2024-10-31,55.28733280881196
2024-11-01,75.03280881195909
2024-11-02,51.33823760818254
2024-11-03,35.541856805664835
2024-11-04,17.770928402832418
2024-11-05,13.82183320220299
2024-11-06,11.847285601888277
2024-11-07,15.796380802517703
2024-11-08,17.770928402832418
2024-11-09,15.796380802517703
2024-11-10,23.694571203776555
2024-11-11,15.796380802517703
2024-11-12,15.796380802517703
2024-11-13,19.74547600314713
2024-11-14,25.66911880409127
2024-11-15,21.72002360346184
2024-11-16,23.694571203776555
2024-11-17,25.66911880409127
2024-11-18,13.82183320220299
2024-11-19,13.82183320220299
2024-11-20,11.847285601888277
2024-11-21,19.74547600314713
2024-11-22,25.66911880409127
2024-11-23,29.61821400472069
2024-11-24,33.56730920535012
2024-11-25,15.796380802517703
2024-11-26,19.74547600314713
2024-11-27,29.61821400472069
2024-11-28,25.66911880409127
2024-11-29,23.694571203776555
2024-11-30,21.72002360346184
2024-12-01,29.61821400472069
2024-12-02,15.796380802517703
2024-12-03,55.28733280881196
2024-12-04,27.64366640440598
2024-12-05,19.74547600314713
2024-12-06,21.72002360346184
2024-12-07,37.51640440597954
2024-12-08,25.66911880409127
2024-12-09,17.770928402832418
2024-12-10,25.66911880409127
2024-12-11,21.72002360346184
2024-12-12,71.08371361132967
2024-12-13,29.61821400472069
2024-12-14,33.56730920535012
2024-12-15,33.56730920535012
2024-12-16,19.74547600314713
2024-12-17,25.66911880409127
2024-12-18,31.592761605035406
2024-12-19,27.64366640440598
2024-12-20,51.33823760818254
2024-12-21,33.56730920535012
2024-12-22,33.56730920535012
2024-12-23,35.541856805664835
2024-12-24,39.49095200629426
2024-12-25,73.05826121164438
2024-12-26,41.46549960660897
2024-12-27,27.64366640440598
2024-12-28,29.61821400472069
2024-12-29,27.64366640440598
2024-12-30,19.74547600314713
2024-12-31,29.61821400472069
2025-01-01,29.61821400472069
2025-01-02,19.74547600314713
2025-01-03,17.770928402832418
2025-01-04,25.66911880409127
2025-01-05,27.64366640440598
2025-01-06,23.694571203776555
2025-01-07,23.694571203776555
2025-01-08,33.56730920535012
2025-01-09,171.78564122738
2025-01-10,197.4547600314713
2025-01-11,142.16742722265934
2025-01-12,86.88009441384736
2025-01-13,55.28733280881196
2025-01-14,39.49095200629426
2025-01-15,33.56730920535012
2025-01-16,29.61821400472069
2025-01-17,25.66911880409127
2025-01-18,49.363690007867824
2025-01-19,31.592761605035406
2025-01-20,27.64366640440598
2025-01-21,23.694571203776555
2025-01-22,23.694571203776555
2025-01-23,21.72002360346184
2025-01-24,23.694571203776555
2025-01-25,31.592761605035406
2025-01-26,25.66911880409127
2025-01-27,21.72002360346184
