Time,fidelity_login
2022-09-24,27.962962962962962
2022-09-25,19.62962962962963
2022-09-26,46.111111111111114
2022-09-27,46.111111111111114
2022-09-28,48.148148148148145
2022-09-29,48.148148148148145
2022-09-30,49.11111111111111
2022-10-01,31.777777777777775
2022-10-02,21.185185185185183
2022-10-03,53.925925925925924
2022-10-04,68.37037037037037
2022-10-05,62.59259259259259
2022-10-06,51.03703703703703
2022-10-07,45.25925925925926
2022-10-08,26.0
2022-10-09,19.25925925925926
2022-10-10,44.29629629629629
2022-10-11,47.18518518518518
2022-10-12,48.148148148148145
2022-10-13,54.888888888888886
2022-10-14,48.148148148148145
2022-10-15,26.962962962962962
2022-10-16,21.185185185185183
2022-10-17,57.77777777777777
2022-10-18,62.59259259259259
2022-10-19,59.7037037037037
2022-10-20,54.888888888888886
2022-10-21,57.77777777777777
2022-10-22,34.666666666666664
2022-10-23,21.185185185185183
2022-10-24,56.81481481481481
2022-10-25,71.25925925925925
2022-10-26,65.48148148148148
2022-10-27,63.55555555555555
2022-10-28,74.14814814814814
2022-10-29,40.44444444444444
2022-10-30,22.148148148148145
2022-10-31,48.148148148148145
2022-11-01,56.81481481481481
2022-11-02,53.925925925925924
2022-11-03,51.03703703703703
2022-11-04,55.85185185185185
2022-11-05,30.814814814814813
2022-11-06,23.11111111111111
2022-11-07,51.03703703703703
2022-11-08,57.77777777777777
2022-11-09,47.18518518518518
2022-11-10,62.59259259259259
2022-11-11,71.25925925925925
2022-11-12,41.407407407407405
2022-11-13,24.074074074074073
2022-11-14,54.888888888888886
2022-11-15,73.18518518518518
2022-11-16,62.59259259259259
2022-11-17,57.77777777777777
2022-11-18,54.888888888888886
2022-11-19,32.74074074074074
2022-11-20,22.148148148148145
2022-11-21,43.33333333333333
2022-11-22,55.85185185185185
2022-11-23,57.77777777777777
2022-11-24,25.037037037037035
2022-11-25,34.666666666666664
2022-11-26,26.962962962962962
2022-11-27,22.148148148148145
2022-11-28,47.18518518518518
2022-11-29,50.07407407407407
2022-11-30,56.81481481481481
2022-12-01,71.25925925925925
2022-12-02,59.7037037037037
2022-12-03,39.48148148148148
2022-12-04,24.074074074074073
2022-12-05,50.07407407407407
2022-12-06,54.888888888888886
2022-12-07,53.925925925925924
2022-12-08,61.629629629629626
2022-12-09,55.85185185185185
2022-12-10,31.777777777777775
2022-12-11,21.185185185185183
2022-12-12,53.925925925925924
2022-12-13,66.44444444444444
2022-12-14,59.7037037037037
2022-12-15,56.81481481481481
2022-12-16,54.888888888888886
2022-12-17,27.925925925925924
2022-12-18,19.25925925925926
2022-12-19,49.11111111111111
2022-12-20,55.85185185185185
2022-12-21,56.81481481481481
2022-12-22,51.03703703703703
2022-12-23,46.22222222222222
2022-12-24,24.074074074074073
2022-12-25,15.407407407407407
2022-12-26,26.962962962962962
2022-12-27,52.96296296296296
2022-12-28,61.629629629629626
2022-12-29,63.55555555555555
2022-12-30,61.629629629629626
2022-12-31,40.44444444444444
2023-01-01,30.814814814814813
2023-01-02,42.37037037037037
2023-01-03,64.51851851851852
2023-01-04,74.14814814814814
2023-01-05,68.37037037037037
2023-01-06,68.37037037037037
2023-01-07,47.18518518518518
2023-01-08,27.925925925925924
2023-01-09,60.666666666666664
2023-01-10,69.33333333333333
2023-01-11,69.33333333333333
2023-01-12,72.22222222222221
2023-01-13,71.25925925925925
2023-01-14,48.148148148148145
2023-01-15,25.037037037037035
2023-01-16,37.55555555555555
2023-01-17,60.666666666666664
2023-01-18,68.37037037037037
2023-01-19,58.74074074074074
2023-01-20,68.37037037037037
2023-01-21,48.148148148148145
2023-01-22,29.85185185185185
2023-01-23,71.25925925925925
2023-01-24,86.66666666666666
2023-01-25,67.4074074074074
2023-01-26,71.25925925925925
2023-01-27,76.07407407407408
2023-01-28,50.07407407407407
2023-01-29,33.7037037037037
2023-01-30,61.629629629629626
2023-01-31,75.1111111111111
2023-02-01,96.29629629629629
2023-02-02,85.7037037037037
2023-02-03,79.92592592592592
2023-02-04,49.11111111111111
2023-02-05,34.666666666666664
2023-02-06,61.629629629629626
2023-02-07,74.14814814814814
2023-02-08,67.4074074074074
2023-02-09,62.59259259259259
2023-02-10,62.59259259259259
2023-02-11,46.22222222222222
2023-02-12,32.74074074074074
2023-02-13,59.7037037037037
2023-02-14,72.22222222222221
2023-02-15,73.18518518518518
2023-02-16,67.4074074074074
2023-02-17,66.44444444444444
2023-02-18,43.33333333333333
2023-02-19,31.777777777777775
2023-02-20,45.25925925925926
2023-02-21,60.666666666666664
2023-02-22,63.55555555555555
2023-02-23,63.55555555555555
2023-02-24,60.666666666666664
2023-02-25,43.33333333333333
2023-02-26,33.7037037037037
2023-02-27,63.55555555555555
2023-02-28,69.33333333333333
2023-03-01,69.33333333333333
2023-03-02,63.55555555555555
2023-03-03,67.4074074074074
2023-03-04,51.03703703703703
2023-03-05,36.59259259259259
2023-03-06,63.55555555555555
2023-03-07,65.48148148148148
2023-03-08,61.629629629629626
2023-03-09,60.666666666666664
2023-03-10,63.55555555555555
2023-03-11,44.29629629629629
2023-03-12,35.629629629629626
2023-03-13,67.4074074074074
2023-03-14,75.1111111111111
2023-03-15,71.25925925925925
2023-03-16,70.29629629629629
2023-03-17,60.666666666666664
2023-03-18,36.59259259259259
2023-03-19,33.7037037037037
2023-03-20,68.37037037037037
2023-03-21,72.22222222222221
2023-03-22,66.44444444444444
2023-03-23,62.59259259259259
2023-03-24,62.59259259259259
2023-03-25,41.407407407407405
2023-03-26,33.7037037037037
2023-03-27,60.666666666666664
2023-03-28,61.629629629629626
2023-03-29,68.37037037037037
2023-03-30,68.37037037037037
2023-03-31,76.07407407407408
2023-04-01,54.888888888888886
2023-04-02,35.629629629629626
2023-04-03,70.29629629629629
2023-04-04,73.18518518518518
2023-04-05,68.37037037037037
2023-04-06,62.59259259259259
2023-04-07,55.85185185185185
2023-04-08,38.51851851851852
2023-04-09,28.888888888888886
2023-04-10,67.4074074074074
2023-04-11,73.18518518518518
2023-04-12,68.37037037037037
2023-04-13,69.33333333333333
2023-04-14,71.25925925925925
2023-04-15,41.407407407407405
2023-04-16,35.629629629629626
2023-04-17,68.37037037037037
2023-04-18,72.22222222222221
2023-04-19,65.48148148148148
2023-04-20,55.85185185185185
2023-04-21,54.888888888888886
2023-04-22,32.74074074074074
2023-04-23,24.074074074074073
2023-04-24,55.85185185185185
2023-04-25,53.925925925925924
2023-04-26,54.88044184535413
2023-04-27,57.7946718648473
2023-04-28,66.04743339831059
2023-04-29,41.28070175438596
2023-04-30,26.228070175438596
2023-05-01,57.7946718648473
2023-05-02,56.823261858349575
2023-05-03,55.36192332683561
2023-05-04,56.33333333333333
2023-05-05,59.2475633528265
2023-05-06,40.30929174788824
2023-05-07,24.28525016244314
2023-05-08,55.85185185185185
2023-05-09,55.85185185185185
2023-05-10,56.33333333333333
2023-05-11,53.90903183885639
2023-05-12,51.96621182586095
2023-05-13,31.566601689408706
2023-05-14,20.39961013645224
2023-05-15,58.76608187134502
2023-05-16,63.13320337881741
2023-05-17,57.7946718648473
2023-05-18,66.04743339831059
2023-05-19,60.70890188434048
2023-05-20,34.97076023391813
2023-05-21,25.25666016894087
2023-05-22,55.36192332683561
2023-05-23,62.161793372319686
2023-05-24,56.823261858349575
2023-05-25,59.73749187784276
2023-05-26,65.65042235217673
2023-05-27,36.25471085120208
2023-05-28,21.55685510071475
2023-05-29,24.496426250812213
2023-05-30,62.71085120207927
2023-05-31,66.63027940220923
2023-06-01,70.54970760233918
2023-06-02,81.32813515269655
2023-06-03,50.952566601689405
2023-06-04,32.33528265107212
2023-06-05,63.690708252111754
2023-06-06,71.52956465237166
2023-06-07,71.52956465237166
2023-06-08,67.61013645224172
2023-06-09,72.50942170240415
2023-06-10,37.23456790123456
2023-06-11,23.516569200779728
2023-06-12,70.54970760233918
2023-06-13,82.30799220272904
2023-06-14,77.4087069525666
2023-06-15,81.32813515269655
2023-06-16,79.36842105263158
2023-06-17,39.19428200129954
2023-06-18,24.496426250812213
2023-06-19,38.214424951267056
2023-06-20,65.65042235217673
2023-06-21,69.56985055230669
2023-06-22,60.75113710201429
2023-06-23,59.771280051981805
2023-06-24,33.31513970110461
2023-06-25,24.496426250812213
2023-06-26,60.75113710201429
2023-06-27,71.52956465237166
2023-06-28,70.54970760233918
2023-06-29,68.5899935022742
2023-06-30,75.44899285250162
2023-07-01,53.89213775178687
2023-07-02,30.375568551007145
2023-07-03,63.690708252111754
2023-07-04,43.1137102014295
2023-07-05,69.56985055230669
2023-07-06,70.54970760233918
2023-07-07,66.63027940220923
2023-07-08,38.214424951267056
2023-07-09,26.45614035087719
2023-07-10,66.63027940220923
2023-07-11,76.42884990253411
2023-07-12,78.38856400259908
2023-07-13,82.30799220272904
2023-07-14,83.28784925276153
2023-07-15,42.133853151397005
2023-07-16,28.41585445094217
2023-07-17,71.52956465237166
2023-07-18,84.26770630279401
2023-07-19,79.36842105263158
2023-07-20,67.61013645224172
2023-07-21,62.71085120207927
2023-07-22,34.2949967511371
2023-07-23,24.496426250812213
2023-07-24,65.65042235217673
2023-07-25,67.61013645224172
2023-07-26,67.61013645224172
2023-07-27,65.65042235217673
2023-07-28,65.65042235217673
2023-07-29,41.15399610136452
2023-07-30,26.45614035087719
2023-07-31,68.5899935022742
2023-08-01,70.54970760233918
2023-08-02,62.71085120207927
2023-08-03,60.75113710201429
2023-08-04,61.73099415204678
2023-08-05,30.375568551007145
2023-08-06,24.496426250812213
2023-08-07,64.67056530214424
2023-08-08,61.73099415204678
2023-08-09,52.91228070175438
2023-08-10,51.9324236517219
2023-08-11,53.89213775178687
2023-08-12,28.41585445094217
2023-08-13,23.516569200779728
2023-08-14,51.9324236517219
2023-08-15,59.771280051981805
2023-08-16,55.85185185185185
2023-08-17,51.9324236517219
2023-08-18,50.952566601689405
2023-08-19,28.41585445094217
2023-08-20,21.55685510071475
2023-08-21,54.87199480181936
2023-08-22,53.89213775178687
2023-08-23,52.91228070175438
2023-08-24,50.952566601689405
2023-08-25,46.05328135152696
2023-08-26,29.395711500974656
2023-08-27,20.57699805068226
2023-08-28,48.01299545159194
2023-08-29,60.75113710201429
2023-08-30,60.75113710201429
2023-08-31,56.83170890188434
2023-09-01,59.771280051981805
2023-09-02,31.355425601039634
2023-09-03,22.53671215074724
2023-09-04,25.476283300844702
2023-09-05,53.89213775178687
2023-09-06,53.89213775178687
2023-09-07,48.99285250162443
2023-09-08,48.01299545159194
2023-09-09,28.41585445094217
2023-09-10,20.57699805068226
2023-09-11,52.91228070175438
2023-09-12,56.83170890188434
2023-09-13,49.97270955165692
2023-09-14,51.9324236517219
2023-09-15,50.952566601689405
2023-09-16,25.476283300844702
2023-09-17,20.57699805068226
2023-09-18,48.99285250162443
2023-09-19,53.89213775178687
2023-09-20,49.97270955165692
2023-09-21,44.093567251461984
2023-09-22,45.07342430149448
2023-09-23,24.496426250812213
2023-09-24,22.53671215074724
2023-09-25,47.033138401559455
2023-09-26,46.05328135152696
2023-09-27,46.05328135152696
2023-09-28,46.05328135152696
2023-09-29,46.05328135152696
2023-09-30,29.395711500974656
2023-10-01,25.476283300844702
2023-10-02,50.952566601689405
2023-10-03,52.91228070175438
2023-10-04,55.85185185185185
2023-10-05,47.033138401559455
2023-10-06,48.99285250162443
2023-10-07,29.395711500974656
2023-10-08,19.59714100064977
2023-10-09,46.05328135152696
2023-10-10,55.85185185185185
2023-10-11,53.89213775178687
2023-10-12,48.99285250162443
2023-10-13,48.99285250162443
2023-10-14,26.45614035087719
2023-10-15,20.57699805068226
2023-10-16,54.87199480181936
2023-10-17,54.87199480181936
2023-10-18,47.033138401559455
2023-10-19,44.093567251461984
2023-10-20,45.07342430149448
2023-10-21,25.476283300844702
2023-10-22,17.637426900584796
2023-10-23,44.093567251461984
2023-10-24,50.952566601689405
2023-10-25,47.033138401559455
2023-10-26,43.1137102014295
2023-10-27,45.07342430149448
2023-10-28,21.55685510071475
2023-10-29,16.657569850552306
2023-10-30,43.1137102014295
2023-10-31,51.9324236517219
2023-11-01,53.89213775178687
2023-11-02,59.771280051981805
2023-11-03,59.771280051981805
2023-11-04,35.27485380116959
2023-11-05,22.53671215074724
2023-11-06,50.952566601689405
2023-11-07,57.811565951916826
2023-11-08,50.952566601689405
2023-11-09,46.05328135152696
2023-11-10,48.99285250162443
2023-11-11,32.33528265107212
2023-11-12,20.57699805068226
2023-11-13,43.1137102014295
2023-11-14,59.771280051981805
2023-11-15,68.5899935022742
2023-11-16,54.87199480181936
2023-11-17,53.89213775178687
2023-11-18,33.31513970110461
2023-11-19,21.55685510071475
2023-11-20,53.89213775178687
2023-11-21,59.771280051981805
2023-11-22,52.91228070175438
2023-11-23,26.45614035087719
2023-11-24,35.27485380116959
2023-11-25,27.43599740090968
2023-11-26,22.53671215074724
2023-11-27,49.97270955165692
2023-11-28,56.83170890188434
2023-11-29,59.771280051981805
2023-11-30,59.771280051981805
2023-12-01,71.52956465237166
2023-12-02,48.01299545159194
2023-12-03,26.45614035087719
2023-12-04,56.83170890188434
2023-12-05,65.65042235217673
2023-12-06,61.73099415204678
2023-12-07,60.75113710201429
2023-12-08,68.5899935022742
2023-12-09,42.133853151397005
2023-12-10,24.496426250812213
2023-12-11,62.71085120207927
2023-12-12,74.46913580246913
2023-12-13,78.38856400259908
2023-12-14,97.98570500324885
2023-12-15,82.30799220272904
2023-12-16,44.093567251461984
2023-12-17,27.43599740090968
2023-12-18,65.65042235217673
2023-12-19,81.32813515269655
2023-12-20,77.4087069525666
2023-12-21,70.54970760233918
2023-12-22,69.68957821284289
2023-12-23,39.41953649555988
2023-12-24,20.630618413989882
2023-12-25,17.43714627416636
2023-12-26,61.89185524196965
2023-12-27,81.1707018485559
2023-12-28,80.24985168234595
2023-12-29,75.21467921010253
2023-12-30,43.592865685415894
2023-12-31,30.270041717283004
2024-01-01,39.41953649555988
2024-01-02,79.329001516136
2024-01-03,78.40815134992606
2024-01-04,72.45212871147271
2024-01-05,65.57525590680942
2024-01-06,40.34038666176983
2024-01-07,26.586641052443234
2024-01-08,63.73355557438953
2024-01-09,72.45212871147271
2024-01-10,68.76872804663293
2024-01-11,63.73355557438953
2024-01-12,64.65440574059947
2024-01-13,36.226064355736355
2024-01-14,26.586641052443234
2024-01-15,36.226064355736355
2024-01-16,59.61923326835607
2024-01-17,63.73355557438953
2024-01-18,61.46093360077595
2024-01-19,75.21467921010253
2024-01-20,55.935832603516296
2024-01-21,28.44082831878407
2024-01-22,71.53299243815387
2024-01-23,78.42773869725303
2024-01-24,74.98036556770346
2024-01-25,71.53299243815387
2024-01-26,68.94746259099168
2024-01-27,45.67769396653199
2024-01-28,31.026358165946256
2024-01-29,66.3619327438295
2024-01-30,82.73695510919002
2024-01-31,74.11852228531606
2024-02-01,74.11852228531606
2024-02-02,82.73695510919002
2024-02-03,58.60534320234293
2024-02-04,39.644790989820216
2024-02-05,67.2237760262169
2024-02-06,73.25667900292866
2024-02-07,74.11852228531606
2024-02-08,74.11852228531606
2024-02-09,75.84220885009086
2024-02-10,56.88165663756814
2024-02-11,36.19741786027063
2024-02-12,61.19087304950512
2024-02-13,76.70405213247825
2024-02-14,72.39483572054127
2024-02-15,78.42773869725303
2024-02-16,78.42773869725303
2024-02-17,43.954007401757195
2024-02-18,32.75004473072105
2024-02-19,48.26322381369418
2024-02-20,63.77640289666731
2024-02-21,67.2237760262169
2024-02-22,81.01326854441523
2024-02-23,86.18432823873961
2024-02-24,57.74349991995553
2024-02-25,37.05926114265803
2024-02-26,67.2237760262169
2024-02-27,72.39483572054127
2024-02-28,67.2237760262169
2024-02-29,72.39483572054127
2024-03-01,83.59879839157742
2024-03-02,60.329029767117724
2024-03-03,36.19741786027063
2024-03-04,68.0856193086043
2024-03-05,76.70405213247825
2024-03-06,74.98036556770346
2024-03-07,75.84220885009086
2024-03-08,74.11852228531606
2024-03-09,45.67769396653199
2024-03-10,30.164514883558862
2024-03-11,62.91455961427991
2024-03-12,74.11852228531606
2024-03-13,73.25667900292866
2024-03-14,67.2237760262169
2024-03-15,63.77640289666731
2024-03-16,41.36847755459501
2024-03-17,30.164514883558862
2024-03-18,69.80930587337907
2024-03-19,72.39483572054127
2024-03-20,74.98036556770346
2024-03-21,76.70405213247825
2024-03-22,72.39483572054127
2024-03-23,48.26322381369418
2024-03-24,35.335574577883236
2024-03-25,66.3619327438295
2024-03-26,66.3619327438295
2024-03-27,70.67114915576647
2024-03-28,70.67114915576647
2024-03-29,57.74349991995553
2024-03-30,36.19741786027063
2024-03-31,30.164514883558862
2024-04-01,72.39483572054127
2024-04-02,65.5000894614421
2024-04-03,67.2237760262169
2024-04-04,67.2237760262169
2024-04-05,68.0856193086043
2024-04-06,43.092164119369805
2024-04-07,33.61188801310845
2024-04-08,56.88165663756814
2024-04-09,63.77640289666731
2024-04-10,64.6382461790547
2024-04-11,64.6382461790547
2024-04-12,63.77640289666731
2024-04-13,39.644790989820216
2024-04-14,31.888201448333653
2024-04-15,63.77640289666731
2024-04-16,58.60534320234293
2024-04-17,50.84875366085637
2024-04-18,46.53953724891939
2024-04-19,48.26322381369418
2024-04-20,26.717141754009276
2024-04-21,21.546082059684903
2024-04-22,49.98691037846897
2024-04-23,55.15797007279335
2024-04-24,54.29612679040595
2024-04-25,50.84875366085637
2024-04-26,53.43428350801855
2024-04-27,31.026358165946256
2024-04-28,20.684238777297505
2024-04-29,51.710596943243765
2024-04-30,50.84875366085637
2024-05-01,54.29612679040595
2024-05-02,56.88165663756814
2024-05-03,56.88165663756814
2024-05-04,36.19741786027063
2024-05-05,22.407925342072296
2024-05-06,55.15797007279335
2024-05-07,56.019813355180744
2024-05-08,53.43428350801855
2024-05-09,56.88165663756814
2024-05-10,53.43428350801855
2024-05-11,31.888201448333653
2024-05-12,20.684238777297505
2024-05-13,49.98691037846897
2024-05-14,60.329029767117724
2024-05-15,67.2237760262169
2024-05-16,68.94746259099168
2024-05-17,58.60534320234293
2024-05-18,37.92110442504543
2024-05-19,24.13161190684709
2024-05-20,53.43428350801855
2024-05-21,59.46718648473033
2024-05-22,56.019813355180744
2024-05-23,58.60534320234293
2024-05-24,53.43428350801855
2024-05-25,33.61188801310845
2024-05-26,20.684238777297505
2024-05-27,24.993455189234485
2024-05-28,56.019813355180744
2024-05-29,57.74349991995553
2024-05-30,54.29612679040595
2024-05-31,56.019813355180744
2024-06-01,38.782947707432825
2024-06-02,26.717141754009276
2024-06-03,56.019813355180744
2024-06-04,58.60534320234293
2024-06-05,68.0856193086043
2024-06-06,67.2237760262169
2024-06-07,58.60534320234293
2024-06-08,34.47373129549584
2024-06-09,22.407925342072296
2024-06-10,61.19087304950512
2024-06-11,63.77640289666731
2024-06-12,70.67114915576647
2024-06-13,68.94746259099168
2024-06-14,61.19087304950512
2024-06-15,33.61188801310845
2024-06-16,22.407925342072296
2024-06-17,61.19087304950512
2024-06-18,68.0856193086043
2024-06-19,49.12506709608157
2024-06-20,58.60534320234293
2024-06-21,59.46718648473033
2024-06-22,31.026358165946256
2024-06-23,22.407925342072296
2024-06-24,57.74349991995553
2024-06-25,63.77640289666731
2024-06-26,61.19087304950512
2024-06-27,60.329029767117724
2024-06-28,60.329029767117724
2024-06-29,31.888201448333653
2024-06-30,25.855298471621882
2024-07-01,64.6382461790547
2024-07-02,68.0856193086043
2024-07-03,63.77640289666731
2024-07-04,37.92110442504543
2024-07-05,56.019813355180744
2024-07-06,36.19741786027063
2024-07-07,23.269768624459694
2024-07-08,56.88165663756814
2024-07-09,67.2237760262169
2024-07-10,74.11852228531606
2024-07-11,70.67114915576647
2024-07-12,71.53299243815387
2024-07-13,39.644790989820216
2024-07-14,25.855298471621882
2024-07-15,65.5000894614421
2024-07-16,81.87511182680262
2024-07-17,73.25667900292866
2024-07-18,63.77640289666731
2024-07-19,56.019813355180744
2024-07-20,30.164514883558862
2024-07-21,21.546082059684903
2024-07-22,59.46718648473033
2024-07-23,63.77640289666731
2024-07-24,59.46718648473033
2024-07-25,56.019813355180744
2024-07-26,57.74349991995553
2024-07-27,35.335574577883236
2024-07-28,23.269768624459694
2024-07-29,49.98691037846897
2024-07-30,61.19087304950512
2024-07-31,62.91455961427991
2024-08-01,64.6382461790547
2024-08-02,59.46718648473033
2024-08-03,33.61188801310845
2024-08-04,20.684238777297505
2024-08-05,74.98036556770346
2024-08-06,69.80930587337907
2024-08-07,61.19087304950512
2024-08-08,61.19087304950512
2024-08-09,55.15797007279335
2024-08-10,29.302671601171465
2024-08-11,20.684238777297505
2024-08-12,49.12506709608157
2024-08-13,62.91455961427991
2024-08-14,62.91455961427991
2024-08-15,68.0856193086043
2024-08-16,66.3619327438295
2024-08-17,38.782947707432825
2024-08-18,23.36819939365598
2024-08-19,59.518162295216115
2024-08-20,67.88891085072368
2024-08-21,57.75375631425748
2024-08-22,53.34274136186089
2024-08-23,62.16477126665407
2024-08-24,45.40291444754702
2024-08-25,25.132605374614617
2024-08-26,55.10714734281953
2024-08-27,58.6359593047368
2024-08-28,52.02961673018787
2024-08-29,59.518162295216115
2024-08-30,55.989350333298844
2024-08-31,37.03216589203946
2024-09-01,25.563527015808315
2024-09-02,28.66141733653189
2024-09-03,49.81392939994362
2024-09-04,60.400365285695436
2024-09-05,55.10714734281953
2024-09-06,50.69613239042293
2024-09-07,25.132605374614617
2024-09-08,20.721590422218025
2024-09-09,48.93172640946429
2024-09-10,61.28256827617476
2024-09-11,54.2249443523402
2024-09-12,55.10714734281953
2024-09-13,56.871553323778166
2024-09-14,37.03216589203946
2024-09-15,21.603793412697343
2024-09-16,51.147413739708554
2024-09-17,58.666575407130665
2024-09-18,56.86145000998819
2024-09-19,69.49732778998556
2024-09-20,64.98451429712935
2024-09-21,31.589694449993438
2024-09-22,22.564067464281027
