Time,unblocked_games
2022-04-27,81.0
2022-04-28,88.0
2022-04-29,98.0
2022-04-30,10.0
2022-05-01,7.0
2022-05-02,70.0
2022-05-03,83.0
2022-05-04,91.0
2022-05-05,94.0
2022-05-06,88.0
2022-05-07,12.0
2022-05-08,7.0
2022-05-09,74.0
2022-05-10,85.0
2022-05-11,85.0
2022-05-12,100.0
2022-05-13,91.0
2022-05-14,10.0
2022-05-15,6.0
2022-05-16,75.0
2022-05-17,89.0
2022-05-18,84.0
2022-05-19,92.0
2022-05-20,94.0
2022-05-21,9.0
2022-05-22,7.0
2022-05-23,69.0
2022-05-24,76.0
2022-05-25,66.0
2022-05-26,69.0
2022-05-27,52.0
2022-05-28,8.0
2022-05-29,6.0
2022-05-30,5.0
2022-05-31,35.0
2022-06-01,37.0
2022-06-02,37.0
2022-06-03,38.0
2022-06-04,6.0
2022-06-05,5.0
2022-06-06,31.0
2022-06-07,30.0
2022-06-08,31.0
2022-06-09,32.0
2022-06-10,28.0
2022-06-11,5.0
2022-06-12,4.0
2022-06-13,22.0
2022-06-14,22.0
2022-06-15,20.0
2022-06-16,20.0
2022-06-17,15.0
2022-06-18,4.0
2022-06-19,3.0
2022-06-20,7.0
2022-06-21,12.0
2022-06-22,12.0
2022-06-23,10.0
2022-06-24,7.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,7.0
2022-06-28,6.0
2022-06-29,6.0
2022-06-30,6.0
2022-07-01,4.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,4.0
2022-07-06,4.0
2022-07-07,5.0
2022-07-08,4.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,4.0
2022-07-12,4.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,3.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,3.0
2022-07-19,3.0
2022-07-20,4.0
2022-07-21,3.0
2022-07-22,3.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,3.0
2022-07-26,3.0
2022-07-27,3.0
2022-07-28,4.0
2022-07-29,3.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,7.0
2022-08-06,3.0
2022-08-07,2.0
2022-08-08,5.0
2022-08-09,8.0
2022-08-10,10.0
2022-08-11,13.0
2022-08-12,17.0
2022-08-13,4.0
2022-08-14,4.0
2022-08-15,15.0
2022-08-16,22.0
2022-08-17,24.0
2022-08-18,28.0
2022-08-19,35.0
2022-08-20,6.0
2022-08-21,5.0
2022-08-22,27.0
2022-08-23,34.0
2022-08-24,40.0
2022-08-25,45.0
2022-08-26,56.0
2022-08-27,10.0
2022-08-28,6.0
2022-08-29,41.15609452736319
2022-08-30,52.952529021558874
2022-08-31,59.18967661691542
2022-09-01,63.24896351575457
2022-09-02,68.3971807628524
2022-09-03,9.76679104477612
2022-09-04,6.677860696517413
2022-09-05,7.207504145936982
2022-09-06,48.8339552238806
2022-09-07,58.13038971807629
2022-09-08,63.278606965174134
2022-09-09,81.84183250414594
2022-09-10,10.796434494195688
2022-09-11,7.707504145936982
2022-09-12,57.10074626865672
2022-09-13,69.95646766169155
2022-09-14,73.04539800995025
2022-09-15,78.6936152570481
2022-09-16,90.10862354892205
2022-09-17,12.355721393034827
2022-09-18,7.707504145936982
2022-09-19,65.33789386401327
2022-09-20,76.66397180762853
2022-09-21,79.25290215588723
2022-09-22,81.28254560530681
2022-09-23,95.69755389718077
2022-09-24,12.855721393034827
2022-09-25,8.23714759535655
2022-09-26,59.13038971807629
2022-09-27,70.42682421227198
2022-09-28,78.38723051409619
2022-09-29,82.62437810945275
2022-09-30,91.09867330016584
2022-10-01,11.652155887230515
2022-10-02,8.474295190713102
2022-10-03,62.49792703150913
2022-10-04,78.38723051409619
2022-10-05,68.85364842454395
2022-10-06,86.8615257048093
2022-10-07,85.80223880597016
2022-10-08,11.652155887230515
2022-10-09,7.415008291873964
2022-10-10,37.07504145936982
2022-10-11,62.49792703150913
2022-10-12,68.85364842454395
2022-10-13,79.44651741293534
2022-10-14,86.8615257048093
2022-10-15,11.652155887230515
2022-10-16,8.474295190713102
2022-10-17,66.73507462686568
2022-10-18,80.50580431177447
2022-10-19,78.38723051409619
2022-10-20,81.5650912106136
2022-10-21,88.98009950248758
2022-10-22,11.652155887230515
2022-10-23,8.474295190713102
2022-10-24,63.55721393034826
2022-10-25,74.15008291873964
2022-10-26,76.26865671641792
2022-10-27,80.50580431177447
2022-10-28,87.92081260364843
2022-10-29,11.652155887230515
2022-10-30,7.415008291873964
2022-10-31,59.320066334991715
2022-11-01,69.9129353233831
2022-11-02,77.32794361525706
2022-11-03,82.62437810945275
2022-11-04,95.3358208955224
2022-11-05,12.711442786069654
2022-11-06,8.474295190713102
2022-11-07,63.55721393034826
2022-11-08,54.02363184079602
2022-11-09,70.97222222222223
2022-11-10,83.68366500829188
2022-11-11,57.201492537313435
2022-11-12,10.592868988391377
2022-11-13,7.415008291873964
2022-11-14,64.6165008291874
2022-11-15,77.32794361525706
2022-11-16,80.50580431177447
2022-11-17,84.74295190713102
2022-11-18,98.51368159203982
2022-11-19,12.711442786069654
2022-11-20,9.53358208955224
2022-11-21,37.07504145936982
2022-11-22,43.43076285240465
2022-11-23,18.00787728026534
2022-11-24,8.474295190713102
2022-11-25,6.355721393034827
2022-11-26,5.2964344941956885
2022-11-27,5.2964344941956885
2022-11-28,44.49004975124379
2022-11-29,58.260779436152575
2022-11-30,72.03150912106136
2022-12-01,73.09079601990051
2022-12-02,83.68366500829188
2022-12-03,12.711442786069654
2022-12-04,8.474295190713102
2022-12-05,65.67578772802653
2022-12-06,80.50580431177447
2022-12-07,85.80223880597016
2022-12-08,92.15796019900499
2022-12-09,100.63225538971808
2022-12-10,13.77072968490879
2022-12-11,9.53358208955224
2022-12-12,75.20936981757878
2022-12-13,87.92081260364843
2022-12-14,96.39510779436154
2022-12-15,97.45439469320067
2022-12-16,105.92868988391378
2022-12-17,12.711442786069654
2022-12-18,8.474295190713102
2022-12-19,50.845771144278615
2022-12-20,57.201492537313435
2022-12-21,48.727197346600335
2022-12-22,33.89718076285241
2022-12-23,16.948590381426204
2022-12-24,8.474295190713102
2022-12-25,6.355721393034827
2022-12-26,5.2964344941956885
2022-12-27,5.2964344941956885
2022-12-28,5.2964344941956885
2022-12-29,4.237147595356551
2022-12-30,4.237147595356551
2022-12-31,4.237147595356551
2023-01-01,4.237147595356551
2023-01-02,5.2964344941956885
2023-01-03,23.30431177446103
2023-01-04,36.01575456053068
2023-01-05,42.37147595356551
2023-01-06,60.37935323383085
2023-01-07,7.415008291873964
2023-01-08,5.2964344941956885
2023-01-09,55.08291873963516
2023-01-10,68.85364842454395
2023-01-11,70.97222222222223
2023-01-12,84.74295190713102
2023-01-13,95.3358208955224
2023-01-14,10.592868988391377
2023-01-15,7.415008291873964
2023-01-16,9.53358208955224
2023-01-17,66.73507462686568
2023-01-18,76.26865671641792
2023-01-19,80.50580431177447
2023-01-20,96.39510779436154
2023-01-21,10.592868988391377
2023-01-22,8.474295190713102
2023-01-23,64.6165008291874
2023-01-24,80.50580431177447
2023-01-25,80.50580431177447
2023-01-26,92.15796019900499
2023-01-27,96.39510779436154
2023-01-28,12.711442786069654
2023-01-29,8.474295190713102
2023-01-30,70.97222222222223
2023-01-31,77.32794361525706
2023-02-01,75.20936981757878
2023-02-02,83.68366500829188
2023-02-03,94.27653399668326
2023-02-04,13.77072968490879
2023-02-05,9.53358208955224
2023-02-06,69.9129353233831
2023-02-07,81.5650912106136
2023-02-08,81.5650912106136
2023-02-09,86.8615257048093
2023-02-10,97.45439469320067
2023-02-11,12.711442786069654
2023-02-12,8.474295190713102
2023-02-13,59.320066334991715
2023-02-14,73.09079601990051
2023-02-15,79.44651741293534
2023-02-16,85.80223880597016
2023-02-17,80.50580431177447
2023-02-18,12.711442786069654
2023-02-19,8.474295190713102
2023-02-20,14.830016583747929
2023-02-21,57.201492537313435
2023-02-22,67.79436152570482
2023-02-23,68.85364842454395
2023-02-24,83.68366500829188
2023-02-25,11.652155887230515
2023-02-26,7.415008291873964
2023-02-27,62.49792703150913
2023-02-28,67.79436152570482
2023-03-01,77.32794361525706
2023-03-02,80.50580431177447
2023-03-03,85.80223880597016
2023-03-04,11.652155887230515
2023-03-05,7.415008291873964
2023-03-06,63.55721393034826
2023-03-07,73.09079601990051
2023-03-08,79.44651741293534
2023-03-09,86.8615257048093
2023-03-10,90.03938640132671
2023-03-11,11.652155887230515
2023-03-12,7.415008291873964
2023-03-13,45.54933665008292
2023-03-14,55.08291873963516
2023-03-15,59.320066334991715
2023-03-16,61.43864013266999
2023-03-17,60.37935323383085
2023-03-18,10.592868988391377
2023-03-19,7.415008291873964
2023-03-20,54.02363184079602
2023-03-21,68.85364842454395
2023-03-22,65.67578772802653
2023-03-23,67.79436152570482
2023-03-24,74.15008291873964
2023-03-25,9.53358208955224
2023-03-26,7.415008291873964
2023-03-27,52.96434494195689
2023-03-28,63.55721393034826
2023-03-29,63.55721393034826
2023-03-30,69.9129353233831
2023-03-31,67.79436152570482
2023-04-01,9.53358208955224
2023-04-02,6.355721393034827
2023-04-03,40.252902155887234
2023-04-04,47.6679104477612
2023-04-05,52.96434494195689
2023-04-06,59.320066334991715
2023-04-07,21.185737976782754
2023-04-08,7.415008291873964
2023-04-09,5.2964344941956885
2023-04-10,29.660033167495857
2023-04-11,45.54933665008292
2023-04-12,51.90505804311775
2023-04-13,60.37935323383085
2023-04-14,73.09079601990051
2023-04-15,7.415008291873964
2023-04-16,5.2964344941956885
2023-04-17,54.02363184079602
2023-04-18,65.67578772802653
2023-04-19,68.85364842454395
2023-04-20,74.15008291873964
2023-04-21,80.50580431177447
2023-04-22,10.592868988391377
2023-04-23,7.415008291873964
2023-04-24,60.37935323383085
2023-04-25,70.97222222222223
2023-04-26,77.99749288150443
2023-04-27,79.58642322976314
2023-04-28,89.02947802607386
2023-04-29,10.502341695149852
2023-04-30,8.286186529432012
2023-05-01,66.33828291947589
2023-05-02,71.87867083377049
2023-05-03,79.15436114838315
2023-05-04,80.79208218066162
2023-05-05,90.76478042639192
2023-05-06,9.972698245730285
2023-05-07,7.178108946573092
2023-05-08,70.72180256689177
2023-05-09,78.57592701494379
2023-05-10,82.42980321294012
2023-05-11,86.81332286035601
2023-05-12,95.1483000738078
2023-05-13,11.080775828589204
2023-05-14,7.178108946573092
2023-05-15,76.84062461462574
2023-05-16,84.16510561325816
2023-05-17,84.59716769463817
2023-05-18,90.18634629295256
2023-05-19,86.23488872691667
2023-05-20,10.502341695149852
2023-05-21,7.7565430800124435
2023-05-22,66.38707360349565
2023-05-23,69.13287221863307
2023-05-24,66.33828291947589
2023-05-25,63.0628408549189
2023-05-26,54.37280854329905
2023-05-27,8.098077868150922
2023-05-28,5.784341334393516
2023-05-29,5.784341334393516
2023-05-30,33.54917973948239
2023-05-31,40.49038934075461
2023-06-01,39.33352107387591
2023-06-02,33.54917973948239
2023-06-03,6.941209601272218
2023-06-04,5.784341334393516
2023-06-05,30.07857493884628
2023-06-06,30.07857493884628
2023-06-07,32.39231147260369
2023-06-08,27.764838405088874
2023-06-09,24.294233604452767
2023-06-10,5.784341334393516
2023-06-11,4.627473067514813
2023-06-12,18.50989227005925
2023-06-13,17.353024003180547
2023-06-14,15.03928746942314
2023-06-15,15.03928746942314
2023-06-16,10.411814401908329
2023-06-17,4.627473067514813
2023-06-18,3.470604800636109
2023-06-19,4.627473067514813
2023-06-20,10.411814401908329
2023-06-21,9.254946135029625
2023-06-22,6.941209601272218
2023-06-23,5.784341334393516
2023-06-24,3.470604800636109
2023-06-25,3.470604800636109
2023-06-26,5.784341334393516
2023-06-27,5.784341334393516
2023-06-28,5.784341334393516
2023-06-29,4.627473067514813
2023-06-30,3.470604800636109
2023-07-01,2.3137365337574063
2023-07-02,3.470604800636109
2023-07-03,3.470604800636109
2023-07-04,3.470604800636109
2023-07-05,3.470604800636109
2023-07-06,3.470604800636109
2023-07-07,3.470604800636109
2023-07-08,2.3137365337574063
2023-07-09,2.3137365337574063
2023-07-10,3.470604800636109
2023-07-11,4.627473067514813
2023-07-12,4.627473067514813
2023-07-13,4.627473067514813
2023-07-14,3.470604800636109
2023-07-15,2.3137365337574063
2023-07-16,2.3137365337574063
2023-07-17,3.470604800636109
2023-07-18,3.470604800636109
2023-07-19,4.627473067514813
2023-07-20,4.627473067514813
2023-07-21,4.627473067514813
2023-07-22,3.470604800636109
2023-07-23,2.3137365337574063
2023-07-24,3.470604800636109
2023-07-25,4.627473067514813
2023-07-26,3.470604800636109
2023-07-27,4.627473067514813
2023-07-28,4.627473067514813
2023-07-29,3.470604800636109
2023-07-30,2.3137365337574063
2023-07-31,3.470604800636109
2023-08-01,4.627473067514813
2023-08-02,5.784341334393516
2023-08-03,6.941209601272218
2023-08-04,8.098077868150922
2023-08-05,3.470604800636109
2023-08-06,2.3137365337574063
2023-08-07,8.098077868150922
2023-08-08,10.411814401908329
2023-08-09,12.725550935665735
2023-08-10,16.196155736301844
2023-08-11,20.823628803816657
2023-08-12,4.627473067514813
2023-08-13,3.470604800636109
2023-08-14,19.666760536937954
2023-08-15,25.45110187133147
2023-08-16,28.921706671967577
2023-08-17,35.8629162732398
2023-08-18,39.33352107387591
2023-08-19,6.941209601272218
2023-08-20,5.784341334393516
2023-08-21,33.54917973948239
2023-08-22,42.80412587451202
2023-08-23,52.059072009541644
2023-08-24,50.90220374266294
2023-08-25,63.62775467832867
2023-08-26,9.254946135029625
2023-08-27,6.941209601272218
2023-08-28,46.27473067514813
2023-08-29,56.68654507705645
2023-08-30,61.314018144571264
2023-08-31,65.94149121208608
2023-09-01,67.09835947896478
2023-09-02,10.411814401908329
2023-09-03,6.941209601272218
2023-09-04,6.941209601272218
2023-09-05,49.74533547578424
2023-09-06,65.94149121208608
2023-09-07,72.8827008133583
2023-09-08,87.92198828278144
2023-09-09,11.568682668787032
2023-09-10,8.098077868150922
2023-09-11,62.47088641144997
2023-09-12,71.7258325464796
2023-09-13,77.51017388087311
2023-09-14,83.29451521526663
2023-09-15,90.23572481653885
2023-09-16,12.725550935665735
2023-09-17,8.098077868150922
2023-09-18,65.94149121208608
2023-09-19,79.82391041463052
2023-09-20,80.98077868150922
2023-09-21,86.76512001590274
2023-09-22,93.70632961717496
2023-09-23,12.725550935665735
2023-09-24,8.098077868150922
2023-09-25,53.21594027642035
2023-09-26,70.56896427960089
2023-09-27,77.51017388087311
2023-09-28,84.45138348214533
2023-09-29,93.70632961717496
2023-09-30,12.725550935665735
2023-10-01,9.254946135029625
2023-10-02,64.78462294520737
2023-10-03,75.1964373471157
2023-10-04,78.66704214775181
2023-10-05,82.13764694838792
2023-10-06,85.60825174902403
2023-10-07,11.568682668787032
2023-10-08,8.098077868150922
2023-10-09,39.33352107387591
2023-10-10,61.314018144571264
2023-10-11,70.56896427960089
2023-10-12,71.7258325464796
2023-10-13,75.1964373471157
2023-10-14,10.411814401908329
2023-10-15,8.098077868150922
2023-10-16,50.90220374266294
2023-10-17,71.7258325464796
2023-10-18,69.41209601272219
2023-10-19,77.51017388087311
2023-10-20,80.98077868150922
2023-10-21,11.568682668787032
2023-10-22,8.098077868150922
2023-10-23,61.314018144571264
2023-10-24,72.8827008133583
2023-10-25,75.1964373471157
2023-10-26,79.82391041463052
2023-10-27,85.60825174902403
2023-10-28,11.568682668787032
2023-10-29,8.098077868150922
2023-10-30,64.78462294520737
2023-10-31,71.7258325464796
2023-11-01,72.8827008133583
2023-11-02,84.45138348214533
2023-11-03,93.70632961717496
2023-11-04,12.725550935665735
2023-11-05,9.254946135029625
2023-11-06,69.41209601272219
2023-11-07,69.41209601272219
2023-11-08,84.45138348214533
2023-11-09,90.23572481653885
2023-11-10,63.62775467832867
2023-11-11,11.568682668787032
2023-11-12,9.254946135029625
2023-11-13,70.56896427960089
2023-11-14,78.66704214775181
2023-11-15,84.45138348214533
2023-11-16,84.45138348214533
2023-11-17,101.80440748532588
2023-11-18,15.03928746942314
2023-11-19,10.411814401908329
2023-11-20,35.8629162732398
2023-11-21,47.43159894202683
2023-11-22,18.50989227005925
2023-11-23,9.254946135029625
2023-11-24,8.098077868150922
2023-11-25,6.941209601272218
2023-11-26,5.784341334393516
2023-11-27,54.37280854329905
2023-11-28,69.41209601272219
2023-11-29,75.1964373471157
2023-11-30,80.98077868150922
2023-12-01,98.33380268468977
2023-12-02,15.03928746942314
2023-12-03,9.254946135029625
2023-12-04,70.56896427960089
2023-12-05,80.98077868150922
2023-12-06,84.45138348214533
2023-12-07,92.54946135029626
2023-12-08,108.7456170865981
2023-12-09,15.03928746942314
2023-12-10,10.411814401908329
2023-12-11,75.1964373471157
2023-12-12,89.07885654966014
2023-12-13,100.64753921844718
2023-12-14,111.0593536203555
2023-12-15,115.68682668787031
2023-12-16,16.196155736301844
2023-12-17,12.725550935665735
2023-12-18,76.35330561399441
2023-12-19,80.98077868150922
2023-12-20,82.13764694838792
2023-12-21,69.41209601272219
2023-12-22,35.91192553333153
2023-12-23,11.777830466630725
2023-12-24,9.122589916692721
2023-12-25,8.044698355566934
2023-12-26,6.9668067944411485
2023-12-27,5.8889152333153625
2023-12-28,5.8889152333153625
2023-12-29,5.8889152333153625
2023-12-30,5.389457805628929
2023-12-31,5.8889152333153625
2024-01-01,5.8889152333153625
2024-01-02,15.011505150008084
2024-01-03,28.94511873889038
2024-01-04,36.989817094457315
2024-01-05,48.2681901334016
2024-01-06,8.044698355566934
2024-01-07,6.9668067944411485
2024-01-08,50.42397325565318
2024-01-09,57.89023747778076
2024-01-10,68.66915308903862
2024-01-11,79.36909199454357
2024-01-12,89.56957347236207
2024-01-13,13.434156161195862
2024-01-14,9.122589916692721
2024-01-15,10.69993890550494
2024-01-16,39.64505764439532
2024-01-17,67.01282739447348
2024-01-18,80.44698355566935
2024-01-19,86.33589878898471
2024-01-20,12.855722027756512
2024-01-21,9.989148553728684
2024-01-22,70.92295473147365
2024-01-23,82.90993299594808
2024-01-24,87.90450727281242
2024-01-25,90.90125183893102
2024-01-26,99.89148553728684
2024-01-27,14.983722830593026
2024-01-28,9.989148553728684
2024-01-29,68.92512502072792
2024-01-30,89.90233698355816
2024-01-31,84.90776270669382
2024-02-01,89.90233698355816
2024-02-02,99.89148553728684
2024-02-03,13.984807975220157
2024-02-04,9.989148553728684
2024-02-05,70.92295473147365
2024-02-06,81.91101814057521
2024-02-07,76.91644386371087
2024-02-08,85.90667756206668
2024-02-09,94.8969112604225
2024-02-10,13.984807975220157
2024-02-11,9.989148553728684
2024-02-12,61.93272103311784
2024-02-13,71.92186958684653
2024-02-14,72.92078444221939
2024-02-15,82.90993299594808
2024-02-16,77.91535871908374
2024-02-17,11.98697826447442
2024-02-18,8.990233698355816
2024-02-19,15.982637685965894
2024-02-20,58.935976466999236
2024-02-21,66.92729530998218
2024-02-22,68.92512502072792
2024-02-23,83.90884785132094
2024-02-24,11.98697826447442
2024-02-25,7.991318842982947
2024-02-26,64.92946559923645
2024-02-27,71.92186958684653
2024-02-28,76.91644386371087
2024-02-29,78.9142735744566
2024-03-01,91.90016669430389
2024-03-02,12.985893119847288
2024-03-03,8.990233698355816
2024-03-04,63.93055074386358
2024-03-05,71.92186958684653
2024-03-06,84.90776270669382
2024-03-07,90.90125183893102
2024-03-08,88.90342212818528
2024-03-09,12.985893119847288
2024-03-10,7.991318842982947
2024-03-11,43.95225363640621
2024-03-12,55.93923190088063
2024-03-13,51.943572479389154
2024-03-14,58.935976466999236
2024-03-15,62.93163588849071
2024-03-16,9.989148553728684
2024-03-17,7.991318842982947
2024-03-18,51.943572479389154
2024-03-19,62.93163588849071
2024-03-20,72.92078444221939
2024-03-21,77.91535871908374
2024-03-22,82.90993299594808
2024-03-23,11.98697826447442
2024-03-24,7.991318842982947
2024-03-25,43.95225363640621
2024-03-26,56.938146756253495
2024-03-27,63.93055074386358
2024-03-28,63.93055074386358
2024-03-29,26.970701095067447
2024-03-30,7.991318842982947
2024-03-31,5.99348913223721
2024-04-01,27.969615950440314
2024-04-02,42.95333878103334
2024-04-03,45.950083347151946
2024-04-04,48.94682791327055
2024-04-05,62.93163588849071
2024-04-06,7.991318842982947
2024-04-07,6.9924039876100785
2024-04-08,43.95225363640621
2024-04-09,64.92946559923645
2024-04-10,64.92946559923645
2024-04-11,76.91644386371087
2024-04-12,86.90559241743955
2024-04-13,8.990233698355816
2024-04-14,6.9924039876100785
2024-04-15,53.941402190134895
2024-04-16,64.92946559923645
2024-04-17,66.92729530998218
2024-04-18,71.92186958684653
2024-04-19,80.91210328520233
2024-04-20,9.989148553728684
2024-04-21,7.991318842982947
2024-04-22,55.93923190088063
2024-04-23,65.92838045460931
2024-04-24,65.92838045460931
2024-04-25,70.92295473147365
2024-04-26,82.90993299594808
2024-04-27,8.990233698355816
2024-04-28,7.991318842982947
2024-04-29,60.93380617774497
2024-04-30,68.92512502072792
2024-05-01,64.92946559923645
2024-05-02,76.91644386371087
2024-05-03,82.90993299594808
2024-05-04,8.990233698355816
2024-05-05,6.9924039876100785
2024-05-06,64.92946559923645
2024-05-07,73.91969929759226
2024-05-08,76.91644386371087
2024-05-09,76.91644386371087
2024-05-10,84.90776270669382
2024-05-11,9.989148553728684
2024-05-12,7.991318842982947
2024-05-13,68.92512502072792
2024-05-14,74.91861415296513
2024-05-15,72.92078444221939
2024-05-16,77.91535871908374
2024-05-17,75.917529008338
2024-05-18,8.990233698355816
2024-05-19,7.991318842982947
2024-05-20,63.93055074386358
2024-05-21,66.92729530998218
2024-05-22,59.9348913223721
2024-05-23,56.938146756253495
2024-05-24,48.94682791327055
2024-05-25,7.991318842982947
2024-05-26,5.99348913223721
2024-05-27,5.99348913223721
2024-05-28,35.96093479342326
2024-05-29,35.96093479342326
2024-05-30,39.95659421491474
2024-05-31,37.958764504169
2024-06-01,5.99348913223721
2024-06-02,4.994574276864342
2024-06-03,30.96636051655892
2024-06-04,31.96527537193179
2024-06-05,30.96636051655892
2024-06-06,27.969615950440314
2024-06-07,22.975041673575973
2024-06-08,4.994574276864342
2024-06-09,4.994574276864342
2024-06-10,18.9793822520845
2024-06-11,19.97829710745737
2024-06-12,16.98155254133876
2024-06-13,15.982637685965894
2024-06-14,11.98697826447442
2024-06-15,3.9956594214914736
2024-06-16,3.9956594214914736
2024-06-17,8.990233698355816
2024-06-18,9.989148553728684
2024-06-19,4.994574276864342
2024-06-20,7.991318842982947
2024-06-21,7.991318842982947
2024-06-22,3.9956594214914736
2024-06-23,2.996744566118605
2024-06-24,6.9924039876100785
2024-06-25,6.9924039876100785
2024-06-26,5.99348913223721
2024-06-27,4.994574276864342
2024-06-28,3.9956594214914736
2024-06-29,2.996744566118605
2024-06-30,2.996744566118605
2024-07-01,3.9956594214914736
2024-07-02,3.9956594214914736
2024-07-03,3.9956594214914736
2024-07-04,2.996744566118605
2024-07-05,2.996744566118605
2024-07-06,2.996744566118605
2024-07-07,2.996744566118605
2024-07-08,3.9956594214914736
2024-07-09,3.9956594214914736
2024-07-10,3.9956594214914736
2024-07-11,3.9956594214914736
2024-07-12,3.9956594214914736
2024-07-13,1.9978297107457368
2024-07-14,2.996744566118605
2024-07-15,3.9956594214914736
2024-07-16,3.9956594214914736
2024-07-17,3.9956594214914736
2024-07-18,4.994574276864342
2024-07-19,3.9956594214914736
2024-07-20,2.996744566118605
2024-07-21,2.996744566118605
2024-07-22,3.9956594214914736
2024-07-23,3.9956594214914736
2024-07-24,3.9956594214914736
2024-07-25,3.9956594214914736
2024-07-26,3.9956594214914736
2024-07-27,2.996744566118605
2024-07-28,2.996744566118605
2024-07-29,3.9956594214914736
2024-07-30,3.9956594214914736
2024-07-31,3.9956594214914736
2024-08-01,4.994574276864342
2024-08-02,5.99348913223721
2024-08-03,2.996744566118605
2024-08-04,2.996744566118605
2024-08-05,5.99348913223721
2024-08-06,6.9924039876100785
2024-08-07,7.991318842982947
2024-08-08,9.989148553728684
2024-08-09,13.984807975220157
2024-08-10,3.9956594214914736
2024-08-11,2.996744566118605
2024-08-12,12.985893119847288
2024-08-13,16.98155254133876
2024-08-14,22.975041673575973
2024-08-15,30.96636051655892
2024-08-16,33.96310508267752
2024-08-17,6.9924039876100785
2024-08-18,4.90989529596569
2024-08-19,28.95991434810771
2024-08-20,36.81574682165281
2024-08-21,41.22618468993207
2024-08-22,46.13607998589776
2024-08-23,55.45641315014271
2024-08-24,8.338354105051808
2024-08-25,5.891874355158828
2024-08-26,40.24420563073893
2024-08-27,50.06399622267031
2024-08-28,55.95587057782914
2024-08-29,66.75764022895366
2024-08-30,72.15005715642604
2024-08-31,9.320333164244946
2024-09-01,6.8738534143519665
2024-09-02,6.8738534143519665
2024-09-03,46.63553741358419
2024-09-04,61.34828750530153
2024-09-05,71.16807809723292
2024-09-06,87.36226467582983
2024-09-07,10.80176965112452
2024-09-08,7.855832473545105
2024-09-09,60.86576587379483
2024-09-10,68.72159834733993
2024-09-11,69.20411997884663
2024-09-12,80.98786868916429
2024-09-13,92.27215997179552
2024-09-14,11.783748710317656
2024-09-15,7.855832473545105
2024-09-16,64.29422468288095
2024-09-17,76.23841777805922
2024-09-18,91.67910998627373
