Time,amazon_prime
2022-08-17,28.0
2022-08-18,28.0
2022-08-19,28.0
2022-08-20,31.0
2022-08-21,33.0
2022-08-22,29.0
2022-08-23,29.0
2022-08-24,28.0
2022-08-25,28.0
2022-08-26,29.0
2022-08-27,32.0
2022-08-28,33.0
2022-08-29,27.701923076923073
2022-08-30,27.942307692307693
2022-08-31,27.201923076923073
2022-09-01,27.201923076923073
2022-09-02,27.942307692307693
2022-09-03,31.865384615384613
2022-09-04,31.125
2022-09-05,34.06730769230769
2022-09-06,28.182692307692307
2022-09-07,25.0
2022-09-08,26.721153846153847
2022-09-09,27.201923076923073
2022-09-10,29.903846153846153
2022-09-11,31.125
2022-09-12,26.221153846153847
2022-09-13,26.221153846153847
2022-09-14,26.96153846153846
2022-09-15,35.04807692307692
2022-09-16,42.89423076923077
2022-09-17,31.865384615384613
2022-09-18,31.125
2022-09-19,27.201923076923073
2022-09-20,26.96153846153846
2022-09-21,25.0
2022-09-22,29.903846153846153
2022-09-23,35.04807692307692
2022-09-24,28.92307692307692
2022-09-25,31.125
2022-09-26,26.96153846153846
2022-09-27,26.96153846153846
2022-09-28,26.44230769230769
2022-09-29,27.40384615384615
2022-09-30,37.5
2022-10-01,31.249999999999996
2022-10-02,31.730769230769226
2022-10-03,27.884615384615383
2022-10-04,29.326923076923073
2022-10-05,27.884615384615383
2022-10-06,27.884615384615383
2022-10-07,36.53846153846153
2022-10-08,32.692307692307686
2022-10-09,33.65384615384615
2022-10-10,33.17307692307692
2022-10-11,48.07692307692307
2022-10-12,44.71153846153846
2022-10-13,36.53846153846153
2022-10-14,35.57692307692307
2022-10-15,30.769230769230766
2022-10-16,31.249999999999996
2022-10-17,28.846153846153843
2022-10-18,28.365384615384613
2022-10-19,28.365384615384613
2022-10-20,30.288461538461537
2022-10-21,31.730769230769226
2022-10-22,30.288461538461537
2022-10-23,31.249999999999996
2022-10-24,28.365384615384613
2022-10-25,27.884615384615383
2022-10-26,27.40384615384615
2022-10-27,28.365384615384613
2022-10-28,31.730769230769226
2022-10-29,28.846153846153843
2022-10-30,29.807692307692307
2022-10-31,25.96153846153846
2022-11-01,27.40384615384615
2022-11-02,26.44230769230769
2022-11-03,28.846153846153843
2022-11-04,33.17307692307692
2022-11-05,29.326923076923073
2022-11-06,29.807692307692307
2022-11-07,25.96153846153846
2022-11-08,25.48076923076923
2022-11-09,24.038461538461537
2022-11-10,25.96153846153846
2022-11-11,31.730769230769226
2022-11-12,32.21153846153846
2022-11-13,35.09615384615384
2022-11-14,31.249999999999996
2022-11-15,28.365384615384613
2022-11-16,28.365384615384613
2022-11-17,30.288461538461537
2022-11-18,35.09615384615384
2022-11-19,32.692307692307686
2022-11-20,34.13461538461538
2022-11-21,31.249999999999996
2022-11-22,30.288461538461537
2022-11-23,30.288461538461537
2022-11-24,29.326923076923073
2022-11-25,41.82692307692307
2022-11-26,37.980769230769226
2022-11-27,38.942307692307686
2022-11-28,44.230769230769226
2022-11-29,35.09615384615384
2022-11-30,30.288461538461537
2022-12-01,31.249999999999996
2022-12-02,35.57692307692307
2022-12-03,36.05769230769231
2022-12-04,37.5
2022-12-05,33.17307692307692
2022-12-06,31.730769230769226
2022-12-07,35.57692307692307
2022-12-08,34.61538461538461
2022-12-09,36.53846153846153
2022-12-10,38.46153846153846
2022-12-11,41.34615384615384
2022-12-12,37.01923076923077
2022-12-13,35.09615384615384
2022-12-14,36.53846153846153
2022-12-15,35.09615384615384
2022-12-16,43.26923076923077
2022-12-17,40.86538461538461
2022-12-18,38.46153846153846
2022-12-19,37.5
2022-12-20,37.5
2022-12-21,35.57692307692307
2022-12-22,33.65384615384615
2022-12-23,36.05769230769231
2022-12-24,29.807692307692307
2022-12-25,32.692307692307686
2022-12-26,35.09615384615384
2022-12-27,33.65384615384615
2022-12-28,32.21153846153846
2022-12-29,32.692307692307686
2022-12-30,34.61538461538461
2022-12-31,29.807692307692307
2023-01-01,32.21153846153846
2023-01-02,33.17307692307692
2023-01-03,28.846153846153843
2023-01-04,27.884615384615383
2023-01-05,27.884615384615383
2023-01-06,27.884615384615383
2023-01-07,30.769230769230766
2023-01-08,31.249999999999996
2023-01-09,27.40384615384615
2023-01-10,26.44230769230769
2023-01-11,25.96153846153846
2023-01-12,25.96153846153846
2023-01-13,25.48076923076923
2023-01-14,30.288461538461537
2023-01-15,31.730769230769226
2023-01-16,29.326923076923073
2023-01-17,24.999999999999996
2023-01-18,25.48076923076923
2023-01-19,26.44230769230769
2023-01-20,25.96153846153846
2023-01-21,29.807692307692307
2023-01-22,30.769230769230766
2023-01-23,26.92307692307692
2023-01-24,27.884615384615383
2023-01-25,25.96153846153846
2023-01-26,26.44230769230769
2023-01-27,26.44230769230769
2023-01-28,30.288461538461537
2023-01-29,32.21153846153846
2023-01-30,27.40384615384615
2023-01-31,26.44230769230769
2023-02-01,25.96153846153846
2023-02-02,25.96153846153846
2023-02-03,26.44230769230769
2023-02-04,29.326923076923073
2023-02-05,32.692307692307686
2023-02-06,25.96153846153846
2023-02-07,26.44230769230769
2023-02-08,26.44230769230769
2023-02-09,25.48076923076923
2023-02-10,26.44230769230769
2023-02-11,29.807692307692307
2023-02-12,30.288461538461537
2023-02-13,23.557692307692307
2023-02-14,24.038461538461537
2023-02-15,24.519230769230766
2023-02-16,24.999999999999996
2023-02-17,26.44230769230769
2023-02-18,29.326923076923073
2023-02-19,29.807692307692307
2023-02-20,28.846153846153843
2023-02-21,25.48076923076923
2023-02-22,25.48076923076923
2023-02-23,26.44230769230769
2023-02-24,26.44230769230769
2023-02-25,31.730769230769226
2023-02-26,32.692307692307686
2023-02-27,27.40384615384615
2023-02-28,25.48076923076923
2023-03-01,26.44230769230769
2023-03-02,25.48076923076923
2023-03-03,26.92307692307692
2023-03-04,31.249999999999996
2023-03-05,31.249999999999996
2023-03-06,26.44230769230769
2023-03-07,25.48076923076923
2023-03-08,25.48076923076923
2023-03-09,25.96153846153846
2023-03-10,28.365384615384613
2023-03-11,30.288461538461537
2023-03-12,31.249999999999996
2023-03-13,26.44230769230769
2023-03-14,26.44230769230769
2023-03-15,25.48076923076923
2023-03-16,24.999999999999996
2023-03-17,27.40384615384615
2023-03-18,30.288461538461537
2023-03-19,33.17307692307692
2023-03-20,30.769230769230766
2023-03-21,26.44230769230769
2023-03-22,25.48076923076923
2023-03-23,26.44230769230769
2023-03-24,28.365384615384613
2023-03-25,31.249999999999996
2023-03-26,31.730769230769226
2023-03-27,27.40384615384615
2023-03-28,25.96153846153846
2023-03-29,25.96153846153846
2023-03-30,24.999999999999996
2023-03-31,26.92307692307692
2023-04-01,31.249999999999996
2023-04-02,30.288461538461537
2023-04-03,26.92307692307692
2023-04-04,26.92307692307692
2023-04-05,26.92307692307692
2023-04-06,26.44230769230769
2023-04-07,27.40384615384615
2023-04-08,30.769230769230766
2023-04-09,27.884615384615383
2023-04-10,27.40384615384615
2023-04-11,26.44230769230769
2023-04-12,26.44230769230769
2023-04-13,25.96153846153846
2023-04-14,26.92307692307692
2023-04-15,29.326923076923073
2023-04-16,32.692307692307686
2023-04-17,26.44230769230769
2023-04-18,25.48076923076923
2023-04-19,27.40384615384615
2023-04-20,26.44230769230769
2023-04-21,26.92307692307692
2023-04-22,32.692307692307686
2023-04-23,32.692307692307686
2023-04-24,26.92307692307692
2023-04-25,26.44230769230769
2023-04-26,27.35411140583554
2023-04-27,25.38129973474801
2023-04-28,26.12732095490716
2023-04-29,30.072944297082227
2023-04-30,32.28614058355437
2023-05-01,28.34051724137931
2023-05-02,27.35411140583554
2023-05-03,26.367705570291776
2023-05-04,26.367705570291776
2023-05-05,26.12732095490716
2023-05-06,29.326923076923073
2023-05-07,30.553713527851457
2023-05-08,27.35411140583554
2023-05-09,27.113726790450926
2023-05-10,27.113726790450926
2023-05-11,27.113726790450926
2023-05-12,28.100132625994693
2023-05-13,29.326923076923073
2023-05-14,30.072944297082227
2023-05-15,26.873342175066313
2023-05-16,26.367705570291776
2023-05-17,28.34051724137931
2023-05-18,28.100132625994693
2023-05-19,28.34051724137931
2023-05-20,29.326923076923073
2023-05-21,32.04575596816976
2023-05-22,28.100132625994693
2023-05-23,27.113726790450926
2023-05-24,28.34051724137931
2023-05-25,27.35411140583554
2023-05-26,27.304376657824932
2023-05-27,29.326923076923073
2023-05-28,30.338196286472147
2023-05-29,31.349469496021218
2023-05-30,27.304376657824932
2023-05-31,29.326923076923073
2023-06-01,28.315649867374002
2023-06-02,29.326923076923073
2023-06-03,33.37201591511936
2023-06-04,32.36074270557029
2023-06-05,30.338196286472147
2023-06-06,30.338196286472147
2023-06-07,28.315649867374002
2023-06-08,29.326923076923073
2023-06-09,28.315649867374002
2023-06-10,32.36074270557029
2023-06-11,32.36074270557029
2023-06-12,30.338196286472147
2023-06-13,30.338196286472147
2023-06-14,30.338196286472147
2023-06-15,29.326923076923073
2023-06-16,30.338196286472147
2023-06-17,30.338196286472147
2023-06-18,32.36074270557029
2023-06-19,31.349469496021218
2023-06-20,29.326923076923073
2023-06-21,31.349469496021218
2023-06-22,29.326923076923073
2023-06-23,30.338196286472147
2023-06-24,31.349469496021218
2023-06-25,31.349469496021218
2023-06-26,30.338196286472147
2023-06-27,31.349469496021218
2023-06-28,30.338196286472147
2023-06-29,29.326923076923073
2023-06-30,31.349469496021218
2023-07-01,32.36074270557029
2023-07-02,35.394562334217504
2023-07-03,34.38328912466843
2023-07-04,33.37201591511936
2023-07-05,32.36074270557029
2023-07-06,36.40583554376657
2023-07-07,36.40583554376657
2023-07-08,40.45092838196286
2023-07-09,40.45092838196286
2023-07-10,46.51856763925729
2023-07-11,101.12732095490715
2023-07-12,78.87931034482757
2023-07-13,47.52984084880636
2023-07-14,34.38328912466843
2023-07-15,32.36074270557029
2023-07-16,34.38328912466843
2023-07-17,30.338196286472147
2023-07-18,29.326923076923073
2023-07-19,29.326923076923073
2023-07-20,27.304376657824932
2023-07-21,29.326923076923073
2023-07-22,29.326923076923073
2023-07-23,31.349469496021218
2023-07-24,29.326923076923073
2023-07-25,28.315649867374002
2023-07-26,28.315649867374002
2023-07-27,27.304376657824932
2023-07-28,28.315649867374002
2023-07-29,29.326923076923073
2023-07-30,30.338196286472147
2023-07-31,27.304376657824932
2023-08-01,27.304376657824932
2023-08-02,27.304376657824932
2023-08-03,27.304376657824932
2023-08-04,29.326923076923073
2023-08-05,30.338196286472147
2023-08-06,31.349469496021218
2023-08-07,29.326923076923073
2023-08-08,27.304376657824932
2023-08-09,27.304376657824932
2023-08-10,28.315649867374002
2023-08-11,29.326923076923073
2023-08-12,31.349469496021218
2023-08-13,31.349469496021218
2023-08-14,29.326923076923073
2023-08-15,28.315649867374002
2023-08-16,28.315649867374002
2023-08-17,28.315649867374002
2023-08-18,29.326923076923073
2023-08-19,32.36074270557029
2023-08-20,32.36074270557029
2023-08-21,28.315649867374002
2023-08-22,28.315649867374002
2023-08-23,27.304376657824932
2023-08-24,26.293103448275858
2023-08-25,27.304376657824932
2023-08-26,27.304376657824932
2023-08-27,29.326923076923073
2023-08-28,27.304376657824932
2023-08-29,24.270557029177716
2023-08-30,26.293103448275858
2023-08-31,25.281830238726787
2023-09-01,26.293103448275858
2023-09-02,29.326923076923073
2023-09-03,27.304376657824932
2023-09-04,31.349469496021218
2023-09-05,26.293103448275858
2023-09-06,26.293103448275858
2023-09-07,26.293103448275858
2023-09-08,26.293103448275858
2023-09-09,27.304376657824932
2023-09-10,28.315649867374002
2023-09-11,25.281830238726787
2023-09-12,25.281830238726787
2023-09-13,25.281830238726787
2023-09-14,28.315649867374002
2023-09-15,33.37201591511936
2023-09-16,28.315649867374002
2023-09-17,28.315649867374002
2023-09-18,25.281830238726787
2023-09-19,26.293103448275858
2023-09-20,26.293103448275858
2023-09-21,28.315649867374002
2023-09-22,32.36074270557029
2023-09-23,31.349469496021218
2023-09-24,30.338196286472147
2023-09-25,27.304376657824932
2023-09-26,27.304376657824932
2023-09-27,26.293103448275858
2023-09-28,28.315649867374002
2023-09-29,31.349469496021218
2023-09-30,29.326923076923073
2023-10-01,32.36074270557029
2023-10-02,26.293103448275858
2023-10-03,28.315649867374002
2023-10-04,28.315649867374002
2023-10-05,29.326923076923073
2023-10-06,33.37201591511936
2023-10-07,32.36074270557029
2023-10-08,33.37201591511936
2023-10-09,34.38328912466843
2023-10-10,53.59748010610079
2023-10-11,51.57493368700265
2023-10-12,39.43965517241379
2023-10-13,33.37201591511936
2023-10-14,32.36074270557029
2023-10-15,31.349469496021218
2023-10-16,28.315649867374002
2023-10-17,28.315649867374002
2023-10-18,26.293103448275858
2023-10-19,27.304376657824932
2023-10-20,31.349469496021218
2023-10-21,29.326923076923073
2023-10-22,29.326923076923073
2023-10-23,27.304376657824932
2023-10-24,27.304376657824932
2023-10-25,28.315649867374002
2023-10-26,25.281830238726787
2023-10-27,29.326923076923073
2023-10-28,27.304376657824932
2023-10-29,29.326923076923073
2023-10-30,26.293103448275858
2023-10-31,25.281830238726787
2023-11-01,25.281830238726787
2023-11-02,26.293103448275858
2023-11-03,29.326923076923073
2023-11-04,28.315649867374002
2023-11-05,29.326923076923073
2023-11-06,26.293103448275858
2023-11-07,27.304376657824932
2023-11-08,26.293103448275858
2023-11-09,27.304376657824932
2023-11-10,32.36074270557029
2023-11-11,30.338196286472147
2023-11-12,31.349469496021218
2023-11-13,26.293103448275858
2023-11-14,27.304376657824932
2023-11-15,27.304376657824932
2023-11-16,28.315649867374002
2023-11-17,33.37201591511936
2023-11-18,34.38328912466843
2023-11-19,34.38328912466843
2023-11-20,32.36074270557029
2023-11-21,32.36074270557029
2023-11-22,33.37201591511936
2023-11-23,31.349469496021218
2023-11-24,47.52984084880636
2023-11-25,42.473474801061
2023-11-26,39.43965517241379
2023-11-27,44.49602122015915
2023-11-28,37.417108753315645
2023-11-29,35.394562334217504
2023-11-30,33.37201591511936
2023-12-01,36.40583554376657
2023-12-02,37.417108753315645
2023-12-03,37.417108753315645
2023-12-04,34.38328912466843
2023-12-05,35.394562334217504
2023-12-06,34.38328912466843
2023-12-07,34.38328912466843
2023-12-08,36.40583554376657
2023-12-09,39.43965517241379
2023-12-10,42.473474801061
2023-12-11,37.417108753315645
2023-12-12,36.40583554376657
2023-12-13,37.417108753315645
2023-12-14,36.40583554376657
2023-12-15,39.43965517241379
2023-12-16,41.462201591511935
2023-12-17,39.43965517241379
2023-12-18,37.417108753315645
2023-12-19,36.40583554376657
2023-12-20,37.417108753315645
2023-12-21,36.40583554376657
2023-12-22,36.52031930333817
2023-12-23,33.242120880220824
2023-12-24,29.10602813057019
2023-12-25,29.10602813057019
2023-12-26,32.38422655368754
2023-12-27,34.452272928512855
2023-12-28,34.452272928512855
2023-12-29,35.662424976804886
2023-12-30,33.242120880220824
2023-12-31,31.526332227154256
2024-01-01,29.10602813057019
2024-01-02,28.24813380403691
2024-01-03,30.316180178862226
2024-01-04,28.24813380403691
2024-01-05,28.24813380403691
2024-01-06,30.316180178862226
2024-01-07,32.38422655368754
2024-01-08,27.390239477503627
2024-01-09,26.180087429211593
2024-01-10,27.895876082278164
2024-01-11,27.390239477503627
2024-01-12,27.390239477503627
2024-01-13,30.668437900620972
2024-01-14,30.316180178862226
2024-01-15,28.600391525795658
2024-01-16,26.180087429211593
2024-01-17,27.390239477503627
2024-01-18,25.322193102678312
2024-01-19,27.390239477503627
2024-01-20,31.526332227154256
2024-01-21,28.88513318421731
2024-01-22,26.067071410147328
2024-01-23,25.362555966629834
2024-01-24,26.067071410147328
2024-01-25,24.65804052311234
2024-01-26,23.953525079594844
2024-01-27,26.771586853664825
2024-01-28,26.067071410147328
2024-01-29,23.249009636077346
2024-01-30,23.953525079594844
2024-01-31,22.544494192559853
2024-02-01,23.249009636077346
2024-02-02,24.65804052311234
2024-02-03,27.476102297182322
2024-02-04,27.476102297182322
2024-02-05,22.544494192559853
2024-02-06,21.83997874904236
2024-02-07,21.83997874904236
2024-02-08,21.83997874904236
2024-02-09,21.83997874904236
2024-02-10,23.953525079594844
2024-02-11,27.476102297182322
2024-02-12,19.72643241848987
2024-02-13,21.135463305524862
2024-02-14,21.135463305524862
2024-02-15,21.135463305524862
2024-02-16,21.135463305524862
2024-02-17,24.65804052311234
2024-02-18,25.362555966629834
2024-02-19,23.953525079594844
2024-02-20,21.83997874904236
2024-02-21,21.135463305524862
2024-02-22,20.430947862007365
2024-02-23,21.135463305524862
2024-02-24,23.953525079594844
2024-02-25,24.65804052311234
2024-02-26,21.83997874904236
2024-02-27,20.430947862007365
2024-02-28,20.430947862007365
2024-02-29,20.430947862007365
2024-03-01,21.135463305524862
2024-03-02,23.953525079594844
2024-03-03,23.953525079594844
2024-03-04,20.430947862007365
2024-03-05,20.430947862007365
2024-03-06,20.430947862007365
2024-03-07,21.83997874904236
2024-03-08,20.430947862007365
2024-03-09,23.249009636077346
2024-03-10,23.249009636077346
2024-03-11,21.135463305524862
2024-03-12,19.72643241848987
2024-03-13,19.72643241848987
2024-03-14,21.135463305524862
2024-03-15,20.430947862007365
2024-03-16,22.544494192559853
2024-03-17,23.953525079594844
2024-03-18,19.72643241848987
2024-03-19,20.430947862007365
2024-03-20,21.135463305524862
2024-03-21,21.135463305524862
2024-03-22,21.135463305524862
2024-03-23,23.953525079594844
2024-03-24,25.362555966629834
2024-03-25,21.83997874904236
2024-03-26,20.430947862007365
2024-03-27,21.135463305524862
2024-03-28,21.83997874904236
2024-03-29,19.72643241848987
2024-03-30,21.83997874904236
2024-03-31,21.83997874904236
2024-04-01,21.135463305524862
2024-04-02,20.430947862007365
2024-04-03,20.430947862007365
2024-04-04,21.135463305524862
2024-04-05,21.135463305524862
2024-04-06,22.544494192559853
2024-04-07,23.249009636077346
2024-04-08,19.021916974972378
2024-04-09,20.430947862007365
2024-04-10,21.135463305524862
2024-04-11,22.544494192559853
2024-04-12,21.135463305524862
2024-04-13,24.65804052311234
2024-04-14,24.65804052311234
2024-04-15,21.83997874904236
2024-04-16,21.83997874904236
2024-04-17,21.83997874904236
2024-04-18,21.83997874904236
2024-04-19,21.135463305524862
2024-04-20,23.953525079594844
2024-04-21,25.362555966629834
2024-04-22,21.83997874904236
2024-04-23,21.135463305524862
2024-04-24,21.83997874904236
2024-04-25,20.430947862007365
2024-04-26,20.430947862007365
2024-04-27,23.249009636077346
2024-04-28,24.65804052311234
2024-04-29,21.83997874904236
2024-04-30,21.83997874904236
2024-05-01,21.135463305524862
2024-05-02,21.83997874904236
2024-05-03,21.135463305524862
2024-05-04,23.953525079594844
2024-05-05,26.067071410147328
2024-05-06,23.249009636077346
2024-05-07,21.135463305524862
2024-05-08,21.135463305524862
2024-05-09,21.135463305524862
2024-05-10,21.135463305524862
2024-05-11,23.249009636077346
2024-05-12,21.83997874904236
2024-05-13,21.135463305524862
2024-05-14,21.135463305524862
2024-05-15,22.544494192559853
2024-05-16,21.83997874904236
2024-05-17,20.430947862007365
2024-05-18,21.83997874904236
2024-05-19,23.249009636077346
2024-05-20,21.83997874904236
2024-05-21,21.135463305524862
2024-05-22,21.83997874904236
2024-05-23,21.135463305524862
2024-05-24,21.135463305524862
2024-05-25,21.83997874904236
2024-05-26,23.953525079594844
2024-05-27,23.953525079594844
2024-05-28,21.135463305524862
2024-05-29,21.83997874904236
2024-05-30,22.544494192559853
2024-05-31,21.135463305524862
2024-06-01,23.249009636077346
2024-06-02,23.953525079594844
2024-06-03,21.135463305524862
2024-06-04,21.135463305524862
2024-06-05,21.135463305524862
2024-06-06,21.83997874904236
2024-06-07,21.83997874904236
2024-06-08,22.544494192559853
2024-06-09,24.65804052311234
2024-06-10,23.249009636077346
2024-06-11,22.544494192559853
2024-06-12,21.83997874904236
2024-06-13,22.544494192559853
2024-06-14,21.83997874904236
2024-06-15,22.544494192559853
2024-06-16,23.953525079594844
2024-06-17,22.544494192559853
2024-06-18,22.544494192559853
2024-06-19,23.953525079594844
2024-06-20,23.249009636077346
2024-06-21,23.249009636077346
2024-06-22,24.65804052311234
2024-06-23,25.362555966629834
2024-06-24,23.249009636077346
2024-06-25,23.249009636077346
2024-06-26,23.249009636077346
2024-06-27,23.249009636077346
2024-06-28,23.249009636077346
2024-06-29,23.953525079594844
2024-06-30,26.067071410147328
2024-07-01,23.953525079594844
2024-07-02,23.953525079594844
2024-07-03,23.249009636077346
2024-07-04,23.953525079594844
2024-07-05,24.65804052311234
2024-07-06,26.067071410147328
2024-07-07,25.362555966629834
2024-07-08,24.65804052311234
2024-07-09,25.362555966629834
2024-07-10,25.362555966629834
2024-07-11,24.65804052311234
2024-07-12,27.476102297182322
2024-07-13,26.771586853664825
2024-07-14,27.476102297182322
2024-07-15,33.112225845322286
2024-07-16,70.45154435174953
2024-07-17,62.70187447305709
2024-07-18,33.81674128883978
2024-07-19,23.953525079594844
2024-07-20,24.65804052311234
2024-07-21,24.65804052311234
2024-07-22,21.83997874904236
2024-07-23,21.83997874904236
2024-07-24,21.83997874904236
2024-07-25,22.544494192559853
2024-07-26,21.135463305524862
2024-07-27,21.83997874904236
2024-07-28,22.544494192559853
2024-07-29,21.83997874904236
2024-07-30,21.135463305524862
2024-07-31,21.135463305524862
2024-08-01,21.135463305524862
2024-08-02,20.430947862007365
2024-08-03,21.83997874904236
2024-08-04,23.249009636077346
2024-08-05,20.430947862007365
2024-08-06,20.430947862007365
2024-08-07,20.430947862007365
2024-08-08,20.430947862007365
2024-08-09,20.430947862007365
2024-08-10,20.430947862007365
2024-08-11,22.544494192559853
2024-08-12,21.83997874904236
2024-08-13,21.135463305524862
2024-08-14,20.430947862007365
2024-08-15,20.430947862007365
2024-08-16,20.430947862007365
2024-08-17,23.249009636077346
2024-08-18,23.89303001467742
2024-08-19,20.921209950608986
2024-08-20,21.859513613755276
2024-08-21,20.568952228850236
2024-08-22,19.82599721283313
2024-08-23,19.63064856570395
2024-08-24,22.602468629772382
2024-08-25,23.34542364578949
2024-08-26,22.054862260884455
2024-08-27,19.82599721283313
2024-08-28,20.373603581721056
2024-08-29,19.82599721283313
2024-08-30,20.373603581721056
2024-08-31,22.602468629772382
2024-09-01,23.34542364578949
2024-09-02,23.89303001467742
2024-09-03,19.82599721283313
2024-09-04,19.82599721283313
2024-09-05,20.373603581721056
2024-09-06,20.921209950608986
2024-09-07,21.116558597738166
2024-09-08,22.407119982643202
2024-09-09,20.373603581721056
2024-09-10,18.887693549686844
2024-09-11,18.535435827928094
2024-09-12,21.859513613755276
2024-09-13,26.669501431616673
2024-09-14,24.0883786618066
2024-09-15,22.407119982643202
2024-09-16,19.63064856570395
2024-09-17,20.31625930143475
2024-09-18,21.09765388995147
2024-09-19,20.31625930143475
2024-09-20,24.223232244018355
2024-09-21,23.441837655501637
2024-09-22,22.660443066984914
2024-09-23,20.70695659569311
2024-09-24,20.31625930143475
