Time,dow_jones_today
2022-07-02,11.0
2022-07-03,4.0
2022-07-04,5.0
2022-07-05,59.0
2022-07-06,62.0
2022-07-07,56.0
2022-07-08,59.0
2022-07-09,10.0
2022-07-10,4.0
2022-07-11,48.0
2022-07-12,52.0
2022-07-13,57.0
2022-07-14,61.0
2022-07-15,62.0
2022-07-16,10.0
2022-07-17,4.0
2022-07-18,55.0
2022-07-19,62.0
2022-07-20,69.0
2022-07-21,61.0
2022-07-22,58.0
2022-07-23,10.0
2022-07-24,3.0
2022-07-25,51.0
2022-07-26,59.0
2022-07-27,66.0
2022-07-28,68.0
2022-07-29,65.0
2022-07-30,11.0
2022-07-31,4.0
2022-08-01,49.0
2022-08-02,54.0
2022-08-03,58.0
2022-08-04,57.0
2022-08-05,61.0
2022-08-06,10.0
2022-08-07,4.0
2022-08-08,50.0
2022-08-09,51.0
2022-08-10,60.0
2022-08-11,58.0
2022-08-12,56.0
2022-08-13,10.0
2022-08-14,4.0
2022-08-15,48.0
2022-08-16,59.0
2022-08-17,56.0
2022-08-18,56.0
2022-08-19,51.0
2022-08-20,9.0
2022-08-21,4.0
2022-08-22,45.0
2022-08-23,54.0
2022-08-24,51.0
2022-08-25,49.0
2022-08-26,61.0
2022-08-27,13.0
2022-08-28,4.0
2022-08-29,52.107369636328656
2022-08-30,51.19944198576101
2022-08-31,53.015297286896285
2022-09-01,52.107369636328656
2022-09-02,53.015297286896285
2022-09-03,9.895131806811623
2022-09-04,3.631710602270541
2022-09-05,6.763421204541082
2022-09-06,45.34394843178757
2022-09-07,57.55493553973446
2022-09-08,48.567731383490475
2022-09-09,41.80431017894939
2022-09-10,8.987204156243987
2022-09-11,3.131710602270541
2022-09-12,44.93602078121994
2022-09-13,75.93727150279008
2022-09-14,79.97690975562824
2022-09-15,66.95006734654609
2022-09-16,63.81835674427555
2022-09-17,10.303059457379257
2022-09-18,4.039638252838175
2022-09-19,53.015297286896285
2022-09-20,62.91042909370791
2022-09-21,73.21348855108717
2022-09-22,69.173850298249
2022-09-23,79.97690975562824
2022-09-24,13.026842409082164
2022-09-25,4.039638252838175
2022-09-26,66.54213969597845
2022-09-27,78.16105445449298
2022-09-28,74.2428324033096
2022-09-29,73.42697710217433
2022-09-30,72.61112180103906
2022-10-01,13.053684818164326
2022-10-02,4.079276505676352
2022-10-03,62.82085818741582
2022-10-04,75.87454300558015
2022-10-05,77.50625360785068
2022-10-06,71.79526649990379
2022-10-07,70.16355589763326
2022-10-08,12.237829517029056
2022-10-09,4.079276505676352
2022-10-10,54.662305176063114
2022-10-11,67.71598999422744
2022-10-12,62.82085818741582
2022-10-13,80.76967481239177
2022-10-14,75.87454300558015
2022-10-15,12.237829517029056
2022-10-16,4.079276505676352
2022-10-17,60.373292284010006
2022-10-18,69.34770059649799
2022-10-19,68.53184529536271
2022-10-20,64.45256878968637
2022-10-21,64.45256878968637
2022-10-22,12.237829517029056
2022-10-23,4.079276505676352
2022-10-24,56.29401577833366
2022-10-25,66.0842793919569
2022-10-26,67.71598999422744
2022-10-27,71.79526649990379
2022-10-28,71.79526649990379
2022-10-29,12.237829517029056
2022-10-30,4.079276505676352
2022-10-31,60.373292284010006
2022-11-01,57.925726380604196
2022-11-02,70.16355589763326
2022-11-03,68.53184529536271
2022-11-04,66.90013469309217
2022-11-05,11.421974215893785
2022-11-06,4.079276505676352
2022-11-07,48.13546276698095
2022-11-08,61.18914758514528
2022-11-09,62.82085818741582
2022-11-10,81.58553011352704
2022-11-11,75.87454300558015
2022-11-12,13.869540119299597
2022-11-13,4.079276505676352
2022-11-14,54.662305176063114
2022-11-15,66.0842793919569
2022-11-16,64.45256878968637
2022-11-17,61.18914758514528
2022-11-18,56.29401577833366
2022-11-19,13.053684818164326
2022-11-20,3.2634212045410815
2022-11-21,42.42447565903406
2022-11-22,59.55743698287474
2022-11-23,54.662305176063114
2022-11-24,13.869540119299597
2022-11-25,37.52934385222244
2022-11-26,9.790263613623244
2022-11-27,3.2634212045410815
2022-11-28,41.608620357898786
2022-11-29,49.767173369251495
2022-11-30,55.47816047719839
2022-12-01,60.373292284010006
2022-12-02,53.84644987492784
2022-12-03,12.237829517029056
2022-12-04,3.2634212045410815
2022-12-05,39.97690975562825
2022-12-06,48.13546276698095
2022-12-07,48.13546276698095
2022-12-08,49.767173369251495
2022-12-09,44.87204156243987
2022-12-10,10.606118914758515
2022-12-11,3.2634212045410815
2022-12-12,42.42447565903406
2022-12-13,60.373292284010006
2022-12-14,59.55743698287474
2022-12-15,60.373292284010006
2022-12-16,62.00500288628055
2022-12-17,10.606118914758515
2022-12-18,3.2634212045410815
2022-12-19,45.68789686357514
2022-12-20,53.03059457379258
2022-12-21,55.47816047719839
2022-12-22,56.29401577833366
2022-12-23,52.214739272657305
2022-12-24,12.237829517029056
2022-12-25,3.2634212045410815
2022-12-26,26.107369636328652
2022-12-27,48.13546276698095
2022-12-28,49.767173369251495
2022-12-29,51.39888397152203
2022-12-30,47.319607465845685
2022-12-31,12.237829517029056
2023-01-01,3.2634212045410815
2023-01-02,21.21223782951703
2023-01-03,37.52934385222244
2023-01-04,43.24033096016933
2023-01-05,44.87204156243987
2023-01-06,48.13546276698095
2023-01-07,11.421974215893785
2023-01-08,3.2634212045410815
2023-01-09,42.42447565903406
2023-01-10,48.95131806811622
2023-01-11,48.95131806811622
2023-01-12,52.214739272657305
2023-01-13,51.39888397152203
2023-01-14,11.421974215893785
2023-01-15,3.2634212045410815
2023-01-16,19.58052722724649
2023-01-17,43.24033096016933
2023-01-18,48.13546276698095
2023-01-19,48.95131806811622
2023-01-20,50.58302867038677
2023-01-21,11.421974215893785
2023-01-22,3.2634212045410815
2023-01-23,44.0561862613046
2023-01-24,49.767173369251495
2023-01-25,48.95131806811622
2023-01-26,50.58302867038677
2023-01-27,49.767173369251495
2023-01-28,9.790263613623244
2023-01-29,3.2634212045410815
2023-01-30,42.42447565903406
2023-01-31,48.13546276698095
2023-02-01,55.47816047719839
2023-02-02,50.58302867038677
2023-02-03,56.29401577833366
2023-02-04,10.606118914758515
2023-02-05,3.2634212045410815
2023-02-06,42.42447565903406
2023-02-07,48.95131806811622
2023-02-08,49.767173369251495
2023-02-09,48.95131806811622
2023-02-10,48.95131806811622
2023-02-11,9.790263613623244
2023-02-12,3.2634212045410815
2023-02-13,37.52934385222244
2023-02-14,47.319607465845685
2023-02-15,48.95131806811622
2023-02-16,48.13546276698095
2023-02-17,48.13546276698095
2023-02-18,9.790263613623244
2023-02-19,3.2634212045410815
2023-02-20,22.84394843178757
2023-02-21,48.95131806811622
2023-02-22,53.03059457379258
2023-02-23,50.58302867038677
2023-02-24,51.39888397152203
2023-02-25,9.790263613623244
2023-02-26,3.2634212045410815
2023-02-27,41.608620357898786
2023-02-28,44.0561862613046
2023-03-01,44.0561862613046
2023-03-02,44.87204156243987
2023-03-03,44.87204156243987
2023-03-04,9.790263613623244
2023-03-05,3.2634212045410815
2023-03-06,42.42447565903406
2023-03-07,49.767173369251495
2023-03-08,51.39888397152203
2023-03-09,43.24033096016933
2023-03-10,61.18914758514528
2023-03-11,12.237829517029056
2023-03-12,4.079276505676352
2023-03-13,72.61112180103906
2023-03-14,63.63671348855109
2023-03-15,78.32210890898595
2023-03-16,64.45256878968637
2023-03-17,58.74158168173947
2023-03-18,9.790263613623244
2023-03-19,4.079276505676352
2023-03-20,53.03059457379258
2023-03-21,53.84644987492784
2023-03-22,64.45256878968637
2023-03-23,60.373292284010006
2023-03-24,54.662305176063114
2023-03-25,9.790263613623244
2023-03-26,3.2634212045410815
2023-03-27,47.319607465845685
2023-03-28,48.13546276698095
2023-03-29,52.214739272657305
2023-03-30,49.767173369251495
2023-03-31,49.767173369251495
2023-04-01,8.974408312487974
2023-04-02,3.2634212045410815
2023-04-03,48.13546276698095
2023-04-04,49.767173369251495
2023-04-05,49.767173369251495
2023-04-06,49.767173369251495
2023-04-07,36.71348855108717
2023-04-08,7.342697710217434
2023-04-09,3.2634212045410815
2023-04-10,42.42447565903406
2023-04-11,49.767173369251495
2023-04-12,48.95131806811622
2023-04-13,48.95131806811622
2023-04-14,47.319607465845685
2023-04-15,9.790263613623244
2023-04-16,3.2634212045410815
2023-04-17,44.87204156243987
2023-04-18,44.87204156243987
2023-04-19,46.50375216471041
2023-04-20,44.0561862613046
2023-04-21,45.68789686357514
2023-04-22,9.790263613623244
2023-04-23,3.2634212045410815
2023-04-24,40.79276505676352
2023-04-25,46.50375216471041
2023-04-26,44.779577961644534
2023-04-27,42.42447565903406
2023-04-28,45.753165287665965
2023-04-29,9.012481559874287
2023-04-30,3.328689628631903
2023-05-01,42.42447565903406
2023-05-02,43.80599063562312
2023-05-03,47.134680264255024
2023-05-04,45.753165287665965
2023-05-05,45.753165287665965
2023-05-06,9.29531139760118
2023-05-07,3.328689628631903
2023-05-08,41.73371817073953
2023-05-09,42.42447565903406
2023-05-10,46.443922775960495
2023-05-11,41.450888333012635
2023-05-12,43.11523314732859
2023-05-13,8.038894233852865
2023-05-14,3.045859790905009
2023-05-15,40.06937335642358
2023-05-16,44.779577961644534
2023-05-17,43.11523314732859
2023-05-18,47.41751010198192
2023-05-19,49.772612404592394
2023-05-20,9.012481559874287
2023-05-21,3.328689628631903
2023-05-22,42.141645821307165
2023-05-23,41.73371817073953
2023-05-24,44.779577961644534
2023-05-25,43.80599063562312
2023-05-26,41.85881598358027
2023-05-27,8.484895131806812
2023-05-28,3.393958052722725
2023-05-29,6.2222564299916625
2023-05-30,42.990135334487846
2023-05-31,44.68711436084921
2023-06-01,45.252774036302995
2023-06-02,56.56596754537875
2023-06-03,9.0505548072606
2023-06-04,3.393958052722725
2023-06-05,42.42447565903406
2023-06-06,46.38409338721058
2023-06-07,45.252774036302995
2023-06-08,46.949753062664364
2023-06-09,44.68711436084921
2023-06-10,8.484895131806812
2023-06-11,3.393958052722725
2023-06-12,41.293156308126484
2023-06-13,45.252774036302995
2023-06-14,51.47503046629466
2023-06-15,47.51541273811815
2023-06-16,43.55579500994163
2023-06-17,8.484895131806812
2023-06-18,3.393958052722725
2023-06-19,27.1516644217818
2023-06-20,44.12145468539542
2023-06-21,40.16183695721891
2023-06-22,38.46485793085755
2023-06-23,40.16183695721891
2023-06-24,7.919235456353025
2023-06-25,2.828298377268937
2023-06-26,39.59617728176512
2023-06-27,40.16183695721891
2023-06-28,39.59617728176512
2023-06-29,44.12145468539542
2023-06-30,40.7274966326727
2023-07-01,8.484895131806812
2023-07-02,3.393958052722725
2023-07-03,36.767878904496186
2023-07-04,9.616214482714387
2023-07-05,39.59617728176512
2023-07-06,43.55579500994163
2023-07-07,42.990135334487846
2023-07-08,9.0505548072606
2023-07-09,3.393958052722725
2023-07-10,39.59617728176512
2023-07-11,41.85881598358027
2023-07-12,46.38409338721058
2023-07-13,45.81843371175679
2023-07-14,48.08107241357194
2023-07-15,8.484895131806812
2023-07-16,3.393958052722725
2023-07-17,42.42447565903406
2023-07-18,48.646732089025726
2023-07-19,51.47503046629466
2023-07-20,49.21239176447951
2023-07-21,46.38409338721058
2023-07-22,8.484895131806812
2023-07-23,3.393958052722725
2023-07-24,43.55579500994163
2023-07-25,46.949753062664364
2023-07-26,50.909370790840875
2023-07-27,49.21239176447951
2023-07-28,50.34371111538709
2023-07-29,9.0505548072606
2023-07-30,3.393958052722725
2023-07-31,42.990135334487846
2023-08-01,51.47503046629466
2023-08-02,46.949753062664364
2023-08-03,48.646732089025726
2023-08-04,46.38409338721058
2023-08-05,8.484895131806812
2023-08-06,3.393958052722725
2023-08-07,44.68711436084921
2023-08-08,48.08107241357194
2023-08-09,46.949753062664364
2023-08-10,47.51541273811815
2023-08-11,48.646732089025726
2023-08-12,8.484895131806812
2023-08-13,3.393958052722725
2023-08-14,40.16183695721891
2023-08-15,42.42447565903406
2023-08-16,45.81843371175679
2023-08-17,43.55579500994163
2023-08-18,45.81843371175679
2023-08-19,8.484895131806812
2023-08-20,3.393958052722725
2023-08-21,39.030517606311335
2023-08-22,42.42447565903406
2023-08-23,44.12145468539542
2023-08-24,39.59617728176512
2023-08-25,43.55579500994163
2023-08-26,7.353575780899237
2023-08-27,2.828298377268937
2023-08-28,38.46485793085755
2023-08-29,44.68711436084921
2023-08-30,42.990135334487846
2023-08-31,42.990135334487846
2023-09-01,43.55579500994163
2023-09-02,7.919235456353025
2023-09-03,3.393958052722725
2023-09-04,5.656596754537874
2023-09-05,35.63655955358861
2023-09-06,37.33353857994997
2023-09-07,36.2022192290424
2023-09-08,36.767878904496186
2023-09-09,6.78791610544545
2023-09-10,2.828298377268937
2023-09-11,35.070899878134824
2023-09-12,37.33353857994997
2023-09-13,35.070899878134824
2023-09-14,38.46485793085755
2023-09-15,37.33353857994997
2023-09-16,7.353575780899237
2023-09-17,2.828298377268937
2023-09-18,33.93958052722725
2023-09-19,36.2022192290424
2023-09-20,39.030517606311335
2023-09-21,38.46485793085755
2023-09-22,40.7274966326727
2023-09-23,7.353575780899237
2023-09-24,3.393958052722725
2023-09-25,36.2022192290424
2023-09-26,37.33353857994997
2023-09-27,39.59617728176512
2023-09-28,37.89919825540376
2023-09-29,36.2022192290424
2023-09-30,6.78791610544545
2023-10-01,2.26263870181515
2023-10-02,36.2022192290424
2023-10-03,42.42447565903406
2023-10-04,40.7274966326727
2023-10-05,40.7274966326727
2023-10-06,42.990135334487846
2023-10-07,7.919235456353025
2023-10-08,2.828298377268937
2023-10-09,36.2022192290424
2023-10-10,40.7274966326727
2023-10-11,41.293156308126484
2023-10-12,39.59617728176512
2023-10-13,41.85881598358027
2023-10-14,7.353575780899237
2023-10-15,2.828298377268937
2023-10-16,36.2022192290424
2023-10-17,41.85881598358027
2023-10-18,39.59617728176512
2023-10-19,38.46485793085755
2023-10-20,36.767878904496186
2023-10-21,6.78791610544545
2023-10-22,2.828298377268937
2023-10-23,37.33353857994997
2023-10-24,41.293156308126484
2023-10-25,36.767878904496186
2023-10-26,39.030517606311335
2023-10-27,39.59617728176512
2023-10-28,7.353575780899237
2023-10-29,2.828298377268937
2023-10-30,39.030517606311335
2023-10-31,45.252774036302995
2023-11-01,44.12145468539542
2023-11-02,43.55579500994163
2023-11-03,42.990135334487846
2023-11-04,7.919235456353025
2023-11-05,3.393958052722725
2023-11-06,39.59617728176512
2023-11-07,40.16183695721891
2023-11-08,39.59617728176512
2023-11-09,38.46485793085755
2023-11-10,40.16183695721891
2023-11-11,7.919235456353025
2023-11-12,2.828298377268937
2023-11-13,36.767878904496186
2023-11-14,46.38409338721058
2023-11-15,47.51541273811815
2023-11-16,45.252774036302995
2023-11-17,40.7274966326727
2023-11-18,9.0505548072606
2023-11-19,2.828298377268937
2023-11-20,39.59617728176512
2023-11-21,42.990135334487846
2023-11-22,41.293156308126484
2023-11-23,9.0505548072606
2023-11-24,30.545622474504523
2023-11-25,7.919235456353025
2023-11-26,3.393958052722725
2023-11-27,35.070899878134824
2023-11-28,40.7274966326727
2023-11-29,41.85881598358027
2023-11-30,42.42447565903406
2023-12-01,44.12145468539542
2023-12-02,9.0505548072606
2023-12-03,3.393958052722725
2023-12-04,39.59617728176512
2023-12-05,41.85881598358027
2023-12-06,40.16183695721891
2023-12-07,39.030517606311335
2023-12-08,41.85881598358027
2023-12-09,8.484895131806812
2023-12-10,2.828298377268937
2023-12-11,36.2022192290424
2023-12-12,39.030517606311335
2023-12-13,46.949753062664364
2023-12-14,52.04069014174845
2023-12-15,50.909370790840875
2023-12-16,10.747533833621961
2023-12-17,3.393958052722725
2023-12-18,40.16183695721891
2023-12-19,45.252774036302995
2023-12-20,54.868988519017385
2023-12-21,52.04069014174845
2023-12-22,52.817761170765685
2023-12-23,11.456662499386374
2023-12-24,4.051260915819864
2023-12-25,3.354140667746648
2023-12-26,43.038169005252634
2023-12-27,52.817761170765685
2023-12-28,47.372259758799395
2023-12-29,47.78655016914571
2023-12-30,10.062422003239943
2023-12-31,3.354140667746648
2024-01-01,5.031211001619972
2024-01-02,43.32099884297953
2024-01-03,45.69518942492607
2024-01-04,45.41235958719918
2024-01-05,47.372259758799395
2024-01-06,9.082471917439836
2024-01-07,2.6570204196734326
2024-01-08,35.34993758395923
2024-01-09,39.96685817523288
2024-01-10,41.6439285091062
2024-01-11,43.038169005252634
2024-01-12,40.3811485855792
2024-01-13,8.38535166936662
2024-01-14,3.071310830019754
2024-01-15,15.790753252933131
2024-01-16,36.329887669759344
2024-01-17,38.986908089432774
2024-01-18,40.3811485855792
2024-01-19,42.34104875717942
2024-01-20,9.082471917439836
2024-01-21,3.314323282770571
2024-01-22,38.943298572554205
2024-01-23,43.08620267601742
2024-01-24,44.74336431740271
2024-01-25,43.08620267601742
2024-01-26,38.943298572554205
2024-01-27,8.285808206926427
2024-01-28,2.485742462077928
2024-01-29,29.828909544935136
2024-01-30,36.45755611047628
2024-01-31,37.28613693116892
2024-02-01,35.62897528978364
2024-02-02,37.28613693116892
2024-02-03,7.457227386233784
2024-02-04,2.485742462077928
2024-02-05,29.828909544935136
2024-02-06,33.14323282770571
2024-02-07,32.314652007013066
2024-02-08,33.97181364839835
2024-02-09,33.14323282770571
2024-02-10,6.628646565541142
2024-02-11,2.485742462077928
2024-02-12,28.171747903549853
2024-02-13,37.28613693116892
2024-02-14,38.943298572554205
2024-02-15,35.62897528978364
2024-02-16,36.45755611047628
2024-02-17,7.457227386233784
2024-02-18,2.485742462077928
2024-02-19,14.914454772467568
2024-02-20,31.486071186320423
2024-02-21,32.314652007013066
2024-02-22,34.800394469090996
2024-02-23,36.45755611047628
2024-02-24,7.457227386233784
2024-02-25,3.314323282770571
2024-02-26,31.486071186320423
2024-02-27,32.314652007013066
2024-02-28,30.65749036562778
2024-02-29,33.97181364839835
2024-03-01,33.14323282770571
2024-03-02,6.628646565541142
2024-03-03,2.485742462077928
2024-03-04,29.000328724242497
2024-03-05,32.314652007013066
2024-03-06,34.800394469090996
2024-03-07,32.314652007013066
2024-03-08,34.800394469090996
2024-03-09,6.628646565541142
2024-03-10,2.485742462077928
2024-03-11,29.000328724242497
2024-03-12,33.14323282770571
2024-03-13,34.800394469090996
2024-03-14,32.314652007013066
2024-03-15,30.65749036562778
2024-03-16,5.800065744848499
2024-03-17,2.485742462077928
2024-03-18,30.65749036562778
2024-03-19,34.800394469090996
2024-03-20,35.62897528978364
2024-03-21,36.45755611047628
2024-03-22,36.45755611047628
2024-03-23,6.628646565541142
2024-03-24,3.314323282770571
2024-03-25,30.65749036562778
2024-03-26,33.97181364839835
2024-03-27,35.62897528978364
2024-03-28,37.28613693116892
2024-03-29,23.200262979393997
2024-03-30,4.971484924155856
2024-03-31,1.6571616413852854
2024-04-01,29.828909544935136
2024-04-02,32.314652007013066
2024-04-03,32.314652007013066
2024-04-04,33.14323282770571
2024-04-05,38.943298572554205
2024-04-06,6.628646565541142
2024-04-07,3.314323282770571
2024-04-08,28.171747903549853
2024-04-09,36.45755611047628
2024-04-10,38.11471775186156
2024-04-11,36.45755611047628
2024-04-12,34.800394469090996
2024-04-13,6.628646565541142
2024-04-14,3.314323282770571
2024-04-15,32.314652007013066
2024-04-16,36.45755611047628
2024-04-17,33.14323282770571
2024-04-18,33.14323282770571
2024-04-19,32.314652007013066
2024-04-20,5.800065744848499
2024-04-21,2.485742462077928
2024-04-22,30.65749036562778
2024-04-23,40.60046021393949
2024-04-24,33.14323282770571
2024-04-25,36.45755611047628
2024-04-26,35.62897528978364
2024-04-27,5.800065744848499
2024-04-28,2.485742462077928
2024-04-29,30.65749036562778
2024-04-30,33.97181364839835
2024-05-01,36.45755611047628
2024-05-02,35.62897528978364
2024-05-03,36.45755611047628
2024-05-04,6.628646565541142
2024-05-05,2.485742462077928
2024-05-06,31.486071186320423
2024-05-07,36.45755611047628
2024-05-08,32.314652007013066
2024-05-09,33.14323282770571
2024-05-10,32.314652007013066
2024-05-11,6.628646565541142
2024-05-12,2.485742462077928
2024-05-13,29.828909544935136
2024-05-14,33.14323282770571
2024-05-15,37.28613693116892
2024-05-16,42.25762185532478
2024-05-17,38.11471775186156
2024-05-18,7.457227386233784
2024-05-19,2.485742462077928
2024-05-20,31.486071186320423
2024-05-21,34.800394469090996
2024-05-22,36.45755611047628
2024-05-23,35.62897528978364
2024-05-24,34.800394469090996
2024-05-25,6.628646565541142
2024-05-26,2.485742462077928
2024-05-27,4.142904103463214
2024-05-28,29.828909544935136
2024-05-29,33.97181364839835
2024-05-30,34.800394469090996
2024-05-31,37.28613693116892
2024-06-01,7.457227386233784
2024-06-02,3.314323282770571
2024-06-03,31.486071186320423
2024-06-04,36.45755611047628
2024-06-05,33.97181364839835
2024-06-06,33.97181364839835
2024-06-07,33.14323282770571
2024-06-08,5.800065744848499
2024-06-09,2.485742462077928
2024-06-10,30.65749036562778
2024-06-11,33.14323282770571
2024-06-12,37.28613693116892
2024-06-13,34.800394469090996
2024-06-14,31.486071186320423
2024-06-15,5.800065744848499
2024-06-16,2.485742462077928
2024-06-17,30.65749036562778
2024-06-18,32.314652007013066
2024-06-19,23.200262979393997
2024-06-20,33.14323282770571
2024-06-21,32.314652007013066
2024-06-22,5.800065744848499
2024-06-23,2.485742462077928
2024-06-24,31.486071186320423
2024-06-25,32.314652007013066
2024-06-26,30.65749036562778
2024-06-27,31.486071186320423
2024-06-28,31.486071186320423
2024-06-29,5.800065744848499
2024-06-30,1.6571616413852854
2024-07-01,29.000328724242497
2024-07-02,29.000328724242497
2024-07-03,28.171747903549853
2024-07-04,6.628646565541142
2024-07-05,28.171747903549853
2024-07-06,5.800065744848499
2024-07-07,2.485742462077928
2024-07-08,28.171747903549853
2024-07-09,29.828909544935136
2024-07-10,33.97181364839835
2024-07-11,36.45755611047628
2024-07-12,37.28613693116892
2024-07-13,6.628646565541142
2024-07-14,3.314323282770571
2024-07-15,33.97181364839835
2024-07-16,40.60046021393949
2024-07-17,43.08620267601742
2024-07-18,43.914783496710065
2024-07-19,36.45755611047628
2024-07-20,7.457227386233784
2024-07-21,2.485742462077928
2024-07-22,34.800394469090996
2024-07-23,33.97181364839835
2024-07-24,35.62897528978364
2024-07-25,42.25762185532478
2024-07-26,40.60046021393949
2024-07-27,6.628646565541142
2024-07-28,2.485742462077928
2024-07-29,33.14323282770571
2024-07-30,34.800394469090996
2024-07-31,38.11471775186156
2024-08-01,37.28613693116892
2024-08-02,47.22910677948064
2024-08-03,8.285808206926427
2024-08-04,3.314323282770571
2024-08-05,82.85808206926427
2024-08-06,72.91511222095257
2024-08-07,50.543430062251204
2024-08-08,53.029172524329134
2024-08-09,49.71484924155856
2024-08-10,9.11438902761907
2024-08-11,4.142904103463214
2024-08-12,39.77187939324685
2024-08-13,40.60046021393949
2024-08-14,43.08620267601742
2024-08-15,45.57194513809535
2024-08-16,43.08620267601742
2024-08-17,8.285808206926427
2024-08-18,3.4451518334062516
2024-08-19,36.1086799754478
2024-08-20,40.86211731521085
2024-08-21,41.27640772555718
2024-08-22,37.83125589215092
2024-08-23,42.9989836422603
2024-08-24,8.612879583515628
2024-08-25,3.859442243752573
2024-08-26,37.83125589215092
2024-08-27,37.83125589215092
2024-08-28,37.4169654818046
2024-08-29,39.13954139850773
2024-08-30,35.69438956510148
2024-08-31,7.304594077158824
2024-09-01,3.4451518334062516
2024-09-02,5.167727750109377
2024-09-03,34.38610405874468
2024-09-04,37.83125589215092
2024-09-05,35.69438956510148
2024-09-06,37.83125589215092
2024-09-07,6.890303666812503
2024-09-08,3.03086142305993
2024-09-09,33.97181364839835
2024-09-10,38.245546302497246
2024-09-11,41.27640772555718
2024-09-12,37.4169654818046
2024-09-13,37.4169654818046
2024-09-14,6.890303666812503
2024-09-15,2.136866327049447
2024-09-16,33.97181364839835
2024-09-17,33.97181364839835
2024-09-18,48.27573518456608
2024-09-19,41.12377441648222
2024-09-20,42.911764608503184
