Time,kohl_s
2025-02-08,38.13547208766775
2025-02-09,33.16128007623283
2025-02-10,23.212896053362975
2025-02-11,26.52902406098626
2025-02-12,26.52902406098626
2025-02-13,31.503216072421182
2025-02-14,38.13547208766775
2025-02-15,36.477408083856105
2025-02-16,41.45160009529103
2025-02-17,36.477408083856105
2025-02-18,29.845152068609544
2025-02-19,29.845152068609544
2025-02-20,29.845152068609544
2025-02-21,34.819344080044466
2025-02-22,46.42579210672595
2025-02-23,46.42579210672595
2025-02-24,33.16128007623283
2025-02-25,33.16128007623283
2025-02-26,31.503216072421182
2025-02-27,33.16128007623283
2025-02-28,36.477408083856105
2025-03-01,51.39998411816088
2025-03-02,49.741920114349234
2025-03-03,33.16128007623283
2025-03-04,28.1870880647979
2025-03-05,26.52902406098626
2025-03-06,29.845152068609544
2025-03-07,39.79353609147939
2025-03-08,46.42579210672595
2025-03-09,41.45160009529103
2025-03-10,28.1870880647979
2025-03-11,29.845152068609544
2025-03-12,28.1870880647979
2025-03-13,29.845152068609544
2025-03-14,34.819344080044466
2025-03-15,41.45160009529103
2025-03-16,48.083856110537596
2025-03-17,33.16128007623283
2025-03-18,31.503216072421182
2025-03-19,31.503216072421182
2025-03-20,31.503216072421182
2025-03-21,33.16128007623283
2025-03-22,46.42579210672595
2025-03-23,51.39998411816088
2025-03-24,33.16128007623283
2025-03-25,33.16128007623283
2025-03-26,39.79353609147939
2025-03-27,38.13547208766775
2025-03-28,39.79353609147939
2025-03-29,49.741920114349234
2025-03-30,48.083856110537596
2025-03-31,31.503216072421182
2025-04-01,28.1870880647979
2025-04-02,28.1870880647979
2025-04-03,31.503216072421182
2025-04-04,31.503216072421182
2025-04-05,41.45160009529103
2025-04-06,48.083856110537596
2025-04-07,29.845152068609544
2025-04-08,28.1870880647979
2025-04-09,28.1870880647979
2025-04-10,31.503216072421182
2025-04-11,33.16128007623283
2025-04-12,41.45160009529103
2025-04-13,41.45160009529103
2025-04-14,29.845152068609544
2025-04-15,29.948781068847772
2025-04-16,31.52912332248074
2025-04-17,31.52912332248074
2025-04-18,37.850492337012625
2025-04-19,48.083856110537596
2025-04-20,52.07357261970935
2025-04-21,31.52912332248074
2025-04-22,31.52912332248074
2025-04-23,29.948781068847772
2025-04-24,30.777813070753588
2025-04-25,32.35815532438656
2025-04-26,41.011176844278566
2025-04-27,45.75220360517747
2025-04-28,29.948781068847772
2025-04-29,29.19747081712062
2025-04-30,33.10946557611371
2025-05-01,44.17186135154451
2025-05-02,39.43083459064559
2025-05-03,44.17186135154451
2025-05-04,48.083856110537596
2025-05-05,31.52912332248074
2025-05-06,28.3684388152148
2025-05-07,30.777813070753588
2025-05-08,29.948781068847772
2025-05-09,34.689807829746684
2025-05-10,52.82488287143651
2025-05-11,46.50351385690462
2025-05-12,31.52912332248074
2025-05-13,31.52912332248074
2025-05-14,31.52912332248074
2025-05-15,33.0576510759946
2025-05-16,34.560271579448894
2025-05-17,40.5707535932661
2025-05-18,46.58123560708329
2025-05-19,31.555030572540296
2025-05-20,28.5497895656317
2025-05-21,28.5497895656317
2025-05-22,31.555030572540296
2025-05-23,33.0576510759946
2025-05-24,39.068133089811795
2025-05-25,45.078615103629
2025-05-26,51.089097117446194
2025-05-27,33.0576510759946
2025-05-28,33.0576510759946
2025-05-29,31.555030572540296
2025-05-30,31.555030572540296
2025-05-31,39.068133089811795
2025-06-01,42.0733740967204
2025-06-02,30.052410069085997
2025-06-03,30.052410069085997
2025-06-04,30.052410069085997
2025-06-05,34.560271579448894
2025-06-06,36.0628920829032
2025-06-07,40.5707535932661
2025-06-08,43.575994600174695
2025-06-09,33.0576510759946
2025-06-10,33.0576510759946
2025-06-11,31.555030572540296
2025-06-12,33.0576510759946
2025-06-13,34.560271579448894
2025-06-14,42.0733740967204
2025-06-15,48.083856110537596
2025-06-16,33.0576510759946
2025-06-17,28.5497895656317
2025-06-18,30.052410069085997
2025-06-19,34.560271579448894
2025-06-20,33.0576510759946
2025-06-21,40.5707535932661
2025-06-22,42.0733740967204
2025-06-23,30.052410069085997
2025-06-24,28.5497895656317
2025-06-25,28.5497895656317
2025-06-26,30.052410069085997
2025-06-27,31.555030572540296
2025-06-28,37.5655125863575
2025-06-29,42.0733740967204
2025-06-30,30.052410069085997
2025-07-01,31.555030572540296
2025-07-02,31.555030572540296
2025-07-03,37.5655125863575
2025-07-04,51.089097117446194
2025-07-05,34.560271579448894
2025-07-06,43.575994600174695
2025-07-07,33.0576510759946
2025-07-08,33.0576510759946
2025-07-09,31.555030572540296
2025-07-10,36.0628920829032
2025-07-11,39.068133089811795
2025-07-12,42.0733740967204
2025-07-13,42.0733740967204
2025-07-14,34.560271579448894
2025-07-15,31.555030572540296
2025-07-16,33.0576510759946
2025-07-17,34.560271579448894
2025-07-18,34.560271579448894
2025-07-19,46.58123560708329
2025-07-20,52.591717620900496
2025-07-21,40.5707535932661
2025-07-22,42.0733740967204
2025-07-23,39.068133089811795
2025-07-24,34.560271579448894
2025-07-25,34.560271579448894
2025-07-26,39.068133089811795
2025-07-27,49.5864766139919
2025-07-28,34.560271579448894
2025-07-29,31.555030572540296
2025-07-30,31.555030572540296
2025-07-31,36.0628920829032
2025-08-01,40.5707535932661
2025-08-02,46.58123560708329
2025-08-03,52.591717620900496
2025-08-04,34.560271579448894
2025-08-05,36.0628920829032
2025-08-06,33.0576510759946
2025-08-07,34.560271579448894
2025-08-08,36.0628920829032
2025-08-09,45.078615103629
2025-08-10,52.591717620900496
2025-08-11,36.0628920829032
2025-08-12,33.0576510759946
2025-08-13,34.560271579448894
2025-08-14,34.560271579448894
2025-08-15,36.0628920829032
2025-08-16,42.0733740967204
2025-08-17,48.083856110537596
2025-08-18,33.0576510759946
2025-08-19,30.052410069085997
2025-08-20,27.047169062177396
2025-08-21,28.5497895656317
2025-08-22,27.047169062177396
2025-08-23,36.0628920829032
2025-08-24,48.083856110537596
2025-08-25,34.560271579448894
2025-08-26,31.555030572540296
2025-08-27,31.555030572540296
2025-08-28,31.555030572540296
2025-08-29,34.560271579448894
2025-08-30,42.0733740967204
2025-08-31,49.5864766139919
2025-09-01,54.09433812435479
2025-09-02,31.555030572540296
2025-09-03,28.5497895656317
2025-09-04,31.555030572540296
2025-09-05,33.0576510759946
2025-09-06,39.068133089811795
2025-09-07,40.5707535932661
2025-09-08,27.047169062177396
2025-09-09,27.047169062177396
2025-09-10,27.047169062177396
2025-09-11,28.5497895656317
2025-09-12,28.5497895656317
2025-09-13,37.5655125863575
2025-09-14,36.0628920829032
2025-09-15,27.047169062177396
2025-09-16,25.544548558723097
2025-09-17,27.047169062177396
2025-09-18,27.047169062177396
2025-09-19,28.5497895656317
2025-09-20,40.5707535932661
2025-09-21,45.078615103629
2025-09-22,31.555030572540296
2025-09-23,27.047169062177396
2025-09-24,27.047169062177396
2025-09-25,27.047169062177396
2025-09-26,30.052410069085997
2025-09-27,37.5655125863575
2025-09-28,37.5655125863575
2025-09-29,25.544548558723097
2025-09-30,28.5497895656317
2025-10-01,28.5497895656317
2025-10-02,30.052410069085997
2025-10-03,30.052410069085997
2025-10-04,37.5655125863575
2025-10-05,48.083856110537596
2025-10-06,33.0576510759946
2025-10-07,31.555030572540296
2025-10-08,31.555030572540296
2025-10-09,33.0576510759946
2025-10-10,40.5707535932661
2025-10-11,43.575994600174695
2025-10-12,42.0733740967204
2025-10-13,36.0628920829032
2025-10-14,33.0576510759946
2025-10-15,31.555030572540296
2025-10-16,33.0576510759946
2025-10-17,34.560271579448894
2025-10-18,43.575994600174695
2025-10-19,51.089097117446194
2025-10-20,34.560271579448894
2025-10-21,33.0576510759946
2025-10-22,31.555030572540296
2025-10-23,34.560271579448894
2025-10-24,36.0628920829032
2025-10-25,43.575994600174695
2025-10-26,48.083856110537596
2025-10-27,33.0576510759946
2025-10-28,30.052410069085997
2025-10-29,33.0576510759946
2025-10-30,36.0628920829032
2025-10-31,36.0628920829032
2025-11-01,45.078615103629
2025-11-02,48.083856110537596
2025-11-03,36.0628920829032
2025-11-04,33.0576510759946
2025-11-05,33.0576510759946
2025-11-06,37.5655125863575
2025-11-07,46.58123560708329
2025-11-08,60.104820138171995
2025-11-09,58.60219963471769
2025-11-10,48.083856110537596
2025-11-11,52.591717620900496
2025-11-12,42.0733740967204
2025-11-13,40.5707535932661
2025-11-14,45.078615103629
2025-11-15,52.591717620900496
2025-11-16,61.6074406416263
2025-11-17,43.575994600174695
2025-11-18,40.5707535932661
2025-11-19,43.575994600174695
2025-11-20,43.575994600174695
2025-11-21,46.58123560708329
2025-11-22,61.6074406416263
2025-11-23,64.61268164853489
2025-11-24,55.596958627809094
2025-11-25,57.0995791312634
2025-11-26,67.6179226554435
2025-11-27,84.1467481934408
2025-11-28,150.26205034543
2025-11-29,105.18343524180099
2025-11-30,91.65985071071229
2025-12-01,88.65460970380369
2025-12-02,78.13626617962359
2025-12-03,66.1153021519892
2025-12-04,67.6179226554435
2025-12-05,58.60219963471769
2025-12-06,91.65985071071229
2025-12-07,82.64412768998649
2025-12-08,60.104820138171995
2025-12-09,57.0995791312634
2025-12-10,60.104820138171995
2025-12-11,62.986990753519585
2025-12-12,62.986990753519585
2025-12-13,86.30556259880223
2025-12-14,82.70747808328264
2025-12-15,61.1879484957598
2025-12-16,56.83855372851306
2025-12-17,54.288201219026114
2025-12-18,58.63759598627285
2025-12-19,60.43663824403264
2025-12-20,83.98265433802612
2025-12-21,81.43230182853918
2025-12-22,70.93447003628592
2025-12-23,74.00868854878917
2025-12-24,104.2270076708055
2025-12-25,41.99132716901306
2025-12-26,60.43663824403264
2025-12-27,53.76433521600979
2025-12-28,49.41494044876306
2025-12-29,45.58941168453264
2025-12-30,46.34072193625979
2025-12-31,53.76433521600979
2026-01-01,55.563377473769584
2026-01-02,43.26650342375653
2026-01-03,42.515193172029385
2026-01-04,40.19228491125327
2026-01-05,27.667966612529376
2026-01-06,20.99566358450653
2026-01-07,19.720487329763056
2026-01-08,18.445311075019585
2026-01-09,20.99566358450653
2026-01-10,24.097836138750786
2026-01-11,26.193300150816075
2026-01-12,18.859176108587572
2026-01-13,18.859176108587572
2026-01-14,15.715980090489644
2026-01-15,18.859176108587572
2026-01-16,20.954640120652858
2026-01-17,23.050104132718143
2026-01-18,23.050104132718143
2026-01-19,20.954640120652858
2026-01-20,14.668248084457002
2026-01-21,15.715980090489644
2026-01-22,15.715980090489644
2026-01-23,15.715980090489644
2026-01-24,19.906908114620215
2026-01-25,17.81144410255493
2026-01-26,16.763712096522287
2026-01-27,16.763712096522287
2026-01-28,14.668248084457002
2026-01-29,15.715980090489644
2026-01-30,16.763712096522287
2026-01-31,22.0023721266855
2026-02-01,23.050104132718143
2026-02-02,14.668248084457002
2026-02-03,13.620516078424359
2026-02-04,13.620516078424359
2026-02-05,14.668248084457002
2026-02-06,14.668248084457002
2026-02-07,17.81144410255493
2026-02-08,16.763712096522287
2026-02-09,11.525052066359072
2026-02-10,13.620516078424359
2026-02-11,13.620516078424359
2026-02-12,14.668248084457002
2026-02-13,15.715980090489644
2026-02-14,19.906908114620215
2026-02-15,19.906908114620215
2026-02-16,17.81144410255493
2026-02-17,13.620516078424359
2026-02-18,13.620516078424359
2026-02-19,13.620516078424359
2026-02-20,15.715980090489644
2026-02-21,23.050104132718143
2026-02-22,16.763712096522287
2026-02-23,12.572784072391716
2026-02-24,11.525052066359072
2026-02-25,13.620516078424359
2026-02-26,14.668248084457002
2026-02-27,14.668248084457002
2026-02-28,18.859176108587572
2026-03-01,17.81144410255493
2026-03-02,13.620516078424359
2026-03-03,11.525052066359072
2026-03-04,14.668248084457002
2026-03-05,14.668248084457002
2026-03-06,15.715980090489644
2026-03-07,19.906908114620215
2026-03-08,18.859176108587572
2026-03-09,13.620516078424359
2026-03-10,13.620516078424359
2026-03-11,13.620516078424359
2026-03-12,13.620516078424359
2026-03-13,14.668248084457002
2026-03-14,19.906908114620215
2026-03-15,18.859176108587572
2026-03-16,15.715980090489644
2026-03-17,14.668248084457002
2026-03-18,14.668248084457002
2026-03-19,14.668248084457002
2026-03-20,16.763712096522287
2026-03-21,19.906908114620215
2026-03-22,19.906908114620215
2026-03-23,13.620516078424359
2026-03-24,13.620516078424359
2026-03-25,15.715980090489644
2026-03-26,14.668248084457002
2026-03-27,15.715980090489644
2026-03-28,18.859176108587572
2026-03-29,20.954640120652858
2026-03-30,14.668248084457002
2026-03-31,14.668248084457002
2026-04-01,15.715980090489644
2026-04-02,15.715980090489644
2026-04-03,19.906908114620215
2026-04-04,25.145568144783432
2026-04-05,27.241032156848718
2026-04-06,15.715980090489644
2026-04-07,14.668248084457002
2026-04-08,13.620516078424359
2026-04-09,15.715980090489644
2026-04-10,15.715980090489644
2026-04-11,19.906908114620215
2026-04-12,20.954640120652858
2026-04-13,15.715980090489644
2026-04-14,13.620516078424359
2026-04-15,13.620516078424359
2026-04-16,15.715980090489644
2026-04-17,16.763712096522287
2026-04-18,18.859176108587572
2026-04-19,19.906908114620215
2026-04-20,14.668248084457002
2026-04-21,13.620516078424359
2026-04-22,13.620516078424359
2026-04-23,15.715980090489644
2026-04-24,15.715980090489644
2026-04-25,20.954640120652858
2026-04-26,23.050104132718143
2026-04-27,15.715980090489644
2026-04-28,13.620516078424359
2026-04-29,14.668248084457002
2026-04-30,19.906908114620215
2026-05-01,19.906908114620215
2026-05-02,23.050104132718143
2026-05-03,23.050104132718143
2026-05-04,16.763712096522287
2026-05-05,14.668248084457002
2026-05-06,15.715980090489644
2026-05-07,15.715980090489644
2026-05-08,16.763712096522287
2026-05-09,22.0023721266855
2026-05-10,19.906908114620215
2026-05-11,15.715980090489644
2026-05-12,15.715980090489644
2026-05-13,15.715980090489644
2026-05-14,15.715980090489644
2026-05-15,17.81144410255493
2026-05-16,22.0023721266855
2026-05-17,23.050104132718143
2026-05-18,15.715980090489644
2026-05-19,15.715980090489644
2026-05-20,14.668248084457002
2026-05-21,15.715980090489644
2026-05-22,17.81144410255493
2026-05-23,19.906908114620215
2026-05-24,24.097836138750786
2026-05-25,26.193300150816075
2026-05-26,14.668248084457002
2026-05-27,14.668248084457002
2026-05-28,14.668248084457002
2026-05-29,16.763712096522287
2026-05-30,18.859176108587572
2026-05-31,22.0023721266855
