,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,seg_11,seg_12
amber_heard,1.9943910256410255,1.9166666666666667,1.7508012820512822,1.6217948717948718,1.4719551282051282,1.3373397435897436,1.2628205128205128,1.2115384615384615,1.189102564102564,1.1586538461538463,1.1458333333333333,1.1049679487179487
amber_rose,1.5633012820512822,1.5552884615384615,1.5064102564102564,1.4791666666666667,1.4375,1.4182692307692308,1.3557692307692308,1.2924679487179487,1.263621794871795,1.2620192307692308,1.2668269230769231,1.2892628205128205
amc,1.5713141025641026,1.595352564102564,1.592147435897436,1.5705128205128205,1.547275641025641,1.4935897435897436,1.4631410256410255,1.4831730769230769,1.4439102564102564,1.4262820512820513,1.4158653846153846,1.4094551282051282
american_airlines,1.6033653846153846,1.611378205128205,1.6193910256410255,1.5889423076923077,1.5552884615384615,1.517628205128205,1.4623397435897436,1.4342948717948718,1.4286858974358974,1.4118589743589745,1.407852564102564,1.4030448717948718
apple,1.2019230769230769,1.2123397435897436,1.2580128205128205,1.2980769230769231,1.392628205128205,1.4503205128205128,1.5168269230769231,1.576121794871795,1.5977564102564104,1.5929487179487178,1.6362179487179487,1.6666666666666667
apple_stock,1.5456730769230769,1.513621794871795,1.5032051282051282,1.4799679487179487,1.467147435897436,1.4559294871794872,1.4591346153846154,1.435897435897436,1.4318910256410255,1.452724358974359,1.484775641025641,1.5184294871794872
arizona_election_results,1.189102564102564,1.1875,1.1923076923076923,1.2107371794871795,1.2307692307692308,1.248397435897436,1.2564102564102564,1.2307692307692308,1.3165064102564104,1.3693910256410255,1.3814102564102564,1.4118589743589745
arizona_governor_race,1.2734375,1.2723214285714286,1.2890625,1.296875,1.2935267857142858,1.2924107142857142,1.3102678571428572,1.2511160714285714,1.2399553571428572,1.2511160714285714,1.2611607142857142,1.2087053571428572
arsenal_vs_real_madrid,1.3253205128205128,1.3133012820512822,1.3317307692307692,1.3365384615384615,1.3229166666666667,1.3036858974358974,1.3036858974358974,1.3044871794871795,1.3157051282051282,1.3349358974358974,1.3693910256410255,1.4262820512820513
artistic_swimming_olympics,1.2148362235067438,1.224470134874759,1.247591522157996,1.25626204238921,1.2533718689788054,1.25626204238921,1.24373795761079,1.2389210019267822,1.24373795761079,1.2283236994219653,1.2235067437379576,1.235067437379576
atlanta_braves,1.560897435897436,1.6193910256410255,1.669871794871795,1.6794871794871795,1.642628205128205,1.5929487179487178,1.5008012820512822,1.3822115384615385,1.2540064102564104,1.15625,1.1586538461538463,1.2243589743589745
auburn_basketball,1.6378205128205128,1.576121794871795,1.517628205128205,1.4975961538461537,1.4991987179487178,1.5104166666666667,1.5456730769230769,1.5592948717948718,1.5905448717948718,1.607371794871795,1.6001602564102564,1.5320512820512822
australian_open,1.2155448717948718,1.1786858974358974,1.1810897435897436,1.1810897435897436,1.1899038461538463,1.205128205128205,1.2307692307692308,1.2668269230769231,1.327724358974359,1.342147435897436,1.3549679487179487,1.4302884615384615
australian_open_2022,1.3068910256410255,1.267628205128205,1.2868589743589745,1.263621794871795,1.251602564102564,1.2411858974358974,1.233974358974359,1.2532051282051282,1.28125,1.2924679487179487,1.326121794871795,1.3629807692307692
baker_mayfield,1.547275641025641,1.5512820512820513,1.5248397435897436,1.4743589743589745,1.4831730769230769,1.513621794871795,1.529647435897436,1.5528846153846154,1.5232371794871795,1.4943910256410255,1.4943910256410255,1.4711538461538463
bank_of_america,1.8942307692307692,1.8557692307692308,1.8213141025641026,1.7443910256410255,1.6610576923076923,1.5681089743589745,1.4479166666666667,1.3253205128205128,1.21875,1.1650641025641026,1.1594551282051282,1.1322115384615385
bath_and_body_works,1.3325320512820513,1.3333333333333333,1.3237179487179487,1.3221153846153846,1.3157051282051282,1.3293269230769231,1.373397435897436,1.407852564102564,1.40625,1.4030448717948718,1.3846153846153846,1.3245192307692308
batman,1.5128205128205128,1.501602564102564,1.451121794871795,1.4126602564102564,1.4278846153846154,1.4575320512820513,1.4334935897435896,1.4375,1.4431089743589745,1.4471153846153846,1.455128205128205,1.467147435897436
bengals,1.3878205128205128,1.3629807692307692,1.376602564102564,1.4110576923076923,1.455128205128205,1.501602564102564,1.5272435897435896,1.5288461538461537,1.5272435897435896,1.4935897435897436,1.470352564102564,1.453525641025641
best_buy,1.4334935897435896,1.4054487179487178,1.3894230769230769,1.3862179487179487,1.34375,1.3381410256410255,1.3830128205128205,1.4262820512820513,1.4487179487179487,1.4735576923076923,1.4607371794871795,1.3974358974358974
biden,1.7163461538461537,1.6458333333333333,1.564102564102564,1.4935897435897436,1.435897435897436,1.3637820512820513,1.3149038461538463,1.297275641025641,1.3197115384615385,1.3245192307692308,1.3044871794871795,1.359775641025641
bitcoin,1.5400641025641026,1.513621794871795,1.4975961538461537,1.4375,1.4150641025641026,1.3846153846153846,1.3717948717948718,1.3605769230769231,1.4086538461538463,1.452724358974359,1.4767628205128205,1.5080128205128205
bitcoin_price,1.4567307692307692,1.4583333333333333,1.4375,1.4174679487179487,1.4278846153846154,1.3709935897435896,1.3669871794871795,1.3621794871794872,1.421474358974359,1.4751602564102564,1.4991987179487178,1.5120192307692308
black_panther,1.6955128205128205,1.641025641025641,1.53125,1.419871794871795,1.3838141025641026,1.3782051282051282,1.391025641025641,1.404647435897436,1.4471153846153846,1.4607371794871795,1.4318910256410255,1.376602564102564
blooket,1.373397435897436,1.3918269230769231,1.3894230769230769,1.4118589743589745,1.4399038461538463,1.4727564102564104,1.5224358974358974,1.5496794871794872,1.5616987179487178,1.5841346153846154,1.6041666666666667,1.6241987179487178
blooket_join,1.2780448717948718,1.298878205128205,1.328525641025641,1.3709935897435896,1.4350961538461537,1.4927884615384615,1.5528846153846154,1.6041666666666667,1.6330128205128205,1.6594551282051282,1.7043269230769231,1.7283653846153846
boebert,1.7195512820512822,1.6362179487179487,1.5416666666666667,1.4855769230769231,1.4118589743589745,1.3806089743589745,1.3317307692307692,1.3157051282051282,1.2804487179487178,1.310897435897436,1.2491987179487178,1.1947115384615385
boebert_election,1.234775641025641,1.2307692307692308,1.2379807692307692,1.2299679487179487,1.234775641025641,1.2443910256410255,1.2251602564102564,1.232371794871795,1.21875,1.2395833333333333,1.2139423076923077,1.1875
boston_celtics,1.4871794871794872,1.482371794871795,1.4871794871794872,1.4903846153846154,1.4575320512820513,1.4086538461538463,1.3854166666666667,1.3565705128205128,1.3116987179487178,1.3084935897435896,1.310897435897436,1.3149038461538463
breakfast_near_me,1.6081730769230769,1.6041666666666667,1.5985576923076923,1.580128205128205,1.5665064102564104,1.5216346153846154,1.4711538461538463,1.4142628205128205,1.3934294871794872,1.3814102564102564,1.3605769230769231,1.3549679487179487
brendan_fraser,1.5809294871794872,1.548878205128205,1.5224358974358974,1.4967948717948718,1.46875,1.4495192307692308,1.4943910256410255,1.4743589743589745,1.4342948717948718,1.4294871794871795,1.4206730769230769,1.4286858974358974
britney_spears,1.7451923076923077,1.6690705128205128,1.625,1.5512820512820513,1.4519230769230769,1.4014423076923077,1.3629807692307692,1.3068910256410255,1.263621794871795,1.3405448717948718,1.4006410256410255,1.421474358974359
btc,1.3565705128205128,1.3533653846153846,1.361378205128205,1.4014423076923077,1.4126602564102564,1.3838141025641026,1.4150641025641026,1.4230769230769231,1.4991987179487178,1.5841346153846154,1.6418269230769231,1.657852564102564
btc_price,1.2780448717948718,1.2820512820512822,1.3293269230769231,1.359775641025641,1.391025641025641,1.3605769230769231,1.4022435897435896,1.4399038461538463,1.5264423076923077,1.6033653846153846,1.6594551282051282,1.6955128205128205
buffalo_wild_wings,1.6225961538461537,1.6177884615384615,1.6137820512820513,1.6041666666666667,1.5745192307692308,1.517628205128205,1.4807692307692308,1.4495192307692308,1.3966346153846154,1.3685897435897436,1.3293269230769231,1.3084935897435896
calculator,1.6105769230769231,1.548878205128205,1.5088141025641026,1.482371794871795,1.455128205128205,1.4663461538461537,1.4879807692307692,1.4751602564102564,1.4447115384615385,1.4014423076923077,1.3549679487179487,1.3293269230769231
candy_hulu,1.5713141025641026,1.5144230769230769,1.4342948717948718,1.3661858974358974,1.3445512820512822,1.298878205128205,1.2708333333333333,1.2772435897435896,1.3205128205128205,1.3173076923076923,1.3477564102564104,1.3052884615384615
canelo,1.205128205128205,1.2211538461538463,1.233974358974359,1.2459935897435896,1.2083333333333333,1.2155448717948718,1.2163461538461537,1.2508012820512822,1.265224358974359,1.3060897435897436,1.361378205128205,1.4455128205128205
canelo_vs_bivol,1.314102564102564,1.314102564102564,1.3213141025641026,1.3461538461538463,1.3397435897435896,1.3253205128205128,1.3245192307692308,1.3349358974358974,1.3237179487179487,1.314102564102564,1.2868589743589745,1.3189102564102564
canva,0.8333333333333334,0.8958333333333334,1.0825320512820513,1.2491987179487178,1.3782051282051282,1.5,1.6025641025641026,1.6594551282051282,1.7219551282051282,1.8165064102564104,1.9350961538461537,2.1009615384615383
capital_one,1.6201923076923077,1.625,1.6025641025641026,1.578525641025641,1.5592948717948718,1.5144230769230769,1.455128205128205,1.3958333333333333,1.3830128205128205,1.375,1.3645833333333333,1.3661858974358974
carhartt,1.2195512820512822,1.1690705128205128,1.1586538461538463,1.1947115384615385,1.2275641025641026,1.2804487179487178,1.3565705128205128,1.4030448717948718,1.4166666666666667,1.4118589743589745,1.391025641025641,1.359775641025641
carvana,1.748397435897436,1.7475961538461537,1.7043269230769231,1.5897435897435896,1.5064102564102564,1.4383012820512822,1.3469551282051282,1.266025641025641,1.2700320512820513,1.3373397435897436,1.3790064102564104,1.3870192307692308
celtics,1.4719551282051282,1.4735576923076923,1.4751602564102564,1.46875,1.4455128205128205,1.421474358974359,1.3950320512820513,1.3934294871794872,1.3822115384615385,1.3998397435897436,1.4294871794871795,1.4695512820512822
celtics_vs_warriors,1.375,1.3774038461538463,1.3637820512820513,1.3349358974358974,1.3461538461538463,1.3076923076923077,1.2908653846153846,1.2844551282051282,1.297275641025641,1.3357371794871795,1.3581730769230769,1.3341346153846154
champions_league,1.5673076923076923,1.5568910256410255,1.544871794871795,1.5360576923076923,1.5184294871794872,1.5120192307692308,1.5240384615384615,1.5336538461538463,1.5504807692307692,1.5633012820512822,1.5649038461538463,1.5913461538461537
charles_schwab,1.2043269230769231,1.2524038461538463,1.330128205128205,1.3645833333333333,1.4126602564102564,1.4463141025641026,1.4927884615384615,1.5280448717948718,1.6185897435897436,1.7211538461538463,1.8068910256410255,1.9118589743589745
chase,1.4783653846153846,1.4695512820512822,1.4591346153846154,1.467147435897436,1.4543269230769231,1.4607371794871795,1.4447115384615385,1.4495192307692308,1.4399038461538463,1.4567307692307692,1.5048076923076923,1.5256410256410255
chat_gpt,0.7780448717948718,0.8125,0.9270833333333334,1.0849358974358974,1.294871794871795,1.4455128205128205,1.5208333333333333,1.6626602564102564,1.8165064102564104,1.9743589743589745,2.092948717948718,2.1338141025641026
chatgpt,0.6101190476190477,0.6666666666666666,0.8998015873015873,1.1418650793650793,1.3253968253968254,1.4831349206349207,1.6607142857142858,1.7261904761904763,1.8591269841269842,2.0793650793650795,2.1984126984126986,2.2757936507936507
chicago_bears,1.4639423076923077,1.4623397435897436,1.4583333333333333,1.4911858974358974,1.5040064102564104,1.5384615384615385,1.5705128205128205,1.6009615384615385,1.6217948717948718,1.5745192307692308,1.5657051282051282,1.560897435897436
chick_fil_a,1.4615384615384615,1.4767628205128205,1.4943910256410255,1.5056089743589745,1.5112179487179487,1.4903846153846154,1.4639423076923077,1.4599358974358974,1.4350961538461537,1.4278846153846154,1.4375,1.4487179487179487
chiefs,1.498397435897436,1.4607371794871795,1.4623397435897436,1.482371794871795,1.5352564102564104,1.5681089743589745,1.5985576923076923,1.6185897435897436,1.5945512820512822,1.5721153846153846,1.5600961538461537,1.5400641025641026
chinese_spy_balloon,1.2956730769230769,1.3012820512820513,1.3076923076923077,1.328525641025641,1.3581730769230769,1.3389423076923077,1.3165064102564104,1.2892628205128205,1.2876602564102564,1.3092948717948718,1.3165064102564104,1.3060897435897436
cincinnati_bengals,1.5713141025641026,1.5008012820512822,1.484775641025641,1.5056089743589745,1.5416666666666667,1.577724358974359,1.5945512820512822,1.5769230769230769,1.5568910256410255,1.4767628205128205,1.4423076923076923,1.4126602564102564
clemson_football,1.4623397435897436,1.4302884615384615,1.4174679487179487,1.4495192307692308,1.4887820512820513,1.5104166666666667,1.5288461538461537,1.5320512820512822,1.5024038461538463,1.4543269230769231,1.4102564102564104,1.3774038461538463
cleveland_browns,1.4831730769230769,1.4807692307692308,1.4879807692307692,1.5032051282051282,1.5240384615384615,1.5592948717948718,1.6065705128205128,1.6137820512820513,1.5713141025641026,1.5256410256410255,1.5216346153846154,1.532852564102564
clever,1.5,1.4767628205128205,1.4607371794871795,1.486378205128205,1.4959935897435896,1.5256410256410255,1.5721153846153846,1.5809294871794872,1.578525641025641,1.5665064102564104,1.5552884615384615,1.5368589743589745
clima,1.4294871794871795,1.390224358974359,1.3501602564102564,1.3333333333333333,1.3357371794871795,1.3741987179487178,1.4431089743589745,1.4831730769230769,1.5592948717948718,1.6177884615384615,1.6514423076923077,1.6746794871794872
cnbc,1.6658653846153846,1.6290064102564104,1.6017628205128205,1.5657051282051282,1.5400641025641026,1.4807692307692308,1.4158653846153846,1.3485576923076923,1.3373397435897436,1.3213141025641026,1.3189102564102564,1.3341346153846154
cnn,1.766025641025641,1.748397435897436,1.6466346153846154,1.5809294871794872,1.5616987179487178,1.516025641025641,1.4294871794871795,1.375,1.3245192307692308,1.3084935897435896,1.2548076923076923,1.2059294871794872
cnn_election_results,1.3637820512820513,1.345352564102564,1.3397435897435896,1.3325320512820513,1.3125,1.2604166666666667,1.2315705128205128,1.2211538461538463,1.2387820512820513,1.2836538461538463,1.3020833333333333,1.326121794871795
college_basketball,1.5673076923076923,1.5841346153846154,1.5264423076923077,1.4695512820512822,1.4455128205128205,1.4807692307692308,1.5088141025641026,1.5512820512820513,1.5961538461538463,1.6658653846153846,1.7179487179487178,1.7099358974358974
colorado_election_results,1.203525641025641,1.201121794871795,1.2075320512820513,1.2019230769230769,1.1915064102564104,1.1923076923076923,1.1746794871794872,1.1810897435897436,1.2195512820512822,1.279647435897436,1.3125,1.3605769230769231
connections,1.4639423076923077,1.4647435897435896,1.4270833333333333,1.4607371794871795,1.4110576923076923,1.3541666666666667,1.4743589743589745,1.4695512820512822,1.4951923076923077,1.4679487179487178,1.4366987179487178,1.455128205128205
cool_math_games,1.5384615384615385,1.5120192307692308,1.4951923076923077,1.5224358974358974,1.4975961538461537,1.4895833333333333,1.5352564102564104,1.5512820512820513,1.5504807692307692,1.5224358974358974,1.483974358974359,1.4575320512820513
copa_del_rey,1.4559294871794872,1.4118589743589745,1.3966346153846154,1.3838141025641026,1.3701923076923077,1.3653846153846154,1.3774038461538463,1.4070512820512822,1.4503205128205128,1.4879807692307692,1.483974358974359,1.5056089743589745
costco,1.4206730769230769,1.451121794871795,1.4695512820512822,1.4911858974358974,1.4967948717948718,1.4919871794871795,1.5304487179487178,1.5584935897435896,1.5809294871794872,1.5913461538461537,1.6121794871794872,1.6033653846153846
covid_vaccine_near_me,1.3269230769230769,1.330128205128205,1.3549679487179487,1.3878205128205128,1.4599358974358974,1.4895833333333333,1.5168269230769231,1.4791666666666667,1.4463141025641026,1.435897435897436,1.3709935897435896,1.3165064102564104
cowboys,1.423878205128205,1.421474358974359,1.4270833333333333,1.4471153846153846,1.4791666666666667,1.5048076923076923,1.5480769230769231,1.564102564102564,1.5384615384615385,1.5088141025641026,1.4935897435897436,1.4759615384615385
craigslist,2.8838141025641026,2.8517628205128207,2.605769230769231,2.2996794871794872,2.0216346153846154,1.657852564102564,1.2940705128205128,0.9431089743589743,0.6402243589743589,0.33253205128205127,0.19631410256410256,0.1266025641025641
credit_karma,2.3886217948717947,2.2564102564102564,2.1225961538461537,1.9278846153846154,1.6818910256410255,1.4887820512820513,1.282852564102564,1.0897435897435896,0.9535256410256411,0.875801282051282,0.7876602564102564,0.6834935897435898
crumbl_cookies,1.8269230769230769,1.8165064102564104,1.892628205128205,1.8036858974358974,1.6682692307692308,1.5889423076923077,1.4943910256410255,1.358974358974359,1.233974358974359,1.0857371794871795,0.9863782051282052,0.9110576923076923
cvs,1.6594551282051282,1.611378205128205,1.6474358974358974,1.6394230769230769,1.5721153846153846,1.5168269230769231,1.4503205128205128,1.4022435897435896,1.3197115384615385,1.2331730769230769,1.1185897435897436,1.0480769230769231
dahmer,1.6514423076923077,1.5649038461538463,1.4679487179487178,1.4230769230769231,1.4326923076923077,1.4230769230769231,1.3581730769230769,1.3349358974358974,1.2932692307692308,1.1907051282051282,1.1378205128205128,1.0769230769230769
dahmer_netflix,1.2107371794871795,1.2019230769230769,1.2115384615384615,1.2668269230769231,1.3413461538461537,1.4086538461538463,1.455128205128205,1.5048076923076923,1.544871794871795,1.5504807692307692,1.5496794871794872,1.5625
dall_e_mini,1.3157051282051282,1.2892628205128205,1.267628205128205,1.2604166666666667,1.2732371794871795,1.248397435897436,1.2091346153846154,1.1995192307692308,1.205128205128205,1.2307692307692308,1.2604166666666667,1.2708333333333333
davante_adams,1.4118589743589745,1.4310897435897436,1.4150641025641026,1.4134615384615385,1.4583333333333333,1.451121794871795,1.4807692307692308,1.4695512820512822,1.452724358974359,1.4375,1.4399038461538463,1.4286858974358974
daylight_savings_2023,1.4759615384615385,1.4711538461538463,1.4487179487179487,1.4246794871794872,1.4318910256410255,1.4599358974358974,1.4487179487179487,1.3854166666666667,1.3501602564102564,1.3445512820512822,1.357371794871795,1.358974358974359
deadpool,1.6554487179487178,1.5913461538461537,1.4871794871794872,1.3661858974358974,1.3084935897435896,1.3149038461538463,1.3165064102564104,1.3397435897435896,1.3525641025641026,1.3485576923076923,1.4310897435897436,1.5665064102564104
delta,1.4230769230769231,1.435897435897436,1.4607371794871795,1.4711538461538463,1.4719551282051282,1.4815705128205128,1.4463141025641026,1.4711538461538463,1.4871794871794872,1.5088141025641026,1.5833333333333333,1.673878205128205
deshaun_watson,1.641025641025641,1.6217948717948718,1.5993589743589745,1.5456730769230769,1.5208333333333333,1.4735576923076923,1.4439102564102564,1.4158653846153846,1.3934294871794872,1.3501602564102564,1.342147435897436,1.3205128205128205
desmos,1.4711538461538463,1.4519230769230769,1.4439102564102564,1.4735576923076923,1.4975961538461537,1.5272435897435896,1.5681089743589745,1.5977564102564104,1.5913461538461537,1.5809294871794872,1.5625,1.5625
diary_of_a_wimpy_kid,1.3822115384615385,1.3677884615384615,1.3653846153846154,1.345352564102564,1.3637820512820513,1.419871794871795,1.452724358974359,1.4639423076923077,1.4615384615384615,1.4639423076923077,1.4975961538461537,1.484775641025641
dicks_sporting_goods,1.4030448717948718,1.4735576923076923,1.5336538461538463,1.5753205128205128,1.546474358974359,1.5080128205128205,1.4959935897435896,1.453525641025641,1.3741987179487178,1.3469551282051282,1.3389423076923077,1.2892628205128205
did_the_groundhog_see_his_shadow_2023,1.2099358974358974,1.2083333333333333,1.2147435897435896,1.2083333333333333,1.2003205128205128,1.1658653846153846,1.1802884615384615,1.1834935897435896,1.1786858974358974,1.1866987179487178,1.1810897435897436,1.189102564102564
dire_wolf,1.7668269230769231,1.720352564102564,1.6650641025641026,1.5568910256410255,1.4895833333333333,1.4663461538461537,1.4054487179487178,1.361378205128205,1.2764423076923077,1.1931089743589745,1.1338141025641026,1.0769230769230769
disney_plus,1.8621794871794872,1.7996794871794872,1.766025641025641,1.671474358974359,1.592147435897436,1.5112179487179487,1.4791666666666667,1.4415064102564104,1.3653846153846154,1.2668269230769231,1.2163461538461537,1.1161858974358974
djia,1.672275641025641,1.6770833333333333,1.642628205128205,1.5897435897435896,1.4959935897435896,1.423878205128205,1.3565705128205128,1.3060897435897436,1.282852564102564,1.2427884615384615,1.236378205128205,1.2572115384615385
docs,1.5584935897435896,1.5056089743589745,1.4775641025641026,1.4607371794871795,1.4278846153846154,1.4375,1.4631410256410255,1.5056089743589745,1.4959935897435896,1.4911858974358974,1.4959935897435896,1.5088141025641026
dodgers,1.2836538461538463,1.3205128205128205,1.3549679487179487,1.3525641025641026,1.3549679487179487,1.4190705128205128,1.4334935897435896,1.4350961538461537,1.4118589743589745,1.4278846153846154,1.4767628205128205,1.576121794871795
dodgers_vs_phillies,1.3237179487179487,1.2820512820512822,1.282852564102564,1.3068910256410255,1.326121794871795,1.3125,1.3004807692307692,1.298878205128205,1.3028846153846154,1.3357371794871795,1.3557692307692308,1.3878205128205128
dollar_general,1.4935897435897436,1.513621794871795,1.5096153846153846,1.4919871794871795,1.4767628205128205,1.455128205128205,1.4543269230769231,1.4559294871794872,1.422275641025641,1.404647435897436,1.4014423076923077,1.3838141025641026
dominos,1.7740384615384615,1.7019230769230769,1.672275641025641,1.6474358974358974,1.6009615384615385,1.5208333333333333,1.4447115384615385,1.3533653846153846,1.2764423076923077,1.2451923076923077,1.2131410256410255,1.1786858974358974
don_t_worry_darling,1.7283653846153846,1.6474358974358974,1.6137820512820513,1.5288461538461537,1.4639423076923077,1.455128205128205,1.4719551282051282,1.483974358974359,1.4190705128205128,1.2820512820512822,1.2091346153846154,1.157852564102564
donald_trump,1.4423076923076923,1.4270833333333333,1.4054487179487178,1.4054487179487178,1.3822115384615385,1.3509615384615385,1.3709935897435896,1.3661858974358974,1.4270833333333333,1.4366987179487178,1.419871794871795,1.4439102564102564
dow,1.6915064102564104,1.6826923076923077,1.6626602564102564,1.609775641025641,1.5048076923076923,1.439102564102564,1.3685897435897436,1.3125,1.2820512820512822,1.2379807692307692,1.2411858974358974,1.267628205128205
dow_futures,1.8253205128205128,1.7740384615384615,1.6923076923076923,1.5969551282051282,1.5080128205128205,1.4206730769230769,1.3557692307692308,1.3036858974358974,1.2556089743589745,1.2371794871794872,1.3020833333333333,1.3116987179487178
dow_jones,1.6818910256410255,1.6826923076923077,1.6650641025641026,1.6137820512820513,1.5240384615384615,1.4350961538461537,1.3758012820512822,1.330128205128205,1.3060897435897436,1.2612179487179487,1.2508012820512822,1.2716346153846154
dow_jones_today,1.6570512820512822,1.6618589743589745,1.6474358974358974,1.5945512820512822,1.5208333333333333,1.4639423076923077,1.404647435897436,1.3790064102564104,1.3541666666666667,1.2980769230769231,1.2804487179487178,1.279647435897436
duke_basketball,1.5168269230769231,1.501602564102564,1.4775641025641026,1.4262820512820513,1.4246794871794872,1.4182692307692308,1.439102564102564,1.455128205128205,1.482371794871795,1.5336538461538463,1.5616987179487178,1.5288461538461537
easter,1.3637820512820513,1.3549679487179487,1.327724358974359,1.2868589743589745,1.2564102564102564,1.2540064102564104,1.2628205128205128,1.2628205128205128,1.263621794871795,1.2892628205128205,1.3357371794871795,1.3549679487179487
ebay,2.186698717948718,2.0801282051282053,1.9230769230769231,1.7427884615384615,1.6017628205128205,1.5048076923076923,1.4158653846153846,1.2892628205128205,1.1642628205128205,1.111378205128205,1.0705128205128205,0.9743589743589743
