,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,seg_11,seg_12
march_madness_2023,1.1746794871794872,1.142628205128205,1.1458333333333333,1.1618589743589745,1.2419871794871795,1.3157051282051282,1.3565705128205128,1.3741987179487178,1.4102564102564104,1.5192307692307692,1.6121794871794872,1.6706730769230769
march_madness_bracket,1.3934294871794872,1.4591346153846154,1.4334935897435896,1.3878205128205128,1.3942307692307692,1.4375,1.482371794871795,1.5224358974358974,1.5392628205128205,1.548878205128205,1.6025641025641026,1.6290064102564104
masters,1.2275641025641026,1.2267628205128205,1.2283653846153846,1.1834935897435896,1.172275641025641,1.169871794871795,1.169871794871795,1.1730769230769231,1.1690705128205128,1.1770833333333333,1.2147435897435896,1.234775641025641
math_playground,1.470352564102564,1.470352564102564,1.4647435897435896,1.4855769230769231,1.4855769230769231,1.4831730769230769,1.529647435897436,1.5512820512820513,1.5689102564102564,1.5544871794871795,1.5208333333333333,1.5200320512820513
mcdonalds,1.6802884615384615,1.6690705128205128,1.6346153846153846,1.5432692307692308,1.516025641025641,1.4783653846153846,1.4631410256410255,1.419871794871795,1.4126602564102564,1.3565705128205128,1.3822115384615385,1.407852564102564
meat_loaf,1.4783653846153846,1.4407051282051282,1.4423076923076923,1.4607371794871795,1.4951923076923077,1.5216346153846154,1.53125,1.5368589743589745,1.546474358974359,1.5496794871794872,1.5320512820512822,1.515224358974359
meatloaf,1.6217948717948718,1.5040064102564104,1.4623397435897436,1.4495192307692308,1.4831730769230769,1.5096153846153846,1.5208333333333333,1.5104166666666667,1.4927884615384615,1.4615384615384615,1.407852564102564,1.3549679487179487
meatloaf_singer,1.3068910256410255,1.3125,1.3549679487179487,1.3942307692307692,1.4503205128205128,1.5032051282051282,1.5576923076923077,1.625,1.6450320512820513,1.6338141025641026,1.6041666666666667,1.5713141025641026
medal_count,1.3477564102564104,1.3269230769230769,1.3269230769230769,1.330128205128205,1.3549679487179487,1.3741987179487178,1.4086538461538463,1.4375,1.4439102564102564,1.4615384615384615,1.4815705128205128,1.4887820512820513
memorial_day,1.1971153846153846,1.201121794871795,1.1939102564102564,1.2123397435897436,1.2331730769230769,1.1907051282051282,1.2019230769230769,1.2684294871794872,1.3445512820512822,1.4575320512820513,1.548878205128205,1.6378205128205128
memorial_day_2022,1.4559294871794872,1.4415064102564104,1.4383012820512822,1.4310897435897436,1.4150641025641026,1.3661858974358974,1.3653846153846154,1.361378205128205,1.3317307692307692,1.2980769230769231,1.2940705128205128,1.3125
men‘s_march_madness,1.1879699248120301,1.1879699248120301,1.2218045112781954,1.2255639097744362,1.199248120300752,1.1879699248120301,1.1879699248120301,1.2080200501253133,1.2255639097744362,1.2330827067669172,1.2167919799498748,1.194235588972431
meta_stock,1.2956730769230769,1.2924679487179487,1.3293269230769231,1.3525641025641026,1.3894230769230769,1.4647435897435896,1.5048076923076923,1.501602564102564,1.5432692307692308,1.5809294871794872,1.5673076923076923,1.609775641025641
miami_dolphins,1.4583333333333333,1.4495192307692308,1.4455128205128205,1.470352564102564,1.515224358974359,1.5376602564102564,1.560897435897436,1.578525641025641,1.5625,1.5144230769230769,1.484775641025641,1.4631410256410255
miami_heat,1.608974358974359,1.548878205128205,1.5224358974358974,1.4895833333333333,1.4415064102564104,1.3621794871794872,1.342147435897436,1.328525641025641,1.3189102564102564,1.3004807692307692,1.3036858974358974,1.2940705128205128
michelle_yeoh,1.7916666666666667,1.748397435897436,1.6618589743589745,1.5713141025641026,1.4943910256410255,1.4022435897435896,1.3541666666666667,1.3092948717948718,1.2996794871794872,1.2892628205128205,1.251602564102564,1.21875
michigan_election_results,1.1923076923076923,1.1907051282051282,1.1931089743589745,1.1530448717948718,1.1522435897435896,1.189102564102564,1.2195512820512822,1.2043269230769231,1.2532051282051282,1.3133012820512822,1.3445512820512822,1.3894230769230769
midterm_election_results,1.3429672447013488,1.313102119460501,1.3371868978805395,1.3265895953757225,1.30635838150289,1.252408477842004,1.2273603082851638,1.20616570327553,1.2090558766859345,1.2552986512524085,1.2283236994219653,1.239884393063584
midterm_elections,1.3477564102564104,1.391025641025641,1.3653846153846154,1.3693910256410255,1.3669871794871795,1.3806089743589745,1.3661858974358974,1.391025641025641,1.5128205128205128,1.6241987179487178,1.6818910256410255,1.8357371794871795
midterm_elections_2022,1.5625,1.5400641025641026,1.4783653846153846,1.4415064102564104,1.3950320512820513,1.3309294871794872,1.2916666666666667,1.251602564102564,1.2075320512820513,1.2075320512820513,1.1794871794871795,1.1834935897435896
minecraft,1.2596153846153846,1.2612179487179487,1.3173076923076923,1.3621794871794872,1.3942307692307692,1.388621794871795,1.3966346153846154,1.3918269230769231,1.4278846153846154,1.4775641025641026,1.548878205128205,1.6121794871794872
minecraft_movie,1.3028846153846154,1.3373397435897436,1.2644230769230769,1.2123397435897436,1.21875,1.2940705128205128,1.3365384615384615,1.4038461538461537,1.4495192307692308,1.5144230769230769,1.5905448717948718,1.6931089743589745
mlb,1.4318910256410255,1.4751602564102564,1.5256410256410255,1.5400641025641026,1.5689102564102564,1.5657051282051282,1.5104166666666667,1.4375,1.392628205128205,1.3501602564102564,1.3477564102564104,1.391025641025641
mlb_scores,1.390224358974359,1.4407051282051282,1.4943910256410255,1.5384615384615385,1.5737179487179487,1.5697115384615385,1.5128205128205128,1.46875,1.4142628205128205,1.358974358974359,1.3661858974358974,1.4407051282051282
mlb_standings,1.2692307692307692,1.3405448717948718,1.4174679487179487,1.5,1.5280448717948718,1.4727564102564104,1.40625,1.357371794871795,1.3052884615384615,1.298878205128205,1.3645833333333333,1.4583333333333333
mother's_day,1.328525641025641,1.3325320512820513,1.3349358974358974,1.3068910256410255,1.2620192307692308,1.25,1.25,1.2524038461538463,1.25,1.2524038461538463,1.294871794871795,1.3381410256410255
mother_s_day,1.3245192307692308,1.3317307692307692,1.3333333333333333,1.3068910256410255,1.2612179487179487,1.25,1.25,1.251602564102564,1.25,1.251602564102564,1.2924679487179487,1.3381410256410255
movies_near_me,1.560897435897436,1.5440705128205128,1.5320512820512822,1.5128205128205128,1.4935897435897436,1.455128205128205,1.4086538461538463,1.4158653846153846,1.4190705128205128,1.4190705128205128,1.4086538461538463,1.4126602564102564
msn,1.8950320512820513,1.8429487179487178,1.7740384615384615,1.7267628205128205,1.6626602564102564,1.577724358974359,1.4639423076923077,1.3397435897435896,1.233974358974359,1.1979166666666667,1.1602564102564104,1.111378205128205
msnbc,1.4943910256410255,1.5240384615384615,1.517628205128205,1.5440705128205128,1.547275641025641,1.532852564102564,1.498397435897436,1.467147435897436,1.4294871794871795,1.4150641025641026,1.3461538461538463,1.2852564102564104
nasdaq,1.4615384615384615,1.4407051282051282,1.4294871794871795,1.4134615384615385,1.3974358974358974,1.3966346153846154,1.4230769230769231,1.4158653846153846,1.4366987179487178,1.4751602564102564,1.5320512820512822,1.5697115384615385
national_hurricane_center,1.3469551282051282,1.3541666666666667,1.4086538461538463,1.4639423076923077,1.5272435897435896,1.5408653846153846,1.5440705128205128,1.547275641025641,1.5120192307692308,1.4743589743589745,1.4935897435897436,1.4959935897435896
nba,1.5424679487179487,1.5200320512820513,1.4767628205128205,1.4142628205128205,1.3373397435897436,1.2932692307692308,1.2852564102564104,1.3068910256410255,1.3133012820512822,1.2980769230769231,1.3036858974358974,1.3581730769230769
nba_finals,1.2411858974358974,1.2892628205128205,1.297275641025641,1.2940705128205128,1.297275641025641,1.2508012820512822,1.2283653846153846,1.2307692307692308,1.2275641025641026,1.2475961538461537,1.2788461538461537,1.3405448717948718
nba_games,1.4455128205128205,1.4415064102564104,1.4431089743589745,1.376602564102564,1.3125,1.2980769230769231,1.3549679487179487,1.4134615384615385,1.40625,1.4182692307692308,1.3846153846153846,1.4118589743589745
nba_playoffs,1.4479166666666667,1.4383012820512822,1.4366987179487178,1.4150641025641026,1.3685897435897436,1.3213141025641026,1.3157051282051282,1.3181089743589745,1.3157051282051282,1.3181089743589745,1.328525641025641,1.3645833333333333
nba_scores,1.5304487179487178,1.5120192307692308,1.467147435897436,1.4142628205128205,1.3509615384615385,1.3181089743589745,1.3469551282051282,1.4102564102564104,1.4495192307692308,1.4679487179487178,1.4583333333333333,1.5080128205128205
nba_standings,1.4318910256410255,1.3501602564102564,1.2860576923076923,1.203525641025641,1.1634615384615385,1.1802884615384615,1.25,1.2940705128205128,1.330128205128205,1.3854166666666667,1.419871794871795,1.4126602564102564
ncaa,1.391025641025641,1.391025641025641,1.3758012820512822,1.3221153846153846,1.328525641025641,1.3373397435897436,1.3629807692307692,1.3846153846153846,1.3822115384615385,1.4110576923076923,1.4407051282051282,1.4294871794871795
ncaa_basketball,1.361378205128205,1.3581730769230769,1.3341346153846154,1.2860576923076923,1.2884615384615385,1.2868589743589745,1.2868589743589745,1.2932692307692308,1.330128205128205,1.404647435897436,1.4759615384615385,1.4751602564102564
ncaa_basketball_scores,1.3052884615384615,1.2820512820512822,1.3012820512820513,1.3565705128205128,1.3501602564102564,1.3605769230769231,1.3894230769230769,1.4318910256410255,1.4855769230769231,1.5625,1.6522435897435896,1.6947115384615385
ncaa_bracket,1.3028846153846154,1.3052884615384615,1.2788461538461537,1.2403846153846154,1.2395833333333333,1.2419871794871795,1.2596153846153846,1.2708333333333333,1.2684294871794872,1.298878205128205,1.3341346153846154,1.3413461538461537
ncaa_scores,1.5104166666666667,1.5032051282051282,1.4887820512820513,1.46875,1.4935897435897436,1.5272435897435896,1.5544871794871795,1.580128205128205,1.5681089743589745,1.5536858974358974,1.5520833333333333,1.5392628205128205
ncaa_tournament,1.3084935897435896,1.3068910256410255,1.2692307692307692,1.2195512820512822,1.220352564102564,1.220352564102564,1.2195512820512822,1.220352564102564,1.220352564102564,1.2628205128205128,1.3004807692307692,1.3068910256410255
ncedcloud,1.6586538461538463,1.5504807692307692,1.5280448717948718,1.5112179487179487,1.5048076923076923,1.4855769230769231,1.5096153846153846,1.5024038461538463,1.4887820512820513,1.4567307692307692,1.4094551282051282,1.3701923076923077
netflix,1.5496794871794872,1.5424679487179487,1.5625,1.5528846153846154,1.5248397435897436,1.4935897435897436,1.4607371794871795,1.4375,1.4158653846153846,1.345352564102564,1.3133012820512822,1.2668269230769231
nevada_election_results,1.2003205128205128,1.1979166666666667,1.2043269230769231,1.1979166666666667,1.202724358974359,1.202724358974359,1.1987179487179487,1.2267628205128205,1.2532051282051282,1.2876602564102564,1.297275641025641,1.2884615384615385
nevada_senate_race,1.3429672447013488,1.3352601156069364,1.3680154142581888,1.3516377649325626,1.3737957610789981,1.3208092485549132,1.3073217726396917,1.3092485549132948,1.2861271676300579,1.300578034682081,1.2630057803468209,1.2610789980732178
new_york_yankees,1.4951923076923077,1.5344551282051282,1.5673076923076923,1.5849358974358974,1.6065705128205128,1.5520833333333333,1.4623397435897436,1.3846153846153846,1.3253205128205128,1.2548076923076923,1.2572115384615385,1.3076923076923077
news,1.6658653846153846,1.6658653846153846,1.6041666666666667,1.5280448717948718,1.486378205128205,1.4871794871794872,1.5072115384615385,1.4767628205128205,1.4503205128205128,1.4014423076923077,1.3862179487179487,1.3357371794871795
nfl,1.4759615384615385,1.4334935897435896,1.439102564102564,1.4591346153846154,1.4943910256410255,1.5432692307692308,1.5729166666666667,1.6185897435897436,1.6362179487179487,1.6209935897435896,1.6137820512820513,1.5913461538461537
nfl_news,1.46875,1.4094551282051282,1.3782051282051282,1.3621794871794872,1.3782051282051282,1.4246794871794872,1.4951923076923077,1.5552884615384615,1.5705128205128205,1.5568910256410255,1.548878205128205,1.513621794871795
nfl_schedule,1.5272435897435896,1.4943910256410255,1.4959935897435896,1.5128205128205128,1.5416666666666667,1.5616987179487178,1.5873397435897436,1.638621794871795,1.641025641025641,1.6225961538461537,1.5961538461538463,1.5745192307692308
nfl_scores,1.5248397435897436,1.5088141025641026,1.5280448717948718,1.5536858974358974,1.6121794871794872,1.6370192307692308,1.6786858974358974,1.7355769230769231,1.7179487179487178,1.673878205128205,1.640224358974359,1.6049679487179487
nhl,1.5032051282051282,1.4751602564102564,1.4479166666666667,1.4054487179487178,1.3533653846153846,1.3181089743589745,1.3237179487179487,1.392628205128205,1.435897435897436,1.4951923076923077,1.517628205128205,1.5713141025641026
nhl_scores,1.5993589743589745,1.5536858974358974,1.5104166666666667,1.4567307692307692,1.4014423076923077,1.3661858974358974,1.3741987179487178,1.4230769230769231,1.470352564102564,1.4927884615384615,1.5056089743589745,1.529647435897436
nia_long,1.6794871794871795,1.6258012820512822,1.5849358974358974,1.5200320512820513,1.46875,1.3581730769230769,1.3349358974358974,1.3052884615384615,1.3036858974358974,1.2644230769230769,1.297275641025641,1.3709935897435896
nike,1.4519230769230769,1.4447115384615385,1.4286858974358974,1.4102564102564104,1.4110576923076923,1.4070512820512822,1.4375,1.419871794871795,1.3741987179487178,1.3565705128205128,1.3782051282051282,1.3701923076923077
nikita_dragun,1.5456730769230769,1.4919871794871795,1.4407051282051282,1.3653846153846154,1.3565705128205128,1.3253205128205128,1.327724358974359,1.3405448717948718,1.330128205128205,1.3557692307692308,1.3373397435897436,1.3309294871794872
nintendo_switch_2,1.1810897435897436,1.2588141025641026,1.2804487179487178,1.310897435897436,1.3405448717948718,1.3605769230769231,1.4118589743589745,1.486378205128205,1.5440705128205128,1.657852564102564,1.7892628205128205,1.84375
noaa,1.4254807692307692,1.392628205128205,1.4278846153846154,1.4591346153846154,1.4663461538461537,1.4294871794871795,1.4431089743589745,1.4591346153846154,1.4599358974358974,1.4038461538461537,1.4166666666666667,1.4174679487179487
noaa_hurricane,1.3309294871794872,1.3381410256410255,1.3854166666666667,1.4463141025641026,1.4967948717948718,1.5256410256410255,1.5256410256410255,1.5192307692307692,1.4887820512820513,1.4495192307692308,1.4711538461538463,1.4711538461538463
nvda_stock,1.2435897435897436,1.2884615384615385,1.3717948717948718,1.4286858974358974,1.4455128205128205,1.4599358974358974,1.4799679487179487,1.5040064102564104,1.5649038461538463,1.669871794871795,1.7628205128205128,1.8557692307692308
nvidia_stock,1.282852564102564,1.2908653846153846,1.3709935897435896,1.4166666666666667,1.4743589743589745,1.5208333333333333,1.5224358974358974,1.4663461538461537,1.4807692307692308,1.5576923076923077,1.6570512820512822,1.810897435897436
obi_wan_kenobi,1.9054487179487178,1.8557692307692308,1.71875,1.6145833333333333,1.5368589743589745,1.4166666666666667,1.345352564102564,1.3060897435897436,1.2179487179487178,1.1554487179487178,1.0881410256410255,1.0793269230769231
office_365,1.907852564102564,1.8429487179487178,1.7620192307692308,1.6987179487179487,1.6330128205128205,1.5849358974358974,1.5120192307692308,1.4006410256410255,1.2884615384615385,1.1834935897435896,1.1009615384615385,1.060897435897436
old_navy,1.4679487179487178,1.4695512820512822,1.4679487179487178,1.470352564102564,1.452724358974359,1.4471153846153846,1.4519230769230769,1.4134615384615385,1.3661858974358974,1.3293269230769231,1.3173076923076923,1.297275641025641
olympic_medal_count,1.346820809248555,1.264932562620424,1.1897880539499037,1.176300578034682,1.1782273603082851,1.176300578034682,1.176300578034682,1.1849710982658959,1.239884393063584,1.2870905587668593,1.3044315992292872,1.300578034682081
olympics,1.3084935897435896,1.2556089743589745,1.2508012820512822,1.3357371794871795,1.3974358974358974,1.390224358974359,1.3846153846153846,1.3894230769230769,1.4326923076923077,1.4431089743589745,1.4727564102564104,1.5600961538461537
olympics_2024,1.4278846153846154,1.3253205128205128,1.3197115384615385,1.2588141025641026,1.2836538461538463,1.3405448717948718,1.423878205128205,1.4326923076923077,1.5032051282051282,1.5480769230769231,1.5600961538461537,1.5496794871794872
oregon_governor_race,1.270712909441233,1.260115606936416,1.258188824662813,1.2620423892100192,1.2360308285163777,1.2341040462427746,1.2254335260115607,1.2283236994219653,1.1926782273603083,1.1801541425818882,1.1541425818882467,1.1772639691714837
oscar_winners_2023,1.3549679487179487,1.3501602564102564,1.3693910256410255,1.3333333333333333,1.3197115384615385,1.2876602564102564,1.2908653846153846,1.2940705128205128,1.3341346153846154,1.3309294871794872,1.3717948717948718,1.4038461538461537
oscars,0.9198717948717948,0.8950320512820513,0.907051282051282,0.9487179487179487,1.09375,1.2235576923076923,1.2956730769230769,1.4423076923076923,1.6105769230769231,1.828525641025641,2.0400641025641026,2.1858974358974357
oscars_2023,1.2091346153846154,1.1354166666666667,1.1634615384615385,1.2083333333333333,1.2548076923076923,1.3685897435897436,1.4383012820512822,1.4855769230769231,1.5280448717948718,1.5985576923076923,1.6963141025641026,1.734775641025641
outlook,1.5040064102564104,1.4943910256410255,1.4991987179487178,1.5304487179487178,1.5264423076923077,1.5080128205128205,1.513621794871795,1.4895833333333333,1.4895833333333333,1.4855769230769231,1.4903846153846154,1.5080128205128205
ozark_season_4,1.5769230769230769,1.5536858974358974,1.5649038461538463,1.5424679487179487,1.4975961538461537,1.5256410256410255,1.5304487179487178,1.5616987179487178,1.5232371794871795,1.4302884615384615,1.3365384615384615,1.296474358974359
packers,1.4342948717948718,1.4118589743589745,1.4182692307692308,1.4350961538461537,1.4623397435897436,1.4871794871794872,1.5112179487179487,1.5416666666666667,1.5336538461538463,1.5072115384615385,1.4815705128205128,1.4855769230769231
papa_johns,1.748397435897436,1.701121794871795,1.6650641025641026,1.6354166666666667,1.5625,1.4935897435897436,1.4142628205128205,1.3878205128205128,1.3116987179487178,1.2604166666666667,1.2243589743589745,1.1939102564102564
paramount_plus,1.6538461538461537,1.6017628205128205,1.5536858974358974,1.5264423076923077,1.5048076923076923,1.4719551282051282,1.4943910256410255,1.4959935897435896,1.5,1.4663461538461537,1.390224358974359,1.330128205128205
pbs_kids,1.547275641025641,1.5264423076923077,1.5216346153846154,1.5344551282051282,1.5168269230769231,1.5216346153846154,1.5697115384615385,1.5993589743589745,1.6057692307692308,1.6081730769230769,1.6001602564102564,1.607371794871795
pedro_pascal,1.3293269230769231,1.342147435897436,1.390224358974359,1.4623397435897436,1.4607371794871795,1.4855769230769231,1.4879807692307692,1.4919871794871795,1.5416666666666667,1.5592948717948718,1.5649038461538463,1.580128205128205
pennsylvania_election_results,1.2411858974358974,1.2548076923076923,1.2556089743589745,1.2403846153846154,1.2155448717948718,1.1963141025641026,1.1682692307692308,1.1626602564102564,1.189102564102564,1.2179487179487178,1.2355769230769231,1.2564102564102564
phillies,1.3822115384615385,1.4254807692307692,1.452724358974359,1.5088141025641026,1.5833333333333333,1.5480769230769231,1.516025641025641,1.4607371794871795,1.3822115384615385,1.3405448717948718,1.3333333333333333,1.3533653846153846
phoenix_suns,1.5560897435897436,1.5232371794871795,1.484775641025641,1.4230769230769231,1.3581730769230769,1.3517628205128205,1.359775641025641,1.3974358974358974,1.4366987179487178,1.4727564102564104,1.4647435897435896,1.4383012820512822
pizza_hut,1.90625,1.8381410256410255,1.78125,1.689102564102564,1.5737179487179487,1.4727564102564104,1.3798076923076923,1.3173076923076923,1.2556089743589745,1.2083333333333333,1.1538461538461537,1.1065705128205128
pizza_near_me,1.8365384615384615,1.7740384615384615,1.6842948717948718,1.5817307692307692,1.5104166666666667,1.4110576923076923,1.3517628205128205,1.3157051282051282,1.3149038461538463,1.3060897435897436,1.3020833333333333,1.2900641025641026
polls,1.1185897435897436,1.1875,1.2580128205128205,1.294871794871795,1.3020833333333333,1.310897435897436,1.3549679487179487,1.3998397435897436,1.4799679487179487,1.5336538461538463,1.5584935897435896,1.6017628205128205
powerball,1.3373397435897436,1.3501602564102564,1.3309294871794872,1.3557692307692308,1.4014423076923077,1.3870192307692308,1.3862179487179487,1.4230769230769231,1.3806089743589745,1.3445512820512822,1.2836538461538463,1.2692307692307692
premier_league,1.482371794871795,1.4591346153846154,1.4399038461538463,1.435897435897436,1.4286858974358974,1.4447115384615385,1.4927884615384615,1.5168269230769231,1.5064102564102564,1.5288461538461537,1.5496794871794872,1.6049679487179487
presidential_election,1.1666666666666667,1.1987179487179487,1.2331730769230769,1.2075320512820513,1.2580128205128205,1.3669871794871795,1.4615384615384615,1.5969551282051282,1.7163461538461537,1.748397435897436,1.751602564102564,1.8020833333333333
presidential_election_2024,0.9863782051282052,1.015224358974359,1.0865384615384615,1.1971153846153846,1.2980769230769231,1.4463141025641026,1.5008012820512822,1.5536858974358974,1.7091346153846154,1.8293269230769231,1.8653846153846154,1.8894230769230769
presidential_election_results,1.1778846153846154,1.2299679487179487,1.3253205128205128,1.3253205128205128,1.2996794871794872,1.3645833333333333,1.3758012820512822,1.4383012820512822,1.5753205128205128,1.7043269230769231,1.7548076923076923,1.8173076923076923
presidential_polls,0.9607371794871795,0.9567307692307693,1.0232371794871795,1.0873397435897436,1.1875,1.2788461538461537,1.3782051282051282,1.5032051282051282,1.6274038461538463,1.8822115384615385,2.045673076923077,2.2131410256410255
presidential_results,1.2067307692307692,1.2379807692307692,1.3125,1.3493589743589745,1.3325320512820513,1.4094551282051282,1.4190705128205128,1.4471153846153846,1.5424679487179487,1.654647435897436,1.7443910256410255,1.8229166666666667
prodigy,1.6490384615384615,1.6185897435897436,1.5929487179487178,1.6041666666666667,1.5745192307692308,1.547275641025641,1.5576923076923077,1.5456730769230769,1.5128205128205128,1.467147435897436,1.4166666666666667,1.3701923076923077
punxsutawney_phil,1.3068910256410255,1.236378205128205,1.234775641025641,1.2427884615384615,1.2572115384615385,1.2692307692307692,1.2996794871794872,1.3485576923076923,1.4070512820512822,1.4543269230769231,1.4719551282051282,1.513621794871795
purdue_basketball,1.5104166666666667,1.5088141025641026,1.4639423076923077,1.4759615384615385,1.4951923076923077,1.5104166666666667,1.5360576923076923,1.5600961538461537,1.5689102564102564,1.609775641025641,1.654647435897436,1.6538461538461537
qqq,1.3758012820512822,1.3581730769230769,1.3461538461538463,1.359775641025641,1.3501602564102564,1.392628205128205,1.4431089743589745,1.4719551282051282,1.5384615384615385,1.6282051282051282,1.7083333333333333,1.7852564102564104
quizlet,1.8133012820512822,1.6979166666666667,1.6081730769230769,1.5528846153846154,1.5080128205128205,1.5088141025641026,1.5040064102564104,1.4807692307692308,1.4439102564102564,1.3693910256410255,1.2684294871794872,1.189102564102564
quizlet_live,1.5961538461538463,1.532852564102564,1.529647435897436,1.532852564102564,1.5216346153846154,1.513621794871795,1.5368589743589745,1.5368589743589745,1.5240384615384615,1.4831730769230769,1.455128205128205,1.3990384615384615
ramsay_hunt_syndrome,1.4022435897435896,1.4142628205128205,1.4126602564102564,1.4030448717948718,1.4310897435897436,1.3966346153846154,1.4126602564102564,1.4342948717948718,1.4366987179487178,1.4559294871794872,1.4799679487179487,1.516025641025641
ray_liotta,1.671474358974359,1.673878205128205,1.6338141025641026,1.609775641025641,1.5689102564102564,1.4903846153846154,1.4503205128205128,1.4727564102564104,1.4142628205128205,1.3717948717948718,1.3509615384615385,1.3116987179487178
ray_liotta_cause_of_death,1.5038535645472062,1.5211946050096339,1.5028901734104045,1.4556840077071291,1.4229287090558767,1.3863198458574182,1.371868978805395,1.4566473988439306,1.4730250481695568,1.453757225433526,1.4479768786127167,1.3969171483622351
real_madrid,1.3934294871794872,1.4278846153846154,1.4262820512820513,1.4166666666666667,1.4070512820512822,1.421474358974359,1.4935897435897436,1.5088141025641026,1.5592948717948718,1.607371794871795,1.6634615384615385,1.6883012820512822
red_sox,1.3942307692307692,1.4503205128205128,1.5048076923076923,1.5456730769230769,1.5504807692307692,1.482371794871795,1.4230769230769231,1.3605769230769231,1.3317307692307692,1.3685897435897436,1.4375,1.4879807692307692
reddit,0.8397435897435898,0.9719551282051282,1.0793269230769231,1.1786858974358974,1.3501602564102564,1.5512820512820513,1.6057692307692308,1.7195512820512822,1.7860576923076923,1.876602564102564,1.9350961538461537,2.0104166666666665
restaurants_near_me,1.9270833333333333,1.8878205128205128,1.8181089743589745,1.7395833333333333,1.6274038461538463,1.515224358974359,1.4262820512820513,1.345352564102564,1.2684294871794872,1.2243589743589745,1.1706730769230769,1.108974358974359
rico_charge,1.359775641025641,1.391025641025641,1.390224358974359,1.4158653846153846,1.390224358974359,1.3822115384615385,1.4166666666666667,1.4294871794871795,1.4399038461538463,1.4447115384615385,1.4310897435897436,1.4102564102564104
roblox,1.3245192307692308,1.3990384615384615,1.4583333333333333,1.4951923076923077,1.5040064102564104,1.546474358974359,1.5248397435897436,1.5272435897435896,1.5192307692307692,1.53125,1.5536858974358974,1.5432692307692308
rosh_hashanah_2022,1.3001808318264014,1.2911392405063291,1.2956600361663653,1.2893309222423146,1.2938517179023508,1.286618444846293,1.2848101265822784,1.2685352622061483,1.2332730560578662,1.2106690777576854,1.2052441229656419,1.2070524412296564
ryan_grantham,1.2852564102564104,1.3133012820512822,1.4030448717948718,1.4503205128205128,1.4599358974358974,1.4647435897435896,1.451121794871795,1.4447115384615385,1.4583333333333333,1.4711538461538463,1.4831730769230769,1.4871794871794872
s&p_500,1.358974358974359,1.3429487179487178,1.3517628205128205,1.376602564102564,1.3998397435897436,1.3870192307692308,1.3934294871794872,1.4182692307692308,1.4663461538461537,1.5216346153846154,1.6145833333333333,1.7043269230769231
s_and_p_500,1.4286858974358974,1.4246794871794872,1.4118589743589745,1.4142628205128205,1.4134615384615385,1.423878205128205,1.407852564102564,1.4038461538461537,1.4230769230769231,1.423878205128205,1.4879807692307692,1.5336538461538463
sam_s_club,1.8581730769230769,1.8060897435897436,1.7259615384615385,1.6883012820512822,1.625,1.5512820512820513,1.4743589743589745,1.4447115384615385,1.3806089743589745,1.2884615384615385,1.236378205128205,1.1810897435897436
scratch,1.3541666666666667,1.3741987179487178,1.3878205128205128,1.40625,1.4166666666666667,1.4455128205128205,1.515224358974359,1.5809294871794872,1.6137820512820513,1.6506410256410255,1.6674679487179487,1.672275641025641
scream_6,1.888621794871795,1.7772435897435896,1.6330128205128205,1.4903846153846154,1.4399038461538463,1.361378205128205,1.2459935897435896,1.2083333333333333,1.1650641025641026,1.1883012820512822,1.2019230769230769,1.234775641025641
senate_election_results,1.3533653846153846,1.3325320512820513,1.3076923076923077,1.2876602564102564,1.2892628205128205,1.2708333333333333,1.2596153846153846,1.2387820512820513,1.2876602564102564,1.3557692307692308,1.375,1.4006410256410255
sephora,1.3068910256410255,1.3341346153846154,1.3725961538461537,1.3846153846153846,1.4158653846153846,1.4775641025641026,1.5416666666666667,1.5881410256410255,1.5881410256410255,1.5977564102564104,1.6282051282051282,1.6241987179487178
severe_thunderstorm_warning,1.6057692307692308,1.6594551282051282,1.6866987179487178,1.6634615384615385,1.6362179487179487,1.5817307692307692,1.5480769230769231,1.5096153846153846,1.4927884615384615,1.4951923076923077,1.4607371794871795,1.4695512820512822
severe_thunderstorm_watch,1.5584935897435896,1.5913461538461537,1.6049679487179487,1.6193910256410255,1.608974358974359,1.548878205128205,1.516025641025641,1.483974358974359,1.486378205128205,1.4799679487179487,1.5008012820512822,1.5024038461538463
shein,2.05849358974359,2.0368589743589745,1.9775641025641026,1.8213141025641026,1.703525641025641,1.576121794871795,1.4503205128205128,1.3116987179487178,1.1666666666666667,1.0120192307692308,1.015224358974359,0.9895833333333334
signature_bank,1.5144230769230769,1.4230769230769231,1.4094551282051282,1.3541666666666667,1.3044871794871795,1.3004807692307692,1.2620192307692308,1.2804487179487178,1.3317307692307692,1.3798076923076923,1.5192307692307692,1.5552884615384615
silicon_valley_bank,1.9623397435897436,1.8213141025641026,1.7083333333333333,1.5544871794871795,1.4647435897435896,1.3990384615384615,1.314102564102564,1.1963141025641026,1.1418269230769231,1.108974358974359,1.1330128205128205,1.2227564102564104
simone_biles,1.4134615384615385,1.3717948717948718,1.3157051282051282,1.3293269230769231,1.3645833333333333,1.3629807692307692,1.357371794871795,1.3661858974358974,1.3966346153846154,1.4431089743589745,1.4455128205128205,1.5008012820512822
